Caracteristique,Valeur,Visuel,Auditif_et_parole,Intellect_apprentissage,Sante_mentale,Physique,Autres,Conjoints_sans_CSE,Demandeurs_asile,NHC_moins_5ans,NHC_5ans_et_plus,Femmes,Hommes,Moins_de_25ans,Durcon_moins_2ans,Age_moyen,Duree_cumul_moyenne
Situation familiale,Personnes seules,1133,641,22599,51171,35204,3466,0,155,361,8670,50353,63861,9203,13241,47.70954524,244.50402753
Situation familiale,Couples sans enfants,93,51,746,1610,2930,262,3896,52,346,1136,4807,4781,88,1394,54.679390905,262.61138924
Situation familiale,Familles monoparentales,51,48,250,1323,1769,59,0,9,23,624,2973,527,52,479,44.815714286,195.82171429
Situation familiale,Couples avec enfants,62,32,209,489,967,49,1620,16,144,1240,1725,1703,78,578,44.908109685,175.30280047
Situation familiale,Conjoint d'étudiant,0,0,1,5,16,0,0,0,3,6,8,14,2,8,45.727272727,115.54545455
Sexe,Hommes,775,360,12749,31325,21003,2091,2583,132,356,6066,0,70886,6096,9307,46.917247411,232.40040346
Sexe,Femmes,564,412,11056,23273,19883,1745,2933,100,521,5610,59866,0,3327,6393,49.433635118,254.87959777
Âge,Moins de 20 ans,15,10,691,1031,295,78,5,1,21,121,726,1399,2125,2078,18.567058824,11.770352941
Âge,De 20 à 24 ans,51,46,2528,3271,1255,70,77,11,40,475,2601,4697,7298,1231,22.063716087,47.192107427
Âge,De 25 à 29 ans,62,55,2757,3198,1573,111,138,8,41,538,3015,4879,0,984,26.994679503,94.275779073
Âge,De 30 à 34 ans,82,57,2313,3453,1519,105,247,17,39,660,3022,4754,0,873,32.065715021,137.41075103
Âge,De 35 à 39 ans,102,50,2295,4346,2003,135,352,14,54,788,3754,5529,0,1033,37.112032748,178.4762469
Âge,De 40 à 44 ans,107,76,2350,4991,2618,227,478,17,65,959,4741,6106,0,1093,42.032820135,213.64801328
Âge,De 45 à 49 ans,134,54,2199,5262,3711,275,649,19,54,1293,5853,6431,0,1263,47.16517421,250.46947248
Âge,De 50 à 54 ans,204,89,2637,7683,6160,500,936,21,58,1721,8850,9359,0,1780,52.23092976,285.1248833
Âge,55 ans et plus,582,335,6035,21363,21752,2335,2634,124,505,5121,27304,27732,0,5365,59.803837488,314.47737844
Âge,35 ans et moins,232,179,8724,11718,4994,391,528,38,156,1935,10011,16755,9423,5372,26.954718673,91.645520436
Âge,36 ans et plus,1107,593,15081,42880,35892,3445,4988,194,721,9741,49855,54131,0,10328,53.504317889,281.57225973
Scolarité,Primaire,110,102,4092,3275,3139,229,534,8,155,1060,5145,6336,1427,1557,46.882675725,266.020817
Scolarité,Secondaire I à IV,404,279,4714,18866,14923,858,2372,4,71,2323,18988,23428,2166,4607,48.954616183,265.33211524
Scolarité,Secondaire V,270,136,915,11885,8746,661,1131,6,56,2213,11578,12166,550,3049,51.020131402,232.37794811
Scolarité,Collégiale,75,42,42,4866,2475,238,261,2,27,946,3973,4026,109,1118,50.815851981,213.02312789
Scolarité,Universitaire,65,25,10,3268,1447,136,212,5,61,1218,2517,2646,3,747,53.03215185,199.1107883
Scolarité,Inconnue,415,188,14032,12438,10156,1714,1006,207,507,3916,17665,22284,5168,4622,44.525469974,229.65485995
Diplôme maximum obtenu,Aucun diplôme,597,425,9253,24969,20219,1255,3210,18,255,4545,27031,32897,3801,6894,48.790081431,262.36879255
Diplôme maximum obtenu,Secondaire - DES,166,75,357,8418,5289,413,632,1,29,1066,7524,7826,370,2064,49.825211726,222.33693811
Diplôme maximum obtenu,Secondaire - DEP,40,20,109,2194,1918,141,252,0,4,205,2291,2383,23,571,53.326486949,256.01347882
Diplôme maximum obtenu,Secondaire - ASP,5,5,15,218,176,13,16,0,0,22,178,270,1,46,53.71875,251.00892857
Diplôme maximum obtenu,Collégial - AEC,11,6,1,653,463,45,33,0,1,113,621,591,3,187,52.318481848,196.43151815
Diplôme maximum obtenu,Collégial - DEC général,13,6,7,996,346,36,38,0,4,158,670,772,13,175,50.925797503,221.97434119
Diplôme maximum obtenu,Collégial - DEC professionnel,17,14,5,1076,523,48,50,0,2,157,943,790,12,278,51.428159261,187.84362377
Diplôme maximum obtenu,Universitaire - Certificat,6,4,0,392,181,20,21,0,5,96,334,290,1,89,53.157051282,204.18589744
Diplôme maximum obtenu,Universitaire - Baccalauréat,21,5,4,1310,530,50,78,1,27,425,997,1001,1,309,52.740740741,184.0975976
Diplôme maximum obtenu,Universitaire - Maîtrise ou doctorat,8,6,0,222,114,12,17,0,4,136,184,195,0,81,54.229551451,158.18205805
Diplôme maximum obtenu,Inconnu,455,206,14054,14150,11127,1803,1169,212,546,4753,19093,23871,5198,5006,45.109347361,229.22688763
Durée cumulative,Premier mois,0,0,21,93,22,8,8,0,7,13,48,104,120,152,24.486842105,1
Durée cumulative,De 2 à 5 mois,6,3,145,291,158,68,47,13,55,60,291,427,481,718,28.988857939,3.5626740947
Durée cumulative,De 6 à 11 mois,13,10,241,447,281,83,65,38,63,151,447,693,703,1140,29.964912281,8.5280701754
Durée cumulative,De 12 à 23 mois,37,24,484,1105,797,148,160,67,181,308,1109,1646,1516,2755,33.006896552,17.664246824
Durée cumulative,De 24 à 47 mois,63,47,1160,2529,1892,257,359,41,505,710,2545,3762,3068,1365,34.789440304,35.478833043
Durée cumulative,De 48 à 119 mois,184,143,3529,8515,6494,867,931,47,66,2870,8599,12064,3535,3105,38.599961283,84.382567875
Durée cumulative,120 mois et plus,1036,545,18225,41618,31242,2405,3946,26,0,7564,46827,52190,0,6465,51.693466778,299.98988053
Types de diagnostics,Visuel,1339,0,0,0,0,0,0,8,30,192,564,775,66,159,49.392083645,251.00746826
Types de diagnostics,Auditif et de la parole,0,772,0,0,0,0,0,6,20,100,412,360,56,112,47.764248705,229.83419689
Types de diagnostics,Intellectuel et d'apprentissage,0,0,23805,0,0,0,0,4,68,1022,11056,12749,3219,2362,41.973408948,268.2699853
Types de diagnostics,Santé mentale,0,0,0,54598,0,0,0,41,74,4730,23273,31325,4302,6240,47.275119968,239.09350159
Types de diagnostics,Physique,0,0,0,0,40886,0,0,139,426,4206,19883,21003,1550,4633,51.695959497,239.14975786
Types de diagnostics,Autres,0,0,0,0,0,3836,0,3,8,324,1745,2091,148,1259,53.109228363,203.40172054
Types de diagnostics,Conjoints sans contraintes sévères,0,0,0,0,0,0,5516,31,251,1102,2933,2583,82,935,51.575054387,221.30275562
Région,01 - Bas-Saint-Laurent,28,18,825,1621,1291,80,220,0,0,25,1887,2196,213,472,50.015919667,269.25912319
Région,02 - Saguenay - Lac-St-Jean,38,25,987,1787,1645,94,235,0,0,23,2318,2493,297,458,48.404697568,268.3625026
Région,03 - Capitale-Nationale,109,50,1466,4533,2594,221,258,0,36,298,4086,5145,588,976,48.891019391,257.19358683
Région,04 - Mauricie,57,30,1026,2566,1888,112,258,0,2,92,2809,3128,334,540,48.980798383,265.41620347
Région,05 - Estrie,59,36,1193,2602,1840,140,298,0,34,252,2833,3335,408,650,48.359435798,247.64559014
Région,06 - Île-de-Montréal,379,257,3939,14832,10368,589,1473,222,397,7719,14163,17674,2072,3736,48.728711876,227.90994755
Région,07 - Outaouais,59,33,1062,2366,1944,177,290,0,37,276,2780,3151,370,613,47.842859552,232.04468049
Région,08 - Abitibi-Témiscamingue,25,13,506,778,792,59,105,0,0,10,1060,1218,146,252,49.134328358,262.89376646
Région,09 - Côte-Nord,15,8,252,429,415,21,55,0,0,11,559,636,76,107,48.747280335,273.07364017
Région,10 - Nord-du-Québec,6,1,51,134,118,10,9,0,0,2,124,205,41,59,41.905775076,186.44680851
Région,11 - Gaspésie - Îles-de-la-Madeleine,28,12,445,755,819,64,151,0,0,12,1070,1204,121,228,49.76121372,272.15127529
Région,12 - Chaudières-Appalaches,42,26,1208,2031,1605,147,190,0,2,62,2462,2787,359,591,47.95465803,246.20651553
Région,13 - Laval,56,37,906,1815,1520,87,240,2,292,880,2206,2455,498,672,46.751126368,197.69362798
Région,14 - Lanaudière,68,39,1282,2446,2328,194,312,0,9,178,3172,3497,697,778,46.338881392,227.98215625
Région,15 - Laurentides,56,31,1452,3208,2654,211,366,0,7,210,3727,4251,716,885,46.982827776,228.73426924
Région,16 - Montérégie,230,118,3739,8184,6629,402,841,0,43,1079,9562,10581,1818,2325,46.715037482,228.70446309
Région,17 - Centre-du-Québec,52,24,749,1657,1403,142,181,0,5,69,1971,2237,267,398,48.420389734,245.99025665
Région,99 - Central,32,14,2717,2854,1033,1086,34,8,13,478,3077,4693,402,1960,48.547232947,312.23603604
