ï»¿Caracteristique,Valeur,Visuel,Auditif_et_parole,Intellect_apprentissage,Sante_mentale,Physique,Autres,Conjoints_sans_CSE,Demandeurs_asile,NHC_moins_5ans,NHC_5ans_et_plus,Femmes,Hommes,Moins_de_25ans,Durcon_moins_2ans,Age_moyen,Duree_cumul_moyenne
Situation familiale,Personnes seules,1028,551,21522,48875,31841,3577,0,164,249,8449,47004,60390,8247,9773,47.800035384,250.95462503
Situation familiale,Couples sans enfants,97,48,663,1345,2423,214,3180,50,198,1195,3996,3974,73,790,55.129987453,269.63676286
Situation familiale,Familles monoparentales,42,49,245,1129,1487,57,0,7,19,523,2553,456,38,291,45.124293785,201.39780658
Situation familiale,Couples avec enfants,48,23,175,403,753,37,1275,12,70,1046,1367,1347,52,292,45.651805453,189.65512159
Situation familiale,Conjoint d'Ã©tudiant,0,0,2,8,11,0,0,0,2,11,8,13,0,3,44,109.23809524
Sexe,Hommes,685,312,12104,30241,18598,2117,2123,129,208,5796,0,66180,5448,6710,46.947174373,239.32456936
Sexe,Femmes,530,359,10503,21519,17917,1768,2332,104,330,5428,54928,0,2962,4439,49.636997524,261.88009758
Ãge,Moins de 20 ans,6,2,446,860,198,320,4,0,14,121,619,1217,1836,1794,18.578431373,12.029411765
Ãge,De 20 Ã  24 ans,46,29,2179,3168,963,130,59,14,37,448,2343,4231,6574,863,22.092485549,48.596440523
Ãge,De 25 Ã  29 ans,58,57,2584,3295,1448,98,108,10,31,563,2865,4783,0,748,27.021182008,97.008629707
Ãge,De 30 Ã  34 ans,82,50,2410,3237,1479,105,176,13,30,573,2891,4648,0,682,31.985011275,141.4890569
Ãge,De 35 Ã  39 ans,83,48,2207,3975,1767,141,294,14,31,734,3357,5158,0,756,37.076570757,182.61303582
Ãge,De 40 Ã  44 ans,100,57,2307,4901,2398,199,358,17,42,927,4378,5942,0,795,42.055620155,219.83905039
Ãge,De 45 Ã  49 ans,122,56,2172,5037,3063,282,491,17,29,1121,5187,6036,0,875,47.03323532,256.45094894
