Caracteristique,Valeur,Visuel,Auditif_et_parole,Intellect_apprentissage,Sante_mentale,Physique,Autres,Conjoints_sans_CSE,Demandeurs_asile,NHC_moins_5ans,NHC_5ans_et_plus,Femmes,Hommes,Moins_de_25ans,Durcon_moins_2ans,Age_moyen,Duree_cumul_moyenne
Situation familiale,Personnes seules,1128,655,22755,51382,35374,3492,0,163,348,8713,50545,64241,9295,13450,47.683811615,244.00325824
Situation familiale,Couples sans enfants,97,54,747,1585,2964,266,3995,52,335,1143,4868,4840,92,1447,54.614235682,261.95869386
Situation familiale,Familles monoparentales,51,48,247,1338,1802,59,0,10,22,634,3015,530,52,456,44.921861777,196.46685472
Situation familiale,Couples avec enfants,61,32,209,483,987,47,1637,16,135,1248,1738,1718,78,582,44.824363426,175.71556713
Situation familiale,Conjoint d'étudiant,0,0,1,10,21,0,0,0,4,9,11,21,3,7,44.59375,114.4375
Sexe,Hommes,780,369,12850,31428,21187,2093,2643,136,345,6089,0,71350,6143,9453,46.894029432,231.80255081
Sexe,Femmes,557,420,11109,23370,19961,1771,2989,105,499,5658,60177,0,3377,6489,49.409708028,254.57485418
Âge,Moins de 20 ans,15,9,707,1027,320,65,4,1,18,127,746,1401,2147,2092,18.568234746,11.908244061
Âge,De 20 à 24 ans,54,52,2549,3265,1288,83,82,10,43,477,2631,4742,7373,1281,22.066865591,47.200189882
Âge,De 25 à 29 ans,59,55,2784,3203,1566,105,146,9,38,540,3010,4908,0,1017,26.999115938,94.209522607
Âge,De 30 à 34 ans,85,61,2304,3477,1545,112,252,17,38,666,3019,4817,0,913,32.070444104,137.183512
Âge,De 35 à 39 ans,102,52,2322,4383,2034,130,355,16,54,805,3798,5580,0,1049,37.120921305,178.26391555
Âge,De 40 à 44 ans,103,77,2363,4953,2598,228,477,19,66,966,4736,6063,0,1084,42.025743124,213.79831466
Âge,De 45 à 49 ans,134,53,2196,5331,3756,279,664,21,48,1294,5914,6499,0,1285,47.158382341,249.68251027
Âge,De 50 à 54 ans,210,90,2661,7771,6265,526,978,17,52,1732,8984,9517,0,1830,52.225177017,284.9761094
Âge,55 ans et plus,575,340,6073,21388,21776,2336,2674,131,487,5140,27339,27823,0,5391,59.787861209,313.83831261
Âge,35 ans et moins,232,186,8791,11752,5075,387,538,38,154,1950,10069,16892,9520,5503,26.953488372,91.538555692
Âge,36 ans et plus,1105,603,15168,43046,36073,3477,5094,203,690,9797,50108,54458,0,10439,53.483197215,281.07312128
Scolarité,Primaire,113,107,4114,3285,3161,228,552,8,152,1068,5200,6360,1441,1617,46.855882353,265.20268166
Scolarité,Secondaire I à IV,405,291,4716,18930,14984,882,2424,6,68,2335,19056,23576,2198,4684,48.911686057,264.58899418
Scolarité,Secondaire V,267,135,924,11943,8786,660,1151,8,50,2211,11595,12271,568,3116,50.95822509,231.650507
Scolarité,Collégiale,72,43,42,4876,2472,234,265,2,27,952,3985,4019,106,1106,50.722513743,212.66366817
Scolarité,Universitaire,63,25,10,3290,1471,133,220,6,60,1232,2541,2671,3,780,52.954719877,198.20894091
Scolarité,Inconnue,417,188,14153,12474,10274,1727,1020,211,487,3949,17800,22453,5204,4639,44.573274042,229.77581795
Diplôme maximum obtenu,Aucun diplôme,601,443,9280,25062,20332,1279,3281,21,246,4563,27169,33109,3847,7051,48.752446996,261.59935632
Diplôme maximum obtenu,Secondaire - DES,163,73,360,8450,5308,409,647,1,27,1072,7526,7884,389,2112,49.740622972,221.64373783
Diplôme maximum obtenu,Secondaire - DEP,39,21,111,2204,1912,141,259,1,3,209,2288,2399,26,578,53.260081075,255.08534244
Diplôme maximum obtenu,Secondaire - ASP,5,5,16,215,179,13,17,0,0,20,181,269,2,47,53.595555556,250.6
Diplôme maximum obtenu,Collégial - AEC,11,7,1,664,463,44,36,0,1,118,627,599,4,192,52.132137031,195.59053834
Diplôme maximum obtenu,Collégial - DEC général,13,6,7,1003,352,35,38,0,4,161,680,774,13,176,50.810866575,220.98899587
Diplôme maximum obtenu,Collégial - DEC professionnel,17,14,5,1070,517,49,48,0,2,156,938,782,10,262,51.280813953,187.83372093
Diplôme maximum obtenu,Universitaire - Certificat,5,4,0,394,185,20,24,0,6,97,338,294,1,91,53.064873418,203.21677215
Diplôme maximum obtenu,Universitaire - Baccalauréat,20,5,4,1327,536,50,77,1,26,431,1008,1011,1,331,52.726102031,183.07379891
Diplôme maximum obtenu,Universitaire - Maîtrise ou doctorat,8,6,0,223,115,11,16,0,5,136,180,199,0,83,54.126649077,158.63852243
Diplôme maximum obtenu,Inconnu,455,205,14175,14186,11249,1813,1189,217,524,4784,19242,24030,5227,5019,45.150790349,229.33358754
Durée cumulative,Premier mois,0,0,25,67,36,18,6,0,11,16,62,90,110,152,27.625,1
Durée cumulative,De 2 à 5 mois,9,7,148,280,159,64,47,18,46,73,271,443,465,714,28.816526611,3.5420168067
Durée cumulative,De 6 à 11 mois,13,9,249,467,300,87,79,45,72,148,485,719,736,1204,30.728405316,8.5639534884
Durée cumulative,De 12 à 23 mois,35,26,507,1126,802,135,157,66,187,318,1125,1663,1561,2788,32.793041607,17.645982783
Durée cumulative,De 24 à 47 mois,68,48,1161,2521,1918,272,341,35,462,693,2552,3777,3088,1387,34.562174119,35.444778006
Durée cumulative,De 48 à 119 mois,173,147,3558,8548,6570,871,975,49,66,2942,8615,12227,3560,3181,38.657134632,84.360905863
Durée cumulative,120 mois et plus,1039,552,18311,41789,31363,2417,4027,28,0,7557,47067,52431,0,6516,51.675239703,299.64314861
Types de diagnostics,Visuel,1337,0,0,0,0,0,0,7,31,191,557,780,69,162,49.335826477,250.91473448
Types de diagnostics,Auditif et de la parole,0,789,0,0,0,0,0,6,18,103,420,369,61,127,47.588086185,227.84283904
Types de diagnostics,Intellectuel et d'apprentissage,0,0,23959,0,0,0,0,4,67,1025,11109,12850,3256,2384,41.952627405,267.76480654
Types de diagnostics,Santé mentale,0,0,0,54798,0,0,0,37,70,4757,23370,31428,4292,6274,47.277108654,238.86203876
Types de diagnostics,Physique,0,0,0,0,41148,0,0,150,411,4228,19961,21187,1608,4754,51.625498202,238.34861962
Types de diagnostics,Autres,0,0,0,0,0,3864,0,6,8,327,1771,2093,148,1276,53.137681159,202.90036232
Types de diagnostics,Conjoints sans contraintes sévères,0,0,0,0,0,0,5632,31,239,1116,2989,2643,86,965,51.538352273,221.46786222
Région,01 - Bas-Saint-Laurent,27,18,834,1630,1298,81,234,0,0,23,1894,2228,214,473,50.068170791,269.44201844
Région,02 - Saguenay - Lac-St-Jean,38,26,994,1785,1665,94,243,0,0,24,2325,2520,304,469,48.379360165,267.8747162
Région,03 - Capitale-Nationale,108,54,1486,4554,2621,224,269,0,35,301,4113,5203,600,1014,48.894697295,257.27264921
Région,04 - Mauricie,56,30,1030,2584,1908,115,267,0,3,93,2819,3171,347,548,48.967612688,264.78414023
Région,05 - Estrie,61,38,1200,2630,1867,134,303,0,31,257,2851,3382,414,678,48.318145355,246.80892026
Région,06 - Île-de-Montréal,382,262,3959,14865,10444,586,1487,227,376,7770,14258,17727,2060,3811,48.733124902,227.89895263
Région,07 - Outaouais,58,34,1069,2383,1956,173,299,1,37,282,2795,3177,377,618,47.768251842,231.19356999
Région,08 - Abitibi-Témiscamingue,26,13,511,774,789,62,107,0,0,10,1060,1222,146,256,49.115687993,262.1809816
Région,09 - Côte-Nord,15,8,257,428,415,20,54,0,0,11,562,635,77,98,48.599832916,272.17126149
Région,10 - Nord-du-Québec,6,1,50,134,120,11,9,0,0,1,127,204,38,59,42.374622356,188.27492447
Région,11 - Gaspésie - Îles-de-la-Madeleine,28,13,451,753,828,64,156,0,0,12,1074,1219,120,229,49.830789359,272.72743131
Région,12 - Chaudières-Appalaches,42,25,1217,2050,1614,147,196,0,2,60,2481,2810,358,595,47.975429975,246.44698545
Région,13 - Laval,59,38,907,1818,1534,84,247,3,287,896,2215,2472,502,699,46.650736079,196.94452742
Région,14 - Lanaudière,67,41,1291,2456,2307,193,315,0,10,164,3175,3495,706,791,46.224137931,226.93793103
Région,15 - Laurentides,55,33,1451,3233,2655,218,372,0,6,209,3761,4256,724,915,46.947112386,227.52251466
Région,16 - Montérégie,224,117,3755,8197,6671,398,844,0,39,1083,9574,10632,1839,2344,46.668415322,227.98792438
Région,17 - Centre-du-Québec,53,24,755,1648,1400,144,196,0,5,76,1969,2251,272,392,48.383412322,244.44123223
Région,99 - Central,32,14,2742,2876,1056,1116,34,10,13,475,3124,4746,422,1953,48.483735705,310.56874206
