Caracteristique,Valeur,Visuel,Auditif_et_parole,Intellect_apprentissage,Sante_mentale,Physique,Autres,Conjoints_sans_CSE,Demandeurs_asile,NHC_moins_5ans,NHC_5ans_et_plus,Femmes,Hommes,Moins_de_25ans,Durcon_moins_2ans,Age_moyen,Duree_cumul_moyenne
Situation familiale,Personnes seules,1163,666,23297,51696,36130,3479,0,109,311,8627,51478,64953,9511,13479,47.614295162,242.53005643
Situation familiale,Couples sans enfants,107,53,803,1756,3149,308,4314,25,270,1225,5265,5225,113,1649,54.247283127,258.47206864
Situation familiale,Familles monoparentales,56,63,247,1476,1884,56,0,3,18,668,3220,562,68,512,44.692755156,193.37678477
Situation familiale,Couples avec enfants,57,33,209,517,1036,50,1714,8,130,1249,1815,1801,92,616,44.631084071,177.08573009
Situation familiale,Conjoint d'étudiant,1,0,1,8,18,0,0,0,1,9,13,15,2,6,41.928571429,116.89285714
Sexe,Hommes,794,384,13182,31449,21769,2132,2846,76,288,6118,0,72556,6276,9522,46.850735983,230.055943
Sexe,Femmes,590,431,11375,24004,20448,1761,3182,69,442,5660,61791,0,3510,6740,49.280963247,252.9885582
Âge,Moins de 20 ans,15,11,782,1111,349,15,5,2,22,128,812,1476,2288,2225,18.561625874,11.98951049
Âge,De 20 à 24 ans,55,60,2707,3075,1419,88,94,2,40,464,2698,4800,7498,1334,22.061883169,46.772072553
Âge,De 25 à 29 ans,69,55,2747,3034,1579,99,167,8,37,509,2992,4758,0,983,26.960387097,93.032129032
Âge,De 30 à 34 ans,86,56,2311,3548,1594,103,270,10,59,669,3082,4886,0,941,32.06124498,135.9376255
Âge,De 35 à 39 ans,93,67,2355,4509,2123,125,399,11,52,800,3972,5699,0,1061,37.08334195,176.52962465
Âge,De 40 à 44 ans,112,65,2362,4819,2628,224,489,7,55,986,4732,5967,0,1068,42.009533601,213.88447518
Âge,De 45 à 49 ans,139,66,2320,5517,3967,291,717,14,41,1320,6230,6787,0,1337,47.154182991,250.04793731
Âge,De 50 à 54 ans,240,114,2957,8437,7052,617,1109,10,46,1791,9948,10578,0,1992,52.215044334,285.18639774
Âge,55 ans et plus,575,321,6016,21403,21506,2331,2778,81,378,5111,27325,27605,0,5321,59.68434371,310.17473148
Âge,35 ans et moins,247,191,9018,11561,5296,328,603,26,168,1914,10284,16960,9786,5653,26.912200852,90.386286889
Âge,36 ans et plus,1137,624,15539,43892,36921,3565,5425,119,562,9864,51507,55596,0,10609,53.324612756,278.814515
Scolarité,Primaire,112,106,4048,3342,3325,221,610,6,108,1084,5320,6444,1321,1542,47.509520571,268.9567324
Scolarité,Secondaire I à IV,406,300,4714,18922,15237,835,2579,4,48,2277,19381,23612,2204,4719,48.715209453,261.40499616
Scolarité,Secondaire V,284,138,908,11953,8758,637,1225,5,46,2209,11676,12227,546,3121,50.745889637,228.92682927
Scolarité,Collégiale,76,46,41,4827,2451,224,265,0,27,932,3930,4000,101,1113,50.403656999,210.19432535
Scolarité,Universitaire,68,23,14,3342,1481,132,250,1,47,1248,2549,2761,5,888,52.729943503,196.53747646
Scolarité,Inconnue,438,202,14832,13067,10965,1844,1099,129,454,4028,18935,23512,5609,4879,44.724739086,229.44542606
Diplôme maximum obtenu,Aucun diplôme,614,450,9195,25196,20838,1223,3513,15,174,4581,27732,33297,3730,7040,48.73853414,259.69155647
Diplôme maximum obtenu,Secondaire - DES,174,74,360,8310,5134,376,686,0,25,1020,7381,7733,364,2089,49.444620881,219.21443695
Diplôme maximum obtenu,Secondaire - DEP,36,23,113,2240,1904,146,270,0,5,198,2335,2397,27,570,52.881656805,251.84742181
Diplôme maximum obtenu,Secondaire - ASP,4,5,15,223,201,13,21,0,0,22,198,284,0,55,53.392116183,242.17634855
Diplôme maximum obtenu,Collégial - AEC,11,8,0,639,459,48,38,0,0,111,603,600,5,205,51.641729011,189.46882793
Diplôme maximum obtenu,Collégial - DEC général,12,8,6,999,349,29,39,0,5,152,664,778,14,178,50.612343967,222.2038835
Diplôme maximum obtenu,Collégial - DEC professionnel,20,14,5,1053,511,49,51,0,4,157,922,781,10,266,50.893129771,185.02759836
Diplôme maximum obtenu,Universitaire - Certificat,5,3,1,406,186,18,25,0,5,106,341,303,2,112,52.354037267,199.52329193
Diplôme maximum obtenu,Universitaire - Baccalauréat,21,6,6,1308,556,50,82,0,18,427,1006,1023,1,340,52.617052735,181.81172992
Diplôme maximum obtenu,Universitaire - Maîtrise ou doctorat,9,4,0,220,118,13,23,0,4,133,182,205,0,96,54.111111111,155.58656331
Diplôme maximum obtenu,Inconnu,478,220,14856,14859,11961,1928,1280,130,490,4871,20427,25155,5633,5311,45.269733667,228.88221228
Durée cumulative,Premier mois,2,0,24,60,45,12,5,0,4,21,51,97,92,148,31.351351351,1
