ï»¿Caracteristique,Valeur,Visuel,Auditif_et_parole,Intellect_apprentissage,Sante_mentale,Physique,Autres,Conjoints_sans_CSE,Demandeurs_asile,NHC_moins_5ans,NHC_5ans_et_plus,Femmes,Hommes,Moins_de_25ans,Durcon_moins_2ans,Age_moyen,Duree_cumul_moyenne
Situation familiale,Personnes seules,987,523,20597,47587,30518,3715,0,142,197,8447,45249,58678,7846,11591,47.726115446,251.14491903
Situation familiale,Couples sans enfants,96,41,605,1225,2194,205,2892,58,152,1222,3637,3621,48,812,55.416919262,271.17966382
Situation familiale,Familles monoparentales,43,41,244,1038,1389,54,0,4,16,502,2374,435,34,291,45.119615522,201.30366679
Situation familiale,Couples avec enfants,39,27,150,355,676,33,1130,7,61,952,1212,1198,40,355,45.854771784,190.25518672
Situation familiale,Conjoint d'Ã©tudiant,0,0,1,9,6,0,0,0,1,9,7,9,0,3,44.625,114.3125
Sexe,Hommes,667,293,11552,29585,17747,2197,1900,122,186,5768,0,63941,5166,7840,46.876651913,239.49157817
Sexe,Femmes,498,339,10045,20629,17036,1810,2122,89,241,5364,52479,0,2802,5212,49.598372682,262.60856724
Ãge,Moins de 20 ans,6,5,406,734,168,384,5,1,13,120,597,1111,1708,1667,18.56147541,11.723067916
Ãge,De 20 Ã  24 ans,39,24,1866,3153,847,294,37,9,41,437,2205,4055,6260,1028,22.100319489,48.353035144
Ãge,De 25 Ã  29 ans,57,52,2509,3313,1383,106,109,10,20,558,2783,4746,0,910,27.032275203,97.541107717
Ãge,De 30 Ã  34 ans,68,48,2477,3277,1532,114,148,11,30,581,2951,4713,0,889,31.970120042,142.15344468
Ãge,De 35 Ã  39 ans,88,44,2162,3814,1622,123,252,10,24,727,3165,4940,0,896,37.053547193,184.32621838
Ãge,De 40 Ã  44 ans,92,59,2236,4879,2329,188,345,11,31,911,4236,5892,0,984,42.057464455,220.72314376
Ãge,De 45 Ã  49 ans,125,59,2218,5034,2885,287,433,12,32,1109,5060,5981,0,1035,46.995743139,256.4828367
Ãge,De 50 Ã  54 ans,141,73,2168,6079,4655,393,637,25,29,1477,6855,7291,0,1369,52.133677365,288.33528913
Ãge,55 ans et plus,549,268,5555,19931,19362,2118,2056,122,207,5212,24627,25212,0,4274,60.17329802,327.21635667
Ãge,35 ans et moins,193,139,7686,11196,4208,909,337,32,108,1841,9119,15549,7968,4656,27.215055943,97.357548241
Ãge,36 ans et plus,972,493,13911,39018,30575,3098,3685,179,319,9291,43360,48392,0,8396,53.719504752,290.92717325
ScolaritÃ©,Primaire,94,83,3852,3177,2570,280,387,5,74,1129,4579,5864,1387,1448,45.410131188,258.75141243
ScolaritÃ©,Secondaire I Ã  IV,366,222,4477,17572,12905,924,1738,5,31,2233,16772,21432,1815,4032,49.353549367,276.52099257
ScolaritÃ©,Secondaire V,253,121,873,11092,7662,741,821,6,30,2089,10397,11166,469,2438,51.709038631,243.13189259
ScolaritÃ©,CollÃ©giale,68,36,37,4583,2162,248,191,1,6,905,3664,3661,60,871,51.610511945,224.26853242
