Caracteristique,Valeur,Visuel,Auditif_et_parole,Intellect_apprentissage,Sante_mentale,Physique,Autres,Conjoints_sans_CSE,Demandeurs_asile,NHC_moins_5ans,NHC_5ans_et_plus,Femmes,Hommes,Moins_de_25ans,Durcon_moins_2ans,Age_moyen,Duree_cumul_moyenne
Diplôme maximum obtenu,Collégial - DEC général,15,6,7,988,347,37,38,0,3,156,672,766,11,173,51.105006954,222.16411683
Diplôme maximum obtenu,Collégial - DEC professionnel,15,15,5,1089,516,54,49,0,2,158,943,800,7,276,51.389558233,187.99827883
Diplôme maximum obtenu,Universitaire - Certificat,5,3,0,390,185,19,24,0,6,94,332,294,0,84,53.274760383,206.90894569
Diplôme maximum obtenu,Universitaire - Baccalauréat,22,7,4,1301,530,50,75,1,25,434,994,995,2,316,52.757667169,183.41075918
Diplôme maximum obtenu,Universitaire - Maîtrise ou doctorat,7,5,0,225,113,11,14,0,5,134,190,185,0,66,54.088,160.90933333
Diplôme maximum obtenu,Inconnu,429,195,13827,13922,10825,1790,1124,236,569,4693,18638,23474,5076,4946,45.019733093,229.26289419
Durée cumulative,Premier mois,1,2,23,63,30,22,7,0,5,13,56,92,114,148,24.959459459,1
Durée cumulative,De 2 à 5 mois,15,3,119,285,152,72,31,18,47,73,232,445,435,677,29.338257016,3.5657311669
Durée cumulative,De 6 à 11 mois,11,7,218,513,295,104,73,39,85,110,471,750,773,1221,30.17035217,8.4971334971
Durée cumulative,De 12 à 23 mois,30,23,488,1015,708,152,146,59,185,321,1019,1543,1446,2562,32.580405933,17.785323966
Durée cumulative,De 24 à 47 mois,69,46,1098,2551,1920,274,354,68,505,776,2596,3716,3009,1308,35.163498099,35.743346008
Durée cumulative,De 48 à 119 mois,183,147,3503,8470,6339,852,903,49,90,2793,8407,11990,3462,2971,38.559199882,84.52380252
Durée cumulative,120 mois et plus,1000,532,18092,41271,30749,2407,3798,25,0,7567,46203,51646,0,6521,51.672526035,300.34437756
Types de diagnostics,Visuel,1309,0,0,0,0,0,0,8,36,191,565,744,65,150,49.275019099,249.12452254
Types de diagnostics,Auditif et de la parole,0,760,0,0,0,0,0,5,21,100,397,363,50,119,48.059210526,230.54473684
Types de diagnostics,Intellectuel et d'apprentissage,0,0,23541,0,0,0,0,10,68,1036,10915,12626,3108,2386,42.0341107,269.25449216
Types de diagnostics,Santé mentale,0,0,0,54168,0,0,0,42,75,4766,22897,31271,4314,6234,47.213742431,239.31003545
Types de diagnostics,Physique,0,0,0,0,40193,0,0,157,458,4155,19607,20586,1436,4387,51.77167666,239.72139427
Types de diagnostics,Autres,0,0,0,0,0,3883,0,2,7,314,1775,2108,194,1264,52.749678084,201.04996137
Types de diagnostics,Conjoints sans contraintes sévères,0,0,0,0,0,0,5312,34,252,1091,2828,2484,72,868,51.713667169,221.75470633
Région,01 - Bas-Saint-Laurent,27,17,813,1617,1259,85,202,0,1,25,1850,2170,217,440,50.050746269,270.54751244
Région,02 - Saguenay - Lac-St-Jean,37,26,976,1749,1601,103,218,0,0,25,2260,2450,295,459,48.289171975,267.87983015
Région,03 - Capitale-Nationale,109,51,1429,4478,2558,226,251,0,37,308,4034,5068,563,914,48.857943309,257.68029005
Région,04 - Mauricie,50,32,1018,2525,1834,110,242,0,1,101,2733,3078,319,527,48.945620375,266.85234899
Région,05 - Estrie,56,32,1168,2598,1815,147,294,0,39,248,2804,3306,394,621,48.317021277,247.44746318
Région,06 - Île-de-Montréal,371,246,3896,14663,10154,583,1443,250,412,7646,13927,17429,2062,3698,48.73443679,228.02519454
Région,07 - Outaouais,60,34,1050,2359,1935,186,277,0,41,291,2777,3124,358,570,47.942891035,232.67039485
Région,08 - Abitibi-Témiscamingue,23,13,493,781,762,60,92,0,0,11,1031,1193,144,252,48.857014388,260.61555755
Région,09 - Côte-Nord,15,9,246,416,408,22,52,0,0,11,542,626,73,114,48.857876712,272.67722603
Région,10 - Nord-du-Québec,6,0,47,133,117,13,12,0,0,2,131,197,40,56,42.414634146,189.13109756
Région,11 - Gaspésie - Îles-de-la-Madeleine,27,12,433,745,816,69,139,0,0,12,1053,1188,118,223,50.009370817,272.97099509
Région,12 - Chaudières-Appalaches,42,25,1209,2027,1574,138,177,0,3,63,2422,2770,351,568,47.847457627,246.72862096
Région,13 - Laval,62,38,897,1800,1547,88,251,2,297,906,2228,2455,481,669,47.018577835,198.57121503
Région,14 - Lanaudière,67,38,1268,2447,2297,195,304,0,7,194,3108,3508,670,781,46.402055623,229.29897219
Région,15 - Laurentides,57,30,1431,3219,2602,213,343,0,9,206,3681,4214,711,821,46.910956301,228.59518683
Région,16 - Montérégie,225,120,3717,8173,6532,409,806,0,55,1083,9438,10544,1786,2247,46.712741467,229.29951957
Région,17 - Centre-du-Québec,50,23,739,1642,1379,135,174,0,4,62,1926,2216,256,359,48.384838242,247.04249155
Région,99 - Central,25,14,2711,2796,1003,1101,35,6,11,459,3039,4646,401,2089,48.5223162,313.15510735
