Caracteristique,Valeur,Visuel,Auditif_et_parole,Intellect_apprentissage,Sante_mentale,Physique,Autres,Conjoints_sans_CSE,Demandeurs_asile,NHC_moins_5ans,NHC_5ans_et_plus,Femmes,Hommes,Moins_de_25ans,Durcon_moins_2ans,Age_moyen,Duree_cumul_moyenne
Situation familiale,Personnes seules,1095,615,22203,50486,33925,3507,0,172,382,8575,48957,62874,8920,12305,47.713084923,246.49288659
Situation familiale,Couples sans enfants,98,51,727,1502,2724,249,3557,53,320,1149,4473,4435,66,1104,54.985294118,266.50011226
Situation familiale,Familles monoparentales,49,48,255,1250,1673,63,0,8,21,593,2845,493,41,389,44.92360695,197.28040743
Situation familiale,Couples avec enfants,55,38,196,442,919,48,1504,17,136,1180,1610,1592,65,493,45.4091193,180.350406
Situation familiale,Conjoint d'étudiant,0,0,3,6,16,0,0,0,2,12,11,14,3,11,44.68,131.6
Sexe,Hommes,734,354,12527,31167,20127,2117,2382,138,344,5971,0,69408,5896,8615,46.920556708,234.66427501
Sexe,Femmes,563,398,10857,22519,19130,1750,2679,112,517,5538,57896,0,3199,5687,49.492555617,257.20680185
Âge,Moins de 20 ans,15,5,600,984,240,177,4,1,19,121,675,1350,2025,1973,18.56345679,11.881975309
Âge,De 20 à 24 ans,50,43,2415,3304,1130,68,60,17,39,449,2524,4546,7070,1084,22.078783593,47.789533239
Âge,De 25 à 29 ans,57,58,2679,3302,1544,109,127,11,48,556,2967,4909,0,940,27.014220416,95.363763332
Âge,De 30 à 34 ans,84,60,2372,3322,1523,103,216,17,45,622,2958,4722,0,863,32.01953125,138.47864583
Âge,De 35 à 39 ans,93,45,2255,4196,1911,150,331,15,42,774,3615,5366,0,966,37.066028282,179.81906247
Âge,De 40 à 44 ans,110,67,2326,5069,2529,221,435,16,61,966,4586,6171,0,1025,42.020265873,216.21530166
Âge,De 45 à 49 ans,127,59,2195,5156,3439,285,570,23,55,1226,5618,6213,0,1107,47.102442735,252.62243259
Âge,De 50 à 54 ans,181,94,2450,7088,5587,447,839,25,57,1638,8117,8569,0,1505,52.178053458,285.94804027
Âge,55 ans et plus,580,321,6092,21265,21354,2307,2479,125,495,5157,26836,27562,0,4839,59.87181514,318.05215265
Âge,35 ans et moins,223,177,8502,11761,4777,487,465,48,157,1905,9794,16598,9095,5059,27.027015762,93.253069112
Âge,36 ans et plus,1074,575,14882,41925,34480,3380,4596,202,704,9604,48102,52810,0,9243,53.599036785,284.58149675
Scolarité,Primaire,102,105,4046,3241,2966,231,511,8,151,1081,4997,6205,1453,1344,46.54722371,265.15881093
Scolarité,Secondaire I à IV,400,271,4675,18582,14393,894,2171,5,61,2303,18360,23026,2044,4232,49.101676896,268.83417098
Scolarité,Secondaire V,270,139,895,11756,8484,674,1030,5,63,2186,11292,11956,508,2710,51.24410702,235.6092137
Scolarité,Collégiale,75,39,43,4803,2367,249,235,1,21,936,3870,3941,86,924,51.146204071,216.05837921
Scolarité,Universitaire,66,25,11,3175,1425,130,191,4,56,1202,2434,2589,0,649,53.253832371,201.37746367
Scolarité,Inconnue,384,173,13714,12129,9622,1689,923,227,509,3801,16943,21691,5004,4443,44.267199876,230.52101776
Diplôme maximum obtenu,Aucun diplôme,589,425,9146,24612,19422,1308,2949,18,244,4526,26168,32283,3701,6285,48.842021522,264.95642504
Diplôme maximum obtenu,Secondaire - DES,164,71,361,8347,5140,417,587,1,31,1082,7381,7706,329,1792,50.087293697,225.99151587
Diplôme maximum obtenu,Secondaire - DEP,38,21,105,2162,1871,137,229,0,5,190,2213,2350,17,469,53.695156695,259.56125356
