Caracteristique,Valeur,Visuel,Auditif_et_parole,Intellect_apprentissage,Sante_mentale,Physique,Autres,Conjoints_sans_CSE,Demandeurs_asile,NHC_moins_5ans,NHC_5ans_et_plus,Femmes,Hommes,Moins_de_25ans,Durcon_moins_2ans,Age_moyen,Duree_cumul_moyenne
Situation familiale,Personnes seules,1159,685,23353,51468,35912,3362,0,100,298,8479,51375,64564,9465,13089,47.584867905,242.5810038
Situation familiale,Couples sans enfants,105,47,784,1739,3108,303,4266,19,244,1203,5198,5154,120,1418,53.977782071,255.80477202
Situation familiale,Familles monoparentales,57,62,253,1474,1906,53,0,3,12,685,3234,571,72,459,44.66911958,194.60998686
Situation familiale,Couples avec enfants,59,38,213,533,1062,52,1761,6,143,1231,1866,1852,100,644,44.295589026,175.4373319
Situation familiale,Conjoint d'étudiant,0,0,0,9,15,0,0,0,1,9,12,12,2,6,41.583333333,117.875
Sexe,Hommes,787,394,13200,31207,21646,2069,2850,67,273,6035,0,72153,6230,9135,46.78905936,229.813646
Sexe,Femmes,593,438,11403,24016,20357,1701,3177,61,425,5572,61685,0,3529,6481,49.208138121,252.67961417
Âge,Moins de 20 ans,14,11,827,1059,331,17,8,1,18,110,794,1473,2267,2213,18.553153948,11.635641817
Âge,De 20 à 24 ans,57,64,2737,2996,1458,80,100,3,39,464,2735,4757,7492,1298,22.045915643,46.461158569
Âge,De 25 à 29 ans,72,55,2685,2983,1537,89,170,10,34,515,2933,4658,0,923,26.957976551,92.621130286
Âge,De 30 à 34 ans,87,59,2319,3573,1577,102,274,8,51,644,3087,4904,0,937,32.044174697,135.75572519
Âge,De 35 à 39 ans,92,69,2353,4510,2142,115,424,6,64,805,3996,5709,0,1036,37.050695518,175.61968058
Âge,De 40 à 44 ans,116,67,2343,4707,2582,212,495,8,64,972,4686,5836,0,1065,41.98716974,213.92739023
Âge,De 45 à 49 ans,141,66,2353,5634,4038,298,725,11,37,1328,6337,6918,0,1329,47.135345153,249.96242927
Âge,De 50 à 54 ans,239,111,3067,8672,7175,634,1142,10,41,1818,10134,10906,0,1972,52.208174905,285.62585551
Âge,55 ans et plus,562,330,5919,21089,21163,2223,2689,71,350,4951,26983,26992,0,4843,59.635738768,309.91675776
Âge,35 ans et moins,251,200,9043,11438,5302,308,623,23,157,1885,10290,16875,9759,5566,26.938008467,90.355604638
Âge,36 ans et plus,1129,632,15560,43785,36701,3462,5404,105,541,9722,51395,55278,0,10050,53.243126189,278.55011109
Scolarité,Primaire,110,105,4008,3292,3341,215,596,5,101,1032,5304,6363,1239,1408,47.631439102,270.07431216
Scolarité,Secondaire I à IV,409,304,4647,18840,15131,792,2578,4,45,2266,19246,23455,2162,4501,48.66021873,260.64593335
Scolarité,Secondaire V,270,144,904,11837,8597,599,1237,4,46,2168,11582,12006,539,3028,50.610988638,228.53383076
Scolarité,Collégiale,75,44,40,4789,2408,205,279,0,20,932,3885,3955,95,1060,50.300255102,210.13354592
Scolarité,Universitaire,65,23,10,3342,1450,122,235,2,44,1200,2505,2742,4,806,52.755860492,198.18505813
Scolarité,Inconnue,451,212,14994,13123,11076,1837,1102,113,442,4009,19163,23632,5720,4813,44.697815165,229.22086692
Diplôme maximum obtenu,Aucun diplôme,615,457,9084,25037,20737,1167,3505,13,164,4499,27599,33003,3609,6705,48.702485066,259.24523943
Diplôme maximum obtenu,Secondaire - DES,160,73,357,8186,5011,357,701,0,26,981,7273,7572,348,2002,49.350623105,219.03469182
Diplôme maximum obtenu,Secondaire - DEP,36,28,116,2248,1862,132,260,0,3,195,2316,2366,28,555,52.710166595,251.61576249
Diplôme maximum obtenu,Secondaire - ASP,4,5,14,222,192,11,20,0,0,25,192,276,0,41,53.452991453,244.22435897
Diplôme maximum obtenu,Collégial - AEC,11,7,0,622,438,45,43,0,1,111,583,583,5,181,51.423670669,189.24356775
Diplôme maximum obtenu,Collégial - DEC général,29,21,10,2058,849,71,91,0,8,303,1577,1552,23,423,50.68520294,201.85778204
Diplôme maximum obtenu,Collégial - DEC professionnel,6,3,0,413,185,16,25,0,3,103,338,310,2,105,52.197530864,200.0308642
Diplôme maximum obtenu,Universitaire - Certificat,19,7,4,1299,545,43,80,1,16,415,994,1003,0,311,52.721081622,183.55683525
Diplôme maximum obtenu,Universitaire - Baccalauréat,7,4,0,209,105,13,22,0,5,113,169,191,0,84,53.866666667,153.31666667
Diplôme maximum obtenu,Universitaire - Maîtrise ou Doctorat,1,0,0,4,4,0,0,0,0,3,2,7,0,0,57.666666667,256.22222222
Diplôme maximum obtenu,Inconnu,492,227,15018,14925,12075,1915,1280,114,472,4859,20642,25290,5744,5209,45.239027258,228.76469564
Durée cumulative,Premier mois,1,0,33,52,34,6,8,1,7,14,59,75,96,134,26.201492537,1
Durée cumulative,De 2 à 5 mois,9,3,192,333,190,18,43,6,51,90,313,475,552,788,27.258883249,3.5329949239
Durée cumulative,De 6 à 11 mois,19,13,272,548,415,54,120,16,207,135,589,852,818,1441,32.950728661,8.5676613463
Durée cumulative,De 12 à 23 mois,33,18,589,1075,800,110,171,14,175,300,1075,1721,1629,2796,31.24248927,17.508941345
Durée cumulative,De 24 à 47 mois,61,68,1265,2462,1782,238,349,10,200,723,2475,3750,3101,1291,33.291405622,35.71373494
Durée cumulative,De 48 à 119 mois,191,156,3542,8414,6828,842,1018,57,58,2993,8754,12237,3563,3002,38.800247725,83.940641227
Durée cumulative,120 mois et plus,1066,574,18710,42339,31954,2502,4318,24,0,7352,48420,53043,0,6164,51.544434917,296.85452825
Types de diagnostics,Visuel,1380,0,0,0,0,0,0,4,25,197,593,787,71,150,48.941304348,246.26811594
Types de diagnostics,Auditif et de la parole,0,832,0,0,0,0,0,1,16,91,438,394,75,127,46.977163462,225.15384615
Types de diagnostics,Intellectuel et d'apprentissage,0,0,24603,0,0,0,0,3,52,980,11403,13200,3564,2310,41.796366297,264.56781693
Types de diagnostics,Santé mentale,0,0,0,55223,0,0,0,25,57,4684,24016,31207,4055,6063,47.374807598,237.52824004
Types de diagnostics,Physique,0,0,0,0,42003,0,0,76,322,4219,20357,21646,1789,4932,51.22553151,235.51332048
Types de diagnostics,Autres,0,0,0,0,0,3770,0,7,6,317,1701,2069,97,1013,53.51061008,217.03580902
Types de diagnostics,Conjoints sans contraintes sévères,0,0,0,0,0,0,6027,12,220,1119,3177,2850,108,1021,50.920026547,216.43155799
Région,01 - Bas-Saint-Laurent,30,17,872,1662,1401,84,262,0,0,22,2034,2294,209,431,49.99168207,264.22597043
Région,02 - Saguenay - Lac-St-Jean,41,25,1038,1805,1723,79,271,0,1,28,2420,2562,317,493,48.145523886,264.67061421
Région,03 - Capitale-Nationale,113,59,1535,4631,2752,218,309,0,30,282,4309,5308,581,962,48.880316107,254.77882916
Région,04 - Mauricie,58,37,1071,2594,1949,108,302,0,4,79,2870,3249,368,558,48.902598464,261.80209185
Région,05 - Estrie,59,39,1205,2651,1921,136,324,0,26,245,2925,3410,441,641,48.002683504,242.16669298
Région,06 - Île-de-Montréal,392,259,4039,15259,10684,601,1518,115,354,7784,14725,18027,2129,3914,48.48809233,226.15305936
Région,07 - Outaouais,60,39,1108,2355,1969,181,316,1,32,277,2822,3206,402,641,47.608991374,229.3805574
Région,08 - Abitibi-Témiscamingue,30,17,525,824,841,59,126,0,0,10,1132,1290,143,273,48.906275805,257.45417011
Région,09 - Côte-Nord,16,9,263,422,451,28,50,0,0,8,579,660,96,128,48.305891848,263.55447942
Région,10 - Nord-du-Québec,7,1,46,128,124,15,11,0,0,1,139,193,38,67,42.180722892,179.03012048
Région,11 - Gaspésie - Îles-de-la-Madeleine,29,14,475,784,861,59,181,0,0,10,1127,1276,130,217,49.633791094,271.59425718
Région,12 - Chaudières-Appalaches,46,25,1254,2095,1688,137,215,0,0,53,2565,2895,375,584,47.902380952,244.32252747
Région,13 - Laval,50,40,901,1783,1472,88,245,1,181,885,2177,2402,512,698,46.105699934,197.00458615
Région,14 - Lanaudière,67,36,1267,2428,2279,174,311,0,6,164,3134,3428,687,696,46.231179518,226.49131362
Région,15 - Laurentides,53,39,1470,3188,2602,193,400,0,7,183,3733,4212,723,860,46.838640654,226.7905601
Région,16 - Montérégie,234,136,3847,8078,6794,342,934,0,39,1077,9713,10652,1923,2447,46.391259514,224.26864719
Région,17 - Centre-du-Québec,61,30,785,1655,1431,132,214,0,5,76,2034,2274,283,380,48.327065924,243.7455896
Région,99 - Central,34,10,2902,2881,1061,1136,38,11,13,423,3247,4815,402,1626,48.867898784,313.38613247
