Caracteristique,Valeur,Visuel,Auditif_et_parole,Intellect_apprentissage,Sante_mentale,Physique,Autres,Conjoints_sans_CSE,Demandeurs_asile,NHC_moins_5ans,NHC_5ans_et_plus,Femmes,Hommes,Moins_de_25ans,Durcon_moins_2ans,Age_moyen,Duree_cumul_moyenne
Situation familiale,Personnes seules,1111,630,22351,50730,34731,3383,0,169,379,8645,49733,63203,8978,13019,47.709357512,244.82285542
Situation familiale,Couples sans enfants,99,50,752,1570,2853,257,3743,52,356,1126,4676,4648,82,1283,54.666452166,262.82539683
Situation familiale,Familles monoparentales,45,46,248,1287,1717,60,0,9,25,607,2898,505,46,444,44.788128122,194.77725536
Situation familiale,Couples avec enfants,60,37,200,486,966,45,1590,21,139,1241,1702,1682,77,566,44.950945626,175.66371158
Situation familiale,Conjoint d'étudiant,0,0,2,7,16,0,0,0,3,10,10,15,2,10,45.68,111.32
Sexe,Hommes,753,361,12618,31147,20645,2026,2503,139,373,6005,0,70053,5969,9148,46.908098154,232.76887499
Sexe,Femmes,562,402,10935,22933,19638,1719,2830,112,529,5624,59019,0,3216,6174,49.43206425,255.06694454
Âge,Moins de 20 ans,14,7,643,1000,278,99,5,1,18,124,671,1375,2046,2003,18.573313783,11.91886608
Âge,De 20 à 24 ans,48,41,2483,3263,1162,67,75,14,42,458,2545,4594,7139,1188,22.052668441,47.164168651
Âge,De 25 à 29 ans,60,55,2755,3215,1593,108,124,8,40,536,3027,4883,0,966,26.989001264,94.835651075
Âge,De 30 à 34 ans,88,60,2327,3397,1507,98,235,19,47,631,2981,4731,0,896,32.046810166,137.87279564
Âge,De 35 à 39 ans,104,46,2257,4272,1997,137,363,20,52,793,3734,5442,0,998,37.086312119,178.30841325
Âge,De 40 à 44 ans,104,73,2350,5011,2612,217,481,18,61,969,4723,6125,0,1102,42.021755162,214.45916298
Âge,De 45 à 49 ans,128,59,2183,5264,3587,275,626,24,57,1263,5774,6348,0,1238,47.149397789,250.95256558
Âge,De 50 à 54 ans,185,92,2560,7418,5973,456,891,20,67,1697,8596,8979,0,1690,52.218435277,284.72978663
Âge,55 ans et plus,584,330,5995,21240,21574,2288,2533,127,518,5158,26968,27576,0,5241,59.804579789,314.91372103
Âge,35 ans et moins,234,174,8640,11664,4901,399,510,45,162,1908,9901,16621,9185,5266,26.999773773,92.415013951
Âge,36 ans et plus,1081,589,14913,42416,35382,3346,4823,206,740,9721,49118,53432,0,10056,53.509468552,281.9007606
Scolarité,Primaire,108,99,4052,3256,3041,222,522,10,161,1058,5055,6245,1431,1459,46.613185841,264.46256637
Scolarité,Secondaire I à IV,404,278,4678,18679,14752,871,2292,4,69,2326,18734,23220,2097,4526,48.990084378,266.28171331
Scolarité,Secondaire V,266,139,910,11803,8689,671,1084,7,68,2212,11469,12093,524,3039,51.086495204,232.90730838
Scolarité,Collégiale,75,44,41,4850,2450,237,266,1,28,958,3973,3990,96,1083,50.917242245,213.41090041
Scolarité,Universitaire,62,25,10,3255,1442,127,206,4,62,1219,2501,2626,5,738,53.080163839,199.29139848
Scolarité,Inconnue,400,178,13862,12237,9909,1617,963,225,514,3856,17287,21879,5032,4477,44.42958178,229.56196701
Diplôme maximum obtenu,Aucun diplôme,598,425,9172,24741,19937,1276,3103,21,268,4544,26669,32583,3734,6758,48.771973942,262.72372241
Diplôme maximum obtenu,Secondaire - DES,160,71,355,8368,5246,416,614,1,31,1081,7477,7753,339,2005,49.909520683,223.11536441
Diplôme maximum obtenu,Secondaire - DEP,39,23,109,2180,1906,130,241,0,4,200,2251,2377,23,562,53.411408816,256.72644771
Diplôme maximum obtenu,Secondaire - ASP,5,6,14,210,176,13,14,0,0,25,172,266,1,44,53.801369863,251.30593607
Diplôme maximum obtenu,Collégial - AEC,11,5,1,661,461,45,35,0,2,115,624,595,4,185,52.35192781,195.94339623
Diplôme maximum obtenu,Collégial - DEC général,12,7,8,990,346,38,36,0,3,153,673,764,11,173,51.007654836,222.1078636
Diplôme maximum obtenu,Collégial - DEC professionnel,17,14,5,1081,512,49,50,0,2,159,939,789,7,278,51.346643519,187.41203704
Diplôme maximum obtenu,Universitaire - Certificat,6,4,1,390,182,18,23,0,4,94,327,297,1,86,53.293269231,206.2275641
Diplôme maximum obtenu,Universitaire - Baccalauréat,21,6,4,1305,529,49,70,1,24,433,992,992,2,316,52.722782258,182.91280242
Diplôme maximum obtenu,Universitaire - Maîtrise ou doctorat,8,5,0,222,114,10,15,0,5,133,184,190,0,65,54.061497326,161.09893048
Diplôme maximum obtenu,Inconnu,438,197,13884,13932,10874,1701,1132,228,559,4692,18711,23447,5063,4850,45.041368186,229.21132407
Durée cumulative,Premier mois,3,0,19,42,21,22,7,1,5,9,37,77,73,114,29.324561404,1
Durée cumulative,De 2 à 5 mois,14,2,119,317,161,50,43,21,52,76,250,456,471,706,28.556657224,3.6345609065
Durée cumulative,De 6 à 11 mois,13,12,228,456,293,92,79,36,85,122,452,721,717,1173,30.760443308,8.473998295
Durée cumulative,De 12 à 23 mois,29,22,478,1050,757,152,141,58,179,318,1059,1570,1474,2629,32.647774819,17.819703309
Durée cumulative,De 24 à 47 mois,69,46,1131,2527,1866,262,356,64,513,747,2576,3681,3012,1354,35.007032124,35.693143679
Durée cumulative,De 48 à 119 mois,178,146,3491,8459,6371,840,914,47,68,2787,8457,11942,3438,2981,38.579146037,84.631599588
Durée cumulative,120 mois et plus,1009,535,18087,41229,30814,2327,3793,24,0,7570,46188,51606,0,6365,51.660142749,300.12837188
Types de diagnostics,Visuel,1315,0,0,0,0,0,0,8,38,190,562,753,62,157,49.326235741,249.6661597
Types de diagnostics,Auditif et de la parole,0,763,0,0,0,0,0,5,23,99,402,361,48,118,48.028833552,229.97378768
Types de diagnostics,Intellectuel et d'apprentissage,0,0,23553,0,0,0,0,6,65,1032,10935,12618,3126,2329,42.017152804,269.00186813
Types de diagnostics,Santé mentale,0,0,0,54080,0,0,0,44,72,4746,22933,31147,4263,6147,47.251664201,239.4518676
Types de diagnostics,Physique,0,0,0,0,40283,0,0,151,449,4164,19638,20645,1440,4506,51.729240623,239.51066207
Types de diagnostics,Autres,0,0,0,0,0,3745,0,2,7,304,1719,2026,166,1183,52.946595461,199.59973298
Types de diagnostics,Conjoints sans contraintes sévères,0,0,0,0,0,0,5333,35,248,1094,2830,2503,80,882,51.543221451,220.34614663
Région,01 - Bas-Saint-Laurent,27,16,821,1599,1268,87,204,0,1,26,1860,2162,212,436,50.038538041,270.24714073
Région,02 - Saguenay - Lac-St-Jean,38,26,981,1755,1606,99,225,0,0,23,2273,2457,285,463,48.393657505,268.57378436
Région,03 - Capitale-Nationale,108,53,1452,4471,2556,218,252,0,36,305,4043,5067,582,939,48.843358946,257.55850714
Région,04 - Mauricie,52,32,1017,2529,1846,112,245,0,1,99,2746,3087,312,524,49,266.51911538
