Caracteristique,Valeur,Visuel,Auditif_et_parole,Intellect_apprentissage,Sante_mentale,Physique,Autres,Conjoints_sans_CSE,Demandeurs_asile,NHC_moins_5ans,NHC_5ans_et_plus,Femmes,Hommes,Moins_de_25ans,Durcon_moins_2ans,Age_moyen,Duree_cumul_moyenne
Situation familiale,Personnes seules,1129,643,22708,51269,35307,3501,0,163,359,8678,50484,64073,9234,13345,47.706155015,244.38174882
Situation familiale,Couples sans enfants,97,53,751,1595,2945,265,3942,47,343,1133,4837,4811,94,1410,54.625932836,262.39956468
Situation familiale,Familles monoparentales,51,48,250,1336,1786,57,0,9,23,629,3002,526,50,460,44.843253968,196.11734694
Situation familiale,Couples avec enfants,61,32,205,489,982,46,1631,16,143,1250,1733,1713,74,587,44.891468369,175.25159605
Situation familiale,Conjoint d'étudiant,0,0,1,7,19,0,0,0,4,8,10,17,3,8,44.925925926,117.66666667
Sexe,Hommes,780,362,12823,31364,21101,2102,2608,132,351,6083,0,71140,6096,9344,46.913845938,232.2549761
Sexe,Femmes,558,414,11092,23332,19938,1767,2965,103,521,5615,60066,0,3359,6466,49.425132354,254.7805414
Âge,Moins de 20 ans,14,10,709,1010,311,75,3,1,21,119,734,1398,2132,2068,18.573170732,11.958724203
Âge,De 20 à 24 ans,54,46,2522,3270,1275,76,80,12,42,479,2625,4698,7323,1229,22.065820019,47.291274068
Âge,De 25 à 29 ans,60,55,2774,3198,1563,105,139,8,40,538,2998,4896,0,998,26.996833038,94.180010134
Âge,De 30 à 34 ans,84,59,2319,3473,1540,110,253,17,40,669,3028,4810,0,902,32.070553713,137.22441949
Âge,De 35 à 39 ans,100,50,2306,4356,2014,132,356,15,55,796,3774,5540,0,1043,37.118101782,178.319519
Âge,De 40 à 44 ans,107,75,2357,4975,2608,230,485,17,65,966,4742,6095,0,1080,42.028882532,213.60321122
Âge,De 45 à 49 ans,134,53,2206,5290,3735,276,663,19,50,1293,5903,6454,0,1271,47.161042324,250.5651048
Âge,De 50 à 54 ans,206,90,2653,7725,6216,516,957,19,57,1720,8922,9441,0,1815,52.229755487,285.0490116
Âge,55 ans et plus,579,338,6069,21399,21777,2349,2637,127,502,5118,27340,27808,0,5404,59.793718721,314.23008994
Âge,35 ans et moins,233,179,8771,11719,5033,390,529,39,157,1946,10042,16812,9455,5394,26.961085872,91.671892456
Âge,36 ans et plus,1105,597,15144,42977,36006,3479,5044,196,715,9752,50024,54328,0,10416,53.494020239,281.39863155
Scolarité,Primaire,112,101,4108,3291,3149,232,548,8,153,1063,5173,6368,1438,1598,46.883112382,265.66086128
Scolarité,Secondaire I à IV,405,283,4723,18922,14970,875,2397,5,70,2332,19050,23525,2188,4640,48.927022901,265.01592484
Scolarité,Secondaire V,268,136,914,11911,8779,660,1136,7,53,2211,11601,12203,557,3080,50.99012771,231.97710469
Scolarité,Collégiale,75,42,43,4866,2473,241,259,2,27,944,3973,4026,104,1108,50.776972122,212.81610201
Scolarité,Universitaire,63,25,10,3270,1457,131,220,5,63,1217,2530,2646,3,762,52.99690881,198.85780526
Scolarité,Inconnue,415,189,14117,12436,10211,1730,1013,208,506,3931,17739,22372,5165,4622,44.572037596,229.9527561
Diplôme maximum obtenu,Aucun diplôme,601,429,9278,25045,20283,1272,3249,20,249,4558,27130,33027,3837,6980,48.766976412,262.00909287
Diplôme maximum obtenu,Secondaire - DES,163,74,354,8422,5310,413,637,1,29,1063,7527,7846,375,2082,49.785988421,222.02920705
Diplôme maximum obtenu,Secondaire - DEP,39,20,109,2202,1927,143,252,0,4,204,2296,2396,24,571,53.323955669,255.65025575
Diplôme maximum obtenu,Secondaire - ASP,5,5,17,219,178,13,17,0,0,21,181,273,2,50,53.550660793,249.90748899
Diplôme maximum obtenu,Collégial - AEC,11,6,1,655,462,44,34,0,1,114,618,595,3,183,52.313272877,196.84583677
Diplôme maximum obtenu,Collégial - DEC général,30,20,13,2066,870,86,86,0,6,311,1613,1558,22,445,51.146641438,203.54210028
Diplôme maximum obtenu,Collégial - DEC professionnel,5,4,0,392,181,20,21,0,5,95,336,287,1,85,53.093097913,204.19743178
Diplôme maximum obtenu,Universitaire - Certificat,20,5,4,1319,533,48,78,1,26,428,1006,1001,1,320,52.720478326,183.80169407
Diplôme maximum obtenu,Universitaire - Baccalauréat,7,6,0,217,111,11,16,0,4,131,179,189,0,79,54.135869565,156.67119565
Diplôme maximum obtenu,Universitaire - Maîtrise ou Doctorat,1,0,0,4,2,0,0,0,0,2,1,6,0,1,57,287.85714286
Diplôme maximum obtenu,Inconnu,456,207,14139,14155,11182,1819,1183,213,548,4771,19179,23962,5190,5014,45.150274681,229.44254885
Durée cumulative,Premier mois,1,1,29,53,22,10,11,1,8,5,56,71,89,127,28.393700787,1
Durée cumulative,De 2 à 5 mois,8,5,138,287,171,71,46,11,61,71,288,438,477,726,28.904958678,3.5220385675
Durée cumulative,De 6 à 11 mois,11,8,249,450,285,89,73,46,64,151,466,699,706,1165,30.532188841,8.5270386266
Durée cumulative,De 12 à 23 mois,37,25,501,1127,813,140,158,61,190,321,1130,1671,1548,2801,32.939664406,17.627275973
Durée cumulative,De 24 à 47 mois,65,46,1146,2526,1889,270,349,39,482,709,2516,3775,3059,1367,34.713559053,35.412970911
Durée cumulative,De 48 à 119 mois,179,146,3552,8517,6534,863,953,49,67,2888,8605,12139,3576,3115,38.593810258,84.313922098
Durée cumulative,120 mois et plus,1037,545,18300,41736,31325,2426,3983,28,0,7553,47005,52347,0,6509,51.683136726,299.86798454
Types de diagnostics,Visuel,1338,0,0,0,0,0,0,8,30,192,558,780,68,161,49.368460389,250.55754858
Types de diagnostics,Auditif et de la parole,0,776,0,0,0,0,0,6,20,101,414,362,56,120,47.769329897,229.27706186
Types de diagnostics,Intellectuel et d'apprentissage,0,0,23915,0,0,0,0,4,68,1024,11092,12823,3231,2389,41.97821451,268.21179176
Types de diagnostics,Santé mentale,0,0,0,54696,0,0,0,40,74,4734,23332,31364,4280,6229,47.287973526,239.14379479
Types de diagnostics,Physique,0,0,0,0,41039,0,0,143,421,4212,19938,21101,1586,4691,51.655912668,238.75245498
Types de diagnostics,Autres,0,0,0,0,0,3869,0,6,8,326,1767,2102,151,1273,53.151977255,203.39183251
Types de diagnostics,Conjoints sans contraintes sévères,0,0,0,0,0,0,5573,28,251,1109,2965,2608,83,947,51.529337879,221.33913512
Région,01 - Bas-Saint-Laurent,28,18,829,1629,1290,81,228,0,0,22,1890,2213,210,470,50.056056544,269.80404582
Région,02 - Saguenay - Lac-St-Jean,39,25,989,1788,1653,94,242,0,0,24,2321,2509,301,474,48.368115942,267.80227743
Région,03 - Capitale-Nationale,109,50,1474,4534,2625,222,264,0,36,302,4109,5169,595,1004,48.904074154,257.08083639
Région,04 - Mauricie,56,30,1030,2565,1896,115,259,0,3,93,2810,3141,342,531,49.006385481,265.67837338
Région,05 - Estrie,60,36,1195,2617,1856,139,300,0,33,251,2840,3363,417,665,48.337417379,247.29179429
Région,06 - Île-de-Montréal,381,259,3952,14833,10403,589,1482,222,397,7731,14210,17689,2053,3761,48.734976018,227.80497821
Région,07 - Outaouais,59,34,1062,2378,1952,173,290,0,38,281,2785,3163,372,612,47.804976463,231.85188299
Région,08 - Abitibi-Témiscamingue,25,13,511,780,795,62,106,0,0,10,1069,1223,145,260,49.145287958,262.34991274
Région,09 - Côte-Nord,15,8,257,429,418,21,55,0,0,11,564,639,76,110,48.649210308,272.4563591
Région,10 - Nord-du-Québec,6,1,50,137,119,11,9,0,0,2,126,207,40,61,42.234234234,187.27627628
Région,11 - Gaspésie - Îles-de-la-Madeleine,28,12,448,756,826,64,155,0,0,11,1073,1216,122,226,49.719091306,271.57536042
Région,12 - Chaudières-Appalaches,41,26,1213,2039,1613,149,195,0,2,62,2473,2803,356,598,48.00227445,246.40428355
Région,13 - Laval,59,38,904,1805,1527,88,242,3,288,888,2200,2463,493,675,46.682393309,197.50203732
Région,14 - Lanaudière,67,39,1291,2456,2309,193,316,0,10,170,3168,3503,697,785,46.312696747,227.72582821
Région,15 - Laurentides,55,32,1453,3216,2669,213,368,0,7,209,3748,4258,718,886,46.963777167,228.41319011
Région,16 - Montérégie,226,116,3744,8210,6645,403,841,0,40,1079,9590,10595,1838,2317,46.677433738,228.34733713
Région,17 - Centre-du-Québec,53,25,749,1654,1402,141,187,0,5,74,1973,2238,270,389,48.411778675,244.97007837
Région,99 - Central,31,14,2764,2870,1041,1111,34,10,13,478,3117,4748,410,1986,48.583471074,312.41258741
