Caracteristique,Valeur,Visuel,Auditif_et_parole,Intellect_apprentissage,Sante_mentale,Physique,Autres,Conjoints_sans_CSE,Demandeurs_asile,NHC_moins_5ans,NHC_5ans_et_plus,Femmes,Hommes,Moins_de_25ans,Durcon_moins_2ans,Age_moyen,Duree_cumul_moyenne
Situation familiale,Personnes seules,1105,623,22318,50781,34173,3542,0,172,390,8639,49290,63252,8986,12756,47.698752466,245.93165218
Situation familiale,Couples sans enfants,98,51,729,1533,2766,249,3608,54,329,1154,4537,4497,70,1166,54.907792783,265.27330086
Situation familiale,Familles monoparentales,48,48,253,1274,1696,61,0,8,24,601,2877,503,40,407,44.919230769,196.78047337
Situation familiale,Couples avec enfants,56,38,201,457,935,49,1532,16,137,1203,1644,1624,65,505,45.349143207,180.21664627
Situation familiale,Conjoint d'étudiant,0,0,3,6,17,0,0,0,1,12,10,16,2,10,45.346153846,137.34615385
Sexe,Hommes,744,358,12592,31347,20306,2125,2420,140,353,6015,0,69892,5957,8934,46.897470383,233.97387398
Sexe,Femmes,563,402,10912,22704,19281,1776,2720,110,528,5594,58358,0,3206,5910,49.480773844,256.67181877
Âge,Moins de 20 ans,15,5,608,991,245,169,4,1,19,133,656,1381,2037,1985,18.565537555,11.900343643
Âge,De 20 à 24 ans,50,45,2424,3329,1142,71,65,19,40,438,2550,4576,7126,1143,22.073533539,47.553606511
Âge,De 25 à 29 ans,57,57,2714,3340,1574,110,133,9,47,572,3027,4958,0,1001,27.007138384,95.026174076
Âge,De 30 à 34 ans,90,59,2378,3338,1534,108,216,17,45,628,2961,4762,0,915,32.020328888,138.27204454
Âge,De 35 à 39 ans,94,46,2262,4232,1928,149,340,15,45,787,3655,5396,0,999,37.065959562,179.00110485
Âge,De 40 à 44 ans,105,70,2344,5109,2570,218,440,16,60,981,4649,6207,0,1072,42.019988946,215.73563007
Âge,De 45 à 49 ans,133,59,2195,5212,3460,282,584,22,56,1237,5659,6266,0,1152,47.115303983,252.26331237
Âge,De 50 à 54 ans,180,95,2480,7152,5671,467,857,24,63,1649,8215,8687,0,1567,52.18601349,285.32534611
Âge,55 ans et plus,583,324,6099,21348,21463,2327,2501,127,506,5184,26986,27659,0,5010,59.872760545,317.4858633
Âge,35 ans et moins,227,178,8553,11848,4839,488,481,49,157,1928,9873,16741,9163,5246,27.018261066,92.92376193
Âge,36 ans et plus,1080,582,14951,42203,34748,3413,4659,201,724,9681,48485,53151,0,9598,53.586258806,283.9415463
Scolarité,Primaire,103,105,4068,3259,2990,229,518,9,155,1083,5026,6246,1448,1395,46.538502484,264.68337473
Scolarité,Secondaire I à IV,403,273,4710,18703,14524,907,2208,5,64,2323,18523,23205,2095,4425,49.045988305,267.84322278
Scolarité,Secondaire V,273,139,904,11828,8555,675,1037,5,62,2211,11371,12040,520,2827,51.193242493,234.84221093
Scolarité,Collégiale,76,42,43,4835,2390,258,246,1,26,943,3912,3978,83,964,51.102534854,215.3991128
Scolarité,Universitaire,64,25,11,3221,1435,132,200,4,58,1224,2476,2612,1,689,53.199882075,200.70735063
Scolarité,Inconnue,388,176,13768,12205,9693,1700,931,226,516,3825,17050,21811,5016,4544,44.307120249,230.38763799
Diplôme maximum obtenu,Aucun diplôme,594,427,9209,24749,19596,1322,2993,19,251,4563,26364,32526,3753,6556,48.793547292,264.0866361
Diplôme maximum obtenu,Secondaire - DES,164,72,363,8411,5175,418,594,1,30,1090,7442,7755,331,1867,50.050470488,225.31604922
Diplôme maximum obtenu,Secondaire - DEP,40,22,106,2185,1890,136,232,0,5,193,2238,2373,20,494,53.616352201,258.61613533
Diplôme maximum obtenu,Secondaire - ASP,5,5,14,208,172,11,15,0,0,23,169,261,0,42,53.937209302,252.76511628
Diplôme maximum obtenu,Collégial - AEC,11,4,1,653,454,46,35,0,2,112,619,585,4,145,52.546511628,200.98920266
Diplôme maximum obtenu,Collégial - DEC général,15,6,8,980,339,38,33,0,2,153,659,760,5,149,51.241014799,223.38336857
Diplôme maximum obtenu,Collégial - DEC professionnel,16,15,5,1078,506,56,47,0,2,159,929,794,6,259,51.458502612,187.87811956
Diplôme maximum obtenu,Universitaire - Certificat,5,3,1,381,185,19,21,0,3,96,329,286,0,71,53.552845528,209.02926829
Diplôme maximum obtenu,Universitaire - Baccalauréat,23,7,5,1288,529,53,71,1,23,435,992,984,0,301,52.82742915,183.21305668
Diplôme maximum obtenu,Universitaire - Maîtrise ou doctorat,8,5,0,219,113,11,15,0,5,134,185,186,0,59,54.040431267,163.39892183
Diplôme maximum obtenu,Inconnu,426,194,13792,13899,10628,1791,1084,229,558,4651,18432,23382,5044,4901,44.93373033,230.07865787
Durée cumulative,Premier mois,1,1,21,41,8,12,3,0,2,6,35,52,70,87,22.390804598,1
Durée cumulative,De 2 à 5 mois,7,6,101,291,140,86,30,7,39,62,245,416,460,661,26.7397882,3.6732223903
Durée cumulative,De 6 à 11 mois,22,7,193,493,262,98,67,39,83,119,414,728,720,1142,29.992119089,8.6269702277
