Caracteristique,Valeur,Visuel,Auditif_et_parole,Intellect_apprentissage,Sante_mentale,Physique,Autres,Conjoints_sans_CSE,Demandeurs_asile,NHC_moins_5ans,NHC_5ans_et_plus,Femmes,Hommes,Moins_de_25ans,Durcon_moins_2ans,Age_moyen,Duree_cumul_moyenne
Situation familiale,Personnes seules,1153,662,22871,51368,35748,3326,0,133,320,8687,50839,64289,9359,13041,47.656782017,243.17146133
Situation familiale,Couples sans enfants,101,49,784,1634,3003,274,4101,30,297,1188,4988,4958,106,1475,54.316911321,260.17956968
Situation familiale,Familles monoparentales,56,53,239,1402,1824,69,0,7,21,665,3099,544,57,493,44.839143563,195.28904749
Situation familiale,Couples avec enfants,58,30,194,508,1006,49,1677,11,128,1257,1768,1754,77,558,44.786201022,176.91396934
Situation familiale,Conjoint d'étudiant,0,0,1,9,23,0,0,0,4,12,12,21,3,7,44.212121212,99.96969697
Sexe,Hommes,788,370,12898,31346,21412,2036,2716,98,310,6149,0,71566,6145,9168,46.868247492,230.73206551
Sexe,Femmes,580,424,11191,23575,20192,1682,3062,83,460,5660,60706,0,3457,6406,49.340065232,253.82741409
Âge,Moins de 20 ans,18,12,756,1076,340,20,6,1,19,135,780,1448,2228,2162,18.572262118,11.893626571
Âge,De 20 à 24 ans,53,58,2606,3162,1334,78,83,6,43,482,2677,4697,7374,1310,22.068890697,46.88283157
Âge,De 25 à 29 ans,59,53,2743,3116,1564,103,150,8,34,501,2930,4858,0,953,26.968798151,93.330636877
Âge,De 30 à 34 ans,99,60,2306,3497,1560,103,259,10,47,668,3057,4827,0,921,32.072678843,136.49010654
Âge,De 35 à 39 ans,96,51,2334,4460,2106,116,386,15,46,807,3895,5654,0,998,37.117394492,177.45271756
Âge,De 40 à 44 ans,102,72,2340,4790,2592,211,470,12,59,953,4677,5900,0,1042,42.020799849,214.31719769
Âge,De 45 à 49 ans,142,58,2236,5421,3770,285,704,20,34,1326,6034,6582,0,1222,47.134749524,249.88641408
Âge,De 50 à 54 ans,223,99,2779,8101,6646,552,1062,15,54,1761,9441,10021,0,1857,52.223563868,284.47574761
Âge,55 ans et plus,576,331,5989,21298,21692,2250,2658,94,434,5176,27215,27579,0,5109,59.723455123,312.00304778
