Caracteristique,Valeur,Visuel,Auditif_et_parole,Intellect_apprentissage,Sante_mentale,Physique,Autres,Conjoints_sans_CSE,Demandeurs_asile,NHC_moins_5ans,NHC_5ans_et_plus,Femmes,Hommes,Moins_de_25ans,Durcon_moins_2ans,Age_moyen,Duree_cumul_moyenne
Région,07 - Outaouais,59,41,1125,2329,1956,187,337,1,28,269,2830,3204,422,696,47.497514087,228.49883991
Région,08 - Abitibi-Témiscamingue,29,17,531,835,835,64,131,0,0,13,1144,1298,155,263,48.718673219,255.04504505
Région,09 - Côte-Nord,15,9,266,424,455,28,52,0,0,7,586,663,102,129,47.945556445,261.16813451
Région,10 - Nord-du-Québec,7,1,48,133,123,14,9,0,0,1,130,205,41,74,41.36119403,174.31940299
Région,11 - Gaspésie - Îles-de-la-Madeleine,30,13,488,798,874,65,199,0,0,10,1159,1308,132,228,49.631536279,269.38548845
Région,12 - Chaudières-Appalaches,46,26,1255,2136,1709,141,220,0,0,53,2591,2942,394,583,47.836074462,243.19591542
Région,13 - Laval,51,41,890,1794,1459,81,226,0,145,864,2162,2380,518,664,45.983047116,198.73976222
Région,14 - Lanaudière,69,36,1289,2414,2265,171,314,0,6,166,3137,3421,700,715,46.091796279,225.30588594
Région,15 - Laurentides,59,42,1483,3193,2565,202,416,0,6,182,3722,4238,742,896,46.749371859,226.21030151
Région,16 - Montérégie,228,143,3851,7991,6815,345,963,1,35,1041,9703,10633,1920,2516,46.378688041,223.46144768
Région,17 - Centre-du-Québec,61,28,798,1638,1431,141,223,0,6,72,2043,2277,276,416,48.322453704,243.15532407
Région,99 - Central,34,9,2912,2911,1072,1157,37,9,12,435,3280,4852,410,1686,48.770413182,311.19257255
