Caracteristique,Valeur,Visuel,Auditif_et_parole,Intellect_apprentissage,Sante_mentale,Physique,Autres,Conjoints_sans_CSE,Demandeurs_asile,NHC_moins_5ans,NHC_5ans_et_plus,Femmes,Hommes,Moins_de_25ans,Durcon_moins_2ans,Age_moyen,Duree_cumul_moyenne
Situation familiale,Personnes seules,1170,684,23499,51483,35892,3413,0,94,260,8432,51504,64637,9546,13322,47.540498188,242.00307385
Situation familiale,Couples sans enfants,108,52,789,1806,3185,314,4360,21,215,1211,5329,5285,132,1434,53.938854343,256.43442623
Situation familiale,Familles monoparentales,59,60,252,1488,1928,57,0,6,14,688,3271,573,77,479,44.635015609,193.79864724
Situation familiale,Couples avec enfants,58,47,220,546,1080,54,1811,3,148,1217,1914,1902,117,640,44.29245283,176.75314465
Situation familiale,Conjoint d'étudiant,2,0,0,11,17,0,0,0,4,10,16,14,0,12,42.366666667,107.73333333
Sexe,Hommes,797,397,13297,31138,21742,2117,2923,65,258,6004,0,72411,6308,9371,46.73099391,228.97424424
Sexe,Femmes,600,446,11463,24196,20360,1721,3248,59,383,5554,62034,0,3564,6516,49.197826998,252.61475965
Âge,Moins de 20 ans,15,13,865,1074,349,17,12,1,16,120,803,1542,2345,2283,18.551385928,11.754371002
Âge,De 20 à 24 ans,61,72,2780,2923,1491,85,115,2,37,457,2761,4766,7527,1331,22.068420353,46.646605553
Âge,De 25 à 29 ans,72,58,2667,2971,1511,92,176,6,36,505,2898,4649,0,945,26.956936531,92.634556778
Âge,De 30 à 34 ans,91,60,2311,3579,1588,103,273,9,46,642,3111,4894,0,917,32.051093067,136.00162399
Âge,De 35 à 39 ans,85,72,2377,4534,2155,128,425,5,70,793,3977,5799,0,1075,37.049713584,175.28089198
Âge,De 40 à 44 ans,127,67,2323,4633,2578,216,497,8,55,982,4687,5754,0,1049,41.989656163,214.23455608
Âge,De 45 à 49 ans,143,69,2417,5700,4091,315,753,12,39,1311,6443,7045,0,1343,47.131153618,250.52720937
Âge,De 50 à 54 ans,245,115,3155,8946,7386,653,1142,12,38,1823,10472,11170,0,2062,52.194760189,285.47213751
Âge,55 ans et plus,558,317,5865,20974,20953,2229,2778,69,304,4925,26882,26792,0,4882,59.623560756,308.84247494
Âge,35 ans et moins,258,212,9104,11371,5337,324,638,19,152,1860,10288,16956,9872,5682,26.916935839,90.309315813
Âge,36 ans et plus,1139,631,15656,43963,36765,3514,5533,105,489,9698,51746,55455,0,10205,53.194009384,277.89452524
Scolarité,Primaire,114,109,4016,3304,3385,223,626,4,85,1037,5366,6411,1210,1463,47.792307039,271.24182729
Scolarité,Secondaire I à IV,410,298,4674,18796,15126,808,2664,4,38,2253,19296,23480,2206,4580,48.584416495,259.48625397
Scolarité,Secondaire V,272,146,907,11823,8466,610,1259,4,43,2149,11546,11937,541,3047,50.516543883,227.89852234
Scolarité,Collégiale,71,44,42,4750,2389,204,276,0,23,911,3865,3911,85,1070,50.18132716,209.97350823
Scolarité,Universitaire,68,23,10,3339,1427,123,227,3,42,1167,2481,2736,3,784,52.76653249,199.0151428
Scolarité,Inconnue,462,223,15111,13322,11309,1870,1119,109,410,4041,19480,23936,5827,4943,44.750921319,228.80970149
Diplôme maximum obtenu,Aucun diplôme,623,453,9124,25028,20745,1201,3636,12,140,4508,27729,33081,3618,6883,48.668820918,258.48695938
Diplôme maximum obtenu,Secondaire - DES,153,79,353,8132,4912,368,700,0,22,952,7207,7490,340,1984,49.282302511,218.93053004
Diplôme maximum obtenu,Secondaire - DEP,39,26,117,2235,1858,123,265,0,5,187,2311,2352,33,521,52.60304525,251.59167918
Diplôme maximum obtenu,Secondaire - ASP,4,5,15,230,186,10,22,0,0,23,197,275,0,40,53.169491525,244.68855932
Diplôme maximum obtenu,Collégial - AEC,12,7,1,630,439,45,44,0,1,111,594,584,5,191,51.241935484,187.31663837
Diplôme maximum obtenu,Collégial - DEC général,30,19,10,2025,841,68,88,0,10,287,1560,1521,23,420,50.617007465,202.92891918
Diplôme maximum obtenu,Collégial - DEC professionnel,6,4,1,401,182,16,24,0,1,94,323,311,0,99,52.364353312,202.00315457
Diplôme maximum obtenu,Universitaire - Certificat,21,6,3,1307,532,40,72,1,17,393,985,996,1,299,52.726400808,185.08228168
Diplôme maximum obtenu,Universitaire - Baccalauréat,7,4,0,200,94,11,19,0,4,101,154,181,0,70,53.87761194,155.47462687
Diplôme maximum obtenu,Universitaire - Maîtrise ou Doctorat,1,0,0,5,4,0,0,0,0,3,3,7,0,1,58.2,251.8
Diplôme maximum obtenu,Inconnu,501,240,15136,15141,12309,1956,1301,111,441,4899,20971,25613,5852,5379,45.271852997,228.2087412
Durée cumulative,Premier mois,0,0,31,79,31,4,12,0,10,19,59,98,112,157,27.248407643,1
Durée cumulative,De 2 à 5 mois,14,8,186,343,259,38,75,8,137,75,384,539,539,923,32.589382449,3.4962080173
Durée cumulative,De 6 à 11 mois,11,10,284,553,373,61,84,8,99,135,517,859,888,1376,29.448401163,8.5334302326
Durée cumulative,De 12 à 23 mois,42,23,609,1051,771,112,171,9,145,290,1094,1685,1625,2779,30.795609932,17.653832314
Durée cumulative,De 24 à 47 mois,57,71,1264,2413,1825,258,340,16,196,713,2425,3803,3092,1355,33.392100193,35.668593449
Durée cumulative,De 48 à 119 mois,200,158,3575,8387,6789,849,1044,61,54,3004,8768,12234,3616,3039,38.749595277,83.896200362
Durée cumulative,120 mois et plus,1073,573,18811,42508,32054,2516,4445,22,0,7322,48787,53193,0,6258,51.515306923,296.16238478
Types de diagnostics,Visuel,1397,0,0,0,0,0,0,5,25,202,600,797,76,162,48.816750179,244.96277738
Types de diagnostics,Auditif et de la parole,0,843,0,0,0,0,0,1,15,96,446,397,85,132,46.316725979,221.68090154
Types de diagnostics,Intellectuel et d'apprentissage,0,0,24760,0,0,0,0,3,50,961,11463,13297,3645,2394,41.754281099,263.79515347
Types de diagnostics,Santé mentale,0,0,0,55334,0,0,0,25,51,4654,24196,31138,3997,6128,47.393953085,237.36154986
Types de diagnostics,Physique,0,0,0,0,42102,0,0,74,287,4210,20360,21742,1840,4980,51.145480025,235.06740772
Types de diagnostics,Autres,0,0,0,0,0,3838,0,4,7,316,1721,2117,102,1065,53.36920271,213.65945805
Types de diagnostics,Conjoints sans contraintes sévères,0,0,0,0,0,0,6171,12,206,1119,3248,2923,127,1026,50.890131259,217.03176146
Région,01 - Bas-Saint-Laurent,30,16,903,1692,1428,85,274,0,0,23,2087,2341,214,448,49.943541102,263.71499548
Région,02 - Saguenay - Lac-St-Jean,41,25,1045,1817,1742,81,281,0,0,27,2436,2596,330,513,48.133346582,264.9858903
Région,03 - Capitale-Nationale,119,62,1555,4697,2745,216,320,0,31,281,4411,5303,599,976,48.838480544,254.24016883
Région,04 - Mauricie,59,37,1071,2636,1967,112,316,0,5,84,2900,3298,363,547,48.945304937,261.06211681
Région,05 - Estrie,60,38,1220,2656,1941,146,330,0,42,238,2945,3446,446,645,48.029416367,241.08073854
Région,06 - Île-de-Montréal,400,259,4030,15240,10720,602,1523,113,325,7792,14768,18006,2108,3892,48.498596448,226.36046866
