Caracteristique,Valeur,Visuel,Auditif_et_parole,Intellect_apprentissage,Sante_mentale,Physique,Autres,Conjoints_sans_CSE,Demandeurs_asile,NHC_moins_5ans,NHC_5ans_et_plus,Femmes,Hommes,Moins_de_25ans,Durcon_moins_2ans,Age_moyen,Duree_cumul_moyenne
Diplôme maximum obtenu,Secondaire - ASP,4,5,15,226,191,13,20,0,0,21,196,278,0,48,53.358649789,243.96835443
Diplôme maximum obtenu,Collégial - AEC,11,7,1,648,461,48,40,0,2,112,619,597,5,209,51.8125,190.81743421
Diplôme maximum obtenu,Collégial - DEC général,13,8,7,1007,350,33,35,0,4,156,669,784,14,187,50.58568479,221.41156228
Diplôme maximum obtenu,Collégial - DEC professionnel,20,14,5,1059,532,46,52,0,4,166,938,790,11,270,50.912615741,185.08506944
Diplôme maximum obtenu,Universitaire - Certificat,6,3,1,405,191,18,27,0,6,106,348,303,2,106,52.483870968,199.21044547
Diplôme maximum obtenu,Universitaire - Baccalauréat,19,5,5,1304,561,48,87,0,19,445,1007,1022,1,349,52.63676688,181.10892065
Diplôme maximum obtenu,Universitaire - Maîtrise ou doctorat,8,4,0,227,115,12,22,0,7,136,178,210,0,95,53.992268041,156.41237113
Diplôme maximum obtenu,Inconnu,474,220,14676,14714,11876,1872,1265,145,514,4874,20189,24908,5533,5219,45.254030202,228.69833914
Durée cumulative,Premier mois,1,0,32,75,40,1,7,2,12,11,56,100,112,156,26.743589744,1
Durée cumulative,De 2 à 5 mois,14,10,147,336,239,42,56,9,63,96,308,536,518,844,30.753554502,3.5639810427
Durée cumulative,De 6 à 11 mois,14,9,282,521,359,73,75,31,81,157,526,807,789,1333,30.992498125,8.624156039
Durée cumulative,De 12 à 23 mois,37,26,586,1188,892,116,180,26,321,328,1205,1820,1693,3025,32.720330579,17.552396694
Durée cumulative,De 24 à 47 mois,64,51,1236,2452,1858,267,357,17,236,718,2523,3762,3106,1418,33.73540175,35.663166269
Durée cumulative,De 48 à 119 mois,187,160,3579,8593,6800,891,1008,47,60,3046,8787,12431,3587,3141,38.82265058,84.099349609
Durée cumulative,120 mois et plus,1062,564,18591,42263,31953,2479,4284,29,0,7511,48197,52999,0,6318,51.628592039,298.12294952
Types de diagnostics,Visuel,1379,0,0,0,0,0,0,5,31,196,589,790,70,173,49.099347353,248.45975344
Types de diagnostics,Auditif et de la parole,0,820,0,0,0,0,0,1,20,89,433,387,74,139,47.006097561,223.71219512
Types de diagnostics,Intellectuel et d'apprentissage,0,0,24453,0,0,0,0,4,58,1000,11362,13091,3460,2282,41.858708543,265.94094794
Types de diagnostics,Santé mentale,0,0,0,55428,0,0,0,30,61,4781,23911,31517,4259,6296,47.304070145,237.55127372
Types de diagnostics,Physique,0,0,0,0,42141,0,0,96,368,4312,20396,21745,1753,5087,51.393369877,235.66173086
Types de diagnostics,Autres,0,0,0,0,0,3869,0,7,4,342,1753,2116,104,1167,53.490824502,209.30421297
Types de diagnostics,Conjoints sans contraintes sévères,0,0,0,0,0,0,5967,18,231,1147,3158,2809,85,1091,51.328138093,219.24484666
Région,01 - Bas-Saint-Laurent,30,18,863,1646,1379,78,254,0,0,20,1988,2280,219,451,50.03819119,266.99859419
Région,02 - Saguenay - Lac-St-Jean,41,26,1019,1814,1721,88,270,0,1,28,2412,2567,301,497,48.246836714,265.3297851
Région,03 - Capitale-Nationale,115,61,1504,4612,2722,217,304,0,37,296,4249,5286,579,1020,48.873518616,254.85894074
Région,04 - Mauricie,59,34,1065,2605,1933,109,292,0,3,82,2880,3217,359,529,48.98195834,263.1923897
Région,05 - Estrie,55,38,1206,2669,1913,131,313,0,26,265,2917,3408,442,658,48.154466403,243.81280632
Région,06 - Île-de-Montréal,392,258,3999,15244,10770,611,1533,148,379,7918,14711,18096,2143,4107,48.611454872,225.84393575
Région,07 - Outaouais,59,39,1109,2400,1992,182,313,1,36,289,2858,3236,392,681,47.686741057,229.22169347
Région,08 - Abitibi-Témiscamingue,29,15,536,805,823,60,118,0,0,11,1115,1271,153,272,49.046521375,260.10813076
Région,09 - Côte-Nord,16,8,261,417,437,25,55,0,0,9,564,655,86,109,48.420836751,266.42986054
Région,10 - Nord-du-Québec,8,1,46,128,129,13,13,0,0,1,133,205,37,58,42.408284024,183.27218935
Région,11 - Gaspésie - Îles-de-la-Madeleine,30,13,464,772,869,61,180,0,0,10,1122,1267,127,236,49.796149016,272.23398912
Région,12 - Chaudières-Appalaches,41,24,1244,2073,1687,141,210,0,1,56,2539,2881,366,595,48.047232472,245.3199262
Région,13 - Laval,52,37,915,1806,1529,90,250,1,222,892,2227,2452,521,762,46.361402009,196.06796324
Région,14 - Lanaudière,64,39,1283,2450,2290,196,305,0,8,174,3139,3488,709,751,46.113324279,226.06730044
Région,15 - Laurentides,55,39,1459,3232,2662,210,410,0,9,205,3784,4283,735,954,46.898103384,225.39630594
Région,16 - Montérégie,240,132,3807,8182,6784,374,895,0,38,1082,9697,10717,1930,2487,46.483246791,224.99818752
Région,17 - Centre-du-Québec,58,27,785,1645,1432,139,216,0,3,73,2022,2280,286,401,48.329614133,244.37308229
Région,99 - Central,35,11,2888,2928,1069,1144,36,11,10,456,3245,4866,420,1667,48.693132783,312.6558994
