Caracteristique,Valeur,Visuel,Auditif_et_parole,Intellect_apprentissage,Sante_mentale,Physique,Autres,Conjoints_sans_CSE,Demandeurs_asile,NHC_moins_5ans,NHC_5ans_et_plus,Femmes,Hommes,Moins_de_25ans,Durcon_moins_2ans,Age_moyen,Duree_cumul_moyenne
Situation familiale,Personnes seules,1165,689,23515,51451,35823,3382,0,94,261,8419,51422,64603,9506,13216,47.550932989,242.31566473
Situation familiale,Couples sans enfants,109,51,785,1795,3147,316,4345,20,222,1203,5296,5252,126,1445,53.950511945,256.3083997
Situation familiale,Familles monoparentales,59,61,252,1477,1941,54,0,5,13,689,3268,576,77,475,44.646201873,193.9396462
Situation familiale,Couples avec enfants,60,47,216,547,1084,55,1809,4,147,1233,1915,1903,117,647,44.370350969,176.5455736
Situation familiale,Conjoint d'étudiant,1,0,0,10,17,0,0,0,3,11,15,13,0,12,43.178571429,101.07142857
Sexe,Hommes,799,400,13290,31160,21701,2099,2898,63,263,6014,0,72347,6292,9308,46.747743514,229.28063361
Sexe,Femmes,595,448,11478,24120,20311,1708,3256,60,383,5541,61916,0,3534,6487,49.201224239,252.80759416
Âge,Moins de 20 ans,13,13,856,1068,348,16,13,1,18,127,805,1522,2327,2272,18.545337344,11.745595187
Âge,De 20 à 24 ans,62,70,2777,2923,1469,87,111,2,37,448,2729,4770,7499,1337,22.054007201,46.579410588
Âge,De 25 à 29 ans,71,59,2693,2966,1521,91,173,6,37,512,2927,4647,0,940,26.959070504,92.677053076
Âge,De 30 à 34 ans,92,60,2302,3589,1592,102,276,9,46,631,3110,4903,0,917,32.053288406,136.07675028
Âge,De 35 à 39 ans,88,74,2387,4525,2152,123,426,6,66,804,3974,5801,0,1063,37.055038363,175.51017903
Âge,De 40 à 44 ans,128,68,2294,4636,2571,210,494,7,55,982,4672,5729,0,1036,41.985193731,214.06384002
Âge,De 45 à 49 ans,142,66,2421,5676,4076,314,749,12,39,1313,6435,7009,0,1335,47.124962809,250.60034216
Âge,De 50 à 54 ans,239,116,3138,8906,7334,647,1146,12,36,1818,10386,11140,0,2018,52.197807303,285.64986528
Âge,55 ans et plus,559,322,5900,20991,20949,2217,2766,68,312,4920,26878,26826,0,4877,59.637531655,309.31757411
Âge,35 ans et moins,259,211,9114,11368,5326,321,639,19,154,1860,10303,16935,9826,5669,26.927234011,90.448270798
Âge,36 ans et plus,1135,637,15654,43912,36686,3486,5515,104,492,9695,51613,55412,0,10126,53.211473955,278.22444289
Scolarité,Primaire,114,109,4019,3298,3361,221,615,4,84,1026,5340,6397,1205,1444,47.752236517,271.04847917
