Caracteristique,Valeur,Visuel,Auditif_et_parole,Intellect_apprentissage,Sante_mentale,Physique,Autres,Conjoints_sans_CSE,Demandeurs_asile,NHC_moins_5ans,NHC_5ans_et_plus,Femmes,Hommes,Moins_de_25ans,Durcon_moins_2ans,Age_moyen,Duree_cumul_moyenne
Situation familiale,Personnes seules,1165,683,23530,51505,35927,3400,0,92,256,8408,51550,64660,9561,13340,47.53516909,241.97539799
Situation familiale,Couples sans enfants,108,54,787,1808,3187,310,4372,19,196,1211,5335,5291,129,1414,53.921701487,256.76416337
Situation familiale,Familles monoparentales,57,59,251,1478,1901,54,0,6,15,682,3237,563,75,454,44.625526316,193.91342105
Situation familiale,Couples avec enfants,63,47,228,548,1088,54,1824,3,140,1227,1933,1919,122,657,44.228971963,176.90628245
Situation familiale,Conjoint d'étudiant,1,0,0,12,15,0,0,0,3,8,14,14,0,7,39.964285714,123.67857143
Sexe,Hommes,797,401,13336,31110,21748,2104,2951,64,246,5979,0,72447,6318,9365,46.718815134,228.9922288
Sexe,Femmes,597,442,11460,24241,20370,1714,3245,56,364,5557,62069,0,3569,6507,49.194638225,252.62714076
Âge,Moins de 20 ans,16,14,878,1055,353,15,10,1,16,121,794,1547,2341,2282,18.56129859,11.80478428
Âge,De 20 à 24 ans,62,73,2784,2907,1515,87,118,3,40,453,2775,4771,7546,1332,22.064935065,46.644844951
Âge,De 25 à 29 ans,71,58,2663,2954,1496,88,176,4,37,499,2884,4622,0,935,26.961497469,92.727684519
Âge,De 30 à 34 ans,90,59,2312,3590,1601,99,275,8,45,646,3110,4916,0,927,32.047346125,135.87814603
Âge,De 35 à 39 ans,88,73,2375,4534,2167,130,430,4,71,784,4005,5792,0,1070,37.050729815,175.30172502
Âge,De 40 à 44 ans,124,63,2311,4624,2568,210,505,8,53,981,4659,5746,0,1039,41.992984142,214.22114368
Âge,De 45 à 49 ans,144,71,2449,5712,4074,313,761,12,35,1312,6461,7063,0,1312,47.134427684,251.1478113
Âge,De 50 à 54 ans,245,115,3170,9000,7453,670,1150,12,37,1821,10521,11282,0,2094,52.190157318,285.2197404
Âge,55 ans et plus,554,317,5854,20975,20891,2206,2771,68,276,4919,26860,26708,0,4881,59.611895161,308.81037186
Âge,35 ans et moins,259,215,9112,11329,5376,315,646,18,152,1859,10287,16965,9887,5675,26.92257449,90.338580655
Âge,36 ans et plus,1135,628,15684,44022,36742,3503,5550,102,458,9677,51782,55482,0,10197,53.180992691,277.89572457
Scolarité,Primaire,113,111,4032,3297,3378,221,632,4,83,1028,5384,6400,1203,1456,47.797606925,271.43881534
Scolarité,Secondaire I à IV,410,298,4662,18817,15099,808,2682,3,34,2232,19281,23495,2208,4571,48.570623714,259.37418178
Scolarité,Secondaire V,273,145,910,11818,8480,594,1263,4,40,2141,11546,11937,546,3076,50.492398757,227.73763999
Scolarité,Collégiale,70,42,42,4731,2377,204,275,0,20,912,3858,3883,83,1062,50.197261336,210.32101796
Scolarité,Universitaire,66,23,9,3351,1416,123,228,3,35,1167,2481,2735,2,780,52.774923313,199.36196319
Scolarité,Inconnue,462,224,15141,13337,11368,1868,1116,106,398,4056,19519,23997,5845,4927,44.756687196,228.89417685
Diplôme maximum obtenu,Aucun diplôme,626,457,9130,25019,20746,1193,3663,11,134,4483,27738,33096,3625,6908,48.654568169,258.32199099
Diplôme maximum obtenu,Secondaire - DES,150,77,355,8138,4907,361,696,0,19,944,7211,7473,334,1971,49.282075729,219.15581585
Diplôme maximum obtenu,Secondaire - DEP,38,26,117,2246,1842,118,268,0,5,182,2301,2354,33,524,52.570354458,251.77486574
Diplôme maximum obtenu,Secondaire - ASP,5,4,14,231,186,10,22,0,0,23,198,274,0,40,53.161016949,244.72457627
Diplôme maximum obtenu,Collégial - AEC,11,6,1,622,424,45,40,0,1,105,583,566,2,171,51.395996519,189.28198433
Diplôme maximum obtenu,Collégial - DEC général,30,19,10,2017,844,70,89,0,9,289,1560,1519,24,432,50.620331276,202.58687886
Diplôme maximum obtenu,Collégial - DEC professionnel,6,4,0,401,178,14,25,0,1,92,321,307,0,97,52.275477707,203.01910828
Diplôme maximum obtenu,Universitaire - Certificat,21,6,3,1311,533,40,77,1,16,398,988,1003,1,307,52.70467102,184.82621798
Diplôme maximum obtenu,Universitaire - Baccalauréat,6,4,0,203,91,11,19,0,3,100,152,182,0,65,53.832335329,156.88323353
Diplôme maximum obtenu,Universitaire - Maîtrise ou Doctorat,1,0,0,5,4,0,0,0,0,3,3,7,0,1,58.1,250.8
Diplôme maximum obtenu,Inconnu,500,240,15166,15158,12363,1956,1297,108,422,4917,21014,25666,5868,5356,45.277292202,228.32275064
Durée cumulative,Premier mois,4,0,43,68,50,5,13,0,19,16,70,113,115,183,30.273224044,1
Durée cumulative,De 2 à 5 mois,8,11,173,350,246,29,69,8,123,71,359,527,538,886,31.927765237,3.4988713318
Durée cumulative,De 6 à 11 mois,15,10,282,531,356,63,75,5,86,126,496,836,875,1332,28.91966967,8.5225225225
Durée cumulative,De 12 à 23 mois,36,21,637,1026,794,109,173,8,139,297,1116,1680,1634,2796,30.824034335,17.639484979
