Caracteristique,Valeur,Visuel,Auditif_et_parole,Intellect_apprentissage,Sante_mentale,Physique,Autres,Conjoints_sans_CSE,Demandeurs_asile,NHC_moins_5ans,NHC_5ans_et_plus,Femmes,Hommes,Moins_de_25ans,Durcon_moins_2ans,Age_moyen,Duree_cumul_moyenne
Diplôme maximum obtenu,Universitaire - Maîtrise ou Doctorat,1,0,0,4,4,0,0,0,0,3,2,7,0,0,57.666666667,257.22222222
Diplôme maximum obtenu,Inconnu,486,223,14934,14849,12041,1840,1283,116,476,4861,20521,25135,5731,5102,45.200499387,228.15678115
Durée cumulative,Premier mois,2,0,32,66,41,6,6,0,8,12,62,91,103,153,27.803921569,1
Durée cumulative,De 2 à 5 mois,7,3,183,319,189,30,48,6,48,93,308,471,534,779,27.629011553,3.5879332478
Durée cumulative,De 6 à 11 mois,21,13,283,535,399,52,111,17,202,132,581,833,819,1414,32.24893918,8.558698727
Durée cumulative,De 12 à 23 mois,27,18,580,1105,811,108,179,14,190,308,1086,1742,1656,2828,31.419377652,17.443069307
Durée cumulative,De 24 à 47 mois,66,67,1252,2414,1802,234,362,11,203,725,2474,3723,3063,1286,33.399870905,35.674358561
Durée cumulative,De 48 à 119 mois,192,157,3568,8398,6816,852,1004,58,49,3001,8753,12234,3593,2961,38.796302473,83.976032782
Durée cumulative,120 mois et plus,1064,566,18644,42241,31934,2402,4297,24,0,7359,48270,52878,0,5976,51.540574208,296.831969
Types de diagnostics,Visuel,1379,0,0,0,0,0,0,4,25,194,589,790,68,148,49.026831037,246.54749819
Types de diagnostics,Auditif et de la parole,0,824,0,0,0,0,0,1,16,93,435,389,73,124,46.952669903,224.90291262
Types de diagnostics,Intellectuel et d'apprentissage,0,0,24542,0,0,0,0,3,53,979,11385,13157,3573,2282,41.77560916,264.43737267
Types de diagnostics,Santé mentale,0,0,0,55078,0,0,0,24,54,4689,23938,31140,4048,5994,47.370111478,237.65185737
Types de diagnostics,Physique,0,0,0,0,41992,0,0,78,326,4234,20341,21651,1801,4913,51.235473424,235.44417984
Types de diagnostics,Autres,0,0,0,0,0,3684,0,7,6,314,1669,2015,97,929,53.356134636,211.94408252
Types de diagnostics,Conjoints sans contraintes sévères,0,0,0,0,0,0,6007,13,220,1127,3177,2830,108,1007,50.941401698,216.36823706
Région,01 - Bas-Saint-Laurent,32,17,874,1649,1400,85,258,0,0,22,2026,2289,212,431,49.971958285,264.44913094
Région,02 - Saguenay - Lac-St-Jean,40,25,1032,1798,1717,78,266,0,1,27,2411,2545,310,476,48.190274415,265.3294996
Région,03 - Capitale-Nationale,114,59,1535,4622,2745,217,310,0,30,282,4301,5301,584,976,48.88033743,255.02280775
Région,04 - Mauricie,59,38,1061,2596,1951,111,293,0,4,80,2874,3235,369,541,48.921427402,262.05745621
Région,05 - Estrie,60,38,1208,2656,1909,134,318,0,28,251,2915,3408,446,649,47.977384153,241.99114344
Région,06 - Île-de-Montréal,390,258,4034,15237,10695,598,1527,116,352,7787,14720,18019,2123,3913,48.511774947,226.15382266
Région,07 - Outaouais,59,38,1114,2357,1972,183,317,1,32,279,2826,3214,406,636,47.608278146,229.68824503
Région,08 - Abitibi-Témiscamingue,30,16,531,814,838,60,123,0,0,10,1128,1284,149,272,48.92039801,258.2960199
Région,09 - Côte-Nord,16,10,263,418,446,28,51,0,0,8,576,656,91,124,48.30275974,263.11688312
Région,10 - Nord-du-Québec,7,1,45,129,126,14,11,0,0,1,139,194,39,64,42.225225225,179.52552553
Région,11 - Gaspésie - Îles-de-la-Madeleine,30,13,479,774,860,61,183,0,0,9,1129,1271,127,207,49.662916667,272.0575
Région,12 - Chaudières-Appalaches,45,24,1251,2087,1688,135,213,0,0,53,2555,2888,376,582,47.871761896,243.91971339
Région,13 - Laval,47,40,899,1779,1482,86,245,1,185,887,2175,2403,513,689,46.130624727,197.08322412
Région,14 - Lanaudière,68,36,1272,2402,2273,174,306,0,6,164,3127,3404,690,694,46.222630531,226.53207778
Région,15 - Laurentides,54,39,1469,3175,2602,194,398,0,9,182,3714,4217,724,864,46.845290632,226.5913504
Région,16 - Montérégie,235,133,3838,8092,6817,347,932,0,39,1089,9724,10670,1919,2429,46.405413357,224.31710307
Région,17 - Centre-du-Québec,61,29,784,1645,1431,129,216,0,3,75,2026,2269,280,369,48.348777648,244.54062864
Région,99 - Central,32,10,2853,2848,1040,1050,40,12,11,424,3168,4705,410,1481,48.631144418,311.60142258
