Caracteristique,Valeur,Visuel,Auditif_et_parole,Intellect_apprentissage,Sante_mentale,Physique,Autres,Conjoints_sans_CSE,Demandeurs_asile,NHC_moins_5ans,NHC_5ans_et_plus,Femmes,Hommes,Moins_de_25ans,Durcon_moins_2ans,Age_moyen,Duree_cumul_moyenne
Diplôme maximum obtenu,Inconnu,429,195,13798,13877,10770,1802,1117,242,575,4659,18557,23431,5060,4931,44.982542631,229.48711537
Durée cumulative,Premier mois,0,0,13,49,20,16,10,0,7,12,40,68,68,108,28.37037037,1
Durée cumulative,De 2 à 5 mois,15,7,118,304,164,79,29,15,47,73,256,460,474,716,28.434357542,3.4608938547
Durée cumulative,De 6 à 11 mois,12,8,217,515,278,105,75,37,84,106,459,751,777,1210,29.901652893,8.5570247934
Durée cumulative,De 12 à 23 mois,27,21,493,990,691,157,140,69,171,316,995,1524,1443,2519,32.313616514,17.713378325
Durée cumulative,De 24 à 47 mois,70,49,1095,2552,1915,287,357,69,504,777,2600,3725,3016,1294,35.175968379,35.793517787
Durée cumulative,De 48 à 119 mois,181,147,3479,8437,6281,845,899,48,96,2786,8336,11933,3471,2943,38.514578914,84.47170556
Durée cumulative,120 mois et plus,1006,537,18118,41285,30699,2420,3766,26,0,7578,46152,51679,0,6586,51.649947358,300.35448886
Types de diagnostics,Visuel,1311,0,0,0,0,0,0,8,34,197,567,744,64,147,49.28375286,250.02898551
Types de diagnostics,Auditif et de la parole,0,769,0,0,0,0,0,7,20,102,401,368,52,123,47.960988296,229.91807542
Types de diagnostics,Intellectuel et d'apprentissage,0,0,23533,0,0,0,0,11,69,1042,10917,12616,3102,2405,42.038286661,269.41316449
Types de diagnostics,Santé mentale,0,0,0,54132,0,0,0,44,72,4754,22844,31288,4315,6227,47.198773369,239.48884209
Types de diagnostics,Physique,0,0,0,0,40048,0,0,158,457,4133,19534,20514,1433,4326,51.765955853,240.14085597
Types de diagnostics,Autres,0,0,0,0,0,3909,0,2,8,326,1773,2136,210,1286,52.57764134,201.38910207
Types de diagnostics,Conjoints sans contraintes sévères,0,0,0,0,0,0,5276,34,249,1094,2802,2474,73,862,51.689727066,221.18934799
Région,01 - Bas-Saint-Laurent,27,17,816,1600,1246,83,200,0,1,25,1832,2157,215,434,49.974178992,270.34194034
Région,02 - Saguenay - Lac-St-Jean,37,25,967,1758,1586,105,213,0,0,25,2246,2445,296,452,48.261777873,268.08633554
Région,03 - Capitale-Nationale,107,52,1426,4471,2555,223,241,0,37,306,4006,5069,571,918,48.827438017,257.85597796
Région,04 - Mauricie,49,32,1020,2521,1840,111,240,0,1,101,2742,3071,325,520,48.998451746,267.01100981
Région,05 - Estrie,57,32,1167,2589,1814,144,290,0,40,246,2799,3294,396,612,48.317741671,247.82291154
Région,06 - Île-de-Montréal,373,251,3884,14618,10101,585,1443,256,409,7617,13862,17393,2060,3689,48.718285074,228.1056471
Région,07 - Outaouais,60,34,1052,2358,1930,186,284,0,42,289,2779,3125,352,564,47.997120596,233.44732385
Région,08 - Abitibi-Témiscamingue,24,13,488,786,756,58,93,0,0,11,1027,1191,145,251,48.897655546,261.08476105
Région,09 - Côte-Nord,15,9,245,416,405,21,52,0,0,10,540,623,68,112,48.920894239,272.95098882
Région,10 - Nord-du-Québec,6,0,48,138,116,12,12,0,0,2,132,200,42,58,42.31626506,189.42168675
Région,11 - Gaspésie - Îles-de-la-Madeleine,26,12,435,744,804,70,135,0,0,12,1044,1182,121,218,49.923629829,272.90745732
Région,12 - Chaudières-Appalaches,42,25,1208,2029,1576,136,174,0,3,64,2423,2767,359,575,47.815799615,247.16974952
Région,13 - Laval,62,38,890,1784,1541,93,251,2,288,917,2225,2434,478,657,47.04507405,198.99957072
Région,14 - Lanaudière,67,36,1266,2441,2295,198,305,0,7,194,3102,3506,672,776,46.36531477,229.35108959
Région,15 - Laurentides,57,31,1433,3213,2578,217,337,0,9,206,3667,4199,704,796,46.89956776,228.79150775
Région,16 - Montérégie,224,124,3721,8205,6497,408,798,0,55,1088,9408,10569,1790,2221,46.667667818,229.37167743
Région,17 - Centre-du-Québec,51,23,740,1636,1373,135,173,0,5,62,1921,2210,254,363,48.379811184,247.32994432
Région,99 - Central,27,15,2727,2825,1035,1124,35,6,12,473,3083,4705,401,2160,48.492039034,313.07960966
