Caracteristique,Valeur,Visuel,Auditif_et_parole,Intellect_apprentissage,Sante_mentale,Physique,Autres,Conjoints_sans_CSE,Demandeurs_asile,NHC_moins_5ans,NHC_5ans_et_plus,Femmes,Hommes,Moins_de_25ans,Durcon_moins_2ans,Age_moyen,Duree_cumul_moyenne
Situation familiale,Personnes seules,1106,629,22335,50819,34508,3536,0,179,395,8655,49611,63322,9066,13125,47.674488413,245.05615719
Situation familiale,Couples sans enfants,101,54,737,1560,2849,258,3697,60,341,1142,4642,4614,71,1238,54.828435609,263.87489196
Situation familiale,Familles monoparentales,47,46,254,1274,1710,64,0,9,25,602,2882,513,41,429,44.83269514,195.54845361
Situation familiale,Couples avec enfants,57,40,205,473,967,51,1579,16,147,1239,1696,1676,69,576,45.185053381,176.77491103
Situation familiale,Conjoint d'étudiant,0,0,2,6,14,0,0,0,1,10,7,15,2,8,46.454545455,125.72727273
Sexe,Hommes,744,368,12616,31288,20514,2136,2474,147,370,6024,0,70140,5998,9236,46.880667237,232.98252067
Sexe,Femmes,567,401,10917,22844,19534,1773,2802,117,539,5624,58838,0,3251,6140,49.43910398,255.59497264
Âge,Moins de 20 ans,11,4,634,1003,267,137,5,2,20,125,669,1392,2061,2013,18.555555556,11.798156235
Âge,De 20 à 24 ans,53,48,2468,3312,1166,73,68,18,42,455,2582,4606,7188,1223,22.055787423,47.246661102
Âge,De 25 à 29 ans,61,57,2743,3298,1578,108,128,8,45,554,3024,4949,0,1017,26.997366111,94.948325599
Âge,De 30 à 34 ans,89,60,2364,3368,1534,109,231,18,45,636,2983,4772,0,928,32.036750484,137.85699549
Âge,De 35 à 39 ans,98,44,2239,4261,1956,147,359,17,49,794,3699,5405,0,1032,37.079086116,178.92014499
Âge,De 40 à 44 ans,101,74,2369,5076,2602,219,459,16,58,975,4695,6205,0,1104,42.019266055,215.00091743
Âge,De 45 à 49 ans,134,55,2186,5228,3539,291,610,26,65,1252,5740,6303,0,1212,47.137258158,251.50435938
Âge,De 50 à 54 ans,183,98,2522,7316,5850,467,884,24,70,1686,8449,8871,0,1685,52.201327945,284.57413395
Âge,55 ans et plus,581,329,6008,21270,21556,2358,2532,135,515,5171,26997,27637,0,5162,59.839184391,315.91997657
Âge,35 ans et moins,231,180,8632,11811,4893,454,498,49,162,1927,9932,16767,9249,5392,26.995205813,92.638525787
Âge,36 ans et plus,1080,589,14901,42321,35155,3455,4778,215,747,9721,48906,53373,0,9984,53.543376451,282.6262967
Scolarité,Primaire,107,105,4076,3259,3020,225,525,10,159,1082,5055,6262,1454,1463,46.547760007,264.28806221
Scolarité,Secondaire I à IV,403,280,4725,18742,14678,911,2261,4,64,2328,18694,23306,2140,4618,48.98152381,266.53804762
Scolarité,Secondaire V,272,140,903,11848,8652,679,1063,6,64,2230,11478,12079,530,2948,51.097720423,233.27834614
Scolarité,Collégiale,76,43,44,4862,2418,250,263,1,26,960,3957,3999,92,1048,50.978883861,214.38851181
Scolarité,Universitaire,60,25,10,3242,1447,131,208,5,67,1217,2491,2632,4,740,53.122974819,200.05777865
Scolarité,Inconnue,393,176,13775,12179,9833,1713,956,238,529,3831,17163,21862,5029,4559,44.373017297,229.8177066
Diplôme maximum obtenu,Aucun diplôme,599,433,9230,24804,19825,1320,3073,20,255,4583,26613,32671,3808,6833,48.747031239,262.855391
Diplôme maximum obtenu,Secondaire - DES,163,74,361,8413,5216,420,596,1,33,1090,7482,7761,339,1956,49.943383848,223.95158433
Diplôme maximum obtenu,Secondaire - DEP,40,22,110,2183,1905,138,236,0,5,196,2258,2376,21,534,53.480362538,257.07747087
Diplôme maximum obtenu,Secondaire - ASP,5,5,14,211,175,12,15,0,0,23,169,268,0,44,53.803203661,251.96338673
Diplôme maximum obtenu,Collégial - AEC,11,4,1,659,466,44,38,0,1,117,627,596,3,172,52.44480785,199.08421913
Diplôme maximum obtenu,Collégial - DEC général,15,6,8,986,342,39,38,0,2,157,670,764,9,166,51.09553696,222.57112971
Diplôme maximum obtenu,Collégial - DEC professionnel,15,15,5,1092,513,53,50,0,2,160,946,797,7,271,51.467010901,188.71084337
Diplôme maximum obtenu,Universitaire - Certificat,5,3,1,384,185,20,24,0,6,93,330,292,0,86,53.334405145,206.93086817
Diplôme maximum obtenu,Universitaire - Baccalauréat,22,7,5,1300,536,50,75,1,25,437,998,997,2,320,52.758897243,183.04661654
Diplôme maximum obtenu,Universitaire - Maîtrise ou doctorat,7,5,0,223,115,11,14,0,5,133,188,187,0,63,54.104,161.89066667
