Caracteristique,Valeur,Visuel,Auditif_et_parole,Intellect_apprentissage,Sante_mentale,Physique,Autres,Conjoints_sans_CSE,Demandeurs_asile,NHC_moins_5ans,NHC_5ans_et_plus,Femmes,Hommes,Moins_de_25ans,Durcon_moins_2ans,Age_moyen,Duree_cumul_moyenne
Scolarité,Secondaire V,271,145,903,11810,8453,594,1265,4,32,2133,11551,11890,539,3051,50.467258223,227.76464315
Scolarité,Collégiale,69,42,42,4729,2366,206,276,1,19,909,3852,3878,85,1067,50.18305304,210.05821475
Scolarité,Universitaire,65,23,10,3351,1422,122,224,3,35,1165,2488,2729,3,796,52.774774775,199.11443358
Scolarité,Inconnue,457,224,15197,13327,11409,1897,1127,105,375,4063,19572,24066,5852,4934,44.762935973,229.04367753
Diplôme maximum obtenu,Aucun diplôme,619,457,9104,24966,20703,1185,3657,11,119,4461,27708,32983,3599,6803,48.639353446,258.38883854
Diplôme maximum obtenu,Secondaire - DES,149,76,347,8126,4902,363,695,0,15,939,7196,7462,323,1964,49.287897394,219.04911993
Diplôme maximum obtenu,Secondaire - DEP,38,26,116,2256,1830,116,268,0,4,179,2304,2346,34,528,52.50516129,251.88774194
Diplôme maximum obtenu,Secondaire - ASP,4,4,15,233,188,10,22,0,0,23,201,275,0,42,53.178571429,244.7605042
Diplôme maximum obtenu,Collégial - AEC,11,7,1,623,422,44,43,0,1,106,583,568,4,180,51.310165074,187.94874023
Diplôme maximum obtenu,Collégial - DEC général,30,19,8,2014,844,72,88,0,8,289,1553,1522,23,434,50.634796748,203.1095935
Diplôme maximum obtenu,Collégial - DEC professionnel,6,4,0,398,179,15,24,0,1,89,322,304,0,98,52.185303514,201.24760383
Diplôme maximum obtenu,Universitaire - Certificat,20,6,4,1316,531,40,76,1,14,399,996,997,1,319,52.756146513,184.89613648
Diplôme maximum obtenu,Universitaire - Baccalauréat,7,4,0,204,89,10,18,0,3,99,153,179,0,69,53.725903614,156.12951807
Diplôme maximum obtenu,Universitaire - Maîtrise ou Doctorat,1,0,0,5,4,0,0,0,0,3,3,7,0,1,58.1,249.8
Diplôme maximum obtenu,Inconnu,494,240,15224,15150,12407,1984,1305,108,401,4920,21071,25733,5878,5355,45.278245449,228.42314759
Durée cumulative,Premier mois,0,1,32,71,42,6,9,0,16,15,61,100,105,161,29.472049689,1
Durée cumulative,De 2 à 5 mois,9,9,168,342,234,30,64,9,97,72,335,521,539,856,30.653037383,3.5478971963
Durée cumulative,De 6 à 11 mois,11,9,281,501,372,60,74,3,89,120,492,816,862,1308,29.01911315,8.5191131498
Durée cumulative,De 12 à 23 mois,38,22,642,1046,785,104,164,8,128,300,1094,1707,1651,2801,30.651553017,17.600499821
Durée cumulative,De 24 à 47 mois,59,72,1253,2436,1838,268,354,19,178,722,2460,3820,3123,1387,33.423726115,35.719904459
Durée cumulative,De 48 à 119 mois,191,154,3577,8365,6791,848,1043,60,58,2988,8759,12210,3582,3029,38.738709524,83.987314607
Durée cumulative,120 mois et plus,1071,576,18866,42530,32037,2523,4488,21,0,7290,48889,53202,0,6251,51.494039631,295.93413719
Types de diagnostics,Visuel,1379,0,0,0,0,0,0,4,21,197,594,785,74,153,48.730964467,246.89920232
Types de diagnostics,Auditif et de la parole,0,843,0,0,0,0,0,1,16,93,444,399,85,127,46.393831554,221.46381969
Types de diagnostics,Intellectuel et d'apprentissage,0,0,24819,0,0,0,0,3,52,949,11462,13357,3662,2423,41.76135219,263.81977517
Types de diagnostics,Santé mentale,0,0,0,55291,0,0,0,25,48,4610,24246,31045,3925,6074,47.417843772,237.43513411
Types de diagnostics,Physique,0,0,0,0,42099,0,0,72,246,4228,20377,21722,1885,4966,51.067317513,234.85498468
Types de diagnostics,Autres,0,0,0,0,0,3839,0,4,7,307,1723,2116,105,1036,53.337587914,214.52696015
Types de diagnostics,Conjoints sans contraintes sévères,0,0,0,0,0,0,6196,11,176,1123,3244,2952,126,1014,50.819238218,217.50112976
Région,01 - Bas-Saint-Laurent,30,17,906,1689,1411,81,282,0,0,22,2083,2333,216,439,49.880434783,263.62001812
Région,02 - Saguenay - Lac-St-Jean,41,25,1046,1832,1746,84,286,0,0,29,2455,2605,328,511,48.149802372,265.12114625
Région,03 - Capitale-Nationale,120,62,1561,4710,2742,218,329,0,35,276,4431,5311,599,999,48.802812564,254.15561486
Région,04 - Mauricie,61,36,1058,2627,1955,112,321,0,5,85,2894,3276,366,553,48.868233387,260.54100486
Région,05 - Estrie,59,38,1226,2629,1950,144,329,0,38,237,2934,3441,446,645,47.998588235,241.20015686
Région,06 - Île-de-Montréal,392,259,4014,15246,10770,607,1519,108,299,7772,14807,18000,2103,3885,48.486694913,226.1703295
Région,07 - Outaouais,58,42,1116,2316,1948,180,335,1,24,264,2824,3171,411,683,47.530442035,229.36597164
Région,08 - Abitibi-Témiscamingue,30,18,537,836,831,65,130,0,0,13,1151,1296,163,258,48.584389048,254.12423376
Région,09 - Côte-Nord,15,9,267,429,451,29,53,0,0,7,597,656,106,129,47.90103751,260.31683958
Région,10 - Nord-du-Québec,6,1,52,132,116,14,9,0,0,2,126,204,41,69,41.475757576,179.08484848
Région,11 - Gaspésie - Îles-de-la-Madeleine,30,13,489,794,873,67,200,0,0,10,1157,1309,127,226,49.622060016,269.01054339
Région,12 - Chaudières-Appalaches,47,25,1261,2144,1703,141,224,0,0,52,2596,2949,404,597,47.715960325,242.27826871
Région,13 - Laval,49,38,883,1792,1445,82,218,0,101,858,2142,2365,506,632,45.891723985,200.16130464
Région,14 - Lanaudière,71,37,1283,2378,2247,171,316,0,5,164,3114,3389,697,684,46.137782562,225.66384746
Région,15 - Laurentides,57,42,1479,3174,2561,203,425,0,6,177,3726,4215,736,895,46.709356504,226.35499307
Région,16 - Montérégie,221,141,3861,7971,6837,348,964,1,34,1048,9693,10650,1908,2487,46.377623753,223.27960478
Région,17 - Centre-du-Québec,58,28,808,1646,1429,141,218,0,7,70,2049,2279,281,409,48.285582255,242.87615527
Région,99 - Central,34,12,2972,2946,1084,1152,38,10,12,421,3311,4927,424,1692,48.775309541,311.37084244
