Caracteristique,Valeur,Visuel,Auditif_et_parole,Intellect_apprentissage,Sante_mentale,Physique,Autres,Conjoints_sans_CSE,Demandeurs_asile,NHC_moins_5ans,NHC_5ans_et_plus,Femmes,Hommes,Moins_de_25ans,Durcon_moins_2ans,Age_moyen,Duree_cumul_moyenne
Situation familiale,Personnes seules,1156,681,23559,51464,35916,3414,0,92,241,8387,51595,64595,9544,13306,47.52445133,241.92694724
Situation familiale,Couples sans enfants,106,55,782,1802,3194,314,4377,19,176,1208,5339,5291,121,1388,53.889463782,257.38570085
Situation familiale,Familles monoparentales,55,61,248,1459,1887,55,0,6,16,673,3206,559,73,438,44.631341301,194.29561753
Situation familiale,Couples avec enfants,61,46,230,553,1087,56,1819,3,129,1231,1934,1918,124,653,44.181204569,176.73883697
Situation familiale,Conjoint d'étudiant,1,0,0,13,15,0,0,0,4,8,16,13,0,8,39.75862069,120
Sexe,Hommes,785,399,13357,31045,21722,2116,2952,64,227,5953,0,72376,6295,9316,46.705123245,228.97420416
Sexe,Femmes,594,444,11462,24246,20377,1723,3244,56,339,5554,62090,0,3567,6477,49.182750846,252.68265421
Âge,Moins de 20 ans,13,13,869,1045,356,18,11,1,17,123,795,1530,2325,2279,18.55483871,11.732473118
Âge,De 20 à 24 ans,61,72,2793,2880,1529,87,115,3,39,447,2772,4765,7537,1324,22.055194374,46.553005174
Âge,De 25 à 29 ans,71,57,2647,2940,1495,90,172,5,32,493,2853,4619,0,930,26.95637045,92.777569593
Âge,De 30 à 34 ans,90,57,2314,3607,1602,103,290,8,46,654,3124,4939,0,938,32.050229443,135.49832569
Âge,De 35 à 39 ans,84,78,2380,4526,2166,130,416,4,65,789,4013,5767,0,1044,37.052760736,175.62811861
Âge,De 40 à 44 ans,124,59,2310,4610,2587,211,505,9,54,984,4666,5740,0,1048,41.994714588,214.48923698
Âge,De 45 à 49 ans,144,70,2462,5738,4076,312,767,12,31,1303,6481,7088,0,1315,47.134424055,251.3541897
Âge,De 50 à 54 ans,244,114,3191,9067,7471,678,1155,12,32,1819,10604,11316,0,2093,52.183120438,284.99114964
Âge,55 ans et plus,548,323,5853,20878,20817,2210,2765,66,250,4895,26782,26612,0,4822,59.596284227,308.8389894
Âge,35 ans et moins,252,212,9102,11280,5388,320,652,19,146,1859,10269,16937,9862,5659,26.925090054,90.329596413
Âge,36 ans et plus,1127,631,15717,44011,36711,3519,5544,101,420,9648,51821,55439,0,10134,53.156470259,277.86496364
Scolarité,Primaire,112,112,4027,3297,3371,216,627,4,75,1014,5385,6377,1194,1423,47.806580514,271.92407754
Scolarité,Secondaire I à IV,405,297,4640,18777,15078,804,2677,3,30,2223,19242,23436,2189,4522,48.553751347,259.29900651
