Caracteristique,Valeur,Visuel,Auditif_et_parole,Intellect_apprentissage,Sante_mentale,Physique,Autres,Conjoints_sans_CSE,Demandeurs_asile,NHC_moins_5ans,NHC_5ans_et_plus,Femmes,Hommes,Moins_de_25ans,Durcon_moins_2ans,Age_moyen,Duree_cumul_moyenne
Situation familiale,Personnes seules,1129,637,22490,50926,34961,3480,0,155,372,8656,50052,63571,9069,13214,47.71751318,244.69716519
Situation familiale,Couples sans enfants,94,52,758,1601,2914,266,3839,55,356,1135,4778,4746,85,1360,54.614447711,261.77782444
Situation familiale,Familles monoparentales,48,45,251,1312,1760,60,0,10,22,625,2950,526,48,447,44.924626007,196.70857307
Situation familiale,Couples avec enfants,61,36,204,493,967,46,1607,24,144,1249,1717,1697,85,564,45.005272408,174.66930287
Situation familiale,Conjoint d'étudiant,0,0,1,5,14,0,0,0,4,6,8,12,1,7,47.35,113.35
Sexe,Hommes,769,368,12695,31220,20852,2100,2548,137,364,6050,0,70552,6015,9297,46.932659599,232.63349019
Sexe,Femmes,563,402,11009,23117,19764,1752,2898,107,534,5621,59505,0,3273,6295,49.433072851,254.86912024
Âge,Moins de 20 ans,14,9,673,1014,291,89,5,2,16,123,698,1397,2095,2047,18.566109785,11.781384248
Âge,De 20 à 24 ans,49,44,2498,3254,1196,74,78,11,46,465,2575,4618,7193,1180,22.056443765,47.007229251
Âge,De 25 à 29 ans,60,56,2774,3194,1591,106,134,8,40,535,3031,4884,0,977,26.98888187,94.454579912
Âge,De 30 à 34 ans,83,58,2306,3434,1525,101,232,17,38,642,3011,4728,0,876,32.058405479,137.62449929
Âge,De 35 à 39 ans,105,49,2283,4309,1984,138,361,17,58,784,3712,5517,0,1028,37.091559216,178.27229386
Âge,De 40 à 44 ans,104,73,2338,5009,2625,223,482,20,61,981,4768,6086,0,1085,42.024138566,213.99649899
Âge,De 45 à 49 ans,133,57,2203,5278,3631,277,639,21,55,1276,5809,6409,0,1254,47.161237518,250.77312162
Âge,De 50 à 54 ans,192,89,2597,7544,6062,482,938,21,62,1718,8733,9171,0,1754,52.221347185,284.6437109
