Caracteristique,Valeur,Visuel,Auditif_et_parole,Intellect_apprentissage,Sante_mentale,Physique,Autres,Conjoints_sans_CSE,Demandeurs_asile,NHC_moins_5ans,NHC_5ans_et_plus,Femmes,Hommes,Moins_de_25ans,Durcon_moins_2ans,Age_moyen,Duree_cumul_moyenne
Âge,55 ans et plus,592,335,6032,21301,21711,2362,2577,127,522,5147,27168,27742,0,5391,59.803460208,314.6067383
Âge,35 ans et moins,232,179,8693,11685,4951,395,519,40,159,1914,9973,16681,9288,5286,26.982254071,91.96023111
Âge,36 ans et plus,1100,591,15011,42652,35665,3457,4927,204,739,9757,49532,53871,0,10306,53.51414369,281.69044418
Scolarité,Primaire,109,103,4083,3264,3090,221,534,8,161,1067,5093,6311,1424,1529,46.759382673,265.15985619
Scolarité,Secondaire I à IV,404,278,4689,18749,14817,880,2331,4,72,2324,18857,23291,2118,4533,48.979429629,265.75533833
Scolarité,Secondaire V,267,135,915,11826,8721,663,1102,7,65,2208,11523,12106,532,3012,51.063100427,232.6612637
Scolarité,Collégiale,76,43,42,4886,2477,238,272,1,26,962,4006,4028,102,1135,50.840303709,212.7931292
Scolarité,Universitaire,61,24,9,3264,1438,136,212,4,59,1211,2508,2636,5,726,53.041990669,199.42923795
Scolarité,Inconnue,415,187,13966,12348,10073,1714,995,220,515,3899,17518,22180,5107,4657,44.516348431,229.7548743
Diplôme maximum obtenu,Aucun diplôme,600,425,9214,24826,20069,1271,3163,19,268,4550,26842,32726,3752,6797,48.788460247,262.46514907
Diplôme maximum obtenu,Secondaire - DES,159,74,357,8380,5270,413,618,1,31,1072,7499,7772,347,2026,49.866544431,222.65542532
Diplôme maximum obtenu,Secondaire - DEP,40,21,113,2191,1904,140,245,0,4,204,2274,2380,23,568,53.362698754,256.72110013
Diplôme maximum obtenu,Secondaire - ASP,6,5,14,215,174,14,16,0,0,24,176,268,0,45,53.867117117,250.62837838
Diplôme maximum obtenu,Collégial - AEC,10,5,1,660,463,43,33,0,0,111,627,588,4,191,52.331687243,196.99259259
Diplôme maximum obtenu,Collégial - DEC général,13,6,8,1000,349,34,38,0,4,154,675,773,12,175,50.922651934,221.8211326
Diplôme maximum obtenu,Collégial - DEC professionnel,17,14,5,1084,529,48,53,0,2,163,953,797,9,293,51.399428571,186.66285714
Diplôme maximum obtenu,Universitaire - Certificat,6,4,0,392,179,19,21,0,4,95,332,289,1,82,53.280193237,206.31400966
Diplôme maximum obtenu,Universitaire - Baccalauréat,20,5,4,1318,516,52,75,1,24,427,993,997,2,306,52.739698492,184.31356784
Diplôme maximum obtenu,Universitaire - Maîtrise ou doctorat,8,6,0,215,114,12,18,0,5,133,184,189,0,75,54.026809651,158.31367292
Diplôme maximum obtenu,Inconnu,453,205,13988,14056,11049,1806,1166,223,556,4738,18950,23773,5138,5034,45.110104627,229.3104885
Durée cumulative,Premier mois,2,0,32,53,25,14,7,3,4,15,44,89,94,133,28.526315789,1
Durée cumulative,De 2 à 5 mois,10,3,127,329,180,55,52,25,60,66,291,465,508,756,29.21031746,3.5833333333
Durée cumulative,De 6 à 11 mois,12,11,230,428,281,90,68,37,76,133,439,681,680,1120,30.683928571,8.5339285714
Durée cumulative,De 12 à 23 mois,33,24,491,1086,770,149,151,58,178,321,1080,1624,1507,2704,32.785133136,17.730029586
Durée cumulative,De 24 à 47 mois,64,48,1131,2507,1899,276,368,51,520,716,2567,3726,3018,1359,35.011918004,35.53805816
Durée cumulative,De 48 à 119 mois,177,140,3516,8474,6451,856,940,48,60,2840,8541,12013,3481,3046,38.580616912,84.423567189
Durée cumulative,120 mois et plus,1034,544,18177,41460,31010,2412,3860,22,0,7580,46543,51954,0,6474,51.681756805,300.10579002
Types de diagnostics,Visuel,1332,0,0,0,0,0,0,7,34,193,563,769,63,154,49.463213213,251.49249249
Types de diagnostics,Auditif et de la parole,0,770,0,0,0,0,0,6,20,98,402,368,53,113,47.862337662,230.47532468
Types de diagnostics,Intellectuel et d'apprentissage,0,0,23704,0,0,0,0,5,65,1033,11009,12695,3171,2373,42.001856227,268.67385251
Types de diagnostics,Santé mentale,0,0,0,54337,0,0,0,41,71,4736,23117,31220,4268,6174,47.271674918,239.23575096
Types de diagnostics,Physique,0,0,0,0,40616,0,0,146,447,4187,19764,20852,1487,4584,51.716564901,239.20144771
Types de diagnostics,Autres,0,0,0,0,0,3852,0,2,8,321,1752,2100,163,1280,53.091381101,203.74896158
Types de diagnostics,Conjoints sans contraintes sévères,0,0,0,0,0,0,5446,37,253,1103,2898,2548,83,914,51.547557841,219.98641205
Région,01 - Bas-Saint-Laurent,28,17,822,1604,1286,86,207,0,1,25,1881,2169,213,447,50.049135802,269.88296296
Région,02 - Saguenay - Lac-St-Jean,37,25,985,1774,1623,100,231,0,0,23,2295,2480,293,464,48.435183246,268.41905759
Région,03 - Capitale-Nationale,106,51,1451,4505,2573,218,255,0,38,297,4058,5101,578,956,48.889180041,257.53160825
Région,04 - Mauricie,56,32,1022,2556,1875,115,252,0,2,94,2779,3129,322,529,48.982566012,266.07278267
Région,05 - Estrie,57,32,1183,2599,1822,142,299,0,36,250,2811,3323,391,634,48.425334203,247.81953049
Région,06 - Île-de-Montréal,378,253,3919,14767,10291,588,1481,236,403,7707,14098,17579,2066,3692,48.727373173,227.76048868
Région,07 - Outaouais,58,35,1054,2353,1936,180,287,0,38,290,2764,3139,360,613,47.939691682,232.22242927
Région,08 - Abitibi-Témiscamingue,26,13,503,774,780,58,101,0,0,10,1056,1199,140,247,49.064745011,262.32195122
Région,09 - Côte-Nord,15,9,250,422,415,22,54,0,0,11,556,631,75,113,48.789385004,272.04802022
Région,10 - Nord-du-Québec,6,1,50,133,118,13,11,0,0,2,128,204,42,62,41.945783133,186.22891566
Région,11 - Gaspésie - Îles-de-la-Madeleine,29,12,446,755,815,63,146,0,0,12,1069,1197,122,221,49.854810238,273.5
Région,12 - Chaudières-Appalaches,42,27,1213,2028,1598,141,184,0,2,62,2454,2779,350,603,47.921842156,246.26428435
Région,13 - Laval,59,38,897,1805,1530,87,244,2,299,882,2213,2447,491,671,46.840128755,197.84570815
Région,14 - Lanaudière,68,41,1270,2421,2320,195,309,0,7,186,3127,3497,672,778,46.390398551,228.52883454
Région,15 - Laurentides,56,31,1449,3204,2617,206,344,0,9,203,3692,4215,716,862,46.869609207,228.53496901
Région,16 - Montérégie,228,116,3732,8187,6598,402,825,0,44,1081,9513,10575,1796,2310,46.713659896,228.88062525
Région,17 - Centre-du-Québec,52,22,742,1639,1393,140,181,0,6,67,1947,2222,253,388,48.448548813,246.37419045
Région,99 - Central,31,15,2716,2811,1026,1096,35,6,13,469,3064,4666,408,2002,48.543984476,312.44993532
