Caracteristique,Valeur,Visuel,Auditif_et_parole,Intellect_apprentissage,Sante_mentale,Physique,Autres,Conjoints_sans_CSE,Demandeurs_asile,NHC_moins_5ans,NHC_5ans_et_plus,Femmes,Hommes,Moins_de_25ans,Durcon_moins_2ans,Age_moyen,Duree_cumul_moyenne
Situation familiale,Personnes seules,1164,682,23366,51454,35891,3353,0,97,295,8467,51401,64509,9463,13080,47.580907601,242.57947546
Situation familiale,Couples sans enfants,107,53,775,1755,3132,307,4297,20,242,1207,5234,5192,125,1431,54.023594859,255.53779014
Situation familiale,Familles monoparentales,56,63,249,1480,1927,62,0,4,12,682,3260,577,75,479,44.691164973,194.25201981
Situation familiale,Couples avec enfants,63,39,217,542,1082,55,1800,6,145,1245,1906,1892,112,684,44.281463928,174.46445498
Situation familiale,Conjoint d'étudiant,0,0,0,8,13,0,0,0,1,10,12,9,0,6,43.80952381,105.80952381
Sexe,Hommes,793,394,13200,31184,21665,2078,2865,66,275,6023,0,72179,6227,9203,46.785228391,229.69843029
Sexe,Femmes,597,443,11407,24055,20380,1699,3232,61,420,5588,61813,0,3548,6477,49.213320822,252.57476583
Âge,Moins de 20 ans,13,10,844,1080,339,15,8,1,17,121,798,1511,2309,2240,18.549155479,11.680814205
Âge,De 20 à 24 ans,61,68,2717,2964,1461,86,109,3,39,453,2750,4716,7466,1322,22.051165283,46.409991964
Âge,De 25 à 29 ans,69,54,2697,2983,1540,91,169,8,35,512,2939,4664,0,922,26.961857162,92.656451401
Âge,De 30 à 34 ans,90,60,2298,3570,1561,98,281,7,45,651,3070,4888,0,916,32.041216386,135.9825333
Âge,De 35 à 39 ans,91,71,2351,4501,2163,113,425,8,66,795,3992,5723,0,1049,37.046834792,175.66834792
Âge,De 40 à 44 ans,117,67,2339,4703,2589,216,496,7,62,972,4689,5838,0,1074,41.989170704,213.64111333
Âge,De 45 à 49 ans,144,67,2366,5632,4036,303,742,11,37,1325,6355,6935,0,1334,47.132656132,249.96230248
Âge,De 50 à 54 ans,240,111,3082,8735,7205,635,1142,12,42,1833,10206,10944,0,1972,52.207612293,285.61943262
Âge,55 ans et plus,565,329,5913,21071,21151,2220,2725,70,352,4949,27014,26960,0,4851,59.639474562,309.6538148
Âge,35 ans et moins,252,202,9028,11428,5304,314,640,20,153,1885,10311,16857,9775,5608,26.927230565,90.301678445
Âge,36 ans et plus,1138,635,15579,43811,36741,3463,5457,107,542,9726,51502,55322,0,10072,53.240610724,278.38773122
