Caracteristique,Valeur,Visuel,Auditif_et_parole,Intellect_apprentissage,Sante_mentale,Physique,Autres,Conjoints_sans_CSE,Demandeurs_asile,NHC_moins_5ans,NHC_5ans_et_plus,Femmes,Hommes,Moins_de_25ans,Durcon_moins_2ans,Age_moyen,Duree_cumul_moyenne
Types de diagnostics,Visuel,1384,0,0,0,0,0,0,4,19,198,589,795,71,138,48.690028902,246.09537572
Types de diagnostics,Auditif et de la parole,0,854,0,0,0,0,0,1,16,96,449,405,84,135,46.545667447,219.98360656
Types de diagnostics,Intellectuel et d'apprentissage,0,0,24773,0,0,0,0,1,41,946,11456,13317,3698,2325,41.696564808,262.64360392
Types de diagnostics,Santé mentale,0,0,0,54918,0,0,0,26,39,4565,24188,30730,3808,5829,47.481026257,237.47366984
Types de diagnostics,Physique,0,0,0,0,41909,0,0,79,200,4182,20254,21655,1888,4820,51.008518457,234.64716409
Types de diagnostics,Autres,0,0,0,0,0,3798,0,5,6,308,1706,2092,98,965,53.386519221,208.86150606
Types de diagnostics,Conjoints sans contraintes sévères,0,0,0,0,0,0,6269,4,170,1132,3294,2975,113,995,50.750677939,217.33849099
Région,01 - Bas-Saint-Laurent,32,18,910,1700,1401,85,289,0,0,24,2089,2346,216,431,49.916121759,263.17677565
Région,02 - Saguenay - Lac-St-Jean,42,25,1048,1806,1742,86,287,0,1,26,2450,2586,325,501,48.118347895,264.02799841
Région,03 - Capitale-Nationale,123,66,1566,4691,2759,223,344,0,34,277,4449,5323,580,1021,48.78745395,253.06917724
Région,04 - Mauricie,60,37,1064,2623,1941,118,321,0,5,86,2893,3271,367,565,48.891628812,259.4367294
Région,05 - Estrie,59,39,1229,2619,1938,142,332,0,32,229,2934,3424,444,605,47.92293174,241.96508336
Région,06 - Île-de-Montréal,403,265,4003,15201,10797,633,1530,106,276,7748,14834,17998,2079,3825,48.510629873,225.73498416
Région,07 - Outaouais,58,42,1115,2279,1943,172,347,0,21,264,2800,3156,411,671,47.430490262,228.62944929
Région,08 - Abitibi-Témiscamingue,29,19,534,836,835,67,132,0,0,12,1153,1299,163,264,48.573409462,253.81484502
Région,09 - Côte-Nord,15,9,263,432,456,28,48,0,0,7,593,658,109,132,47.903277378,259.068745
Région,10 - Nord-du-Québec,6,1,51,128,114,13,10,0,0,2,124,199,37,82,41.229102167,178.01547988
Région,11 - Gaspésie - Îles-de-la-Madeleine,32,11,494,798,880,73,199,0,0,10,1176,1311,129,229,49.785685565,268.07800563
Région,12 - Chaudières-Appalaches,46,25,1266,2120,1698,150,235,0,0,50,2598,2942,407,575,47.820938628,242.26209386
Région,13 - Laval,47,43,872,1767,1399,86,220,0,57,851,2111,2323,515,599,45.706811006,201.5
Région,14 - Lanaudière,69,35,1280,2340,2223,172,313,0,5,162,3069,3363,685,683,46.146766169,225.69838308
Région,15 - Laurentides,56,42,1480,3139,2516,211,419,0,5,168,3687,4176,708,842,46.817372504,227.69464581
Région,16 - Montérégie,215,134,3878,7907,6778,344,973,1,35,1015,9686,10543,1875,2372,46.405506945,223.86450146
Région,17 - Centre-du-Québec,59,31,817,1650,1434,143,232,0,10,69,2076,2290,283,389,48.243930371,242.55061842
Région,99 - Central,33,12,2903,2882,1055,1052,38,13,10,427,3214,4761,427,1421,48.464576803,307.18583072
