Caracteristique,Valeur,Visuel,Auditif_et_parole,Intellect_apprentissage,Sante_mentale,Physique,Autres,Conjoints_sans_CSE,Demandeurs_asile,NHC_moins_5ans,NHC_5ans_et_plus,Femmes,Hommes,Moins_de_25ans,Durcon_moins_2ans,Age_moyen,Duree_cumul_moyenne
Situation familiale,Personnes seules,1163,691,23507,51096,35730,3353,0,95,201,8296,51416,64124,9463,12777,47.512428596,241.35483815
Situation familiale,Couples sans enfants,103,57,789,1827,3220,330,4454,12,143,1248,5416,5364,108,1342,53.860296846,257.7025974
Situation familiale,Familles monoparentales,57,61,244,1431,1858,60,0,8,15,662,3158,553,71,436,44.65292374,194.50767987
Situation familiale,Couples avec enfants,60,45,232,553,1084,55,1815,5,128,1214,1930,1914,118,645,44.013007284,175.97502601
Situation familiale,Conjoint d'étudiant,1,0,1,11,17,0,0,0,4,7,16,14,0,7,39.666666667,121.73333333
Sexe,Hommes,795,405,13317,30730,21655,2092,2975,64,198,5905,0,71969,6187,9011,46.701677111,228.5553919
Sexe,Femmes,589,449,11456,24188,20254,1706,3294,56,293,5522,61936,0,3573,6196,49.1670434,252.15039718
Âge,Moins de 20 ans,14,13,921,976,365,20,13,1,15,130,815,1507,2322,2272,18.555124892,11.773471146
Âge,De 20 à 24 ans,57,71,2777,2832,1523,78,100,2,35,443,2758,4680,7438,1283,22.060903469,46.593035762
Âge,De 25 à 29 ans,80,57,2599,2893,1476,90,187,4,32,495,2814,4568,0,897,26.966404768,92.684502845
Âge,De 30 à 34 ans,84,57,2327,3581,1602,97,291,7,41,629,3118,4921,0,901,32.066799353,135.77546959
Âge,De 35 à 39 ans,89,74,2384,4457,2168,131,431,5,61,789,3974,5760,0,1012,37.041195809,175.38504212
Âge,De 40 à 44 ans,120,58,2305,4525,2574,207,500,11,48,953,4629,5660,0,1005,42.005831471,214.71552143
Âge,De 45 à 49 ans,149,80,2474,5823,4149,321,786,13,37,1324,6562,7220,0,1351,47.137643303,250.91452619
Âge,De 50 à 54 ans,247,117,3216,9217,7468,676,1184,13,33,1801,10698,11427,0,2002,52.166644068,284.67746893
Âge,55 ans et plus,544,327,5770,20614,20584,2178,2777,64,189,4863,26568,26226,0,4484,59.583721635,307.67697087
Âge,35 ans et moins,253,213,9115,11080,5385,306,660,17,135,1852,10229,16783,9760,5548,26.955057012,90.513586554
Âge,36 ans et plus,1131,641,15658,43838,36524,3492,5609,103,356,9575,51707,55186,0,9659,53.120157541,277.11016624
Scolarité,Primaire,111,120,3984,3280,3411,221,632,4,48,1012,5403,6356,1155,1359,47.939450634,272.69495705
Scolarité,Secondaire I à IV,412,299,4613,18578,14979,789,2694,4,29,2193,19147,23217,2156,4458,48.534510433,258.67512511
Scolarité,Secondaire V,265,143,890,11674,8299,592,1275,3,30,2096,11405,11733,513,2896,50.517201141,228.23130781
Scolarité,Collégiale,72,39,41,4662,2313,205,275,1,17,887,3772,3835,80,987,50.133298278,209.67161825
Scolarité,Universitaire,65,25,8,3318,1387,128,230,2,37,1134,2458,2703,3,780,52.662274753,199.15655881
Scolarité,Inconnue,459,228,15237,13406,11520,1863,1163,106,330,4105,19751,24125,5853,4727,44.772221716,227.85399763
Diplôme maximum obtenu,Aucun diplôme,621,467,9022,24719,20631,1158,3689,11,92,4401,27616,32691,3523,6616,48.653672045,258.18178653
Diplôme maximum obtenu,Secondaire - DES,149,76,347,8024,4798,374,683,0,16,920,7087,7364,304,1879,49.334924919,219.37083939
Diplôme maximum obtenu,Secondaire - DEP,37,26,117,2232,1774,119,281,0,1,181,2265,2321,30,514,52.493240297,252.17248147
Diplôme maximum obtenu,Secondaire - ASP,4,4,13,236,190,12,24,0,0,24,206,277,1,42,53.221532091,242.27329193
Diplôme maximum obtenu,Collégial - AEC,11,6,1,598,414,44,39,0,1,99,562,551,4,168,51.520215633,188.36747529
Diplôme maximum obtenu,Collégial - DEC général,30,17,7,1987,817,73,84,0,7,277,1505,1510,23,377,50.615588723,204.07993367
Diplôme maximum obtenu,Collégial - DEC professionnel,5,4,0,393,173,19,24,0,2,86,317,301,0,100,52.226537217,198.73139159
Diplôme maximum obtenu,Universitaire - Certificat,21,6,3,1295,517,45,79,1,14,395,981,985,1,317,52.62207528,185.06358087
Diplôme maximum obtenu,Universitaire - Baccalauréat,8,5,0,197,85,10,19,0,4,92,145,179,0,64,53.839506173,159.96604938
Diplôme maximum obtenu,Universitaire - Maîtrise ou Doctorat,1,0,0,5,4,0,0,0,0,3,3,7,0,1,57.4,245.8
Diplôme maximum obtenu,Inconnu,497,243,15263,15232,12506,1944,1347,108,354,4949,21249,25783,5874,5129,45.268115326,227.21593808
Durée cumulative,Premier mois,2,1,29,77,35,5,16,1,14,14,64,101,106,165,29.206060606,1
Durée cumulative,De 2 à 5 mois,4,4,185,313,214,37,46,2,47,78,294,509,576,803,27.276463263,3.5803237858
Durée cumulative,De 6 à 11 mois,10,10,300,438,317,47,66,4,73,124,460,728,788,1188,28.682659933,8.5311447811
Durée cumulative,De 12 à 23 mois,38,31,631,1076,788,117,176,6,119,299,1149,1708,1656,2857,30.727686384,17.562828141
Durée cumulative,De 24 à 47 mois,57,59,1197,2359,1854,290,333,20,173,694,2375,3774,3048,1327,33.530330135,35.566758823
Durée cumulative,De 48 à 119 mois,194,168,3627,8278,6735,842,1100,64,65,2944,8750,12194,3586,2944,38.818325057,83.778456837
Durée cumulative,120 mois et plus,1079,581,18804,42377,31966,2460,4532,23,0,7274,48844,52955,0,5923,51.459326712,294.9870038
