Caracteristique,Valeur,Visuel,Auditif_et_parole,Intellect_apprentissage,Sante_mentale,Physique,Autres,Conjoints_sans_CSE,Demandeurs_asile,NHC_moins_5ans,NHC_5ans_et_plus,Femmes,Hommes,Moins_de_25ans,Durcon_moins_2ans,Age_moyen,Duree_cumul_moyenne
Situation familiale,Personnes seules,1155,680,23503,51401,35906,3447,0,93,226,8361,51533,64559,9518,13230,47.536953451,241.70082348
Situation familiale,Couples sans enfants,106,58,786,1810,3169,321,4394,19,170,1201,5344,5300,115,1382,53.833615182,257.51540774
Situation familiale,Familles monoparentales,56,63,249,1448,1863,58,0,6,16,666,3183,554,74,428,44.597538132,194.28445277
Situation familiale,Couples avec enfants,63,45,234,552,1089,55,1814,5,132,1227,1935,1917,121,656,44.177829699,175.9325026
Situation familiale,Conjoint d'étudiant,1,0,0,9,15,0,0,0,4,5,13,12,0,4,38.32,119.6
Sexe,Hommes,790,402,13325,30999,21714,2143,2969,67,219,5935,0,72342,6257,9285,46.711357165,228.74688286
Sexe,Femmes,591,444,11447,24221,20328,1738,3239,56,329,5525,62008,0,3571,6415,49.191459167,252.53583409
Âge,Moins de 20 ans,13,14,885,1014,359,18,11,1,17,125,791,1523,2314,2261,18.560933449,11.799481417
Âge,De 20 à 24 ans,61,71,2785,2876,1527,86,108,2,38,450,2780,4734,7514,1325,22.055629492,46.54311951
Âge,De 25 à 29 ans,71,55,2623,2941,1496,88,180,5,31,492,2829,4625,0,929,26.96579018,92.805205259
Âge,De 30 à 34 ans,90,55,2310,3591,1600,98,292,8,48,647,3102,4934,0,921,32.059233449,135.35502738
Âge,De 35 à 39 ans,88,77,2370,4508,2152,130,420,7,66,784,4002,5743,0,1013,37.040020523,175.66875321
Âge,De 40 à 44 ans,124,61,2314,4609,2587,215,501,11,55,980,4652,5759,0,1058,41.997790798,214.53164922
Âge,De 45 à 49 ans,147,74,2462,5739,4087,318,774,11,32,1300,6491,7110,0,1321,47.136092934,250.97139916
Âge,De 50 à 54 ans,241,115,3183,9087,7456,694,1160,14,32,1817,10609,11327,0,2091,52.175464989,284.36132385
Âge,55 ans et plus,546,324,5840,20855,20778,2234,2762,64,229,4865,26752,26587,0,4781,59.587487579,308.48242374
Âge,35 ans et moins,254,210,9099,11231,5388,312,654,19,145,1863,10226,16922,9828,5611,26.939627229,90.427176956
Âge,36 ans et plus,1127,636,15673,43989,36654,3569,5554,104,403,9597,51782,55420,0,10089,53.152926251,277.53523255
Scolarité,Primaire,112,115,4008,3292,3388,219,624,4,68,1022,5371,6387,1182,1412,47.883738731,272.21908488
Scolarité,Secondaire I à IV,407,295,4616,18762,15045,811,2667,3,28,2208,19195,23408,2186,4517,48.566368566,259.18874258
Scolarité,Secondaire V,267,143,905,11784,8419,598,1268,4,33,2116,11514,11870,538,3034,50.482552172,227.73426274
Scolarité,Collégiale,69,44,42,4716,2354,210,275,1,18,902,3827,3883,87,1046,50.157976654,209.97496757
Scolarité,Universitaire,69,23,10,3353,1403,127,228,2,34,1160,2486,2727,3,802,52.701899098,198.70880491
Scolarité,Inconnue,457,226,15191,13313,11433,1916,1146,109,367,4052,19615,24067,5832,4889,44.765120645,228.56474063
Diplôme maximum obtenu,Aucun diplôme,618,457,9060,24946,20683,1191,3639,11,109,4435,27639,32955,3591,6774,48.66221078,258.35714757
Diplôme maximum obtenu,Secondaire - DES,148,76,351,8102,4879,369,698,0,17,934,7168,7455,317,1952,49.306366683,219.0398687
Diplôme maximum obtenu,Secondaire - DEP,38,26,116,2254,1820,122,273,0,4,183,2300,2349,33,532,52.505915251,251.72187567
Diplôme maximum obtenu,Secondaire - ASP,4,4,14,231,189,11,25,0,0,23,201,277,0,41,53.10041841,244.07112971
Diplôme maximum obtenu,Collégial - AEC,11,7,1,619,420,42,45,0,1,108,580,565,2,182,51.438427948,187.55545852
Diplôme maximum obtenu,Collégial - DEC général,30,20,7,2008,831,73,86,0,8,285,1530,1525,24,419,50.606546645,203.57119476
Diplôme maximum obtenu,Collégial - DEC professionnel,6,4,0,399,178,19,23,0,1,87,323,306,0,108,52.220985692,199.56438792
Diplôme maximum obtenu,Universitaire - Certificat,21,6,4,1311,525,42,80,1,14,405,993,996,1,317,52.634992459,184.36551031
Diplôme maximum obtenu,Universitaire - Baccalauréat,8,4,0,203,91,11,18,0,3,97,151,184,0,70,53.650746269,156.65074627
Diplôme maximum obtenu,Universitaire - Maîtrise ou Doctorat,1,0,0,5,4,0,0,0,0,3,3,7,0,1,57.7,248.8
Diplôme maximum obtenu,Inconnu,496,242,15219,15142,12422,2001,1321,111,391,4900,21120,25723,5860,5304,45.273402643,227.96488269
Durée cumulative,Premier mois,1,2,31,67,32,10,13,1,28,9,62,94,100,156,32.128205128,1
Durée cumulative,De 2 à 5 mois,9,9,169,336,218,27,51,7,66,74,301,518,544,819,28.7997558,3.5665445665
Durée cumulative,De 6 à 11 mois,9,5,282,496,366,65,74,5,93,117,483,814,842,1297,29.173477255,8.501156515
Durée cumulative,De 12 à 23 mois,38,25,640,1043,789,113,167,6,118,298,1119,1696,1662,2815,30.686323268,17.63268206
Durée cumulative,De 24 à 47 mois,63,69,1238,2435,1836,280,349,22,185,705,2445,3825,3088,1376,33.539393939,35.705741627
Durée cumulative,De 48 à 119 mois,190,158,3585,8322,6794,868,1073,60,58,2984,8754,12236,3592,3012,38.800428776,83.989375893
Durée cumulative,120 mois et plus,1071,578,18827,42521,32007,2518,4481,22,0,7273,48844,53159,0,6225,51.487946433,295.64520651
Types de diagnostics,Visuel,1381,0,0,0,0,0,0,4,23,196,591,790,74,147,48.663287473,245.90441709
Types de diagnostics,Auditif et de la parole,0,846,0,0,0,0,0,1,17,94,444,402,85,131,46.504728132,221.24113475
Types de diagnostics,Intellectuel et d'apprentissage,0,0,24772,0,0,0,0,3,48,944,11447,13325,3670,2371,41.755328597,263.67382529
Types de diagnostics,Santé mentale,0,0,0,55220,0,0,0,26,48,4592,24221,30999,3890,6049,47.44268381,237.3227816
Types de diagnostics,Physique,0,0,0,0,42042,0,0,75,228,4208,20328,21714,1886,4915,51.051948052,234.82917083
Types de diagnostics,Autres,0,0,0,0,0,3881,0,4,6,310,1738,2143,104,1068,53.398093275,212.13398609
Types de diagnostics,Conjoints sans contraintes sévères,0,0,0,0,0,0,6208,10,178,1116,3239,2969,119,1019,50.772873711,217.10905284
Région,01 - Bas-Saint-Laurent,30,18,906,1692,1408,83,282,0,0,23,2077,2342,213,436,49.903598099,263.80040733
Région,02 - Saguenay - Lac-St-Jean,41,25,1047,1827,1737,88,287,0,1,28,2449,2603,322,504,48.193190816,264.79136975
Région,03 - Capitale-Nationale,121,62,1565,4708,2759,225,335,0,35,278,4442,5333,596,1029,48.815140665,253.64746803
Région,04 - Mauricie,60,36,1061,2625,1943,117,321,0,5,84,2900,3263,366,563,48.912218076,260.22310563
Région,05 - Estrie,58,38,1232,2632,1951,142,329,0,34,235,2930,3452,447,631,47.953619555,240.94876214
Région,06 - Île-de-Montréal,397,262,4013,15259,10786,626,1516,111,291,7747,14810,18049,2107,3879,48.480659789,226.04333668
Région,07 - Outaouais,57,42,1115,2304,1949,177,342,1,24,265,2815,3171,415,687,47.48630137,228.78098897
Région,08 - Abitibi-Témiscamingue,30,19,535,839,832,67,130,0,0,13,1152,1300,162,268,48.627650897,253.98980424
Région,09 - Côte-Nord,15,9,266,430,445,29,49,0,0,7,593,650,107,122,47.886564763,259.98873693
Région,10 - Nord-du-Québec,6,1,52,128,116,13,10,0,0,2,125,201,39,76,41.343558282,178.90184049
Région,11 - Gaspésie - Îles-de-la-Madeleine,32,11,490,793,875,70,198,0,0,10,1157,1312,129,226,49.646820575,268.37707574
Région,12 - Chaudières-Appalaches,46,25,1257,2139,1702,143,226,0,0,49,2602,2936,399,585,47.775731311,242.77013362
Région,13 - Laval,46,40,877,1789,1427,82,222,0,90,846,2122,2361,505,629,45.870845416,201.15904528
Région,14 - Lanaudière,72,38,1276,2362,2227,177,317,0,5,168,3092,3377,693,682,46.158138816,225.61153192
Région,15 - Laurentides,58,40,1479,3171,2536,209,417,0,8,176,3712,4198,728,884,46.715297092,226.47206068
Région,16 - Montérégie,221,141,3860,7977,6828,351,967,1,36,1041,9699,10646,1894,2468,46.401425412,223.32725485
Région,17 - Centre-du-Québec,58,28,814,1651,1439,144,222,0,7,67,2056,2300,283,415,48.335858586,242.77456382
Région,99 - Central,33,11,2927,2894,1082,1138,38,10,12,421,3275,4848,423,1616,48.724609135,310.31749354
