Caracteristique,Valeur,Visuel,Auditif_et_parole,Intellect_apprentissage,Sante_mentale,Physique,Autres,Conjoints_sans_CSE,Demandeurs_asile,NHC_moins_5ans,NHC_5ans_et_plus,Femmes,Hommes,Moins_de_25ans,Durcon_moins_2ans,Age_moyen,Duree_cumul_moyenne
Situation familiale,Personnes seules,1170,688,23449,51532,35879,3396,0,91,276,8459,51480,64634,9499,13211,47.55876983,242.36413352
Situation familiale,Couples sans enfants,108,53,783,1777,3154,311,4340,20,229,1217,5286,5240,128,1421,53.971214136,256.2899487
Situation familiale,Familles monoparentales,58,62,252,1479,1925,56,0,4,14,681,3262,570,72,473,44.644311065,194.43319415
Situation familiale,Couples avec enfants,59,45,220,539,1074,56,1795,6,146,1238,1900,1888,117,664,44.259503696,174.98970433
Situation familiale,Conjoint d'étudiant,1,0,0,9,15,0,0,0,2,10,15,10,0,10,42.52,100.04
Sexe,Hommes,800,400,13259,31205,21693,2103,2882,61,267,6028,0,72342,6274,9284,46.757471455,229.46219347
Sexe,Femmes,596,448,11445,24131,20354,1716,3253,60,400,5577,61943,0,3542,6495,49.200167896,252.65571574
Âge,Moins de 20 ans,15,13,849,1088,354,15,11,1,20,131,801,1544,2345,2281,18.552238806,11.806823028
Âge,De 20 à 24 ans,60,69,2761,2914,1462,90,115,2,37,448,2741,4730,7471,1304,22.048855575,46.551331816
Âge,De 25 à 29 ans,70,58,2698,2978,1531,99,168,5,37,510,2947,4655,0,934,26.954617206,92.575769534
Âge,De 30 à 34 ans,93,58,2289,3601,1584,100,276,9,47,642,3079,4922,0,906,32.04511936,135.93713286
Âge,De 35 à 39 ans,88,74,2387,4515,2154,117,432,6,65,815,3996,5771,0,1073,37.048018839,175.58492884
Âge,De 40 à 44 ans,125,70,2305,4654,2598,216,492,7,57,973,4691,5769,0,1054,41.99541109,213.91586998
Âge,De 45 à 49 ans,145,68,2392,5695,4046,312,739,12,40,1316,6429,6968,0,1349,47.130178398,250.14518176
Âge,De 50 à 54 ans,238,113,3121,8861,7314,641,1151,11,38,1830,10328,11111,0,2012,52.203507626,285.56877653
Âge,55 ans et plus,562,325,5902,21030,21004,2229,2751,68,326,4940,26931,26872,0,4866,59.641414048,309.59498541
Âge,35 ans et moins,259,207,9082,11407,5321,326,641,17,156,1882,10312,16931,9816,5632,26.919722498,90.302976912
Âge,36 ans et plus,1137,641,15622,43929,36726,3493,5494,104,511,9723,51631,55411,0,10147,53.219866968,278.3008819
Scolarité,Primaire,113,109,3995,3293,3357,219,616,5,94,1029,5328,6374,1199,1410,47.742864468,271.07742266
Scolarité,Secondaire I à IV,413,303,4678,18830,15144,803,2637,4,38,2275,19294,23514,2204,4576,48.596056812,259.87626145
Scolarité,Secondaire V,269,148,910,11870,8491,611,1256,4,46,2148,11576,11979,540,3033,50.543451496,228.39499045
Scolarité,Collégiale,74,45,41,4767,2396,201,281,0,22,922,3882,3923,86,1057,50.246252402,210.17642537
Scolarité,Universitaire,69,23,10,3343,1444,131,229,2,43,1187,2515,2734,3,804,52.775766813,198.35054296
Scolarité,Inconnue,458,220,15070,13233,11215,1854,1116,106,424,4044,19348,23818,5784,4899,44.743663995,229.15403327
Diplôme maximum obtenu,Aucun diplôme,622,459,9108,25066,20742,1195,3588,13,148,4506,27677,33103,3616,6820,48.663244488,258.78657453
Diplôme maximum obtenu,Secondaire - DES,157,79,358,8183,4951,367,708,0,26,970,7272,7531,338,2000,49.345267851,219.03411471
Diplôme maximum obtenu,Secondaire - DEP,36,28,114,2240,1845,124,267,0,5,186,2315,2339,28,518,52.629136227,252.51718951
Diplôme maximum obtenu,Secondaire - ASP,4,5,15,226,189,11,22,0,0,25,197,275,0,42,53.302966102,244.70127119
Diplôme maximum obtenu,Collégial - AEC,12,7,1,625,433,46,40,0,1,108,587,577,5,182,51.31185567,188.76718213
Diplôme maximum obtenu,Collégial - DEC général,29,21,10,2030,844,65,96,0,9,296,1564,1531,20,413,50.688852989,202.71890145
Diplôme maximum obtenu,Collégial - DEC professionnel,6,4,1,402,185,17,25,0,3,96,332,308,0,105,52.3,201.53125
Diplôme maximum obtenu,Universitaire - Certificat,23,6,3,1309,542,45,74,1,17,406,1001,1001,0,320,52.657342657,183.21278721
Diplôme maximum obtenu,Universitaire - Baccalauréat,7,4,0,203,100,14,19,0,5,106,162,185,0,78,53.956772334,154.60230548
Diplôme maximum obtenu,Universitaire - Maîtrise ou Doctorat,1,0,0,5,4,0,0,0,0,3,3,7,0,1,58.2,253.7
Diplôme maximum obtenu,Inconnu,499,235,15094,15047,12212,1935,1296,107,453,4903,20833,25485,5809,5300,45.274493717,228.61062654
Durée cumulative,Premier mois,1,0,25,66,33,3,7,0,7,11,54,81,106,135,24.637037037,1
Durée cumulative,De 2 à 5 mois,13,5,187,333,226,32,54,5,88,90,343,507,549,850,29.632941176,3.6623529412
Durée cumulative,De 6 à 11 mois,15,14,287,542,384,51,98,11,153,139,558,833,840,1391,31.381739756,8.4586628325
Durée cumulative,De 12 à 23 mois,39,19,597,1055,802,121,181,9,163,307,1086,1728,1648,2814,31.130063966,17.5
Durée cumulative,De 24 à 47 mois,60,73,1282,2448,1801,245,337,12,202,717,2477,3769,3100,1332,33.342459174,35.676112712
Durée cumulative,De 48 à 119 mois,200,157,3555,8412,6785,853,1058,62,54,3021,8751,12269,3573,3053,38.725118934,83.973691722
Durée cumulative,120 mois et plus,1068,580,18771,42480,32016,2514,4400,22,0,7320,48674,53155,0,6204,51.538461538,296.553909
Types de diagnostics,Visuel,1396,0,0,0,0,0,0,5,24,203,596,800,75,164,48.803724928,244.95845272
Types de diagnostics,Auditif et de la parole,0,848,0,0,0,0,0,1,15,99,448,400,82,132,46.524764151,222.01533019
Types de diagnostics,Intellectuel et d'apprentissage,0,0,24704,0,0,0,0,2,52,965,11445,13259,3610,2363,41.770603951,264.14750648
Types de diagnostics,Santé mentale,0,0,0,55336,0,0,0,25,54,4670,24131,31205,4002,6123,47.39717363,237.61876536
Types de diagnostics,Physique,0,0,0,0,42047,0,0,72,305,4218,20354,21693,1816,4928,51.175065998,235.36761243
Types de diagnostics,Autres,0,0,0,0,0,3819,0,4,6,318,1716,2103,105,1044,53.358470804,214.37706206
Types de diagnostics,Conjoints sans contraintes sévères,0,0,0,0,0,0,6135,12,211,1132,3253,2882,126,1025,50.912306438,216.8208639
Région,01 - Bas-Saint-Laurent,30,17,891,1681,1406,83,268,0,0,22,2051,2325,215,432,49.891681901,264.15699269
Région,02 - Saguenay - Lac-St-Jean,42,26,1034,1825,1731,85,278,0,0,31,2440,2581,329,495,48.146186019,264.55447122
Région,03 - Capitale-Nationale,117,63,1541,4685,2740,221,318,0,30,281,4369,5316,583,982,48.849044915,254.21528136
Région,04 - Mauricie,59,36,1066,2613,1967,112,310,0,5,83,2899,3264,366,529,48.966250203,261.71766997
Région,05 - Estrie,60,39,1215,2653,1940,140,321,0,38,242,2930,3438,451,651,47.984139447,241.39070352
Région,06 - Île-de-Montréal,398,259,4046,15264,10698,599,1537,110,332,7795,14765,18036,2116,3915,48.475961099,226.23956587
Région,07 - Outaouais,59,41,1115,2351,1961,186,326,0,31,275,2834,3205,417,675,47.530054645,228.4331843
Région,08 - Abitibi-Témiscamingue,31,17,527,820,840,62,132,0,0,13,1134,1295,146,264,48.948126801,257.54096336
Région,09 - Côte-Nord,16,9,265,425,453,29,51,0,0,7,584,664,100,127,48.051282051,261.90705128
Région,10 - Nord-du-Québec,7,1,48,132,124,14,10,0,0,1,134,202,40,75,41.613095238,175.79761905
Région,11 - Gaspésie - Îles-de-la-Madeleine,30,15,482,788,867,65,192,0,0,11,1149,1290,130,227,49.6400164,270.20500205
Région,12 - Chaudières-Appalaches,46,26,1255,2103,1694,132,211,0,0,54,2561,2906,380,564,47.881836473,244.44796049
