Caracteristique,Valeur,Visuel,Auditif_et_parole,Intellect_apprentissage,Sante_mentale,Physique,Autres,Conjoints_sans_CSE,Demandeurs_asile,NHC_moins_5ans,NHC_5ans_et_plus,Femmes,Hommes,Moins_de_25ans,Durcon_moins_2ans,Age_moyen,Duree_cumul_moyenne
Diplôme maximum obtenu,Aucun diplôme,613,441,9181,25077,20558,1225,3376,16,197,4608,27467,33004,3804,6840,48.74918556,260.64902185
Diplôme maximum obtenu,Secondaire - DES,169,76,366,8322,5190,382,673,0,24,1057,7395,7783,376,2058,49.58887864,220.42719726
Diplôme maximum obtenu,Secondaire - DEP,39,23,115,2229,1915,141,268,1,5,208,2316,2414,31,570,53.019450317,252.29852008
Diplôme maximum obtenu,Secondaire - ASP,5,5,15,223,186,11,19,0,0,21,193,271,1,47,53.385775862,246.76724138
Diplôme maximum obtenu,Collégial - AEC,11,6,1,652,458,50,42,0,1,114,615,605,4,194,51.918852459,192.54754098
Diplôme maximum obtenu,Collégial - DEC général,13,7,7,1010,352,33,36,0,4,155,680,778,17,198,50.510973937,220.30864198
Diplôme maximum obtenu,Collégial - DEC professionnel,19,13,5,1063,522,48,51,0,4,156,940,781,9,264,51.05403835,186.82858803
Diplôme maximum obtenu,Universitaire - Certificat,5,3,1,404,182,18,26,0,5,103,343,296,2,99,52.69170579,201.04225352
Diplôme maximum obtenu,Universitaire - Baccalauréat,20,5,4,1309,552,47,83,1,19,435,1016,1004,1,338,52.614356436,182.18910891
Diplôme maximum obtenu,Universitaire - Maîtrise ou doctorat,8,5,0,222,110,12,20,0,6,132,179,198,0,87,53.952254642,157.66047745
Diplôme maximum obtenu,Inconnu,466,211,14458,14514,11678,1836,1246,153,510,4833,19806,24603,5409,5042,45.215204125,228.79281227
Durée cumulative,Premier mois,1,2,28,49,26,9,14,1,10,13,53,76,83,129,28.465116279,1
Durée cumulative,De 2 à 5 mois,11,5,158,325,197,31,44,10,54,82,284,487,523,771,28.647211414,3.5201037613
Durée cumulative,De 6 à 11 mois,19,12,238,531,381,78,72,32,86,148,504,827,767,1331,31.725018783,8.5048835462
Durée cumulative,De 12 à 23 mois,37,27,571,1164,879,109,183,35,306,329,1230,1740,1645,2970,32.94040404,17.671717172
Durée cumulative,De 24 à 47 mois,63,43,1215,2450,1808,264,335,20,262,700,2486,3692,3066,1345,33.632243444,35.671090968
Durée cumulative,De 48 à 119 mois,176,150,3529,8482,6665,884,1002,44,57,3027,8666,12222,3570,3052,38.768431635,84.1192072
Durée cumulative,120 mois et plus,1061,556,18414,42024,31747,2428,4190,29,0,7523,47727,52693,0,6139,51.641455885,298.39825732
Types de diagnostics,Visuel,1368,0,0,0,0,0,0,5,32,195,582,786,71,171,49.179824561,249.17763158
Types de diagnostics,Auditif et de la parole,0,795,0,0,0,0,0,1,21,85,427,368,68,132,47.303144654,226.19371069
Types de diagnostics,Intellectuel et d'apprentissage,0,0,24153,0,0,0,0,5,56,1008,11210,12943,3378,2186,41.878068977,266.42909783
Types de diagnostics,Santé mentale,0,0,0,55025,0,0,0,33,64,4783,23691,31334,4263,6148,47.320690595,238.18079055
Types de diagnostics,Physique,0,0,0,0,41703,0,0,102,368,4271,20225,21478,1691,4908,51.453372659,236.68786418
Types de diagnostics,Autres,0,0,0,0,0,3803,0,6,5,332,1714,2089,94,1149,53.581909019,209.13147515
Types de diagnostics,Conjoints sans contraintes sévères,0,0,0,0,0,0,5840,19,229,1148,3101,2739,89,1043,51.285958904,219.46558219
Région,01 - Bas-Saint-Laurent,29,17,851,1613,1352,81,239,0,0,21,1948,2234,207,410,50.058823529,268.69918699
Région,02 - Saguenay - Lac-St-Jean,35,26,1012,1793,1697,87,257,0,1,28,2382,2525,296,460,48.368045649,266.86998166
Région,03 - Capitale-Nationale,115,56,1490,4579,2693,217,290,0,37,295,4200,5240,571,975,48.935381356,255.90487288
Région,04 - Mauricie,58,33,1054,2580,1916,106,278,0,3,85,2845,3180,364,489,49.011618257,264.11817427
Région,05 - Estrie,55,39,1191,2640,1903,127,320,0,28,257,2888,3387,433,657,48.259442231,245.21179283
Région,06 - Île-de-Montréal,391,251,3978,15079,10648,594,1517,157,367,7886,14508,17950,2126,3997,48.651796167,226.73079056
Région,07 - Outaouais,58,38,1094,2369,1966,180,315,1,38,286,2821,3199,385,629,47.70448505,230.32641196
Région,08 - Abitibi-Témiscamingue,30,15,529,799,817,59,115,0,0,10,1106,1258,153,260,49.001269036,261.15989848
Région,09 - Côte-Nord,15,8,261,415,426,23,53,0,0,10,563,638,83,105,48.409658618,267.87094088
Région,10 - Nord-du-Québec,8,1,46,128,127,12,11,0,0,1,130,203,37,56,42.189189189,184.21321321
Région,11 - Gaspésie - Îles-de-la-Madeleine,30,14,462,763,858,63,176,0,0,10,1117,1249,125,238,49.771344041,272.3419273
Région,12 - Chaudières-Appalaches,41,25,1228,2064,1652,144,202,0,1,55,2511,2845,356,557,48.08103062,246.43073189
Région,13 - Laval,53,34,922,1813,1506,83,252,2,235,893,2210,2453,514,754,46.415612267,197.3615698
Région,14 - Lanaudière,67,39,1280,2433,2325,195,301,0,6,169,3164,3476,704,771,46.165210843,226.82861446
Région,15 - Laurentides,56,36,1461,3253,2646,210,400,0,8,205,3790,4272,724,930,46.914785413,226.39109402
Région,16 - Montérégie,234,130,3772,8182,6714,382,869,0,35,1084,9644,10639,1889,2404,46.511906523,225.66715969
Région,17 - Centre-du-Québec,57,23,772,1627,1413,143,209,0,5,73,1994,2250,275,402,48.331762488,244.20499529
Région,99 - Central,36,10,2750,2895,1044,1097,36,11,11,454,3129,4739,412,1643,48.692933401,311.96975089
