Caracteristique,Valeur,Visuel,Auditif_et_parole,Intellect_apprentissage,Sante_mentale,Physique,Autres,Conjoints_sans_CSE,Demandeurs_asile,NHC_moins_5ans,NHC_5ans_et_plus,Femmes,Hommes,Moins_de_25ans,Durcon_moins_2ans,Age_moyen,Duree_cumul_moyenne
Situation familiale,Personnes seules,1152,657,22932,51416,35779,3398,0,126,323,8681,50978,64356,9401,13087,47.653510673,243.20519535
Situation familiale,Couples sans enfants,103,53,780,1681,3037,290,4152,28,294,1209,5067,5029,118,1552,54.202060222,258.64788035
Situation familiale,Familles monoparentales,58,53,240,1418,1837,63,0,7,20,655,3109,560,57,494,44.833742164,194.28836195
Situation familiale,Couples avec enfants,55,32,200,502,1029,52,1688,10,136,1265,1785,1773,76,598,45.010118044,177.61804384
Situation familiale,Conjoint d'étudiant,0,0,1,8,21,0,0,0,2,12,11,19,2,6,43.1,110.43333333
Sexe,Hommes,786,368,12943,31334,21478,2089,2739,94,311,6155,0,71737,6167,9263,46.885094163,230.72809011
Sexe,Femmes,582,427,11210,23691,20225,1714,3101,77,464,5667,60950,0,3487,6474,49.31635767,253.60981132
Âge,Moins de 20 ans,17,18,756,1100,335,11,7,1,19,126,790,1454,2244,2182,18.569964349,11.978609626
Âge,De 20 à 24 ans,54,50,2622,3163,1356,83,82,5,43,484,2697,4713,7410,1289,22.076383266,46.890958165
Âge,De 25 à 29 ans,62,53,2746,3049,1570,101,155,8,34,503,2953,4783,0,930,26.9663909,93.05041365
Âge,De 30 à 34 ans,95,60,2286,3507,1570,104,258,10,49,675,3051,4829,0,898,32.063705584,136.55152284
Âge,De 35 à 39 ans,94,51,2335,4471,2110,123,393,15,50,802,3906,5671,0,1025,37.109637674,176.82583272
Âge,De 40 à 44 ans,104,70,2346,4792,2614,211,487,10,59,971,4703,5921,0,1037,42.014213102,213.95557229
Âge,De 45 à 49 ans,140,60,2267,5448,3806,287,709,20,39,1327,6090,6627,0,1262,47.141700086,250.18133208
Âge,De 50 à 54 ans,222,103,2793,8172,6726,596,1070,14,54,1769,9556,10126,0,1908,52.221064932,284.40773295
Âge,55 ans et plus,580,330,6002,21323,21616,2287,2679,88,428,5165,27204,27613,0,5206,59.719119981,311.82405093
Âge,35 ans et moins,241,185,8861,11574,5194,321,572,26,153,1923,10146,16802,9654,5484,26.91335164,90.57770521
Âge,36 ans et plus,1127,610,15292,43451,36509,3482,5268,145,622,9899,50804,54935,0,10253,53.376398491,279.63543253
Scolarité,Primaire,114,105,4060,3302,3244,218,579,8,121,1079,5268,6354,1371,1502,47.225090346,267.65711581
Scolarité,Secondaire I à IV,405,295,4686,18859,15067,849,2485,3,54,2313,19188,23458,2213,4553,48.807906955,262.83724148
Scolarité,Secondaire V,282,136,917,11951,8764,629,1191,6,47,2251,11643,12227,572,3095,50.842019271,230.14868035
Scolarité,Collégiale,75,43,42,4823,2456,232,272,1,23,933,3943,4000,101,1080,50.543623316,211.95392169
Scolarité,Universitaire,65,23,12,3305,1483,128,237,3,49,1245,2552,2701,6,835,52.813630306,197.04169046
Scolarité,Inconnue,427,193,14436,12785,10689,1747,1076,150,481,4001,18356,22997,5391,4672,44.650182574,229.18124441
