Caracteristique,Valeur,Visuel,Auditif_et_parole,Intellect_apprentissage,Sante_mentale,Physique,Autres,Conjoints_sans_CSE,Demandeurs_asile,NHC_moins_5ans,NHC_5ans_et_plus,Femmes,Hommes,Moins_de_25ans,Durcon_moins_2ans,Age_moyen,Duree_cumul_moyenne
Situation familiale,Personnes seules,1088,602,22080,50185,33579,3505,0,173,372,8558,48623,62416,8836,11920,47.718576356,247.00658327
Situation familiale,Couples sans enfants,99,48,714,1472,2685,242,3508,54,312,1134,4404,4364,66,1033,54.969548358,266.84603102
Situation familiale,Familles monoparentales,48,47,252,1228,1627,61,0,8,21,573,2776,487,45,366,44.895188477,197.42261722
Situation familiale,Couples avec enfants,53,38,192,438,902,47,1478,19,134,1163,1583,1565,67,439,45.414866582,181.64485388
Situation familiale,Conjoint d'étudiant,0,0,3,6,13,1,0,0,2,9,9,14,3,10,43.782608696,134.56521739
Sexe,Hommes,728,347,12454,30965,19887,2118,2347,139,332,5940,0,68846,5833,8312,46.922086977,235.22845191
Sexe,Femmes,560,388,10787,22364,18919,1738,2639,115,509,5497,57395,0,3184,5456,49.493231118,257.71643871
Âge,Moins de 20 ans,14,5,577,970,230,188,5,1,20,125,663,1326,1989,1945,18.568124686,11.941176471
Âge,De 20 à 24 ans,51,39,2394,3304,1109,71,60,17,38,442,2521,4507,7028,1064,22.086795674,47.884462151
Âge,De 25 à 29 ans,56,58,2650,3249,1533,108,126,11,48,557,2922,4858,0,880,27.01285347,95.631619537
Âge,De 30 à 34 ans,84,57,2376,3319,1516,105,213,17,43,622,2950,4720,0,827,32.020860495,138.97431551
Âge,De 35 à 39 ans,89,45,2249,4169,1873,153,316,13,42,765,3576,5318,0,927,37.071733753,180.17123904
Âge,De 40 à 44 ans,112,66,2320,5010,2512,213,434,18,58,957,4556,6111,0,957,42.028499109,216.71800881
Âge,De 45 à 49 ans,125,56,2179,5137,3403,286,561,22,52,1220,5572,6175,0,1076,47.100110667,253.27258023
Âge,De 50 à 54 ans,181,91,2431,7038,5483,448,828,26,59,1619,8027,8473,0,1450,52.174363636,285.8890303
Âge,55 ans et plus,576,318,6065,21133,21147,2284,2443,129,481,5130,26608,27358,0,4642,59.870066338,318.89350702
Âge,35 ans et moins,220,169,8436,11676,4711,498,456,48,153,1900,9706,16460,9017,4900,27.034433998,93.521478254
Âge,36 ans et plus,1068,566,14805,41653,34095,3358,4530,206,688,9537,47689,52386,0,8868,53.596592556,285.17701724
Scolarité,Primaire,100,102,4013,3217,2918,224,497,8,146,1072,4938,6133,1431,1281,46.550989071,265.92782946
Scolarité,Secondaire I à IV,398,264,4646,18465,14233,892,2149,5,61,2295,18198,22849,2031,4074,49.119083002,269.38606963
Scolarité,Secondaire V,267,136,889,11683,8362,678,1010,6,63,2169,11188,11837,505,2604,51.262584148,236.34345277
Scolarité,Collégiale,74,37,42,4754,2338,249,232,0,19,921,3832,3894,77,865,51.178876521,217.09901631
Scolarité,Universitaire,64,25,10,3149,1401,129,187,4,52,1196,2407,2558,0,605,53.322255791,202.83927492
Scolarité,Inconnue,385,171,13641,12061,9554,1684,911,231,500,3784,16832,21575,4973,4339,44.237534824,230.64503866
Diplôme maximum obtenu,Aucun diplôme,584,413,9081,24457,19175,1299,2907,19,239,4498,25901,32015,3666,6033,48.855031425,265.57039505
Diplôme maximum obtenu,Secondaire - DES,162,70,361,8295,5077,422,577,1,31,1081,7334,7630,322,1728,50.120422347,226.86353916
Diplôme maximum obtenu,Secondaire - DEP,38,21,102,2144,1847,138,224,0,5,184,2187,2327,17,444,53.705582632,260.16083296
Diplôme maximum obtenu,Secondaire - ASP,5,5,14,203,166,10,15,0,0,21,164,254,0,39,54.0215311,255.61004785
