Caracteristique,Valeur,Visuel,Auditif_et_parole,Intellect_apprentissage,Sante_mentale,Physique,Autres,Conjoints_sans_CSE,Demandeurs_asile,NHC_moins_5ans,NHC_5ans_et_plus,Femmes,Hommes,Moins_de_25ans,Durcon_moins_2ans,Age_moyen,Duree_cumul_moyenne
Situation familiale,Personnes seules,1128,635,22525,51022,35044,3485,0,150,365,8656,50154,63685,9083,13184,47.730777677,244.79052873
Situation familiale,Couples sans enfants,91,49,756,1593,2922,264,3859,52,359,1131,4782,4752,84,1357,54.642122928,262.01185232
Situation familiale,Familles monoparentales,49,47,255,1324,1761,62,0,9,22,625,2970,528,53,470,44.831618067,195.89622642
Situation familiale,Couples avec enfants,61,37,205,497,975,49,1626,24,153,1248,1735,1715,82,600,44.912753623,174.14724638
Situation familiale,Conjoint d'étudiant,0,0,1,5,14,0,0,0,3,6,8,12,2,7,47.4,118.5
Sexe,Hommes,771,363,12725,31244,20926,2100,2563,133,364,6060,0,70692,6004,9306,46.945453517,232.72861144
Sexe,Femmes,558,405,11017,23197,19790,1760,2922,102,538,5606,59649,0,3300,6312,49.433050009,254.84252879
Âge,Moins de 20 ans,16,9,685,1016,293,84,5,1,19,122,717,1391,2108,2055,18.565464896,11.85199241
Âge,De 20 à 24 ans,47,43,2490,3248,1220,72,76,11,41,466,2583,4613,7196,1177,22.061423013,47.113535297
Âge,De 25 à 29 ans,59,57,2765,3196,1572,113,140,8,43,529,3019,4883,0,975,26.992027335,94.310807391
Âge,De 30 à 34 ans,85,57,2307,3444,1519,101,241,18,38,651,3013,4741,0,889,32.055584215,137.39837503
Âge,De 35 à 39 ans,104,49,2295,4320,1995,137,362,16,61,782,3727,5535,0,1025,37.103757288,178.49892032
Âge,De 40 à 44 ans,104,73,2343,5004,2625,225,477,19,65,971,4760,6091,0,1088,42.027739379,213.75522993
Âge,De 45 à 49 ans,134,55,2201,5284,3662,282,643,21,55,1275,5832,6429,0,1263,47.162629476,250.57360737
Âge,De 50 à 54 ans,194,91,2615,7598,6097,487,940,20,59,1720,8776,9246,0,1754,52.227832649,284.80601487
Âge,55 ans et plus,586,334,6041,21331,21733,2359,2601,121,521,5150,27222,27763,0,5392,59.804510321,314.64466673
Âge,35 ans et moins,230,176,8687,11682,4954,395,530,40,159,1915,9989,16665,9304,5294,26.976438808,91.895250244
Âge,36 ans et plus,1099,592,15055,42759,35762,3465,4955,195,743,9751,49660,54027,0,10324,53.509793899,281.65321593
Scolarité,Primaire,108,101,4083,3271,3120,227,530,8,159,1060,5115,6325,1415,1532,46.835751748,265.55550699
Scolarité,Secondaire I à IV,402,279,4684,18811,14865,867,2347,4,71,2329,18916,23339,2131,4570,48.979079399,265.56828778
Scolarité,Secondaire V,267,136,913,11835,8736,667,1122,7,62,2214,11550,12126,535,3049,51.042532522,232.52289238
Scolarité,Collégiale,76,42,43,4867,2464,238,267,1,28,952,3983,4014,107,1103,50.813805177,213.0061273
Scolarité,Universitaire,62,25,9,3273,1444,136,218,4,63,1221,2512,2655,3,743,53.034836462,199.27617573
Scolarité,Inconnue,414,185,14010,12384,10087,1725,1001,211,519,3890,17573,22233,5113,4621,44.541425916,229.99869366
Diplôme maximum obtenu,Aucun diplôme,593,423,9208,24896,20142,1261,3185,19,265,4552,26921,32787,3749,6852,48.801785355,262.47958398
Diplôme maximum obtenu,Secondaire - DES,161,75,359,8387,5280,418,624,1,28,1071,7520,7784,357,2038,49.833115525,222.38453999
Diplôme maximum obtenu,Secondaire - DEP,41,22,110,2193,1914,142,249,0,4,204,2283,2388,25,573,53.348961678,255.87176194
Diplôme maximum obtenu,Secondaire - ASP,6,5,15,216,175,13,16,0,0,23,176,270,0,43,53.735426009,250.76233184
Diplôme maximum obtenu,Collégial - AEC,11,5,1,656,459,45,33,0,1,110,622,588,3,182,52.348760331,196.95454545
Diplôme maximum obtenu,Collégial - DEC général,13,6,8,1000,348,35,38,0,4,157,674,774,13,174,50.966850829,222.01726519
Diplôme maximum obtenu,Collégial - DEC professionnel,17,14,5,1071,522,48,52,0,2,158,940,789,11,281,51.421631001,187.40601504
Diplôme maximum obtenu,Universitaire - Certificat,6,4,0,391,179,21,22,0,5,95,333,290,1,87,53.197431782,205.30337079
Diplôme maximum obtenu,Universitaire - Baccalauréat,20,5,4,1316,522,50,78,1,27,426,994,1001,1,308,52.772932331,184.28270677
Diplôme maximum obtenu,Universitaire - Maîtrise ou doctorat,8,6,0,218,115,12,19,0,5,136,185,193,0,77,54.071428571,158.53174603
Diplôme maximum obtenu,Inconnu,453,203,14032,14097,11060,1815,1169,214,561,4734,19001,23828,5144,5003,45.126549768,229.5486236
Durée cumulative,Premier mois,3,0,20,51,26,11,14,0,16,16,53,72,78,125,30.256,1
Durée cumulative,De 2 à 5 mois,7,4,132,335,155,65,44,18,53,54,281,461,515,742,28.212938005,3.4905660377
Durée cumulative,De 6 à 11 mois,12,10,246,447,298,83,79,36,77,157,458,717,709,1175,30.57787234,8.5923404255
Durée cumulative,De 12 à 23 mois,35,23,481,1093,767,148,151,59,180,302,1082,1616,1495,2698,32.874351371,17.763899185
Durée cumulative,De 24 à 47 mois,64,47,1137,2504,1892,275,369,49,510,717,2565,3723,3024,1357,34.970101781,35.557251908
Durée cumulative,De 48 à 119 mois,174,139,3507,8468,6456,864,935,49,66,2829,8550,11993,3483,3039,38.592172516,84.422041571
Durée cumulative,120 mois et plus,1034,545,18219,41543,31122,2414,3893,24,0,7591,46660,52110,0,6482,51.688458034,300.03593196
Types de diagnostics,Visuel,1329,0,0,0,0,0,0,8,32,191,558,771,63,156,49.413844996,251.3890143
Types de diagnostics,Auditif et de la parole,0,768,0,0,0,0,0,6,19,97,405,363,52,111,47.872395833,231.08333333
Types de diagnostics,Intellectuel et d'apprentissage,0,0,23742,0,0,0,0,4,66,1022,11017,12725,3175,2358,42.013899419,268.80275461
Types de diagnostics,Santé mentale,0,0,0,54441,0,0,0,40,74,4738,23197,31244,4264,6197,47.282048456,239.22385702
Types de diagnostics,Physique,0,0,0,0,40716,0,0,137,442,4199,19790,20926,1513,4577,51.716720699,239.28590726
Types de diagnostics,Autres,0,0,0,0,0,3860,0,3,8,321,1760,2100,156,1280,53.1,203.63134715
Types de diagnostics,Conjoints sans contraintes sévères,0,0,0,0,0,0,5485,37,261,1098,2922,2563,81,939,51.526526892,220.10975387
Région,01 - Bas-Saint-Laurent,28,18,822,1612,1281,81,212,0,0,24,1877,2177,209,451,50.05426739,270.00863345
Région,02 - Saguenay - Lac-St-Jean,36,25,984,1787,1628,98,228,0,0,23,2302,2484,292,451,48.461763477,268.99749269
Région,03 - Capitale-Nationale,106,50,1462,4502,2575,223,252,0,36,296,4067,5103,572,953,48.915158124,257.75747001
Région,04 - Mauricie,56,31,1023,2568,1874,113,256,0,2,94,2803,3118,328,528,48.967741935,265.75274447
Région,05 - Estrie,57,33,1189,2588,1824,142,299,0,35,248,2804,3328,397,637,48.42840835,248.16960209
Région,06 - Île-de-Montréal,379,252,3920,14772,10317,592,1488,225,408,7718,14109,17611,2061,3724,48.727805801,227.8214691
Région,07 - Outaouais,59,33,1060,2353,1946,174,290,0,39,281,2767,3148,369,608,47.932375317,232.45359256
Région,08 - Abitibi-Témiscamingue,26,13,501,778,783,56,101,0,0,10,1053,1205,138,247,49.098759965,262.75907883
Région,09 - Côte-Nord,15,9,250,423,417,21,54,0,0,11,557,632,74,107,48.846930193,273.45164003
Région,10 - Nord-du-Québec,6,1,50,136,117,12,11,0,0,1,128,205,41,62,41.972972973,185.37837838
Région,11 - Gaspésie - Îles-de-la-Madeleine,28,12,446,754,819,64,149,0,0,12,1073,1199,124,224,49.783890845,272.84815141
Région,12 - Chaudières-Appalaches,42,26,1213,2035,1592,145,184,0,2,62,2455,2782,352,595,47.909108268,245.99484438
Région,13 - Laval,57,37,900,1807,1522,90,241,2,300,877,2210,2444,489,674,46.840996992,197.79415557
Région,14 - Lanaudière,68,42,1274,2444,2324,193,313,0,9,179,3147,3511,688,782,46.381195554,228.09357164
Région,15 - Laurentides,55,32,1449,3205,2634,208,357,0,8,203,3699,4241,719,868,46.933375315,228.85541562
Région,16 - Montérégie,228,118,3728,8188,6623,405,833,0,43,1077,9555,10568,1797,2308,46.713462207,228.741788
Région,17 - Centre-du-Québec,52,22,745,1652,1406,142,182,0,6,69,1961,2240,257,400,48.418709831,245.83860985
Région,99 - Central,31,14,2726,2837,1034,1101,35,8,14,481,3082,4696,397,1999,48.600668552,312.46194394
