Caracteristique,Valeur,Visuel,Auditif_et_parole,Intellect_apprentissage,Sante_mentale,Physique,Autres,Conjoints_sans_CSE,Demandeurs_asile,NHC_moins_5ans,NHC_5ans_et_plus,Femmes,Hommes,Moins_de_25ans,Durcon_moins_2ans,Age_moyen,Duree_cumul_moyenne
Situation familiale,Personnes seules,1117,634,22376,50815,34814,3386,0,162,386,8626,49784,63358,9024,12988,47.707677078,244.56696894
Situation familiale,Couples sans enfants,96,50,755,1582,2890,261,3790,54,359,1126,4726,4698,80,1338,54.710632428,262.89038625
Situation familiale,Familles monoparentales,46,46,247,1309,1748,64,0,10,24,622,2941,519,45,449,44.898554913,195.7765896
Situation familiale,Couples avec enfants,62,38,202,490,977,46,1611,23,138,1266,1723,1703,80,583,45.021599533,174.9635143
Situation familiale,Conjoint d'étudiant,0,0,1,5,16,0,0,0,4,9,9,13,1,8,47.409090909,121.36363636
Sexe,Hommes,758,366,12652,31184,20752,2042,2537,139,373,6030,0,70291,5992,9182,46.919890171,232.52109089
Sexe,Femmes,563,402,10929,23017,19693,1715,2864,110,538,5619,59183,0,3238,6184,49.438605681,254.864015
Âge,Moins de 20 ans,14,7,656,1019,285,90,5,2,20,123,693,1383,2076,2021,18.575144509,11.882466281
Âge,De 20 à 24 ans,47,41,2491,3259,1169,71,76,12,45,457,2545,4609,7154,1178,22.051579536,47.068493151
Âge,De 25 à 29 ans,61,58,2763,3207,1597,105,124,8,38,537,3023,4892,0,960,26.986860392,94.67087808
Âge,De 30 à 34 ans,86,57,2299,3410,1511,103,241,20,44,643,2975,4732,0,888,32.050603348,137.54132607
Âge,De 35 à 39 ans,104,51,2281,4298,1987,136,354,18,57,787,3725,5486,0,997,37.089023993,178.24079904
Âge,De 40 à 44 ans,103,72,2337,4998,2615,221,478,20,59,979,4720,6104,0,1091,42.024297857,214.08148559
Âge,De 45 à 49 ans,130,59,2187,5255,3613,278,641,25,55,1271,5799,6364,0,1232,47.157609142,250.62196826
Âge,De 50 à 54 ans,186,91,2579,7475,6004,459,917,20,65,1703,8659,9052,0,1715,52.219524589,284.69747614
Âge,55 ans et plus,590,332,5988,21280,21664,2294,2565,124,528,5149,27044,27669,0,5284,59.804817868,314.50339042
Âge,35 ans et moins,231,176,8657,11680,4917,396,509,44,165,1910,9911,16655,9230,5247,26.986524129,92.121132274
Âge,36 ans et plus,1090,592,14924,42521,35528,3361,4892,205,746,9739,49272,53636,0,10119,53.514274886,281.61529716
Scolarité,Primaire,108,100,4065,3253,3062,218,535,9,164,1062,5052,6289,1434,1482,46.665726126,264.67789437
Scolarité,Secondaire I à IV,403,280,4678,18719,14801,872,2317,4,73,2326,18799,23271,2111,4531,48.987877347,265.95792726
Scolarité,Secondaire V,266,138,911,11800,8712,665,1094,6,66,2217,11491,12095,525,3018,51.105486305,232.82744001
Scolarité,Collégiale,77,44,42,4872,2462,234,267,1,29,954,3983,4015,100,1104,50.870217554,212.93548387
Scolarité,Universitaire,63,23,10,3256,1433,131,211,4,63,1212,2496,2631,3,735,53.042910084,198.84006241
Scolarité,Inconnue,404,183,13875,12301,9975,1637,977,225,516,3878,17362,21990,5057,4496,44.4610185,229.29497865
Diplôme maximum obtenu,Aucun diplôme,598,427,9184,24771,20021,1268,3152,19,272,4552,26735,32686,3749,6769,48.788677404,262.53380118
Diplôme maximum obtenu,Secondaire - DES,159,72,356,8379,5255,409,609,1,32,1079,7486,7753,342,2002,49.908327318,222.96535206
Diplôme maximum obtenu,Secondaire - DEP,39,23,111,2182,1910,135,243,0,4,204,2259,2384,24,573,53.356450571,256.33986647
Diplôme maximum obtenu,Secondaire - ASP,6,5,14,214,174,14,14,0,0,24,176,265,1,45,53.770975057,251.15873016
Diplôme maximum obtenu,Collégial - AEC,11,5,1,660,463,44,35,0,2,112,627,592,4,191,52.355209188,195.89253486
Diplôme maximum obtenu,Collégial - DEC général,13,7,8,997,346,35,38,0,3,152,669,775,12,174,50.880193906,221.44598338
