Caracteristique,Valeur,Visuel,Auditif_et_parole,Intellect_apprentissage,Sante_mentale,Physique,Autres,Conjoints_sans_CSE,Demandeurs_asile,NHC_moins_5ans,NHC_5ans_et_plus,Femmes,Hommes,Moins_de_25ans,Durcon_moins_2ans,Age_moyen,Duree_cumul_moyenne
Diplôme maximum obtenu,Collégial - DEC professionnel,17,14,5,1081,520,50,50,0,2,160,947,790,8,279,51.424294761,187.681635
Diplôme maximum obtenu,Universitaire - Certificat,6,4,1,390,181,18,23,0,4,94,328,295,0,89,53.245585875,205.06420546
Diplôme maximum obtenu,Universitaire - Baccalauréat,21,5,4,1307,518,51,73,1,25,430,986,993,2,302,52.70439616,183.40626579
Diplôme maximum obtenu,Universitaire - Maîtrise ou doctorat,9,5,0,217,114,11,17,0,5,133,184,189,0,70,54.032171582,159.13136729
Diplôme maximum obtenu,Inconnu,442,201,13897,14003,10943,1722,1147,228,562,4709,18786,23569,5088,4872,45.063274702,228.88405147
Durée cumulative,Premier mois,4,0,9,60,21,11,5,1,8,13,30,80,73,110,27.572727273,1
Durée cumulative,De 2 à 5 mois,11,3,138,308,165,52,47,22,48,65,259,465,495,724,28.595303867,3.5566298343
Durée cumulative,De 6 à 11 mois,11,12,217,446,303,97,75,39,95,136,457,704,695,1161,31.161929371,8.4289405685
Durée cumulative,De 12 à 23 mois,31,23,497,1069,769,151,145,60,166,331,1074,1611,1501,2685,32.647299814,17.738919926
Durée cumulative,De 24 à 47 mois,68,46,1129,2521,1879,264,367,57,526,738,2579,3695,3008,1348,35.079853363,35.571405802
Durée cumulative,De 48 à 119 mois,178,142,3505,8468,6413,853,928,48,68,2804,8492,11995,3458,2995,38.565236491,84.505198419
Durée cumulative,120 mois et plus,1018,542,18086,41329,30895,2329,3834,22,0,7562,46292,51741,0,6343,51.678730632,300.03390695
Types de diagnostics,Visuel,1321,0,0,0,0,0,0,8,36,195,563,758,61,157,49.424678274,249.98561696
Types de diagnostics,Auditif et de la parole,0,768,0,0,0,0,0,6,21,97,402,366,48,118,47.967447917,230.48828125
Types de diagnostics,Intellectuel et d'apprentissage,0,0,23581,0,0,0,0,5,67,1033,10929,12652,3147,2328,41.995080785,268.63381536
Types de diagnostics,Santé mentale,0,0,0,54201,0,0,0,44,73,4726,23017,31184,4278,6141,47.258260918,239.29986532
Types de diagnostics,Physique,0,0,0,0,40445,0,0,148,455,4177,19693,20752,1454,4535,51.733984423,239.23204352
Types de diagnostics,Autres,0,0,0,0,0,3757,0,2,8,310,1715,2042,161,1178,52.994676604,199.91482566
Types de diagnostics,Conjoints sans contraintes sévères,0,0,0,0,0,0,5401,36,251,1111,2864,2537,81,909,51.588409554,220.09720422
Région,01 - Bas-Saint-Laurent,28,16,824,1600,1278,87,208,0,1,25,1874,2167,214,438,50.057906459,270.35065578
Région,02 - Saguenay - Lac-St-Jean,38,26,985,1760,1619,100,225,0,0,24,2284,2469,292,465,48.381443299,268.19671786
Région,03 - Capitale-Nationale,107,51,1450,4489,2568,219,250,0,37,298,4056,5078,576,937,48.919640902,257.79351872
Région,04 - Mauricie,52,32,1021,2537,1855,114,249,0,2,96,2762,3098,322,523,48.976962457,266.38634812
Région,05 - Estrie,59,31,1178,2585,1815,142,292,0,36,246,2789,3313,387,619,48.392166503,248.19649295
Région,06 - Île-de-Montréal,377,251,3903,14755,10255,586,1474,242,405,7681,14037,17564,2046,3704,48.73067308,227.85627037
Région,07 - Outaouais,59,35,1047,2357,1940,181,283,0,41,290,2769,3133,361,610,47.927482209,232.2097594
Région,08 - Abitibi-Témiscamingue,25,13,500,778,776,56,100,0,0,10,1050,1198,140,246,49.054270463,262.64590747
Région,09 - Côte-Nord,15,9,252,420,417,23,53,0,0,11,554,635,74,118,48.804878049,271.74684609
Région,10 - Nord-du-Québec,6,1,49,134,117,13,11,0,0,2,130,201,43,63,42.226586103,186.79154079
Région,11 - Gaspésie - Îles-de-la-Madeleine,28,12,443,755,813,65,142,0,0,13,1060,1198,117,225,49.944198406,273.73472099
Région,12 - Chaudières-Appalaches,42,26,1207,2027,1596,139,183,0,3,63,2439,2781,348,597,47.925287356,246.75670498
Région,13 - Laval,59,37,899,1793,1527,85,249,2,306,883,2210,2439,486,674,46.90019359,197.69391267
Région,14 - Lanaudière,67,40,1269,2427,2319,194,304,0,8,188,3117,3503,671,789,46.371752266,228.12824773
Région,15 - Laurentides,57,32,1449,3212,2610,206,349,0,10,209,3685,4230,722,861,46.849778901,228.21983575
Région,16 - Montérégie,224,120,3720,8147,6557,407,813,0,43,1087,9452,10536,1781,2268,46.72113268,229.1735041
Région,17 - Centre-du-Québec,52,22,742,1646,1396,135,180,0,6,68,1952,2221,254,388,48.431104721,246.65061107
Région,99 - Central,26,14,2643,2779,987,1005,36,5,13,455,2963,4527,396,1841,48.434312417,311.37129506
