Caracteristique,Valeur,Visuel,Auditif_et_parole,Intellect_apprentissage,Sante_mentale,Physique,Autres,Conjoints_sans_CSE,Demandeurs_asile,NHC_moins_5ans,NHC_5ans_et_plus,Femmes,Hommes,Moins_de_25ans,Durcon_moins_2ans,Age_moyen,Duree_cumul_moyenne
Situation familiale,Personnes seules,1150,667,22828,51305,35732,3368,0,130,324,8690,50838,64212,9350,13143,47.676992612,243.55256845
Situation familiale,Couples sans enfants,97,48,782,1619,3001,279,4106,33,303,1200,4983,4949,104,1456,54.322190898,259.99486508
Situation familiale,Familles monoparentales,54,51,241,1386,1796,63,0,8,21,637,3056,535,56,478,44.747145642,194.9540518
Situation familiale,Couples avec enfants,59,29,196,501,987,50,1648,13,126,1252,1743,1727,76,571,44.768299712,175.50489914
Situation familiale,Conjoint d'étudiant,0,0,1,8,21,0,0,0,3,10,11,19,3,6,43.8,103.63333333
Sexe,Hommes,781,372,12877,31309,21354,2048,2701,101,315,6134,0,71442,6137,9205,46.888762913,231.16666667
Sexe,Femmes,579,423,11171,23510,20183,1712,3053,83,462,5655,60631,0,3452,6449,49.352410483,253.99835068
Âge,Moins de 20 ans,18,13,749,1067,321,22,4,1,18,132,780,1414,2194,2153,18.569735643,11.86189608
Âge,De 20 à 24 ans,52,55,2611,3179,1340,72,86,6,41,494,2672,4723,7395,1311,22.070588235,47.003380663
Âge,De 25 à 29 ans,60,54,2738,3100,1554,109,154,6,39,486,2931,4838,0,950,26.977603295,93.696228601
Âge,De 30 à 34 ans,98,59,2295,3485,1549,97,253,9,48,666,3034,4802,0,890,32.07452782,136.75599796
Âge,De 35 à 39 ans,98,50,2314,4448,2096,120,370,16,48,799,3876,5620,0,994,37.115101095,177.62552654
Âge,De 40 à 44 ans,101,75,2359,4812,2598,213,478,13,55,963,4704,5932,0,1061,42.024163219,214.14432117
Âge,De 45 à 49 ans,138,60,2223,5405,3786,282,699,19,37,1325,6019,6574,0,1231,47.138648455,250.18407052
Âge,De 50 à 54 ans,218,98,2759,8050,6582,556,1053,14,51,1758,9385,9931,0,1866,52.229550632,284.69828122
Âge,55 ans et plus,577,331,6000,21273,21711,2289,2657,100,440,5166,27230,27608,0,5198,59.727506474,312.33544258
Âge,35 ans et moins,242,187,8845,11592,5131,319,558,26,155,1922,10083,16791,9589,5483,26.928592692,90.958882191
Âge,36 ans et plus,1118,608,15203,43227,36406,3441,5196,158,622,9867,50548,54651,0,10171,53.407674978,280.1429101
Scolarité,Primaire,115,105,4076,3295,3214,231,558,7,128,1072,5250,6344,1390,1532,47.105054338,266.5202691
Scolarité,Secondaire I à IV,405,296,4697,18863,15052,830,2459,3,58,2324,19151,23451,2219,4550,48.833294212,263.49192526
Scolarité,Secondaire V,279,139,906,11899,8763,647,1183,7,47,2220,11624,12192,554,3069,50.910060464,230.84397044
Scolarité,Collégiale,78,42,42,4837,2484,230,270,2,22,948,3971,4012,95,1109,50.66328448,212.2008017
Scolarité,Universitaire,63,24,10,3296,1487,130,232,4,52,1250,2548,2694,4,819,52.869896986,197.32239603
Scolarité,Inconnue,420,189,14317,12629,10537,1692,1052,161,470,3975,18087,22749,5327,4575,44.605691057,229.54552356
Diplôme maximum obtenu,Aucun diplôme,607,445,9206,25007,20477,1229,3336,16,207,4577,27365,32942,3813,6845,48.758203857,261.03934867
Diplôme maximum obtenu,Secondaire - DES,172,77,360,8373,5247,398,660,1,26,1064,7461,7826,374,2091,49.637077255,220.65853339
Diplôme maximum obtenu,Secondaire - DEP,39,23,110,2213,1923,134,268,1,4,210,2307,2403,27,554,53.114437367,253.71401274
Diplôme maximum obtenu,Secondaire - ASP,5,5,15,223,184,14,19,0,0,20,190,275,1,52,53.468817204,247.25806452
Diplôme maximum obtenu,Collégial - AEC,11,6,1,654,462,50,39,0,1,116,622,601,5,192,52.078495503,193.52166803
Diplôme maximum obtenu,Collégial - DEC général,14,6,8,1005,353,31,37,0,3,153,683,771,14,192,50.674002751,221.20563961
Diplôme maximum obtenu,Collégial - DEC professionnel,20,13,5,1055,521,51,48,0,4,160,933,780,9,255,51.19614711,187.93461763
Diplôme maximum obtenu,Universitaire - Certificat,5,4,0,402,180,17,25,0,6,99,340,293,1,96,52.85150079,201.86255924
Diplôme maximum obtenu,Universitaire - Baccalauréat,17,5,4,1314,560,51,82,1,23,442,1013,1020,1,342,52.640924742,181.32661092
Diplôme maximum obtenu,Universitaire - Maîtrise ou doctorat,9,5,0,226,117,11,18,0,7,137,183,203,0,97,53.733160622,155.06476684
Diplôme maximum obtenu,Inconnu,461,206,14339,14347,11513,1774,1222,165,496,4811,19534,24328,5344,4938,45.176508139,229.19600109
Durée cumulative,Premier mois,1,1,34,50,19,7,15,1,14,7,54,73,85,127,28.590551181,1
