Caracteristique,Valeur,Visuel,Auditif_et_parole,Intellect_apprentissage,Sante_mentale,Physique,Autres,Conjoints_sans_CSE,Demandeurs_asile,NHC_moins_5ans,NHC_5ans_et_plus,Femmes,Hommes,Moins_de_25ans,Durcon_moins_2ans,Age_moyen,Duree_cumul_moyenne
Types de diagnostics,Visuel,1315,0,0,0,0,0,0,8,31,200,568,747,65,149,49.308745247,249.37490494
Types de diagnostics,Auditif et de la parole,0,764,0,0,0,0,0,8,20,101,402,362,51,122,47.912303665,229.76963351
Types de diagnostics,Intellectuel et d'apprentissage,0,0,23508,0,0,0,0,10,70,1040,10894,12614,3094,2417,42.049727752,269.59001191
Types de diagnostics,Santé mentale,0,0,0,54212,0,0,0,43,70,4769,22838,31374,4342,6284,47.18278241,239.4120121
Types de diagnostics,Physique,0,0,0,0,39954,0,0,155,455,4131,19473,20481,1430,4277,51.772413275,240.3423437
Types de diagnostics,Autres,0,0,0,0,0,3888,0,2,8,316,1766,2122,218,1279,52.452417695,200.7026749
Types de diagnostics,Conjoints sans contraintes sévères,0,0,0,0,0,0,5244,30,242,1086,2782,2462,75,851,51.732646834,222.31903127
Région,01 - Bas-Saint-Laurent,26,17,815,1601,1235,86,199,0,1,24,1824,2155,216,430,49.975622016,270.28373963
Région,02 - Saguenay - Lac-St-Jean,37,24,963,1758,1602,105,210,0,0,25,2244,2455,300,474,48.247499468,267.71653543
Région,03 - Capitale-Nationale,109,51,1423,4466,2556,226,246,0,35,307,4003,5074,579,925,48.81590834,257.86416217
Région,04 - Mauricie,49,33,1018,2522,1828,112,239,0,1,103,2727,3074,326,523,48.992759869,267.29425961
Région,05 - Estrie,59,32,1164,2592,1799,144,288,0,41,241,2786,3292,395,619,48.330207305,248.14692333
Région,06 - Île-de-Montréal,375,250,3876,14630,10092,585,1426,249,399,7613,13843,17391,2064,3669,48.700070436,228.27959915
Région,07 - Outaouais,60,34,1048,2362,1927,186,280,0,41,294,2771,3126,347,557,48.022553841,233.71968798
Région,08 - Abitibi-Témiscamingue,24,13,487,784,749,58,92,0,0,11,1020,1187,142,249,48.95786135,261.38695061
Région,09 - Côte-Nord,15,8,241,414,402,21,52,0,0,10,534,619,68,106,48.881179532,273.13703382
Région,10 - Nord-du-Québec,6,0,49,136,116,13,11,0,0,2,130,201,43,58,42.283987915,189.72507553
Région,11 - Gaspésie - Îles-de-la-Madeleine,25,12,435,750,802,66,137,0,0,12,1047,1180,123,219,49.879209699,273.26133812
Région,12 - Chaudières-Appalaches,42,26,1209,2035,1562,137,172,0,3,63,2422,2761,359,572,47.887516882,247.75207409
Région,13 - Laval,64,38,896,1789,1539,90,252,2,285,920,2233,2435,477,640,47.077549272,199.49957155
Région,14 - Lanaudière,67,37,1265,2457,2283,199,302,0,7,191,3096,3514,676,777,46.305900151,229.19198185
Région,15 - Laurentides,57,30,1436,3229,2588,218,340,0,9,210,3684,4214,714,832,46.887566473,228.39642948
Région,16 - Montérégie,221,122,3722,8202,6487,406,792,0,56,1083,9393,10559,1791,2230,46.674669206,229.59427626
Région,17 - Centre-du-Québec,51,24,740,1640,1367,133,171,0,5,61,1912,2214,261,367,48.329859428,246.97697528
Région,99 - Central,28,13,2721,2845,1020,1103,35,5,13,473,3054,4711,394,2132,48.440051513,312.98480361
