secteur,valeur,date,heure
"Centre-ville",15,"2022-08-14",5
"Est",32,"2022-08-14",5
"Nord",9,"2022-08-14",5
"Ouest",16,"2022-08-14",5
"Centre-ville",16,"2022-08-14",4
"Est",31,"2022-08-14",4
"Nord",10,"2022-08-14",4
"Ouest",19,"2022-08-14",4
"Centre-ville",18,"2022-08-14",3
"Est",34,"2022-08-14",3
"Nord",8,"2022-08-14",3
"Ouest",18,"2022-08-14",3
"Centre-ville",16,"2022-08-14",2
"Est",34,"2022-08-14",2
"Nord",8,"2022-08-14",2
"Ouest",15,"2022-08-14",2
"Centre-ville",16,"2022-08-14",1
"Est",31,"2022-08-14",1
"Nord",8,"2022-08-14",1
"Ouest",17,"2022-08-14",1
"Centre-ville",16,"2022-08-14",0
"Est",27,"2022-08-14",0
"Nord",9,"2022-08-14",0
"Ouest",18,"2022-08-14",0
"Centre-ville",14,"2022-08-13",23
"Est",21,"2022-08-13",23
"Nord",10,"2022-08-13",23
"Ouest",18,"2022-08-13",23
"Centre-ville",13,"2022-08-13",22
"Est",15,"2022-08-13",22
"Nord",11,"2022-08-13",22
"Ouest",17,"2022-08-13",22
"Centre-ville",20,"2022-08-13",21
"Est",14,"2022-08-13",21
"Nord",13,"2022-08-13",21
"Ouest",17,"2022-08-13",21
"Centre-ville",22,"2022-08-13",20
"Est",17,"2022-08-13",20
"Nord",17,"2022-08-13",20
"Ouest",17,"2022-08-13",20
"Centre-ville",27,"2022-08-13",19
"Est",18,"2022-08-13",19
"Nord",21,"2022-08-13",19
"Ouest",20,"2022-08-13",19
"Centre-ville",29,"2022-08-13",18
"Est",19,"2022-08-13",18
"Nord",24,"2022-08-13",18
"Ouest",21,"2022-08-13",18
"Centre-ville",30,"2022-08-13",17
"Est",20,"2022-08-13",17
"Nord",21,"2022-08-13",17
"Ouest",21,"2022-08-13",17
"Centre-ville",29,"2022-08-13",16
"Est",19,"2022-08-13",16
"Nord",22,"2022-08-13",16
"Ouest",22,"2022-08-13",16
"Centre-ville",27,"2022-08-13",15
"Est",19,"2022-08-13",15
"Nord",20,"2022-08-13",15
"Ouest",22,"2022-08-13",15
"Centre-ville",26,"2022-08-13",14
"Est",18,"2022-08-13",14
"Nord",19,"2022-08-13",14
"Ouest",22,"2022-08-13",14
"Centre-ville",22,"2022-08-13",13
"Est",17,"2022-08-13",13
"Nord",19,"2022-08-13",13
"Ouest",21,"2022-08-13",13
"Centre-ville",21,"2022-08-13",12
"Est",16,"2022-08-13",12
"Nord",18,"2022-08-13",12
"Ouest",20,"2022-08-13",12
"Centre-ville",18,"2022-08-13",11
"Est",14,"2022-08-13",11
"Nord",16,"2022-08-13",11
"Ouest",18,"2022-08-13",11
"Centre-ville",13,"2022-08-13",10
"Est",11,"2022-08-13",10
"Nord",13,"2022-08-13",10
"Ouest",15,"2022-08-13",10
"Centre-ville",10,"2022-08-13",9
"Est",10,"2022-08-13",9
"Nord",11,"2022-08-13",9
"Ouest",14,"2022-08-13",9
"Centre-ville",9,"2022-08-13",8
"Est",10,"2022-08-13",8
"Nord",10,"2022-08-13",8
"Ouest",11,"2022-08-13",8
"Centre-ville",8,"2022-08-13",7
"Est",9,"2022-08-13",7
"Nord",10,"2022-08-13",7
"Ouest",7,"2022-08-13",7
"Centre-ville",9,"2022-08-13",6
"Est",12,"2022-08-13",6
"Nord",9,"2022-08-13",6
"Ouest",6,"2022-08-13",6
"Centre-ville",10,"2022-08-13",5
"Est",11,"2022-08-13",5
"Nord",8,"2022-08-13",5
"Ouest",6,"2022-08-13",5
"Centre-ville",11,"2022-08-13",4
"Est",10,"2022-08-13",4
"Nord",6,"2022-08-13",4
"Ouest",6,"2022-08-13",4
"Centre-ville",10,"2022-08-13",3
"Est",10,"2022-08-13",3
"Nord",6,"2022-08-13",3
"Ouest",8,"2022-08-13",3
"Centre-ville",9,"2022-08-13",2
"Est",8,"2022-08-13",2
"Nord",5,"2022-08-13",2
"Ouest",8,"2022-08-13",2
"Centre-ville",8,"2022-08-13",1
"Est",8,"2022-08-13",1
"Nord",5,"2022-08-13",1
"Ouest",8,"2022-08-13",1
"Nord",43,"2024-02-07",20
"Ouest",30,"2024-02-07",20
"Centre-ville",60,"2024-02-07",19
"Est",57,"2024-02-07",19
"Nord",43,"2024-02-07",19
"Ouest",29,"2024-02-07",19
"Centre-ville",60,"2024-02-07",18
"Est",54,"2024-02-07",18
"Nord",56,"2024-02-07",18
"Ouest",31,"2024-02-07",18
"Centre-ville",57,"2024-02-07",17
"Est",54,"2024-02-07",17
"Nord",70,"2024-02-07",17
"Ouest",37,"2024-02-07",17
"Centre-ville",55,"2024-02-07",16
"Est",52,"2024-02-07",16
"Nord",76,"2024-02-07",16
"Ouest",42,"2024-02-07",16
"Centre-ville",51,"2024-02-07",15
"Est",51,"2024-02-07",15
"Nord",70,"2024-02-07",15
"Ouest",48,"2024-02-07",15
"Centre-ville",46,"2024-02-07",14
"Est",51,"2024-02-07",14
"Nord",63,"2024-02-07",14
"Ouest",53,"2024-02-07",14
"Centre-ville",42,"2024-02-07",13
"Est",49,"2024-02-07",13
"Nord",57,"2024-02-07",13
"Ouest",51,"2024-02-07",13
"Centre-ville",39,"2024-02-07",12
"Est",48,"2024-02-07",12
"Nord",57,"2024-02-07",12
"Ouest",45,"2024-02-07",12
"Centre-ville",35,"2024-02-07",11
"Est",49,"2024-02-07",11
"Nord",48,"2024-02-07",11
"Ouest",37,"2024-02-07",11
"Centre-ville",32,"2024-02-07",10
"Est",45,"2024-02-07",10
"Nord",39,"2024-02-07",10
"Ouest",34,"2024-02-07",10
"Centre-ville",33,"2024-02-07",9
"Est",34,"2024-02-07",9
"Nord",28,"2024-02-07",9
"Ouest",36,"2024-02-07",9
"Centre-ville",32,"2024-02-07",8
"Est",26,"2024-02-07",8
"Nord",27,"2024-02-07",8
"Ouest",40,"2024-02-07",8
"Centre-ville",29,"2024-02-07",7
"Est",27,"2024-02-07",7
"Nord",30,"2024-02-07",7
"Ouest",45,"2024-02-07",7
"Centre-ville",25,"2024-02-07",6
"Est",26,"2024-02-07",6
"Nord",34,"2024-02-07",6
"Ouest",46,"2024-02-07",6
"Centre-ville",24,"2024-02-07",5
"Est",29,"2024-02-07",5
"Nord",43,"2024-02-07",5
"Ouest",40,"2024-02-07",5
"Centre-ville",23,"2024-02-07",4
"Est",34,"2024-02-07",4
"Nord",42,"2024-02-07",4
"Ouest",34,"2024-02-07",4
"Centre-ville",24,"2024-02-07",3
"Est",39,"2024-02-07",3
"Nord",40,"2024-02-07",3
"Ouest",27,"2024-02-07",3
"Centre-ville",25,"2024-02-07",2
"Est",39,"2024-02-07",2
"Nord",30,"2024-02-07",2
"Ouest",25,"2024-02-07",2
"Centre-ville",25,"2024-02-07",1
"Est",36,"2024-02-07",1
"Nord",30,"2024-02-07",1
"Ouest",28,"2024-02-07",1
"Centre-ville",25,"2024-02-07",0
"Est",38,"2024-02-07",0
"Nord",29,"2024-02-07",0
"Ouest",31,"2024-02-07",0
"Centre-ville",28,"2024-02-06",23
"Est",43,"2024-02-06",23
"Nord",29,"2024-02-06",23
"Ouest",31,"2024-02-06",23
"Centre-ville",28,"2024-02-06",22
"Est",38,"2024-02-06",22
"Nord",27,"2024-02-06",22
"Ouest",25,"2024-02-06",22
"Centre-ville",25,"2024-02-06",21
"Est",34,"2024-02-06",21
"Nord",24,"2024-02-06",21
"Ouest",18,"2024-02-06",21
"Centre-ville",18,"2024-02-06",20
"Est",30,"2024-02-06",20
"Nord",19,"2024-02-06",20
"Ouest",14,"2024-02-06",20
"Centre-ville",16,"2024-02-06",19
"Est",20,"2024-02-06",19
"Nord",14,"2024-02-06",19
"Ouest",12,"2024-02-06",19
"Centre-ville",17,"2024-02-06",18
"Est",20,"2024-02-06",18
"Nord",13,"2024-02-06",18
"Ouest",15,"2024-02-06",18
"Centre-ville",18,"2024-02-06",17
"Est",24,"2024-02-06",17
"Nord",19,"2024-02-06",17
"Ouest",22,"2024-02-06",17
"Centre-ville",20,"2024-02-06",16
"Est",24,"2024-02-06",16
"Nord",20,"2024-02-06",16
"Ouest",23,"2024-02-06",16
"Centre-ville",21,"2024-02-06",15
"Est",24,"2024-02-06",15
"Nord",20,"2024-02-06",15
"Ouest",23,"2024-02-06",15
"Centre-ville",22,"2024-02-06",14
"Est",24,"2024-02-06",14
"Nord",20,"2024-02-06",14
"Ouest",23,"2024-02-06",14
"Centre-ville",21,"2024-02-06",13
"Est",23,"2024-02-06",13
"Nord",21,"2024-02-06",13
"Ouest",22,"2024-02-06",13
"Centre-ville",20,"2024-02-06",12
"Est",21,"2024-02-06",12
"Nord",21,"2024-02-06",12
"Ouest",20,"2024-02-06",12
"Centre-ville",18,"2024-02-06",11
"Est",22,"2024-02-06",11
"Nord",19,"2024-02-06",11
"Ouest",20,"2024-02-06",11
"Centre-ville",19,"2024-02-06",10
"Est",22,"2024-02-06",10
"Nord",18,"2024-02-06",10
"Ouest",18,"2024-02-06",10
"Centre-ville",17,"2024-02-06",9
"Est",20,"2024-02-06",9
"Nord",16,"2024-02-06",9
"Ouest",18,"2024-02-06",9
"Centre-ville",10,"2024-02-06",8
"Est",17,"2024-02-06",8
"Nord",12,"2024-02-06",8
"Ouest",19,"2024-02-06",8
"Centre-ville",14,"2024-02-06",7
"Est",21,"2024-02-06",7
"Nord",14,"2024-02-06",7
"Ouest",19,"2024-02-06",7
"Centre-ville",17,"2024-02-06",6
"Est",22,"2024-02-06",6
"Nord",18,"2024-02-06",6
"Ouest",19,"2024-02-06",6
"Centre-ville",17,"2024-02-06",5
"Est",23,"2024-02-06",5
"Nord",19,"2024-02-06",5
"Ouest",20,"2024-02-06",5
"Centre-ville",19,"2024-02-06",4
"Est",23,"2024-02-06",4
"Nord",19,"2024-02-06",4
"Ouest",21,"2024-02-06",4
"Centre-ville",20,"2024-02-06",3
"Est",22,"2024-02-06",3
"Nord",19,"2024-02-06",3
"Ouest",22,"2024-02-06",3
"Centre-ville",21,"2024-02-06",2
"Est",23,"2024-02-06",2
"Nord",20,"2024-02-06",2
"Ouest",22,"2024-02-06",2
"Centre-ville",20,"2024-02-06",1
"Est",22,"2024-02-06",1
"Nord",19,"2024-02-06",1
"Ouest",21,"2024-02-06",1
"Centre-ville",22,"2024-02-06",0
"Est",23,"2024-02-06",0
"Nord",21,"2024-02-06",0
"Ouest",20,"2024-02-06",0
"Centre-ville",21,"2024-02-05",23
"Est",24,"2024-02-05",23
"Nord",21,"2024-02-05",23
"Ouest",21,"2024-02-05",23
"Centre-ville",20,"2024-02-05",22
"Est",23,"2024-02-05",22
"Nord",19,"2024-02-05",22
"Ouest",16,"2024-02-05",22
"Centre-ville",19,"2024-02-05",21
"Est",26,"2024-02-05",21
"Nord",20,"2024-02-05",21
"Ouest",17,"2024-02-05",21
"Centre-ville",18,"2024-02-05",20
"Est",21,"2024-02-05",20
"Nord",17,"2024-02-05",20
"Ouest",15,"2024-02-05",20
"Centre-ville",17,"2024-02-05",19
"Est",15,"2024-02-05",19
"Nord",15,"2024-02-05",19
"Ouest",14,"2024-02-05",19
"Centre-ville",18,"2024-02-05",18
"Est",17,"2024-02-05",18
"Nord",18,"2024-02-05",18
"Ouest",20,"2024-02-05",18
"Centre-ville",22,"2024-02-05",17
"Est",24,"2024-02-05",17
"Nord",21,"2024-02-05",17
"Ouest",24,"2024-02-05",17
"Centre-ville",21,"2024-02-05",16
"Est",25,"2024-02-05",16
"Nord",23,"2024-02-05",16
"Ouest",25,"2024-02-05",16
"Centre-ville",24,"2024-02-05",15
"Est",25,"2024-02-05",15
"Nord",23,"2024-02-05",15
"Ouest",26,"2024-02-05",15
"Centre-ville",24,"2024-02-05",14
"Est",26,"2024-02-05",14
"Nord",22,"2024-02-05",14
"Ouest",26,"2024-02-05",14
"Centre-ville",24,"2024-02-05",13
"Est",26,"2024-02-05",13
"Nord",22,"2024-02-05",13
"Ouest",26,"2024-02-05",13
"Est",23,"2023-04-20",11
"Nord",22,"2023-04-20",11
"Ouest",25,"2023-04-20",11
"Centre-ville",23,"2023-04-20",10
"Est",23,"2023-04-20",10
"Nord",22,"2023-04-20",10
"Ouest",25,"2023-04-20",10
"Centre-ville",23,"2023-04-20",9
"Est",23,"2023-04-20",9
"Nord",23,"2023-04-20",9
"Ouest",25,"2023-04-20",9
"Centre-ville",23,"2023-04-20",8
"Est",23,"2023-04-20",8
"Nord",22,"2023-04-20",8
"Ouest",25,"2023-04-20",8
"Centre-ville",22,"2023-04-20",7
"Est",22,"2023-04-20",7
"Nord",20,"2023-04-20",7
"Ouest",24,"2023-04-20",7
"Centre-ville",22,"2023-04-20",6
"Est",20,"2023-04-20",6
"Nord",20,"2023-04-20",6
"Ouest",24,"2023-04-20",6
"Centre-ville",21,"2023-04-20",5
"Est",22,"2023-04-20",5
"Nord",20,"2023-04-20",5
"Ouest",25,"2023-04-20",5
"Centre-ville",22,"2023-04-20",4
"Est",22,"2023-04-20",4
"Nord",22,"2023-04-20",4
"Ouest",25,"2023-04-20",4
"Centre-ville",23,"2023-04-20",3
"Est",22,"2023-04-20",3
"Nord",23,"2023-04-20",3
"Ouest",26,"2023-04-20",3
"Centre-ville",23,"2023-04-20",2
"Est",22,"2023-04-20",2
"Nord",22,"2023-04-20",2
"Ouest",25,"2023-04-20",2
"Centre-ville",22,"2023-04-20",1
"Est",22,"2023-04-20",1
"Nord",22,"2023-04-20",1
"Ouest",23,"2023-04-20",1
"Centre-ville",22,"2023-04-20",0
"Est",22,"2023-04-20",0
"Nord",22,"2023-04-20",0
"Ouest",23,"2023-04-20",0
"Centre-ville",21,"2023-04-19",23
"Est",22,"2023-04-19",23
"Nord",21,"2023-04-19",23
"Ouest",24,"2023-04-19",23
"Centre-ville",20,"2023-04-19",22
"Est",20,"2023-04-19",22
"Nord",19,"2023-04-19",22
"Ouest",23,"2023-04-19",22
"Centre-ville",19,"2023-04-19",21
"Est",19,"2023-04-19",21
"Nord",19,"2023-04-19",21
"Ouest",21,"2023-04-19",21
"Centre-ville",18,"2023-04-19",20
"Est",18,"2023-04-19",20
"Nord",18,"2023-04-19",20
"Ouest",20,"2023-04-19",20
"Centre-ville",19,"2023-04-19",19
"Est",19,"2023-04-19",19
"Nord",19,"2023-04-19",19
"Ouest",20,"2023-04-19",19
"Centre-ville",19,"2023-04-19",18
"Est",20,"2023-04-19",18
"Nord",20,"2023-04-19",18
"Ouest",21,"2023-04-19",18
"Centre-ville",18,"2023-04-19",17
"Est",19,"2023-04-19",17
"Nord",18,"2023-04-19",17
"Ouest",20,"2023-04-19",17
"Centre-ville",17,"2023-04-19",16
"Est",19,"2023-04-19",16
"Nord",18,"2023-04-19",16
"Ouest",19,"2023-04-19",16
"Centre-ville",17,"2023-04-19",15
"Est",18,"2023-04-19",15
"Nord",17,"2023-04-19",15
"Ouest",18,"2023-04-19",15
"Centre-ville",17,"2023-04-19",14
"Est",17,"2023-04-19",14
"Nord",16,"2023-04-19",14
"Ouest",18,"2023-04-19",14
"Centre-ville",16,"2023-04-19",13
"Est",18,"2023-04-19",13
"Nord",17,"2023-04-19",13
"Ouest",18,"2023-04-19",13
"Centre-ville",17,"2023-04-19",12
"Est",18,"2023-04-19",12
"Nord",18,"2023-04-19",12
"Ouest",18,"2023-04-19",12
"Centre-ville",18,"2023-04-19",11
"Est",19,"2023-04-19",11
"Nord",18,"2023-04-19",11
"Ouest",19,"2023-04-19",11
"Centre-ville",19,"2023-04-19",10
"Est",20,"2023-04-19",10
"Nord",19,"2023-04-19",10
"Ouest",20,"2023-04-19",10
"Centre-ville",19,"2023-04-19",9
"Est",20,"2023-04-19",9
"Nord",19,"2023-04-19",9
"Ouest",20,"2023-04-19",9
"Centre-ville",18,"2023-04-19",8
"Est",19,"2023-04-19",8
"Nord",19,"2023-04-19",8
"Ouest",20,"2023-04-19",8
"Centre-ville",18,"2023-04-19",7
"Est",18,"2023-04-19",7
"Nord",17,"2023-04-19",7
"Ouest",19,"2023-04-19",7
"Centre-ville",18,"2023-04-19",6
"Est",20,"2023-04-19",6
"Nord",19,"2023-04-19",6
"Ouest",20,"2023-04-19",6
"Centre-ville",20,"2023-04-19",5
"Est",20,"2023-04-19",5
"Nord",20,"2023-04-19",5
"Ouest",21,"2023-04-19",5
"Centre-ville",20,"2023-04-19",4
"Est",19,"2023-04-19",4
"Nord",20,"2023-04-19",4
"Ouest",21,"2023-04-19",4
"Centre-ville",20,"2023-04-19",3
"Est",21,"2023-04-19",3
"Nord",20,"2023-04-19",3
"Ouest",20,"2023-04-19",3
"Centre-ville",19,"2023-04-19",2
"Est",22,"2023-04-19",2
"Nord",22,"2023-04-19",2
"Ouest",20,"2023-04-19",2
"Centre-ville",21,"2023-04-19",1
"Est",21,"2023-04-19",1
"Nord",22,"2023-04-19",1
"Ouest",22,"2023-04-19",1
"Centre-ville",18,"2023-04-19",0
"Est",18,"2023-04-19",0
"Nord",19,"2023-04-19",0
"Ouest",21,"2023-04-19",0
"Centre-ville",19,"2023-04-18",23
"Est",18,"2023-04-18",23
"Nord",19,"2023-04-18",23
"Ouest",19,"2023-04-18",23
"Centre-ville",19,"2023-04-18",22
"Est",18,"2023-04-18",22
"Nord",19,"2023-04-18",22
"Ouest",20,"2023-04-18",22
"Centre-ville",18,"2023-04-18",21
"Est",19,"2023-04-18",21
"Nord",19,"2023-04-18",21
"Ouest",20,"2023-04-18",21
"Centre-ville",19,"2023-04-18",20
"Est",19,"2023-04-18",20
"Nord",19,"2023-04-18",20
"Ouest",19,"2023-04-18",20
"Centre-ville",19,"2023-04-18",19
"Est",19,"2023-04-18",19
"Nord",19,"2023-04-18",19
"Ouest",19,"2023-04-18",19
"Centre-ville",19,"2023-04-18",18
"Est",19,"2023-04-18",18
"Nord",19,"2023-04-18",18
"Ouest",20,"2023-04-18",18
"Centre-ville",19,"2023-04-18",17
"Est",19,"2023-04-18",17
"Nord",19,"2023-04-18",17
"Ouest",21,"2023-04-18",17
"Centre-ville",20,"2023-04-18",16
"Est",20,"2023-04-18",16
"Nord",20,"2023-04-18",16
"Ouest",20,"2023-04-18",16
"Centre-ville",20,"2023-04-18",15
"Est",20,"2023-04-18",15
"Nord",20,"2023-04-18",15
"Ouest",21,"2023-04-18",15
"Centre-ville",20,"2023-04-18",14
"Est",20,"2023-04-18",14
"Nord",20,"2023-04-18",14
"Ouest",21,"2023-04-18",14
"Centre-ville",19,"2023-04-18",13
"Est",20,"2023-04-18",13
"Nord",20,"2023-04-18",13
"Ouest",21,"2023-04-18",13
"Centre-ville",20,"2023-04-18",12
"Est",20,"2023-04-18",12
"Nord",20,"2023-04-18",12
"Ouest",21,"2023-04-18",12
"Centre-ville",20,"2023-04-18",11
"Est",20,"2023-04-18",11
"Nord",20,"2023-04-18",11
"Ouest",21,"2023-04-18",11
"Centre-ville",20,"2023-04-18",10
"Est",19,"2023-04-18",10
"Nord",20,"2023-04-18",10
"Ouest",21,"2023-04-18",10
"Centre-ville",18,"2023-04-18",9
"Est",19,"2023-04-18",9
"Nord",19,"2023-04-18",9
"Ouest",21,"2023-04-18",9
"Centre-ville",18,"2023-04-18",8
"Est",18,"2023-04-18",8
"Nord",17,"2023-04-18",8
"Ouest",20,"2023-04-18",8
"Centre-ville",18,"2023-04-18",7
"Est",18,"2023-04-18",7
"Nord",17,"2023-04-18",7
"Ouest",19,"2023-04-18",7
"Centre-ville",18,"2023-04-18",6
"Est",19,"2023-04-18",6
"Nord",18,"2023-04-18",6
"Ouest",20,"2023-04-18",6
"Centre-ville",20,"2023-04-18",5
"Est",19,"2023-04-18",5
"Nord",20,"2023-04-18",5
"Ouest",21,"2023-04-18",5
"Centre-ville",20,"2023-04-18",4
"Est",20,"2023-04-18",4
"Nord",21,"2023-04-18",4
"Centre-ville",19,"2023-03-25",2
"Est",23,"2023-03-25",2
"Nord",20,"2023-03-25",2
"Ouest",19,"2023-03-25",2
"Centre-ville",17,"2023-03-25",1
"Est",19,"2023-03-25",1
"Nord",18,"2023-03-25",1
"Ouest",19,"2023-03-25",1
"Centre-ville",16,"2023-03-25",0
"Est",17,"2023-03-25",0
"Nord",20,"2023-03-25",0
"Ouest",24,"2023-03-25",0
"Centre-ville",18,"2023-03-24",23
"Est",18,"2023-03-24",23
"Nord",19,"2023-03-24",23
"Ouest",26,"2023-03-24",23
"Centre-ville",20,"2023-03-24",22
"Est",21,"2023-03-24",22
"Nord",19,"2023-03-24",22
"Ouest",24,"2023-03-24",22
"Centre-ville",20,"2023-03-24",21
"Est",22,"2023-03-24",21
"Nord",21,"2023-03-24",21
"Ouest",26,"2023-03-24",21
"Centre-ville",20,"2023-03-24",20
"Est",23,"2023-03-24",20
"Nord",22,"2023-03-24",20
"Ouest",25,"2023-03-24",20
"Centre-ville",22,"2023-03-24",19
"Est",24,"2023-03-24",19
"Nord",23,"2023-03-24",19
"Ouest",26,"2023-03-24",19
"Centre-ville",23,"2023-03-24",18
"Est",25,"2023-03-24",18
"Nord",24,"2023-03-24",18
"Ouest",26,"2023-03-24",18
"Centre-ville",24,"2023-03-24",17
"Est",26,"2023-03-24",17
"Nord",24,"2023-03-24",17
"Ouest",26,"2023-03-24",17
"Centre-ville",25,"2023-03-24",16
"Est",26,"2023-03-24",16
"Nord",25,"2023-03-24",16
"Ouest",26,"2023-03-24",16
"Centre-ville",25,"2023-03-24",15
"Est",26,"2023-03-24",15
"Nord",25,"2023-03-24",15
"Ouest",26,"2023-03-24",15
"Centre-ville",25,"2023-03-24",14
"Est",26,"2023-03-24",14
"Nord",24,"2023-03-24",14
"Ouest",26,"2023-03-24",14
"Centre-ville",25,"2023-03-24",13
"Est",25,"2023-03-24",13
"Nord",24,"2023-03-24",13
"Ouest",26,"2023-03-24",13
"Centre-ville",24,"2023-03-24",12
"Est",25,"2023-03-24",12
"Nord",24,"2023-03-24",12
"Ouest",26,"2023-03-24",12
"Centre-ville",24,"2023-03-24",11
"Est",24,"2023-03-24",11
"Nord",23,"2023-03-24",11
"Ouest",25,"2023-03-24",11
"Centre-ville",24,"2023-03-24",10
"Est",24,"2023-03-24",10
"Nord",23,"2023-03-24",10
"Ouest",25,"2023-03-24",10
"Centre-ville",23,"2023-03-24",9
"Est",23,"2023-03-24",9
"Nord",22,"2023-03-24",9
"Ouest",25,"2023-03-24",9
"Centre-ville",21,"2023-03-24",8
"Est",23,"2023-03-24",8
"Nord",21,"2023-03-24",8
"Ouest",25,"2023-03-24",8
"Centre-ville",19,"2023-03-24",7
"Est",21,"2023-03-24",7
"Nord",20,"2023-03-24",7
"Ouest",25,"2023-03-24",7
"Centre-ville",20,"2023-03-24",6
"Est",21,"2023-03-24",6
"Nord",21,"2023-03-24",6
"Ouest",24,"2023-03-24",6
"Centre-ville",21,"2023-03-24",5
"Est",21,"2023-03-24",5
"Nord",20,"2023-03-24",5
"Ouest",24,"2023-03-24",5
"Centre-ville",21,"2023-03-24",4
"Est",22,"2023-03-24",4
"Nord",20,"2023-03-24",4
"Ouest",23,"2023-03-24",4
"Centre-ville",21,"2023-03-24",3
"Est",22,"2023-03-24",3
"Nord",22,"2023-03-24",3
"Ouest",24,"2023-03-24",3
"Centre-ville",20,"2023-03-24",2
"Est",22,"2023-03-24",2
"Nord",21,"2023-03-24",2
"Ouest",23,"2023-03-24",2
"Centre-ville",19,"2023-03-24",1
"Est",20,"2023-03-24",1
"Nord",20,"2023-03-24",1
"Ouest",21,"2023-03-24",1
"Centre-ville",19,"2023-03-24",0
"Est",22,"2023-03-24",0
"Nord",20,"2023-03-24",0
"Ouest",19,"2023-03-24",0
"Centre-ville",22,"2023-03-23",23
"Est",27,"2023-03-23",23
"Nord",24,"2023-03-23",23
"Ouest",18,"2023-03-23",23
"Centre-ville",24,"2023-03-23",22
"Est",29,"2023-03-23",22
"Nord",26,"2023-03-23",22
"Ouest",19,"2023-03-23",22
"Centre-ville",23,"2023-03-23",21
"Est",28,"2023-03-23",21
"Nord",25,"2023-03-23",21
"Ouest",19,"2023-03-23",21
"Centre-ville",24,"2023-03-23",20
"Est",28,"2023-03-23",20
"Nord",25,"2023-03-23",20
"Ouest",18,"2023-03-23",20
"Centre-ville",27,"2023-03-23",19
"Est",27,"2023-03-23",19
"Nord",29,"2023-03-23",19
"Ouest",20,"2023-03-23",19
"Centre-ville",30,"2023-03-23",18
"Est",25,"2023-03-23",18
"Nord",33,"2023-03-23",18
"Ouest",24,"2023-03-23",18
"Centre-ville",32,"2023-03-23",17
"Est",22,"2023-03-23",17
"Nord",33,"2023-03-23",17
"Ouest",26,"2023-03-23",17
"Centre-ville",31,"2023-03-23",16
"Est",23,"2023-03-23",16
"Nord",33,"2023-03-23",16
"Ouest",26,"2023-03-23",16
"Centre-ville",30,"2023-03-23",15
"Est",24,"2023-03-23",15
"Nord",33,"2023-03-23",15
"Ouest",26,"2023-03-23",15
"Centre-ville",30,"2023-03-23",14
"Est",25,"2023-03-23",14
"Nord",32,"2023-03-23",14
"Ouest",26,"2023-03-23",14
"Centre-ville",27,"2023-03-23",13
"Est",21,"2023-03-23",13
"Nord",30,"2023-03-23",13
"Ouest",23,"2023-03-23",13
"Centre-ville",22,"2023-03-23",12
"Est",19,"2023-03-23",12
"Nord",26,"2023-03-23",12
"Ouest",21,"2023-03-23",12
"Centre-ville",19,"2023-03-23",11
"Est",19,"2023-03-23",11
"Nord",22,"2023-03-23",11
"Ouest",19,"2023-03-23",11
"Centre-ville",16,"2023-03-23",10
"Est",19,"2023-03-23",10
"Nord",19,"2023-03-23",10
"Ouest",18,"2023-03-23",10
"Centre-ville",14,"2023-03-23",9
"Est",21,"2023-03-23",9
"Nord",17,"2023-03-23",9
"Ouest",18,"2023-03-23",9
"Centre-ville",16,"2023-03-23",8
"Est",20,"2023-03-23",8
"Nord",16,"2023-03-23",8
"Ouest",18,"2023-03-23",8
"Centre-ville",18,"2023-03-23",7
"Est",19,"2023-03-23",7
"Nord",16,"2023-03-23",7
"Ouest",19,"2023-03-23",7
"Centre-ville",19,"2023-03-23",6
"Est",21,"2023-03-23",6
"Nord",19,"2023-03-23",6
"Ouest",20,"2023-03-23",6
"Centre-ville",19,"2023-03-23",5
"Est",22,"2023-03-23",5
"Nord",19,"2023-03-23",5
"Ouest",21,"2023-03-23",5
"Centre-ville",22,"2023-03-23",4
"Est",24,"2023-03-23",4
"Nord",19,"2023-03-23",4
"Ouest",20,"2023-03-23",4
"Centre-ville",23,"2023-03-23",3
"Est",23,"2023-03-23",3
"Nord",21,"2023-03-23",3
"Ouest",20,"2023-03-23",3
"Centre-ville",23,"2023-03-23",2
"Est",24,"2023-03-23",2
"Nord",22,"2023-03-23",2
"Ouest",21,"2023-03-23",2
"Centre-ville",22,"2023-03-23",1
"Est",24,"2023-03-23",1
"Nord",22,"2023-03-23",1
"Ouest",23,"2023-03-23",1
"Centre-ville",21,"2023-03-23",0
"Est",24,"2023-03-23",0
"Nord",23,"2023-03-23",0
"Ouest",24,"2023-03-23",0
"Centre-ville",22,"2023-03-22",23
"Est",24,"2023-03-22",23
"Nord",23,"2023-03-22",23
"Ouest",25,"2023-03-22",23
"Centre-ville",22,"2023-03-22",22
"Est",25,"2023-03-22",22
"Nord",24,"2023-03-22",22
"Ouest",25,"2023-03-22",22
"Centre-ville",24,"2023-03-22",21
"Est",25,"2023-03-22",21
"Nord",24,"2023-03-22",21
"Ouest",26,"2023-03-22",21
"Centre-ville",24,"2023-03-22",20
"Est",26,"2023-03-22",20
"Nord",26,"2023-03-22",20
"Ouest",27,"2023-03-22",20
"Centre-ville",25,"2023-03-22",19
"Est",27,"2023-03-22",19
"Centre-ville",21,"2023-03-01",23
"Est",25,"2023-03-01",23
"Nord",24,"2023-03-01",23
"Ouest",26,"2023-03-01",23
"Centre-ville",21,"2023-03-01",22
"Est",26,"2023-03-01",22
