secteur,valeur,date,heure
"Centre-ville",20,"2025-01-04",11
"Est",21,"2025-01-04",11
"Nord",20,"2025-01-04",11
"Ouest",21,"2025-01-04",11
"Centre-ville",20,"2025-01-04",10
"Est",20,"2025-01-04",10
"Nord",19,"2025-01-04",10
"Ouest",21,"2025-01-04",10
"Centre-ville",20,"2025-01-04",9
"Est",20,"2025-01-04",9
"Nord",19,"2025-01-04",9
"Ouest",21,"2025-01-04",9
"Centre-ville",19,"2025-01-04",8
"Est",21,"2025-01-04",8
"Nord",19,"2025-01-04",8
"Ouest",21,"2025-01-04",8
"Centre-ville",19,"2025-01-04",7
"Est",20,"2025-01-04",7
"Nord",19,"2025-01-04",7
"Ouest",21,"2025-01-04",7
"Centre-ville",20,"2025-01-04",6
"Est",20,"2025-01-04",6
"Nord",20,"2025-01-04",6
"Ouest",21,"2025-01-04",6
"Centre-ville",19,"2025-01-04",5
"Est",22,"2025-01-04",5
"Nord",20,"2025-01-04",5
"Ouest",21,"2025-01-04",5
"Centre-ville",19,"2025-01-04",4
"Est",21,"2025-01-04",4
"Nord",20,"2025-01-04",4
"Ouest",21,"2025-01-04",4
"Centre-ville",20,"2025-01-04",3
"Est",20,"2025-01-04",3
"Nord",21,"2025-01-04",3
"Ouest",22,"2025-01-04",3
"Centre-ville",20,"2025-01-04",2
"Est",21,"2025-01-04",2
"Nord",20,"2025-01-04",2
"Ouest",22,"2025-01-04",2
"Centre-ville",20,"2025-01-04",1
"Est",20,"2025-01-04",1
"Nord",20,"2025-01-04",1
"Ouest",21,"2025-01-04",1
"Centre-ville",19,"2025-01-04",0
"Est",20,"2025-01-04",0
"Nord",20,"2025-01-04",0
"Ouest",21,"2025-01-04",0
"Centre-ville",19,"2025-01-03",23
"Est",20,"2025-01-03",23
"Nord",20,"2025-01-03",23
"Ouest",22,"2025-01-03",23
"Centre-ville",19,"2025-01-03",22
"Est",21,"2025-01-03",22
"Nord",20,"2025-01-03",22
"Ouest",21,"2025-01-03",22
"Centre-ville",19,"2025-01-03",21
"Est",21,"2025-01-03",21
"Nord",19,"2025-01-03",21
"Ouest",22,"2025-01-03",21
"Centre-ville",19,"2025-01-03",20
"Est",20,"2025-01-03",20
"Nord",19,"2025-01-03",20
"Ouest",21,"2025-01-03",20
"Centre-ville",18,"2025-01-03",19
"Est",19,"2025-01-03",19
"Nord",18,"2025-01-03",19
"Ouest",20,"2025-01-03",19
"Centre-ville",18,"2025-01-03",18
"Est",20,"2025-01-03",18
"Nord",19,"2025-01-03",18
"Ouest",20,"2025-01-03",18
"Centre-ville",18,"2025-01-03",17
"Est",21,"2025-01-03",17
"Nord",19,"2025-01-03",17
"Ouest",19,"2025-01-03",17
"Centre-ville",18,"2025-01-03",16
"Est",20,"2025-01-03",16
"Nord",18,"2025-01-03",16
"Ouest",19,"2025-01-03",16
"Centre-ville",18,"2025-01-03",15
"Est",19,"2025-01-03",15
"Nord",19,"2025-01-03",15
"Ouest",19,"2025-01-03",15
"Centre-ville",18,"2025-01-03",14
"Est",19,"2025-01-03",14
"Nord",18,"2025-01-03",14
"Ouest",19,"2025-01-03",14
"Centre-ville",18,"2025-01-03",13
"Est",19,"2025-01-03",13
"Nord",18,"2025-01-03",13
"Ouest",19,"2025-01-03",13
"Centre-ville",18,"2025-01-03",12
"Est",19,"2025-01-03",12
"Nord",18,"2025-01-03",12
"Ouest",19,"2025-01-03",12
"Centre-ville",17,"2025-01-03",11
"Est",19,"2025-01-03",11
"Nord",17,"2025-01-03",11
"Ouest",19,"2025-01-03",11
"Centre-ville",21,"2025-01-20",13
"Est",22,"2025-01-20",13
"Nord",19,"2025-01-20",13
"Ouest",22,"2025-01-20",13
"Centre-ville",19,"2025-01-20",12
"Est",20,"2025-01-20",12
"Nord",21,"2025-01-20",12
"Ouest",20,"2025-01-20",12
"Centre-ville",17,"2025-01-20",11
"Est",20,"2025-01-20",11
"Nord",21,"2025-01-20",11
"Ouest",19,"2025-01-20",11
"Centre-ville",16,"2025-01-20",10
"Est",20,"2025-01-20",10
"Nord",17,"2025-01-20",10
"Ouest",18,"2025-01-20",10
"Centre-ville",14,"2025-01-20",9
"Est",18,"2025-01-20",9
"Nord",14,"2025-01-20",9
"Ouest",18,"2025-01-20",9
"Centre-ville",17,"2025-01-20",8
"Est",19,"2025-01-20",8
"Nord",13,"2025-01-20",8
"Ouest",18,"2025-01-20",8
"Centre-ville",16,"2025-01-20",7
"Est",20,"2025-01-20",7
"Nord",14,"2025-01-20",7
"Ouest",19,"2025-01-20",7
"Centre-ville",18,"2025-01-20",6
"Est",19,"2025-01-20",6
"Nord",17,"2025-01-20",6
"Ouest",19,"2025-01-20",6
"Centre-ville",19,"2025-01-20",5
"Est",21,"2025-01-20",5
"Nord",18,"2025-01-20",5
"Ouest",19,"2025-01-20",5
"Centre-ville",19,"2025-01-20",4
"Est",20,"2025-01-20",4
"Nord",18,"2025-01-20",4
"Ouest",19,"2025-01-20",4
"Centre-ville",19,"2025-01-20",3
"Est",21,"2025-01-20",3
"Nord",19,"2025-01-20",3
"Ouest",20,"2025-01-20",3
"Centre-ville",19,"2025-01-20",2
"Est",22,"2025-01-20",2
"Nord",18,"2025-01-20",2
"Ouest",20,"2025-01-20",2
"Centre-ville",19,"2025-01-20",1
"Est",21,"2025-01-20",1
"Nord",19,"2025-01-20",1
"Ouest",20,"2025-01-20",1
"Centre-ville",19,"2025-01-20",0
"Est",20,"2025-01-20",0
"Nord",19,"2025-01-20",0
"Ouest",21,"2025-01-20",0
"Centre-ville",17,"2025-01-19",23
"Est",20,"2025-01-19",23
"Nord",18,"2025-01-19",23
"Ouest",21,"2025-01-19",23
"Centre-ville",16,"2025-01-19",22
"Est",20,"2025-01-19",22
"Nord",17,"2025-01-19",22
"Ouest",21,"2025-01-19",22
"Centre-ville",16,"2025-01-19",21
"Est",19,"2025-01-19",21
"Nord",17,"2025-01-19",21
"Ouest",21,"2025-01-19",21
"Centre-ville",16,"2025-01-19",20
"Est",17,"2025-01-19",20
"Nord",17,"2025-01-19",20
"Ouest",21,"2025-01-19",20
"Centre-ville",16,"2025-01-19",19
"Est",17,"2025-01-19",19
"Nord",17,"2025-01-19",19
"Ouest",20,"2025-01-19",19
"Centre-ville",16,"2025-01-19",18
"Est",17,"2025-01-19",18
"Nord",18,"2025-01-19",18
"Ouest",20,"2025-01-19",18
"Centre-ville",16,"2025-01-19",17
"Est",18,"2025-01-19",17
"Nord",18,"2025-01-19",17
"Ouest",20,"2025-01-19",17
"Centre-ville",18,"2025-01-19",16
"Est",19,"2025-01-19",16
"Nord",19,"2025-01-19",16
"Ouest",19,"2025-01-19",16
"Centre-ville",18,"2025-01-19",15
"Est",20,"2025-01-19",15
"Nord",22,"2025-01-19",15
"Ouest",19,"2025-01-19",15
"Centre-ville",18,"2025-01-19",14
"Est",20,"2025-01-19",14
"Nord",25,"2025-01-19",14
"Ouest",19,"2025-01-19",14
"Centre-ville",18,"2025-01-19",13
"Est",19,"2025-01-19",13
"Nord",25,"2025-01-19",13
"Ouest",19,"2025-01-19",13
"Centre-ville",17,"2025-01-19",12
"Est",18,"2025-01-19",12
"Nord",22,"2025-01-19",12
"Ouest",19,"2025-01-19",12
"Centre-ville",17,"2025-01-19",11
"Est",18,"2025-01-19",11
"Nord",17,"2025-01-19",11
"Ouest",19,"2025-01-19",11
"Centre-ville",17,"2025-01-19",10
"Est",18,"2025-01-19",10
"Nord",17,"2025-01-19",10
"Ouest",18,"2025-01-19",10
"Centre-ville",18,"2025-01-19",9
"Est",19,"2025-01-19",9
"Nord",18,"2025-01-19",9
"Ouest",19,"2025-01-19",9
"Centre-ville",19,"2025-01-19",8
"Est",19,"2025-01-19",8
"Nord",19,"2025-01-19",8
"Ouest",19,"2025-01-19",8
"Centre-ville",19,"2025-01-19",7
"Est",18,"2025-01-19",7
"Nord",19,"2025-01-19",7
"Ouest",19,"2025-01-19",7
"Centre-ville",19,"2025-01-19",6
"Est",19,"2025-01-19",6
"Nord",19,"2025-01-19",6
"Ouest",20,"2025-01-19",6
"Centre-ville",19,"2025-01-19",5
"Est",18,"2025-01-19",5
"Nord",19,"2025-01-19",5
"Ouest",21,"2025-01-19",5
"Centre-ville",18,"2025-01-19",4
"Est",18,"2025-01-19",4
"Nord",18,"2025-01-19",4
"Ouest",21,"2025-01-19",4
"Centre-ville",17,"2025-01-19",3
"Est",17,"2025-01-19",3
"Nord",18,"2025-01-19",3
"Ouest",20,"2025-01-19",3
"Centre-ville",18,"2025-01-19",2
"Est",18,"2025-01-19",2
"Nord",17,"2025-01-19",2
"Ouest",19,"2025-01-19",2
"Centre-ville",17,"2025-01-19",1
"Est",18,"2025-01-19",1
"Nord",17,"2025-01-19",1
"Ouest",19,"2025-01-19",1
"Centre-ville",16,"2025-01-19",0
"Est",17,"2025-01-19",0
"Nord",15,"2025-01-19",0
"Ouest",19,"2025-01-19",0
"Centre-ville",18,"2025-01-18",23
"Est",19,"2025-01-18",23
"Nord",18,"2025-01-18",23
"Ouest",19,"2025-01-18",23
"Centre-ville",19,"2025-01-18",22
"Est",19,"2025-01-18",22
"Nord",18,"2025-01-18",22
"Ouest",20,"2025-01-18",22
"Centre-ville",19,"2025-01-18",21
"Est",18,"2025-01-18",21
"Nord",18,"2025-01-18",21
"Ouest",21,"2025-01-18",21
"Centre-ville",17,"2025-01-18",20
"Est",18,"2025-01-18",20
"Nord",16,"2025-01-18",20
"Ouest",21,"2025-01-18",20
"Centre-ville",18,"2025-01-18",19
"Est",19,"2025-01-18",19
"Nord",17,"2025-01-18",19
"Ouest",21,"2025-01-18",19
"Centre-ville",17,"2025-01-18",18
"Est",19,"2025-01-18",18
"Nord",17,"2025-01-18",18
"Ouest",22,"2025-01-18",18
"Centre-ville",17,"2025-01-18",17
"Est",17,"2025-01-18",17
"Nord",16,"2025-01-18",17
"Ouest",23,"2025-01-18",17
"Centre-ville",20,"2025-01-18",16
"Est",19,"2025-01-18",16
"Nord",15,"2025-01-18",16
"Ouest",23,"2025-01-18",16
"Centre-ville",19,"2025-01-18",15
"Est",18,"2025-01-18",15
"Nord",16,"2025-01-18",15
"Ouest",23,"2025-01-18",15
"Centre-ville",19,"2025-01-18",14
"Est",20,"2025-01-18",14
"Nord",16,"2025-01-18",14
"Ouest",18,"2025-01-18",14
"Centre-ville",19,"2025-01-18",13
"Est",20,"2025-01-18",13
"Nord",17,"2025-01-18",13
"Ouest",19,"2025-01-18",13
"Centre-ville",18,"2025-01-18",12
"Est",18,"2025-01-18",12
"Nord",16,"2025-01-18",12
"Ouest",18,"2025-01-18",12
"Centre-ville",18,"2025-01-18",11
"Est",19,"2025-01-18",11
"Centre-ville",18,"2025-01-03",10
"Est",18,"2025-01-03",10
"Nord",17,"2025-01-03",10
"Ouest",19,"2025-01-03",10
"Centre-ville",17,"2025-01-03",9
"Est",18,"2025-01-03",9
"Nord",17,"2025-01-03",9
"Ouest",18,"2025-01-03",9
"Centre-ville",17,"2025-01-03",8
"Est",19,"2025-01-03",8
"Nord",18,"2025-01-03",8
"Ouest",18,"2025-01-03",8
"Centre-ville",17,"2025-01-03",7
"Est",19,"2025-01-03",7
"Nord",18,"2025-01-03",7
"Ouest",18,"2025-01-03",7
"Centre-ville",18,"2025-01-03",6
"Est",18,"2025-01-03",6
"Nord",17,"2025-01-03",6
"Ouest",19,"2025-01-03",6
"Centre-ville",18,"2025-01-03",5
"Est",19,"2025-01-03",5
"Nord",18,"2025-01-03",5
"Ouest",19,"2025-01-03",5
"Centre-ville",19,"2025-01-03",4
"Est",19,"2025-01-03",4
"Nord",18,"2025-01-03",4
"Ouest",18,"2025-01-03",4
"Centre-ville",18,"2025-01-03",3
"Est",18,"2025-01-03",3
"Nord",18,"2025-01-03",3
"Ouest",20,"2025-01-03",3
"Centre-ville",18,"2025-01-03",2
"Est",20,"2025-01-03",2
"Nord",18,"2025-01-03",2
"Ouest",18,"2025-01-03",2
"Centre-ville",18,"2025-01-03",1
"Est",19,"2025-01-03",1
"Nord",19,"2025-01-03",1
"Ouest",18,"2025-01-03",1
"Centre-ville",18,"2025-01-03",0
"Est",19,"2025-01-03",0
"Nord",18,"2025-01-03",0
"Ouest",17,"2025-01-03",0
"Centre-ville",19,"2025-01-02",23
"Est",20,"2025-01-02",23
"Nord",19,"2025-01-02",23
"Ouest",18,"2025-01-02",23
"Centre-ville",20,"2025-01-02",22
"Est",20,"2025-01-02",22
"Nord",20,"2025-01-02",22
"Ouest",19,"2025-01-02",22
"Centre-ville",21,"2025-01-02",21
"Est",21,"2025-01-02",21
"Nord",21,"2025-01-02",21
"Ouest",22,"2025-01-02",21
"Centre-ville",20,"2025-01-02",20
"Est",20,"2025-01-02",20
"Nord",20,"2025-01-02",20
"Ouest",22,"2025-01-02",20
"Centre-ville",20,"2025-01-02",19
"Est",20,"2025-01-02",19
"Nord",19,"2025-01-02",19
"Ouest",20,"2025-01-02",19
"Centre-ville",19,"2025-01-02",18
"Est",20,"2025-01-02",18
"Nord",19,"2025-01-02",18
"Ouest",21,"2025-01-02",18
"Centre-ville",20,"2025-01-02",17
"Est",20,"2025-01-02",17
"Nord",20,"2025-01-02",17
"Ouest",21,"2025-01-02",17
"Centre-ville",21,"2025-01-02",16
"Est",21,"2025-01-02",16
"Nord",20,"2025-01-02",16
"Ouest",21,"2025-01-02",16
"Centre-ville",21,"2025-01-02",15
"Est",23,"2025-01-02",15
"Nord",21,"2025-01-02",15
"Ouest",22,"2025-01-02",15
"Centre-ville",21,"2025-01-02",14
"Est",21,"2025-01-02",14
"Nord",21,"2025-01-02",14
"Ouest",23,"2025-01-02",14
"Centre-ville",22,"2025-01-02",13
"Est",21,"2025-01-02",13
"Nord",21,"2025-01-02",13
"Ouest",22,"2025-01-02",13
"Centre-ville",21,"2025-01-02",12
"Est",20,"2025-01-02",12
"Nord",20,"2025-01-02",12
"Ouest",22,"2025-01-02",12
"Centre-ville",19,"2025-01-02",11
"Est",19,"2025-01-02",11
"Nord",19,"2025-01-02",11
"Ouest",21,"2025-01-02",11
"Centre-ville",19,"2025-01-02",10
"Est",20,"2025-01-02",10
"Nord",18,"2025-01-02",10
"Ouest",20,"2025-01-02",10
"Centre-ville",19,"2025-01-02",9
"Est",20,"2025-01-02",9
"Nord",20,"2025-01-02",9
"Ouest",20,"2025-01-02",9
"Centre-ville",19,"2025-01-02",8
"Est",19,"2025-01-02",8
"Nord",19,"2025-01-02",8
"Ouest",20,"2025-01-02",8
"Centre-ville",19,"2025-01-02",7
"Est",19,"2025-01-02",7
"Nord",19,"2025-01-02",7
"Ouest",18,"2025-01-02",7
"Centre-ville",19,"2025-01-02",6
"Est",19,"2025-01-02",6
"Nord",19,"2025-01-02",6
"Ouest",19,"2025-01-02",6
"Centre-ville",20,"2025-01-02",5
"Est",19,"2025-01-02",5
"Nord",19,"2025-01-02",5
"Ouest",21,"2025-01-02",5
"Centre-ville",19,"2025-01-02",4
"Est",19,"2025-01-02",4
"Nord",19,"2025-01-02",4
"Ouest",21,"2025-01-02",4
"Centre-ville",17,"2025-01-02",3
"Est",16,"2025-01-02",3
"Nord",18,"2025-01-02",3
"Ouest",19,"2025-01-02",3
"Centre-ville",13,"2025-01-02",2
"Est",12,"2025-01-02",2
"Nord",15,"2025-01-02",2
"Ouest",17,"2025-01-02",2
"Centre-ville",9,"2025-01-02",1
"Est",8,"2025-01-02",1
"Nord",10,"2025-01-02",1
"Ouest",13,"2025-01-02",1
"Centre-ville",7,"2025-01-02",0
"Est",8,"2025-01-02",0
"Nord",7,"2025-01-02",0
"Ouest",9,"2025-01-02",0
"Centre-ville",8,"2025-01-01",23
"Est",9,"2025-01-01",23
"Nord",8,"2025-01-01",23
"Ouest",7,"2025-01-01",23
"Centre-ville",8,"2025-01-01",22
"Est",9,"2025-01-01",22
"Nord",8,"2025-01-01",22
"Ouest",9,"2025-01-01",22
"Centre-ville",9,"2025-01-01",21
"Est",12,"2025-01-01",21
"Nord",10,"2025-01-01",21
"Ouest",9,"2025-01-01",21
"Centre-ville",10,"2025-01-01",20
"Est",13,"2025-01-01",20
"Nord",12,"2025-01-01",20
"Ouest",10,"2025-01-01",20
"Centre-ville",11,"2025-01-01",19
"Est",12,"2025-01-01",19
"Nord",12,"2025-01-01",19
"Ouest",10,"2025-01-01",19
"Centre-ville",12,"2025-01-01",18
"Est",9,"2025-01-01",18
"Nord",11,"2025-01-01",18
"Ouest",11,"2025-01-01",18
"Centre-ville",12,"2025-01-01",17
"Est",9,"2025-01-01",17
"Nord",8,"2025-01-01",17
"Ouest",11,"2025-01-01",17
"Centre-ville",11,"2025-01-01",16
"Est",12,"2025-01-01",16
"Nord",9,"2025-01-01",16
"Ouest",12,"2025-01-01",16
"Centre-ville",11,"2025-01-01",15
"Est",13,"2025-01-01",15
"Nord",11,"2025-01-01",15
"Ouest",12,"2025-01-01",15
"Centre-ville",12,"2025-01-01",14
"Est",13,"2025-01-01",14
"Nord",12,"2025-01-01",14
"Ouest",12,"2025-01-01",14
"Centre-ville",13,"2025-01-01",13
"Est",14,"2025-01-01",13
"Nord",13,"2025-01-01",13
"Ouest",13,"2025-01-01",13
"Centre-ville",13,"2025-01-01",12
"Est",15,"2025-01-01",12
"Nord",12,"2025-01-01",12
"Ouest",12,"2025-01-01",12
"Centre-ville",12,"2025-01-01",11
"Est",14,"2025-01-01",11
"Nord",12,"2025-01-01",11
"Ouest",12,"2025-01-01",11
"Centre-ville",10,"2025-01-01",10
"Est",13,"2025-01-01",10
"Nord",10,"2025-01-01",10
"Ouest",10,"2025-01-01",10
"Centre-ville",8,"2025-01-01",9
"Est",11,"2025-01-01",9
"Nord",9,"2025-01-01",9
"Ouest",11,"2025-01-01",9
"Centre-ville",9,"2025-01-01",8
"Est",12,"2025-01-01",8
"Nord",9,"2025-01-01",8
"Ouest",11,"2025-01-01",8
"Centre-ville",10,"2025-01-01",7
"Est",12,"2025-01-01",7
"Nord",10,"2025-01-01",7
"Ouest",12,"2025-01-01",7
"Centre-ville",10,"2025-01-01",6
"Est",13,"2025-01-01",6
"Nord",11,"2025-01-01",6
"Ouest",12,"2025-01-01",6
"Centre-ville",9,"2025-01-01",5
"Est",12,"2025-01-01",5
"Nord",12,"2025-01-01",5
"Ouest",12,"2025-01-01",5
"Centre-ville",11,"2025-01-01",4
"Est",11,"2025-01-01",4
"Nord",11,"2025-01-01",4
"Ouest",13,"2025-01-01",4
"Centre-ville",11,"2025-01-01",3
"Est",14,"2025-01-01",3
"Ouest",13,"2025-01-01",3
"Centre-ville",11,"2025-01-01",2
"Est",15,"2025-01-01",2
"Nord",12,"2025-01-01",2
"Ouest",13,"2025-01-01",2
"Centre-ville",13,"2025-01-01",1
"Est",15,"2025-01-01",1
"Nord",13,"2025-01-01",1
"Ouest",13,"2025-01-01",1
"Centre-ville",13,"2025-01-01",0
"Est",16,"2025-01-01",0
"Nord",13,"2025-01-01",0
"Ouest",14,"2025-01-01",0
"Nord",12,"2025-01-01",3
