organisme,type_cr,specialite_regroupement,niveau_classe,categorie,internes,vacants,externes 
Soci̩t̩ qu̩b̩coise des infrastructures,CRTI,Soutien aux utilisateurs,C.P.C.E.,Technicien,1,0,0
Soci̩t̩ qu̩b̩coise des infrastructures,CRTI,Soutien aux utilisateurs,Exp. C.E.,Professionnel,1,0,0
Soci̩t̩ qu̩b̩coise des infrastructures,CRTI,Soutien aux utilisateurs,St.,Professionnel,3,0,0
Soci̩t̩ qu̩b̩coise des infrastructures,CRTI,Soutien aux utilisateurs,,Professionnel,0,0,4
Soci̩t̩ qu̩b̩coise des infrastructures,CRTI,Soutien aux utilisateurs,,Technicien,0,0,3
Soci̩t̩ qu̩b̩coise des infrastructures,CRTI,Soutien de projet,,Professionnel,0,0,1
Soci̩t̩ qu̩b̩coise des infrastructures,CRTI,Technologie de l'information,,Personnel d'encadrement,5,0,0
Soci̩t̩ qu̩b̩coise des infrastructures,CRTI,T̩l̩communications,St.,Professionnel,2,0,0
Soci̩t̩ qu̩b̩coise des infrastructures,CRTI,T̩l̩communications,,Professionnel,0,0,1
Institut de la statistique du Qu̩bec,CRTI,Administration de donn̩es,St.,Professionnel,1,0,0
Institut de la statistique du Qu̩bec,CRTI,Administration de donn̩es,,Professionnel,0,0,1
Institut de la statistique du Qu̩bec,CRTI,Analyse d'affaires,,Professionnel,0,0,1
Institut de la statistique du Qu̩bec,CRTI,Analyse en d̩veloppement de syst̬me,C.N.,Technicien,3,0,0
Institut de la statistique du Qu̩bec,CRTI,Analyse en d̩veloppement de syst̬me,Exp. C.E.,Professionnel,2,0,0
Institut de la statistique du Qu̩bec,CRTI,Analyse en d̩veloppement de syst̬me,St.,Professionnel,14,0,0
Institut de la statistique du Qu̩bec,CRTI,Analyse en d̩veloppement de syst̬me,,Professionnel,0,0,1
Institut de la statistique du Qu̩bec,CRTI,Architecture de donn̩es et d'information,Exp.,Professionnel,1,0,0
Institut de la statistique du Qu̩bec,CRTI,Architecture de s̩curit̩,,Professionnel,0,0,1
Institut de la statistique du Qu̩bec,CRTI,Architecture d'infrastructures technologiques,,Professionnel,0,0,2
Institut de la statistique du Qu̩bec,CRTI,Architecture d'int̩gration technologique,Exp.,Professionnel,1,0,0
Institut de la statistique du Qu̩bec,CRTI,Architecture d'int̩gration technologique,,Professionnel,0,0,3
Institut de la statistique du Qu̩bec,CRTI,Architecture organique,,Professionnel,0,0,1
Institut de la statistique du Qu̩bec,CRTI,Conseil strat̩gique,Exp.,Professionnel,1,0,0
Institut de la statistique du Qu̩bec,CRTI,Conseil strat̩gique,,Professionnel,0,0,1
Institut de la statistique du Qu̩bec,CRTI,Gestion de projet,St.,Professionnel,1,0,0
Institut de la statistique du Qu̩bec,CRTI,Gestion de projet,,Professionnel,0,0,4
Institut de la statistique du Qu̩bec,CRTI,Infrastructures technologiques & g̩n̩ral,C.N.,Technicien,0,2,0
Institut de la statistique du Qu̩bec,CRTI,Infrastructures technologiques & g̩n̩ral,Exp. C.E.,Professionnel,1,0,0
Institut de la statistique du Qu̩bec,CRTI,Infrastructures technologiques & g̩n̩ral,St.,Professionnel,6,1,0
Institut de la statistique du Qu̩bec,CRTI,Programmation,C.N.,Technicien,1,1,0
Institut de la statistique du Qu̩bec,CRTI,Programmation,,Technicien,0,0,3
Institut de la statistique du Qu̩bec,CRTI,Secr̩tariat g̩n̩ral,,Personnel de bureau,1,0,0
Institut de la statistique du Qu̩bec,CRTI,S̩curit̩ de l'information,St.,Professionnel,3,0,0
Institut de la statistique du Qu̩bec,CRTI,S̩curit̩ de l'information,,Professionnel,0,0,1
Institut de la statistique du Qu̩bec,CRTI,Soutien aux utilisateurs,C.N.,Technicien,1,0,0
Institut de la statistique du Qu̩bec,CRTI,Soutien aux utilisateurs,St.,Professionnel,0,1,0
Institut de la statistique du Qu̩bec,CRTI,Soutien aux utilisateurs,,Personnel de bureau,1,0,0
Institut de la statistique du Qu̩bec,CRTI,Soutien aux utilisateurs,,Technicien,0,0,7
Institut de la statistique du Qu̩bec,CRTI,Technologie de l'information,,Personnel d'encadrement,1,1,0
Minist̬re des Finances,CRTI,Administration de donn̩es,Exp.,Professionnel,1,0,0
Minist̬re des Finances,CRTI,Administration de donn̩es,St.,Professionnel,2,0,0
Minist̬re des Finances,CRTI,Administration g̩n̩rale,C.N.,Technicien,1,0,0
Minist̬re des Finances,CRTI,Administration g̩n̩rale,St.,Professionnel,0,1,0
Minist̬re des Finances,CRTI,Analyse d'affaires,Exp.,Professionnel,1,0,0
Minist̬re des Finances,CRTI,Analyse d'affaires,,Professionnel,0,0,1
Minist̬re des Finances,CRTI,Analyse en d̩veloppement de syst̬me,Exp.,Professionnel,2,0,0
Minist̬re des Finances,CRTI,Analyse en d̩veloppement de syst̬me,St.,Professionnel,14,5,0
Minist̬re des Finances,CRTI,Analyse en d̩veloppement de syst̬me,,Professionnel,0,0,1
Minist̬re des Finances,CRTI,Architecture d'affaires,St.,Professionnel,1,0,0
Minist̬re des Finances,CRTI,Architecture de donn̩es et d'information,,Professionnel,0,0,1
Minist̬re des Finances,CRTI,Architecture de processus,Exp.,Professionnel,1,0,0
Minist̬re des Finances,CRTI,Architecture de processus,St.,Professionnel,1,0,0
Minist̬re des Finances,CRTI,Architecture de processus,,Professionnel,0,0,1
Minist̬re des Finances,CRTI,Architecture de s̩curit̩,,Professionnel,0,0,1
Minist̬re des Finances,CRTI,Architecture d'entreprise,Exp.,Professionnel,1,0,0
Minist̬re des Finances,CRTI,Architecture d'entreprise,,Professionnel,0,0,4
Minist̬re des Finances,CRTI,Architecture d'infrastructures technologiques,,Professionnel,0,0,3
Minist̬re des Finances,CRTI,Architecture d'infrastructures technologiques,Exp.,Professionnel,0,1,0
Minist̬re des Finances,CRTI,Architecture d'int̩gration d'applications,,Professionnel,0,0,1
Minist̬re des Finances,CRTI,Architecture d'int̩gration technologique,,Professionnel,0,0,1
Minist̬re des Finances,CRTI,Architecture fonctionnelle,,Professionnel,0,0,1
Minist̬re des Finances,CRTI,Conseil strat̩gique,Exp.,Professionnel,3,0,0
Minist̬re des Finances,CRTI,Coordination d'incidents,Exp.,Professionnel,1,0,0
Minist̬re des Finances,CRTI,Gestion de projet,Exp.,Professionnel,2,1,0
Minist̬re des Finances,CRTI,Gestion de projet,,Professionnel,0,0,1
Minist̬re des Finances,CRTI,Gestion de projets (PCO) / Planification-suivi-contr̫le,,Professionnel,0,0,1
Minist̬re des Finances,CRTI,Information de gestion,C.N.,Technicien,2,0,0
Minist̬re des Finances,CRTI,Infrastructures technologiques & g̩n̩ral,C.N.,Technicien,4,1,0
Minist̬re des Finances,CRTI,Infrastructures technologiques & g̩n̩ral,Exp.,Professionnel,2,0,0
Minist̬re des Finances,CRTI,Infrastructures technologiques & g̩n̩ral,St.,Professionnel,6,2,0
Minist̬re des Finances,CRTI,Infrastructures technologiques & g̩n̩ral,,Professionnel,0,0,5
Minist̬re des Finances,CRTI,Intelligence d'affaires,Exp.,Professionnel,1,0,0
Minist̬re des Finances,CRTI,Intelligence d'affaires,St.,Professionnel,4,1,0
Minist̬re des Finances,CRTI,Intelligence d'affaires,,Professionnel,0,0,8
Minist̬re des Finances,CRTI,Pilotage,St.,Professionnel,1,0,0
Minist̬re des Finances,CRTI,Programmation,C.N.,Technicien,1,0,0
Minist̬re des Finances,CRTI,Programmation,,Professionnel,0,0,2
Minist̬re des Finances,CRTI,Secr̩tariat g̩n̩ral,,Personnel de bureau,2,0,0
Minist̬re des Finances,CRTI,S̩curit̩ de l'information,Exp.,Professionnel,2,1,0
Minist̬re des Finances,CRTI,S̩curit̩ de l'information,St.,Professionnel,3,1,0
Minist̬re des Finances,CRTI,Soutien aux utilisateurs,C.N.,Technicien,5,0,0
Minist̬re des Finances,CRTI,Soutien aux utilisateurs,St.,Professionnel,1,2,0
Minist̬re des Finances,CRTI,Soutien aux utilisateurs,,Technicien,0,0,5
Minist̬re des Finances,CRTI,Technologie de l'information,,Personnel d'encadrement,8,0,0
Minist̬re des Finances,CRTI,T̩l̩communications,St.,Professionnel,2,0,0
Minist̬re des Finances,CRTI,T̩l̩communications,,Professionnel,0,0,1
Minist̬re des Finances,Hors CRTI,Analyse en d̩veloppement de syst̬me,Exp.,Professionnel,1,0,0
Minist̬re des Finances,Hors CRTI,Analyse en d̩veloppement de syst̬me,St.,Professionnel,1,0,0
Minist̬re des Finances,Hors CRTI,Architecture de processus,Exp.,Professionnel,1,0,0
Minist̬re des Finances,Hors CRTI,Architecture de processus,St.,Professionnel,0,1,0
Minist̬re des Finances,Hors CRTI,Architecture organique,Exp.,Professionnel,1,0,0
Minist̬re des Finances,Hors CRTI,Gestion de projets (PCO) / Planification-suivi-contr̫le,Exp.,Professionnel,1,0,0
Minist̬re des Finances,Hors CRTI,Intelligence d'affaires,St.,Professionnel,1,0,0
Minist̬re des Finances,Hors CRTI,Pilotage,Em.,Professionnel,1,0,0
Minist̬re des Finances,Hors CRTI,Pilotage,Exp.,Professionnel,3,0,0
Minist̬re des Finances,Hors CRTI,Pilotage,St.,Professionnel,13,0,0
Minist̬re des Finances,Hors CRTI,Programmation,,Professionnel,0,0,3
Minist̬re des Finances,Hors CRTI,Web et m̩dias sociaux,St.,Professionnel,1,0,0
Retraite Qu̩bec,CRTI,Administration de donn̩es,Exp. C.E.,Professionnel,2,0,0
Retraite Qu̩bec,CRTI,Administration de donn̩es,St.,Professionnel,5,1,0
Retraite Qu̩bec,CRTI,Administration g̩n̩rale,C.N.,Technicien,7,0,0
Retraite Qu̩bec,CRTI,Administration g̩n̩rale,St.,Professionnel,5,0,0
Retraite Qu̩bec,CRTI,Analyse d'affaires,St.,Professionnel,1,0,0
Retraite Qu̩bec,CRTI,Analyse en d̩veloppement de syst̬me,C.N.,Technicien,1,0,0
Retraite Qu̩bec,CRTI,Analyse en d̩veloppement de syst̬me,Exp. C.E.,Professionnel,9,0,0
Retraite Qu̩bec,CRTI,Analyse en d̩veloppement de syst̬me,St.,Professionnel,71,7,0
Retraite Qu̩bec,CRTI,Analyse en d̩veloppement de syst̬me,,Professionnel,0,0,21
Retraite Qu̩bec,CRTI,Architecture de donn̩es et d'information,Exp.,Professionnel,1,0,0
Retraite Qu̩bec,CRTI,Architecture de donn̩es et d'information,Exp. C.E.,Professionnel,1,0,0
Retraite Qu̩bec,CRTI,Architecture de donn̩es et d'information,St.,Professionnel,1,0,0
Retraite Qu̩bec,CRTI,Architecture de donn̩es et d'information,,Professionnel,0,0,4
Retraite Qu̩bec,CRTI,Architecture de processus,St.,Professionnel,2,0,0
Retraite Qu̩bec,CRTI,Architecture de r̩seaux / T̩l̩communications,Exp.,Professionnel,1,0,0
Retraite Qu̩bec,CRTI,Architecture de r̩seaux / T̩l̩communications,St.,Professionnel,1,0,0
Retraite Qu̩bec,CRTI,Architecture de r̩seaux / T̩l̩communications,,Professionnel,0,0,1
Retraite Qu̩bec,CRTI,Architecture de s̩curit̩,St.,Professionnel,0,2,0
Retraite Qu̩bec,CRTI,Architecture de s̩curit̩,,Professionnel,0,0,10
Retraite Qu̩bec,CRTI,Architecture d'entreprise,Em. C.E.,Professionnel,2,0,0
Retraite Qu̩bec,CRTI,Architecture d'entreprise,Exp.,Professionnel,7,2,0
Retraite Qu̩bec,CRTI,Architecture d'entreprise,Exp. C.E.,Professionnel,1,0,0
Retraite Qu̩bec,CRTI,Architecture d'entreprise,St.,Professionnel,4,0,0
Retraite Qu̩bec,CRTI,Architecture d'entreprise,,Professionnel,0,0,8
Retraite Qu̩bec,CRTI,Architecture d'infrastructures technologiques,Exp.,Professionnel,1,1,0
Retraite Qu̩bec,CRTI,Architecture d'infrastructures technologiques,St.,Professionnel,6,1,0
Retraite Qu̩bec,CRTI,Architecture d'infrastructures technologiques,,Professionnel,0,0,4
Retraite Qu̩bec,CRTI,Architecture d'int̩gration d'applications,Em.,Professionnel,1,0,0
Retraite Qu̩bec,CRTI,Architecture d'int̩gration d'applications,Em. C.E.,Professionnel,0,1,0
Retraite Qu̩bec,CRTI,Architecture d'int̩gration d'applications,Exp.,Professionnel,4,0,0
Retraite Qu̩bec,CRTI,Architecture d'int̩gration d'applications,St.,Professionnel,1,1,0
Retraite Qu̩bec,CRTI,Architecture d'int̩gration technologique,Exp.,Professionnel,0,1,0
Retraite Qu̩bec,CRTI,Architecture fonctionnelle,Exp.,Professionnel,8,0,0
Retraite Qu̩bec,CRTI,Architecture fonctionnelle,St.,Professionnel,3,0,0
Retraite Qu̩bec,CRTI,Architecture fonctionnelle,,Professionnel,0,0,10
Retraite Qu̩bec,CRTI,Architecture organique,Exp.,Professionnel,9,0,0
Retraite Qu̩bec,CRTI,Architecture organique,Exp. C.E.,Professionnel,1,0,0
Retraite Qu̩bec,CRTI,Architecture organique,St.,Professionnel,8,1,0
Retraite Qu̩bec,CRTI,Architecture organique,,Professionnel,0,0,12
Retraite Qu̩bec,CRTI,Conseil strat̩gique,Em.,Professionnel,1,0,0
Retraite Qu̩bec,CRTI,Conseil strat̩gique,Exp.,Professionnel,4,0,0
Retraite Qu̩bec,CRTI,Conseil strat̩gique,Exp. C.E.,Professionnel,1,0,0
Retraite Qu̩bec,CRTI,Conseil strat̩gique,St.,Professionnel,9,1,0
Retraite Qu̩bec,CRTI,Conseil strat̩gique,,Professionnel,0,0,5
Retraite Qu̩bec,CRTI,Coordination d'incidents,St.,Professionnel,2,0,0
Retraite Qu̩bec,CRTI,Formation TI,St.,Professionnel,1,0,0
Retraite Qu̩bec,CRTI,Formation TI,,Professionnel,0,0,1
Retraite Qu̩bec,CRTI,Gestion de projet,Exp.,Professionnel,2,1,0
Retraite Qu̩bec,CRTI,Gestion de projet,Exp. C.E.,Professionnel,2,0,0
Retraite Qu̩bec,CRTI,Gestion de projet,St.,Professionnel,5,2,0
Retraite Qu̩bec,CRTI,Gestion de projet,,Professionnel,0,0,9
Retraite Qu̩bec,CRTI,Information de gestion,C.N.,Technicien,2,0,0
Retraite Qu̩bec,CRTI,Information de gestion,Exp. C.E.,Professionnel,1,0,0
Retraite Qu̩bec,CRTI,Information de gestion,St.,Professionnel,6,1,0
Retraite Qu̩bec,CRTI,Infrastructures technologiques & g̩n̩ral,C.N.,Technicien,5,0,0
Retraite Qu̩bec,CRTI,Infrastructures technologiques & g̩n̩ral,Exp.,Professionnel,5,0,0
Retraite Qu̩bec,CRTI,Infrastructures technologiques & g̩n̩ral,Exp. C.E.,Professionnel,6,0,0
Retraite Qu̩bec,CRTI,Infrastructures technologiques & g̩n̩ral,St.,Professionnel,57,1,0
Retraite Qu̩bec,CRTI,Infrastructures technologiques & g̩n̩ral,,Professionnel,0,0,11
Retraite Qu̩bec,CRTI,Intelligence d'affaires,Exp.,Professionnel,1,0,0
Retraite Qu̩bec,CRTI,Intelligence d'affaires,Exp. C.E.,Professionnel,1,0,0
Retraite Qu̩bec,CRTI,Intelligence d'affaires,St.,Professionnel,8,1,0
Retraite Qu̩bec,CRTI,Intelligence d'affaires,,Professionnel,0,0,12
Retraite Qu̩bec,CRTI,Pilotage,St.,Professionnel,2,0,0
Retraite Qu̩bec,CRTI,Programmation,C.N.,Technicien,4,3,0
Retraite Qu̩bec,CRTI,Programmation,,Professionnel,0,0,8
Retraite Qu̩bec,CRTI,Programmation,,Technicien,0,0,14
Retraite Qu̩bec,CRTI,Secr̩tariat g̩n̩ral,,Personnel de bureau,9,0,0
Retraite Qu̩bec,CRTI,S̩curit̩ de l'information,C.N.,Technicien,1,0,0
Retraite Qu̩bec,CRTI,S̩curit̩ de l'information,Exp.,Professionnel,6,1,0
Retraite Qu̩bec,CRTI,S̩curit̩ de l'information,Exp. C.E.,Professionnel,2,1,0
Retraite Qu̩bec,CRTI,S̩curit̩ de l'information,St.,Professionnel,13,11,0
Retraite Qu̩bec,CRTI,S̩curit̩ de l'information,,Professionnel,0,0,21
Retraite Qu̩bec,CRTI,S̩curit̩ de l'information,,Technicien,0,0,4
Retraite Qu̩bec,CRTI,Soutien aux utilisateurs,C.N.,Technicien,12,1,0
Retraite Qu̩bec,CRTI,Soutien aux utilisateurs,Exp. C.E.,Professionnel,2,0,0
Retraite Qu̩bec,CRTI,Soutien aux utilisateurs,St.,Professionnel,13,2,0
Retraite Qu̩bec,CRTI,Soutien aux utilisateurs,,Personnel de bureau,2,0,0
Retraite Qu̩bec,CRTI,Soutien aux utilisateurs,,Technicien,0,0,9
Retraite Qu̩bec,CRTI,Soutien de projet,C.N.,Technicien,1,0,0
Retraite Qu̩bec,CRTI,Soutien de projet,Exp.,Professionnel,1,0,0
Retraite Qu̩bec,CRTI,Soutien de projet,Exp. C.E.,Professionnel,1,0,0
Retraite Qu̩bec,CRTI,Soutien de projet,St.,Professionnel,5,3,0
Retraite Qu̩bec,CRTI,Soutien de projet,,Professionnel,0,0,6
Retraite Qu̩bec,CRTI,Technologie de l'information,,Personnel d'encadrement,20,0,0
Retraite Qu̩bec,CRTI,T̩l̩communications,St.,Professionnel,1,0,0
Retraite Qu̩bec,CRTI,T̩l̩communications,,Professionnel,0,0,1
Retraite Qu̩bec,CRTI,Web et m̩dias sociaux,,Professionnel,0,0,1
Retraite Qu̩bec,Hors CRTI,Analyse d'affaires,Exp.,Professionnel,2,0,0
Retraite Qu̩bec,Hors CRTI,Analyse d'affaires,Exp. C.E.,Professionnel,5,0,0
Retraite Qu̩bec,Hors CRTI,Analyse d'affaires,St.,Professionnel,61,1,0
Retraite Qu̩bec,Hors CRTI,Analyse d'affaires,,Professionnel,0,0,25
Retraite Qu̩bec,Hors CRTI,Analyse en d̩veloppement de syst̬me,Exp.,Professionnel,2,0,0
Retraite Qu̩bec,Hors CRTI,Architecture d'affaires,Em.,Professionnel,1,0,0
Retraite Qu̩bec,Hors CRTI,Architecture d'affaires,Exp.,Professionnel,9,0,0
Retraite Qu̩bec,Hors CRTI,Architecture d'affaires,,Professionnel,0,0,5
Retraite Qu̩bec,Hors CRTI,Architecture d'entreprise,Em.,Professionnel,1,0,0
Retraite Qu̩bec,Hors CRTI,Gestion de projet,Exp.,Professionnel,1,0,0
Retraite Qu̩bec,Hors CRTI,Gestion de projet,,Professionnel,0,0,4
Retraite Qu̩bec,Hors CRTI,Information de gestion,C.N.,Technicien,2,0,0
Retraite Qu̩bec,Hors CRTI,Information de gestion,St.,Professionnel,3,0,0
Retraite Qu̩bec,Hors CRTI,Information de gestion,,Professionnel,0,0,1
Retraite Qu̩bec,Hors CRTI,Information de gestion,,Technicien,0,0,2
Retraite Qu̩bec,Hors CRTI,Pilotage,C.N.,Technicien,2,0,0
Retraite Qu̩bec,Hors CRTI,Pilotage,Exp.,Professionnel,2,0,0
Retraite Qu̩bec,Hors CRTI,Pilotage,St.,Professionnel,4,0,0
Retraite Qu̩bec,Hors CRTI,Programmation,C.N.,Technicien,1,0,0
Retraite Qu̩bec,Hors CRTI,Programmation,St.,Professionnel,1,1,0
Retraite Qu̩bec,Hors CRTI,S̩curit̩ de l'information,St.,Professionnel,5,0,0
Retraite Qu̩bec,Hors CRTI,S̩curit̩ de l'information,,Technicien,0,0,1
Retraite Qu̩bec,Hors CRTI,Soutien aux utilisateurs,C.N.,Technicien,14,1,0
Retraite Qu̩bec,Hors CRTI,Soutien aux utilisateurs,St.,Professionnel,5,0,0
Retraite Qu̩bec,Hors CRTI,Soutien aux utilisateurs,,Technicien,0,0,2
Retraite Qu̩bec,Hors CRTI,Soutien de projet,Exp.,Professionnel,2,0,0
Retraite Qu̩bec,Hors CRTI,Soutien de projet,St.,Professionnel,1,1,0
Retraite Qu̩bec,Hors CRTI,Technologie de l'information,,Personnel d'encadrement,1,1,0
Tribunal administratif des march̩s financiers,CRTI,Infrastructures technologiques & g̩n̩ral,St.,Professionnel,2,0,0
Tribunal administratif des march̩s financiers,CRTI,Technologie de l'information,,Personnel d'encadrement,1,0,0
Agence du revenu du Qu̩bec,CRTI,Administration de donn̩es,Exp.,Professionnel,2,0,0
Agence du revenu du Qu̩bec,CRTI,Administration de donn̩es,St.,Professionnel,34,1,0
Agence du revenu du Qu̩bec,CRTI,Administration de donn̩es,,Professionnel,0,0,24
Agence du revenu du Qu̩bec,CRTI,Administration g̩n̩rale,C.N.,Technicien,21,4,0
Agence du revenu du Qu̩bec,CRTI,Administration g̩n̩rale,C.P.,Technicien,1,0,0
Agence du revenu du Qu̩bec,CRTI,Administration g̩n̩rale,Exp.,Professionnel,0,1,0
Agence du revenu du Qu̩bec,CRTI,Administration g̩n̩rale,St.,Professionnel,64,14,0
Agence du revenu du Qu̩bec,CRTI,Administration g̩n̩rale,,Personnel de bureau,3,0,10
Agence du revenu du Qu̩bec,CRTI,Administration g̩n̩rale,,Professionnel,0,0,20
Agence du revenu du Qu̩bec,CRTI,Analyse d'affaires,Em.,Professionnel,1,0,0
Agence du revenu du Qu̩bec,CRTI,Analyse d'affaires,Exp.,Professionnel,4,0,0
Agence du revenu du Qu̩bec,CRTI,Analyse d'affaires,St.,Professionnel,14,2,0
Agence du revenu du Qu̩bec,CRTI,Analyse d'affaires,,Professionnel,0,0,16
Agence du revenu du Qu̩bec,CRTI,Analyse en d̩veloppement de syst̬me,Exp.,Professionnel,5,1,0
Agence du revenu du Qu̩bec,CRTI,Analyse en d̩veloppement de syst̬me,Exp. C.E.,Professionnel,11,0,0
Agence du revenu du Qu̩bec,CRTI,Analyse en d̩veloppement de syst̬me,St.,Professionnel,444,53,0
Agence du revenu du Qu̩bec,CRTI,Analyse en d̩veloppement de syst̬me,,Professionnel,0,0,248
Agence du revenu du Qu̩bec,CRTI,Architecture d'affaires,Em.,Professionnel,3,0,0
Agence du revenu du Qu̩bec,CRTI,Architecture d'affaires,Exp.,Professionnel,16,2,0
Agence du revenu du Qu̩bec,CRTI,Architecture d'affaires,St.,Professionnel,6,1,0
Agence du revenu du Qu̩bec,CRTI,Architecture d'affaires,,Professionnel,0,0,4
Agence du revenu du Qu̩bec,CRTI,Architecture de donn̩es et d'information,Em.,Professionnel,1,0,0
Agence du revenu du Qu̩bec,CRTI,Architecture de donn̩es et d'information,Exp.,Professionnel,8,1,0
Agence du revenu du Qu̩bec,CRTI,Architecture de donn̩es et d'information,St.,Professionnel,9,1,0
Agence du revenu du Qu̩bec,CRTI,Architecture de donn̩es et d'information,,Professionnel,0,0,9
Agence du revenu du Qu̩bec,CRTI,Architecture de s̩curit̩,Em.,Professionnel,1,0,0
