id_dis,arr_1,arr_2,ID_TRC,id_stt,sens_releve,date_releve,type_dis,configuration,codification,longueur,geometry
2651,Ahuntsic-Cartierville,,1040166.0,,N-S,2024-03-14,glissiere,gauche,GR/BC,14,"LINESTRING Z (-73.63731328511332 45.547301001219665 34.6504859163653, -73.63740873151448 45.547197461542126 34.6316484226417)"
2652,Le Sud-Ouest,,4012048.0,81-05215B,S-N,2023-12-01,glissiere,droite,GSR/W/B,40,"LINESTRING Z (-73.5578718131936 45.491427452725425 14.860000000000582, -73.55791186229409 45.49146891528326 14.85, -73.55793417965275 45.49149849087071 14.74, -73.55797714088875 45.49156003646896 14.63, -73.5579959279431 45.491590351708496 14.57, -73.55805004099236 45.49172207052606 14.51, -73.5580629209955 45.49175597013905 14.26)"
2653,Ville-Marie,,1260413.0,,E-O,2024-04-15,glissiere,droite,GR/BC,4,"LINESTRING Z (-73.57322338062193 45.50230345017553 40.30605520899934, -73.57326945424187 45.50232467368092 40.4158443744981)"
2654,Le Sud-Ouest,,4012513.0,,N-S,2024-03-15,glissiere,gauche,GSR/W/BE,129,"LINESTRING Z (-73.53974617787908 45.47957335638698 18.8323827027073, -73.53985029139966 45.47941931178766 18.7420273462419, -73.53994750817282 45.47926198973507 18.5398048660625, -73.54001684800747 45.47915199232053 18.6228746930983, -73.54009022143919 45.47900770368719 18.5532567876343, -73.54014244340038 45.47889275601335 18.3266177177982, -73.54029341701568 45.478602823673825 18.2785324840477, -73.54036039371303 45.47849305065713 17.9348210871452)"
2658,Villeray-Saint-Michel-Parc-Extension,,4003244.0,,O-E,2024-03-14,glissiere,gauche,GR/BC,6,"LINESTRING Z (-73.62011992577234 45.53547817181551 58.26182344415133, -73.62010084342248 45.535454283951026 58.25267627556045, -73.62008969532585 45.53542823416255 58.47202888504391)"
2662,Villeray-Saint-Michel-Parc-Extension,,4009715.0,,S-N,2024-03-14,glissiere,droite,GSR/W,5,"LINESTRING Z (-73.63694852490877 45.54735295044039 33.7032852813712, -73.63700659504946 45.54737608533782 33.6082537908898)"
2663,Ville-Marie,,1260448.0,,E-O,2024-04-15,attenuateur,gauche,inertiel,3,"LINESTRING Z (-73.57075002048833 45.50094402967447 38.382935984107576, -73.57078066583242 45.5009573130759 38.410635984107444)"
2664,Ahuntsic-Cartierville,,4009714.0,,E-O,2024-03-14,glissiere,droite,GSR/W,5,"LINESTRING Z (-73.6370590243192 45.547541243099644 33.8818973091673, -73.63700172700281 45.54753634304016 33.8657075923591)"
2666,Villeray-Saint-Michel-Parc-Extension,,4009715.0,,E-O,2024-03-14,glissiere,droite,GSR/W/B,5,"LINESTRING Z (-73.63688957111401 45.54751050824812 34.1640290516807, -73.63682899924892 45.54750108985194 34.2395313099751)"
2672,Le Sud-Ouest,,1625097.0,,S-N,2023-12-01,glissiere,mediane,GR/BC,36,"LINESTRING Z (-73.55788826512547 45.49262926143466 13.7602425377795, -73.55798484410684 45.492496361943616 13.7680587168582, -73.55809450045834 45.4923410346008 13.837602997719)"
2684,Le Plateau-Mont-Royal,,1260574.0,,S-N,2023-11-29,glissiere,droite,GSR/W/AE,11,"LINESTRING Z (-73.57991790416165 45.50837998326841 66.0190126660631, -73.57987067876024 45.50847042857353 65.567476178948)"
2691,Ahuntsic-Cartierville,,1040167.0,,N-S,2023-11-13,glissiere,gauche,GR/BC,15,"LINESTRING Z (-73.63628576383934 45.54839846810161 37.7787523924253, -73.63639766912165 45.54829311307182 37.6628908020932)"
2693,Ville-Marie,,4006999.0,,N-S,2024-04-15,glissiere,droite,GR/BC,78,"LINESTRING Z (-73.56318441445288 45.496780711179326 13.971231670418998, -73.56311275964265 45.49675033542292 13.974556334223173, -73.56301969482355 45.496838777517134 13.765923598233808, -73.56258647828331 45.497280317567196 13.78027071812835)"
2694,Ahuntsic-Cartierville,,4009717.0,,O-E,2024-03-14,glissiere,gauche,GR/BC,13,"LINESTRING Z (-73.63614704930306 45.54852338593897 37.7978326703062, -73.63625467451973 45.5484358481147 37.6170497178907)"
2695,Ville-Marie,,1370624.0,,N-S,2024-04-15,glissiere,droite,GR/BC,72,"LINESTRING Z (-73.5629276467285 45.49666381349678 15.508303016211883, -73.56244002938814 45.49721010940442 15.372267703318208)"
2698,Ahuntsic-Cartierville,,4009717.0,,O-E,2024-03-14,glissiere,droite,GSR/W/A,5,"LINESTRING Z (-73.63612905693506 45.54851504093788 37.6591665993091, -73.63607855822899 45.548489092076224 37.4045846265252)"
2699,Ville-Marie,Le Plateau-Mont-Royal,4008368.0,,N-S,2023-12-09,glissiere,mediane,GR/BC,57,"LINESTRING Z (-73.5795737894275 45.50924444694276 61.384073722678, -73.57984462603977 45.50876501626658 64.6577434039081)"
2700,Villeray-Saint-Michel-Parc-Extension,,4009718.0,,O-E,2024-03-14,glissiere,droite,GSR/W/A,4,"LINESTRING Z (-73.63591776985784 45.54844729098376 37.8831374781458, -73.63596497386021 45.54845829011705 38.0111798461734)"
2701,Ahuntsic-Cartierville,,4009717.0,,N-S,2024-03-14,glissiere,gauche,GSR/W,5,"LINESTRING Z (-73.63597498095963 45.548642620972416 37.8666772112477, -73.6359315467467 45.54861130038933 37.9470753768602)"
2703,Le Plateau-Mont-Royal,Rosemont-La Petite-Patrie,4014489.0,81-05171A,O-E,2024-03-13,glissiere,droite,GR/BC,207,"LINESTRING Z (-73.6075497055875 45.52875762765108 61.65003083944997, -73.6073082997738 45.528585745699395 61.38389166375069, -73.60714960903123 45.5284788360052 61.29268045628724, -73.60654484833165 45.52805545459996 61.471472258605296, -73.60566308819298 45.52745258664368 62.23397728759759)"
2704,Villeray-Saint-Michel-Parc-Extension,,4009718.0,,O-E,2024-03-14,glissiere,gauche,GSR/W,5,"LINESTRING Z (-73.63582930879099 45.54856472238858 37.8003085089402, -73.63576851180056 45.54854505425112 37.2229919895334)"
2705,Le Plateau-Mont-Royal,,4014551.0,81-05171A,E-O,2023-12-09,glissiere,droite,GR/BC,76,"LINESTRING Z (-73.60654704807034 45.528208995861604 67.79420000000391, -73.60624559823368 45.5280139569651 0, -73.60648462994028 45.52797229475625 0, -73.60670565022473 45.52813801488058 67.86389999999665)"
2707,Ville-Marie,,1370624.0,,N-S,2024-04-15,glissiere,droite,GR/BC,14,"LINESTRING Z (-73.56258647828331 45.497280317567224 13.78027071812835, -73.56244002938814 45.49721010940441 15.372267703318208)"
2708,Le Plateau-Mont-Royal,Rosemont-La Petite-Patrie,4014489.0,81-05159,O-E,2023-11-21,glissiere,gauche,GR/BC,358,"LINESTRING Z (-73.6078284360972 45.52912222606857 63.2100000000064, -73.60787163789216 45.529140157988486 0, -73.60788524753164 45.52914550394315 0, -73.60789941305552 45.52914660493558 0, -73.60791775867233 45.52914286672896 0, -73.6079296377305 45.52913297764643 0, -73.60793366453652 45.52912236140263 0, -73.60793182108326 45.52910947933112 0, -73.60792838747395 45.529099234888896 0, -73.60791458667059 45.52908630545887 62.8975999999966, -73.60787747727785 45.5290633109403 62.737999999997555, -73.60774322204396 45.528977651657556 62.4661999999953, -73.60766521453874 45.52892760881072 62.28079999999318, -73.60759079339557 45.528881426898316 61.82679999999527, -73.60747433738378 45.52880602287855 61.36380000000645, -73.60736897934544 45.52872903040136 60.88139999999839, -73.60711166470024 45.528550667225254 59.92579999999725, -73.60704079181212 45.52850315901847 59.48759999999311, -73.6068543354723 45.528374509128334 59.16680000000633, -73.60674508907911 45.52829889155799 58.76820000000589, -73.60663520859856 45.52822293902636 58.539199999999255, -73.60648702363727 45.52811919087983 58.56149999999616, -73.60630600187132 45.52799396455992 58.51829999999609, -73.60601331212123 45.52779072811191 59.25669999999809, -73.60578698430002 45.52763115376386 61.09530000000086, -73.60568353441148 45.52756266667696 61.384500000000116, -73.6053895762946 45.52735865954086 63.47479999999632, -73.60512975017701 45.52717796988681 65.51639999999315, -73.60476757953292 45.526928928999844 66.97010000000591)"
2711,Le Sud-Ouest,,4012510.0,,N-S,2024-03-15,glissiere,gauche,GR/BC,322,"LINESTRING Z (-73.53877084571035 45.482507083284865 16.686799999995856, -73.5397929810389 45.47970253506457 18.849700000006123)"
2714,Ahuntsic-Cartierville,,4007756.0,,O-E,2023-11-11,glissiere,droite,GSR/W/B,29,"LINESTRING Z (-73.6497104423113 45.5587427935497 35.8375364793288, -73.64942668225144 45.55856796724356 37.0090203842943)"
2715,Le Sud-Ouest,,1625781.0,81-05453,O-E,2023-12-15,glissiere,droite,GR/BC,34,"LINESTRING Z (-73.5560809792089 45.49297031704988 14.101880017628606, -73.55589337921954 45.49297694095011 14.201670776196671, -73.55589217230553 45.49296292510043 14.504385396761126, -73.55565921652433 45.492972101653244 14.875414726061493)"
2718,Le Sud-Ouest,,1370006.0,,O-E,2023-12-15,glissiere,gauche,GR/BC,82,"LINESTRING Z (-73.55997234651741 45.49586940084504 16.6707603563262, -73.55987838417279 45.495836281270144 16.8466779705523, -73.55974608440641 45.495796287623676 17.1348054676453, -73.55970432994266 45.49577026219784 16.8102089132616, -73.55905986907082 45.49550951266679 16.6951052745709)"
2719,Le Sud-Ouest,,1371238.0,,N-S,2023-12-15,glissiere,gauche,GR/BC,25,"LINESTRING Z (-73.55994522648616 45.49619729044054 14.960049839523, -73.56001492306761 45.4961356420659 14.9192728038628, -73.56007848780958 45.4960728962224 14.7328132305673, -73.56008403755432 45.49600029450861 15.0960857747521)"
2724,Le Sud-Ouest,,4014690.0,,O-E,2023-12-15,glissiere,droite,GR/BC,52,"LINESTRING Z (-73.55561854541392 45.49297949921311 14.732399999993504, -73.5549516561728 45.4930098815128 15.38169999999809)"
2725,Ahuntsic-Cartierville,Villeray-Saint-Michel-Parc-Extension,4009719.0,,O-E,2023-11-13,glissiere,droite,GR/BC,4,"LINESTRING Z (-73.63518525396098 45.54902481024241 38.4053337297836, -73.63521204194697 45.5490541002407 38.4915943174335)"
2726,Ahuntsic-Cartierville,,4007759.0,,E-O,2023-11-11,glissiere,droite,GSR/W/B,22,"LINESTRING Z (-73.64941449342633 45.55893950765332 35.7279259345614, -73.64913188439967 45.558924328045514 36.1496652388705)"
2728,Le Sud-Ouest,,1370489.0,,N-S,2024-04-15,glissiere,gauche,GR/BC,7,"LINESTRING Z (-73.5595777803092 45.49637368697649 14.605443025260183, -73.55963276078052 45.4963272961367 14.835543796591798)"
2730,Ville-Marie,,4014946.0,,N-S,2023-11-30,glissiere,gauche,GR/BC,36,"LINESTRING Z (-73.56267692886524 45.498798965833224 12.9888147562755, -73.56294398379615 45.49853699861215 13.1366591332935)"
2733,Le Sud-Ouest,Ville-Marie,4014971.0,81-05082,N-S,2023-12-15,glissiere,droite,GF/W/A,12,"LINESTRING Z (-73.55172157177077 45.491016243498 15.1084801752499, -73.5517358654008 45.49090820720977 15.2006138651819)"
2738,Ville-Marie,,4012770.0,81-05082,N-S,2023-12-15,glissiere,gauche,GF/W/A,6,"LINESTRING Z (-73.55144208895494 45.490897668125285 15.1, -73.55148117009269 45.49089333130122 0, -73.5515176949375 45.4908777024809 15.15)"
2739,Le Sud-Ouest,,4014691.0,,O-E,2023-12-15,glissiere,droite,GR/BC,57,"LINESTRING Z (-73.55488758026571 45.49301296765068 0, -73.55415913401174 45.49304473308941 0)"
2741,Ville-Marie,,4012770.0,81-05082,N-S,2023-12-15,glissiere,gauche,GR/BC,28,"LINESTRING Z (-73.55120626827426 45.49089187110264 15.04, -73.55124150205316 45.490919678552416 0, -73.55128494982878 45.490933768624494 0, -73.55143554121346 45.490942771350504 0, -73.5515294844394 45.49091279112275 14.98)"
2744,Le Plateau-Mont-Royal,Rosemont-La Petite-Patrie,4016042.0,81-05204C,E-O,2024-03-13,glissiere,gauche,GR/BC,111,"LINESTRING Z (-73.60401278756271 45.52806605955556 63.99, -73.60401990013455 45.52808899570586 63.88730000000214, -73.60403795733374 45.528108008458695 64.04880000000412, -73.6042620349396 45.52820960013085 63.832299999994575, -73.60517735268317 45.528627535748946 63.96369999999297)"
2747,Le Sud-Ouest,,1370760.0,,N-S,2024-04-15,glissiere,droite,GR/BC,14,"LINESTRING Z (-73.56131733806178 45.498149479316446 14.27390000000014, -73.56141221744505 45.49804474758801 14.705392858518511)"
2749,Ville-Marie,,4012770.0,81-05082,E-O,2024-03-15,glissiere,gauche,GSR/W/BE,53,"LINESTRING Z (-73.55070624018508 45.49085552138748 14.7469818896393, -73.5508997615276 45.49087089222755 14.8310422675814, -73.55109264416865 45.49087924102803 15.2797690809104, -73.55138516508892 45.49089827215976 15.4756726939835)"
2750,Le Sud-Ouest,,1370760.0,,N-S,2024-04-15,glissiere,gauche,GR/BC,104,"LINESTRING Z (-73.56141221744505 45.49804474758801 14.705392858518511, -73.56115663865442 45.497907737430275 14.322063995500393, -73.56113571816498 45.49792928605896 14.222138108010402, -73.56033096381724 45.497550917625084 13.492524719288514)"
2751,Le Plateau-Mont-Royal,,4016043.0,81-05204A,E-O,2024-03-13,glissiere,droite,GR/BC,20,"LINESTRING Z (-73.60408198698745 45.52819659134695 62.6293883452977, -73.60430105814136 45.528295810624925 61.8443446399365)"
2752,Villeray-Saint-Michel-Parc-Extension,,4015455.0,,O-E,2023-11-13,glissiere,droite,GSR/W/BE,11,"LINESTRING Z (-73.63415592284088 45.549176160597966 39.1406788703537, -73.6340397248894 45.54923419266304 39.2848350286273)"
2753,Le Plateau-Mont-Royal,Rosemont-La Petite-Patrie,4016041.0,81-05204B,E-O,2024-03-13,glissiere,droite,GR/BC,121,"LINESTRING Z (-73.60507648362841 45.52872674234871 63.530569662941055, -73.6046240756917 45.52852305954381 63.519963717844675, -73.60412716733387 45.52829637672176 63.62433925952904, -73.60377546153062 45.528132776478756 64.17858971728771)"
2754,Ville-Marie,,4012770.0,,E-O,2024-03-15,glissiere,gauche,GSR/W/BE,34,"LINESTRING Z (-73.55001864173059 45.49034786305108 15.5389317914236, -73.5500667661329 45.49035471594264 15.5137739520401, -73.55015774856619 45.490374776201634 15.4802554622787, -73.55024943016959 45.490399855197765 15.41473398464, -73.55038219962573 45.49044337559956 15.3311290361791, -73.55040086405901 45.49045621182751 15.2876889702317, -73.55041412681081 45.49047099812349 15.2180370917935)"
2755,Le Sud-Ouest,,1370759.0,,N-S,2024-04-15,glissiere,gauche,GR/BC,13,"LINESTRING Z (-73.56032893308986 45.497552072320666 13.48099022125339, -73.56019520575668 45.49748404906816 13.444802910400753)"
2757,Ville-Marie,,4012770.0,,S-N,2024-03-15,glissiere,droite,GR/BC,29,"LINESTRING Z (-73.55020589129285 45.49047874070655 15.1104457093444, -73.5502433360908 45.490502893299606 15.1318770254127, -73.5502726468481 45.49053456103583 15.0735811569975, -73.55029173885407 45.490569463905224 14.9567133312876, -73.55030315462108 45.49060591758802 15.0065113521644, -73.55030544152986 45.490642931865004 15.028397934943, -73.55030100980737 45.49067887154666 14.870550277682, -73.55029608454956 45.49071420705669 14.7710713942265)"
2758,Le Sud-Ouest,,4012513.0,,N-S,2024-03-15,attenuateur,mediane,telescopique,2,"LINESTRING Z (-73.53876592033212 45.482526805726515 16.67949999999837, -73.5387703776987 45.48250726134874 16.677999999999884)"
2759,Le Sud-Ouest,Ville-Marie,4014691.0,81-05130A,O-E,2023-12-15,glissiere,droite,GR/BC,60,"LINESTRING Z (-73.55407025162035 45.49304993957408 14.995155017491214, -73.55343769642569 45.49312829813662 14.542011857083086, -73.55331577865154 45.49315556384879 14.746144430834896)"
2760,Ville-Marie,,1370524.0,,E-O,2024-04-15,glissiere,droite,GR/BC,8,"LINESTRING Z (-73.56117545567528 45.498441060981996 15.715519275862718, -73.56122811136312 45.498383576206564 15.943060530416451)"
2761,Ville-Marie,,4012422.0,,N-S,2024-04-15,glissiere,gauche,GR/BC,109,"LINESTRING Z (-73.56011372632237 45.497790055017695 15.679477391174554, -73.5612263783883 45.49837944864685 16.70788386688243)"
2762,Le Sud-Ouest,,4014732.0,,N-S,2024-03-15,glissiere,droite,GR/BC,8,"LINESTRING Z (-73.54895732822396 45.48993467343198 15.3302022594907, -73.54895573464661 45.48986345952567 15.3735856715733)"
2763,Le Sud-Ouest,Ville-Marie,4014732.0,,E-O,2024-03-15,glissiere,gauche,GSR/W/BE,11,"LINESTRING Z (-73.54900243027684 45.489975510664955 15.2752580438565, -73.54912405243745 45.490033424625025 15.15431379697)"
2765,Ville-Marie,,1370524.0,,E-O,2024-04-15,glissiere,gauche,GR/BC,110,"LINESTRING Z (-73.56004188670634 45.49785622673901 14.35000000000582, -73.56088832676889 45.49829065156503 15.318499999993946, -73.56117545567528 45.498441060981996 15.715519275862718)"
2766,Le Sud-Ouest,,4008741.0,,S-N,2024-03-15,glissiere,droite,GSR/W/BE,19,"LINESTRING Z (-73.54876651864691 45.489726445852085 15.9104005565325, -73.54870814576635 45.48985631897502 15.4944482965571, -73.54869664225005 45.48988924323808 15.467303864279)"
2769,Ville-Marie,,4014730.0,,E-O,2024-03-15,glissiere,droite,GSR/W/B,19,"LINESTRING Z (-73.54861443051082 45.4899794813631 14.9833173764413, -73.5488466291764 45.49003264996679 15.4015770092453)"
2773,Le Sud-Ouest,,1624364.0,,O-E,2024-03-15,glissiere,gauche,GR/BC,28,"LINESTRING Z (-73.54794704033795 45.489532356434836 16.8722172412604, -73.54775552174964 45.48949425827702 15.7991356003518, -73.54759774743502 45.48946124570914 15.1386453262618)"
2782,Ville-Marie,,4014692.0,,S-N,2023-12-15,glissiere,droite,GR/BC,69,"LINESTRING Z (-73.55322799024218 45.49321625748461 14.682581881581866, -73.5531781880171 45.49339665085099 14.60124914354505, -73.55306213464472 45.49382405487937 14.389727026627742)"
2784,Le Sud-Ouest,,4014730.0,,E-O,2024-03-15,glissiere,gauche,GR/BC,19,"LINESTRING Z (-73.54739312135514 45.489641914537735 14.9043806189507, -73.54763276487805 45.48964712984963 14.3742164102962)"
2786,Ville-Marie,,1260290.0,,N-S,2024-04-15,glissiere,gauche,GSR/W,5,"LINESTRING Z (-73.56456802815357 45.50166197770127 25.849195217383176, -73.56453971437928 45.50170147939264 25.845718727886865)"
2787,Villeray-Saint-Michel-Parc-Extension,,4016834.0,,N-S,2023-11-27,glissiere,droite,GR/BC,16,"LINESTRING Z (-73.62248944588434 45.54240654158327 58.0238510254303, -73.62248995607325 45.54237066313685 58.0832566507959, -73.62249351174945 45.54233504146642 58.1002534039402, -73.62249640683994 45.54229861401907 58.2572740186648, -73.62249961130695 45.54226295460228 58.2962343466136)"
2790,Ville-Marie,,1260290.0,,N-S,2024-04-15,glissiere,gauche,GR/BC,22,"LINESTRING Z (-73.5644503378416 45.501826171804304 25.834744716133294, -73.56457455778724 45.50165286793646 25.849996955156648)"
2791,Ville-Marie,,1260290.0,,N-S,2024-04-15,glissiere,gauche,GSR/W,5,"LINESTRING Z (-73.56452381745562 45.501723657806224 25.843766835945928, -73.56449318019118 45.50176640098428 25.84000506655699)"
2792,Le Sud-Ouest,Ville-Marie,4014730.0,,E-O,2024-03-15,glissiere,gauche,GR/BC,20,"LINESTRING Z (-73.54724145964914 45.489772060987825 14.1770105125191, -73.54732055975865 45.489736335009425 14.081788970118, -73.54735996923102 45.48971178475302 14.4164218671826, -73.54738473804045 45.4896797622846 14.5904206890832, -73.5473936378268 45.489642794596094 15.0188912541871)"
2796,Ville-Marie,,1260290.0,,N-S,2024-04-15,glissiere,gauche,GSR/W,5,"LINESTRING Z (-73.56445535453953 45.50181917284566 25.835399999996298, -73.56448529687303 45.501777399280506 25.839000000007218)"
2798,Ville-Marie,,1260290.0,,N-S,2024-04-15,attenuateur,gauche,inertiel,3,"LINESTRING Z (-73.5644348397384 45.50184925592853 25.793635984107482, -73.56445061220438 45.50182661956839 25.834035984107572)"
2805,Ville-Marie,,4014731.0,,E-O,2024-03-15,glissiere,droite,GSR/W/A,26,"LINESTRING Z (-73.54701714578614 45.489983044749934 13.4102700755053, -73.54711199005315 45.48996430672261 13.5416615640039, -73.54717894897652 45.489940657423595 13.527174747216, -73.54723938643308 45.489912131021306 13.7000625355267, -73.54730266809524 45.48987310135074 13.9246366757751)"
2806,Le Sud-Ouest,,1624366.0,,O-E,2024-03-15,glissiere,gauche,GR/BC,51,"LINESTRING Z (-73.54643914042039 45.48931137635618 13.6377077260383, -73.54621462295333 45.48926843446272 13.6203134154643, -73.54603420386398 45.48923171197033 13.3884800034011, -73.54581200972731 45.48918141058127 13.2618444008065)"
2808,Ville-Marie,,4014692.0,,S-N,2023-12-15,glissiere,droite,GR/BC,82,"LINESTRING Z (-73.5530573575581 45.49374847316047 15.434759149833262, -73.55301508339485 45.49388631250867 14.479149302635642, -73.55304234912316 45.49391519459296 14.542258211851589, -73.55289937320748 45.49446379770862 14.401660106137108)"
2812,Le Plateau-Mont-Royal,Rosemont-La Petite-Patrie,1240424.0,81-05135,O-E,2023-11-28,glissiere,droite,GR/BC,667,"LINESTRING Z (-73.60580619976263 45.52776198307331 66.78609999999753, -73.60523388012908 45.52776090298306 67.06419999999343, -73.6049009577742 45.52775567136604 67.97479999999632, -73.60463272473159 45.52775582786891 69.47259999999369, -73.60423231956136 45.52775434051852 70.7329999999929, -73.60400243850158 45.527759830894894 71.17140000000654, -73.60379663736273 45.52776950219349 72.02999999999884, -73.60365554860427 45.52778035178021 72.9887000000017, -73.6034474419407 45.52780392104102 73.44469999999274, -73.6031808395697 45.5278491390854 74.32020000000193, -73.603002689934 45.52788683290622 75.12820000000647, -73.602877538745 45.52791708944805 75.36939999999595, -73.60245686282428 45.52803759209108 75.95759999999427, -73.60235095453979 45.52807484761215 76.25179999999818, -73.60210958041765 45.52817571623631 76.98829999999725, -73.60189745864125 45.52828346666967 77.41809999999532, -73.60164846165003 45.52841711626418 77.32779999999912, -73.60142961072943 45.52856505460289 77.15609999999288, -73.60117196533693 45.528768915892485 77.00239999999758, -73.60103068583787 45.528891688938245 76.85839999999735, -73.6008037504566 45.529134937654455 76.50680000000284, -73.60050762688803 45.529437363363186 76.05409999999392, -73.60029105464538 45.529671223691125 75.68619999999646, -73.60007902313791 45.5298715546839 74.60309999999299, -73.59996533739623 45.52996355536165 0, -73.59985583007149 45.53004559879073 73.48970000000554, -73.59967330549996 45.53016798527022 72.55329999999958, -73.59942568256471 45.53033739546383 71.8469999999943, -73.59895459393806 45.53061633173594 69.46809999999823)"
2814,Le Plateau-Mont-Royal,Rosemont-La Petite-Patrie,4014551.0,81-05135,E-O,2023-11-28,glissiere,mediane,GR/BC,750,"LINESTRING Z (-73.5986121436898 45.53093577023653 66.14519999999902, -73.59894394137217 45.53070877794491 66.75650000000314, -73.59932664141503 45.530479595513455 69.55109999999695, -73.59970323674949 45.53025938070615 71.1070999999938, -73.6000832688992 45.52999743314423 73.64639999999781, -73.60027974300552 45.52982311642608 73.97569999999541, -73.60042203562048 45.529686684672185 75.16199999999662, -73.60063194209114 45.52947059741117 75.79099999999744, -73.60085139828423 45.52923996498479 76.22000000000116, -73.60098664230749 45.529096316820315 76.23420000000624, -73.6011688318702 45.52891826764691 76.66090000000258, -73.60136798479489 45.52874210750218 76.97509999999602, -73.60164172184979 45.52854060876016 76.9881000000023, -73.60203976870541 45.52832005717926 76.92280000000028, -73.60230281015102 45.52820513751121 76.68219999999565, -73.60266455265425 45.528069707500315 75.89669999999751, -73.60290362367242 45.528001038796994 75.42530000000261, -73.60336598675525 45.5279098425143 73.90869999999995, -73.60388630577575 45.52785458084306 72.44680000000517, -73.60494120747758 45.527845529504496 68.21159999999509, -73.60555492261695 45.52785297164828 67.00280000000203, -73.60601312376599 45.527855165082684 66.55430000000342, -73.60641350809692 45.527847067848924 66.52650000000722)"
2816,Le Plateau-Mont-Royal,Rosemont-La Petite-Patrie,1624866.0,81-05135,E-O,2023-11-28,glissiere,droite,GR/BC,640,"LINESTRING Z (-73.59907601379135 45.53071828784041 66.68630000000121, -73.59964851812376 45.53038481306622 69.00999999999476, -73.59981182494843 45.530287856011654 70.295100000003, -73.59994259545516 45.5302077715114 71.13559999999416, -73.60011178761383 45.530089498778516 71.45359999999346, -73.60035757597676 45.529875306405636 72.64999999999418, -73.60044987667078 45.52978543934373 73.05999999999767, -73.60057744032152 45.52965521937497 74.4600000000064, -73.60099131456747 45.52921824129148 76.23459999999614, -73.60125439544981 45.52894796546093 77.03269999999611, -73.60146105480054 45.52877383551874 76.80160000000615, -73.60161554633248 45.52866378229511 76.03179999999702, -73.60172801199471 45.5285879831679 0, -73.60181032850974 45.5285364128809 0, -73.60189817966601 45.52848681317821 75.64530000000377, -73.6020507810249 45.52839670982732 77.33680000000459, -73.60255913489684 45.52818344021813 77.26009999999951, -73.60277786047476 45.52810820253736 76.41740000000573, -73.60307361286156 45.528027808559386 76.10490000000573, -73.60341010204007 45.52796606210735 74.91820000000007, -73.60383520040325 45.527927737743234 72.57110000000102, -73.60403655885266 45.52791458389571 72.1527999999962, -73.60439506957395 45.527906419040136 71.28560000000289, -73.60517912434803 45.52791125900234 68.71980000000622, -73.60562607935485 45.52792195435437 67.44659999999567)"
2819,Le Sud-Ouest,,1600184.0,,O-E,2024-03-15,glissiere,gauche,GR/BC,50,"LINESTRING Z (-73.54538712729591 45.48913301715706 13.0042467084303, -73.54520626512657 45.48909942977855 12.9118914914513, -73.54502511422282 45.48906503736249 12.9192965890454, -73.54484359286243 45.489031196630684 12.854888155776, -73.54477100946711 45.489019385767875 12.833593047129)"
2821,Ville-Marie,,4014731.0,,E-O,2024-03-15,glissiere,gauche,GR/BC,69,"LINESTRING Z (-73.54536129115776 45.489641278992345 13.5431871167917, -73.54556017875554 45.48967963190318 13.6333517291843, -73.54570851320737 45.489710243507744 13.5686286699742, -73.54581006493576 45.48972011860743 13.6095133464227, -73.54606970892696 45.48971085915188 13.5027719116487, -73.54622096893492 45.489679334540725 13.6180516392951)"
2823,Ville-Marie,,4014692.0,,S-N,2023-12-15,glissiere,droite,GR/BC,85,"LINESTRING Z (-73.55289148748669 45.49438760490395 15.59649999999965, -73.55286829238146 45.49446362408575 14.456200000000536, -73.55284918203004 45.494526549546286 14.430300000007264, -73.55287671068025 45.494554918323495 14.424499999993714, -73.55272508739554 45.49513130270388 14.105200000005425)"
2826,Le Sud-Ouest,Ville-Marie,1600184.0,,O-E,2024-03-15,glissiere,gauche,GR/BC,72,"LINESTRING Z (-73.54477153433346 45.489019129458995 12.8446719834254, -73.54452429175032 45.48897585990302 12.8802180531283, -73.54447867478613 45.488967753369174 12.7392097262551, -73.54443075993696 45.488971581592416 12.6284181833665, -73.54438237565523 45.48897634155746 12.9026151618064, -73.54434754850485 45.489003196866 13.0561684812898, -73.54432450011844 45.48903271391193 13.1170201741589, -73.544301639397 45.489098860831966 13.2077742137379, -73.54428220344924 45.48917098681227 13.5325475529191, -73.54423066286355 45.4892997945475 13.9760015967009, -73.54424304908795 45.489320566565475 13.8970116334906)"
2828,Le Sud-Ouest,,1370076.0,,O-E,2024-03-15,glissiere,droite,GSR/W/B,4,"LINESTRING Z (-73.5434761686033 45.488583565065994 14.5472475242373, -73.54342947814385 45.48857350743386 14.6376210822872)"
2829,Ville-Marie,,1381463.0,,E-O,2024-03-15,glissiere,gauche,GR/BC,63,"LINESTRING Z (-73.54433317585554 45.48944623872737 13.1752264381113, -73.5445964501983 45.48949488959676 13.0073952594744, -73.54474492905302 45.48952319629097 13.2538488465401, -73.54494170197717 45.489562720480066 13.3607950670201, -73.54510922639707 45.48959335518382 13.4526563109971)"
2830,Le Sud-Ouest,,4014725.0,,O-E,2024-03-15,glissiere,gauche,GSR/W/BE,42,"LINESTRING Z (-73.54383500172746 45.48882858043698 13.0890163161076, -73.543789528614 45.48879189499252 13.3008607662695, -73.54372351440391 45.488773902154094 13.685204949056, -73.54358148866343 45.48874642890703 14.3745249711887, -73.54334228630944 45.488703375131536 14.5329156962494)"
