id_dis,arr_1,arr_2,ID_TRC,id_stt,sens_releve,date_releve,type_dis,configuration,codification,longueur,geometry
1928,Ahuntsic-Cartierville,,4015732.0,,N-S,2023-11-14,glissiere,droite,GR/BC,4,"LINESTRING Z (-73.70343832889917 45.5353422140961 25.6688529076159, -73.70343522843967 45.535310571537046 25.0969934291693)"
1929,Le Sud-Ouest,,1340371.0,,O-E,2023-11-30,glissiere,gauche,GR/BC,322,"LINESTRING Z (-73.6047073517735 45.46418472954081 16.9363682425329, -73.60311246464757 45.46504517715456 17.1071149267095, -73.60310329447051 45.465038700316406 16.7570731643433, -73.60141944537087 45.465920701088756 16.379455604397)"
1930,Ahuntsic-Cartierville,,1010589.0,,N-S,2023-11-14,glissiere,mediane,GR/BC,26,"LINESTRING Z (-73.70329822850744 45.53522249905003 25.1205876739058, -73.70306222115872 45.53538218356894 25.3437520579888)"
1931,Le Sud-Ouest,,1340508.0,,E-O,2023-12-16,glissiere,droite,GSR/W/B,35,"LINESTRING Z (-73.59903708193278 45.462575165685166 21.952999999994063, -73.59915645188481 45.46253277589754 21.94199999999546, -73.59921609653848 45.46251011182867 22.048299999994924, -73.59934073786839 45.46245972012225 21.993000000002212, -73.59942472436778 45.4624240573934 22.059899999992922)"
1932,Ahuntsic-Cartierville,,4015732.0,,N-S,2023-11-14,glissiere,droite,GR/BC,4,"LINESTRING Z (-73.70331841626847 45.53546028880081 24.37039999999979, -73.70332381430065 45.535428838849086 23.878800000005867)"
1933,Ahuntsic-Cartierville,,4015732.0,,N-S,2023-11-14,glissiere,droite,GR/BC,4,"LINESTRING Z (-73.7032799444488 45.53544141461427 23.282023455009, -73.70331741629664 45.53542249238453 23.3795941423814)"
1934,Ahuntsic-Cartierville,,1010589.0,,S-N,2023-11-14,glissiere,droite,GR/BC,7,"LINESTRING Z (-73.70303728415952 45.53521887623669 25.759070104098, -73.7029723789941 45.53526581313174 25.628266718204)"
1935,Ahuntsic-Cartierville,,4015732.0,,N-S,2023-11-14,glissiere,droite,GR/BC,4,"LINESTRING Z (-73.70326830328136 45.535455277676746 23.3497450063446, -73.70331355909273 45.53543533461812 24.0031839489028)"
1936,Saint-Laurent,,4015417.0,,S-N,2023-11-17,glissiere,gauche,GR/BC,17,"LINESTRING Z (-73.66296417647025 45.50715770013753 41.71339999999327, -73.66287817749892 45.50729454773137 41.5176443560437)"
1938,Ahuntsic-Cartierville,,1010589.0,,N-S,2023-11-14,glissiere,mediane,GR/BC,82,"LINESTRING Z (-73.70259799447591 45.53575724445445 21.4833854954815, -73.70272399124843 45.53566650821154 22.1825913781987, -73.70294750527752 45.53550435617652 23.1550071822663, -73.70311041685085 45.535385843636554 23.1946469381888, -73.70333058714165 45.53522534496382 23.3458323345251)"
1939,Côte-des-Neiges-Notre-Dame-de-Grâce,,1300162.0,81-05020,E-O,2023-12-16,glissiere,mediane,GR/BC,427,"MULTILINESTRING Z ((-73.62900989385763 45.483420417278786 72.241134362027, -73.62883652500693 45.48334548102575 72.2723079929845, -73.62827714393056 45.483094207524864 72.8464611232315, -73.62771764404886 45.482844860103015 73.1828318470687, -73.62705799593246 45.48254670863914 73.5714339555665), (-73.62683467455106 45.48278934433072 73.2335281433519, -73.62700533753676 45.4828669996962 73.2195683696685, -73.6271959808766 45.482953394740086 73.0007374022066, -73.62733565458893 45.483014906832835 72.9929593021814, -73.62746834601063 45.48307442916345 72.8363723721476, -73.62777969764785 45.483222019807755 73.3882860825521, -73.62795667874536 45.48329349231594 72.7125802828556, -73.62811964722657 45.48336601263869 72.5793109342364, -73.62829049528554 45.483440991053286 72.3181193369927, -73.62848529747647 45.48352659634491 72.0269189568688, -73.62861523369884 45.483585849574894 72.1499310214581, -73.62880636403678 45.4836711239299 71.8193569343375), (-73.62705365985731 45.48254408055198 72.9162677821094, -73.627013897308 45.48259216859565 73.2021228556054, -73.6269576910061 45.482652485929556 73.2478148712337, -73.62688983701254 45.48272815376867 73.3501412450106, -73.62683540890924 45.482785498649285 73.1827961567383), (-73.62901353593813 45.48342365511976 71.16104598662739, -73.62880905154613 45.483673196093385 71.22898944308386))"
1943,Côte-des-Neiges-Notre-Dame-de-Grâce,,1300176.0,81-05020,S-N,2023-12-17,glissiere,droite,GR/BC,32,"LINESTRING Z (-73.62686756682614 45.48246033765908 73.2834878616026, -73.62680955482293 45.4825224943426 73.3164221012288, -73.6267131665345 45.482628122320804 73.412153538053, -73.62664769554375 45.48270184058132 73.3717563428247)"
1944,Côte-des-Neiges-Notre-Dame-de-Grâce,,1300176.0,81-05020,O-E,2023-11-30,glissiere,gauche,GR/BC,340,"LINESTRING Z (-73.62686756682614 45.48246033765908 73.2834878616026, -73.62671845560297 45.482393771995255 73.88529999999446, -73.62640626633782 45.48225349568046 74.3573000000033, -73.62593839955179 45.48205136126156 75.01510000000417, -73.62551869221622 45.481853093261634 75.83640000000014, -73.6243378242045 45.481320200840706 78.98429999999644, -73.62368270484636 45.4810244557863 80.86109999999462, -73.62320851142036 45.48081301955841 82.88430000000517)"
1946,Côte-des-Neiges-Notre-Dame-de-Grâce,,1300156.0,81-05020,E-O,2023-12-16,glissiere,mediane,GR/BC,364,"LINESTRING Z (-73.62272855286314 45.48093943633871 84.65020000000368, -73.62280055932332 45.48097242750745 84.33100000000559, -73.62290215669195 45.48101717691116 83.61460000000079, -73.62319517278556 45.48114905168332 82.07520000000659, -73.62352374633558 45.48129658686778 80.64599999999336, -73.62365593043052 45.48135679905294 80.1475000000064, -73.62401649531826 45.4815194670064 78.92740000000049, -73.62414747423496 45.481578608411894 78.6021000000037, -73.6242117988933 45.48160629149866 78.34590000000026, -73.62457556826813 45.4817709278847 77.41760000000068, -73.62488342904413 45.481910493080285 76.59709999999905, -73.62536050383422 45.48212549499983 75.36879999999655, -73.6256887058844 45.48227300638045 74.74599999999919, -73.6259867328418 45.48240766967931 74.19040000000678, -73.62628307624591 45.482541877513455 73.67260000000533, -73.62664769554375 45.48270184058132 73.3717563428247)"
1947,Côte-des-Neiges-Notre-Dame-de-Grâce,,4009152.0,,E-O,2023-12-17,glissiere,mediane,GR/BC,44,"LINESTRING Z (-73.61063659658312 45.471926659063016 55.4561579370327, -73.610550232083 45.47188782108403 55.3902268771467, -73.61050728838845 45.47186810942126 55.4062905067178, -73.61046526582196 45.47184761781932 55.3859259261002, -73.61038064699824 45.47180752561485 55.3350365228737, -73.61028906245255 45.47176719223195 55.1907384799249, -73.61024788774792 45.47174830684891 55.1502391143815, -73.61016259326465 45.47170873982945 55.2886018821998)"
1948,Côte-des-Neiges-Notre-Dame-de-Grâce,,1310401.0,81-05012,N-S,2023-11-30,glissiere,gauche,GR/BC,120,"LINESTRING Z (-73.621073698282 45.479482133834544 86.32309999999416, -73.62056605421607 45.47896975190109 87.47704880245631, -73.6202147055973 45.478584390766045 87.6967753587439)"
1949,Côte-des-Neiges-Notre-Dame-de-Grâce,,1300176.0,81-05004,O-E,2023-11-30,glissiere,gauche,GR/BC,24,"LINESTRING Z (-73.62320851142036 45.48081301955841 82.88430000000517, -73.62295392457794 45.480698635911686 84.03429999999935)"
1950,Côte-des-Neiges-Notre-Dame-de-Grâce,,1330003.0,,O-E,2023-12-17,glissiere,gauche,GR/BC,195,"LINESTRING Z (-73.61457711970401 45.47461267063744 72.47833994104224, -73.61393142661225 45.47432527888444 71.79104189196028, -73.61349486505125 45.47411687751843 71.40771601575338, -73.61249719101464 45.47364990236134 66.66005764315398)"
1951,Côte-des-Neiges-Notre-Dame-de-Grâce,,1330215.0,81-05178D,O-E,2023-12-17,glissiere,gauche,GR/BC,96,"LINESTRING Z (-73.60992367339905 45.47147685267213 54.1987999999983, -73.60984098555993 45.471439317824505 54.117599999997765, -73.60980748907318 45.47142440274314 54.077699999994365, -73.6097094949413 45.471379622987094 53.867700000002515, -73.6095459328563 45.47130650613353 53.60529999999562, -73.60939822650786 45.471238835632874 53.41569999999774, -73.60911695352286 45.47111202095388 53.368700000006356, -73.60902106663568 45.471070227811 53.296100000006845, -73.60889137736538 45.47101528703688 54.2838311816817)"
1952,Le Sud-Ouest,,4015721.0,81-02303,S-N,2023-12-17,glissiere,gauche,GR/BC,92,"LINESTRING Z (-73.59801150258617 45.463135777327984 21.7777325688647, -73.59804958916811 45.46318480998466 21.9119166075664, -73.59812143125654 45.463263923011176 22.0960882391989, -73.59828015211941 45.463450491314916 23.3762296360522, -73.59836865216542 45.46354672287527 23.3096314408093, -73.59846367710756 45.4636684516658 23.3756561498461, -73.59862922945968 45.463840032438924 22.8953189640605)"
1953,Ahuntsic-Cartierville,,4016045.0,,S-N,2023-11-14,glissiere,gauche,GSR/W/BE,19,"LINESTRING Z (-73.69638601589996 45.53209775578332 29.4057221973591, -73.69621780156301 45.53221767257468 30.3999885924029)"
1954,Côte-des-Neiges-Notre-Dame-de-Grâce,,1310224.0,81-05012,S-N,2023-11-30,glissiere,droite,GR/BC,54,"LINESTRING Z (-73.62008701041161 45.47844295458555 87.7803969382006, -73.61971344656158 45.47885647188188 89.5057614315093)"
1955,Ahuntsic-Cartierville,,4016045.0,,S-N,2023-11-14,glissiere,droite,GSR/W/BE,19,"LINESTRING Z (-73.69622080848589 45.53199641205096 29.44319999999425, -73.69607534816299 45.532128599620016 31.030007573418)"
1956,Côte-des-Neiges-Notre-Dame-de-Grâce,,1310401.0,,N-S,2023-11-30,attenuateur,mediane,telescopique,8,"LINESTRING Z (-73.62113383406876 45.47953865896236 86.5421359841074, -73.62107369781 45.47948213404551 86.32313598410758)"
1957,Saint-Laurent,,4005957.0,,N-S,2023-12-17,glissiere,gauche,GR/BC,15,"LINESTRING Z (-73.66255392429173 45.508637372785024 40.8737953015679, -73.66259835550227 45.508649563177876 41.4351669373599, -73.66261347355312 45.508644832953394 41.4923994325273, -73.66263477032466 45.50862656397014 41.4821556757213, -73.6626493963648 45.508607082948146 41.5195181803779, -73.66265102519641 45.50859764053192 41.5275879376122, -73.66264918735382 45.50858430352858 41.719320939305, -73.66262227542477 45.50856828402514 41.5611356827568)"
1958,Côte-des-Neiges-Notre-Dame-de-Grâce,,1330089.0,81-05002,N-S,2023-11-30,glissiere,droite,GR/BC,68,"LINESTRING Z (-73.6143918643087 45.47523097861445 73.7407550185944, -73.61439598450573 45.475205259017464 73.6672852085494, -73.61479543300567 45.47475367782546 72.0689365349326, -73.61482676707473 45.474738074789386 72.0781457155368, -73.61486088345664 45.47474255901488 71.9644033543907)"
1959,Côte-des-Neiges-Notre-Dame-de-Grâce,,1310224.0,81-05012,N-S,2023-11-30,glissiere,droite,GR/BC,55,"LINESTRING Z (-73.6202147055973 45.478584390766045 87.6967753587439, -73.61983297498577 45.478999560018906 89.3750153975514)"
1961,Côte-des-Neiges-Notre-Dame-de-Grâce,,1330299.0,81-05178C,E-O,2023-11-30,glissiere,gauche,GSR/W/BE,7,"LINESTRING Z (-73.60876558359281 45.470957933192 54.3626238035585, -73.60883252788116 45.470911546487535 53.55999999999767)"
1962,Côte-des-Neiges-Notre-Dame-de-Grâce,,1330003.0,81-05002,N-S,2023-11-30,glissiere,gauche,GR/BC,69,"LINESTRING Z (-73.61457711970401 45.474612670637434 72.47833994104224, -73.61460817172798 45.47463414693706 71.69190000000526, -73.61461534400334 45.47464544557988 71.83379999999306, -73.61457996882768 45.47469215020677 71.98279999999795, -73.6142062789844 45.47508988773558 73.23249999999825, -73.6141734665739 45.47510256551533 73.00359999999637, -73.6141372060244 45.47510359416312 73.17639999999665)"
1963,Côte-des-Neiges-Notre-Dame-de-Grâce,,1310120.0,81-05004,O-E,2023-11-30,glissiere,gauche,GR/BC,162,"LINESTRING Z (-73.62269907038784 45.480580129487464 84.9289331256821, -73.62197384800555 45.4802125023104 86.0970741891491, -73.621591921291 45.47997732329682 86.5467200464886, -73.62136752568203 45.479817593499696 86.7322040859013, -73.62112719156244 45.47963450090134 87.1049838987323)"
1964,Côte-des-Neiges-Notre-Dame-de-Grâce,,1300156.0,81-05004,N-S,2023-12-17,glissiere,droite,GR/BC,32,"LINESTRING Z (-73.62272855286317 45.480939436338744 84.6502398791259, -73.62277914947762 45.48088740301206 84.80550000000221, -73.62283618166501 45.48082746157358 84.54859999999462, -73.62288392441268 45.48077640710672 84.27390000000014, -73.62293196968484 45.48072150809843 84.16069999999308, -73.62295392457794 45.480698635911686 84.03429999999935)"
1965,Le Sud-Ouest,,4015721.0,81-02303,S-N,2023-12-17,glissiere,droite,GR/BC,89,"LINESTRING Z (-73.59788749010805 45.46319232117976 21.4800127355824, -73.59799647365156 45.463317146152725 22.418202598121, -73.59819940156277 45.46354835374127 23.969668374441, -73.59840083662023 45.463779149507644 24.3719281371602, -73.5984830280645 45.46387226125067 24.2858282778875)"
1966,Côte-des-Neiges-Notre-Dame-de-Grâce,,4013737.0,81-05178D,E-O,2023-12-17,attenuateur,mediane,inertiel,6,"LINESTRING Z (-73.60924664418098 45.47131234403024 49.62133598410753, -73.60918745193617 45.471284285768796 49.67033598410751)"
1967,Côte-des-Neiges-Notre-Dame-de-Grâce,,4007659.0,81-05004,E-O,2023-12-16,glissiere,gauche,GR/BC,33,"LINESTRING Z (-73.62247941339619 45.480830279479 85.41240000000107, -73.62269907038784 45.480580129487464 84.9289331256821)"
1968,Verdun,Le Sud-Ouest,1350631.0,81-05056,S-N,2023-12-01,glissiere,gauche,GR/BC,60,"LINESTRING Z (-73.58285715462594 45.452997583264406 21.667700000005425, -73.58358137848327 45.45318770682106 21.27)"
1969,Côte-des-Neiges-Notre-Dame-de-Grâce,,4013737.0,81-05178C,E-O,2023-12-17,glissiere,mediane,GR/BC,37,"LINESTRING Z (-73.60918745193617 45.471284285768796 49.67033598410751, -73.60910056540449 45.47124484053954 49.713099999993574, -73.6090184448231 45.471203357790415 49.57129999999597, -73.6089421459324 45.47116444368818 49.451700000005076, -73.60879446015834 45.471099271135635 49.25220000000263)"
1970,Côte-des-Neiges-Notre-Dame-de-Grâce,,1330299.0,81-05178A,O-E,2023-12-17,glissiere,droite,GR/BC,72,"LINESTRING Z (-73.60896259372726 45.47108196142387 48.7739822542295, -73.6088309861218 45.47102678539629 48.0394961904673, -73.60876374621596 45.47099446996326 47.6557698686699, -73.60872750733722 45.470977875342356 47.4206168754066, -73.608672305005 45.47095425940167 47.2515565053799, -73.60859840354966 45.47092090296595 47.2835306915703, -73.60851428039906 45.47088096512656 47.0927663615152, -73.60847213897645 45.47086308210791 47.1772444376113, -73.60841883842404 45.470838765365855 47.2390830121831, -73.6083648297514 45.4708144876157 47.4104832471225, -73.60828892729363 45.47077973795692 47.6374731649574, -73.60818945829473 45.47073344562305 47.8168476365089)"
1971,Le Sud-Ouest,,4004897.0,,S-N,2023-12-17,glissiere,gauche,GSR/W/BE,93,"LINESTRING Z (-73.59867226189041 45.46382724374314 24.2777934231335, -73.59877237867494 45.463984106440726 23.8466017373226, -73.59882921429129 45.464044239863 23.4998133077704, -73.59893832998038 45.46418057835896 23.3364469939358, -73.59897433968476 45.464241730123184 23.2244653735022, -73.59925350850044 45.46455298035235 21.6426440464965)"
1972,Côte-des-Neiges-Notre-Dame-de-Grâce,,1330624.0,81-05178C,E-O,2023-11-30,glissiere,droite,GR/BC,25,"LINESTRING Z (-73.60863648338591 45.47115066422123 54.0417804424657, -73.60889137736538 45.47101528703688 54.2838311816817)"
1973,Côte-des-Neiges-Notre-Dame-de-Grâce,,1600592.0,81-05178E,E-O,2023-12-17,glissiere,gauche,GR/BC,104,"LINESTRING Z (-73.60863648338591 45.47115066422123 54.0417804424657, -73.60975797687526 45.4716578645807 53.99319999999716)"
1974,Côte-des-Neiges-Notre-Dame-de-Grâce,,1330624.0,81-05178C,E-O,2023-11-30,glissiere,gauche,GR/BC,25,"LINESTRING Z (-73.60850928545705 45.471092166009754 54.1802487078969, -73.60876558359281 45.470957933192 54.3626238035585)"
1975,Côte-des-Neiges-Notre-Dame-de-Grâce,,1600683.0,81-05178A,O-E,2023-12-17,glissiere,gauche,GR/BC,61,"LINESTRING Z (-73.6084473819974 45.470812195855125 53.3413067356782, -73.60830915197313 45.470748141490446 53.0612673726464, -73.60824485735981 45.47071857034997 52.9575146814505, -73.6081796530935 45.47068994083155 52.7875384782765, -73.60811469003295 45.47065965190604 52.6163605931761, -73.6080475838453 45.470630209055784 52.4822020265254, -73.60798737843851 45.47060227718089 52.3903925174882, -73.60792700631718 45.47057495215514 52.2911230845287, -73.60786566475035 45.470548636032795 52.1801965173691, -73.60779122951459 45.470513260153524 52.1534639046873)"
1976,Côte-des-Neiges-Notre-Dame-de-Grâce,,1330299.0,81-05178B,O-E,2023-12-17,glissiere,gauche,GR/BC,43,"LINESTRING Z (-73.60879924637271 45.47109261614775 47.9689691348222, -73.60874991576692 45.47106738388917 47.8312933457232, -73.60864145067902 45.47101863972117 47.6905948763459, -73.6085546387236 45.47098191913543 47.37053477821, -73.60850011115525 45.47095586508778 47.3004189047579, -73.60842850286558 45.470923936906104 47.397336577481, -73.60841567756884 45.47091824139193 47.4328392110456, -73.60834595604325 45.4708852824236 47.543443532623, -73.60833356012454 45.470879796709916 47.5623175009573)"
1977,Le Sud-Ouest,,1340370.0,,O-E,2023-11-30,glissiere,gauche,GSR/W/A,15,"LINESTRING Z (-73.60141944537087 45.465920701088756 16.379455604397, -73.60127825005164 45.466006911910334 16.4848749219612)"
1978,Verdun,Le Sud-Ouest,1350630.0,81-05056,S-N,2023-12-01,glissiere,droite,GR/BC,59,"LINESTRING Z (-73.58274061769993 45.453145959111744 20.267600000006496, -73.58334209106798 45.45330178481436 21.52, -73.58337877525214 45.45332127581173 21.54, -73.58338908585178 45.453327129877174 21.57, -73.58339638978802 45.45333279475988 21.607600000003004, -73.58340502894399 45.453359671287735 21)"
1979,Côte-des-Neiges-Notre-Dame-de-Grâce,,1330299.0,81-05178B,E-O,2023-12-17,glissiere,droite,GR/BC,78,"LINESTRING Z (-73.6088115548976 45.47118846074145 48.45990000000165, -73.60865003380965 45.47111364377023 48.02939999999944, -73.60825132585322 45.470933962918316 48.76889999999548, -73.6082037638731 45.47091622616142 49.06470000000263, -73.60808699624542 45.470910621725494 49.06889999999839, -73.60794417067116 45.470958804777766 49.09420000000682)"
1980,Le Sud-Ouest,,4004897.0,,S-N,2023-12-17,glissiere,droite,GSR/W/BE,92,"LINESTRING Z (-73.59845211081884 45.46392078713942 23.8013837108765, -73.59878202203755 45.464261601415764 22.5144718024445, -73.59905497377616 45.46463494805272 20.5831011457419)"
1981,Côte-des-Neiges-Notre-Dame-de-Grâce,,4007659.0,81-05004,E-O,2023-12-16,glissiere,mediane,GR/BC,88,"LINESTRING Z (-73.62157351746085 45.48035560077421 86.93790000000445, -73.62172564160161 45.480445404719006 86.54200000000128, -73.62194714387964 45.48056702869459 86.26519999999437, -73.62202321513523 45.480606671664674 86.11470000000554, -73.62216870709987 45.480683511700384 85.85880000000179, -73.62234377244557 45.48076330698236 85.32140000000072, -73.62247941339619 45.480830279479 85.41240000000107)"
1982,Côte-des-Neiges-Notre-Dame-de-Grâce,,1330624.0,81-05178A,O-E,2023-12-17,glissiere,gauche,GR/BC,64,"LINESTRING Z (-73.60833356012454 45.470879796709916 47.56230000000505, -73.60825573897758 45.470849561251384 48.046100000006845, -73.60821113041528 45.470836808386615 47.99439999999595, -73.60813207169002 45.470813125944744 48.284599999999045, -73.6080707459365 45.470793385488236 48.53900000000431, -73.60800043361667 45.47076747525454 48.65189999999711, -73.60790193185964 45.47072465226929 48.84910000000673, -73.60779312420645 45.47067600887786 49.089200000002165, -73.60767241624252 45.47061810326229 50.0344000000041, -73.60765059007188 45.47060796857582 50.159243165429615, -73.6076248864016 45.47060288673511 50.28170000000682)"
1984,Ahuntsic-Cartierville,,4016046.0,81-05031,S-N,2023-11-14,glissiere,droite,GR/BC,67,"LINESTRING Z (-73.696217801563 45.53221767257466 30.39999999999418, -73.69600677005513 45.532382726634076 31.80897140159574, -73.6959348983495 45.53243962075249 32.000599999999395, -73.69565208931836 45.532667353002246 30.7158999999956)"
1985,Ahuntsic-Cartierville,,4016045.0,81-05031,S-N,2023-11-14,glissiere,droite,GR/BC,67,"LINESTRING Z (-73.69607534816299 45.532128599620016 31.030007573418, -73.69597133677138 45.53220887602514 32.2332075586858, -73.69578763435689 45.53235462637565 32.6647092822256, -73.69550597474739 45.532575934649216 31.1627763361466)"
1986,Côte-des-Neiges-Notre-Dame-de-Grâce,,1330188.0,,E-O,2023-12-16,glissiere,mediane,GR/BC,142,"LINESTRING Z (-73.61983297498577 45.478999560018906 89.3750153975514, -73.620310992629 45.47950491043142 89.13942870788478, -73.62053497228504 45.479709956320725 89.13189999999304, -73.6206993383399 45.479845950554996 88.8402999999962, -73.6208018886402 45.47992909276114 88.72380000000703, -73.62092143421962 45.48001369878747 88.52270000000135)"
1987,Côte-des-Neiges-Notre-Dame-de-Grâce,,1330299.0,81-05178B,E-O,2023-11-30,glissiere,gauche,GSR/W/BE,22,"LINESTRING Z (-73.60827641712453 45.47120536376283 52.93450000000303, -73.60850928545705 45.471092166009754 54.1802487078969)"
1989,Côte-des-Neiges-Notre-Dame-de-Grâce,,1291235.0,81-05213C,E-O,2023-11-28,glissiere,mediane,GR/BC,117,"LINESTRING Z (-73.64743191468921 45.49860379435232 51.0600846189119, -73.64616084173979 45.49804509130591 52.1013302366528)"
1992,Ahuntsic-Cartierville,,4016044.0,,S-N,2023-11-14,glissiere,gauche,GSR/W/BE,18,"LINESTRING Z (-73.69550436509027 45.532796341913034 29.8941732446771, -73.69565208931837 45.532667353002225 30.7158591679217)"
1993,Ahuntsic-Cartierville,,4016044.0,,S-N,2023-11-14,glissiere,droite,GSR/W/BE,18,"LINESTRING Z (-73.69550597474739 45.5325759346492 31.1627763361466, -73.69534390151611 45.532694714347784 30.143599999995786)"
1994,Côte-des-Neiges-Notre-Dame-de-Grâce,,1330624.0,81-05127B,N-S,2023-11-30,glissiere,droite,GR/BC,92,"LINESTRING Z (-73.60716914978006 45.47116159286646 51.941500000000815, -73.60697452957984 45.47106517286024 0, -73.60698751294865 45.47105127318013 52.09570000000531, -73.6075109907647 45.47065837385532 52.690400000006775, -73.60758950031578 45.47059990580809 52.63199999999779, -73.6076248864016 45.47060288673511 50.28170000000682)"
1995,Côte-des-Neiges-Notre-Dame-de-Grâce,,1291236.0,81-05213D,O-E,2023-11-28,glissiere,droite,GR/BC,120,"LINESTRING Z (-73.64726303284743 45.49878925487877 51.1830970656473, -73.64596859577632 45.49820655285616 51.4671149374071)"
1996,Côte-des-Neiges-Notre-Dame-de-Grâce,,4015303.0,81-05213B,O-E,2023-11-28,glissiere,mediane,GR/BC,30,"LINESTRING Z (-73.64576300591138 45.49798975171463 47.4754129526433, -73.64609658803022 45.498131198999566 47.7120210434383)"
1997,Côte-des-Neiges-Notre-Dame-de-Grâce,,4015300.0,81-05213B,E-O,2023-11-28,glissiere,mediane,GR/BC,31,"LINESTRING Z (-73.64608851893259 45.49814867136255 47.7031695097794, -73.64575346211022 45.49800282988102 47.5670482262011)"
1998,Côte-des-Neiges-Notre-Dame-de-Grâce,,1291229.0,81-05213A,O-E,2023-11-28,glissiere,mediane,GR/BC,117,"LINESTRING Z (-73.64585741201415 45.497912723408625 52.7686402918012, -73.64555998571824 45.49778425476943 51.9821814634052, -73.6451673475555 45.49760451275139 52.1926611548149, -73.64476282919404 45.497425387117474 52.7576994598501, -73.64459731673227 45.497348479146865 52.9298203801575)"
1999,Côte-des-Neiges-Notre-Dame-de-Grâce,,4015300.0,81-05213B,E-O,2023-11-28,glissiere,droite,GR/BC,90,"LINESTRING Z (-73.645398434983 45.497937038253404 48.4168755167364, -73.6458629931513 45.498138953314125 47.0192486307143, -73.64636785322257 45.498367570580726 48.2423904041893)"
2000,Côte-des-Neiges-Notre-Dame-de-Grâce,,4009099.0,,O-E,2023-11-30,glissiere,droite,GR/BC,4,"LINESTRING Z (-73.6102640544588 45.473270437827345 57.9404024371924, -73.61022619722398 45.473252468130354 57.742101705631)"
2001,Côte-des-Neiges-Notre-Dame-de-Grâce,,4009099.0,,O-E,2023-11-30,glissiere,droite,GR/BC,8,"LINESTRING Z (-73.61023406738042 45.47326528404286 57.8886667666319, -73.61014809102085 45.47322569451979 57.5685389306886)"
2002,Côte-des-Neiges-Notre-Dame-de-Grâce,,1291233.0,81-05213E,E-O,2023-11-28,glissiere,gauche,GR/BC,74,"LINESTRING Z (-73.64442520563892 45.497534356418804 53.3424550070547, -73.64522072053697 45.497887142639726 52.815322056021)"
2004,Côte-des-Neiges-Notre-Dame-de-Grâce,,4015084.0,81-05011,E-O,2023-11-30,glissiere,droite,GR/BC,67,"LINESTRING Z (-73.6071702551387 45.471976949173296 51.4808091039769, -73.60717927310152 45.47195791175999 51.4574206190145, -73.60778287397504 45.4716485892953 51.8512680458839, -73.60784454863186 45.47161447125932 51.9582811440406)"
2005,Côte-des-Neiges-Notre-Dame-de-Grâce,,4015084.0,81-05011,E-O,2023-11-30,glissiere,gauche,GR/BC,71,"LINESTRING Z (-73.6076721283572 45.47151893802627 51.9396955676453, -73.60693600890943 45.47189842656332 51.8325195639978)"
2006,Ahuntsic-Cartierville,,4006686.0,,N-S,2023-11-14,attenuateur,droite,telescopique,4,"LINESTRING Z (-73.70072400136121 45.53717659663212 24.18893598410739, -73.70076721775958 45.53715446116033 24.12973598410747)"
2007,Côte-des-Neiges-Notre-Dame-de-Grâce,,4011832.0,81-05127B,N-S,2023-11-30,glissiere,droite,GR/BC,89,"LINESTRING Z (-73.60634912352452 45.47160523555982 49.294899999993504, -73.60634085641124 45.47158670078818 49.14340000000084, -73.60635429593518 45.47156909554768 48.9829000000027, -73.60646332739958 45.47145095508546 50.397200000006706, -73.6066589976673 45.471294801374995 51.44650000000547, -73.60683607721825 45.471163015003654 51.95780000000377, -73.60692491206596 45.47109718563207 0, -73.60709610146746 45.47117400776126 52.148300000000745)"
2008,Côte-des-Neiges-Notre-Dame-de-Grâce,,4011830.0,81-05127A,S-N,2023-11-30,glissiere,droite,GR/BC,88,"LINESTRING Z (-73.60640241108607 45.47092311639984 51.87850000000617, -73.60660721824893 45.471019600542995 51.86830000000191, -73.60661229439928 45.47102216148919 0, -73.6066142245455 45.471024743878786 0, -73.60661448702072 45.471027029022544 51.8411000000051, -73.60661262203695 45.4710297276165 51.83629999999539, -73.60660986934519 45.471032404219166 0, -73.60660687392317 45.47103400432547 0, -73.60660411541024 45.47103516656543 51.817599999994854, -73.60632908318132 45.47124138069233 50.14530000000377, -73.60620653599264 45.47135110513493 49.64119999999821, -73.60609395324765 45.47146456364918 49.294800000003306, -73.60607092904533 45.47149372139565 49.60330000000249)"
2011,Côte-des-Neiges-Notre-Dame-de-Grâce,,4015084.0,,N-S,2023-11-30,glissiere,gauche,GR/BC,20,"LINESTRING Z (-73.60673124755434 45.472012485832124 50.85139999999956, -73.60693600890943 45.471898426563335 51.8325195639978)"
2013,Côte-des-Neiges-Notre-Dame-de-Grâce,,1330630.0,,S-N,2023-12-17,glissiere,droite,GR/BC,28,"LINESTRING Z (-73.60676436819537 45.47205793538043 51.0488509627493, -73.6067060586024 45.47211369011163 50.7592631003651, -73.60661916914621 45.472203841812885 50.7493145828474, -73.60657926636607 45.47222716601087 50.6831949419561, -73.6065363941558 45.47224741884252 50.4724874671568)"
2015,Côte-des-Neiges-Notre-Dame-de-Grâce,,1330630.0,81-05125E,E-O,2023-11-30,glissiere,mediane,GR/BC,8,"LINESTRING Z (-73.60654668390836 45.472345820747776 50.319578560246, -73.60658177045764 45.47231657469843 50.045297021571, -73.60661023528999 45.47228576608405 50.7544470856183)"
