"Nom des programmes ","Entente ","Nom de l'organisme ou de l'artiste","Titre du projet, de l'événements ou de l'œuvre","Arrondissement 
(lorsque applicable)","Montant octroyé"
,"*","Regroupement arts et culture Rosemont-Petite -Patrie","Plan d'action 2013-2014 de la Table de concertation en culture ","Rosemont--La-Petite-Patrie","10 000,00 $"
,"*","La Vitrine culturelle","Mise en lumière du 2-22  ",,"480 000,00 $"
,,"Le MEG: Le Montréal Électronique Groove inc.","Techno parade - Paris 2013",,"10 000,00 $"
,,"13 organismes ","Sous-total",,"1 214 717,00 $"
"Ententes de partenariats en culture à partir de la Stratégie de développement économique 
«Imaginer - Réaliser Montréal 2025 »  (**)",,"Nom de l'organisme","Titre du projet","Arrondissement","Montant octroyé"
,"**","Cité des arts du Cirque (TOHU)","MONTRÉAL COMPLÈTEMENT CIRQUE ",,"550 000,00 $"
,"**","Collectif de festivals montréalais","Collectif de 11 festivals montréalais  ",,"150 000,00 $"
,"**","Festival canadien des films du monde","Festival des Films du Monde ",,"150 000,00 $"
,"**","Festival du nouveau cinéma de Montréal","Festival du nouveau cinéma",,"130 000,00 $"
,"**","Festival International de Jazz de Montréal inc.","Festival International de Jazz de Montréal  ",,"550 000,00 $"
,"**","Festival Juste pour rire / Just For Laughs","Festival Juste pour rire  ",,"550 000,00 $"
,"**","Festival Montréal en Lumière inc.","Festival Montréal en lumière   ",,"550 000,00 $"
,"**","Festival TransAmériques inc.","Festival TransAmériques  ",,"275 000,00 $"
,"**","Fondation Québec Cinéma","Rendez-vous du cinéma québécois ",,"105 000,00 $"
,"**","La Vitrine culturelle ","Entente de partenariat annuelle 2013-2014",,"350 000,00 $"
,"**","Ateliers d'artistes","Regroupement Pied Carré",,"1 795 000,00 $"
,"**","Les Arts Carnavalent","Terrakarnaval",,"300 000,00 $"
,"**","Les FrancoFolies de Montréal Inc.","FrancoFolies de Montréal",,"275 000,00 $"
,"**","Montréal en histoires ","Cité Mémoire - Entente 2013-2017 ",,"2 200 000,00 $"
,"**","Partenariat du Quartier des spectacles","Entente quinquennale  2013-2017",,"6 400 000,00 $"
,"**","Festival Mode & Design Montreal","Festival Mode & Design Montreal",,"100 000,00 $"
,"**","Vélo-Québec Événements","Féria du Vélo",,"100 000,00 $"
,"**","Société de la Salle Jean-Grimaldi (Théâtre Desjardins)","Pour les travaux d'aménagements et d'agrandissement de la salle de spectacle ",,"100 000,00 $"
,"**","18 organismes ","Sous-total - Ententes de partenariats
« Imaginer - Réaliser Montréal 2025 »"," ","14 630 000,00 $"
"Fonds de soutien aux marchés et vitrines culturels et créatifs (Nouvelle initiative en 2013)",,"Nom de l'organisme","Titre du projet",,
,"**","Alliance numérique du Québec","Sommet international du jeu de Montréal (MIGS) et MTL -DGTL meets digital DUMBO Brooklynn",,"20 000,00 $"
,"**","Conférence internationale des arts de la scène (CINARS)","International Artist Managers'Association (IAMA)",,"20 000,00 $"
,"**","Associaition des galeries d'art contemporain (AGAC)","Foire Papier 13",,"15 000,00 $"
,"**","Association nationale des éditeurs de livres (ANEL)","Rendez-vous",,"15 000,00 $"
,"**","Festival Montréal Mundial","Festival Mundial Montréal",,"15 000,00 $"
,"**","Medialab - MTL","Medialab - MTL",,"20 000,00 $"
,"**","M pour Montréal","M pour Montréal",,"25 000,00 $"
,"**","7 organismes ","Sous-total","Nbr arrondissement","130 000,00 $"
,"**","25 organismes ","Grand total «Imaginer - Réaliser Montréal 2025 » (Ententes de partenariats et Fonds de soutien marchés et vitrines)",,"14 760 000,00 $"
"Prix et bourses décernés",,"Nom du lauréat","Nom de l'œuvre ou du projet",,"Bourse octroyée"
"Grand Prix du livre de Montréal ",,"Pierre Samson","La maison des pluies, Éditions Les herbes rouges ",,"15 000,00 $"
"Finale régionale Secondaire en Spectacles - bourse pour participer au camp en chanson de Petite-Vallée",,"Audrey Pineault",,,"1 500,00 $"
"Prix Accès culture 2013-2014",,"Benoit Paradis Trio",,,"Tournée "
"Prix du livre jeunesse des bibliothèques de Montréal ",,"Fanny Britt et Isabelle Arsenault ","Jane, le renard & moi, Éditions La Pastèque",,"5 000,00 $"
"Prix François-Houdé - métiers d'art 
",,"Amélie Girard",,,"5 000,00 $"
"Prix Janine-Sutto - catégorie individu-artistes",,"Michael Nimbley et Gianni Mastantuono 
(Ex-aequo) ",,,"500,00 $"
"Prix Janine-Sutto - catégorie organisme",,"La compagnie de théâtre Joe, Jack et John pour la production Just fake it ",,,"1 000,00 $"
"Prix Louis-Comtois - arts visuels ",,"Manon Labrecque",,,"7 500,00 $"
"Prix Paul-Buisonneau - Contribution au développement du théâtre amateur - organisme",,"Les Entre'Parleurs ",,,"300,00 $"
"Prix Jacques-Cartier du Centre Jacques-Cartier",,"Frederic Gary Comeau",,,"Bourse offerte par un partenaire"
"Prix Pierre-Ayot - arts visuels ",,"Kim Waldron",,,"5 000,00 $"
,,"10 prix","Sous-total prix et bourses",,"40 800,00 $"
"NOTE : Sommes octroyées entre le 1er janvier et le 31 décembre 2013",,"390 organismes soutenus ","Grand total 2014 - Direction de la culture et du patrimoine  ",,"31 408 279,25 $"
,,"Les projets identifiés d'un astérisque * sont soutenus dans le cadre de l'Entente sur le développement culturel de Montréal entre la Ville de Montréal et le ministère de la Culture et des Communications",,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,"Les projets identifiés de deux astérisques** sont soutenus dans le cadre de l'Entente Imaginer-Réaliser Montréal 2025 entre la Ville de Montréal et le Secrétariat à la région métropolitaine",,,
