"Nom des programmes ","Entente ","Nom de l'organisme ou de l'artiste","Titre du projet, de l'événement ou de l'œuvre","Arrondissement 
(lorsque applicable)","Montant octroyé"
,"*","La Ligne Bleue","Soutien au démarrage",,"60 000,00 $"
,"*","Regroupement arts et culture Rosemont-Petite -Patrie","Plan d'action 2014-2014 de la Table de concertation en culture ","Rosemont--La-Petite-Patrie","10 000,00 $"
,,"Société Montréal-Nord","Organisation des activités du centenaire","Montréal-Nord","50 000,00 $"
,"*","La Vitrine culturelle","Mise en lumière du 2-22  (2e et dernier versement)",,"50 000,00 $"
,,"Le MEG: Le Montréal Électronique Groove inc.","Techno parade - Paris 2014",,"10 000,00 $"
"Ateliers d'artistes",,"Regroupement Pied Carré","Atelier Circulaire","Le-Plateau Mont-Royal","200 000,00 $"
,,,"Pi 2 de Gaspé","Le-Plateau Mont-Royal","1 300 000,00 $"
,,,,,
"Projet pilote d'art mural",,"Arrondissement Le Plateau-Mont-Royal","Murale école Laurier","Le-Plateau Mont-Royal","48 000,00 $"
,,"Arrondissement St-Laurent","Parc Beauvais","St-Laurent","27 000,00 $"
,,"Arrondissement Mercier-Hochelaga-Maisonneuve","Maison de la culture Mercier","Mercier-Hochelaga-Maisonneuve","28 990,00 $"
,,"MU","Misson Old Brewery, pavillon MacKenzie","Ville-Marie","38 280,00 $"
,,"MU","Parc Chateaubriand-Bélanger","Rosemont-La-Petite-Patrie","32 850,00 $"
,,"15 organismes et 3 arrondissements","Sous-total",,"2 560 837,00 $"
"Ententes de partenariats en culture à partir de la Stratégie de développement économique 
«Imaginer - Réaliser Montréal 2025 »  (**)",,"Nom de l'organisme","Titre du projet","Arrondissement","Montant octroyé"
,"**","Arts Carnavalent (Les) ","Événement À l'orée du bois",,"300 000,00 $ "
,"**","Festival du nouveau cinéma de Montréal","43e Festival du nouveau cinéma",,"130 000,00 $ "
,"**","Festival International de Jazz de Montréal ","35e Festival International de Jazz de Montréal",,"550 000,00 $ "
,"**","Festival Juste pour rire / Just For Laughs","32e Festival Juste pour rire / Just for Laughs ",,"550 000,00 $ "
,,"Festival Montréal en Lumière inc.","discrétionnaire",,"115 000,00 $ "
,"**","Festival Montréal en Lumière inc.","15e Montréal en Lumières",,"550 000,00 $ "
,"**","Festival TransAmériques inc.","8e Festival Trans-Amériques",,"275 000,00 $ "
,"**","Fondation Québec Cinéma","32e Rendez-vous du cinéma québécois",,"105 000,00 $ "
,"**","Les FrancoFolies de Montréal Inc.","26e FrancoFolies de Montréal",,"275 000,00 $ "
,"**","TOHU (Cité des arts du cirque)","5e Montréal Complètement Cirque",,"550 000,00 $ "
,"**","La Vitrine Culturelle","Entente de partenariat 2013-2014",,"350 000,00 $ "
,"**","Société des arts technologiques","Soutien à la création numérique (volet 1. Accès à la ",,"15 000,00 $ "
,,,"culture numérique)",,
,"**","Festival Mode et Design Montréal","Festival Mode et Design Montreal",,"100 000,00 $ "
,"**","10 organismes ","Sous-total - Ententes de partenariats
« Imaginer - Réaliser Montréal 2025 »"," ","3 750 000,00 $"
"Fonds de soutien aux marchés et vitrines culturels et créatifs ",,"Nom de l'organisme","Titre du projet",,
,"**","Alliance numérique du Québec","MIGS14",,"25 000,00 $ "
,"**","Association des commissaires des arts du Québec (ACAQ)","Illumination : Symposium international sur le ",,"10 000,00 $ "
,,,"commissariat des arts de la scène, une pratique à consolider",,
,"**","Association des galeries d'art contemporain","Foire Papier 14",,"20 000,00 $ "
,"**","Association nationale des éditeurs de livres / Québec Édition","Rendez-vous, le programme de fellowship de ",,"15 000,00 $ "
,"**","Conférence internationale des arts de la scène (CINARS)","16e Conférence internationale des arts de la scène",,"30 000,00 $ "
,"**","Festival Montréal Mundial","4e Mundial  Montréal",,"20 000,00 $ "
,"**","M pour Montréal","M pour Montréal - Rendez-vous Musical",,"25 000,00 $ "
,"**","Mondial des Jeux","Mondial des Jeux",,"10 000,00 $ "
,"**","Relève créatrice sur écrans","Bientôt sur nos écrans",,"15 000,00 $ "
,,"Total :",,,"170 000,00 $ "
,,"9 organismes ","Sous-total ",,"170 000,00 $"
,,"19 organismes ","Grand total «Imaginer - Réaliser Montréal 2025 » (Ententes de partenariats et Fonds de soutien marchés et vitrines)",,"3 570 000,00 $"
"Prix et bourses ",,"Nom du lauréat","Nom de l'œuvre ou du projet",,"Bourse octroyée"
"Grand Prix du livre de Montréal ",,"Michael Delisle",,,"15 000,00 $"
"Prix Accès culture 2013-2014",,"Joel Miller",,,"Tournée "
"Prix du livre jeunesse des bibliothèques de Montréal ",,"Linda Amyot","Le jardin d'Amsterdam, Leméac",,"5 000,00 $"
"Prix François-Houdé - métiers d'art 
",,"Gabrielle Ouellette",,,"5 000,00 $"
"Prix Janine-Sutto - catégorie individu-artistes",,"Gabrielle Marion-Rivard",,,"500,00 $"
"Prix Janine-Sutto - catégorie organisme",,"Compagnons de Montréal ",,,"1 000,00 $"
"Prix Louis-Comtois - arts visuels ",,"Patrick Bernatchez",,,"7 500,00 $"
"Prix Paul-Buisonneau - Contribution au développement du théâtre amateur - organisme",,"Atout-Cœur",,,"1 000,00 $"
"Prix Jacques-Cartier du Centre Jacques-Cartier",,"Etienne Beaulieu",,,"Bourse offerte par un partenaire"
"Prix Pierre-Ayot - arts visuels ",,"Julien Favreau",,,"5 000,00 $"
"Prix de l'action culturelle",,"Rencontres internationales du documentaire de Montréal (RIDM)",,,"2 500,00 $"
"Prix Création Mon Rêve",,"Théâtre Aphasique",,,"1 000,00 $"
"Bourse Phylis-Lambert ",,"Emilie F. Grenier",,,"10 000,00 $"
,,"14 prix","Sous-total prix et bourses",,"53 500,00 $"
,,"Les projets identifiés d'un astérisque * sont soutenus dans le cadre de l'Entente sur le développement culturel de Montréal entre la Ville de Montréal et le ministère de la Culture et des Communications",,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,"Les projets identifiés de deux astérisques** sont soutenus dans le cadre de l'Entente Imaginer-Réaliser Montréal 2025 entre la Ville de Montréal et le Secrétariat à la région métropolitaine",,,
