SUB_ID,ORG_ID,ORG_NOM,ORG_TYPE,BEN_TYPE,BEN_NOM,BEN_MUN,SUB_DATE,SUB_TYPE,SUB_DESCRIPTION,COPIE_0,PREMIER_MARCHE,FORMAT,CATEGORIE_PRODUCTION,LANGUE_VO,EMISSION_ENFANT,PAYS OU PROV COPRODUCTION,NBRE_EPISODES,DUREE (MINUTAGE),NBRE EPISODES x DUREE,MAJORITAIRE,COPRO_OUI_NON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUB_SODEC_CRICIN,539.00,SODEC,Public,Entreprise,Productions Pixcom inc.,Montréal,2022-04-01,Crédit dimpôt,Policiers-plongeurs (Titre ant : En profondeur),2022-11-01,Télévision               ,Série                    ,Documentaire                                      , Français,FAUX, ,8,23,(8 x 23)  ,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUB_SODEC_CRICIN,539.00,SODEC,Public,Entreprise,Films Leona inc.,Montréal,2022-04-01,Crédit dimpôt,Motherhood,2023-07-03,Salles                   ,Long Métrage             ,Fiction                                           , autre,FAUX," France , Tunisie",1,90,(1 x 90)  ,Non,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUB_SODEC_CRICIN,539.00,SODEC,Public,Entreprise,9446-8006 Québec inc.,Montréal,2022-04-01,Crédit dimpôt,Pôle Dance,2022-03-01,Télévision               ,Minisérie                ,Fiction                                           , Français,FAUX, ,6,30,(6 x 30)  ,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUB_SODEC_CRICIN,539.00,SODEC,Public,Entreprise,Amalga Créations Films 2 inc.,Montréal,2022-04-01,Crédit dimpôt,RU,2023-01-06,Salles                   ,Long Métrage             ,Fiction                                           , Français,FAUX, ,1,110,(1 x 110)  ,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUB_SODEC_CRICIN,539.00,SODEC,Public,Entreprise,Coco.TV créations inc.,Montréal,2022-04-01,Crédit dimpôt,Arrive en campagne - cycle VII,2022-02-20,Télévision               ,Série                    ,Magazine                                          , Français,FAUX, ,8,22,(8 x 22)  ,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUB_SODEC_CRICIN,539.00,SODEC,Public,Entreprise,9458-0917 Québec inc.,Montréal,2022-04-01,Crédit dimpôt,Simo (Titre ant : La minuterie),2022-05-31,Salles                   ,Court Métrage            ,Fiction                                           , Français,FAUX, ,1,20,(1 x 20)  ,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUB_SODEC_CRICIN,539.00,SODEC,Public,Entreprise,Sphère Média Seize inc.,Montréal,2022-04-05,Crédit dimpôt,"Numéros 1, Les",2021-10-29,Télévision               ,Série                    ,Documentaire                                      , Français,FAUX, ,13,24,(13 x 24)  ,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUB_SODEC_CRICIN,539.00,SODEC,Public,Entreprise,Sphère Média Seize inc.,Montréal,2022-04-05,Crédit dimpôt,Resto Pop-up,2022-04-29,Télévision               ,Série                    ,Magazine                                          , Français,FAUX, ,13,24,(13 x 24)  ,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUB_SODEC_CRICIN,539.00,SODEC,Public,Entreprise,9358-3268 Québec inc.,Alma,2022-04-05,Crédit dimpôt,Roadhunt - cycle III,2022-01-03,Télévision               ,Série                    ,Magazine                                          , Français,FAUX, ,10,23,(10 x 23)  ,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUB_SODEC_CRICIN,539.00,SODEC,Public,Entreprise,9358-3268 Québec inc.,Alma,2022-04-05,Crédit dimpôt,Snowride - cycle I,2022-02-21,Télévision               ,Série                    ,Magazine                                          , Français,FAUX, ,8,23,(8 x 23)  ,Non,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
