NOM_BATIMENT,USAGE,ADRESSE,SUPERFICIE,DATE_CREATION,LONGITUDE,LATITUDE
,Résidentiel et commercial,30 Rue des Gouverneurs,181.36,2013-01-01,-73.47436243834302,45.721511848880255
,Résidentiel et commercial,34 Rue des Gouverneurs,207.99,2013-01-01,-73.47470542788047,45.7216619108107
,Résidentiel et commercial,36 Rue des Gouverneurs,129.03,2013-01-01,-73.47499940555934,45.72162485836096
,Résidentiel et commercial,46 Rue Aubin,166.49,2013-01-01,-73.47643564394542,45.720074387019224
,Résidentiel et commercial,48 Rue Aubin,163.27,2013-01-01,-73.47634517640961,45.72026403129676
,Résidentiel et commercial,50 Rue Aubin,164.5,2013-01-01,-73.47629420518396,45.72048666056054
,Résidentiel et commercial,60 Rue Therrien,318.45,2013-01-01,-73.475999772957,45.72105044822664
,Résidentiel et commercial,64 Rue Therrien,280.86,2013-01-01,-73.47583254189863,45.72126544968635
,Résidentiel et commercial,66 Rue Therrien,153.79,2013-01-01,-73.47569739790008,45.72148807977354
,Résidentiel et commercial,54 Rue Aubin,229.58,2013-01-01,-73.47679636732427,45.721222385042346
,Résidentiel et commercial,61 Rue Therrien,161.79,2013-01-01,-73.47641377210985,45.721343763860766
,Résidentiel et commercial,63 Rue Therrien,175.77,2013-01-01,-73.4762592550892,45.721493880082676
,Résidentiel et commercial,65 Rue Therrien,193.39,2013-01-01,-73.4761477209475,45.721662647567676
,Résidentiel et commercial,67 Rue Therrien,140.99,2013-01-01,-73.47604246970481,45.72187823995186
,Résidentiel et commercial,68 Rue Therrien,139.7,2013-01-01,-73.47562011619036,45.7216854615183
,Résidentiel et commercial,70 Rue Therrien,151.42,2013-01-01,-73.4755437479732,45.72188833994955
,Résidentiel et commercial,72 Rue Therrien,156.73,2013-01-01,-73.47546206185996,45.72207794209182
,Résidentiel et commercial,69 Rue Therrien,242.89,2013-01-01,-73.47596728202593,45.72206877923688
,Résidentiel et commercial,71 Rue Therrien,140.51,2013-01-01,-73.47588027335325,45.722273692300334
,Résidentiel et commercial,118 Rue Lorange,118.26,2013-01-01,-73.46969364097164,45.7202836118289
,Résidentiel et commercial,116 Rue Lorange,130.36,2013-01-01,-73.46939572801011,45.72017227511791
,Résidentiel et commercial,114 Rue Lorange,156.64,2013-01-01,-73.46905484099135,45.72002895359549
,Résidentiel et commercial,112 Rue Lorange,162.43,2013-01-01,-73.46873249968962,45.71988411062553
,Résidentiel et commercial,159 Rue Fonteneau,125.36,2013-01-01,-73.46903919815814,45.71963632275654
,Résidentiel et commercial,110 Rue Lorange,204.75,2013-01-01,-73.46817607134231,45.71965896830097
,Résidentiel et commercial,100 Rue Lorange,161.76,2013-01-01,-73.46787624315361,45.7194963986031
,Résidentiel et commercial,179 Rue Bédard,157.18,2013-01-01,-73.4670999872651,45.718521603316724
,Résidentiel et commercial,192 Rue Yvon,179.97,2013-01-01,-73.46526755926169,45.71867421886007
,Résidentiel et commercial,196 Rue Yvon,272.16,2013-01-01,-73.46505244477626,45.71882139437796
,Résidentiel et commercial,200 Rue Yvon,151.84,2013-01-01,-73.46472391672664,45.71907501340318
,Résidentiel et commercial,202 Rue Yvon,170.75,2013-01-01,-73.4645708132729,45.71916988609682
,Résidentiel et commercial,181 Rue Bédard,180.8,2013-01-01,-73.46698383174171,45.71864476980829
,Résidentiel et commercial,185 Rue Bédard,115.69,2013-01-01,-73.46683683587047,45.71873685789885
,Résidentiel et commercial,187 Rue Bédard,151.31,2013-01-01,-73.46670742274829,45.71885437237683
,Résidentiel et commercial,185 Rue Notre-Dame,816.11,2013-01-01,-73.46723520262877,45.71971613919328
,Résidentiel et commercial,146 Rue Fonteneau,287.65,2013-01-01,-73.46787830710115,45.72008862233888
,Résidentiel et commercial,163 Rue Fonteneau,124.66,2013-01-01,-73.468346874605,45.72029338132744
,Résidentiel et commercial,115 Rue Lorange,138.07,2013-01-01,-73.46860978167906,45.72042893350212
,Résidentiel et commercial,117 Rue Lorange,143.6,2013-01-01,-73.46891431006199,45.720533986860836
,Résidentiel et commercial,119 Rue Lorange,204.73,2013-01-01,-73.46912166717686,45.72064582913586
,Résidentiel et commercial,184 Boulevard Iberville,248.35,2013-01-01,-73.46970705987998,45.720771104732464
,Résidentiel et commercial,186 Boulevard Iberville,204.5,2013-01-01,-73.46954566348316,45.72092400951651
,Résidentiel et commercial,188 Boulevard Iberville,192.59,2013-01-01,-73.46940171188098,45.72107358674968
,Résidentiel et commercial,190 Boulevard Iberville,272.34,2013-01-01,-73.4691934774472,45.72121003220659
,Résidentiel et commercial,120 Rue Nicolet,180.97,2013-01-01,-73.46880254028439,45.72101456523237
,Résidentiel et commercial,118 Rue Nicolet,123.16,2013-01-01,-73.46859415411336,45.72089205460721
,Résidentiel et commercial,165 Rue Fonteneau,143.39,2013-01-01,-73.4680422404705,45.7206532442661
,Résidentiel et commercial,164 Rue Fonteneau,282.62,2013-01-01,-73.46766870317151,45.72032286191967
,Résidentiel et commercial,189 Rue Notre-Dame,792.92,2013-01-01,-73.4666839965059,45.72006500624749
,Résidentiel et commercial,220 Rue Saint-Louis,173.15,2013-01-01,-73.46279792657384,45.72072848680151
,Résidentiel et commercial,222 Rue Saint-Louis,190.92,2013-01-01,-73.46268060662473,45.72084999437023
,Résidentiel et commercial,79 Rue Mireault,178.5,2013-01-01,-73.47897610278396,45.72044931793643
,Résidentiel et commercial,77 Rue Mireault,125.73,2013-01-01,-73.4788834918125,45.720623311180425
,Résidentiel et commercial,75 Rue Mireault,169.89,2013-01-01,-73.47878996975578,45.72082357983143
,Résidentiel et commercial,73 Rue Mireault,178.37,2013-01-01,-73.47870715647,45.72106778102588
,Résidentiel et commercial,154 Boulevard de La Rochelle,136.32,2013-01-01,-73.47915308168105,45.72090970638193
,Résidentiel et commercial,156 Boulevard de La Rochelle,137.25,2013-01-01,-73.47904884317917,45.72110071740448
,Résidentiel et commercial,158 Boulevard de La Rochelle,174.15,2013-01-01,-73.47894982098283,45.72132034195305
,Résidentiel et commercial,71 Rue Mireault,220.3,2013-01-01,-73.47861853578739,45.72125110588311
,Résidentiel et commercial,69 Rue Mireault,139.89,2013-01-01,-73.47852726657501,45.72140982111107
,Résidentiel et commercial,160 Boulevard de La Rochelle,137.05,2013-01-01,-73.478854583749,45.7215169652864
,Résidentiel et commercial,162 Boulevard de La Rochelle,128.29,2013-01-01,-73.47877029960321,45.721719546018576
,Résidentiel et commercial,67 Rue Mireault,153.09,2013-01-01,-73.4784353921519,45.721610541528186
,Résidentiel et commercial,65 Rue Mireault,198.01,2013-01-01,-73.4783710460814,45.721813014484134
,Résidentiel et commercial,164 Boulevard de La Rochelle,155.86,2013-01-01,-73.47869446774646,45.721884950572296
,Résidentiel et commercial,166 Boulevard de La Rochelle,171.18,2013-01-01,-73.47860108852475,45.72208362238872
,Résidentiel et commercial,63 Rue Mireault,151.36,2013-01-01,-73.47826368693529,45.72198648361018
,Résidentiel et commercial,61 Rue Mireault,183.31,2013-01-01,-73.47819169600716,45.72218194884839
,Résidentiel et commercial,34 Rue Mireault,152.32,2013-01-01,-73.47774032130349,45.722089217837684
,Résidentiel et commercial,38 Rue Mireault,151.29,2013-01-01,-73.47783201675647,45.72193861691777
,Résidentiel et commercial,40 Rue Mireault,143.16,2013-01-01,-73.47789032126823,45.72178413645494
,Résidentiel et commercial,44 Rue Mireault,98.36,2013-01-01,-73.47794546256205,45.72163239146277
,Résidentiel et commercial,53 Rue Gaudreault,209.23,2013-01-01,-73.47754328494483,45.72155674365201
,Résidentiel et commercial,52 Rue Gaudreault,144.7,2013-01-01,-73.47708525822422,45.72141305540563
,Résidentiel et commercial,54 Rue Gaudreault,165.07,2013-01-01,-73.47699654603393,45.72160615544153
,Résidentiel et commercial,56 Rue Gaudreault,168.66,2013-01-01,-73.47685263565492,45.72176249409049
,Résidentiel et commercial,191 Boulevard Iberville,171.48,2013-01-01,-73.46962227681729,45.72160981541522
,Résidentiel et commercial,190 Rue du Curé-Longpré,175.9,2013-01-01,-73.47005823616365,45.72179970530081
,Résidentiel et commercial,193 Boulevard Iberville,189.43,2013-01-01,-73.46945164414875,45.72174824268586
,Résidentiel et commercial,192 Rue du Curé-Longpré,132.88,2013-01-01,-73.46991680564672,45.721964987940325
,Résidentiel et commercial,195 Boulevard Iberville,163.15,2013-01-01,-73.46908465010095,45.72203515187463
,Résidentiel et commercial,192 Boulevard Iberville,175.51,2013-01-01,-73.46888086272263,45.72151758499953
,Résidentiel et commercial,121 Rue Nicolet,155.43,2013-01-01,-73.46853975188148,45.72135463359254
,Résidentiel et commercial,27 Rue Dufort,138.76,2013-01-01,-73.46830901435408,45.72148988144792
,Résidentiel et commercial,24 Rue Dufort,260.88,2013-01-01,-73.46802986358763,45.72116888743131
,Résidentiel et commercial,115 Rue Nicolet,139.27,2013-01-01,-73.46779981996913,45.721011888248306
,Résidentiel et commercial,113 Rue Nicolet,150,2013-01-01,-73.46752956864233,45.720857694032745
,Résidentiel et commercial,168 Rue Fonteneau,93.67,2013-01-01,-73.46751997331825,45.72061477106406
,Résidentiel et commercial,12 Rue Dufort,166.51,2013-01-01,-73.46678858934938,45.72059413370511
,Résidentiel et commercial,14 Rue Dufort,169.39,2013-01-01,-73.4669676252176,45.72076874780296
,Résidentiel et commercial,10 Rue Dufort,160.49,2013-01-01,-73.46646283517622,45.72064679290173
,Résidentiel et commercial,8 Rue Dufort,255.12,2013-01-01,-73.46619522671828,45.720722472604955
,Résidentiel et commercial,201 Rue Notre-Dame,217.88,2013-01-01,-73.46564848332146,45.72061985931796
,Résidentiel et commercial,201 Rue Notre-Dame,103.18,2013-01-01,-73.46554660087706,45.72037068379184
,Résidentiel et commercial,150 Boulevard Iberville,250.74,2013-01-01,-73.46838076196481,45.7188981943812
,Résidentiel et commercial,3 Rue De Bienville,145.05,2013-01-01,-73.46984876692433,45.722389783838445
,Résidentiel et commercial,2 Rue De Bienville,154.45,2013-01-01,-73.4694531126841,45.72219817089392
,Résidentiel et commercial,4 Rue De Bienville,161.03,2013-01-01,-73.46929362575031,45.722346437972845
,Résidentiel et commercial,197 Boulevard Iberville,167.09,2013-01-01,-73.4689176190762,45.72219296702895
,Résidentiel et commercial,199 Boulevard Iberville,160.63,2013-01-01,-73.46874230404434,45.722353410460045
,Résidentiel et commercial,201 Boulevard Iberville,196,2013-01-01,-73.46855985499391,45.72252695723807
,Résidentiel et commercial,200 Boulevard Iberville,184.75,2013-01-01,-73.4681032713317,45.72222514631672
,Résidentiel et commercial,28 Rue du Bord-de-l'Eau,129.8,2013-01-01,-73.46782264063494,45.72215878629123
,Résidentiel et commercial,198 Boulevard Iberville,206.58,2013-01-01,-73.4682752080052,45.72203212004472
,Résidentiel et commercial,173 Rue Morel,259.18,2013-01-01,-73.47380798486707,45.72168350080753
,Résidentiel et commercial,171 Rue Morel,196.99,2013-01-01,-73.47354617407488,45.72156714410518
,Résidentiel et commercial,175 Rue Morel,144.56,2013-01-01,-73.4740743576865,45.72183253437268
,Résidentiel et commercial,177 Rue Morel,139.31,2013-01-01,-73.47432298189223,45.72195103796268
,Résidentiel et commercial,179 Rue Morel,207.77,2013-01-01,-73.47458597596095,45.72205006138138
,Résidentiel et commercial,181 Rue Morel,162.78,2013-01-01,-73.47482815822283,45.72217802296824
,Résidentiel et commercial,183 Rue Morel,237.71,2013-01-01,-73.47505207004994,45.72229144926773
,Résidentiel et commercial,140 Rue Lorange,201.76,2013-01-01,-73.47228958684886,45.72203796279862
,Résidentiel et commercial,174 Rue Lorange,133.88,2013-01-01,-73.4724872638494,45.722173738295545
,Résidentiel et commercial,172 Rue Morel,206.53,2013-01-01,-73.47321724412423,45.72197574144659
,Résidentiel et commercial,174 Rue Morel,182.3,2013-01-01,-73.47344624623342,45.72206287065773
,Résidentiel et commercial,176 Rue Morel,304.19,2013-01-01,-73.47371233897132,45.722213546606675
,Résidentiel et commercial,178 Rue Morel,224.28,2013-01-01,-73.47398796878343,45.722311959199075
,Résidentiel et commercial,180 Rue Lorange,193.83,2013-01-01,-73.47320775053007,45.72250721935787
,Résidentiel et commercial,178 Rue Lorange,191.38,2013-01-01,-73.47299012327316,45.722417570223755
,Résidentiel et commercial,176 Rue Lorange,142.99,2013-01-01,-73.47272665398947,45.722292250312805
,Résidentiel et commercial,80 Rue Lemoyne,296.61,2013-01-01,-73.47423383231524,45.72245328718643
,Résidentiel et commercial,79 Rue Lemoyne,188.84,2013-01-01,-73.47476158891446,45.72264282525601
,Résidentiel et commercial,182 Rue Morel,176.2,2013-01-01,-73.47504336013061,45.72273260609961
,Résidentiel et commercial,77 Rue Lemoyne,242.41,2013-01-01,-73.47445791247686,45.72296961270733
,Résidentiel et commercial,75 Rue Lemoyne,194.48,2013-01-01,-73.4741190944242,45.72335934999602
,Résidentiel et commercial,68 Rue Beaudoin,138.81,2013-01-01,-73.47430976532695,45.72356624559302
,Résidentiel et commercial,71 Rue Lemoyne,224.22,2013-01-01,-73.47383004927451,45.72362454890968
,Résidentiel et commercial,70 Rue Beaudoin,262.94,2013-01-01,-73.4741114588533,45.72376770309577
,Résidentiel et commercial,59 Rue Laforest,255.28,2013-01-01,-73.47394698749628,45.72395846697617
,Résidentiel et commercial,69 Rue Lemoyne,218.57,2013-01-01,-73.47365693772481,45.72383269555694
,Résidentiel et commercial,67 Rue Lemoyne,210.15,2013-01-01,-73.47329997441445,45.7241632645323
,Résidentiel et commercial,65 Rue Lemoyne,195.94,2013-01-01,-73.47307737042463,45.724327891967164
,Résidentiel et commercial,62 Boulevard de L'Assomption,107.71,2013-01-01,-73.47945720971114,45.72142308229157
,Résidentiel et commercial,67 Boulevard de L'Assomption,103.55,2013-01-01,-73.47997441277873,45.72156301045192
,Résidentiel et commercial,64 Boulevard de L'Assomption,154.28,2013-01-01,-73.47944100055126,45.72164347334308
,Résidentiel et commercial,159 Boulevard de La Rochelle,135.23,2013-01-01,-73.47926386676232,45.7217793223725
,Résidentiel et commercial,69 Boulevard de L'Assomption,131.12,2013-01-01,-73.47999961982588,45.72177788396209
,Résidentiel et commercial,75 Boulevard de L'Assomption,263.5,2013-01-01,-73.48006549153202,45.72226946848368
,Résidentiel et commercial,163 Boulevard de La Rochelle,145.22,2013-01-01,-73.47919713206971,45.72195214940845
,Résidentiel et commercial,68 Boulevard de L'Assomption,117.03,2013-01-01,-73.47942519650032,45.72207120973706
,Résidentiel et commercial,165 Boulevard de La Rochelle,152.41,2013-01-01,-73.47908762049563,45.72215989495252
,Résidentiel et commercial,70 Boulevard de L'Assomption,158.16,2013-01-01,-73.47941823324564,45.72227084879057
,Résidentiel et commercial,77 Boulevard de L'Assomption,109.14,2013-01-01,-73.47999130030642,45.72253372049004
,Résidentiel et commercial,79 Boulevard de L'Assomption,140.73,2013-01-01,-73.48007691976663,45.72282749717841
,Résidentiel et commercial,79 Boulevard de L'Assomption,125.18,2013-01-01,-73.48003254466127,45.72304078135117
,Résidentiel et commercial,81 Boulevard de L'Assomption,84.06,2013-01-01,-73.48002455165809,45.72318738064215
,Résidentiel et commercial,83 Boulevard de L'Assomption,124.52,2013-01-01,-73.48030278272584,45.72329291246759
,Résidentiel et commercial,85 Boulevard de L'Assomption,95.32,2013-01-01,-73.48032108198274,45.72341985363731
,Résidentiel et commercial,87 Boulevard de L'Assomption,129.81,2013-01-01,-73.4806075112267,45.72351170622552
,Résidentiel et commercial,87 Boulevard de L'Assomption,165.36,2013-01-01,-73.48056304065277,45.72364376661374
,Résidentiel et commercial,87 Boulevard de L'Assomption,153.17,2013-01-01,-73.48046735345487,45.723760760211654
,Résidentiel et commercial,87 Boulevard de L'Assomption,104.66,2013-01-01,-73.48053669027114,45.72396558823374
,Résidentiel et commercial,168 Boulevard de La Rochelle,131.94,2013-01-01,-73.47852054077671,45.72227268614961
,Résidentiel et commercial,172 Boulevard de La Rochelle,142.92,2013-01-01,-73.47828669741581,45.72261656838022
,Résidentiel et commercial,174 Boulevard de La Rochelle,221.88,2013-01-01,-73.47804563656396,45.722823721599546
,Résidentiel et commercial,71 Rue Ouimet,144.05,2013-01-01,-73.47764506887789,45.722730890657466
,Résidentiel et commercial,67 Rue Ouimet,297.01,2013-01-01,-73.47734161208652,45.722600056086044
,Résidentiel et commercial,61 Rue Gaudreault,184.31,2013-01-01,-73.47691912800786,45.722441256060435
,Résidentiel et commercial,59 Rue Gaudreault,235.55,2013-01-01,-73.47711780256746,45.7222251956522
,Résidentiel et commercial,57 Rue Gaudreault,115.73,2013-01-01,-73.4773540180433,45.721902560336396
,Résidentiel et commercial,55 Rue Gaudreault,149.01,2013-01-01,-73.47744280993973,45.721713714599574
,Résidentiel et commercial,58 Rue Gaudreault,161.3,2013-01-01,-73.47673837705146,45.72194284252283
,Résidentiel et commercial,60 Rue Gaudreault,202.61,2013-01-01,-73.47660099829298,45.72212695557792
