ï»¿ID,LONGUEUR,TYPE,DATE_CREATION,DATE_MODIFICATION,MUNICIPALITE,GEOM
1003283,207,1,2013-11-18,2023-03-29,Repentigny,Ligne
1003285,47,1,2013-11-18,2023-03-29,Repentigny,Ligne
1003287,135,1,2013-11-18,2023-03-29,Repentigny,Ligne
1003289,4,1,2013-11-18,2023-04-04,Repentigny,Ligne
1003290,3,1,2013-11-18,2023-03-29,Repentigny,Ligne
1003291,25,1,2013-11-18,2023-03-29,Repentigny,Ligne
1003292,7,1,2013-11-18,2023-03-29,Repentigny,Ligne
1003293,7,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003294,4,1,2013-11-18,2023-03-29,Repentigny,Ligne
1003298,55,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003299,5,1,2013-11-18,2023-03-29,Repentigny,Ligne
1003300,5,1,2013-11-18,2023-03-29,Repentigny,Ligne
1003301,5,1,2013-11-18,2023-03-29,Repentigny,Ligne
1003302,4,1,2013-11-18,2023-03-29,Repentigny,Ligne
1003304,20,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003307,18,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003310,35,1,2013-11-18,2023-03-29,Repentigny,Ligne
1003311,12,1,2013-11-18,2023-03-29,Repentigny,Ligne
1003312,3,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003313,64,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003314,57,1,2013-11-18,2023-04-04,Repentigny,Ligne
1003315,5,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003316,41,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003317,11,1,2013-11-18,2023-03-29,Repentigny,Ligne
1003318,30,1,2013-11-18,2023-03-29,Repentigny,Ligne
1003319,29,1,2013-11-18,2023-03-29,Repentigny,Ligne
1003320,10,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003322,15,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003323,30,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003329,11,1,2013-11-18,2023-03-29,Repentigny,Ligne
1003333,3,1,2013-11-18,2023-03-29,Repentigny,Ligne
1003335,6,1,2013-11-18,2023-03-29,Repentigny,Ligne
1003336,6,1,2013-11-18,2023-03-29,Repentigny,Ligne
1003337,5,1,2013-11-18,2023-03-29,Repentigny,Ligne
1003340,56,1,2013-11-18,2023-03-29,Repentigny,Ligne
1003341,4,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003342,2,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003343,37,1,2013-11-18,2023-04-04,Repentigny,Ligne
1003344,20,1,2013-11-18,2023-04-04,Repentigny,Ligne
1003345,16,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003346,71,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003350,318,1,2013-11-18,2023-04-04,Repentigny,Ligne
1003351,4,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003352,174,1,2013-11-18,2023-04-04,Repentigny,Ligne
1003353,8,1,2013-11-18,2023-03-29,Repentigny,Ligne
1003354,206,1,2013-11-18,2023-03-29,Repentigny,Ligne
1003355,6,1,2013-11-18,2023-03-29,Repentigny,Ligne
1003356,16,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003357,6,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003366,4,1,2013-11-18,2023-03-29,Repentigny,Ligne
1003369,25,1,2013-11-18,2023-03-29,Repentigny,Ligne
1003373,8,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003375,14,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003380,58,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003381,5,1,2013-11-18,2023-03-29,Repentigny,Ligne
1003382,110,1,2013-11-18,2023-03-29,Repentigny,Ligne
1003383,5,1,2013-11-18,2023-03-29,Repentigny,Ligne
1003384,62,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003385,9,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003386,143,1,2013-11-18,2023-03-29,Repentigny,Ligne
1003387,5,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003388,6,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003389,31,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003390,6,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003391,5,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003392,38,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003393,4,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003394,173,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003395,6,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003401,17,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003402,62,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003403,13,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003415,6,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003416,31,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003417,24,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003418,7,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003419,178,1,2013-11-18,2023-04-04,Repentigny,Ligne
1003424,6,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003425,59,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003426,6,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003431,223,1,2013-11-18,2023-04-04,Repentigny,Ligne
1003435,199,1,2013-11-18,2023-04-04,Repentigny,Ligne
1003436,3,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003437,62,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003438,8,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003439,5,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003440,72,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003441,71,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003442,9,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003443,2,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003444,5,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003447,26,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003469,30,1,2013-11-18,2023-03-29,Repentigny,Ligne
1003470,6,1,2013-11-18,2023-03-29,Repentigny,Ligne
1003477,4,1,2013-11-18,2023-03-29,Repentigny,Ligne
1003478,2,1,2013-11-18,2023-04-04,Repentigny,Ligne
1003500,3,1,2013-11-18,2023-03-29,Repentigny,Ligne
1003501,3,1,2013-11-18,2023-03-29,Repentigny,Ligne
1003502,3,1,2013-11-18,2023-04-04,Repentigny,Ligne
1003503,110,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003504,48,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003505,3,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003506,3,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003508,80,1,2013-11-18,2023-04-04,Repentigny,Ligne
1003510,74,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003511,1,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003512,1,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003513,375,1,2013-11-18,2023-04-05,Repentigny,Ligne
1003515,24,1,2013-11-18,2023-04-04,Repentigny,Ligne
1003517,25,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003518,107,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003519,129,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003520,16,1,2013-11-18,2023-03-29,Repentigny,Ligne
1003521,88,1,2013-11-18,2023-03-29,Repentigny,Ligne
1003522,2,1,2013-11-18,2023-03-29,Repentigny,Ligne
1003525,1,1,2013-11-18,2023-04-04,Repentigny,Ligne
1003527,236,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003528,13,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003529,23,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003530,14,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003531,293,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003532,7,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003533,9,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003534,136,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003536,5,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003538,157,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003544,9,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003548,9,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003552,8,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003563,8,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003564,18,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003565,38,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003566,60,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003567,53,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003568,5,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003569,33,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003570,3,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003571,6,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003572,98,1,2013-11-18,2023-04-04,Repentigny,Ligne
1003574,13,1,2013-11-18,2023-04-04,Repentigny,Ligne
1003575,89,1,2013-11-18,2023-04-04,Repentigny,Ligne
1003576,21,1,2013-11-18,2023-04-04,Repentigny,Ligne
1003577,14,1,2013-11-18,2023-04-04,Repentigny,Ligne
1003582,8,1,2013-11-18,2023-04-04,Repentigny,Ligne
1003584,163,1,2013-11-18,2023-04-04,Repentigny,Ligne
1003585,148,1,2013-11-18,2023-04-04,Repentigny,Ligne
1003586,369,1,2013-11-18,2023-04-04,Repentigny,Ligne
1003587,251,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003588,145,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003589,49,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003590,132,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003591,24,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003594,9,1,2013-11-18,2023-04-04,Repentigny,Ligne
1003595,8,1,2013-11-18,2023-04-04,Repentigny,Ligne
1003596,9,1,2013-11-18,2023-04-04,Repentigny,Ligne
1003597,9,1,2013-11-18,2023-04-04,Repentigny,Ligne
1003598,9,1,2013-11-18,2023-04-04,Repentigny,Ligne
1003599,9,1,2013-11-18,2023-04-04,Repentigny,Ligne
1003600,9,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003601,9,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003602,9,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003603,11,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003604,8,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003605,9,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003606,18,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003609,32,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003610,5,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003611,26,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003613,64,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003621,23,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003622,4,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003623,83,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003624,134,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003625,23,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003626,25,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003627,35,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003628,39,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003629,27,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003630,32,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003631,37,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003632,25,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003636,6,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003637,38,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003638,76,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003639,43,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003640,45,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003641,101,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003642,14,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003645,60,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003646,52,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003648,4,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003649,12,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003650,289,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003651,9,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003653,140,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003655,9,1,2013-11-18,2023-04-04,Repentigny,Ligne
1003658,9,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003659,65,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003662,136,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003664,8,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003665,105,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003666,9,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003667,10,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003668,203,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003669,10,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003670,4,1,2013-11-18,2023-04-04,Repentigny,Ligne
1003671,9,1,2013-11-18,2023-04-04,Repentigny,Ligne
1003672,204,1,2013-11-18,2023-04-04,Repentigny,Ligne
1003673,10,1,2013-11-18,2023-04-04,Repentigny,Ligne
1003674,8,1,2013-11-18,2023-04-04,Repentigny,Ligne
1003675,345,1,2013-11-18,2023-04-04,Repentigny,Ligne
1003676,9,1,2013-11-18,2023-04-04,Repentigny,Ligne
1003677,2,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003678,101,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003679,9,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003680,11,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003681,69,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003682,2,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003683,7,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003684,119,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003685,9,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003686,9,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003687,218,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003688,14,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003689,11,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003690,135,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003691,9,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003692,9,1,2013-11-18,2023-04-04,Repentigny,Ligne
1003693,180,1,2013-11-18,2023-04-04,Repentigny,Ligne
1003694,11,1,2013-11-18,2023-04-04,Repentigny,Ligne
1003697,10,1,2013-11-18,2023-04-04,Repentigny,Ligne
1003699,64,1,2013-11-18,2023-04-04,Repentigny,Ligne
1003700,11,1,2013-11-18,2023-04-04,Repentigny,Ligne
1003701,116,1,2013-11-18,2023-04-04,Repentigny,Ligne
1003702,6,1,2013-11-18,2023-04-04,Repentigny,Ligne
1003704,77,1,2013-11-18,2023-04-04,Repentigny,Ligne
1003705,7,1,2013-11-18,2023-04-04,Repentigny,Ligne
1003706,5,1,2013-11-18,2023-04-04,Repentigny,Ligne
1003707,76,1,2013-11-18,2023-04-04,Repentigny,Ligne
1003717,10,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003718,10,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003719,212,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003720,10,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003721,10,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003722,60,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003723,9,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003724,21,1,2013-11-18,2023-04-04,Repentigny,Ligne
1003727,85,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003728,8,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003729,3,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003730,74,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003731,13,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003735,6,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003736,14,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003737,9,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003738,6,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003739,300,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003740,6,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003745,24,1,2013-11-18,2023-04-04,Repentigny,Ligne
1003748,6,1,2013-11-18,2023-04-04,Repentigny,Ligne
1003749,132,1,2013-11-18,2023-04-04,Repentigny,Ligne
1003750,7,1,2013-11-18,2023-04-04,Repentigny,Ligne
1003751,8,1,2013-11-18,2023-04-04,Repentigny,Ligne
1003754,117,1,2013-11-18,2023-04-04,Repentigny,Ligne
1003755,6,1,2013-11-18,2023-04-04,Repentigny,Ligne
1003756,5,1,2013-11-18,2023-04-04,Repentigny,Ligne
1003760,12,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003761,18,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003762,18,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003763,19,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003764,19,1,2013-11-18,2023-03-29,Repentigny,Ligne
1003771,1,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003772,0,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003773,0,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003775,71,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003777,1,1,2013-11-18,2023-04-04,Repentigny,Ligne
1003778,1,1,2013-11-18,2023-04-04,Repentigny,Ligne
1003782,5,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003785,7,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003789,1,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003790,1,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003792,4,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003799,1,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003801,1,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003802,0,1,2013-11-18,2023-04-04,Repentigny,Ligne
1002646,7,1,2013-11-18,2023-04-04,Repentigny,Ligne
1002881,65,1,2013-11-18,2023-03-29,Repentigny,Ligne
1002860,9,1,2013-11-18,2013-11-22,Repentigny,Ligne
1002861,8,1,2013-11-18,2023-04-04,Repentigny,Ligne
1002889,6,1,2013-11-18,2023-04-05,Repentigny,Ligne
1004208,4,1,2013-11-22,2023-04-05,Repentigny,Ligne
1002893,8,1,2013-11-18,2023-04-04,Repentigny,Ligne
1002798,14,1,2013-11-18,2023-04-05,Repentigny,Ligne
1003635,325,1,2013-11-18,2014-03-10,Repentigny,Ligne
1003593,9,1,2013-11-18,2014-03-10,Repentigny,Ligne
1003551,154,1,2013-11-18,2014-03-10,Repentigny,Ligne
1003592,10,1,2013-11-18,2014-03-10,Repentigny,Ligne
1003546,213,1,2013-11-18,2014-03-10,Repentigny,Ligne
1003547,22,1,2013-11-18,2014-03-10,Repentigny,Ligne
1003774,8,1,2013-11-18,2014-03-10,Repentigny,Ligne
1003545,8,1,2013-11-18,2014-03-10,Repentigny,Ligne
1003578,10,1,2013-11-18,2023-04-04,Repentigny,Ligne
1003573,9,1,2013-11-18,2023-04-04,Repentigny,Ligne
1004210,4,1,2014-03-10,2014-03-10,Repentigny,Ligne
1003663,8,1,2013-11-18,2014-03-10,Repentigny,Ligne
1003732,13,1,2013-11-18,2014-03-10,Repentigny,Ligne
1004211,105,1,2014-03-10,2023-03-29,Repentigny,Ligne
1003734,14,1,2013-11-18,2014-03-10,Repentigny,Ligne
1003733,96,1,2013-11-18,2014-03-10,Repentigny,Ligne
1002441,95,1,2013-11-18,2014-03-10,Repentigny,Ligne
1004214,3,1,2014-03-10,2014-03-10,Repentigny,Ligne
1002400,10,1,2013-11-18,2014-03-10,Repentigny,Ligne
1002459,13,1,2013-11-18,2014-03-10,Repentigny,Ligne
1002461,9,1,2013-11-18,2014-03-10,Repentigny,Ligne
1002428,10,1,2013-11-18,2014-03-10,Repentigny,Ligne
1002433,9,1,2013-11-18,2014-03-10,Repentigny,Ligne
1002453,6,1,2013-11-18,2014-03-10,Repentigny,Ligne
1002377,245,1,2013-11-18,2014-03-10,Repentigny,Ligne
1002394,11,1,2013-11-18,2014-03-10,Repentigny,Ligne
1002336,9,1,2013-11-18,2014-03-10,Repentigny,Ligne
1002374,11,1,2013-11-18,2014-03-10,Repentigny,Ligne
1002337,2,1,2013-11-18,2014-03-10,Repentigny,Ligne
1002352,10,1,2013-11-18,2014-03-10,Repentigny,Ligne
1002865,340,1,2013-11-18,2014-03-10,Repentigny,Ligne
1002367,6,1,2013-11-18,2014-03-10,Repentigny,Ligne
1002345,14,1,2013-11-18,2014-03-10,Repentigny,Ligne
1002397,3,1,2013-11-18,2014-03-10,Repentigny,Ligne
1004216,16,1,2014-03-10,2023-04-04,Repentigny,Ligne
1003752,84,1,2013-11-18,2023-04-04,Repentigny,Ligne
1003703,3,1,2013-11-18,2023-04-04,Repentigny,Ligne
1003555,10,1,2013-11-18,2014-03-10,Repentigny,Ligne
1003556,247,1,2013-11-18,2014-03-10,Repentigny,Ligne
1003633,10,1,2013-11-18,2023-04-04,Repentigny,Ligne
1001991,52,1,2013-11-18,2023-03-29,Repentigny,Ligne
1001997,13,1,2013-11-18,2023-04-04,Repentigny,Ligne
1001987,13,1,2013-11-18,2023-04-04,Repentigny,Ligne
1002041,17,1,2013-11-18,2023-04-04,Repentigny,Ligne
1002017,13,1,2013-11-18,2023-04-04,Repentigny,Ligne
1002046,13,1,2013-11-18,2023-04-04,Repentigny,Ligne
1002127,10,1,2013-11-18,2023-03-29,Repentigny,Ligne
1003766,1,1,2013-11-18,2013-11-18,Repentigny,Ligne
1003537,4,1,2013-11-18,2013-11-18,Repentigny,Ligne
1002424,10,1,2013-11-18,2023-04-04,Repentigny,Ligne
1002464,9,1,2013-11-18,2023-04-04,Repentigny,Ligne
1004219,12,1,2014-03-11,2023-03-29,Repentigny,Ligne
1002189,8,1,2013-11-18,2023-04-05,Repentigny,Ligne
1003179,7,1,2013-11-18,2023-03-29,Repentigny,Ligne
1003182,5,1,2013-11-18,2023-03-29,Repentigny,Ligne
1002874,8,1,2013-11-18,2023-04-04,Repentigny,Ligne
1002509,178,1,2013-11-18,2023-03-29,Repentigny,Ligne
1002223,12,1,2013-11-18,2023-03-29,Repentigny,Ligne
1002356,9,1,2013-11-18,2024-03-20,Repentigny,Ligne
1002222,14,1,2013-11-18,2023-03-29,Repentigny,Ligne
1002241,385,1,2013-11-18,2023-03-29,Repentigny,Ligne
1002225,14,1,2013-11-18,2023-03-29,Repentigny,Ligne
1002877,82,1,2013-11-18,2023-03-29,Repentigny,Ligne
1002876,84,1,2013-11-18,2023-03-29,Repentigny,Ligne
1002224,14,1,2013-11-18,2023-03-29,Repentigny,Ligne
1002875,47,1,2013-11-18,2023-03-29,Repentigny,Ligne
1002227,16,1,2013-11-18,2023-03-29,Repentigny,Ligne
1002226,146,1,2013-11-18,2023-03-29,Repentigny,Ligne
1002230,15,1,2013-11-18,2023-03-29,Repentigny,Ligne
1002228,14,1,2013-11-18,2023-03-29,Repentigny,Ligne
1002235,15,1,2013-11-18,2023-03-29,Repentigny,Ligne
1002242,295,1,2013-11-18,2023-03-29,Repentigny,Ligne
1002243,15,1,2013-11-18,2023-03-29,Repentigny,Ligne
1002155,11,1,2013-11-18,2023-04-04,Repentigny,Ligne
1002156,2,1,2013-11-18,2023-04-04,Repentigny,Ligne
1002176,13,1,2013-11-18,2023-03-29,Repentigny,Ligne
1002211,7,1,2013-11-18,2023-03-29,Repentigny,Ligne
1002082,10,1,2013-11-18,2023-03-29,Repentigny,Ligne
1002083,9,1,2013-11-18,2023-03-29,Repentigny,Ligne
1002132,261,1,2013-11-18,2023-03-29,Repentigny,Ligne
1002174,4,1,2013-11-18,2023-03-29,Repentigny,Ligne
1002173,4,1,2013-11-18,2023-03-29,Repentigny,Ligne
1002086,10,1,2013-11-18,2023-03-29,Repentigny,Ligne
1002057,13,1,2013-11-18,2023-04-04,Repentigny,Ligne
1002027,14,1,2013-11-18,2023-04-04,Repentigny,Ligne
1002205,44,1,2013-11-18,2014-03-11,Repentigny,Ligne
1002229,9,1,2013-11-18,2023-03-29,Repentigny,Ligne
1002508,10,1,2013-11-18,2023-03-29,Repentigny,Ligne
1002240,65,1,2013-11-18,2023-03-29,Repentigny,Ligne
1002220,8,1,2013-11-18,2023-03-29,Repentigny,Ligne
1002237,175,1,2013-11-18,2023-03-29,Repentigny,Ligne
1002260,12,1,2013-11-18,2023-03-29,Repentigny,Ligne
1004225,5,1,2014-03-11,2023-04-04,Repentigny,Ligne
1004226,11,1,2014-03-11,2014-03-11,Repentigny,Ligne
1002693,9,1,2013-11-18,2014-03-11,Repentigny,Ligne
1002621,20,1,2013-11-18,2023-03-29,Repentigny,Ligne
1004227,3,1,2013-11-18,2023-04-04,Repentigny,Ligne
1002607,32,1,2013-11-18,2023-03-29,Repentigny,Ligne
1002609,39,1,2013-11-18,2023-03-29,Repentigny,Ligne
1002610,13,1,2013-11-18,2023-03-29,Repentigny,Ligne
1001929,14,1,2013-11-18,2023-04-04,Repentigny,Ligne
1001931,94,1,2013-11-18,2023-04-04,Repentigny,Ligne
1001908,8,1,2013-11-18,2023-04-04,Repentigny,Ligne
1001933,16,1,2013-11-18,2023-04-04,Repentigny,Ligne
1001916,16,1,2013-11-18,2023-04-04,Repentigny,Ligne
1001945,16,1,2013-11-18,2023-04-04,Repentigny,Ligne
1001936,180,1,2013-11-18,2023-04-04,Repentigny,Ligne
1001947,97,1,2013-11-18,2023-04-04,Repentigny,Ligne
1001911,14,1,2013-11-18,2023-04-04,Repentigny,Ligne
1001909,14,1,2013-11-18,2023-04-04,Repentigny,Ligne
1004229,28,1,2014-03-11,2023-04-04,Repentigny,Ligne
1002313,38,1,2013-11-18,2023-03-29,Repentigny,Ligne
1002311,10,1,2013-11-18,2023-03-29,Repentigny,Ligne
1002295,18,1,2013-11-18,2023-03-29,Repentigny,Ligne
1002744,13,1,2013-11-18,2014-03-12,Repentigny,Ligne
1002649,49,1,2013-11-18,2014-03-12,Repentigny,Ligne
1002560,31,1,2013-11-18,2014-03-12,Repentigny,Ligne
1002561,17,1,2013-11-18,2014-03-12,Repentigny,Ligne
1002562,31,1,2013-11-18,2014-03-12,Repentigny,Ligne
1002676,8,1,2013-11-18,2014-03-12,Repentigny,Ligne
1002675,10,1,2013-11-18,2014-03-12,Repentigny,Ligne
1002674,87,1,2013-11-18,2014-03-12,Repentigny,Ligne
1002745,82,1,2013-11-18,2014-03-12,Repentigny,Ligne
1002746,5,1,2013-11-18,2014-03-12,Repentigny,Ligne
1002678,24,1,2013-11-18,2014-03-12,Repentigny,Ligne
1002747,5,1,2013-11-18,2014-03-12,Repentigny,Ligne
1002750,79,1,2013-11-18,2014-03-12,Repentigny,Ligne
1002681,35,1,2013-11-18,2014-03-12,Repentigny,Ligne
1002677,17,1,2013-11-18,2014-03-12,Repentigny,Ligne
