ï»¿OBJECTID,MUNICIPALITE,HYDRONYME,SUPERFICIE,SHAPE.STArea(),SHAPE.STLength() 
3946,86042,,715,715,118.580987256668
3947,86042,,1900.5,1900.5,173.342580129309
3948,86042,,1748.5,1748.5,242.858780104052
3949,86042,,794,794,118.041676145929
3950,86042,,3853.5,3853.5,294.253805149576
3951,86042,,11610.5,11610.5,547.234344846254
3952,86042,,1737.5,1737.5,174.678335792151
3953,86042,,102864,102864,1580.15881189348
3954,86042,,1009.5,1009.5,127.326559068792
3955,86042,,15701.5,15701.5,662.855155765473
3956,86042,,1076,1076,150.05165396437
3957,86042,,1555,1555,176.55134347918
3958,86042,,676.5,676.5,118.838817013604
3959,86042,,663,663,110.226843445643
3960,86042,,1228,1228,139.097776669724
3961,86042,,1105,1105,147.381837173053
3962,86042,,4359,4359,356.604045656881
3963,86042,,2948.18353648,2948.18353648,353.857324462681
3964,86042,,9420,9420,424.851298058628
3965,86042,,716,716,107.065024641376
3966,86042,,2028,2028,224.656058540438
3967,86042,,2660,2660,256.085245294318
3968,86042,,2243.5,2243.5,251.47433756736
3969,86042,,1376,1376,155.771087033459
3970,86042,,13574.9995,13574.9995,663.606139328348
3971,86042,,2323,2323,209.277296022172
3972,86042,,15245.5,15245.5,542.49008487504
3973,86042,,4802.5,4802.5,419.872805008145
3974,86042,,3445.5,3445.5,224.787880437363
3975,86042,,1044.49985,1044.49985,158.122675763144
3976,86042,,4299.5,4299.5,423.823433782442
3977,86042,,726.5,726.5,134.744474089394
3978,86042,,3474.4999,3474.4999,287.557528798666
3979,86042,Baie Ã  BeauprÃ©,617842.50002865,617842.500028645,3289.85185979793
3980,86042,Baie Ã  Bergeron,49674.85709397,49674.857093965,1639.76432148071
3981,86042,Baie Boston,156323.5,156323.5,4496.39872901666
3982,86042,,2879.5,2879.5,271.804163423083
3983,86042,,12767,12767,510.663516350112
3984,86042,,2393,2393,207.143257399478
3985,86042,,1804.5,1804.5,211.739834513396
3986,86042,,693,693,113.366615477207
3987,86042,Lac Beauchastel,6511071.42713822,6511071.42713822,29215.7469196659
3988,86042,,8.19911562,8.199115625,16.4861671799334
3989,86042,,2309.5,2309.5,200.476958812404
3990,86042,,2995.9996,2995.9996,323.831126305054
3991,86042,,5251,5251,435.445637584278
3992,86042,Ruisseau Patrice,12334,12334,2344.18068492851
3993,86042,,985.5,985.5,183.738851090359
3994,86042,,1207,1207,164.941339322814
3995,86042,,1698.5,1698.5,268.223252312592
3996,86042,,2354,2354,194.612388599202
3997,86042,,3352.5,3352.5,293.006450872616
3998,86042,,924.5,924.5,137.14138456263
3999,86042,,1580.5,1580.5,305.09656038644
4000,86042,,3855,3855,249.451830381503
4001,86042,,16831.5002,16831.5002,1157.0975218139
4002,86042,,1614.5003,1614.5003,184.314443299496
4003,86042,Lac Laframboise,50225,50225,889.794462471599
4004,86042,,1372,1372,175.981627398752
4005,86042,,1612,1612,208.29818257615
4006,86042,,4445.49985,4445.49985,468.511652061507
4007,86042,,864,864,125.432017006442
4008,86042,Ruisseau Ã  l'Orignal,22991.93819756,22991.93819756,3296.07071383628
4009,86042,,4845.49985,4845.49985,507.361283844921
4010,86042,,3989,3989,257.409224043997
4011,86042,Lac Campredon,231134.00214184,231134.00214184,2672.41097028211
4012,86042,,1551.5,1551.5,214.915794261205
4013,86042,,1978.5145,1978.5145,173.539085081288
4014,86042,,3358,3358,325.836211951949
4015,86042,,1513.0004,1513.0004,161.748035133119
4016,86042,,1257,1257,204.88859876775
4017,86042,,20129,20129,706.868271640018
4018,86042,,4990,4990,355.23054282893
4019,86042,,13283.5,13283.5,1012.10228737381
4020,86042,,4156.5,4156.5,413.948582193065
4021,86042,,1839.5,1839.5,170.091870025973
4022,86042,,709,709,115.551790734738
4023,86042,,1471.5,1471.5,159.863855882907
4024,86042,,3574,3574,309.18666068335
4025,86042,,2622.5,2622.5,337.674397349113
4026,86042,,6637.5002,6637.5002,390.162765148645
4027,86042,,690.50959925,690.50959925,134.040678543575
4028,86042,,11360.5,11360.5,490.779072481753
4029,86042,,1466,1466,155.450132165629
4030,86042,,4677.5,4677.5,323.834069881616
4031,86042,,10800.5,10800.5,670.042538235409
4032,86042,,2475,2475,265.024518137262
4033,86042,,5489,5489,443.593104169657
4034,86042,,4122.5,4122.5,348.059906427657
4035,86042,,5388,5388,285.811878069327
4036,86042,,853.5,853.5,132.573150811187
4037,86042,,1551,1551,233.540850057907
4038,86042,,3379,3379,303.116046611299
4039,86042,,36099.5,36099.5,1816.74997434347
4040,86042,,1156.5,1156.5,179.773346053738
4041,86042,,2373.5,2373.5,303.748204107687
4042,86042,,721.5,721.5,121.736467200089
4043,86042,,614,614,100.696597892798
4044,86042,,1097,1097,133.971832169427
4045,86042,,3332,3332,259.379749693538
4046,86042,,2958.5,2958.5,253.755431696037
4047,86042,,1152,1152,132.199905347093
4048,86042,,605.5,605.5,91.8440778495126
4049,86042,,1198.5,1198.5,154.47506018184
4050,86042,,687.5,687.5,110.421258867149
4051,86042,,662,662,116.308913401336
4052,86042,,576.55156701,576.55156701,104.527360773598
4053,86042,Lac Larochelle,749338.9981,749338.9981,5165.15148819764
4054,86042,Ruisseau Patrice,9954.5,9954.5,1503.07140890752
4055,86042,,1795,1795,194.959748299634
4056,86042,,639.5,639.5,105.545902090356
4057,86042,,1741.5,1741.5,287.021240690745
4058,86042,,1894,1894,233.979539341856
4059,86042,,1774.5,1774.5,198.448951727644
4060,86042,,2341.99470082,2341.994700815,238.819170477765
4061,86042,,633,633,97.6333691302254
4062,86042,,1057.0003,1057.0003,150.546649221633
4063,86042,,670.5,670.5,103.795414952165
4064,86042,,2143.5,2143.5,218.919312646817
4065,86042,,1424.5,1424.5,225.503549155975
4066,86042,,885.5,885.5,121.729506549972
4067,86042,,1819.5,1819.5,179.880246190973
4068,86042,,2681.9992,2681.9992,371.033268540861
4069,86042,,1321.49945,1321.49945,174.193943210058
4070,86042,Lac des Rongeurs,35440.5,35440.5,1055.33198258142
4071,86042,,5266.5,5266.5,346.004794092057
4072,86042,,3827,3827,376.731623320301
4073,86042,,748.50015,748.50015,140.575282838061
4074,86042,,18181,18181,599.159800039872
4075,86042,,3677.5,3677.5,274.4028524749
4076,86042,,1867,1867,183.651501208738
4077,86042,,16080.5,16080.5,515.546178952376
4078,86042,,4711.5,4711.5,468.070829288463
4079,86042,,2214.50005,2214.50005,177.895431407543
4080,86042,,3530,3530,317.460433580102
4081,86042,,2243,2243,201.292307716408
4082,86042,,15233,15233,711.510647889663
4083,86042,,2341.50065,2341.50065,231.974552350412
4084,86042,,2782.5,2782.5,251.101910127707
4085,86042,,3810.49995,3810.49995,280.888752150753
4086,86042,,1333.5,1333.5,182.384272759293
4087,86042,,4537,4537,421.736397357437
4088,86042,,633.5,633.5,112.060233878729
4089,86042,,4159.02589994,4159.025899945,434.491444997263
4090,86042,,2552.98450062,2552.984500625,246.781575425675
4091,86042,,2677.96460018,2677.96460018,243.036228845723
4092,86042,,4384.95981967,4384.959819665,314.321725951584
4093,86042,,745.52394877,745.523948765,125.920624756924
4094,86042,,3246.02250018,3246.02250018,308.687402880478
4095,86042,,15632.99580001,15632.995800015,637.768435074139
4096,86042,Ruisseau du Chasseur,6526.01679904,6526.016799035,456.720978233956
4097,86042,Ruisseau du Chasseur,4303.97540077,4303.97540077,454.271028928621
4098,86042,,1506.99835023,1506.99835023,174.449347223433
4099,86042,,15327.99894898,15327.998948985,502.220765346921
4100,86042,,2531.51760006,2531.517600065,221.258069646847
4101,86042,,9911.50670203,9911.506702035,719.179910903832
4102,86042,,1282.49659952,1282.496599515,177.415815352163
4103,86042,,2583.98385048,2583.983850475,245.805534575812
4104,86042,,1904.44885025,1904.44885025,217.940439069003
4105,86042,,2048.00294992,2048.002949915,288.709334706373
4106,86042,Ruisseau Corona,16254.4605524,16254.4605524,1328.4111159094
4107,86042,,1204.99924977,1204.99924977,159.850833181877
4108,86042,,105839.45980236,105839.45980236,3639.41186902872
4109,86042,,4737.39887974,4737.39887974,374.534806882937
4110,86042,,2771,2771,261.881693063468
4111,86042,,2189.5,2189.5,223.565867459336
4112,86042,,3244.5,3244.5,378.72915383169
4113,86042,,39493.99965,39493.99965,979.921444545205
4114,86042,,4872,4872,436.798597818319
4115,86042,,13112.5,13112.5,500.451022684515
4116,86042,,3044.5,3044.5,212.092223378527
4117,86042,,898.5,898.5,132.688707498369
4118,86042,RiviÃ¨re Kanasuta,1049318.62021027,1049318.62021027,41526.7183860171
4119,86042,,196266.50005,196266.50005,3227.39804290644
4120,86042,,903.5,903.5,164.772292041286
4121,86042,,778.5,778.5,149.222892214737
4122,86042,,1404.5,1404.5,201.180591973623
4123,86042,,9034.0002,9034.0002,599.026036159048
4124,86042,,817.5,817.5,133.433777238455
4125,86042,,3597.5,3597.5,242.40586489312
4126,86042,,696,696,128.799826744795
4127,86042,,3100,3100,277.128484589769
4128,86042,,2139.5,2139.5,218.912572267579
4129,86042,,15822,15822,1183.65543403055
4130,86042,,54134,54134,1100.39174609851
4131,86042,,822.5,822.5,121.480607763463
4132,86042,,2291.50025,2291.50025,226.128450725432
4133,86042,,1585.5,1585.5,177.736453536772
4134,86042,,2259.0001,2259.0001,232.784188907763
4135,86042,,2197.5,2197.5,200.757893554635
4136,86042,,5205,5205,489.933497178026
4137,86042,,814,814,127.854102201687
4138,86042,,1862.5,1862.5,198.061598760718
4139,86042,,221690.9999,221690.9999,2291.41098245248
4140,86042,,661,661,126.61408044033
4141,86042,,1634,1634,164.013214999468
4142,86042,,3002.98310076,3002.98310076,334.177914032677
4143,86042,,3879.49519936,3879.49519936,294.510730858865
4144,86042,,3172.49479981,3172.49479981,305.584332701324
4145,86042,,909.49820004,909.498200045,125.818668486608
4146,86042,,680.02431423,680.024314225,116.185616938598
4147,86042,,6108.04869535,6108.04869535,501.239788085285
4148,86042,,1258.5,1258.5,146.007645409112
4149,86042,,1856,1856,190.122626759246
4150,86042,,7713,7713,479.410402061863
4151,86042,,1853,1853,219.647309234369
4152,86042,,816,816,116.549734682249
4153,86042,,6180,6180,344.438563174585
4154,86042,Ruisseau Golf,3440.5,3440.5,328.925131732899
4155,86042,,1283,1283,157.786358269171
4156,86042,,1888,1888,232.817466257086
4157,86042,,2877.5,2877.5,310.695033027402
4158,86042,,6437.5,6437.5,649.16472260743
4159,86042,,3250.5,3250.5,339.656186656301
4160,86042,,1613,1613,185.682937455811
4161,86042,,1991.5,1991.5,194.864879619493
4162,86042,,831.5,831.5,141.20456026767
4163,86042,,1909,1909,239.196989744643
4164,86042,,935.5,935.5,146.655688852255
4165,86042,,2182,2182,200.845433374022
4166,86042,,765,765,103.448400715811
4167,86042,,737,737,125.393993995096
4168,86042,,13037,13037,710.75463533102
4169,86042,,6012,6012,375.866749459285
4170,86042,,2609,2609,210.306065613085
4171,86042,,4024.5,4024.5,297.745711048252
4172,86042,,2502.5029995,2502.5029995,249.737619871454
4173,86042,,10252.3578589,10252.357858895,533.729513647111
4174,86042,,859.5,859.5,121.685262403959
4175,86042,,4251.49998562,4251.49998562,448.569350093941
4176,86042,,268.57974173,268.57974173,72.5147640736333
4177,86042,,151.17212768,151.172127685,68.6271113678818
4178,86042,,371.04916808,371.04916808,109.234150518057
4179,86042,,861.63602951,861.636029505,149.077108550375
4180,86042,,23071,23071,594.5554627446
4181,86042,,2436,2436,263.687723891699
4182,86042,,942.5,942.5,128.354333330087
4183,86042,,723,723,125.702391579365
4184,86042,,12670,12670,672.274371729641
4185,86042,,1160.5,1160.5,161.730082327094
4186,86042,,1743.5,1743.5,158.242459238492
4187,86042,,697,697,111.47920044835
4188,86042,,4102,4102,280.939399183892
4189,86042,,43202.9996,43202.9996,1122.13687802992
4190,86042,,1633,1633,191.791621176095
4191,86042,,2036.99995,2036.99995,197.343215257646
4192,86042,,683,683,112.824109515157
4193,86042,,2935,2935,268.460140490679
4194,86042,,2932.5,2932.5,301.146567387444
4195,86042,,3104.5,3104.5,334.878508412807
4196,86042,,1679.5,1679.5,183.598317180727
4197,86042,,9928,9928,725.994753844264
4198,86042,Cours d'eau Milot,1753.52505035,1753.52505035,206.722219599277
4199,86042,,768,768,122.074479417451
4200,86042,Ruisseau des RÃ©sidus,27202.07525858,27202.075258575,4267.36225215023
4201,86042,,18050,18050,795.901930474356
4202,86042,,13149.4996,13149.4996,433.129926159548
4203,86042,,2666.5,2666.5,198.074270185224
4204,86042,,7451.9999,7451.9999,549.661602093113
4205,86042,,2197,2197,268.383021611731
4206,86042,,1067.5,1067.5,156.822473657722
4207,86042,,3269.5,3269.5,274.267304340289
4208,86042,,1596.0006,1596.0006,154.757169510766
4209,86042,Baie Renault,857528.50045,857528.50045,4286.15051818613
4210,86042,,7571,7571,548.935659328978
4211,86042,,2917.5,2917.5,240.602885498674
4212,86042,,3942.5,3942.5,440.267419436202
4213,86042,,601.5,601.5,104.826952551931
4214,86042,,137.98837467,137.98837467,58.1454657445441
4215,86042,,1927,1927,202.960736454877
4216,86042,,4452,4452,405.555700171256
4217,86042,,1023.5,1023.5,153.0702581567
4218,86042,Cours d'eau Milot,939.00425038,939.004250385,146.456687224261
4219,86042,,1517.45460177,1517.454601765,200.346527534824
4220,86042,,1090,1090,178.98550552688
4221,86042,,1063,1063,140.587003750385
4222,86042,,1863.5,1863.5,191.034191664088
4223,86042,,1876,1876,170.041336009174
4224,86042,,673.5,673.5,106.265224273999
4225,86042,,2197.5,2197.5,241.461524844779
4226,86042,,14370.5001,14370.5001,776.008422356287
4227,86042,,3035,3035,325.838838167071
4228,86042,,2002.5,2002.5,229.715852853366
4229,86042,,1117.5,1117.5,171.405499252045
4230,86042,Lac du Castor,20306.4996,20306.4996,1132.05285652108
4231,86042,Lac Culminant,6864,6864,485.374553804261
4232,86042,,921.5,921.5,124.32039734755
4233,86042,,3195,3195,217.536254924598
4234,86042,,627.5,627.5,101.95776895466
4235,86042,,4709.9993,4709.9993,313.639413689473
4236,86042,,2277,2277,196.601414305935
4237,86042,,822,822,114.852377528253
4238,86042,,9578.5,9578.5,502.452876993985
4239,86042,,7958.99895,7958.99895,675.339510550954
4240,86042,,954,954,146.848202798244
4241,86042,,2380.5,2380.5,229.754391161681
4242,86042,,5154,5154,348.664695532766
4243,86042,,2050,2050,184.200242833047
4244,86042,,3018.5003,3018.5003,253.676596823583
4245,86042,,760.5,760.5,146.560330663458
4246,86042,,853,853,142.468593792921
4247,86042,,1129,1129,137.278567817692
4248,86042,,3712,3712,302.735047916397
4249,86042,,682,682,99.3453453696989
4250,86042,,691.51229988,691.512299875,111.915300643222
4251,86042,,2323,2323,215.519289439909
4252,86042,Lac des Ãles,95924,95924,2173.9743166468
4253,86042,,2080,2080,202.969974651853
4254,86042,,11489.5,11489.5,1406.84890364335
4255,86042,,1123.5,1123.5,136.593462127682
4256,86042,,1316,1316,138.524078902029
4257,86042,,2767,2767,273.349134135076
4258,86042,,2012.5,2012.5,181.654899146813
4259,86042,,4269,4269,405.449710462022
4260,86042,,13173.5,13173.5,782.597945197327
4261,86042,,8241.00010124,8241.000101235,551.614114995426
4262,86042,,896.5,896.5,136.41511172254
4263,86042,,9369,9369,392.746537856821
4264,86042,,18654.00035,18654.00035,1129.11637122589
4265,86042,,1602,1602,209.039001157333
4266,86042,,1470,1470,191.169250504003
4267,86042,Lac Renault,1008238.99903321,1008238.99903321,5716.03716948249
4268,86042,,9273.5,9273.5,492.155280731006
4269,86042,,7824.5,7824.5,624.75020035046
4270,86042,,1449,1449,165.078164483851
4271,86042,,3997.5,3997.5,306.79214892446
4272,86042,,1355,1355,147.331859706411
4273,86042,,3868.49985,3868.49985,302.039677858828
4274,86042,,856.5,856.5,136.279237985671
4275,86042,,1239.5,1239.5,128.446420960736
4276,86042,,4117.00175,4117.00175,305.75589498764
4277,86042,,1240.5,1240.5,140.601264324075
4278,86042,,763.5,763.5,134.835061697786
4279,86042,,10268,10268,449.963747058936
4280,86042,,1168,1168,200.16222024849
4281,86042,,4499,4499,370.934496724405
4282,86042,,1344.5,1344.5,145.097510668174
4283,86042,,2432,2432,226.372981309945
4284,86042,,1406.5,1406.5,152.093273433593
4285,86042,,1413.5,1413.5,188.51174348627
4286,86042,,666,666,106.970211956741
4287,86042,,778.00005,778.00005,116.614679409979
4288,86042,,1178.5,1178.5,141.320358567943
4289,86042,Lac Labeau,96690.4993,96690.4993,1723.17731555419
4290,86042,,665.5,665.5,111.493341083
4291,86042,,604.5,604.5,110.417414942002
4292,86042,,619,619,154.325799183477
4293,86042,,2520.5,2520.5,238.895698228485
4294,86042,,9485.50005,9485.50005,394.959916348586
4295,86042,,14018.00046638,14018.00046638,535.466002702325
4296,86042,,1534.51950115,1534.51950115,180.157999498692
4297,86042,,2416.49280047,2416.492800475,303.87079297775
4298,86042,,619,619,96.5384473713328
4299,86042,,602,602,94.5123082355799
4300,86042,,1056,1056,139.43766753983
4301,86042,,3168,3168,267.724265227104
4302,86042,,1077.5,1077.5,173.798563831294
4303,86042,,1160.5,1160.5,129.292166971115
4304,86042,,1129,1129,136.674615996885
4305,86042,,12953,12953,617.668293162647
4306,86042,,6629,6629,497.252510335681
4307,86042,,608.5,608.5,102.812445390089
4308,86042,,973.52100025,973.52100025,127.909028063627
4309,86042,,4550.0081501,4550.008150105,283.375893544525
4310,86042,,2970.52915012,2970.52915012,288.394112908284
4311,86042,,2044.5,2044.5,213.660760979821
4312,86042,RiviÃ¨re Valmont,79837.27086276,79837.27086276,7794.16205813574
4313,86042,,1932.54069114,1932.540691145,261.624202949854
4314,86042,,757.5,757.5,122.076251986514
4315,86042,,10.82842922,10.82842922,39.5923110482614
4316,86042,,19409.99975,19409.99975,570.801135329215
4317,86042,,1892,1892,246.279023474751
4318,86042,,2269,2269,241.772909761685
4319,86042,,2376.5,2376.5,237.934667003907
4320,86042,,1841.5,1841.5,171.025449300726
4321,86042,,2095.06866381,2095.06866381,227.060433506419
4322,86042,,1333,1333,170.140240765432
4323,86042,,3169.9997,3169.9997,411.060512501995
4324,86042,,639,639,104.551810080383
4325,86042,,2932.5,2932.5,311.134770299521
4326,86042,,1664,1664,180.580490116515
4327,86042,,5199,5199,305.111534607826
4328,86042,,37927.00095,37927.00095,1184.08449786881
4329,86042,,832,832,115.30535094571
4330,86042,,8559.98177483,8559.981774835,364.125739833102
4331,86042,,625.5,625.5,112.083941015559
4332,86042,,5352,5352,317.529294503185
4333,86042,,2554,2554,237.992158409126
4334,86042,,761.5,761.5,149.471705623911
4335,86042,,27309.49995,27309.49995,691.946161802288
4336,86042,,7310.4997,7310.4997,599.611900425936
4337,86042,,3351.5,3351.5,231.295091666947
4338,86042,,7632.5,7632.5,606.146022447396
4339,86042,,985.5,985.5,135.41892258618
4340,86042,,2281.5,2281.5,234.70650258325
4341,86042,,1749.5,1749.5,190.695992642432
4342,86042,,5355.5,5355.5,462.212596811788
4343,86042,,3680.00455025,3680.00455025,244.174073406598
4344,86042,,1192,1192,177.82825940942
4345,86042,,1422.5,1422.5,189.582233054023
4346,86042,,3718,3718,550.936949861069
4347,86042,,1122.5,1122.5,149.887221904757
4348,86042,,6174,6174,416.661611704946
4349,86042,,1610.5,1610.5,220.313782877906
4350,86042,,3537,3537,314.747149773563
4351,86042,,1198,1198,186.489842221771
4352,86042,,3886.00035,3886.00035,352.116294410132
4353,86042,,2222,2222,206.12794311143
4354,86042,,1755.5,1755.5,159.948767061729
4355,86042,,29599,29599,1242.16698869228
4356,86042,,3392.5,3392.5,271.841996912076
4357,86042,,8343,8343,373.359646468442
4358,86042,,3618.49965,3618.49965,242.418453596797
4359,86042,,2169,2169,202.506275154684
4360,86042,,1647,1647,174.208915054967
4361,86042,,620.02285002,620.022850015,109.318775263926
4362,86042,Lac Daudin,252110,252110,3198.97328762007
4363,86042,,2070.5,2070.5,223.312005932222
4364,86042,,726,726,125.156105578486
4365,86042,,651.5,651.5,103.442015557356
4366,86042,,19677.5,19677.5,623.793654271902
4367,86042,,3291,3291,221.201006329368
4368,86042,,40715,40715,1745.30596076878
4369,86042,,3267.5,3267.5,224.816150437706
4370,86042,,9864,9864,625.809782306982
4371,86042,,7825,7825,322.277604875458
4372,86042,,810,810,111.286803660441
4373,86042,,1010.99995,1010.99995,139.18373537138
4374,86042,,1098,1098,151.369161436984
4375,86042,,3641,3641,317.229680219064
4376,86042,,1454,1454,172.86006838278
4377,86042,,2345.5,2345.5,325.959330364051
4378,86042,,3658,3658,234.898354025317
4379,86042,,2968.0004,2968.0004,354.925213451254
4380,86042,,1370,1370,183.291410705165
4381,86042,Lac Prospect,42775,42775,1784.21914121207
4382,86042,,2720.5,2720.5,298.251806331173
4383,86042,,3930,3930,273.440874912319
4384,86042,,5964.5,5964.5,412.924551698711
4385,86042,,781.5,781.5,106.98759541462
4386,86042,,1928.565,1928.565,181.449971447977
4387,86042,,3400,3400,254.968145110163
4388,86042,,548.54465324,548.544653245,125.458855751319
4389,86042,,23630.49965,23630.49965,773.612387336313
4390,86042,,1550.0001,1550.0001,162.135589852892
4391,86042,,1785.5,1785.5,237.144055070407
4392,86042,,671,671,112.283193920923
4393,86042,,993.5,993.5,147.006209985457
4394,86042,RiviÃ¨re Beauchastel,419140.57641332,419140.576413325,15560.1395637683
4395,86042,,5025,5025,336.223543805039
4396,86042,,3733,3733,277.823994452245
4397,86042,,6920,6920,372.913361206247
4398,86042,,13525,13525,514.794753482419
4399,86042,,98330.00015,98330.00015,1950.74179334207
4400,86042,,7903.9994,7903.9994,370.847983796919
4401,86042,,1178.5,1178.5,171.626211099287
4402,86042,,644.5,644.5,112.410516604756
4403,86042,,1792,1792,173.784142139402
4404,86042,,4559,4559,418.284765048775
4405,86042,,2489,2489,284.409706791445
4406,86042,,45684.00005,45684.00005,1044.72339368377
4407,86042,,9559.5,9559.5,721.834155026455
4408,86042,,7800.49985,7800.49985,742.01582100555
4409,86042,,1777.5,1777.5,201.673425585549
4410,86042,,5080.5,5080.5,487.978983814021
4411,86042,,1451.99986621,1451.99986621,253.479708960658
4412,86042,,12306.5001315,12306.500131495,550.208980986715
4413,86042,,1242,1242,141.290540303634
4414,86042,,22233.5,22233.5,816.610083668824
4415,86042,,1222.00005,1222.00005,218.98128745702
4416,86042,,1045.5,1045.5,175.192198717489
4417,86042,Lac de la Muraille,34245.5,34245.5,711.546444539503
4418,86042,,979,979,136.361190204245
4419,86042,Lac DÃ©ry,96222,96222,1462.49022467707
4420,86042,,2393,2393,201.515936341735
4421,86042,,1161,1161,146.857182783896
4422,86042,,1895.5,1895.5,270.705203527636
4423,86042,,865.5,865.5,139.342278634775
4424,86042,,1053,1053,125.637112397247
4425,86042,,3797,3797,273.062061639555
4426,86042,,2730,2730,245.617373429195
4427,86042,,1686.5,1686.5,208.748684734864
4428,86042,,865.4998,865.4998,155.217403335694
4429,86042,,27001.4998,27001.4998,637.499942383731
4430,86042,,1134.5,1134.5,178.49401557833
4431,86042,,3596.5,3596.5,514.119064933054
4432,86042,Lac Turcotte,30788,30788,997.076717228066
4433,86042,,957,957,126.261025681989
4434,86042,,1383,1383,168.885684076465
4435,86042,,3914.5,3914.5,384.581149474258
4436,86042,,810,810,117.327112266656
4437,86042,,770,770,114.670174284904
4438,86042,,1440.52640053,1440.526400525,200.63665026143
4439,86042,,3732.50080073,3732.50080073,402.737252470911
4440,86042,,1332.00820028,1332.00820028,144.477564755206
4441,86042,,7015.08284913,7015.08284913,499.062319024019
4442,86042,,7442.99995,7442.99995,457.081339711764
4443,86042,,2307.5,2307.5,276.639442544186
4444,86042,,980.5,980.5,138.366646335437
4445,86042,,861,861,155.127282898239
4446,86042,,21502,21502,644.185618889223
4447,86042,,1750,1750,157.610527884549
4448,86042,,1746.5,1746.5,259.387175361116
4449,86042,,6047.5,6047.5,518.990886468805
4450,86042,,8246.5004996,8246.5004996,389.722348473086
4451,86042,,4819,4819,317.939866669904
4452,86042,,13731,13731,771.310614779752
4453,86042,,3718.046,3718.046,268.547813162098
4454,86042,,74202.5001,74202.5001,2173.45277505829
4455,86042,,2192,2192,201.772032211257
4456,86042,,11054.5,11054.5,1257.60653716111
4457,86042,,7516.5,7516.5,523.929132845801
4458,86042,,14195.5,14195.5,529.002827764406
4459,86042,,2173.5,2173.5,224.13775425858
4460,86042,,3372.50375,3372.50375,274.839214352157
4461,86042,,4320.5,4320.5,351.519885162427
4462,86042,,1299,1299,194.726415360233
4463,86042,,1502,1502,224.50146867451
4464,86042,,1077,1077,127.508767514169
4465,86042,,4531.5,4531.5,325.50434647429
4466,86042,,899,899,145.788128502196
4467,86042,,3842.5,3842.5,398.065671086069
4468,86042,,1345.5,1345.5,171.40617393925
4469,86042,,1167.5,1167.5,158.719456866693
4470,86042,,28746.5,28746.5,1287.50597779232
4471,86042,,6689.50025,6689.50025,491.754819695788
4472,86042,,2096,2096,178.263110252735
4473,86042,,3157.5,3157.5,258.57564398871
4474,86042,,3186.5,3186.5,280.344550283711
4475,86042,,8419.5,8419.5,564.757865000235
4476,86042,,1043,1043,141.110045214532
4477,86042,,1954.5,1954.5,169.401823338491
4478,86042,,685,685,95.445854132742
4479,86042,,823.5,823.5,118.678916051212
4480,86042,,1319.5,1319.5,149.41320306961
4481,86042,,2528.49995,2528.49995,250.309751978621
4482,86042,,1724,1724,251.541527352489
4483,86042,,18611,18611,775.068712777263
4484,86042,,3444.5,3444.5,243.537064324392
4485,86042,,10300,10300,510.86068696731
4486,86042,,1689.5,1689.5,186.593662394912
4487,86042,,734.5,734.5,127.099749570392
4488,86042,,618,618,101.103496827654
4489,86042,,17367.00155,17367.00155,877.525869437978
4490,86042,,1514.5,1514.5,150.055301525551
4491,86042,,1374,1374,199.855549345111
4492,86042,,5922.5,5922.5,518.892329429989
4493,86042,,11091.4998432,11091.4998432,711.784935291992
4494,86042,,789.5,789.5,143.358379540489
4495,86042,,6537.5,6537.5,497.006382258262
4496,86042,,11250.5,11250.5,444.636969212333
4497,86042,,171.5563689,171.5563689,56.0696619697048
4498,86042,,1449.5,1449.5,154.770668352029
4499,86042,,1266.5,1266.5,144.659328404075
4500,86042,,1293,1293,137.998322657262
4501,86042,Lac du Petit Ours,424251.00025,424251.00025,3465.79193178655
4502,86042,,7908,7908,473.709254057275
4503,86042,,8076,8076,503.254150538984
4504,86042,,1076.49975,1076.49975,151.955389209337
4505,86042,,5234.5,5234.5,421.435055253252
4506,86042,,6028.5,6028.5,391.917458463096
4507,86042,,62442.5,62442.5,1275.66284136634
4508,86042,,6028.5,6028.5,349.708077818664
4509,86042,,1188.5,1188.5,130.069029024631
4510,86042,,91462,91462,2246.37591619256
4511,86042,,1398,1398,216.540626139361
4512,86042,,2737,2737,201.539385811325
4513,86042,,4115.0002,4115.0002,373.780798994572
4514,86042,,2725,2725,199.75407612671
4515,86042,,2190.5,2190.5,303.191128749924
4516,86042,,1091,1091,130.219871813574
4517,86042,,4978.5,4978.5,347.059049302085
4518,86042,RiviÃ¨re Serpent,193216.55962582,193216.55962582,2932.6964495425
4519,86042,,3251,3251,372.112440631805
4520,86042,,1606,1606,195.681649362024
4521,86042,,4086.83499829,4086.83499829,316.56437702539
4522,86042,,9422,9422,693.076191415081
4523,86042,,9942.0001,9942.0001,469.030140128538
4524,86042,,2626.99975,2626.99975,231.980842649691
4525,86042,,751.5,751.5,105.864688673071
4526,86042,,2627,2627,345.306971723645
4527,86042,,4822.5,4822.5,354.19371575764
4528,86042,,3644.5,3644.5,261.748773032449
4529,86042,,1296,1296,191.425845737422
4530,86042,,1985,1985,197.424816488315
4531,86042,,9597.5,9597.5,788.000039027518
4532,86042,,718,718,110.123707360613
4533,86042,,4897.001,4897.001,325.372149846235
4534,86042,,30481.00095,30481.00095,2539.19892015412
4535,86042,,2080,2080,173.500022528594
4536,86042,,962.5,962.5,125.232541228477
