"NoLicence","DtDelivrance","DtTirage","TypeTirage","NomOrganisme","Neq","CodeVille","Ville"
"432881","2022-10-17","","MOITI_MOITI_INF_EGL_5000","REGROUPEMENT FOLKLORIQUE DES BASSES LAURENTIDES","1144616019","63048","SAINT-LIN-LAURENTIDES"
