fraction,nom_station,métaux,date,concentration_ng_m3,statut
PM10,Station Nomade,Etain,4/18/2023,0.0,<LDR
PM10,Station Nomade,Fer,4/18/2023,317.3,mesure
PM10,Station Nomade,Magnesium,4/18/2023,304.6,mesure
PM10,Station Nomade,Manganese,4/18/2023,9.5,mesure
PM10,Station Nomade,Molybdene,4/18/2023,0.0,<LDR
PM10,Station Nomade,Nickel,4/18/2023,1.7,mesure
PM10,Station Nomade,Plomb,4/18/2023,44.4,mesure
PM10,Station Nomade,Potassium,4/18/2023,0.0,<LDR
PM10,Station Nomade,Selenium,4/18/2023,0.0,<LDR
PM10,Station Nomade,Sodium,4/18/2023,190.4,mesure
PM10,Station Nomade,Thallium,4/18/2023,0.0,<LDR
PM10,Station Nomade,Uranium,4/18/2023,0.0,<LDR
PM10,Station Nomade,Vanadium,4/18/2023,0.0,<LDR
PM10,Station Nomade,Zinc,4/18/2023,0.0,<LDR
PST,Station Nomade,Aluminium,4/24/2023,472.9,mesure
PST,Station Nomade,Antimoine,4/24/2023,0.0,<LDR
PST,Station Nomade,Argent,4/24/2023,0.0,<LDR
PST,Station Nomade,Arsenic,4/24/2023,1.3,mesure
PST,Station Nomade,Baryum,4/24/2023,63.2,mesure
PST,Station Nomade,Beryllium,4/24/2023,0.0,<LDR
PST,Station Nomade,Cadmium,4/24/2023,0.0,<LDR
PST,Station Nomade,Calcium,4/24/2023,4488.6,mesure
PST,Station Nomade,Chrome,4/24/2023,1.8,mesure
PST,Station Nomade,Cobalt,4/24/2023,0.8,mesure
PST,Station Nomade,Cuivre,4/24/2023,271.8,mesure
PST,Station Nomade,Etain,4/24/2023,0.0,<LDR
PST,Station Nomade,Fer,4/24/2023,632.2,mesure
PST,Station Nomade,Magnesium,4/24/2023,524.7,mesure
PST,Station Nomade,Manganese,4/24/2023,21.5,mesure
PST,Station Nomade,Molybdene,4/24/2023,0.0,<LDR
PST,Station Nomade,Nickel,4/24/2023,3.2,mesure
PST,Station Nomade,Plomb,4/24/2023,6.1,mesure
PST,Station Nomade,Potassium,4/24/2023,0.0,<LDR
PST,Station Nomade,Selenium,4/24/2023,0.0,<LDR
PST,Station Nomade,Sodium,4/24/2023,189.7,mesure
PST,Station Nomade,Thallium,4/24/2023,0.0,<LDR
PST,Station Nomade,Uranium,4/24/2023,0.0,<LDR
PST,Station Nomade,Vanadium,4/24/2023,0.0,<LDR
PST,Station Nomade,Zinc,4/24/2023,0.0,<LDR
PM10,Station Nomade,Aluminium,4/24/2023,125.7,mesure
PM10,Station Nomade,Antimoine,4/24/2023,0.0,<LDR
PM10,Station Nomade,Argent,4/24/2023,0.0,<LDR
PM10,Station Nomade,Arsenic,4/24/2023,0.0,<LDR
PM10,Station Nomade,Baryum,4/24/2023,0.0,<LDR
PM10,Station Nomade,Beryllium,4/24/2023,0.0,<LDR
PM10,Station Nomade,Cadmium,4/24/2023,0.0,<LDR
PM10,Station Nomade,Calcium,4/24/2023,1078.8,mesure
PM10,Station Nomade,Chrome,4/24/2023,0.0,<LDR
PM10,Station Nomade,Cobalt,4/24/2023,0.0,<LDR
PM10,Station Nomade,Cuivre,4/24/2023,158.7,mesure
PM10,Station Nomade,Etain,4/24/2023,0.0,<LDR
PM10,Station Nomade,Fer,4/24/2023,241.1,mesure
PM10,Station Nomade,Magnesium,4/24/2023,126.9,mesure
PM10,Station Nomade,Manganese,4/24/2023,10.2,mesure
PM10,Station Nomade,Molybdene,4/24/2023,0.0,<LDR
PM10,Station Nomade,Nickel,4/24/2023,1.8,mesure
PM10,Station Nomade,Plomb,4/24/2023,4.1,mesure
PM10,Station Nomade,Potassium,4/24/2023,0.0,<LDR
PM10,Station Nomade,Selenium,4/24/2023,0.0,<LDR
PM10,Station Nomade,Sodium,4/24/2023,0.0,<LDR
PM10,Station Nomade,Thallium,4/24/2023,0.0,<LDR
PM10,Station Nomade,Uranium,4/24/2023,0.0,<LDR
PM10,Station Nomade,Vanadium,4/24/2023,0.0,<LDR
PM10,Station Nomade,Zinc,4/24/2023,0.0,<LDR
PST,Station Nomade,Aluminium,4/30/2023,170.0,mesure
PST,Station Nomade,Antimoine,4/30/2023,0.0,<LDR
PST,Station Nomade,Argent,4/30/2023,0.0,<LDR
PST,Station Nomade,Arsenic,4/30/2023,0.0,<LDR
PST,Station Nomade,Baryum,4/30/2023,0.0,<LDR
PST,Station Nomade,Beryllium,4/30/2023,0.0,<LDR
PST,Station Nomade,Cadmium,4/30/2023,0.0,<LDR
PST,Station Nomade,Calcium,4/30/2023,1117.8,mesure
PST,Station Nomade,Chrome,4/30/2023,1.1,mesure
PST,Station Nomade,Cobalt,4/30/2023,0.0,<LDR
PST,Station Nomade,Cuivre,4/30/2023,36.1,mesure
PST,Station Nomade,Etain,4/30/2023,0.0,<LDR
PST,Station Nomade,Fer,4/30/2023,187.4,mesure
PST,Station Nomade,Magnesium,4/30/2023,140.6,mesure
PST,Station Nomade,Manganese,4/30/2023,5.5,mesure
PST,Station Nomade,Molybdene,4/30/2023,0.0,<LDR
PST,Station Nomade,Nickel,4/30/2023,0.0,<LDR
PST,Station Nomade,Plomb,4/30/2023,0.0,<LDR
PST,Station Nomade,Potassium,4/30/2023,0.0,<LDR
PST,Station Nomade,Selenium,4/30/2023,0.0,<LDR
PST,Station Nomade,Sodium,4/30/2023,0.0,<LDR
PST,Station Nomade,Thallium,4/30/2023,0.0,<LDR
PST,Station Nomade,Uranium,4/30/2023,0.0,<LDR
PST,Station Nomade,Vanadium,4/30/2023,0.0,<LDR
PST,Station Nomade,Zinc,4/30/2023,0.0,<LDR
PM10,Station Nomade,Aluminium,4/30/2023,0.0,<LDR
PM10,Station Nomade,Antimoine,4/30/2023,0.0,<LDR
PM10,Station Nomade,Argent,4/30/2023,0.0,<LDR
PM10,Station Nomade,Arsenic,4/30/2023,0.0,<LDR
PM10,Station Nomade,Baryum,4/30/2023,0.0,<LDR
PM10,Station Nomade,Beryllium,4/30/2023,0.0,<LDR
PM10,Station Nomade,Cadmium,4/30/2023,0.0,<LDR
PM10,Station Nomade,Calcium,4/30/2023,0.0,<LDR
PM10,Station Nomade,Chrome,4/30/2023,0.0,<LDR
PM10,Station Nomade,Cobalt,4/30/2023,0.0,<LDR
PM10,Station Nomade,Cuivre,4/30/2023,0.0,<LDR
PM10,Station Nomade,Etain,4/30/2023,0.0,<LDR
PM10,Station Nomade,Fer,4/30/2023,0.0,<LDR
PM10,Station Nomade,Magnesium,4/30/2023,0.0,<LDR
PM10,Station Nomade,Manganese,4/30/2023,0.0,<LDR
PM10,Station Nomade,Molybdene,4/30/2023,0.0,<LDR
PM10,Station Nomade,Nickel,4/30/2023,0.0,<LDR
PM10,Station Nomade,Plomb,4/30/2023,0.0,<LDR
PM10,Station Nomade,Potassium,4/30/2023,0.0,<LDR
PM10,Station Nomade,Selenium,4/30/2023,0.0,<LDR
PM10,Station Nomade,Sodium,4/30/2023,0.0,<LDR
PM10,Station Nomade,Thallium,4/30/2023,0.0,<LDR
PM10,Station Nomade,Uranium,4/30/2023,0.0,<LDR
PM10,Station Nomade,Vanadium,4/30/2023,0.0,<LDR
PM10,Station Nomade,Zinc,4/30/2023,0.0,<LDR
PST,Station Nomade,Aluminium,5/6/2023,721.0,mesure
PST,Station Nomade,Antimoine,5/6/2023,0.0,<LDR
PST,Station Nomade,Argent,5/6/2023,0.0,<LDR
PST,Station Nomade,Arsenic,5/6/2023,1.2,mesure
PST,Station Nomade,Baryum,5/6/2023,0.0,<LDR
PST,Station Nomade,Beryllium,5/6/2023,0.0,<LDR
PST,Station Nomade,Cadmium,5/6/2023,0.0,<LDR
PST,Station Nomade,Calcium,5/6/2023,4626.8,mesure
PST,Station Nomade,Chrome,5/6/2023,2.6,mesure
PST,Station Nomade,Cobalt,5/6/2023,0.0,<LDR
PST,Station Nomade,Cuivre,5/6/2023,70.3,mesure
PST,Station Nomade,Etain,5/6/2023,0.0,<LDR
PST,Station Nomade,Fer,5/6/2023,761.4,mesure
PST,Station Nomade,Magnesium,5/6/2023,585.7,mesure
PST,Station Nomade,Manganese,5/6/2023,18.7,mesure
PST,Station Nomade,Molybdene,5/6/2023,0.0,<LDR
PST,Station Nomade,Nickel,5/6/2023,4.4,mesure
PST,Station Nomade,Plomb,5/6/2023,11.1,mesure
PST,Station Nomade,Potassium,5/6/2023,345.5,mesure
PST,Station Nomade,Selenium,5/6/2023,0.0,<LDR
PST,Station Nomade,Sodium,5/6/2023,410.0,mesure
PST,Station Nomade,Thallium,5/6/2023,0.0,<LDR
PST,Station Nomade,Uranium,5/6/2023,0.0,<LDR
PST,Station Nomade,Vanadium,5/6/2023,1.9,mesure
PST,Station Nomade,Zinc,5/6/2023,55.1,mesure
PM10,Station Nomade,Aluminium,5/6/2023,254.5,mesure
PM10,Station Nomade,Antimoine,5/6/2023,0.0,<LDR
PM10,Station Nomade,Argent,5/6/2023,0.0,<LDR
PM10,Station Nomade,Arsenic,5/6/2023,0.0,<LDR
PM10,Station Nomade,Baryum,5/6/2023,0.0,<LDR
PM10,Station Nomade,Beryllium,5/6/2023,0.0,<LDR
PM10,Station Nomade,Cadmium,5/6/2023,0.0,<LDR
PM10,Station Nomade,Calcium,5/6/2023,1396.1,mesure
PM10,Station Nomade,Chrome,5/6/2023,0.8,mesure
PM10,Station Nomade,Cobalt,5/6/2023,0.0,<LDR
PM10,Station Nomade,Cuivre,5/6/2023,17.8,mesure
PM10,Station Nomade,Etain,5/6/2023,0.0,<LDR
PM10,Station Nomade,Fer,5/6/2023,285.6,mesure
PM10,Station Nomade,Magnesium,5/6/2023,184.0,mesure
PM10,Station Nomade,Manganese,5/6/2023,7.0,mesure
PM10,Station Nomade,Molybdene,5/6/2023,0.0,<LDR
PM10,Station Nomade,Nickel,5/6/2023,2.9,mesure
PM10,Station Nomade,Plomb,5/6/2023,5.1,mesure
PM10,Station Nomade,Potassium,5/6/2023,0.0,<LDR
PM10,Station Nomade,Selenium,5/6/2023,0.0,<LDR
PM10,Station Nomade,Sodium,5/6/2023,0.0,<LDR
PM10,Station Nomade,Thallium,5/6/2023,0.0,<LDR
PM10,Station Nomade,Uranium,5/6/2023,0.0,<LDR
PM10,Station Nomade,Vanadium,5/6/2023,0.0,<LDR
PM10,Station Nomade,Zinc,5/6/2023,0.0,<LDR
PST,Station Nomade,Aluminium,5/12/2023,1434.8,mesure
PST,Station Nomade,Antimoine,5/12/2023,0.0,<LDR
PST,Station Nomade,Argent,5/12/2023,1.4,mesure
PST,Station Nomade,Arsenic,5/12/2023,1.4,mesure
PST,Station Nomade,Baryum,5/12/2023,33.2,mesure
PST,Station Nomade,Beryllium,5/12/2023,0.0,<LDR
PST,Station Nomade,Cadmium,5/12/2023,0.0,<LDR
PST,Station Nomade,Calcium,5/12/2023,8297.1,mesure
PST,Station Nomade,Chrome,5/12/2023,3.6,mesure
PST,Station Nomade,Cobalt,5/12/2023,0.8,mesure
PST,Station Nomade,Cuivre,5/12/2023,236.1,mesure
PST,Station Nomade,Etain,5/12/2023,0.0,<LDR
PST,Station Nomade,Fer,5/12/2023,1212.7,mesure
PST,Station Nomade,Magnesium,5/12/2023,1021.2,mesure
PST,Station Nomade,Manganese,5/12/2023,30.6,mesure
PST,Station Nomade,Molybdene,5/12/2023,0.0,<LDR
PST,Station Nomade,Nickel,5/12/2023,4.2,mesure
PST,Station Nomade,Plomb,5/12/2023,5.1,mesure
PST,Station Nomade,Potassium,5/12/2023,638.2,mesure
PST,Station Nomade,Selenium,5/12/2023,0.0,<LDR
PST,Station Nomade,Sodium,5/12/2023,382.9,mesure
PST,Station Nomade,Thallium,5/12/2023,0.0,<LDR
PST,Station Nomade,Uranium,5/12/2023,0.0,<LDR
PST,Station Nomade,Vanadium,5/12/2023,3.3,mesure
PST,Station Nomade,Zinc,5/12/2023,0.0,<LDR
PM10,Station Nomade,Aluminium,5/12/2023,665.1,mesure
PM10,Station Nomade,Antimoine,5/12/2023,0.0,<LDR
PM10,Station Nomade,Argent,5/12/2023,1.4,mesure
PM10,Station Nomade,Arsenic,5/12/2023,0.0,<LDR
PM10,Station Nomade,Baryum,5/12/2023,0.0,<LDR
PM10,Station Nomade,Beryllium,5/12/2023,0.0,<LDR
PM10,Station Nomade,Cadmium,5/12/2023,0.0,<LDR
PM10,Station Nomade,Calcium,5/12/2023,2792.3,mesure
PM10,Station Nomade,Chrome,5/12/2023,0.6,mesure
PM10,Station Nomade,Cobalt,5/12/2023,0.0,<LDR
PM10,Station Nomade,Cuivre,5/12/2023,82.5,mesure
PM10,Station Nomade,Etain,5/12/2023,0.0,<LDR
PM10,Station Nomade,Fer,5/12/2023,539.4,mesure
PM10,Station Nomade,Magnesium,5/12/2023,406.1,mesure
PM10,Station Nomade,Manganese,5/12/2023,13.3,mesure
PM10,Station Nomade,Molybdene,5/12/2023,0.0,<LDR
PM10,Station Nomade,Nickel,5/12/2023,3.4,mesure
PM10,Station Nomade,Plomb,5/12/2023,3.0,mesure
PM10,Station Nomade,Potassium,5/12/2023,336.3,mesure
PM10,Station Nomade,Selenium,5/12/2023,0.0,<LDR
PM10,Station Nomade,Sodium,5/12/2023,317.3,mesure
PM10,Station Nomade,Thallium,5/12/2023,0.0,<LDR
PM10,Station Nomade,Uranium,5/12/2023,0.0,<LDR
PM10,Station Nomade,Vanadium,5/12/2023,1.7,mesure
PM10,Station Nomade,Zinc,5/12/2023,0.0,<LDR
PST,Station Nomade,Aluminium,5/18/2023,1404.1,mesure
PST,Station Nomade,Antimoine,5/18/2023,0.0,<LDR
PST,Station Nomade,Argent,5/18/2023,1.9,mesure
PST,Station Nomade,Arsenic,5/18/2023,1.6,mesure
PST,Station Nomade,Baryum,5/18/2023,31.9,mesure
PST,Station Nomade,Beryllium,5/18/2023,0.0,<LDR
PST,Station Nomade,Cadmium,5/18/2023,0.0,<LDR
PST,Station Nomade,Calcium,5/18/2023,9573.6,mesure
PST,Station Nomade,Chrome,5/18/2023,3.8,mesure
PST,Station Nomade,Cobalt,5/18/2023,1.5,mesure
PST,Station Nomade,Cuivre,5/18/2023,229.8,mesure
PST,Station Nomade,Etain,5/18/2023,0.0,<LDR
PST,Station Nomade,Fer,5/18/2023,1276.5,mesure
PST,Station Nomade,Magnesium,5/18/2023,957.4,mesure
PST,Station Nomade,Manganese,5/18/2023,31.3,mesure
PST,Station Nomade,Molybdene,5/18/2023,0.0,<LDR
PST,Station Nomade,Nickel,5/18/2023,3.9,mesure
PST,Station Nomade,Plomb,5/18/2023,13.4,mesure
PST,Station Nomade,Potassium,5/18/2023,599.9,mesure
PST,Station Nomade,Selenium,5/18/2023,0.0,<LDR
PST,Station Nomade,Sodium,5/18/2023,127.6,mesure
PST,Station Nomade,Thallium,5/18/2023,0.0,<LDR
PST,Station Nomade,Uranium,5/18/2023,0.0,<LDR
PST,Station Nomade,Vanadium,5/18/2023,2.6,mesure
PST,Station Nomade,Zinc,5/18/2023,56.2,mesure
PM10,Station Nomade,Aluminium,5/18/2023,783.3,mesure
PM10,Station Nomade,Antimoine,5/18/2023,0.0,<LDR
PM10,Station Nomade,Argent,5/18/2023,1.4,mesure
PM10,Station Nomade,Arsenic,5/18/2023,1.3,mesure
PM10,Station Nomade,Baryum,5/18/2023,0.0,<LDR
PM10,Station Nomade,Beryllium,5/18/2023,0.0,<LDR
PM10,Station Nomade,Cadmium,5/18/2023,0.0,<LDR
PM10,Station Nomade,Calcium,5/18/2023,4438.9,mesure
PM10,Station Nomade,Chrome,5/18/2023,2.6,mesure
PM10,Station Nomade,Cobalt,5/18/2023,1.0,mesure
PM10,Station Nomade,Cuivre,5/18/2023,117.5,mesure
PM10,Station Nomade,Etain,5/18/2023,0.0,<LDR
PM10,Station Nomade,Fer,5/18/2023,718.1,mesure
PM10,Station Nomade,Magnesium,5/18/2023,470.0,mesure
PM10,Station Nomade,Manganese,5/18/2023,16.3,mesure
PM10,Station Nomade,Molybdene,5/18/2023,0.0,<LDR
PM10,Station Nomade,Nickel,5/18/2023,2.6,mesure
PM10,Station Nomade,Plomb,5/18/2023,9.1,mesure
PM10,Station Nomade,Potassium,5/18/2023,378.6,mesure
PM10,Station Nomade,Selenium,5/18/2023,0.0,<LDR
PM10,Station Nomade,Sodium,5/18/2023,130.6,mesure
PM10,Station Nomade,Thallium,5/18/2023,0.0,<LDR
PM10,Station Nomade,Uranium,5/18/2023,0.0,<LDR
PM10,Station Nomade,Vanadium,5/18/2023,1.5,mesure
PM10,Station Nomade,Zinc,5/18/2023,0.0,<LDR
PST,Station Nomade,Aluminium,5/24/2023,414.1,mesure
PST,Station Nomade,Antimoine,5/24/2023,0.0,<LDR
PST,Station Nomade,Argent,5/24/2023,0.0,<LDR
PST,Station Nomade,Arsenic,5/24/2023,0.0,<LDR
PST,Station Nomade,Baryum,5/24/2023,115.4,mesure
PST,Station Nomade,Beryllium,5/24/2023,0.0,<LDR
PST,Station Nomade,Cadmium,5/24/2023,0.0,<LDR
PST,Station Nomade,Calcium,5/24/2023,2919.1,mesure
PST,Station Nomade,Chrome,5/24/2023,2.4,mesure
PST,Station Nomade,Cobalt,5/24/2023,1.1,mesure
PST,Station Nomade,Cuivre,5/24/2023,183.3,mesure
PST,Station Nomade,Etain,5/24/2023,0.0,<LDR
PST,Station Nomade,Fer,5/24/2023,427.7,mesure
PST,Station Nomade,Magnesium,5/24/2023,346.2,mesure
PST,Station Nomade,Manganese,5/24/2023,13.6,mesure
PST,Station Nomade,Molybdene,5/24/2023,0.0,<LDR
PST,Station Nomade,Nickel,5/24/2023,3.0,mesure
PST,Station Nomade,Plomb,5/24/2023,21.0,mesure
PST,Station Nomade,Potassium,5/24/2023,0.0,<LDR
PST,Station Nomade,Selenium,5/24/2023,0.0,<LDR
PST,Station Nomade,Sodium,5/24/2023,0.0,<LDR
PST,Station Nomade,Thallium,5/24/2023,0.0,<LDR
PST,Station Nomade,Uranium,5/24/2023,0.0,<LDR
PST,Station Nomade,Vanadium,5/24/2023,0.0,<LDR
PST,Station Nomade,Zinc,5/24/2023,0.0,<LDR
PM10,Station Nomade,Aluminium,5/24/2023,244.6,mesure
PM10,Station Nomade,Antimoine,5/24/2023,0.0,<LDR
PM10,Station Nomade,Argent,5/24/2023,0.0,<LDR
PM10,Station Nomade,Arsenic,5/24/2023,0.0,<LDR
PM10,Station Nomade,Baryum,5/24/2023,53.8,mesure
PM10,Station Nomade,Beryllium,5/24/2023,0.0,<LDR
PM10,Station Nomade,Cadmium,5/24/2023,0.0,<LDR
PM10,Station Nomade,Calcium,5/24/2023,1304.3,mesure
PM10,Station Nomade,Chrome,5/24/2023,1.4,mesure
PM10,Station Nomade,Cobalt,5/24/2023,0.8,mesure
PM10,Station Nomade,Cuivre,5/24/2023,92.4,mesure
PM10,Station Nomade,Etain,5/24/2023,0.0,<LDR
PM10,Station Nomade,Fer,5/24/2023,239.1,mesure
PM10,Station Nomade,Magnesium,5/24/2023,157.6,mesure
PM10,Station Nomade,Manganese,5/24/2023,7.1,mesure
PM10,Station Nomade,Molybdene,5/24/2023,0.0,<LDR
PM10,Station Nomade,Nickel,5/24/2023,2.0,mesure
PM10,Station Nomade,Plomb,5/24/2023,21.2,mesure
PM10,Station Nomade,Potassium,5/24/2023,0.0,<LDR
PM10,Station Nomade,Selenium,5/24/2023,0.0,<LDR
PM10,Station Nomade,Sodium,5/24/2023,0.0,<LDR
PM10,Station Nomade,Thallium,5/24/2023,0.0,<LDR
PM10,Station Nomade,Uranium,5/24/2023,0.0,<LDR
PM10,Station Nomade,Vanadium,5/24/2023,0.0,<LDR
PM10,Station Nomade,Zinc,5/24/2023,0.0,<LDR
PST,Station Nomade,Aluminium,5/30/2023,1723.2,mesure
PST,Station Nomade,Antimoine,5/30/2023,4.8,mesure
PST,Station Nomade,Argent,5/30/2023,1.5,mesure
PST,Station Nomade,Arsenic,5/30/2023,1.9,mesure
PST,Station Nomade,Baryum,5/30/2023,70.2,mesure
PST,Station Nomade,Beryllium,5/30/2023,0.0,<LDR
PST,Station Nomade,Cadmium,5/30/2023,0.0,<LDR
PST,Station Nomade,Calcium,5/30/2023,9573.6,mesure
PST,Station Nomade,Chrome,5/30/2023,7.7,mesure
PST,Station Nomade,Cobalt,5/30/2023,1.1,mesure
PST,Station Nomade,Cuivre,5/30/2023,172.3,mesure
PST,Station Nomade,Etain,5/30/2023,0.0,<LDR
PST,Station Nomade,Fer,5/30/2023,1850.9,mesure
PST,Station Nomade,Magnesium,5/30/2023,1212.7,mesure
PST,Station Nomade,Manganese,5/30/2023,55.5,mesure
PST,Station Nomade,Molybdene,5/30/2023,0.0,<LDR
PST,Station Nomade,Nickel,5/30/2023,4.9,mesure
PST,Station Nomade,Plomb,5/30/2023,21.1,mesure
PST,Station Nomade,Potassium,5/30/2023,765.9,mesure
PST,Station Nomade,Selenium,5/30/2023,0.0,<LDR
PST,Station Nomade,Sodium,5/30/2023,382.9,mesure
PST,Station Nomade,Thallium,5/30/2023,0.0,<LDR
PST,Station Nomade,Uranium,5/30/2023,0.0,<LDR
PST,Station Nomade,Vanadium,5/30/2023,4.5,mesure
PST,Station Nomade,Zinc,5/30/2023,83.0,mesure
PM10,Station Nomade,Aluminium,5/30/2023,987.2,mesure
PM10,Station Nomade,Antimoine,5/30/2023,4.3,mesure
PM10,Station Nomade,Argent,5/30/2023,1.3,mesure
PM10,Station Nomade,Arsenic,5/30/2023,1.4,mesure
PM10,Station Nomade,Baryum,5/30/2023,33.3,mesure
PM10,Station Nomade,Beryllium,5/30/2023,0.0,<LDR
PM10,Station Nomade,Cadmium,5/30/2023,0.0,<LDR
PM10,Station Nomade,Calcium,5/30/2023,3825.6,mesure
PM10,Station Nomade,Chrome,5/30/2023,4.6,mesure
PM10,Station Nomade,Cobalt,5/30/2023,0.0,<LDR
PM10,Station Nomade,Cuivre,5/30/2023,61.7,mesure
PM10,Station Nomade,Etain,5/30/2023,0.0,<LDR
PM10,Station Nomade,Fer,5/30/2023,987.2,mesure
PM10,Station Nomade,Magnesium,5/30/2023,506.0,mesure
PM10,Station Nomade,Manganese,5/30/2023,28.4,mesure
PM10,Station Nomade,Molybdene,5/30/2023,0.0,<LDR
PM10,Station Nomade,Nickel,5/30/2023,2.8,mesure
PM10,Station Nomade,Plomb,5/30/2023,11.7,mesure
PM10,Station Nomade,Potassium,5/30/2023,450.4,mesure
PM10,Station Nomade,Selenium,5/30/2023,0.0,<LDR
PM10,Station Nomade,Sodium,5/30/2023,431.9,mesure
PM10,Station Nomade,Thallium,5/30/2023,0.0,<LDR
PM10,Station Nomade,Uranium,5/30/2023,0.0,<LDR
PM10,Station Nomade,Vanadium,5/30/2023,2.5,mesure
PM10,Station Nomade,Zinc,5/30/2023,48.1,mesure
PST,Station Nomade,Aluminium,6/5/2023,1180.7,mesure
PST,Station Nomade,Antimoine,6/5/2023,0.0,<LDR
PST,Station Nomade,Argent,6/5/2023,0.0,<LDR
PST,Station Nomade,Arsenic,6/5/2023,0.0,<LDR
PST,Station Nomade,Baryum,6/5/2023,0.0,<LDR
PST,Station Nomade,Beryllium,6/5/2023,0.0,<LDR
PST,Station Nomade,Cadmium,6/5/2023,0.0,<LDR
PST,Station Nomade,Calcium,6/5/2023,4659.1,mesure
PST,Station Nomade,Chrome,6/5/2023,3.4,mesure
PST,Station Nomade,Cobalt,6/5/2023,0.0,<LDR
PST,Station Nomade,Cuivre,6/5/2023,191.5,mesure
PST,Station Nomade,Etain,6/5/2023,0.0,<LDR
PST,Station Nomade,Fer,6/5/2023,1212.7,mesure
PST,Station Nomade,Magnesium,6/5/2023,580.8,mesure
PST,Station Nomade,Manganese,6/5/2023,49.8,mesure
PST,Station Nomade,Molybdene,6/5/2023,0.0,<LDR
PST,Station Nomade,Nickel,6/5/2023,3.8,mesure
PST,Station Nomade,Plomb,6/5/2023,7.0,mesure
PST,Station Nomade,Potassium,6/5/2023,625.5,mesure
PST,Station Nomade,Selenium,6/5/2023,0.0,<LDR
PST,Station Nomade,Sodium,6/5/2023,191.5,mesure
PST,Station Nomade,Thallium,6/5/2023,0.0,<LDR
PST,Station Nomade,Uranium,6/5/2023,0.0,<LDR
PST,Station Nomade,Vanadium,6/5/2023,4.0,mesure
PST,Station Nomade,Zinc,6/5/2023,83.0,mesure
PM10,Station Nomade,Aluminium,6/5/2023,376.4,mesure
PM10,Station Nomade,Antimoine,6/5/2023,0.0,<LDR
PM10,Station Nomade,Argent,6/5/2023,0.0,<LDR
PM10,Station Nomade,Arsenic,6/5/2023,0.0,<LDR
PM10,Station Nomade,Baryum,6/5/2023,0.0,<LDR
PM10,Station Nomade,Beryllium,6/5/2023,0.0,<LDR
PM10,Station Nomade,Cadmium,6/5/2023,0.0,<LDR
PM10,Station Nomade,Calcium,6/5/2023,1666.0,mesure
PM10,Station Nomade,Chrome,6/5/2023,0.8,mesure
PM10,Station Nomade,Cobalt,6/5/2023,0.0,<LDR
PM10,Station Nomade,Cuivre,6/5/2023,92.6,mesure
PM10,Station Nomade,Etain,6/5/2023,0.0,<LDR
PM10,Station Nomade,Fer,6/5/2023,555.3,mesure
PM10,Station Nomade,Magnesium,6/5/2023,141.9,mesure
PM10,Station Nomade,Manganese,6/5/2023,25.3,mesure
PM10,Station Nomade,Molybdene,6/5/2023,0.0,<LDR
PM10,Station Nomade,Nickel,6/5/2023,1.9,mesure
PM10,Station Nomade,Plomb,6/5/2023,4.1,mesure
PM10,Station Nomade,Potassium,6/5/2023,320.9,mesure
PM10,Station Nomade,Selenium,6/5/2023,0.0,<LDR
PM10,Station Nomade,Sodium,6/5/2023,0.0,<LDR
PM10,Station Nomade,Thallium,6/5/2023,0.0,<LDR
PM10,Station Nomade,Uranium,6/5/2023,0.0,<LDR
PM10,Station Nomade,Vanadium,6/5/2023,2.1,mesure
PM10,Station Nomade,Zinc,6/5/2023,60.5,mesure
PST,Station Nomade,Aluminium,6/11/2023,548.9,mesure
PST,Station Nomade,Antimoine,6/11/2023,0.0,<LDR
PST,Station Nomade,Argent,6/11/2023,0.0,<LDR
PST,Station Nomade,Arsenic,6/11/2023,0.0,<LDR
PST,Station Nomade,Baryum,6/11/2023,0.0,<LDR
PST,Station Nomade,Beryllium,6/11/2023,0.0,<LDR
PST,Station Nomade,Cadmium,6/11/2023,0.0,<LDR
PST,Station Nomade,Calcium,6/11/2023,2999.7,mesure
PST,Station Nomade,Chrome,6/11/2023,3.4,mesure
PST,Station Nomade,Cobalt,6/11/2023,0.0,<LDR
PST,Station Nomade,Cuivre,6/11/2023,121.3,mesure
PST,Station Nomade,Etain,6/11/2023,0.0,<LDR
PST,Station Nomade,Fer,6/11/2023,542.5,mesure
PST,Station Nomade,Magnesium,6/11/2023,421.2,mesure
PST,Station Nomade,Manganese,6/11/2023,16.0,mesure
PST,Station Nomade,Molybdene,6/11/2023,0.0,<LDR
PST,Station Nomade,Nickel,6/11/2023,2.3,mesure
PST,Station Nomade,Plomb,6/11/2023,10.9,mesure
PST,Station Nomade,Potassium,6/11/2023,389.3,mesure
PST,Station Nomade,Selenium,6/11/2023,0.0,<LDR
PST,Station Nomade,Sodium,6/11/2023,191.5,mesure
PST,Station Nomade,Thallium,6/11/2023,0.0,<LDR
PST,Station Nomade,Uranium,6/11/2023,0.0,<LDR
PST,Station Nomade,Vanadium,6/11/2023,2.1,mesure
PST,Station Nomade,Zinc,6/11/2023,0.0,<LDR
PST,Station Nomade,Zinc,6/11/2023,0.0,<LDR
PM10,Station Nomade,Aluminium,6/11/2023,253.0,mesure
PM10,Station Nomade,Antimoine,6/11/2023,0.0,<LDR
PM10,Station Nomade,Argent,6/11/2023,0.0,<LDR
PM10,Station Nomade,Arsenic,6/11/2023,0.0,<LDR
PM10,Station Nomade,Baryum,6/11/2023,0.0,<LDR
