fraction,nom_station,métaux,date,concentration_ng_m3,statut
PM10,Station Nomade,Plomb,2/23/2023,0.0,<LDR
PM10,Station Nomade,Potassium,2/23/2023,0.0,<LDR
PM10,Station Nomade,Selenium,2/23/2023,0.0,<LDR
PM10,Station Nomade,Sodium,2/23/2023,352.2,mesure
PM10,Station Nomade,Thallium,2/23/2023,0.0,<LDR
PM10,Station Nomade,Uranium,2/23/2023,0.0,<LDR
PM10,Station Nomade,Vanadium,2/23/2023,0.0,<LDR
PM10,Station Nomade,Zinc,2/23/2023,0.0,<LDR
PST,Station Nomade,Aluminium,3/1/2023,295.7,mesure
PST,Station Nomade,Antimoine,3/1/2023,0.0,<LDR
PST,Station Nomade,Argent,3/1/2023,0.0,<LDR
PST,Station Nomade,Arsenic,3/1/2023,0.0,<LDR
PST,Station Nomade,Baryum,3/1/2023,0.0,<LDR
PST,Station Nomade,Beryllium,3/1/2023,0.0,<LDR
PST,Station Nomade,Cadmium,3/1/2023,0.0,<LDR
PST,Station Nomade,Calcium,3/1/2023,1523.0,mesure
PST,Station Nomade,Chrome,3/1/2023,2.9,mesure
PST,Station Nomade,Cobalt,3/1/2023,2.7,mesure
PST,Station Nomade,Cuivre,3/1/2023,488.6,mesure
PST,Station Nomade,Etain,3/1/2023,0.0,<LDR
PST,Station Nomade,Fer,3/1/2023,342.7,mesure
PST,Station Nomade,Magnesium,3/1/2023,234.8,mesure
PST,Station Nomade,Manganese,3/1/2023,11.4,mesure
PST,Station Nomade,Molybdene,3/1/2023,0.0,<LDR
PST,Station Nomade,Nickel,3/1/2023,1.6,mesure
PST,Station Nomade,Plomb,3/1/2023,7.6,mesure
PST,Station Nomade,Potassium,3/1/2023,0.0,<LDR
PST,Station Nomade,Selenium,3/1/2023,0.0,<LDR
PST,Station Nomade,Sodium,3/1/2023,1776.9,mesure
PST,Station Nomade,Thallium,3/1/2023,0.0,<LDR
PST,Station Nomade,Uranium,3/1/2023,0.0,<LDR
PST,Station Nomade,Vanadium,3/1/2023,0.0,<LDR
PST,Station Nomade,Zinc,3/1/2023,0.0,<LDR
PM10,Station Nomade,Aluminium,3/1/2023,0.0,<LDR
PM10,Station Nomade,Antimoine,3/1/2023,0.0,<LDR
PM10,Station Nomade,Argent,3/1/2023,0.0,<LDR
PM10,Station Nomade,Arsenic,3/1/2023,0.0,<LDR
PM10,Station Nomade,Baryum,3/1/2023,0.0,<LDR
PM10,Station Nomade,Beryllium,3/1/2023,0.0,<LDR
PM10,Station Nomade,Cadmium,3/1/2023,0.0,<LDR
PM10,Station Nomade,Calcium,3/1/2023,0.0,<LDR
PM10,Station Nomade,Chrome,3/1/2023,0.0,<LDR
PM10,Station Nomade,Cobalt,3/1/2023,0.0,<LDR
PM10,Station Nomade,Cuivre,3/1/2023,0.0,<LDR
PM10,Station Nomade,Etain,3/1/2023,0.0,<LDR
PM10,Station Nomade,Fer,3/1/2023,0.0,<LDR
PM10,Station Nomade,Magnesium,3/1/2023,0.0,<LDR
PM10,Station Nomade,Manganese,3/1/2023,0.0,<LDR
PM10,Station Nomade,Molybdene,3/1/2023,0.0,<LDR
PM10,Station Nomade,Nickel,3/1/2023,0.0,<LDR
PM10,Station Nomade,Plomb,3/1/2023,0.0,<LDR
PM10,Station Nomade,Potassium,3/1/2023,0.0,<LDR
PM10,Station Nomade,Selenium,3/1/2023,0.0,<LDR
PM10,Station Nomade,Sodium,3/1/2023,0.0,<LDR
PM10,Station Nomade,Thallium,3/1/2023,0.0,<LDR
PM10,Station Nomade,Uranium,3/1/2023,0.0,<LDR
PM10,Station Nomade,Vanadium,3/1/2023,0.0,<LDR
PM10,Station Nomade,Zinc,3/1/2023,0.0,<LDR
PST,Station Nomade,Aluminium,3/7/2023,698.1,mesure
PST,Station Nomade,Antimoine,3/7/2023,0.0,<LDR
PST,Station Nomade,Argent,3/7/2023,0.0,<LDR
PST,Station Nomade,Arsenic,3/7/2023,0.0,<LDR
PST,Station Nomade,Baryum,3/7/2023,0.0,<LDR
PST,Station Nomade,Beryllium,3/7/2023,0.0,<LDR
PST,Station Nomade,Cadmium,3/7/2023,0.0,<LDR
PST,Station Nomade,Calcium,3/7/2023,6028.7,mesure
PST,Station Nomade,Chrome,3/7/2023,3.3,mesure
PST,Station Nomade,Cobalt,3/7/2023,2.7,mesure
PST,Station Nomade,Cuivre,3/7/2023,48.2,mesure
PST,Station Nomade,Etain,3/7/2023,0.0,<LDR
PST,Station Nomade,Fer,3/7/2023,469.6,mesure
PST,Station Nomade,Magnesium,3/7/2023,736.1,mesure
PST,Station Nomade,Manganese,3/7/2023,15.2,mesure
PST,Station Nomade,Molybdene,3/7/2023,0.0,<LDR
PST,Station Nomade,Nickel,3/7/2023,2.2,mesure
PST,Station Nomade,Plomb,3/7/2023,1.6,mesure
PST,Station Nomade,Potassium,3/7/2023,336.3,mesure
PST,Station Nomade,Selenium,3/7/2023,0.0,<LDR
PST,Station Nomade,Sodium,3/7/2023,3173.0,mesure
PST,Station Nomade,Thallium,3/7/2023,0.0,<LDR
PST,Station Nomade,Uranium,3/7/2023,0.0,<LDR
PST,Station Nomade,Vanadium,3/7/2023,2.3,mesure
PST,Station Nomade,Zinc,3/7/2023,0.0,<LDR
PM10,Station Nomade,Aluminium,3/7/2023,246.6,mesure
PM10,Station Nomade,Antimoine,3/7/2023,0.0,<LDR
PM10,Station Nomade,Argent,3/7/2023,0.0,<LDR
PM10,Station Nomade,Arsenic,3/7/2023,0.0,<LDR
PM10,Station Nomade,Baryum,3/7/2023,0.0,<LDR
PM10,Station Nomade,Beryllium,3/7/2023,0.0,<LDR
PM10,Station Nomade,Cadmium,3/7/2023,0.0,<LDR
PM10,Station Nomade,Calcium,3/7/2023,1761.1,mesure
PM10,Station Nomade,Chrome,3/7/2023,2.2,mesure
PM10,Station Nomade,Cobalt,3/7/2023,1.2,mesure
PM10,Station Nomade,Cuivre,3/7/2023,15.3,mesure
PM10,Station Nomade,Etain,3/7/2023,0.0,<LDR
PM10,Station Nomade,Fer,3/7/2023,164.4,mesure
PM10,Station Nomade,Magnesium,3/7/2023,187.9,mesure
PM10,Station Nomade,Manganese,3/7/2023,4.9,mesure
PM10,Station Nomade,Molybdene,3/7/2023,0.0,<LDR
PM10,Station Nomade,Nickel,3/7/2023,1.3,mesure
PM10,Station Nomade,Plomb,3/7/2023,0.0,<LDR
PM10,Station Nomade,Potassium,3/7/2023,0.0,<LDR
PM10,Station Nomade,Selenium,3/7/2023,0.0,<LDR
PM10,Station Nomade,Sodium,3/7/2023,1174.1,mesure
PM10,Station Nomade,Thallium,3/7/2023,0.0,<LDR
PM10,Station Nomade,Uranium,3/7/2023,0.0,<LDR
PM10,Station Nomade,Vanadium,3/7/2023,0.0,<LDR
PM10,Station Nomade,Zinc,3/7/2023,0.0,<LDR
PST,Station Nomade,Aluminium,3/13/2023,764.1,mesure
PST,Station Nomade,Antimoine,3/13/2023,0.0,<LDR
PST,Station Nomade,Argent,3/13/2023,0.0,<LDR
PST,Station Nomade,Arsenic,3/13/2023,0.0,<LDR
PST,Station Nomade,Baryum,3/13/2023,0.0,<LDR
PST,Station Nomade,Beryllium,3/13/2023,0.0,<LDR
PST,Station Nomade,Cadmium,3/13/2023,0.0,<LDR
PST,Station Nomade,Calcium,3/13/2023,5521.1,mesure
PST,Station Nomade,Chrome,3/13/2023,3.6,mesure
PST,Station Nomade,Cobalt,3/13/2023,0.0,<LDR
PST,Station Nomade,Cuivre,3/13/2023,69.8,mesure
PST,Station Nomade,Etain,3/13/2023,0.0,<LDR
PST,Station Nomade,Fer,3/13/2023,698.1,mesure
PST,Station Nomade,Magnesium,3/13/2023,679.0,mesure
PST,Station Nomade,Manganese,3/13/2023,24.1,mesure
PST,Station Nomade,Molybdene,3/13/2023,0.0,<LDR
PST,Station Nomade,Nickel,3/13/2023,2.4,mesure
PST,Station Nomade,Plomb,3/13/2023,2.6,mesure
PST,Station Nomade,Potassium,3/13/2023,495.0,mesure
PST,Station Nomade,Selenium,3/13/2023,0.0,<LDR
PST,Station Nomade,Sodium,3/13/2023,3236.5,mesure
PST,Station Nomade,Thallium,3/13/2023,0.0,<LDR
PST,Station Nomade,Uranium,3/13/2023,0.0,<LDR
PST,Station Nomade,Vanadium,3/13/2023,3.2,mesure
PST,Station Nomade,Zinc,3/13/2023,0.0,<LDR
PM10,Station Nomade,Aluminium,3/13/2023,345.1,mesure
PM10,Station Nomade,Antimoine,3/13/2023,0.0,<LDR
PM10,Station Nomade,Argent,3/13/2023,0.0,<LDR
PM10,Station Nomade,Arsenic,3/13/2023,0.0,<LDR
PM10,Station Nomade,Baryum,3/13/2023,0.0,<LDR
PM10,Station Nomade,Beryllium,3/13/2023,0.0,<LDR
PM10,Station Nomade,Cadmium,3/13/2023,0.0,<LDR
PM10,Station Nomade,Calcium,3/13/2023,1828.2,mesure
PM10,Station Nomade,Chrome,3/13/2023,2.2,mesure
PM10,Station Nomade,Cobalt,3/13/2023,0.0,<LDR
PM10,Station Nomade,Cuivre,3/13/2023,20.6,mesure
PM10,Station Nomade,Etain,3/13/2023,0.0,<LDR
PM10,Station Nomade,Fer,3/13/2023,302.8,mesure
PM10,Station Nomade,Magnesium,3/13/2023,228.5,mesure
PM10,Station Nomade,Manganese,3/13/2023,9.1,mesure
PM10,Station Nomade,Molybdene,3/13/2023,0.0,<LDR
PM10,Station Nomade,Nickel,3/13/2023,1.6,mesure
PM10,Station Nomade,Plomb,3/13/2023,1.5,mesure
PM10,Station Nomade,Potassium,3/13/2023,0.0,<LDR
PM10,Station Nomade,Selenium,3/13/2023,0.0,<LDR
PM10,Station Nomade,Sodium,3/13/2023,1085.5,mesure
PM10,Station Nomade,Thallium,3/13/2023,0.0,<LDR
PM10,Station Nomade,Uranium,3/13/2023,0.0,<LDR
PM10,Station Nomade,Vanadium,3/13/2023,2.1,mesure
PM10,Station Nomade,Zinc,3/13/2023,0.0,<LDR
PST,Station Nomade,Aluminium,3/19/2023,840.8,mesure
PST,Station Nomade,Antimoine,3/19/2023,0.0,<LDR
PST,Station Nomade,Argent,3/19/2023,0.9,mesure
PST,Station Nomade,Arsenic,3/19/2023,1.3,mesure
PST,Station Nomade,Baryum,3/19/2023,45.1,mesure
PST,Station Nomade,Beryllium,3/19/2023,0.0,<LDR
PST,Station Nomade,Cadmium,3/19/2023,1.1,mesure
PST,Station Nomade,Calcium,3/19/2023,6542.8,mesure
PST,Station Nomade,Chrome,3/19/2023,3.5,mesure
PST,Station Nomade,Cobalt,3/19/2023,0.0,<LDR
PST,Station Nomade,Cuivre,3/19/2023,412.5,mesure
PST,Station Nomade,Etain,3/19/2023,0.0,<LDR
PST,Station Nomade,Fer,3/19/2023,698.1,mesure
PST,Station Nomade,Magnesium,3/19/2023,1009.0,mesure
PST,Station Nomade,Manganese,3/19/2023,20.9,mesure
PST,Station Nomade,Molybdene,3/19/2023,0.0,<LDR
PST,Station Nomade,Nickel,3/19/2023,2.5,mesure
PST,Station Nomade,Plomb,3/19/2023,17.1,mesure
PST,Station Nomade,Potassium,3/19/2023,450.6,mesure
PST,Station Nomade,Selenium,3/19/2023,0.0,<LDR
PST,Station Nomade,Sodium,3/19/2023,951.9,mesure
PST,Station Nomade,Thallium,3/19/2023,0.0,<LDR
PST,Station Nomade,Uranium,3/19/2023,0.0,<LDR
PST,Station Nomade,Vanadium,3/19/2023,1.4,mesure
PST,Station Nomade,Zinc,3/19/2023,52.0,mesure
PM10,Station Nomade,Aluminium,3/19/2023,359.2,mesure
PM10,Station Nomade,Antimoine,3/19/2023,0.0,<LDR
PM10,Station Nomade,Argent,3/19/2023,0.0,<LDR
PM10,Station Nomade,Arsenic,3/19/2023,0.0,<LDR
PM10,Station Nomade,Baryum,3/19/2023,0.0,<LDR
PM10,Station Nomade,Beryllium,3/19/2023,0.0,<LDR
PM10,Station Nomade,Cadmium,3/19/2023,0.0,<LDR
PM10,Station Nomade,Calcium,3/19/2023,2118.8,mesure
PM10,Station Nomade,Chrome,3/19/2023,2.2,mesure
PM10,Station Nomade,Cobalt,3/19/2023,0.0,<LDR
PM10,Station Nomade,Cuivre,3/19/2023,307.9,mesure
PM10,Station Nomade,Etain,3/19/2023,0.0,<LDR
PM10,Station Nomade,Fer,3/19/2023,283.7,mesure
PM10,Station Nomade,Magnesium,3/19/2023,380.3,mesure
PM10,Station Nomade,Manganese,3/19/2023,7.8,mesure
PM10,Station Nomade,Molybdene,3/19/2023,0.0,<LDR
PM10,Station Nomade,Nickel,3/19/2023,2.1,mesure
PM10,Station Nomade,Plomb,3/19/2023,9.7,mesure
PM10,Station Nomade,Potassium,3/19/2023,0.0,<LDR
PM10,Station Nomade,Selenium,3/19/2023,0.0,<LDR
PM10,Station Nomade,Sodium,3/19/2023,543.3,mesure
PM10,Station Nomade,Thallium,3/19/2023,0.0,<LDR
PM10,Station Nomade,Uranium,3/19/2023,0.0,<LDR
PM10,Station Nomade,Vanadium,3/19/2023,0.0,<LDR
PM10,Station Nomade,Zinc,3/19/2023,0.0,<LDR
PST,Station Nomade,Aluminium,3/25/2023,514.0,mesure
PST,Station Nomade,Antimoine,3/25/2023,0.0,<LDR
PST,Station Nomade,Argent,3/25/2023,0.0,<LDR
PST,Station Nomade,Arsenic,3/25/2023,0.0,<LDR
PST,Station Nomade,Baryum,3/25/2023,34.9,mesure
PST,Station Nomade,Beryllium,3/25/2023,0.0,<LDR
PST,Station Nomade,Cadmium,3/25/2023,0.0,<LDR
PST,Station Nomade,Calcium,3/25/2023,4315.3,mesure
PST,Station Nomade,Chrome,3/25/2023,3.2,mesure
PST,Station Nomade,Cobalt,3/25/2023,0.0,<LDR
PST,Station Nomade,Cuivre,3/25/2023,43.2,mesure
PST,Station Nomade,Etain,3/25/2023,0.0,<LDR
PST,Station Nomade,Fer,3/25/2023,488.6,mesure
PST,Station Nomade,Magnesium,3/25/2023,571.1,mesure
PST,Station Nomade,Manganese,3/25/2023,16.5,mesure
PST,Station Nomade,Molybdene,3/25/2023,0.0,<LDR
PST,Station Nomade,Nickel,3/25/2023,1.5,mesure
PST,Station Nomade,Plomb,3/25/2023,3.2,mesure
PST,Station Nomade,Potassium,3/25/2023,355.4,mesure
PST,Station Nomade,Selenium,3/25/2023,0.0,<LDR
PST,Station Nomade,Sodium,3/25/2023,444.2,mesure
PST,Station Nomade,Thallium,3/25/2023,0.0,<LDR
PST,Station Nomade,Uranium,3/25/2023,0.0,<LDR
PST,Station Nomade,Vanadium,3/25/2023,0.0,<LDR
PST,Station Nomade,Zinc,3/25/2023,49.5,mesure
PM10,Station Nomade,Aluminium,3/25/2023,0.0,<LDR
PM10,Station Nomade,Antimoine,3/25/2023,0.0,<LDR
PM10,Station Nomade,Argent,3/25/2023,0.0,<LDR
PM10,Station Nomade,Arsenic,3/25/2023,0.0,<LDR
PM10,Station Nomade,Baryum,3/25/2023,0.0,<LDR
PM10,Station Nomade,Beryllium,3/25/2023,0.0,<LDR
PM10,Station Nomade,Cadmium,3/25/2023,0.0,<LDR
PM10,Station Nomade,Calcium,3/25/2023,0.0,<LDR
PM10,Station Nomade,Chrome,3/25/2023,0.0,<LDR
PM10,Station Nomade,Cobalt,3/25/2023,0.0,<LDR
PM10,Station Nomade,Cuivre,3/25/2023,0.0,<LDR
PM10,Station Nomade,Etain,3/25/2023,0.0,<LDR
PM10,Station Nomade,Fer,3/25/2023,0.0,<LDR
PM10,Station Nomade,Magnesium,3/25/2023,0.0,<LDR
PM10,Station Nomade,Manganese,3/25/2023,0.0,<LDR
PM10,Station Nomade,Molybdene,3/25/2023,0.0,<LDR
PM10,Station Nomade,Nickel,3/25/2023,0.0,<LDR
PM10,Station Nomade,Plomb,3/25/2023,0.0,<LDR
PM10,Station Nomade,Potassium,3/25/2023,0.0,<LDR
PM10,Station Nomade,Selenium,3/25/2023,0.0,<LDR
PM10,Station Nomade,Sodium,3/25/2023,0.0,<LDR
PM10,Station Nomade,Thallium,3/25/2023,0.0,<LDR
PM10,Station Nomade,Uranium,3/25/2023,0.0,<LDR
PM10,Station Nomade,Vanadium,3/25/2023,0.0,<LDR
PM10,Station Nomade,Zinc,3/25/2023,0.0,<LDR
PST,Station Nomade,Aluminium,3/31/2023,747.8,mesure
PST,Station Nomade,Antimoine,3/31/2023,0.0,<LDR
PST,Station Nomade,Argent,3/31/2023,0.8,mesure
PST,Station Nomade,Arsenic,3/31/2023,1.3,mesure
PST,Station Nomade,Baryum,3/31/2023,0.0,<LDR
PST,Station Nomade,Beryllium,3/31/2023,0.0,<LDR
PST,Station Nomade,Cadmium,3/31/2023,0.0,<LDR
PST,Station Nomade,Calcium,3/31/2023,6502.4,mesure
PST,Station Nomade,Chrome,3/31/2023,3.6,mesure
PST,Station Nomade,Cobalt,3/31/2023,0.0,<LDR
PST,Station Nomade,Cuivre,3/31/2023,266.6,mesure
PST,Station Nomade,Etain,3/31/2023,0.0,<LDR
PST,Station Nomade,Fer,3/31/2023,715.3,mesure
PST,Station Nomade,Magnesium,3/31/2023,780.3,mesure
PST,Station Nomade,Manganese,3/31/2023,21.5,mesure
PST,Station Nomade,Molybdene,3/31/2023,0.0,<LDR
PST,Station Nomade,Nickel,3/31/2023,2.4,mesure
PST,Station Nomade,Plomb,3/31/2023,5.6,mesure
PST,Station Nomade,Potassium,3/31/2023,429.2,mesure
PST,Station Nomade,Selenium,3/31/2023,0.0,<LDR
PST,Station Nomade,Sodium,3/31/2023,2015.8,mesure
PST,Station Nomade,Thallium,3/31/2023,0.0,<LDR
PST,Station Nomade,Uranium,3/31/2023,0.0,<LDR
PST,Station Nomade,Vanadium,3/31/2023,1.4,mesure
PST,Station Nomade,Zinc,3/31/2023,0.0,<LDR
PM10,Station Nomade,Aluminium,3/31/2023,259.2,mesure
PM10,Station Nomade,Antimoine,3/31/2023,0.0,<LDR
PM10,Station Nomade,Argent,3/31/2023,0.0,<LDR
PM10,Station Nomade,Arsenic,3/31/2023,0.0,<LDR
PM10,Station Nomade,Baryum,3/31/2023,0.0,<LDR
PM10,Station Nomade,Beryllium,3/31/2023,0.0,<LDR
PM10,Station Nomade,Cadmium,3/31/2023,0.0,<LDR
PM10,Station Nomade,Calcium,3/31/2023,2036.2,mesure
PM10,Station Nomade,Chrome,3/31/2023,2.4,mesure
PM10,Station Nomade,Cobalt,3/31/2023,0.0,<LDR
PM10,Station Nomade,Cuivre,3/31/2023,148.1,mesure
PM10,Station Nomade,Etain,3/31/2023,0.0,<LDR
PM10,Station Nomade,Fer,3/31/2023,283.8,mesure
PM10,Station Nomade,Magnesium,3/31/2023,160.4,mesure
PM10,Station Nomade,Manganese,3/31/2023,8.0,mesure
PM10,Station Nomade,Molybdene,3/31/2023,0.0,<LDR
PM10,Station Nomade,Nickel,3/31/2023,1.4,mesure
PM10,Station Nomade,Plomb,3/31/2023,3.3,mesure
PM10,Station Nomade,Potassium,3/31/2023,0.0,<LDR
PM10,Station Nomade,Selenium,3/31/2023,0.0,<LDR
PM10,Station Nomade,Sodium,3/31/2023,431.9,mesure
PM10,Station Nomade,Thallium,3/31/2023,0.0,<LDR
PM10,Station Nomade,Uranium,3/31/2023,0.0,<LDR
PM10,Station Nomade,Vanadium,3/31/2023,0.0,<LDR
PM10,Station Nomade,Zinc,3/31/2023,0.0,<LDR
PST,Station Nomade,Aluminium,4/6/2023,582.3,mesure
PST,Station Nomade,Antimoine,4/6/2023,0.0,<LDR
PST,Station Nomade,Argent,4/6/2023,0.7,mesure
PST,Station Nomade,Arsenic,4/6/2023,3.4,mesure
PST,Station Nomade,Baryum,4/6/2023,174.0,mesure
PST,Station Nomade,Beryllium,4/6/2023,0.0,<LDR
PST,Station Nomade,Cadmium,4/6/2023,0.0,<LDR
PST,Station Nomade,Calcium,4/6/2023,6693.4,mesure
PST,Station Nomade,Chrome,4/6/2023,4.0,mesure
PST,Station Nomade,Cobalt,4/6/2023,0.0,<LDR
PST,Station Nomade,Cuivre,4/6/2023,448.5,mesure
PST,Station Nomade,Etain,4/6/2023,0.0,<LDR
PST,Station Nomade,Fer,4/6/2023,669.3,mesure
PST,Station Nomade,Magnesium,4/6/2023,870.1,mesure
PST,Station Nomade,Manganese,4/6/2023,21.4,mesure
PST,Station Nomade,Molybdene,4/6/2023,0.0,<LDR
PST,Station Nomade,Nickel,4/6/2023,2.9,mesure
PST,Station Nomade,Plomb,4/6/2023,59.6,mesure
PST,Station Nomade,Potassium,4/6/2023,0.0,<LDR
PST,Station Nomade,Selenium,4/6/2023,0.0,<LDR
PST,Station Nomade,Sodium,4/6/2023,1204.8,mesure
PST,Station Nomade,Thallium,4/6/2023,0.0,<LDR
PST,Station Nomade,Uranium,4/6/2023,0.0,<LDR
PST,Station Nomade,Vanadium,4/6/2023,1.7,mesure
PST,Station Nomade,Zinc,4/6/2023,0.0,<LDR
PM10,Station Nomade,Aluminium,4/6/2023,0.0,<LDR
PM10,Station Nomade,Antimoine,4/6/2023,0.0,<LDR
PM10,Station Nomade,Argent,4/6/2023,0.0,<LDR
PM10,Station Nomade,Arsenic,4/6/2023,0.0,<LDR
PM10,Station Nomade,Baryum,4/6/2023,0.0,<LDR
PM10,Station Nomade,Beryllium,4/6/2023,0.0,<LDR
PM10,Station Nomade,Cadmium,4/6/2023,0.0,<LDR
PM10,Station Nomade,Calcium,4/6/2023,0.0,<LDR
PM10,Station Nomade,Chrome,4/6/2023,0.0,<LDR
PM10,Station Nomade,Cobalt,4/6/2023,0.0,<LDR
PM10,Station Nomade,Cuivre,4/6/2023,0.0,<LDR
PM10,Station Nomade,Etain,4/6/2023,0.0,<LDR
PM10,Station Nomade,Fer,4/6/2023,0.0,<LDR
PM10,Station Nomade,Magnesium,4/6/2023,0.0,<LDR
PM10,Station Nomade,Manganese,4/6/2023,0.0,<LDR
PM10,Station Nomade,Molybdene,4/6/2023,0.0,<LDR
PM10,Station Nomade,Nickel,4/6/2023,0.0,<LDR
PM10,Station Nomade,Plomb,4/6/2023,0.0,<LDR
PM10,Station Nomade,Potassium,4/6/2023,0.0,<LDR
PM10,Station Nomade,Selenium,4/6/2023,0.0,<LDR
PM10,Station Nomade,Sodium,4/6/2023,0.0,<LDR
PM10,Station Nomade,Thallium,4/6/2023,0.0,<LDR
PM10,Station Nomade,Uranium,4/6/2023,0.0,<LDR
PM10,Station Nomade,Vanadium,4/6/2023,0.0,<LDR
PM10,Station Nomade,Zinc,4/6/2023,0.0,<LDR
PST,Station Nomade,Aluminium,4/12/2023,1539.5,mesure
PST,Station Nomade,Antimoine,4/12/2023,0.0,<LDR
PST,Station Nomade,Argent,4/12/2023,1.0,mesure
PST,Station Nomade,Arsenic,4/12/2023,2.3,mesure
PST,Station Nomade,Baryum,4/12/2023,41.5,mesure
PST,Station Nomade,Beryllium,4/12/2023,0.0,<LDR
PST,Station Nomade,Cadmium,4/12/2023,0.9,mesure
PST,Station Nomade,Calcium,4/12/2023,13386.8,mesure
PST,Station Nomade,Chrome,4/12/2023,6.7,mesure
PST,Station Nomade,Cobalt,4/12/2023,1.1,mesure
PST,Station Nomade,Cuivre,4/12/2023,217.5,mesure
PST,Station Nomade,Etain,4/12/2023,0.0,<LDR
PST,Station Nomade,Fer,4/12/2023,1539.5,mesure
PST,Station Nomade,Magnesium,4/12/2023,1472.6,mesure
PST,Station Nomade,Manganese,4/12/2023,42.8,mesure
PST,Station Nomade,Molybdene,4/12/2023,0.0,<LDR
PST,Station Nomade,Nickel,4/12/2023,9.4,mesure
PST,Station Nomade,Plomb,4/12/2023,14.7,mesure
PST,Station Nomade,Potassium,4/12/2023,736.3,mesure
PST,Station Nomade,Selenium,4/12/2023,0.0,<LDR
PST,Station Nomade,Sodium,4/12/2023,669.3,mesure
PST,Station Nomade,Thallium,4/12/2023,0.0,<LDR
PST,Station Nomade,Uranium,4/12/2023,0.0,<LDR
PST,Station Nomade,Vanadium,4/12/2023,12.7,mesure
PST,Station Nomade,Zinc,4/12/2023,73.6,mesure
PM10,Station Nomade,Aluminium,4/12/2023,825.0,mesure
PM10,Station Nomade,Antimoine,4/12/2023,0.0,<LDR
PM10,Station Nomade,Argent,4/12/2023,0.0,<LDR
PM10,Station Nomade,Arsenic,4/12/2023,1.7,mesure
PM10,Station Nomade,Baryum,4/12/2023,0.0,<LDR
PM10,Station Nomade,Beryllium,4/12/2023,0.0,<LDR
PM10,Station Nomade,Cadmium,4/12/2023,0.8,mesure
PM10,Station Nomade,Calcium,4/12/2023,5140.3,mesure
PM10,Station Nomade,Chrome,4/12/2023,5.2,mesure
PM10,Station Nomade,Cobalt,4/12/2023,0.0,<LDR
PM10,Station Nomade,Cuivre,4/12/2023,98.3,mesure
PM10,Station Nomade,Etain,4/12/2023,0.0,<LDR
PM10,Station Nomade,Fer,4/12/2023,761.5,mesure
PM10,Station Nomade,Magnesium,4/12/2023,571.1,mesure
PM10,Station Nomade,Manganese,4/12/2023,19.7,mesure
PM10,Station Nomade,Molybdene,4/12/2023,0.0,<LDR
PM10,Station Nomade,Nickel,4/12/2023,7.6,mesure
PM10,Station Nomade,Plomb,4/12/2023,8.2,mesure
PM10,Station Nomade,Potassium,4/12/2023,425.2,mesure
PM10,Station Nomade,Selenium,4/12/2023,0.0,<LDR
PM10,Station Nomade,Sodium,4/12/2023,507.7,mesure
PM10,Station Nomade,Thallium,4/12/2023,0.0,<LDR
PM10,Station Nomade,Uranium,4/12/2023,0.0,<LDR
PM10,Station Nomade,Vanadium,4/12/2023,11.4,mesure
PM10,Station Nomade,Zinc,4/12/2023,0.0,<LDR
PST,Station Nomade,Aluminium,4/18/2023,817.1,mesure
PST,Station Nomade,Antimoine,4/18/2023,0.0,<LDR
PST,Station Nomade,Argent,4/18/2023,1.1,mesure
PST,Station Nomade,Arsenic,4/18/2023,3.4,mesure
PST,Station Nomade,Baryum,4/18/2023,274.3,mesure
PST,Station Nomade,Beryllium,4/18/2023,0.0,<LDR
PST,Station Nomade,Cadmium,4/18/2023,0.0,<LDR
PST,Station Nomade,Calcium,4/18/2023,8170.8,mesure
PST,Station Nomade,Chrome,4/18/2023,3.6,mesure
PST,Station Nomade,Cobalt,4/18/2023,0.0,<LDR
PST,Station Nomade,Cuivre,4/18/2023,432.5,mesure
PST,Station Nomade,Etain,4/18/2023,0.0,<LDR
PST,Station Nomade,Fer,4/18/2023,817.1,mesure
PST,Station Nomade,Magnesium,4/18/2023,875.4,mesure
PST,Station Nomade,Manganese,4/18/2023,25.1,mesure
PST,Station Nomade,Molybdene,4/18/2023,0.0,<LDR
PST,Station Nomade,Nickel,4/18/2023,3.3,mesure
PST,Station Nomade,Plomb,4/18/2023,50.2,mesure
PST,Station Nomade,Potassium,4/18/2023,420.2,mesure
PST,Station Nomade,Selenium,4/18/2023,0.0,<LDR
PST,Station Nomade,Sodium,4/18/2023,642.0,mesure
PST,Station Nomade,Thallium,4/18/2023,0.0,<LDR
PST,Station Nomade,Uranium,4/18/2023,0.0,<LDR
PST,Station Nomade,Vanadium,4/18/2023,1.8,mesure
PST,Station Nomade,Zinc,4/18/2023,0.0,<LDR
PM10,Station Nomade,Aluminium,4/18/2023,330.0,mesure
PM10,Station Nomade,Antimoine,4/18/2023,0.0,<LDR
PM10,Station Nomade,Argent,4/18/2023,1.1,mesure
PM10,Station Nomade,Arsenic,4/18/2023,2.5,mesure
PM10,Station Nomade,Baryum,4/18/2023,114.2,mesure
PM10,Station Nomade,Beryllium,4/18/2023,0.0,<LDR
PM10,Station Nomade,Cadmium,4/18/2023,0.0,<LDR
PM10,Station Nomade,Calcium,4/18/2023,2855.7,mesure
PM10,Station Nomade,Chrome,4/18/2023,2.2,mesure
PM10,Station Nomade,Cobalt,4/18/2023,0.0,<LDR
PM10,Station Nomade,Cuivre,4/18/2023,273.5,mesure
