ï»¿OBJECTID,NOMGENERIQUE,TYPERUE,CLASSEURBANISME,VITESSE,PROPRIETAIRE,TYPESENSUNIQUE,CODEMUNICIPALITE,TOPONYMIE,NUMERORUE 
84518,Montlieu,Rue,Locale secondaire,30,Public,Pas de sens unique,37067,rue de Montlieu,1060
84519,Terrasses,Rue,Locale secondaire,30,Public,Pas de sens unique,37067,rue des Terrasses,1421
84520,Rosemont,CÃ´te,ArtÃ¨re principale,30,Public,Pas de sens unique,37067,cÃ´te Rosemont,1282
84521,ÃrabliÃ¨re,Rue,Locale secondaire,30,Public,Pas de sens unique,37067,rue de l'ÃrabliÃ¨re,503
84522,ÃrabliÃ¨re,Rue,Locale secondaire,30,Public,Pas de sens unique,37067,rue de l'ÃrabliÃ¨re,503
84523,Chambord,Rue,Locale secondaire,30,Public,Pas de sens unique,37067,rue de Chambord,251
84524,LavallÃ©e,Rue,Locale secondaire,30,Public,Pas de sens unique,37067,rue LavallÃ©e,851
84525,Laporte,Rue,Locale secondaire,30,Public,Pas de sens unique,37067,rue Laporte,840
84527,Meunier,Rue,Locale secondaire,30,Public,Pas de sens unique,37067,rue Meunier,1024
84528,Rigaud,Boulevard,ArtÃ¨re secondaire,50,Public,Pas de sens unique,37067,boulevard Rigaud,1260
84529,Rigaud,Boulevard,Locale secondaire,30,Public,Pas de sens unique,37067,boulevard Rigaud,1260
84530,Donais,Rue,Locale secondaire,30,Public,Pas de sens unique,37067,rue Donais,448
84531,Chenaux,Boulevard,ArtÃ¨re principale,50,Public,Pas de sens unique,37067,boulevard des Chenaux,292
84532,Rosemont,CÃ´te,ArtÃ¨re principale,50,Public,Pas de sens unique,37067,cÃ´te Rosemont,1282
84533,LÃ©on-Lajoie,Rue,Locale secondaire,30,Public,Pas de sens unique,37067,rue LÃ©on-Lajoie,1654
84534,Marie-Boucher,Rue,Locale secondaire,30,Public,Pas de sens unique,37067,rue Marie-Boucher,976
84535,FranÃ§ois-De Galiffet,Rue,Locale secondaire,30,Public,Pas de sens unique,37067,rue FranÃ§ois-De Galiffet,561
84536,FranÃ§ois-De Galiffet,Rue,Locale secondaire,30,Public,Pas de sens unique,37067,rue FranÃ§ois-De Galiffet,561
84537,Conrad-Godin,Rue,Locale secondaire,30,Public,Pas de sens unique,37067,rue Conrad-Godin,323
84538,Claude-Michel-BÃ©gon,Rue,Locale secondaire,30,Public,Pas de sens unique,37067,rue Claude-Michel-BÃ©gon,305
84539,Ãmile-Nelligan,Rue,Locale secondaire,30,Public,Pas de sens unique,37067,rue Ãmile-Nelligan,493
84540,Ernest-Fleury,Rue,Locale secondaire,30,Public,Pas de sens unique,37067,rue Ernest-Fleury,505
84541,Arthur-Carignan,Place,Locale secondaire,30,Public,Pas de sens unique,37067,place Arthur-Carignan,86
84542,Parent,Boulevard,Collectrice principale,50,Public,Pas de sens unique,37067,boulevard Parent,1135
84543,Tebbutt,Rue,Locale principale,70,Public,Pas de sens unique,37067,rue Tebbutt,1418
84544,Industriel,Boulevard,ArtÃ¨re secondaire,70,Public,Pas de sens unique,37067,boulevard Industriel,710
84545,Industriel,Boulevard,ArtÃ¨re secondaire,70,Public,Pas de sens unique,37067,boulevard Industriel,710
84546,Westinghouse,Rue,Locale principale,70,Public,Pas de sens unique,37067,rue Westinghouse,1486
84548,Parent,Boulevard,Collectrice principale,70,Public,Pas de sens unique,37067,boulevard Parent,1135
84549,Jules-Vachon,Rue,Locale principale,50,Public,Pas de sens unique,37067,rue Jules-Vachon,792
84550,LÃ©on-TrÃ©panier,Rue,Locale principale,50,Public,Pas de sens unique,37067,rue LÃ©on-TrÃ©panier,889
84551,Parent,Boulevard,Collectrice principale,70,Public,Pas de sens unique,37067,boulevard Parent,1135
84552,Saint-Michel,Boulevard,Collectrice principale,50,Public,Pas de sens unique,37067,boulevard Saint-Michel,1354
84553,Guy,Rue,Locale secondaire,50,PrivÃ©,Pas de sens unique,37067,rue Guy,658
84554,Industriel,Boulevard,Collectrice secondaire,70,Public,Pas de sens unique,37067,boulevard Industriel,710
84555,Forges,Boulevard,Collectrice principale,70,Public,Pas de sens unique,37067,boulevard des Forges,549
84556,Ãnergie,Autoroute,Autoroute,100,Public,MÃªme sens unique,37067,autoroute de l'Ãnergie,1500
84557,Ãnergie,Autoroute,Autoroute,100,Public,MÃªme sens unique,37067,autoroute de l'Ãnergie,1500
84558,FougÃ¨re,Rue,Locale secondaire,30,Public,Pas de sens unique,37067,rue de la FougÃ¨re,556
84559,Beaubien,Rue,Locale secondaire,30,Public,Pas de sens unique,37067,rue Beaubien,120
84560,Montour,Rue,Locale secondaire,30,Public,Pas de sens unique,37067,rue Montour,1062
84561,Montour,Rue,Locale secondaire,30,Public,Pas de sens unique,37067,rue Montour,1062
84562,Georges-Dufresne,Rue,Locale secondaire,30,Public,Pas de sens unique,37067,rue Georges-Dufresne,602
84563,Plateau,CarrÃ©,Locale secondaire,30,Public,Pas de sens unique,37067,carrÃ© du Plateau,1205
84564,Sittelles,Rue,Locale secondaire,30,Public,Pas de sens unique,37067,rue des Sittelles,1399
84565,Sables,Chemin,Locale secondaire,50,Public,Pas de sens unique,37067,chemin des Sables,1294
84566,Chauvette,Rue,Locale secondaire,30,Public,Pas de sens unique,37067,rue Chauvette,290
84567,Alphonse-Labrecque,Rue,Locale secondaire,30,Public,Pas de sens unique,37067,rue Alphonse-Labrecque,56
84568,Laroche,Rue,Locale secondaire,30,Public,Pas de sens unique,37067,rue Laroche,842
84569,CÃ´tÃ©,Rue,Locale secondaire,30,Public,Pas de sens unique,37067,rue CÃ´tÃ©,331
84570,Raymond,Rue,Locale secondaire,30,Public,Pas de sens unique,37067,rue Raymond,1232
84571,Colbert,Rue,Locale secondaire,30,Public,Pas de sens unique,37067,rue Colbert,311
84572,FÃ©lix-Leclerc,Autoroute,Autoroute,100,Public,MÃªme sens unique,37067,autoroute FÃ©lix-Leclerc,524
84573,FÃ©lix-Leclerc,Autoroute,Autoroute,100,Public,MÃªme sens unique,37067,autoroute FÃ©lix-Leclerc,524
84574,PÃ¨re-Daniel,Rue,Collectrice principale,50,Public,Pas de sens unique,37067,rue du PÃ¨re-Daniel,1159
84575,PÃ¨re-Daniel,Tunnel,Collectrice principale,50,Public,Pas de sens unique,37067,rue du PÃ¨re-Daniel,1159
84576,Chanoine-Chamberland,Rue,Collectrice principale,50,Public,Pas de sens unique,37067,rue du Chanoine-Chamberland,259
84577,Louis-Allyson,Rue,Locale secondaire,50,Public,Pas de sens unique,37067,rue Louis-Allyson,919
84578,Saint-Joseph,Rue,Collectrice secondaire,50,Public,Pas de sens unique,37067,rue Saint-Joseph,1343
84579,Godin,Rue,Locale secondaire,50,Public,Pas de sens unique,37067,rue Godin,628
84580,MÃ©dÃ©ric-Dufresne,Rue,Locale secondaire,50,Public,Pas de sens unique,37067,rue MÃ©dÃ©ric-Dufresne,1012
84581,Sainte-Ursule,Rue,Locale secondaire,30,Public,MÃªme sens unique,37067,rue Sainte-Ursule,1329
84582,Saint-Paul,Rue,Locale principale,30,Public,Pas de sens unique,37067,rue Saint-Paul,1359
84583,Saint-Paul,Rue,Locale principale,30,Public,Pas de sens unique,37067,rue Saint-Paul,1359
84584,Chenaux,Boulevard,ArtÃ¨re principale,50,Public,Pas de sens unique,37067,boulevard des Chenaux,292
84585,Jean-Amyot,Rue,Locale secondaire,30,Public,Pas de sens unique,37067,rue Jean-Amyot,742
84586,Jean-Nicolet,Rue,Locale secondaire,30,Public,Pas de sens unique,37067,rue Jean-Nicolet,760
84587,Jean-Amyot,Rue,Locale secondaire,30,Public,Pas de sens unique,37067,rue Jean-Amyot,742
84588,Jean-Nicolet,Rue,Locale secondaire,30,Public,Pas de sens unique,37067,rue Jean-Nicolet,760
84589,Bellefeuille,Rue,ArtÃ¨re secondaire,50,Public,Pas de sens unique,37067,rue Bellefeuille,139
84590,Bellefeuille,Rue,ArtÃ¨re secondaire,50,Public,Pas de sens unique,37067,rue Bellefeuille,139
84591,Forges,Boulevard,Collectrice principale,70,Public,Pas de sens unique,37067,boulevard des Forges,549
84592,,Chemin,Locale secondaire,50,Public,Pas de sens unique,37067,,0
84593,Forges,Boulevard,Collectrice principale,70,Public,Pas de sens unique,37067,boulevard des Forges,549
84594,Forges,Boulevard,Collectrice principale,50,Public,Pas de sens unique,37067,boulevard des Forges,549
84595,Forges,Boulevard,Collectrice principale,50,Public,Pas de sens unique,37067,boulevard des Forges,549
84596,Lainesse,Rue,Locale secondaire,30,Public,Pas de sens unique,37067,rue Lainesse,824
84597,LÃ©gendes,Rue,Locale secondaire,30,Public,Pas de sens unique,37067,rue des LÃ©gendes,874
84598,Marchand,Rue,Locale secondaire,30,Public,Pas de sens unique,37067,rue Marchand,969
84599,Chicoyne,Rue,Locale secondaire,30,Public,Pas de sens unique,37067,rue Chicoyne,298
84600,Creuset,Rue,Locale secondaire,30,Public,Pas de sens unique,37067,rue du Creuset,338
84601,Creuset,Rue,Locale secondaire,30,Public,Pas de sens unique,37067,rue du Creuset,338
84602,Munro,Rue,Locale secondaire,30,Public,Pas de sens unique,37067,rue Munro,1074
84603,Davidson,Rue,Locale secondaire,30,Public,Pas de sens unique,37067,rue Davidson,354
84604,Saint-Michel,Boulevard,Collectrice principale,50,Public,Pas de sens unique,37067,boulevard Saint-Michel,1354
84605,La LibertÃ©,Rue,Locale secondaire,30,Public,Pas de sens unique,37067,rue de La LibertÃ©,803
84606,La Nacelle,Rue,Locale secondaire,30,Public,Pas de sens unique,37067,rue de La Nacelle,804
84607,Forges,Boulevard,ArtÃ¨re principale,50,Public,Pas de sens unique,37067,boulevard des Forges,549
84608,Forges,Boulevard,ArtÃ¨re principale,50,Public,Pas de sens unique,37067,boulevard des Forges,549
84609,Grande-Maison,Rue,Locale secondaire,30,Public,Pas de sens unique,37067,rue de la Grande-Maison,640
84610,Fief,Rue,Locale secondaire,30,Public,Pas de sens unique,37067,rue du Fief,533
84611,Fief,Rue,Locale principale,30,Public,Pas de sens unique,37067,rue du Fief,533
84612,Fondeur,Place,Locale secondaire,30,Public,MÃªme sens unique,37067,place du Fondeur,543
84613,Tebbutt,Rue,Locale secondaire,30,Public,Pas de sens unique,37067,rue Tebbutt,1418
84614,Flamand,Rue,Locale principale,30,Public,Pas de sens unique,37067,rue Flamand,536
84615,Usine-de-Filtration,Rue,Locale secondaire,30,Public,Pas de sens unique,37067,rue de l'Usine-de-Filtration,1455
84616,Usine-de-Filtration,Rue,Locale secondaire,30,Public,Pas de sens unique,37067,rue de l'Usine-de-Filtration,1455
84617,Monseigneur-C.-E.-Bourgeois,Place,Locale secondaire,30,Public,Pas de sens unique,37067,place Monseigneur-C.-E.-Bourgeois,1042
84618,Bisson,Rue,Locale secondaire,30,Public,Pas de sens unique,37067,rue Bisson,1616
84619,Bisson,Rue,Locale secondaire,30,Public,Pas de sens unique,37067,rue Bisson,1616
84620,Forges,Boulevard,ArtÃ¨re principale,50,Public,Pas de sens unique,37067,boulevard des Forges,549
84621,Nicolas-Champagne,Rue,Locale secondaire,30,Public,Pas de sens unique,37067,rue Nicolas-Champagne,1087
84622,Roger-Bruneau,Rue,Locale secondaire,30,Public,Pas de sens unique,37067,rue Roger-Bruneau,1274
84623,Roger-Bruneau,Rue,Locale secondaire,30,Public,Pas de sens unique,37067,rue Roger-Bruneau,1274
84624,Bergeron,Rue,Locale secondaire,30,Public,Pas de sens unique,37067,rue Bergeron,149
84625,Jacques-Cartier,Rue,Locale principale,30,Public,Pas de sens unique,37067,rue Jacques-Cartier,733
84626,Forges,Boulevard,ArtÃ¨re principale,50,Public,Pas de sens unique,37067,boulevard des Forges,549
84627,Chenaux,Boulevard,Collectrice principale,50,Public,Pas de sens unique,37067,boulevard des Chenaux,292
84628,J.-A.-Thompson,Place,Locale secondaire,30,Public,Pas de sens unique,37067,place J.-A.-Thompson,719
84629,LÃ©on-MÃ©thot,Place,Locale secondaire,30,Public,Pas de sens unique,37067,place LÃ©on-MÃ©thot,887
84630,Paul-SauvÃ©,Rue,Locale secondaire,30,Public,Pas de sens unique,37067,rue Paul-SauvÃ©,1149
84631,RomÃ©o-Martel,Rue,Locale secondaire,30,Public,Pas de sens unique,37067,rue RomÃ©o-Martel,1278
84632,LÃ©o-Pidgeon,Rue,Locale secondaire,30,Public,Pas de sens unique,37067,rue LÃ©o-Pidgeon,890
84633,Charles-Bourgeois,Place,Locale secondaire,30,Public,Pas de sens unique,37067,place Charles-Bourgeois,273
84634,Rigaud,Boulevard,ArtÃ¨re secondaire,50,Public,MÃªme sens unique,37067,boulevard Rigaud,1260
84635,Rigaud,Boulevard,ArtÃ¨re secondaire,50,Public,MÃªme sens unique,37067,boulevard Rigaud,1260
84636,Rigaud,Boulevard,ArtÃ¨re secondaire,50,Public,MÃªme sens unique,37067,boulevard Rigaud,1260
84638,Dargis,Rue,Locale secondaire,30,Public,Pas de sens unique,37067,rue Dargis,349
84639,De Beaucours,Place,Locale secondaire,30,Public,Pas de sens unique,37067,place De Beaucours,355
84640,Rigaud,Boulevard,ArtÃ¨re secondaire,50,Public,MÃªme sens unique,37067,boulevard Rigaud,1260
84641,DÃ©sirÃ©-Ricard,Place,Locale secondaire,30,Public,Pas de sens unique,37067,place DÃ©sirÃ©-Ricard,430
84642,Talbot,Rue,Locale secondaire,30,Public,Pas de sens unique,37067,rue Talbot,1413
84643,Ubald-Laforest,Rue,Locale secondaire,30,Public,Pas de sens unique,37067,rue Ubald-Laforest,1451
84644,De La GirardiÃ¨re,Rue,Locale secondaire,30,Public,Pas de sens unique,37067,rue De La GirardiÃ¨re,380
84645,RÃ©collets,Boulevard,ArtÃ¨re principale,50,Public,MÃªme sens unique,37067,boulevard des RÃ©collets,1239
84648,De Vieux-Pont,Rue,Locale secondaire,30,Public,Pas de sens unique,37067,rue De Vieux-Pont,406
84649,De Vieux-Pont,Rue,Locale secondaire,30,Public,Pas de sens unique,37067,rue De Vieux-Pont,406
84651,Marguerite-Bourgeoys,Rue,Locale principale,30,Public,Pas de sens unique,37067,rue Marguerite-Bourgeoys,970
84652,De Courval,Rue,Locale principale,30,Public,Pas de sens unique,37067,rue De Courval,370
84653,De Courval,Rue,Locale principale,30,Public,Pas de sens unique,37067,rue De Courval,370
84654,RÃ©collets,Boulevard,ArtÃ¨re principale,50,Public,MÃªme sens unique,37067,boulevard des RÃ©collets,1239
84655,Des Ruisseaux,Rue,Locale secondaire,30,Public,Pas de sens unique,37067,rue Des Ruisseaux,421
84656,Arthur-Bettez,Rue,Locale secondaire,30,Public,Pas de sens unique,37067,rue Arthur-Bettez,85
84657,Fleur-de-Mai,Place,Locale secondaire,30,Public,Pas de sens unique,37067,place de la Fleur-de-Mai,537
84658,De La Valtrie,Rue,Locale secondaire,30,Public,Pas de sens unique,37067,rue De La Valtrie,383
84659,Esplanade,Rue,Locale secondaire,30,Public,Pas de sens unique,37067,rue de l'Esplanade,510
84660,Chenaux,Boulevard,Collectrice principale,50,Public,Pas de sens unique,37067,boulevard des Chenaux,292
84661,Intendant,Terrasse,Locale secondaire,30,Public,Pas de sens unique,37067,terrasse de l'Intendant,711
84662,Gouverneur,Terrasse,Locale secondaire,30,Public,Pas de sens unique,37067,terrasse du Gouverneur,635
84663,Le Corbusier,Rue,Locale secondaire,30,Public,Pas de sens unique,37067,rue Le Corbusier,860
84664,Seigneuriale,Terrasse,Locale secondaire,30,Public,Pas de sens unique,37067,terrasse Seigneuriale,1385
84665,De Normanville,Rue,Locale secondaire,30,Public,Pas de sens unique,37067,rue De Normanville,392
84666,Saint-Louis,Boulevard,Collectrice principale,50,Public,Pas de sens unique,37067,boulevard Saint-Louis,1348
84667,Saint-Louis,Boulevard,Collectrice principale,50,Public,MÃªme sens unique,37067,boulevard Saint-Louis,1348
84668,Saint-Louis,Boulevard,Collectrice principale,50,Public,MÃªme sens unique,37067,boulevard Saint-Louis,1348
84669,Alphonse-Desjardins,Rue,Locale secondaire,30,Public,Pas de sens unique,37067,rue Alphonse-Desjardins,55
84670,Ludger-Duvernay,Rue,Locale secondaire,30,Public,Pas de sens unique,37067,rue Ludger-Duvernay,943
84671,AbbÃ©-Dalcourt,Place,Locale secondaire,30,Public,MÃªme sens unique,37067,place de l'AbbÃ©-Dalcourt,29
84672,Louis-Pasteur,Rue,Locale secondaire,30,Public,Pas de sens unique,37067,rue Louis-Pasteur,933
84673,Carmel,Boulevard,Collectrice principale,50,Public,Pas de sens unique,37067,boulevard du Carmel,230
84674,Sainte-Marguerite,Rue,ArtÃ¨re principale,50,Public,MÃªme sens unique,37067,rue Sainte-Marguerite,1324
84675,Sainte-Marguerite,Rue,ArtÃ¨re principale,50,Public,MÃªme sens unique,37067,rue Sainte-Marguerite,1324
84676,Bellefeuille,Rue,ArtÃ¨re principale,50,Public,MÃªme sens unique,37067,rue Bellefeuille,139
84677,Forges,Rue,ArtÃ¨re principale,50,Public,MÃªme sens unique,37067,rue des Forges,550
84678,Saint-Georges,Rue,Collectrice secondaire,50,Public,MÃªme sens unique,37067,rue Saint-Georges,1333
84679,Notre-Dame Est,Rue,ArtÃ¨re principale,90,Public,Pas de sens unique,37067,rue Notre-Dame Est,1100
84680,Notre-Dame Est,Rue,ArtÃ¨re principale,90,Public,Pas de sens unique,37067,rue Notre-Dame Est,1100
84681,Notre-Dame Est,Rue,ArtÃ¨re principale,90,Public,Pas de sens unique,37067,rue Notre-Dame Est,1100
84682,Notre-Dame Est,Rue,ArtÃ¨re principale,90,Public,Pas de sens unique,37067,rue Notre-Dame Est,1100
84683,Red Mill Sud,Route,Locale principale,70,Public,Pas de sens unique,37067,route de Red Mill Sud,1241
84684,Saint-Malo,Rang,Locale principale,30,Public,Pas de sens unique,37067,rang Saint-Malo,1350
84685,Saint-Malo,Rang,Locale principale,30,Public,Pas de sens unique,37067,rang Saint-Malo,1350
84686,Bradley,Route,Locale secondaire,50,Public,Pas de sens unique,37067,route Bradley,196
84687,Sorbiers,Rue,Locale secondaire,30,Public,Pas de sens unique,37067,rue des Sorbiers,1401
84688,Bradley,Route,Locale secondaire,50,Public,Pas de sens unique,37067,route Bradley,196
84689,Bradley,Route,Locale secondaire,50,Public,Pas de sens unique,37067,route Bradley,196
84690,Bradley,Route,ArtÃ¨re secondaire,50,Public,Pas de sens unique,37067,route Bradley,196
84691,Bradley,Viaduc,ArtÃ¨re secondaire,50,Public,Pas de sens unique,37067,route Bradley,196
84692,Bradley,Rue,ArtÃ¨re secondaire,90,Public,Pas de sens unique,37067,route Bradley,196
84693,FÃ©lix-Leclerc,Autoroute,Autoroute,100,Public,MÃªme sens unique,37067,autoroute FÃ©lix-Leclerc,524
84694,FÃ©lix-Leclerc,Autoroute,Autoroute,100,Public,MÃªme sens unique,37067,autoroute FÃ©lix-Leclerc,524
84695,Bradley,Route,ArtÃ¨re secondaire,50,Public,Pas de sens unique,37067,route Bradley,196
84696,Desserte,Voie,Locale secondaire,50,Public,Pas de sens unique,37067,voie de Desserte,432
84697,Desserte,Voie,Locale secondaire,50,Public,Pas de sens unique,37067,voie de Desserte,432
84698,FÃ©lix-Leclerc,Autoroute,Autoroute,100,Public,MÃªme sens unique,37067,autoroute FÃ©lix-Leclerc,524
84699,FÃ©lix-Leclerc,Autoroute,Autoroute,100,Public,MÃªme sens unique,37067,autoroute FÃ©lix-Leclerc,524
84700,Saint-Malo,Rue,Collectrice secondaire,70,Public,Pas de sens unique,37067,rang Saint-Malo,1350
84701,Guilbault,Rue,Locale secondaire,30,Public,Pas de sens unique,37067,rue Guilbault,653
84702,Saint-Malo,Rang,Collectrice secondaire,70,Public,Pas de sens unique,37067,rang Saint-Malo,1350
84703,Pruniers,Rue,Locale secondaire,30,Public,Pas de sens unique,37067,rue des Pruniers,1222
84704,Saint-Malo,Rang,Collectrice secondaire,70,Public,Pas de sens unique,37067,rang Saint-Malo,1350
84705,Saint-Malo,Rang,Collectrice secondaire,50,Public,Pas de sens unique,37067,rang Saint-Malo,1350
84706,Notre-Dame Est,Rue,ArtÃ¨re principale,70,Public,Pas de sens unique,37067,rue Notre-Dame Est,1100
84707,Tulipes,Rue,Locale secondaire,30,Public,Pas de sens unique,37067,rue des Tulipes,1447
84708,Oeillets,Rue,Locale secondaire,30,Public,Pas de sens unique,37067,rue des Oeillets,1105
84709,Notre-Dame Est,Rue,ArtÃ¨re principale,70,Public,Pas de sens unique,37067,rue Notre-Dame Est,1100
84710,AncÃªtres,Rue,Locale secondaire,30,Public,Pas de sens unique,37067,rue des AncÃªtres,62
84711,Jardins-du-Golf,Rue,Locale secondaire,30,Public,Pas de sens unique,37067,rue des Jardins-du-Golf,741
84712,J.-RÃ©al-Desrosiers,Rue,ArtÃ¨re principale,70,Public,Pas de sens unique,37067,rue J.-RÃ©al-Desrosiers,726
84713,J.-RÃ©al-Desrosiers,Rue,ArtÃ¨re principale,70,Public,Pas de sens unique,37067,rue J.-RÃ©al-Desrosiers,726
84714,Sainte-Marthe,MontÃ©e,Collectrice principale,70,Public,Pas de sens unique,37067,montÃ©e Sainte-Marthe,1326
84715,Saint-Malo,Rue,Collectrice principale,70,Public,Pas de sens unique,37067,rang Saint-Malo,1350
84716,Saint-Maurice,Rue,ArtÃ¨re principale,70,Public,Pas de sens unique,37067,rue Saint-Maurice,1352
84717,Houssart,Rue,Locale secondaire,50,Public,Pas de sens unique,37067,rue Houssart,701
84718,De Grandmont,Rue,Locale secondaire,50,Public,Pas de sens unique,37067,rue De Grandmont,374
84719,Patry,Rue,Locale principale,30,Public,Pas de sens unique,37067,rue Patry,1143
84720,Madeleine-Raclos,Place,Locale secondaire,30,Public,Pas de sens unique,37067,place Madeleine-Raclos,951
84721,Denis-Caron,Rue,Locale secondaire,30,Public,Pas de sens unique,37067,rue Denis-Caron,413
84722,Notre-Dame Est,Rue,Collectrice principale,30,Public,Pas de sens unique,37067,rue Notre-Dame Est,1100
84723,HÃ©bert,Rue,Locale secondaire,30,Public,Pas de sens unique,37067,rue HÃ©bert,673
84724,HÃ©bert,Rue,Locale secondaire,30,Public,Pas de sens unique,37067,rue HÃ©bert,673
84725,Saint-Ãmile,Rue,Collectrice secondaire,30,Public,Pas de sens unique,37067,rue Saint-Ãmile,1327
84726,Saint-Ãmile,Rue,Collectrice secondaire,40,Public,Pas de sens unique,37067,rue Saint-Ãmile,1327
84727,Julien-Brousseau,Rue,Locale secondaire,30,Public,Pas de sens unique,37067,rue Julien-Brousseau,794
84728,Berlinguet,Rue,Locale secondaire,30,Public,Pas de sens unique,37067,rue Berlinguet,151
84729,Fonderie,Rue,Locale secondaire,30,Public,Pas de sens unique,37067,rue de la Fonderie,542
84730,Vachon,Rue,Collectrice principale,50,Public,Pas de sens unique,37067,rue Vachon,1457
84731,Vachon,Rue,Locale secondaire,30,Public,Pas de sens unique,37067,rue Vachon,1457
84732,Barkoff,Rue,ArtÃ¨re principale,50,Public,Pas de sens unique,37067,rue Barkoff,115
84733,Des Ormeaux,Rue,ArtÃ¨re secondaire,50,Public,Pas de sens unique,37067,rue Des Ormeaux,420
84734,Vachon,Rue,Locale secondaire,30,Public,Pas de sens unique,37067,rue Vachon,1457
84735,Morin,Rue,Locale secondaire,30,Public,Pas de sens unique,37067,rue Morin,1068
84736,Crevier,Rue,Locale secondaire,30,Public,Pas de sens unique,37067,rue Crevier,339
84737,Saint-Arnaud,Rue,Locale secondaire,30,Public,Pas de sens unique,37067,rue Saint-Arnaud,1303
84738,Des Ormeaux,Rue,ArtÃ¨re secondaire,50,Public,Pas de sens unique,37067,rue Des Ormeaux,420
84739,De CalliÃ¨res,Rue,Locale secondaire,30,Public,Pas de sens unique,37067,rue De CalliÃ¨res,361
84740,Johnson,Place,Locale secondaire,30,Public,Pas de sens unique,37067,place Johnson,777
84741,SauvÃ©,Rue,Locale secondaire,30,Public,Pas de sens unique,37067,rue SauvÃ©,1379
84742,RenÃ©-Ãdouard-Caron,Place,Locale secondaire,30,Public,Pas de sens unique,37067,place RenÃ©-Ãdouard-Caron,1245
84743,RenÃ©-LÃ©vesque,Place,Locale secondaire,30,Public,Pas de sens unique,37067,place RenÃ©-LÃ©vesque,1248
84744,Robitaille,Rue,Locale secondaire,30,Public,Pas de sens unique,37067,rue Robitaille,1271
84745,JettÃ©,Rue,Locale secondaire,30,Public,Pas de sens unique,37067,rue JettÃ©,773
84746,Fiset,Rue,Locale secondaire,30,Public,Pas de sens unique,37067,rue Fiset,535
84747,Masson,Rue,Locale secondaire,30,Public,Pas de sens unique,37067,rue Masson,994
84748,L.-P.-Brodeur,Rue,Locale secondaire,30,Public,Pas de sens unique,37067,rue L.-P.-Brodeur,801
84749,PÃ©rodeau,Rue,Locale secondaire,30,Public,Pas de sens unique,37067,rue PÃ©rodeau,1170
84750,Leblanc,Rue,Locale secondaire,30,Public,Pas de sens unique,37067,rue Leblanc,866
84751,Patenaude,Rue,Locale secondaire,30,Public,Pas de sens unique,37067,rue Patenaude,1139
84752,OnÃ©sime-Gagnon,Rue,Locale secondaire,30,Public,Pas de sens unique,37067,rue OnÃ©sime-Gagnon,1112
84753,Prairies,Rue,Locale secondaire,50,Public,Pas de sens unique,37067,rue des Prairies,1213
84754,Prairies,Rue,Locale secondaire,40,Public,Pas de sens unique,37067,rue des Prairies,1213
84755,Pie-XII,Rue,Collectrice secondaire,50,Public,Pas de sens unique,37067,rue Pie-XII,1192
84756,Chapleau,Place,Locale secondaire,30,Public,Pas de sens unique,37067,place Chapleau,266
84757,Monseigneur-Comtois,Place,Locale secondaire,30,Public,Pas de sens unique,37067,place Monseigneur-Comtois,1045
84758,Crevier,Rue,Locale secondaire,30,Public,Pas de sens unique,37067,rue Crevier,339
84759,Masse,Chemin,Collectrice principale,50,Public,Pas de sens unique,37067,chemin Masse,992
84760,Maxime,Place,Locale secondaire,30,Public,Pas de sens unique,37067,place Maxime,1008
84761,Pins,Chemin,Locale principale,70,Public,Pas de sens unique,37067,chemin des Pins,1196
84762,Pins,Chemin,Locale principale,70,Public,Pas de sens unique,37067,chemin des Pins,1196
84764,Langevin,Chemin,Locale secondaire,30,Public,Pas de sens unique,37067,chemin Langevin,835
84765,Louis-de-France,Rue,Locale principale,70,Public,Pas de sens unique,37067,rue Louis-de-France,923
84766,Louis-de-France,Rue,Locale principale,70,Public,Pas de sens unique,37067,rue Louis-de-France,923
84767,O'Connor,CarrÃ©,Locale secondaire,30,Public,Pas de sens unique,37067,carrÃ© O'Connor,1104
84768,O'Connor,CarrÃ©,Locale secondaire,30,Public,Pas de sens unique,37067,carrÃ© O'Connor,1104
84769,Ovide-Baribault,Rue,Locale secondaire,30,Public,Pas de sens unique,37067,rue Ovide-Baribault,1513
84770,Maire-Lesieur,Rue,Locale secondaire,30,Public,Pas de sens unique,37067,rue du Maire-Lesieur,956
84771,Julien-Jacob,Rue,Locale secondaire,30,Public,Pas de sens unique,37067,rue Julien-Jacob,795
84772,Thibeau,Boulevard,ArtÃ¨re principale,70,Public,Pas de sens unique,37067,boulevard Thibeau,1427
84773,DosithÃ©-Bourassa,Rue,Locale secondaire,30,Public,Pas de sens unique,37067,rue DosithÃ©-Bourassa,453
84774,Caron,Rue,Locale principale,30,Public,Pas de sens unique,37067,rue Caron,233
84776,DosithÃ©-Bourassa,Rue,Locale secondaire,30,Public,Pas de sens unique,37067,rue DosithÃ©-Bourassa,453
84777,Saint-Alexis,Rue,Collectrice secondaire,50,Public,Pas de sens unique,37067,rue Saint-Alexis,1299
84778,Maurice-Paquin,Rue,Locale secondaire,30,Public,Pas de sens unique,37067,rue Maurice-Paquin,1004
84779,Saint-Alexis,Rue,Collectrice secondaire,50,Public,Pas de sens unique,37067,rue Saint-Alexis,1299
84780,Beaudet,Rue,Locale secondaire,30,Public,Pas de sens unique,37067,rue Beaudet,122
