"Point d'échantillonnage","Date","Raison d'annulation","%OD","O2 (mg/L)","Conductivité (µs/cm2)","pH","Température (oC)","Signe COLI","COLI","MÉTÉO","Ag (µg/L)","Al (µg/L)","As (µg/L)","Ba (µg/L)","Be (µg/L)","Ca (µg/L)","Cd (µg/L)","Co (µg/L)","COT (µg/L)","Cr (µg/L)","Cu (µg/L)","Fe (µg/L)","K (µg/L)","Mg (µg/L)","Mn (µg/L)","Mo (µg/L)","Na (µg/L)","NH3 (µg/L)","Ni (µg/L)","Ptot (µg/L)","Pb (µg/L)","MES  (mg/L)","Sb (µg/L)","Se (µg/L)","Sn2 ug/L","Tl ug/L","U (µg/L)","V (µg/L)","Zn (µg/L)"
"EMIS-M52-1",2013-05-14 15:40,,92,"10,0",219,"8,3","11,8","=",3800,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EMIS-M52-1",2013-05-21 14:45,,57,"6,0",217,"8,2","13,8","=",2500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EMIS-M52-1",2013-07-30 13:03,,100,"8,6",257,"8,2","23,5","=",540,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EMIS-M52-1",2013-09-17 14:00,,105,"9,9",293,"8,4","18,3","=",180,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EMIS-M52-3",2013-05-14 15:35,,93,"10,2",222,"8,3","11,5","=",1700,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EMIS-M52-3",2013-05-21 14:43,,58,"6,0",217,"8,2","13,5","=",2000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EMIS-M52-3",2013-07-30 12:59,,99,"8,5",258,"8,3","23,1","=",900,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EMIS-M52-3",2013-09-17 13:56,,102,"9,7",294,"8,3","18,1","=",810,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EMIS-M52-6",2013-05-14 15:37,,94,"10,4",236,"8,4","11,4","=",630,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EMIS-M52-6",2013-05-21 14:41,,58,"6,1",226,"8,2","13,3","=",1500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EMIS-M52-6",2013-07-30 12:56,,98,"8,5",258,"8,3","23,1","=",360,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EMIS-M52-6",2013-09-17 13:53,,100,"9,5",296,"8,3","18,1","=",720,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EMIS-M52-9",2013-05-14 15:27,,96,"10,6",274,"8,4","11,2","=",100,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EMIS-M52-9",2013-05-21 14:37,,60,"6,3",257,"8,1","13,2","<",100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EMIS-M52-9",2013-07-30 12:51,,96,"8,3",261,"8,2","22,9","=",900,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EMIS-M52-9",2013-09-17 13:48,,102,"9,7",301,"8,3","17,9","=",1300,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EMIS-M78P1",2013-05-14 13:24,,101,"11,1",226,"8,4","11,3","=",990,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EMIS-M78P1",2013-05-21 12:56,,82,"8,7",218,"8,6","13,3","=",2300,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EMIS-M78P1",2013-07-30 12:39,,97,"8,3",259,"8,6","23,2","=",540,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EMIS-M78P1",2013-09-17 13:34,,110,"10,5",294,"8,3","18,1","=",630,-1,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,
"EMIS-MA2",2013-07-30 12:03,,,,,,,"=",1400,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EMIS-MA2",2013-09-17 12:00,,103,"9,9",289,"8,5","17,6","=",2000,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EMIS-MA7",2013-05-14 13:05,,101,"11,0",213,"8,3","11,6","=",4400,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EMIS-MA7",2013-05-21 12:36,,81,"8,5",213,"8,7","13,5","=",6000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EMIS-MA7",2013-07-30 11:52,,99,"8,6",257,"8,4","23,1","=",2000,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EMIS-MA7",2013-09-17 12:12,,105,"9,9",288,"8,4","18,0","=",4400,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EMIS-MS69",2013-05-14 11:27,,97,"10,7",218,"8,6","11,1","=",14000,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EMIS-MS69",2013-05-21 10:46,,86,"9,1",213,"8,7","13,2","=",23000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EMIS-MS69",2013-07-30 10:34,,95,"8,2",257,"8,0","22,8","=",10000,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EMIS-MS69",2013-09-17 10:28,,98,"9,4",293,"8,2","17,9","=",40000,-1,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,
"EMIS-26T-8",2013-07-17 11:35,,103,"8,7",261,"8,2","24,2","=",18000,1,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,
"EMIS-26T-8",2013-08-20 11:51,,102,"8,8",292,"8,3","22,5","=",14000,1,,,,,,,,,,,,,,,,,,62,,,,,,,,,,,
"EMIS-26T-8",2013-08-21 11:39,,101,"8,7",293,"8,4","22,8","=",12000,1,,,,,,,,,,,,,,,,,,61,,,,,,,,,,,
"EMIS-26T-8",2013-09-30 11:50,,105,"10,0",284,"8,7","18,2","=",17000,1,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,
"EMIS-26T-8",2013-10-16 11:35,,103,"10,1",295,"8,1","16,6","=",38000,-2,,,,,,,,,,,,,,,,,,140,,,,,,,,,,,
"EMIS-26T-9",2013-07-16 12:30,,113,"9,6",260,"8,1","23,5","=",13000,1,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,
"EMIS-26T-9",2013-07-17 11:39,,106,"9,0",268,"8,3","24,0","=",15000,1,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,
"EMIS-26T-9",2013-08-20 11:53,,104,"9,1",291,"8,3","22,5","=",5200,1,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,
"EMIS-26T-9",2013-08-21 11:41,,105,"9,1",290,"8,4","22,8","=",5500,1,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,
"EMIS-26T-9",2013-09-30 11:53,,101,"9,6",282,"8,8","18,1","=",4500,1,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,
"EMIS-26T-9",2013-10-16 11:37,,104,"10,2",293,"8,2","16,6","=",15000,-2,,,,,,,,,,,,,,,,,,57,,,,,,,,,,,
"EMIS-30RN",2013-07-16 13:04,,107,"8,9",216,"8,1","24,7","=",12000,1,,,,,,,,,,,,,,,,,,26,,,,,,,,,,,
"EMIS-30RN",2013-07-17 12:31,,104,"8,6",222,"8,1","25,2","=",18000,1,,,,,,,,,,,,,,,,,,24,,,,,,,,,,,
"EMIS-30RN",2013-08-20 13:13,,89,"7,7",210,"8,2","22,7","=",2500,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EMIS-30RN",2013-08-21 12:29,,96,"8,3",207,"8,2","22,9","=",2400,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EMIS-30RN",2013-09-30 12:24,,101,"9,6",192,"8,3","17,9","=",640,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EMIS-30RN",2013-10-16 10:50,,102,"10,2",147,"7,9","15,7","=",590,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EMIS-30RN-11",2013-07-16 12:48,,,,229,,,"=",15000,1,,,,,,,,,,,,,,,,,,26,,,,,,,,,,,
"EMIS-30RN-11",2013-07-17 12:23,,102,"8,5",236,"8,1","24,8","=",20000,1,,,,,,,,,,,,,,,,,,26,,,,,,,,,,,
"EMIS-30RN-11",2013-08-20 13:03,,92,"8,0",260,"8,2","22,6","=",17000,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EMIS-30RN-11",2013-08-21 12:21,,98,"8,5",260,"8,2","22,6","=",15000,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EMIS-30RN-11",2013-09-30 12:12,,101,"9,7",247,"8,5","18,0","=",5400,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EMIS-30RN-11",2013-10-16 10:43,,108,"10,7",228,"8,2","16,1","=",9000,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EMIS-30RN-13",2013-07-16 12:44,,110,"9,3",239,"8,3","24,1","=",17000,1,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,
"EMIS-30RN-13",2013-07-17 12:20,,101,"8,5",245,"8,1","24,6","=",17000,1,,,,,,,,,,,,,,,,,,54,,,,,,,,,,,
"EMIS-30RN-13",2013-08-20 13:00,,93,"8,1",283,"8,1","22,6","=",36000,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EMIS-30RN-13",2013-08-21 12:20,,98,"8,5",285,"8,2","22,7","=",28000,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EMIS-30RN-13",2013-09-30 12:09,,103,"9,8",275,"8,5","18,1","=",15000,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EMIS-30RN-13",2013-10-16 10:38,,108,"10,6",272,"8,2","16,3","=",28000,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EMIS-30RN-15",2013-07-16 12:40,,111,"9,4",249,"8,4","23,9","=",12000,1,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,
"EMIS-30RN-15",2013-07-17 12:15,,104,"8,7",258,"8,4","24,3","=",26000,1,,,,,,,,,,,,,,,,,,23,,,,,,,,,,,
"EMIS-30RN-15",2013-08-20 12:55,,98,"8,5",293,"8,2","22,5","=",22000,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EMIS-30RN-15",2013-08-21 12:17,,102,"9,6",293,"8,4","22,8","=",16000,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EMIS-30RN-15",2013-09-30 12:05,,101,"9,5",284,"8,7","18,4","=",29000,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EMIS-30RN-15",2013-10-16 10:36,,106,"10,4",291,"8,2","16,5","=",34000,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EMIS-30RN-3",2013-07-16 13:08,,112,"9,1",207,"8,1","25,9","=",9100,1,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,
"EMIS-30RN-3",2013-07-17 12:39,,102,"8,4",214,"8,1","25,7","=",14000,1,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,
"EMIS-30RN-3",2013-08-20 13:18,,88,"7,6",177,"8,3","23,1","=",720,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EMIS-30RN-3",2013-08-21 12:32,,97,"8,3",179,"8,2","23,3","=",590,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EMIS-30RN-3",2013-09-30 12:27,,100,"9,6",149,"8,2","17,8","=",360,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EMIS-30RN-3",2013-10-16 10:53,,102,"10,3",125,"7,9","15,5","=",560,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EMIS-30RN-5",2013-07-16 13:01,,109,"9,1",217,"8,0","24,6","=",19000,1,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,
"EMIS-30RN-5",2013-07-17 12:36,,102,"8,4",223,"8,2","25,2","=",20000,1,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,
"EMIS-30RN-5",2013-08-20 13:11,,89,"7,7",219,"8,2","22,6","=",4400,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EMIS-30RN-5",2013-08-21 12:27,,97,"8,4",211,"8,3","22,8","=",2700,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EMIS-30RN-5",2013-09-30 12:21,,100,"9,6",203,"8,5","17,9","=",1500,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EMIS-30RN-5",2013-10-16 10:48,,102,"10,2",153,"8,0","15,8","=",550,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EMIS-30RN-7",2013-07-16 12:56,,106,"8,9",218,"8,1","24,5","=",10000,1,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,
"EMIS-30RN-7",2013-07-17 12:28,,102,"8,5",224,"8,1","25,1","=",20000,1,,,,,,,,,,,,,,,,,,49,,,,,,,,,,,
"EMIS-30RN-7",2013-08-20 13:09,,90,"7,8",214,"8,2","22,7","=",3000,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EMIS-30RN-7",2013-08-21 12:25,,98,"8,4",209,"8,2","23,0","=",2400,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EMIS-30RN-7",2013-09-30 12:20,,103,"9,8",205,"8,5","17,9","=",1300,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EMIS-30RN-7",2013-10-16 10:47,,103,"10,3",159,"8,0","15,8","=",590,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EMIS-30RN-9",2013-07-16 12:52,,110,"9,2",221,"8,2","24,5","=",8200,1,,,,,,,,,,,,,,,,,,48,,,,,,,,,,,
"EMIS-30RN-9",2013-07-17 12:25,,101,"8,4",227,"8,1","25,0","=",16000,1,,,,,,,,,,,,,,,,,,21,,,,,,,,,,,
"EMIS-30RN-9",2013-08-20 13:06,,91,"7,9",222,"8,2","22,7","=",2800,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EMIS-30RN-9",2013-08-21 12:24,,99,"8,5",223,"8,2","22,9","=",5300,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EMIS-30RN-9",2013-09-30 12:15,,103,"9,8",211,"8,5","17,9","=",1500,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EMIS-30RN-9",2013-10-16 10:45,,103,"10,3",166,"8,1","15,8","=",730,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EMIS-36T-1",2013-05-14 14:06,,96,"10,4",86,"8,9","11,8","=",180,1,,,,,,,,,,,,,,,,,,67,,,,,,,,,,,
"EMIS-36T-1",2013-05-21 13:30,,80,"8,2",83,"8,7","14,1","<",100,0,,,,,,,,,,,,,,,,,,69,,,,,,,,,,,
"EMIS-36T-10",2013-05-14 14:30,,93,"10,2",222,"8,3","11,6","=",5800,1,,,,,,,,,,,,,,,,,,45,,,,,,,,,,,
"EMIS-36T-10",2013-05-21 13:50,,75,"7,8",221,"8,2","13,6","=",2700,0,,,,,,,,,,,,,,,,,,23,,,,,,,,,,,
"EMIS-36T-11",2013-05-14 14:33,,94,"10,3",230,"8,2","11,5","=",3500,1,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,
"EMIS-36T-11",2013-05-21 13:52,,74,"7,7",227,"8,2","13,6","=",1700,0,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,
"EMIS-36T-12",2013-05-14 14:35,,94,"10,2",237,"8,2","11,6","=",2100,1,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,
"EMIS-36T-12",2013-05-21 13:54,,73,"7,6",233,"8,2","13,7","=",810,0,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,
"EMIS-36T-13",2013-05-14 14:40,,93,"10,1",243,"8,2","11,8","=",450,1,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,
"EMIS-36T-13",2013-05-21 14:01,,74,"7,6",237,"8,1","14,5","=",360,0,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,
"EMIS-36T-15",2013-05-14 14:43,,92,"10,2",246,"8,3","11,4","=",900,1,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,
"EMIS-36T-15",2013-05-21 14:08,,68,"7,1",238,"8,1","13,5","=",450,0,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,
"EMIS-36T-17",2013-05-14 14:50,,93,"10,3",248,"8,2","11,2","=",630,1,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,
"EMIS-36T-17",2013-05-21 14:13,,66,"7,0",238,"8,1","13,4","=",270,0,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,
"EMIS-36T-19",2013-05-14 14:47,,94,"10,3",254,"8,1","11,4","=",630,1,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,
"EMIS-36T-19",2013-05-21 14:11,,66,"7,0",242,"8,2","13,4","=",720,0,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,
"EMIS-36T-2",2013-05-14 14:08,,95,"10,4",81,"8,8","11,5","=",180,1,,,,,,,,,,,,,,,,,,37,,,,,,,,,,,
"EMIS-36T-2",2013-05-21 13:32,,80,"8,4",78,"8,8","13,3","=",3800,0,,,,,,,,,,,,,,,,,,37,,,,,,,,,,,
"EMIS-36T-3",2013-05-14 14:10,,95,"10,4",102,"8,8","11,5","=",720,1,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,
"EMIS-36T-3",2013-05-21 13:34,,79,"8,4",90,"8,6","13,1","=",540,0,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,
"EMIS-36T-4",2013-05-14 14:12,,95,"10,3",111,"8,7","11,6","=",630,1,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,
"EMIS-36T-4",2013-05-21 13:36,,79,"8,3",109,"8,5","13,2","=",540,0,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,
"EMIS-36T-5",2013-05-14 14:14,,94,"10,3",128,"8,5","11,5","=",810,1,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,
"EMIS-36T-5",2013-05-21 13:38,,78,"8,3",121,"8,5","13,3","=",630,0,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,
"EMIS-36T-6",2013-05-14 14:16,,94,"10,3",141,"8,5","11,4","=",1600,1,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,
"EMIS-36T-6",2013-05-21 13:53,,78,"8,0",168,"8,3","13,1","=",1200,0,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,
"EMIS-36T-7",2013-05-14 14:20,,93,"10,2",163,"8,4","11,5","=",4500,1,,,,,,,,,,,,,,,,,,41,,,,,,,,,,,
"EMIS-36T-7",2013-05-21 13:43,,77,"8,1",158,"8,4","13,3","=",3900,0,,,,,,,,,,,,,,,,,,41,,,,,,,,,,,
"EMIS-36T-8",2013-05-14 14:25,,92,"10,1",183,"8,3","11,6","=",10000,1,,,,,,,,,,,,,,,,,,70,,,,,,,,,,,
"EMIS-36T-8",2013-05-21 13:45,,76,"8,0",181,"8,2","13,4","=",5600,0,,,,,,,,,,,,,,,,,,71,,,,,,,,,,,
"EMIS-36T-9",2013-05-14 14:28,,93,"10,2",212,"8,3","11,6","=",10000,1,,,,,,,,,,,,,,,,,,84,,,,,,,,,,,
"EMIS-36T-9",2013-05-21 13:48,,76,"8,0",208,"8,3","13,5","=",4800,0,,,,,,,,,,,,,,,,,,68,,,,,,,,,,,
"EMIS-6RN",2013-07-16 10:07,,99,"8,1",124,"7,8","25,7","<",100,1,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,
"EMIS-6RN",2013-07-17 09:37,,95,"7,7",125,"7,7","26,3","<",100,1,,,,,,,,,,,,,,,,,,21,,,,,,,,,,,
"EMIS-6RN",2013-08-20 09:36,,90,"7,9",183,"8,4","22,2","<",100,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EMIS-6RN",2013-08-21 09:42,,91,"7,9",193,"8,3","22,5","=",66,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EMIS-6RN",2013-09-30 09:37,,93,"8,9",131,"7,9","17,4","=",99,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EMIS-6RN",2013-10-16 13:56,,101,"10,1",99,"8,0","15,6","=",99,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EMIS-6RN-1",2013-07-16 09:51,,92,"7,5",152,"8,4","26,4","=",900,1,,,,,,,,,,,,,,,,,,28,,,,,,,,,,,
"EMIS-6RN-1",2013-07-17 09:25,,90,"7,2",145,"8,1","26,9","=",1100,1,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,
"EMIS-6RN-2",2013-07-16 09:55,,93,"7,6",142,"7,9","26,1","=",360,1,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,
"EMIS-6RN-2",2013-07-17 09:29,,93,"7,5",137,"7,9","26,5","=",360,1,,,,,,,,,,,,,,,,,,62,,,,,,,,,,,
"EMIS-6RN-3",2013-07-16 09:59,,102,"8,4",133,"7,9","25,8","=",360,1,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,
"EMIS-6RN-3",2013-07-17 09:33,,94,"7,6",137,"7,7","26,3","=",270,1,,,,,,,,,,,,,,,,,,32,,,,,,,,,,,
"EMIS-6RN-6",2013-07-16 10:07,,99,"8,1",124,"7,8","25,7","<",100,1,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,
"EMIS-6RN-6",2013-07-17 09:42,,97,"7,9",119,"7,6","26,2","<",100,1,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,
"EMIS-6RN-8",2013-07-17 09:47,,101,"8,4",199,"7,6","24,8","<",100,1,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,
"EMIS-7RS",2013-05-14 16:20,,103,"11,4",242,"8,3","11,2","=",180,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EMIS-7RS",2013-05-21 15:26,,55,"5,8",235,"8,5","13,2","<",100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EMIS-7RS",2013-07-30 10:24,,95,"8,2",242,"8,1","22,9","=",1300,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EMIS-7RS",2013-09-17 10:20,,101,"9,6",292,"8,2","17,8","=",180,-1,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,
"EMIS-9.5P1",2013-08-20 09:56,,86,"7,5",294,"8,2","22,1","=",32000,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EMIS-9.5P1",2013-08-21 10:00,,92,"8,1",294,"8,0","22,4","=",41000,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EMIS-9.5P1",2013-09-30 09:59,,101,"9,6",287,"8,0","17,9","=",32000,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EMIS-9.5P1",2013-10-16 13:44,,99,"9,7",291,"7,8","16,5","=",49000,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EMIS-9.5RN",2013-08-20 09:51,,88,"7,7",153,"8,1","22,1","<",100,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EMIS-9.5RN",2013-08-21 09:56,,91,"7,9",148,"8,0","22,5","=",23,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EMIS-9.5RN",2013-09-30 09:52,,97,"9,4",138,"7,7","17,2","=",54,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EMIS-9.5RN",2013-10-16 13:41,,100,"10,0",121,"7,9","15,4","=",140,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EMIS-LAVA",2013-07-16 13:16,,115,"9,5",211,"8,2","25,4","=",20000,1,,,,,,,,,,,,,,,,,,42,,,,,,,,,,,
"EMIS-LAVA",2013-07-17 12:44,,101,"8,3",216,"8,2","25,7","=",26000,1,,,,,,,,,,,,,,,,,,44,,,,,,,,,,,
"EMIS-LAVA",2013-08-20 13:21,,87,"7,5",174,"7,9","23,2","=",720,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"S-BMR-0.0",2013-06-19 11:49,,99,"8,0",764,"10,5","13,1","=",450,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"S-BMR-0.0",2013-09-16 12:35,"À sec",,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"S-CPC-0.0",2013-06-19 11:10,"Inaccessible",,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"S-CPC-0.0",2013-09-16 12:40,"À sec",,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"S-GRT-0.0",2013-06-19 11:05,,125,"8,5",577,"11,0","14,0","=",1100,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"S-GRT-0.0",2013-09-16 12:50,,,,480,"7,2","14,0","<",1000,0,,,,,,,,,,,,,,,,,,25,,"115,0",,,,,,,,,
"S-LAVA-1",2013-06-19 10:02,,94,"9,6",171,"9,0","17,9","=",200,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"S-LAVA-1",2013-09-16 13:36,,,,260,"7,9","16,0","=",2900,0,,,,,,,,,,,,,,,,,,55,,"61,0",,,,,,,,,
"S-LAVA-1a",2013-06-19 10:04,,114,"8,9",154,"9,5","17,3","=",820,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"S-LAVA-1a",2013-09-16 13:38,,,,250,"8,0","16,0","=",1000,0,,,,,,,,,,,,,,,,,,88,,"40,0",,,,,,,,,
"S-LAVA-20",2013-06-19 13:26,,130,"8,8",164,"11,0","20,0","=",310,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"S-LAVA-20",2013-09-16 11:15,,,,650,"6,5","16,0","=",1000,0,,,,,,,,,,,,,,,,,,72,,"43,0",,,,,,,,,
"S-LAVA-5",2013-06-19 11:15,,112,"8,8",188,"10,6","18,3","=",580,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"S-LAVA-5",2013-09-16 12:45,,,,260,"7,4","16,0","=",1600,0,,,,,,,,,,,,,,,,,,61,,"159,0",,,,,,,,,
"S-LAVA-9",2013-06-19 14:14,,114,"8,5",186,"10,6","19,4","=",350,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"S-LAVA-9",2013-09-16 11:57,,,,500,"7,6","15,0","=",1700,0,,,,,,,,,,,,,,,,,,48,,"65,0",,,,,,,,,
"S-PCO-0.0",2013-06-19 11:30,"À sec",,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"S-PCO-0.0",2013-09-16 11:41,"À sec",,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"S-SJE-0.0",2013-06-19 13:56,,126,"8,2",380,"11,0","16,5","=",910,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"S-SJE-0.0",2013-09-16 11:25,,,,620,"7,0","14,0","=",570,0,,,,,,,,,,,,,,,,,,20,,"86,0",,,,,,,,,
"S-SNO-0.0",2013-06-19 14:53,,130,"8,2",538,"11,0","17,2","=",730,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"S-SNO-0.0",2013-09-16 12:17,,,,550,"6,9","12,0","=",5600,0,,,,,,,,,,,,,,,,,,35,,"177,0",,,,,,,,,
"EMIS-MS69-1",2013-05-14 11:25,,100,"11,0",203,"8,9","11,2","=",18000,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EMIS-MS69-1",2013-05-21 10:44,,88,"9,3",182,"8,7","13,2","=",19000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EMIS-MS69-1",2013-07-30 10:30,,97,"8,4",262,"8,0","22,8","=",120000,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EMIS-MS69-1",2013-09-17 10:25,,98,"9,3",297,"8,3","17,9","=",150000,-1,,,,,,,,,,,,,,,,,,69,,,,,,,,,,,
