"Point d'échantillonnage","Date","%OD","O2 (mg/L)","Conductivité (µs/cm2)","pH","Température (oC)","Signe COLI","COLI","MÉTÉO","Ag (µg/L)","Al (µg/L)","As (µg/L)","Ba (µg/L)","Be (µg/L)","Ca (µg/L)","Cd (µg/L)","Co (µg/L)","COT (µg/L)","Cr (µg/L)","Cu (µg/L)","Fe (µg/L)","K (µg/L)","Mg (µg/L)","Mn (µg/L)","Mo (µg/L)","Na (µg/L)","NH3 (µg/L)","Ni (µg/L)","Ptot (µg/L)","Pb (µg/L)","MES  (mg/L)","Sb (µg/L)","Se (µg/L)","Sn2 ug/L","Tl ug/L","U (µg/L)","V (µg/L)","Zn (µg/L)"
"EMIS-MS69-6",2014-05-12 10:28,106,"12,0",233,"7,9","10,0","=",1400,-2,,,,,,,,,,,,,,,,,,36,,23,,,,,,,,,
"EMIS-MS69-6",2014-05-14 10:34,101,"11,3",244,"8,0","10,3","=",21000,1,,,,,,,,,,,,,,,,,,20,,18,,,,,,,,,
"EMIS-MS69-6",2014-05-21 10:37,104,"11,0",228,"7,8","12,8","=",2500,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EMIS-MS69-9",2014-05-12 10:32,106,"11,9",234,"7,9","10,0","=",2100,-2,,,,,,,,,,,,,,,,,,32,,22,,,,,,,,,
"EMIS-MS69-9",2014-05-14 10:37,101,"11,3",243,"8,0","10,3","=",40000,1,,,,,,,,,,,,,,,,,,20,,18,,,,,,,,,
"EMIS-MS69-9",2014-05-21 10:39,103,"11,0",229,"7,8","12,8","=",3800,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EMIS-MT23",2014-05-12 09:30,106,"12,0",278,"8,3","10,1","<",100,-2,,,,,,,,,,,,,,,,,,20,,17,,,,,,,,,
"EMIS-MT23",2014-05-14 09:37,103,"11,5",278,"8,1","10,3","<",100,1,,,,,,,,,,,,,,,,,,20,,16,,,,,,,,,
"EMIS-MT23",2014-05-21 09:39,102,"10,9",272,"8,3","12,5","<",100,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EMIS-MU4",2014-05-12 10:12,109,"12,1",158,"7,8","10,7","<",100,-2,,,,,,,,,,,,,,,,,,20,,28,,,,,,,,,
"EMIS-MU4",2014-05-14 10:19,101,"11,2",191,"7,9","10,8","<",100,1,,,,,,,,,,,,,,,,,,20,,24,,,,,,,,,
"EMIS-MU4",2014-05-21 10:25,103,"10,7",146,"7,9","13,7","<",100,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EMIS-PERES-1",2014-10-01 11:57,97,"9,4",118,"7,8","16,5","=",360,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EMIS-PERES-1",2014-10-28 11:41,99,"10,9",107,"7,7","10,9","=",730,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FSL-69R",2014-05-12 09:46,108,"12,0",196,"7,9","10,5","<",100,-2,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,
"FSL-69R",2014-05-14 09:49,99,"11,1",208,"8,2","10,7","<",100,1,,,,,,,,,,,,,,,,,,20,,25,,,,,,,,,
"FSL-69R",2014-05-21 09:50,103,"10,8",191,"8,1","13,2","<",100,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LSP-GRACE-10",2014-10-01 13:43,99,"9,6",208,"8,1","17,0","=",13000,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LSP-GRACE-10",2014-10-28 13:23,101,"11,0",178,"7,9","11,4","=",2400,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LSP-GRACE-13",2014-10-01 13:46,98,"9,4",224,"8,2","17,1","=",14000,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LSP-GRACE-13",2014-10-28 13:26,99,"10,7",204,"7,9","11,5","=",4800,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LSP-GRACE-15",2014-10-01 13:49,98,"9,4",230,"8,2","17,1","=",15000,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LSP-GRACE-15",2014-10-28 13:28,100,"10,9",211,"7,9","11,5","=",3900,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LSP-GRACE-20",2014-10-01 13:54,100,"9,6",258,"8,3","17,2","=",10000,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LSP-GRACE-20",2014-10-28 13:32,101,"10,9",241,"8,0","11,6","=",5300,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LSP-GRACE-21",2014-10-01 13:56,102,"9,8",267,"8,3","17,3","=",19000,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LSP-GRACE-21",2014-10-28 13:34,99,"10,7",256,"8,0","11,7","=",3600,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LSP-GRACE-22",2014-10-01 13:59,101,"9,7",275,"8,5","17,3","=",16000,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LSP-GRACE-22",2014-10-28 13:36,101,"10,9",264,"8,1","11,7","=",4600,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LSP-GRACE-23",2014-10-01 14:00,102,"9,8",280,"8,5","17,4","=",4100,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LSP-GRACE-23",2014-10-28 13:38,102,"11,0",271,"8,1","11,8","=",3600,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LSP-GRACE-25",2014-10-01 14:03,103,"9,8",282,"8,6","17,5","=",4700,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LSP-GRACE-25",2014-10-28 13:40,101,"10,9",275,"8,2","11,8","=",2800,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LSP-GRACE-26",2014-10-01 14:04,105,"10,0",286,"8,6","17,6","=",360,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LSP-GRACE-26",2014-10-28 13:42,102,"11,0",287,"8,2","11,9","=",510,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LSP-GRACE-27",2014-10-01 14:07,104,"10,0",288,"8,6","17,4","=",18,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LSP-GRACE-27",2014-10-28 13:45,101,"11,0",292,"8,3","11,7","=",170,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LSP-GRACE-5",2014-10-01 13:36,97,"9,5",145,"8,2","16,7","=",1200,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LSP-GRACE-5",2014-10-28 13:14,99,"10,9",122,"8,1","11,1","=",530,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LSP-GRACE-8",2014-10-01 13:41,100,"9,7",180,"8,1","16,9","=",5800,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LSP-GRACE-8",2014-10-28 13:20,99,"10,9",158,"7,9","11,3","=",2400,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LSP-T1-15",2014-10-01 14:53,101,"9,8",190,"8,3","17,1","=",5000,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LSP-T1-15",2014-10-28 14:09,100,"11,0",172,"8,2","11,3","=",4000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LSP-T1-16",2014-10-01 14:55,101,"9,7",197,"8,3","17,2","=",9000,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LSP-T1-16",2014-10-28 14:12,98,"10,7",179,"8,0","11,3","=",4600,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LSP-T1-17",2014-10-01 14:58,101,"9,8",194,"8,3","17,1","=",3000,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LSP-T1-17",2014-10-28 14:15,100,"11,0",176,"8,0","11,3","=",4400,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LSP-T1-18",2014-10-01 15:01,100,"9,6",201,"8,3","17,1","=",9000,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LSP-T1-18",2014-10-28 14:17,99,"10,9",178,"7,9","11,3","=",5300,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LSP-T1-19",2014-10-01 15:03,98,"9,5",216,"8,3","17,1","=",10000,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LSP-T1-19",2014-10-28 14:20,101,"11,1",187,"7,9","11,3","=",360,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LSP-T1-20",2014-10-01 15:06,99,"9,5",212,"8,3","17,1","=",5500,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LSP-T1-20",2014-10-28 14:23,101,"11,0",188,"7,9","11,3","=",5400,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LSP-T1-22",2014-10-01 15:08,101,"9,7",258,"8,3","17,2","=",11000,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LSP-T1-22",2014-10-28 14:26,100,"10,9",247,"7,9","11,6","=",4500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LSP-T1-23",2014-10-01 15:10,102,"9,7",280,"8,4","17,4","=",5000,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LSP-T1-23",2014-10-28 14:28,99,"10,7",272,"8,1","11,8","=",3000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LSP-T1-24",2014-10-01 15:14,104,"9,9",288,"8,6","17,5","=",1100,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LSP-T1-24",2014-10-28 14:31,100,"10,9",288,"8,2","11,7","=",910,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LSP-T1-25",2014-10-01 15:17,104,"10,0",288,"8,6","17,4","=",360,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LSP-T1-25",2014-10-28 14:34,102,"11,0",293,"8,2","11,7","=",230,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"OER-MTL",2014-10-01 09:12,77,"7,3",306,"7,4","17,9",">",60000,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"OER-MTL",2014-10-28 09:10,92,"9,9",279,"7,9","12,1","=",130000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
