"Point d'échantillonnage","Date","%OD","O2 (mg/L)","Conductivité (µs/cm2)","pH","Température (oC)","Signe COLI","COLI","MÉTÉO","Ag (µg/L)","Al (µg/L)","As (µg/L)","Ba (µg/L)","Be (µg/L)","Ca (µg/L)","Cd (µg/L)","Co (µg/L)","COT (µg/L)","Cr (µg/L)","Cu (µg/L)","Fe (µg/L)","K (µg/L)","Mg (µg/L)","Mn (µg/L)","Mo (µg/L)","Na (µg/L)","NH3 (µg/L)","Ni (µg/L)","Ptot (µg/L)","Pb (µg/L)","MES  (mg/L)","Sb (µg/L)","Se (µg/L)","Sn2 ug/L","Tl ug/L","U (µg/L)","V (µg/L)","Zn (µg/L)"
"EMIS-M138",2012-09-19 10:08,100,"9,2",305,"8,4","19,4","=",140000,-1,"0,1",127,"0,9",24,"0,1",30560,"0,1","0,5",,"0,4","1,5",171,1808,8490,"11,0","2,0",14112,,"0,8",,"0,2",,"0,5","0,5","1,0","0,2","0,3","0,6","3,0"
"EMIS-M138",2012-09-26 09:53,94,"9,0",309,"8,1","17,6","=",100000,1,"0,1",118,"0,8",23,"0,1",32960,"0,1","0,9",,"0,3","1,4",141,2114,8984,"10,5","1,0",14968,,"0,7",,"0,2",,"0,5","0,5","1,0","0,2","0,3","0,5","3,0"
"EMIS-M138",2012-10-17 09:59,130,"13,9",311,"8,0","12,3","=",230000,-2,"0,1",127,"0,8",22,"0,1",30600,"0,1","0,9",,"0,6","1,9",147,2022,8262,"8,7","1,0",14568,,"0,8",,"0,2",,"0,5","0,5","1,0","0,2","0,3","0,4","3,0"
"EMIS-M140",2012-06-27 10:18,88,"8,0",291,"8,0","19,9","=",26000,0,"0,1",143,"0,7",26,"0,1",33420,"0,1","0,2",,"0,5","1,5",173,1638,8710,"9,1","1,0",13948,,"0,8",,"0,2",,"0,5","0,5","1,0","0,2","0,3","0,6","5,5"
"EMIS-M140",2012-07-18 10:23,98,"8,2",298,"8,4","24,3","=",7500,-1,"0,1",149,"0,9",25,"0,1",31800,"0,1","0,1",,"0,4","1,2",166,1609,8692,"8,3","1,0",13112,,"0,8",,"0,2",,"0,5","0,5","1,0","0,2","0,3","0,6","7,4"
"EMIS-M140",2012-07-31 10:09,104,"8,7",294,"8,4","24,4","=",240,1,"0,1",138,"0,9",24,"0,1",31080,"0,1","0,1",,"0,4","1,0",162,1565,8460,"7,9","1,0",12750,,"0,7",,"0,2",,"0,5","0,5","1,0","0,2","0,3","0,6","3,0"
"EMIS-M140",2012-08-13 09:32,96,"8,1",304,"8,2","23,6","=",35000,-1,"0,1",132,"0,9",24,"0,1",32220,"0,1","0,2",,"0,3","0,7",150,1741,8702,"8,3","1,0",13584,,"0,5",,"0,2",,"0,5","0,5","1,0","0,2","0,3","0,7","3,0"
"EMIS-M140",2012-09-19 09:59,99,"9,1",297,"8,4","19,4","=",290000,-1,"0,1",102,"0,8",24,"0,1",30340,"0,1","0,2",,"0,4","1,0",153,1659,8506,"9,0","1,0",13288,,"0,7",,"0,2",,"0,5","0,5","1,0","0,2","0,3","0,5","3,0"
"EMIS-M140",2012-09-26 09:45,97,"9,3",309,"8,1","17,6","=",5800,1,"0,1",106,"0,8",23,"0,1",32360,"0,1","0,1",,"0,4","0,6",124,1677,8616,"7,4","1,0",12792,,"0,6",,"0,2",,"0,5","0,5","1,0","0,2","0,3","0,5","5,5"
"EMIS-M140",2012-10-17 09:49,130,"13,9",303,"8,1","12,3",">",60000,-2,"0,1",117,"0,8",23,"0,1",31840,"0,1","0,6",,"0,6","11,6",136,1912,8448,"7,6","1,0",14216,,"0,7",,"0,2",,"0,5","0,5","1,0","0,2","0,3","0,4","3,0"
"EMIS-M144",2012-06-27 10:05,94,"8,6",282,"8,3","19,9","<",10,0,"0,1",146,"0,7",26,"0,1",33100,"0,1","0,1",,"0,5","1,5",168,1541,8612,"8,6","1,0",13226,,"0,8",,"0,2",,"0,5","0,5","1,0","0,2","0,3","0,6","6,4"
"EMIS-M144",2012-07-18 10:04,102,"8,5",297,"8,5","24,3","=",100,-1,"0,1",162,"0,9",24,"0,1",31560,"0,1","0,1",,"0,4","1,1",186,1606,8780,"8,8","1,0",12986,,"0,9",,"0,2",,"0,5","0,5","1,0","0,2","0,3","0,6","6,0"
"EMIS-M144",2012-07-31 09:57,103,"8,6",294,"8,5","24,4","=",99,1,"0,1",129,"0,9",24,"0,1",30920,"0,1","0,1",,"0,4","1,0",155,1560,8362,"7,5","1,0",12654,,"0,7",,"0,2",,"0,5","0,5","1,0","0,2","0,3","0,6","3,0"
"EMIS-M144",2012-08-13 09:24,94,"8,0",302,"8,3","23,6","=",72,-1,"0,1",118,"0,9",24,"0,1",31480,"0,1","0,1",,"0,4","0,6",141,1652,8434,"7,4","1,0",12954,,"0,5",,"0,2",,"0,5","0,5","1,0","0,2","0,3","0,6","3,0"
"EMIS-M144",2012-09-19 09:44,101,"9,3",295,"8,6","19,3","=",210,-1,"0,1",100,"0,8",23,"0,1",30220,"0,1","0,1",,"0,5","1,0",149,1622,8466,"8,7","1,0",12890,,"0,7",,"0,2",,"0,5","0,5","1,0","0,2","0,3","0,5","3,0"
"EMIS-M144",2012-09-26 09:32,100,"9,6",288,"8,4","17,4","=",54,1,"0,1",115,"0,8",23,"0,1",32600,"0,1","0,1",,"0,4","0,7",128,1699,8612,"7,6","1,0",12794,,"0,6",,"0,2",,"0,5","0,5","1,0","0,2","0,3","0,5","5,6"
"EMIS-M144",2012-10-17 09:34,128,"14,0",290,"8,3","12,1","=",18,-2,"0,1",94,"0,8",23,"0,1",31040,"0,1","0,1",,"0,6","1,1",123,1587,8302,"6,0","1,0",12460,,"0,7",,"0,2",,"0,5","0,5","1,0","0,2","0,3","0,4","3,0"
"EMIS-M52",2012-06-27 14:53,91,"8,3",288,"8,3","20,0","=",570,0,"0,1",127,"0,9",25,"0,1",33340,"0,1","0,1",,"1,4","1,2",141,1587,8596,"6,1","1,0",13084,,"0,7",,"0,2",,"0,5","0,5","1,0","0,2","0,3","0,6","8,6"
"EMIS-M52",2012-07-18 14:40,102,"8,5",300,"8,6","24,5","=",1400,-1,"0,1",230,"0,9",25,"0,1",32160,"0,1","0,1",,"0,5","1,2",237,1618,8532,"8,0","1,0",12558,,"0,9",,"0,2",,"0,5","0,5","1,0","0,2","0,3","0,8","6,7"
"EMIS-M52",2012-07-31 14:10,108,"8,9",299,"8,7","24,6","=",250,1,"0,1",241,"1,0",25,"0,1",31820,"0,1","0,1",,"0,6","1,1",264,1629,8750,"9,0","1,0",13010,,"0,9",,"0,2",,"0,5","0,5","1,0","0,2","0,3","0,9","3,0"
"EMIS-M52",2012-08-13 11:26,101,"8,5",306,"8,5","23,8","=",730,-1,"0,1",188,"0,9",25,"0,1",33420,"0,1","0,1",,"0,5","0,8",212,1733,8930,"8,2","1,0",13386,,"0,5",,"0,2",,"0,5","0,5","1,0","0,2","0,3","0,8","3,0"
"EMIS-M52",2012-09-19 13:45,104,"9,5",300,"8,5","19,6","=",490,-1,"0,1",155,"1,0",24,"0,1",30920,"0,1","0,1",,"0,5","1,0",209,1656,8516,"8,8","2,0",12968,,"0,8",,"0,2",,"0,5","0,5","1,0","0,2","0,4","0,5","3,0"
"EMIS-M52",2012-09-26 13:08,98,"9,3",295,"8,4","17,8","=",450,1,"0,1",174,"0,8",23,"0,1",33060,"0,1","0,1",,"0,7","0,8",196,1759,8964,"8,4","1,0",13202,,"0,7",,"0,2",,"0,5","0,5","1,0","0,2","0,4","0,6","3,0"
"EMIS-M52",2012-10-17 13:21,127,"11,4",297,"8,2","12,6","=",440,-2,"0,1",92,"0,7",23,"0,1",29940,"0,1","0,1",,"0,3","0,8",116,1570,8218,"4,8","1,0",12426,,"0,6",,"0,2",,"0,5","0,5","1,0","0,2","0,3","0,4","3,0"
"EMIS-M78P1",2012-09-26 12:57,99,"9,4",292,"8,5","17,6","=",600,1,"0,1",156,"0,8",23,"0,1",32680,"0,1","0,1",,"0,7","0,7",174,1717,8780,"7,9","1,0",12894,,"0,6",,"0,2",,"0,5","0,5","1,0","0,2","0,3","0,6","3,0"
"EMIS-M78P1",2012-10-17 13:10,128,"13,9",295,"8,3","12,3","=",4300,-2,"0,1",96,"0,8",24,"0,1",31640,"0,1","0,1",,"0,5","0,9",125,1618,8420,"5,2","1,0",12738,,"0,6",,"0,2",,"0,5","0,5","1,0","0,2","0,4","0,4","3,0"
"EMIS-MA7",2012-06-27 12:52,101,"9,1",285,"8,4","20,1","=",4500,0,"0,1",110,"0,8",27,"0,1",34660,"0,1","0,1",,"0,5","1,1",135,1609,9062,"8,2","1,0",14272,,"0,7",,"0,2",,"0,5","0,5","1,0","0,2","0,4","0,5","6,8"
"EMIS-MA7",2012-07-18 13:03,110,"9,2",296,"8,6","24,7","=",18000,-1,"0,1",129,"0,9",24,"0,1",31280,"0,1","0,1",,"0,4","1,3",142,1556,8446,"8,7","1,0",12740,,"0,7",,"0,2",,"0,5","0,5","1,0","0,2","0,3","0,6","8,2"
"EMIS-MA7",2012-07-31 13:37,123,"10,2",295,"8,7","25,2","=",450,1,"0,1",77,"0,9",23,"0,1",31280,"0,1","0,1",,"0,3","0,9",96,1573,8510,"6,4","1,0",13058,,"0,6",,"0,2",,"0,5","0,5","1,0","0,2","0,3","0,6","3,0"
"EMIS-MA7",2012-08-13 10:59,99,"8,4",304,"8,3","23,6","=",6000,-1,"0,1",74,"1,0",24,"0,1",32940,"0,1","0,1",,"0,4","0,9",96,1619,8582,"6,3","1,0",13204,,"0,5",,"0,2",,"0,5","0,5","1,0","0,2","0,3","0,4","3,0"
"EMIS-MA7",2012-09-19 13:18,108,"10,0",297,"8,6","18,8","=",2100,-1,"0,1",91,"0,9",24,"0,1",30720,"0,1","0,1",,"0,3","1,0",128,1692,8464,"6,5","1,0",13056,,"0,7",,"0,2",,"0,5","0,5","1,0","0,2","0,3","0,5","3,0"
"EMIS-MA7",2012-09-26 12:38,99,"9,5",292,"8,4","17,4","=",2200,1,"0,1",83,"0,8",22,"0,1",32120,"0,1","0,1",,"0,3","0,7",89,1686,8590,"6,0","1,0",12848,,"0,6",,"0,2",,"0,5","0,5","1,0","0,2","0,3","0,4","3,0"
"EMIS-MA7",2012-10-17 12:53,131,"13,9",294,"8,3","12,3","=",7000,-2,"0,1",65,"0,8",23,"0,1",31500,"0,1","0,1",,"0,5","0,9",83,1648,8524,"4,2","1,0",13120,,"0,6",,"0,2",,"0,5","0,5","1,0","0,2","0,4","0,4","3,0"
"EMIS-MS51",2012-06-27 12:30,92,"8,3",275,"8,1","20,2","=",37000,0,"0,1",149,"0,7",26,"0,1",31900,"0,1","0,2",,"0,4","1,6",168,1646,8380,"8,5","1,0",13642,,"0,8",,"0,2",,"0,5","0,5","1,0","0,2","0,3","0,6","6,7"
"EMIS-MS51",2012-07-18 12:47,100,"8,3",288,"8,4","24,6","=",34000,-1,"0,1",213,"0,9",25,"0,1",31040,"0,1","0,2",,"0,5","1,5",222,1631,8382,"9,5","1,0",12976,,"0,9",,"0,2",,"0,5","0,5","1,0","0,2","0,3","0,7","6,3"
"EMIS-MS51",2012-07-31 13:22,103,"8,6",302,"8,4","24,7","=",19000,1,"0,1",186,"0,9",24,"0,1",31420,"0,1","0,3",,"0,5","1,3",199,1677,8462,"8,9","1,0",13322,,"0,9",,"0,2",,"0,5","0,5","1,0","0,2","0,3","0,7","3,0"
"EMIS-MS51",2012-08-13 10:45,100,"8,4",309,"8,3","23,7","=",70000,-1,"0,1",135,"0,9",24,"0,1",33520,"0,1","0,3",,"0,5","1,2",165,1729,8652,"9,0","1,0",13986,,"0,7",,"0,2",,"0,5","0,5","1,0","0,2","0,3","0,6","3,0"
"EMIS-MS51",2012-09-19 13:04,97,"8,9",298,"8,4","19,5","=",30000,-1,"0,1",117,"1,0",23,"0,1",29440,"0,1","0,2",,"0,4","1,2",158,1671,8298,"8,4","1,0",12968,,"0,7",,"0,2",,"0,5","0,5","1,0","0,2","0,3","0,5","3,0"
"EMIS-MS51",2012-09-26 12:24,94,"9,0",301,"8,2","17,6","=",30000,1,"0,1",127,"0,8",23,"0,1",32720,"0,1","0,5",,"0,7","1,3",148,1921,8856,"9,4","1,0",14114,,"0,8",,"0,2",,"0,5","0,5","1,0","0,2","0,3","0,5","3,2"
"EMIS-MS51",2012-10-17 12:03,129,"13,5",301,"8,1","12,3","=",80000,-2,"0,1",117,"0,7",23,"0,1",30420,"0,1","0,5",,"0,7","2,0",162,1750,8260,"7,5","1,0",13620,,"0,7",,"0,2",,"0,5","0,5","1,0","0,2","0,3","0,5","3,0"
"EMIS-MS57",2012-06-27 11:59,110,"9,9",237,"8,0","20,5","=",28000,0,"0,1",278,"0,6",24,"0,1",25600,"0,1","0,3",,"0,7","1,8",289,1454,6830,"12,8","1,0",11604,,"0,9",,"0,3",,"0,5","0,5","1,0","0,2","0,3","0,8","10,3"
"EMIS-MS57",2012-07-18 12:29,96,"7,9",252,"8,2","24,9","=",43000,-1,"0,1",242,"0,8",22,"0,1",25340,"0,1","0,3",,"0,6","1,8",271,1465,6854,"11,7","1,0",11442,,"0,9",,"0,3",,"0,5","0,5","1,0","0,2","0,3","0,8","6,3"
"EMIS-MS57",2012-07-31 13:04,108,"8,9",263,"8,4","24,9","=",5800,1,"0,1",156,"0,9",22,"0,1",26840,"0,1","0,1",,"0,4","1,2",175,1486,7304,"9,3","1,0",11950,,"0,7",,"0,2",,"0,5","0,5","1,0","0,2","0,3","0,7","3,0"
"EMIS-MS57",2012-08-13 10:29,99,"8,4",262,"8,0","23,5","=",13000,-1,"0,1",230,"0,8",24,"0,1",28980,"0,1","0,2",,"0,7","1,3",252,1532,7450,"11,9","1,0",11924,,"0,8",,"0,4",,"0,5","0,5","1,0","0,2","0,3","0,8","3,5"
"EMIS-MS57",2012-09-19 12:49,102,"9,4",271,"8,4","19,1","=",4600,-1,"0,1",128,"0,8",22,"0,1",24480,"0,1","0,1",,"0,5","1,2",180,1493,7180,"9,3","1,0",11684,,"0,7",,"0,2",,"0,5","0,5","1,0","0,2","0,3","0,5","3,0"
"EMIS-MS57",2012-09-26 11:36,98,"9,4",257,"8,1","17,1","=",5100,1,"0,1",181,"0,7",22,"0,1",27760,"0,1","0,1",,"0,5","0,9",201,1628,7630,"10,7","1,0",12108,,"0,6",,"0,2",,"0,5","0,5","1,0","0,2","0,3","0,7","3,0"
"EMIS-MS57",2012-10-17 11:46,120,"14,0",214,"8,0","11,4","=",580,-2,"0,1",366,"0,6",23,"0,1",21040,"0,1","0,2",,"0,9","1,3",452,1374,5720,"19,7","1,0",9720,,"1,0",,"0,4",,"0,5","0,5","1,0","0,2","0,2","1,0","3,0"
"EMIS-MS57N",2012-06-27 12:18,122,"10,9",202,"8,3","20,8","=",15000,0,"0,1",322,"0,7",23,"0,1",21440,"0,1","0,2",,"0,9","1,8",351,1345,5664,"15,2","1,0",9892,,"1,0",,"0,3",,"0,5","0,5","1,0","0,2","0,2","1,0","8,7"
"EMIS-MS57N",2012-07-18 12:27,130,"12,1",227,"8,2","25,1","=",24000,-1,"0,1",309,"0,8",23,"0,1",23160,"0,1","0,2",,"0,8","1,9",328,1432,6338,"14,2","1,0",10780,,"1,0",,"0,4",,"0,5","0,5","1,0","0,2","0,3","1,0","7,9"
"EMIS-MS57N",2012-07-31 13:01,105,"8,6",183,"8,3","25,1","=",130,1,"0,1",272,"0,6",20,"0,1",17752,"0,1","0,2",,"0,7","1,6",292,1188,4804,"13,7","1,0",8810,,"0,9",,"0,3",,"0,5","0,5","1,0","0,2","0,2","0,8","3,0"
"EMIS-MS57N",2012-08-13 10:27,98,"8,5",165,"7,9","22,8","=",600,-1,"0,1",1321,"0,6",28,"0,1",16168,"0,1","0,6",,"2,8","2,7",1232,1664,4234,"37,5","1,0",8768,,"2,1",,"0,7",,"0,5","0,5","1,0","0,2","0,2","2,9","6,7"
"EMIS-MS57N",2012-09-19 12:47,99,"9,4",140,"8,3","18,2","=",2100,-1,"0,1",339,"0,6",20,"0,1",14470,"0,1","0,2",,"0,8","1,6",404,1216,3968,"17,3","1,0",7976,,"1,0",,"0,3",,"0,5","0,5","1,0","0,2","0,1","0,9","3,0"
"EMIS-MS57N",2012-09-26 11:33,94,"9,2",157,"8,1","16,3","=",210,1,"0,1",436,"0,5",20,"0,1",15768,"0,1","0,2",,"1,1","1,4",451,1316,4248,"20,3","1,0",7954,,"1,0",,"0,4",,"0,5","0,5","1,0","0,2","0,1","1,1","7,7"
"EMIS-MS57N",2012-10-17 11:44,113,"14,1",127,"8,2","10,3","=",230,-2,"0,1",669,"0,4",22,"0,1",11470,"0,1","0,4",,"1,8","1,8",788,1198,3212,"32,2","1,0",6824,,"1,3",,"0,6",,"0,5","0,5","1,0","0,2","0,1","1,5","4,5"
"EMIS-MS57P",2012-06-27 12:06,105,"9,5",266,"8,1","20,3","=",40000,0,"0,1",225,"0,7",25,"0,1",29820,"0,1","0,3",,"0,6","1,8",253,1600,7830,"12,0","1,0",13356,,"0,9",,"0,2",,"0,5","0,5","1,0","0,2","0,3","0,7","7,0"
"EMIS-MS57P",2012-07-18 12:34,93,"7,7",281,"8,3","24,7","=",28000,-1,"0,1",224,"0,8",24,"0,1",29700,"0,1","0,3",,"0,6","1,6",250,1616,7944,"11,3","1,0",12874,,"1,0",,"0,2",,"0,5","0,5","1,0","0,2","0,3","0,8","7,1"
"EMIS-MS57P",2012-07-31 13:06,101,"8,4",302,"8,4","24,0","=",52000,1,"0,1",140,"0,9",24,"0,1",31600,"0,1","0,4",,"0,4","1,5",170,1768,8930,"9,5","1,0",14506,,"0,9",,"0,2",,"0,5","0,5","1,0","0,2","0,3","0,7","3,0"
"EMIS-MS57P",2012-08-13 10:33,97,"8,2",306,"8,2","23,7","=",60000,-1,"0,1",156,"0,9",24,"0,1",35580,"0,1","0,3",,"0,5","1,3",192,1667,8342,"9,1","1,0",13452,,"0,7",,"0,2",,"0,5","0,5","1,0","0,2","0,3","0,6","6,1"
"EMIS-MS57P",2012-09-19 12:53,100,"9,3",292,"8,4","19,3","=",50000,-1,"0,1",106,"0,8",23,"0,1",29200,"0,1","0,3",,"0,5","1,2",150,1652,8184,"8,4","1,0",13298,,"0,7",,"0,2",,"0,5","0,5","1,0","0,2","0,3","0,4","3,0"
"EMIS-MS57P",2012-09-26 11:41,95,"9,1",295,"8,2","17,5","=",54000,1,"0,1",127,"0,9",23,"0,1",32860,"0,1","0,4",,"0,4","1,1",148,1912,8834,"9,3","1,0",14258,,"0,7",,"0,2",,"0,5","0,5","1,0","0,2","0,3","0,5","3,0"
"EMIS-MS57P",2012-10-17 11:51,129,"13,9",283,"8,1","12,0","=",45000,-2,"0,1",133,"0,7",22,"0,1",28260,"0,1","0,2",,"0,7","1,1",184,1573,7572,"8,3","1,0",12196,,"0,7",,"0,2",,"0,5","0,5","1,0","0,2","0,3","0,5","3,0"
"EMIS-MS57P1",2012-06-27 12:01,105,"9,5",247,"8,0","20,4","=",34000,0,"0,1",257,"0,6",25,"0,1",27660,"0,1","0,3",,"0,8","1,8",277,1507,7272,"12,1","1,0",12350,,"0,9",,"0,3",,"0,5","0,5","1,0","0,2","0,3","0,7","7,6"
"EMIS-MS57P1",2012-07-18 12:32,100,"8,3",265,"8,3","24,8","=",34000,-1,"0,1",213,"0,8",24,"0,1",28200,"0,1","0,3",,"0,6","1,6",234,1568,7550,"10,8","1,0",12382,,"0,9",,"0,2",,"0,5","0,5","1,0","0,2","0,3","0,8","6,4"
"EMIS-MS57P1",2012-07-31 13:06,105,"8,7",278,"8,5","24,8","=",20000,1,"0,1",107,"0,8",22,"0,1",27940,"0,1","0,2",,"0,4","1,3",135,1475,7524,"8,0","1,0",12334,,"0,7",,"0,2",,"0,5","0,5","1,0","0,2","0,3","0,5","3,0"
"EMIS-MS57P1",2012-08-13 10:31,98,"8,3",283,"8,2","23,7","=",24000,-1,"0,1",147,"0,8",24,"0,1",30420,"0,1","0,2",,"0,5","1,2",181,1554,7812,"9,4","1,0",12458,,"0,6",,"0,2",,"0,5","0,5","1,0","0,2","0,3","0,6","3,0"
"EMIS-MS57P1",2012-09-19 12:50,100,"9,2",280,"8,4","19,2","=",38000,-1,"0,1",118,"0,8",23,"0,1",27820,"0,1","0,2",,"0,4","1,3",168,1639,8220,"9,2","1,0",13120,,"0,7",,"0,2",,"0,5","0,5","1,0","0,2","0,3","0,5","3,0"
"EMIS-MS57P1",2012-09-26 11:38,98,"9,4",262,"8,2","17,2","=",14000,1,"0,1",167,"0,8",22,"0,1",29300,"0,1","0,1",,"0,5","1,1",190,1663,7834,"10,0","1,0",12268,,"0,7",,"0,2",,"0,5","0,5","1,0","0,2","0,3","0,6","3,0"
"EMIS-MS57P1",2012-10-17 11:49,121,"13,7",250,"8,0","11,8","=",4700,-2,"0,1",206,"0,8",22,"0,1",25580,"0,1","0,2",,"0,5","1,1",273,1493,7130,"11,6","1,0",11470,,"0,8",,"0,3",,"0,5","0,6","1,1","0,2","0,3","0,6","3,0"
"EMIS-MS57P2",2012-06-27 12:10,114,"10,4",282,"8,2","20,0","=",24000,0,"0,1",136,"0,7",26,"0,1",33100,"0,1","0,1",,"0,4","1,3",149,1550,8602,"7,2","1,0",13656,,"0,7",,"0,2",,"0,5","0,5","1,0","0,2","0,3","0,5","6,7"
"EMIS-MS57P2",2012-07-18 12:36,98,"8,2",293,"8,3","24,5","=",36000,-1,"0,1",204,"0,9",25,"0,1",32080,"0,1","0,2",,"0,5","1,3",223,1647,8696,"9,4","1,0",13084,,"0,8",,"0,2",,"0,5","0,5","1,0","0,2","0,3","0,7","6,8"
"EMIS-MS57P2",2012-07-31 13:12,102,"8,5",299,"8,4","24,5","=",7000,1,"0,1",144,"0,9",24,"0,1",29900,"0,1","0,2",,"0,4","1,1",168,1613,8568,"8,2","1,0",13070,,"0,8",,"0,2",,"0,5","0,5","1,0","0,2","0,3","0,6","3,0"
"EMIS-MS57P2",2012-08-13 10:36,94,"7,9",305,"8,2","23,7","=",22000,-1,"0,1",146,"0,9",24,"0,1",33060,"0,1","0,1",,"0,4","1,0",179,1622,8398,"8,1","1,0",13024,,"0,6",,"0,2",,"0,5","0,5","1,0","0,2","0,3","0,6","4,4"
"EMIS-MS57P2",2012-09-19 12:55,103,"9,4",298,"8,4","19,5","=",29000,-1,"0,1",102,"0,9",23,"0,1",29900,"0,1","0,2",,"0,4","1,1",147,1645,8418,"8,1","1,0",13032,,"0,7",,"0,2",,"0,5","0,5","1,0","0,2","0,3","0,5","3,0"
"EMIS-MS57P2",2012-09-26 11:44,98,"9,3",294,"8,3","17,6","=",12000,1,"0,1",130,"0,8",23,"0,1",33140,"0,1","0,2",,"0,4","0,8",154,1763,8816,"8,7","1,0",13220,,"0,7",,"0,2",,"0,5","0,5","1,0","0,2","0,3","0,5","3,0"
"EMIS-MS57P2",2012-10-17 11:53,132,"14,1",298,"8,1","12,3","=",31000,-2,"0,1",92,"0,7",22,"0,1",28480,"0,1","0,2",,"0,3","1,0",127,1575,7804,"6,0","1,0",12198,,"0,6",,"0,2",,"0,5","0,5","1,0","0,2","0,3","0,4","3,0"
"EMIS-MS57RN",2012-06-27 12:21,97,"8,7",183,"8,2","21,0","=",1000,0,"0,1",436,"0,5",23,"0,1",19758,"0,1","0,2",,"0,9","1,9",460,1322,5342,"18,7","1,0",10220,,"1,1",,"0,4",,"0,5","0,5","1,0","0,2","0,2","1,2","6,7"
"EMIS-MS57RN",2012-07-18 12:24,93,"7,7",202,"8,3","25,2","=",1800,-1,"0,1",431,"0,7",23,"0,1",19598,"0,1","0,3",,"1,0","2,1",458,1404,5332,"19,8","1,0",10404,,"1,2",,"0,4",,"0,5","0,5","1,0","0,2","0,2","1,3","9,5"
"EMIS-MS57RN",2012-07-31 12:58,104,"8,6",159,"8,3","25,3","=",120,1,"0,1",330,"0,6",19,"0,1",15750,"0,1","0,2",,"0,8","2,0",342,1219,4240,"15,5","1,0",8714,,"1,0",,"0,3",,"0,5","0,5","1,0","0,2","0,2","1,2","3,0"
"EMIS-MS57RN",2012-08-13 10:25,88,"7,6",158,"8,1","22,6","=",1400,-1,"0,1",1615,"0,6",31,"0,1",14916,"0,1","0,8",,"3,5","3,1",1529,1807,3950,"41,9","1,0",8968,,"2,5",,"0,9",,"0,5","0,5","1,0","0,2","0,1","3,5","7,6"
"EMIS-MS57RN",2012-09-19 12:44,98,"9,4",131,"8,5","17,8","=",2100,-1,"0,1",418,"0,5",20,"0,1",11810,"0,1","0,3",,"1,3","1,9",513,1257,3154,"21,0","1,0",7896,,"1,5",,"0,4",,"0,5","0,5","1,0","0,2","0,1","1,2","3,2"
"EMIS-MS57RN",2012-09-26 11:30,91,"9,1",130,"8,2","15,7","=",310,1,"0,1",513,"0,5",20,"0,1",13398,"0,1","0,3",,"1,2","1,6",538,1303,3502,"23,8","1,0",7552,,"1,0",,"0,4",,"0,5","0,5","1,0","0,2","0,1","1,3","9,2"
"EMIS-MS57RN",2012-10-17 11:42,120,"14,0",139,"8,2","9,8","=",330,-2,"0,1",824,"0,4",24,"0,1",11820,"0,1","0,4",,"2,0","2,1",948,1421,3462,"33,0","1,0",7852,,"1,5",,"0,6",,"0,5","0,5","1,0","0,2","0,1","1,8","4,9"
"EMIS-MS69",2012-07-18 08:37,,,296,"8,3",,"=",300000,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"EMIS-MS69",2012-07-31 11:53,104,"8,7",296,"8,4","24,4","=",10000,1,"0,1",148,"0,9",24,"0,1",32080,"0,1","0,2",,"0,4","1,2",173,1611,8578,"8,4","1,0",13128,,"0,8",,"0,2",,"0,5","0,5","1,0","0,2","0,3","0,6","3,0"
"EMIS-MS69",2012-08-13 10:13,94,"7,9",305,"8,1","23,6","=",28000,-1,"0,1",150,"1,1",24,"0,1",33860,"0,1","0,1",,"0,5","1,0",188,1660,8650,"8,3","2,0",13378,,"0,7",,"0,2",,"0,5","0,6","1,0","0,2","0,4","0,6","3,0"
"EMIS-MS69",2012-09-19 11:45,99,"9,1",297,"8,3","19,4","=",13000,-1,"0,1",99,"0,9",23,"0,1",29460,"0,1","0,1",,"0,3","1,0",145,1622,8312,"8,3","1,0",12786,,"0,7",,"0,2",,"0,5","0,5","1,0","0,2","0,3","0,5","3,0"
"EMIS-MS69",2012-09-26 11:06,96,"9,2",292,"8,2","17,5","=",6400,1,"0,1",123,"0,9",24,"0,1",31940,"0,1","0,1",,"0,8","1,3",147,1699,8736,"8,1","1,0",13132,,"0,7",,"0,2",,"0,5","0,5","1,0","0,2","0,4","0,4","3,0"
"EMIS-MS69",2012-10-17 11:15,121,"13,3",294,"8,0","12,3","=",23000,-2,"0,1",91,"0,8",23,"0,1",29960,"0,1","0,1",,"0,3","0,8",120,1553,8010,"5,6","1,0",12136,,"0,6",,"0,2",,"0,5","0,5","1,0","0,2","0,3","0,4","3,0"
"EMIS-MS72",2012-06-27 10:38,106,"9,7",286,"8,3","19,9","=",1500,0,"0,1",132,"0,7",26,"0,1",33100,"0,1","0,1",,"0,4","1,2",150,1514,8710,"7,6","1,0",13416,,"0,7",,"0,2",,"0,5","0,5","1,0","0,2","0,3","0,5","6,3"
"EMIS-MS72",2012-07-18 10:45,101,"8,4",299,"8,4","24,3","=",10000,-1,"0,1",169,"0,9",25,"0,1",32420,"0,1","0,1",,"0,4","1,1",201,1613,8668,"9,4","1,0",12836,,"0,8",,"0,2",,"0,5","0,5","1,0","0,2","0,3","0,6","4,5"
"EMIS-MS72",2012-07-31 11:09,103,"8,6",296,"8,4","24,3","=",730,1,"0,1",142,"0,9",25,"0,1",31000,"0,1","0,1",,"0,4","1,0",168,1571,8528,"8,0","1,0",12898,,"0,8",,"0,2",,"0,5","0,5","1,0","0,2","0,3","0,6","3,0"
