NUM_DISTRICT,ARRONDISSEMENT,NOM_DISTRICT,NOM_BASSIN,NOM_SECTION
131,"Rosemont-La Petite-Patrie","Saint-Édouard","ÉCOLE SAINT-AMBROISE-Gymnase","131-022"
131,"Rosemont-La Petite-Patrie","Saint-Édouard","ÉCOLE PÈRE-MARQUETTE-Gymnase 1","131-064"
123,"Rivière-des-Prairies-Pointe-aux-Trembles","Rivière-des-Prairies","ÉCOLE FERNAND-GAUTHIER-Gymnase","123-067"
123,"Rivière-des-Prairies-Pointe-aux-Trembles","Rivière-des-Prairies","ÉCOLE MARC-AURÈLE-FORTIN-Gymnase","123-051"
122,"Rivière-des-Prairies-Pointe-aux-Trembles","Pointe-aux-Trembles","ÉCOLE SAINTE-MARGUERITE-BOURGEOYS-Gymnase","122-083"
122,"Rivière-des-Prairies-Pointe-aux-Trembles","Pointe-aux-Trembles","ÉCOLE SAINTE-MARGUERITE-BOURGEOYS-Gymnase","122-082"
122,"Rivière-des-Prairies-Pointe-aux-Trembles","Pointe-aux-Trembles","ÉCOLE SAINTE-MARGUERITE-BOURGEOYS-Gymnase","122-080"
131,"Rosemont-La Petite-Patrie","Saint-Édouard","ÉCOLE PÈRE-MARQUETTE-Gymnase 1","131-063"
131,"Rosemont-La Petite-Patrie","Saint-Édouard","ÉCOLE LA PETITE-PATRIE - PAVILLON NOTRE-DAME-DE-LA-DÉFENSE-Gymnase","131-014"
131,"Rosemont-La Petite-Patrie","Saint-Édouard","ÉCOLE LA MENNAIS-Gymnase","131-030"
123,"Rivière-des-Prairies-Pointe-aux-Trembles","Rivière-des-Prairies","COMPLEXE SPORTIF MARIE-VICTORIN-Gymnase 2","123-009"
51,"LaSalle","Sault-Saint-Louis","COMPLEXE SPORTIF CEGEP ANDRÉ-LAURENDEAU-Gymnase","051-083"
51,"LaSalle","Sault-Saint-Louis","COMPLEXE SPORTIF CEGEP ANDRÉ-LAURENDEAU-Gymnase","051-080"
51,"LaSalle","Sault-Saint-Louis","COMPLEXE SPORTIF CEGEP ANDRÉ-LAURENDEAU-Gymnase","051-079"
122,"Rivière-des-Prairies-Pointe-aux-Trembles","Pointe-aux-Trembles","ÉCOLE SAINTE-MARGUERITE-BOURGEOYS-Gymnase","122-077"
122,"Rivière-des-Prairies-Pointe-aux-Trembles","Pointe-aux-Trembles","ÉCOLE SAINTE-GERMAINE-COUSIN-Gymnase A","122-025"
113,"Le Plateau-Mont-Royal","Jeanne-Mance","ITHQ (Institut de tourisme et d'hôtellerie du Québec)-La Relève Gourmande","113-009"
113,"Le Plateau-Mont-Royal","Jeanne-Mance","ITHQ (Institut de tourisme et d'hôtellerie du Québec)-La Relève Gourmande","113-008"
131,"Rosemont-La Petite-Patrie","Saint-Édouard","ÉCOLE FÉLIX-LECLERC TRANSITOIRE-Gymnase","131-007"
131,"Rosemont-La Petite-Patrie","Saint-Édouard","ÉCOLE FÉLIX-LECLERC TRANSITOIRE-Gymnase","131-002"
131,"Rosemont-La Petite-Patrie","Saint-Édouard","ÉCOLE FÉLIX-LECLERC TRANSITOIRE-Gymnase","131-001"
51,"LaSalle","Sault-Saint-Louis","CENTRE D'ÉDUCATION DES ADULTES DE LASALLE-Cafétéria","051-010"
51,"LaSalle","Sault-Saint-Louis","CENTRE CULTUREL ET COMMUNAUTAIRE HENRI-LEMIEUX-Théâtre du Grand Sault","051-070"
123,"Rivière-des-Prairies-Pointe-aux-Trembles","Rivière-des-Prairies","COMPLEXE SPORTIF MARIE-VICTORIN-Gymnase 2","123-008"
123,"Rivière-des-Prairies-Pointe-aux-Trembles","Rivière-des-Prairies","COMPLEXE SPORTIF MARIE-VICTORIN-Gymnase 2","123-005"
113,"Le Plateau-Mont-Royal","Jeanne-Mance","ITHQ (Institut de tourisme et d'hôtellerie du Québec)-La Relève Gourmande","113-007"
113,"Le Plateau-Mont-Royal","Jeanne-Mance","CENTRE D'ÉDUCATION DES ADULTES DU HIGH SCHOOL DE MONTREAL-Gymnase","113-053"
113,"Le Plateau-Mont-Royal","Jeanne-Mance","CENTRE D'ÉDUCATION DES ADULTES DU HIGH SCHOOL DE MONTREAL-Gymnase","113-049"
113,"Le Plateau-Mont-Royal","Jeanne-Mance","CENTRE D'ÉDUCATION DES ADULTES DU HIGH SCHOOL DE MONTREAL-Gymnase","113-046"
172,"Verdun","Desmarchais-Crawford","CENTRE D'ÉDUCATION DES ADULTES CHAMPLAIN-Gymnase","172-024"
171,"Verdun","Champlain–L’Île-des-Sœurs","VERRIÈRES V-Bibliothèque et salle de réception","171-054"
171,"Verdun","Champlain–L’Île-des-Sœurs","VERRIÈRES I-Hall d'entrée","171-056"
171,"Verdun","Champlain–L’Île-des-Sœurs","EVOLO 2-Salle commune","171-061"
51,"LaSalle","Sault-Saint-Louis","LASALLE COMMUNITY COMPREHENSIVE HIGH SCHOOL-Gymnase B","051-060"
51,"LaSalle","Sault-Saint-Louis","LASALLE COMMUNITY COMPREHENSIVE HIGH SCHOOL-Gymnase B","051-059"
41,"Lachine","du Canal","MAISON DU BRASSEUR-Salon C","041-033"
41,"Lachine","du Canal","MAISON DU BRASSEUR-Salon C","041-029"
41,"Lachine","du Canal","ÉGLISE DES SAINTS-ANGES-Salle Albert-Simard","041-013"
122,"Rivière-des-Prairies-Pointe-aux-Trembles","Pointe-aux-Trembles","CENTRE COMMUNAUTAIRE ROUSSIN-Salle R44 et Cafétéria","122-072"
122,"Rivière-des-Prairies-Pointe-aux-Trembles","Pointe-aux-Trembles","CENTRE COMMUNAUTAIRE LE MAINBOURG-Grande salle - Le Relais du bout","122-004"
171,"Verdun","Champlain–L’Île-des-Sœurs","ÉCOLE SECONDAIRE MONSEIGNEUR-RICHARD-Gymnase 160-E","171-070"
171,"Verdun","Champlain–L’Île-des-Sœurs","ÉCOLE PRIMAIRE ÎLE-DES-SŒURS-Vieux gymnase","171-012"
62,"L'Île-Bizard-Sainte-Geneviève","Denis-Benjamin-Viger","ÉCOLE JACQUES-BIZARD (HORS-DISTRICT)-Gymnase","062-004"
51,"LaSalle","Sault-Saint-Louis","LASALLE COMMUNITY COMPREHENSIVE HIGH SCHOOL-Gymnase B","051-055"
51,"LaSalle","Sault-Saint-Louis","LASALLE COMMUNITY COMPREHENSIVE HIGH SCHOOL-Gymnase A","051-045"
41,"Lachine","du Canal","ÉCOLE MARTIN-BÉLANGER-Gymnase","041-009"
41,"Lachine","du Canal","ÉCOLE MARTIN-BÉLANGER-Gymnase","041-008"
121,"Rivière-des-Prairies-Pointe-aux-Trembles","La Pointe-aux-Prairies","ÉCOLE SIMONE-DESJARDINS PAVILLON PERRAS-Gymnase","121-021"
121,"Rivière-des-Prairies-Pointe-aux-Trembles","La Pointe-aux-Prairies","ÉCOLE SECONDAIRE POINTE-AUX-TREMBLES-Gymnase","121-053"
62,"L'Île-Bizard-Sainte-Geneviève","Denis-Benjamin-Viger","ÉCOLE JACQUES-BIZARD (HORS-DISTRICT)-Gymnase","062-003"
52,"LaSalle","Cecil-P.-Newman","MAIRIE D'ARRONDISSEMENT DE LASALLE-Salle du conseil","052-020"
52,"LaSalle","Cecil-P.-Newman","LASALLE ELEMENTARY SENIOR-Gymnase","052-048"
52,"LaSalle","Cecil-P.-Newman","LASALLE ELEMENTARY SENIOR-Gymnase","052-047"
51,"LaSalle","Sault-Saint-Louis","LASALLE COMMUNITY COMPREHENSIVE HIGH SCHOOL-Gymnase A","051-044"
51,"LaSalle","Sault-Saint-Louis","LASALLE COMMUNITY COMPREHENSIVE HIGH SCHOOL-Gymnase A","051-038"
41,"Lachine","du Canal","ÉCOLE MARTIN-BÉLANGER-Gymnase","041-004"
35,"Côte-des-Neiges-Notre-Dame-de-Grâce","Loyola","ÉCOLE SAINTE-CATHERINE-DE-SIENNE-Gymnase","035-054"
121,"Rivière-des-Prairies-Pointe-aux-Trembles","La Pointe-aux-Prairies","ÉCOLE NOTRE-DAME-Gymnase","121-073"
121,"Rivière-des-Prairies-Pointe-aux-Trembles","La Pointe-aux-Prairies","ÉCOLE NOTRE-DAME-Gymnase","121-072"
121,"Rivière-des-Prairies-Pointe-aux-Trembles","La Pointe-aux-Prairies","ÉCOLE NOTRE-DAME-Gymnase","121-071"
52,"LaSalle","Cecil-P.-Newman","LASALLE ELEMENTARY JUNIOR-Gymnase","052-042"
52,"LaSalle","Cecil-P.-Newman","LASALLE ELEMENTARY JUNIOR-Gymnase","052-040"
51,"LaSalle","Sault-Saint-Louis","ÉCOLE NOTRE-DAME-DES-RAPIDES-Gymnase","051-014"
51,"LaSalle","Sault-Saint-Louis","ÉCOLE NOTRE-DAME-DES-RAPIDES-Gymnase","051-013"
51,"LaSalle","Sault-Saint-Louis","ÉCOLE DE L'ORÉE-DU-PARC-Gymnase 1","051-090"
35,"Côte-des-Neiges-Notre-Dame-de-Grâce","Loyola","ÉCOLE SAINTE-CATHERINE-DE-SIENNE-Gymnase","035-052"
35,"Côte-des-Neiges-Notre-Dame-de-Grâce","Loyola","ÉCOLE SAINTE-CATHERINE-DE-SIENNE-Gymnase","035-051"
121,"Rivière-des-Prairies-Pointe-aux-Trembles","La Pointe-aux-Prairies","ÉCOLE NOTRE-DAME-DE-FATIMA-Gymnase","121-013"
121,"Rivière-des-Prairies-Pointe-aux-Trembles","La Pointe-aux-Prairies","ÉCOLE MONTMARTRE-Gymnase B","121-045"
52,"LaSalle","Cecil-P.-Newman","ÉCOLE LAURENDEAU-DUNTON-Gymnase","052-057"
151,"Saint-Léonard","Saint-Léonard-Est","ÉCOLE DANTE-Gymnase","151-021"
52,"LaSalle","Cecil-P.-Newman","ÉCOLE LAURENDEAU-DUNTON-Gymnase","052-051"
122,"Rivière-des-Prairies-Pointe-aux-Trembles","Pointe-aux-Trembles","ÉCOLE SAINTE-GERMAINE-COUSIN-Gymnase A","122-020"
51,"LaSalle","Sault-Saint-Louis","ÉCOLE DE L'ORÉE-DU-PARC-Gymnase 1","051-087"
51,"LaSalle","Sault-Saint-Louis","ÉCOLE DE L'ORÉE-DU-PARC-Gymnase 2","051-095"
51,"LaSalle","Sault-Saint-Louis","ÉCOLE DE L'ORÉE-DU-PARC-Gymnase 2","051-094"
51,"LaSalle","Sault-Saint-Louis","ÉCOLE DU GRAND-HÉRON-Gymnase","051-071"
35,"Côte-des-Neiges-Notre-Dame-de-Grâce","Loyola","ÉCOLE SAINT-LUC-Cafétéria","035-037"
35,"Côte-des-Neiges-Notre-Dame-de-Grâce","Loyola","ÉCOLE SAINT-LUC-Cafétéria","035-032"
35,"Côte-des-Neiges-Notre-Dame-de-Grâce","Loyola","CENTRE COMMUNAUTAIRE WESTHAVEN-Gymnase","035-016"
35,"Côte-des-Neiges-Notre-Dame-de-Grâce","Loyola","CENTRE SPORTIF NDG-Gymnase 1","035-008"
121,"Rivière-des-Prairies-Pointe-aux-Trembles","La Pointe-aux-Prairies","ÉCOLE JEAN-GROU-Gymnase","121-006"
121,"Rivière-des-Prairies-Pointe-aux-Trembles","La Pointe-aux-Prairies","ÉCOLE JEAN-GROU-Gymnase","121-005"
121,"Rivière-des-Prairies-Pointe-aux-Trembles","La Pointe-aux-Prairies","ÉCOLE EAST HILL-Gymnase","121-040"
52,"LaSalle","Cecil-P.-Newman","ÉCOLE L'EAU-VIVE-Gymnase","052-009"
52,"LaSalle","Cecil-P.-Newman","ÉCOLE HENRI-FOREST-Gymnase","052-019"
52,"LaSalle","Cecil-P.-Newman","ÉCOLE HENRI-FOREST-Gymnase","052-015"
51,"LaSalle","Sault-Saint-Louis","ÉCOLE DU GRAND-HÉRON-Gymnase","051-073"
43,"Lachine","Fort-Rolland","ÉCOLE VICTOR-THÉRIEN-Gymnase","043-016"
43,"Lachine","Fort-Rolland","ÉCOLE VICTOR-THÉRIEN-Gymnase","043-014"
35,"Côte-des-Neiges-Notre-Dame-de-Grâce","Loyola","CENTRE SPORTIF NDG-Gymnase 1","035-004"
35,"Côte-des-Neiges-Notre-Dame-de-Grâce","Loyola","CENTRE SPORTIF NDG-Gymnase 1","035-002"
171,"Verdun","Champlain–L’Île-des-Sœurs","ÉCOLE PRIMAIRE ÎLE-DES-SŒURS-Salle Multifonctionnelle","171-016"
35,"Côte-des-Neiges-Notre-Dame-de-Grâce","Loyola","CENTRE MACKAY / PHILIP E. LAYTON-Gymnase","035-029"
35,"Côte-des-Neiges-Notre-Dame-de-Grâce","Loyola","CENTRE MACKAY / PHILIP E. LAYTON-Gymnase","035-028"
34,"Côte-des-Neiges-Notre-Dame-de-Grâce","Notre-Dame-de-Grâce","ÉCOLE WILLINGDON-Gymnase","034-017"
121,"Rivière-des-Prairies-Pointe-aux-Trembles","La Pointe-aux-Prairies","ÉCOLE EAST HILL-Gymnase","121-039"
121,"Rivière-des-Prairies-Pointe-aux-Trembles","La Pointe-aux-Prairies","ÉCOLE JEAN-GROU-Gymnase","121-003"
52,"LaSalle","Cecil-P.-Newman","ÉCOLE DU PETIT-COLLÈGE-Gymnase","052-078"
52,"LaSalle","Cecil-P.-Newman","ÉCOLE DU PETIT-COLLÈGE-Gymnase","052-070"
43,"Lachine","Fort-Rolland","ÉCOLE VICTOR-THÉRIEN-Gymnase","043-013"
134,"Rosemont-La Petite-Patrie","Marie-Victorin","ÉCOLE MARGUERITE-DE LAJEMMERAIS-Cafétéria-chaude","134-053"
43,"Lachine","Fort-Rolland","ÉCOLE CATHERINE-SOUMILLARD-Gymnase","043-021"
171,"Verdun","Champlain–L’Île-des-Sœurs","ÉCOLE PRIMAIRE ÎLE-DES-SŒURS-Vieux gymnase","171-009"
34,"Côte-des-Neiges-Notre-Dame-de-Grâce","Notre-Dame-de-Grâce","ÉCOLE WILLINGDON-Gymnase","034-015"
34,"Côte-des-Neiges-Notre-Dame-de-Grâce","Notre-Dame-de-Grâce","ÉCOLE SAINT-RAYMOND-Gymnase","034-048"
34,"Côte-des-Neiges-Notre-Dame-de-Grâce","Notre-Dame-de-Grâce","ÉCOLE ROYAL VALE-Gymnase","034-003"
142,"Saint-Laurent","Norman-McLaren","CENTRE DE SERVICES SCOLAIRE MARGUERITE-BOURGEOYS-Salle du conseil","142-015"
142,"Saint-Laurent","Norman-McLaren","CENTRE DES LOISIRS DE SAINT-LAURENT-Salle A138","142-076"
142,"Saint-Laurent","Norman-McLaren","CENTRE DES LOISIRS DE SAINT-LAURENT-Salle A138","142-074"
52,"LaSalle","Cecil-P.-Newman","ECOLE CAVELIER-DE LASALLE-Gymnase garçons","052-081"
52,"LaSalle","Cecil-P.-Newman","ECOLE CAVELIER-DE LASALLE-Gymnase filles","052-005"
52,"LaSalle","Cecil-P.-Newman","ECOLE CAVELIER-DE LASALLE-Gymnase filles","052-003"
52,"LaSalle","Cecil-P.-Newman","ECOLE CAVELIER-DE LASALLE-Gymnase filles","052-001"
51,"LaSalle","Sault-Saint-Louis","TRINITY PENTECOSTAL CHURCH-Gymnase","051-035"
43,"Lachine","Fort-Rolland","COLLÈGE SAINT-LOUIS-Cafétéria","043-009"
43,"Lachine","Fort-Rolland","COLLÈGE SAINT-LOUIS-Cafétéria","043-004"
43,"Lachine","Fort-Rolland","COLLÈGE SAINT-LOUIS-Cafétéria","043-010"
33,"Côte-des-Neiges-Notre-Dame-de-Grâce","Snowdon","ACADÉMIE INTERNATIONALE MARYMOUNT-Gymnase","033-009"
33,"Côte-des-Neiges-Notre-Dame-de-Grâce","Snowdon","ACADÉMIE INTERNATIONALE MARYMOUNT-Gymnase","033-004"
72,"Mercier-Hochelaga-Maisonneuve","Maisonneuve–Longue-Pointe","ÉCOLE SAINT-CLÉMENT-Gymnase","072-061"
72,"Mercier-Hochelaga-Maisonneuve","Maisonneuve–Longue-Pointe","ÉCOLE SAINT-CLÉMENT-Gymnase","072-056"
34,"Côte-des-Neiges-Notre-Dame-de-Grâce","Notre-Dame-de-Grâce","ÉCOLE NOTRE-DAME-DE-GRÂCE-Gymnase","034-026"
34,"Côte-des-Neiges-Notre-Dame-de-Grâce","Notre-Dame-de-Grâce","ÉCOLE NOTRE-DAME-DE-GRÂCE-Gymnase","034-024"
34,"Côte-des-Neiges-Notre-Dame-de-Grâce","Notre-Dame-de-Grâce","ÉCOLE NOTRE-DAME-DE-GRÂCE-Gymnase","034-023"
172,"Verdun","Desmarchais-Crawford","CENTRE D'ÉDUCATION DES ADULTES CHAMPLAIN-Gymnase","172-030"
172,"Verdun","Desmarchais-Crawford","CENTRE D'ÉDUCATION DES ADULTES CHAMPLAIN-Gymnase","172-029"
171,"Verdun","Champlain–L’Île-des-Sœurs","ÉCOLE NOTRE-DAME-DES-SEPT-DOULEURS-Gymnase","171-086"
171,"Verdun","Champlain–L’Île-des-Sœurs","ÉCOLE NOTRE-DAME-DES-SEPT-DOULEURS-Gymnase","171-085"
171,"Verdun","Champlain–L’Île-des-Sœurs","ÉCOLE NOTRE-DAME-DE-LA-PAIX-Gymnase","171-084"
171,"Verdun","Champlain–L’Île-des-Sœurs","ÉCOLE NOTRE-DAME-DE-LA-PAIX-Gymnase","171-083"
171,"Verdun","Champlain–L’Île-des-Sœurs","ÉCOLE NOTRE-DAME-DE-LA-PAIX-Gymnase","171-082"
171,"Verdun","Champlain–L’Île-des-Sœurs","ÉCOLE NOTRE-DAME-DE-LA-PAIX-Gymnase","171-080"
171,"Verdun","Champlain–L’Île-des-Sœurs","ÉCOLE NOTRE-DAME-DE-LA-PAIX-Gymnase","171-079"
171,"Verdun","Champlain–L’Île-des-Sœurs","ÉCOLE NOTRE-DAME-DE-LA-PAIX-Gymnase","171-078"
171,"Verdun","Champlain–L’Île-des-Sœurs","ÉCOLE NOTRE-DAME-DE-LA-PAIX-Gymnase","171-077"
171,"Verdun","Champlain–L’Île-des-Sœurs","ÉCOLE NOTRE-DAME-DE-LA-PAIX-Gymnase","171-076"
171,"Verdun","Champlain–L’Île-des-Sœurs","CENTRE COMMUNAUTAIRE ELGAR-Salle des Chênes, des Ormes et des Peupliers","171-049"
171,"Verdun","Champlain–L’Île-des-Sœurs","CENTRE COMMUNAUTAIRE ELGAR-Salle des Chênes, des Ormes et des Peupliers","171-048"
171,"Verdun","Champlain–L’Île-des-Sœurs","CENTRE COMMUNAUTAIRE ELGAR-Salle des Chênes, des Ormes et des Peupliers","171-047"
171,"Verdun","Champlain–L’Île-des-Sœurs","AUDITORIUM DE VERDUN-Hall 2e étage","171-107"
123,"Rivière-des-Prairies-Pointe-aux-Trembles","Rivière-des-Prairies","COMPLEXE SPORTIF MARIE-VICTORIN-Gymnase 2","123-007"
123,"Rivière-des-Prairies-Pointe-aux-Trembles","Rivière-des-Prairies","COMPLEXE SPORTIF MARIE-VICTORIN-Gymnase 2","123-001"
123,"Rivière-des-Prairies-Pointe-aux-Trembles","Rivière-des-Prairies","ACADÉMIE LEONARDO DA VINCI-Gymnase","123-032"
123,"Rivière-des-Prairies-Pointe-aux-Trembles","Rivière-des-Prairies","ACADÉMIE LEONARDO DA VINCI-Gymnase","123-031"
123,"Rivière-des-Prairies-Pointe-aux-Trembles","Rivière-des-Prairies","CEGEP MARIE-VICTORIN-Gymnase double","123-021"
122,"Rivière-des-Prairies-Pointe-aux-Trembles","Pointe-aux-Trembles","ÉCOLE SAINTE-MARGUERITE-BOURGEOYS-Gymnase","122-079"
122,"Rivière-des-Prairies-Pointe-aux-Trembles","Pointe-aux-Trembles","ÉCOLE SAINTE-GERMAINE-COUSIN-Gymnase A","122-027"
122,"Rivière-des-Prairies-Pointe-aux-Trembles","Pointe-aux-Trembles","ÉCOLE SAINTE-GERMAINE-COUSIN-Gymnase A","122-026"
122,"Rivière-des-Prairies-Pointe-aux-Trembles","Pointe-aux-Trembles","ÉCOLE SAINT-MARCEL-Gymnase","122-061"
122,"Rivière-des-Prairies-Pointe-aux-Trembles","Pointe-aux-Trembles","ÉCOLE SAINT-MARCEL-Gymnase","122-060"
122,"Rivière-des-Prairies-Pointe-aux-Trembles","Pointe-aux-Trembles","ÉCOLE MARC-LAFLAMME/LE PRÉLUDE-Gymnase","122-050"
122,"Rivière-des-Prairies-Pointe-aux-Trembles","Pointe-aux-Trembles","ÉCOLE SAINTE-GERMAINE-COUSIN-Gymnase A","122-019"
122,"Rivière-des-Prairies-Pointe-aux-Trembles","Pointe-aux-Trembles","ÉCOLE FRANÇOIS-LA BERNARDE-Gymnase","122-055"
22,"Anjou","Est","ÉCOLE CARDINAL-LÉGER-Gymnase","022-016"
22,"Anjou","Est","ÉCOLE CARDINAL-LÉGER-Gymnase","022-015"
141,"Saint-Laurent","Côte-de-Liesse","ACADÉMIE LAURENHILL SENIOR-Cafétéria","141-039"
141,"Saint-Laurent","Côte-de-Liesse","ÉCOLE SAINT-LAURENT - ÉDIFICE SAINT-GERMAIN-Gymnase","141-076"
141,"Saint-Laurent","Côte-de-Liesse","ACADÉMIE LAURENHILL JUNIOR CAMPUS-Gymnase","141-074"
141,"Saint-Laurent","Côte-de-Liesse","ACADÉMIE LAURENHILL JUNIOR CAMPUS-Gymnase","141-068"
141,"Saint-Laurent","Côte-de-Liesse","ÉCOLE ENFANTS-DU-MONDE-Gymnase 1","141-009"
141,"Saint-Laurent","Côte-de-Liesse","ÉCOLE ENFANTS-DU-MONDE-Gymnase 1","141-007"
141,"Saint-Laurent","Côte-de-Liesse","ÉCOLE ENFANTS-DU-MONDE-Gymnase 1","141-003"
141,"Saint-Laurent","Côte-de-Liesse","ÉCOLE BEAU-SÉJOUR - ÉDIFICE NORD-Gymnase","141-016"
141,"Saint-Laurent","Côte-de-Liesse","COMPLEXE SPORTIF DE SAINT-LAURENT-Gymnase 1","141-037"
134,"Rosemont-La Petite-Patrie","Marie-Victorin","ÉCOLE SAINTE-BERNADETTE-SOUBIROUS-Gymnase","134-012"
133,"Rosemont-La Petite-Patrie","Vieux-Rosemont","ÉCOLE SAINT-JEAN-DE-BRÉBEUF-Gymnase","133-037"
133,"Rosemont-La Petite-Patrie","Vieux-Rosemont","ÉCOLE SAINT-JEAN-DE-BRÉBEUF-Gymnase","133-035"
133,"Rosemont-La Petite-Patrie","Vieux-Rosemont","CENTRE COMMUNAUTAIRE PETITE-CÔTE-Gymnase","133-009"
133,"Rosemont-La Petite-Patrie","Vieux-Rosemont","CENTRE COMMUNAUTAIRE PETITE-CÔTE-Gymnase","133-005"
171,"Verdun","Champlain–L’Île-des-Sœurs","VERRIÈRES III-Hall d'entrée","171-051"
171,"Verdun","Champlain–L’Île-des-Sœurs","VERRIÈRES I-Hall d'entrée","171-058"
134,"Rosemont-La Petite-Patrie","Marie-Victorin","ÉCOLE SAINTE-BERNADETTE-SOUBIROUS-Annexe","134-020"
134,"Rosemont-La Petite-Patrie","Marie-Victorin","ÉCOLE SAINTE-BERNADETTE-SOUBIROUS-Annexe","134-019"
133,"Rosemont-La Petite-Patrie","Vieux-Rosemont","ÉCOLE SAINT-JEAN-DE-BRÉBEUF-Gymnase","133-034"
133,"Rosemont-La Petite-Patrie","Vieux-Rosemont","ÉCOLE SAINT-JEAN-DE-BRÉBEUF-Gymnase","133-033"
133,"Rosemont-La Petite-Patrie","Vieux-Rosemont","ÉCOLE SAINT-JEAN-DE-BRÉBEUF-Gymnase","133-028"
172,"Verdun","Desmarchais-Crawford","ÉCOLE NOTRE-DAME-DE-LA-GARDE-Gymnase","172-053"
172,"Verdun","Desmarchais-Crawford","ÉCOLE NOTRE-DAME-DE-LA-GARDE-Gymnase","172-051"
172,"Verdun","Desmarchais-Crawford","ÉCOLE LÉVIS-SAUVÉ-Grand Gymnase","172-008"
134,"Rosemont-La Petite-Patrie","Marie-Victorin","ÉCOLE NOTRE-DAME-DU-FOYER-Gymnase Rosemont","134-047"
134,"Rosemont-La Petite-Patrie","Marie-Victorin","ÉCOLE NOTRE-DAME-DU-FOYER-Gymnase Rosemont","134-044"
134,"Rosemont-La Petite-Patrie","Marie-Victorin","ÉCOLE MARGUERITE-DE LAJEMMERAIS-Cafétéria-froide","134-056"
134,"Rosemont-La Petite-Patrie","Marie-Victorin","ÉCOLE MARGUERITE-DE LAJEMMERAIS-Cafétéria-froide","134-055"
134,"Rosemont-La Petite-Patrie","Marie-Victorin","ÉCOLE MARGUERITE-DE LAJEMMERAIS-Cafétéria-froide","134-054"
133,"Rosemont-La Petite-Patrie","Vieux-Rosemont","ÉCOLE SAINT-ALBERT-LE-GRAND-Salle multifonctionnelle","133-046"
133,"Rosemont-La Petite-Patrie","Vieux-Rosemont","ÉCOLE SAINT-ALBERT-LE-GRAND-Salle multifonctionnelle","133-043"
133,"Rosemont-La Petite-Patrie","Vieux-Rosemont","ÉCOLE SAINT-ALBERT-LE-GRAND-Gymnase","133-056"
133,"Rosemont-La Petite-Patrie","Vieux-Rosemont","ÉCOLE SAINT-ALBERT-LE-GRAND-Gymnase","133-052"
172,"Verdun","Desmarchais-Crawford","ÉCOLE LÉVIS-SAUVÉ-Grand Gymnase","172-003"
172,"Verdun","Desmarchais-Crawford","ÉCOLE LÉVIS-SAUVÉ-Grand Gymnase","172-002"
134,"Rosemont-La Petite-Patrie","Marie-Victorin","ÉCOLE MARGUERITE-DE LAJEMMERAIS-Cafétéria-chaude","134-050"
134,"Rosemont-La Petite-Patrie","Marie-Victorin","ÉCOLE DES MONARQUES - ÉDIFICE SAINT-JEAN-VIANNEY-Gymnase","134-024"
133,"Rosemont-La Petite-Patrie","Vieux-Rosemont","CENTRE MASSON-Salle 1er étage","133-023"
133,"Rosemont-La Petite-Patrie","Vieux-Rosemont","CENTRE MASSON-Salle 1er étage","133-022"
133,"Rosemont-La Petite-Patrie","Vieux-Rosemont","CENTRE GABRIELLE-ET-MARCEL-LAPALME-Salles  St-Jean et Legros","133-067"
171,"Verdun","Champlain–L’Île-des-Sœurs","VERRIÈRES V-Bibliothèque et salle de réception","171-052"
172,"Verdun","Desmarchais-Crawford","ÉCOLE DES COQUELICOTS-Gymnase","172-078"
172,"Verdun","Desmarchais-Crawford","CENTRE DE FORMATION PROFESSIONNELLE DES CARREFOURS-Caféteria","172-073"
134,"Rosemont-La Petite-Patrie","Marie-Victorin","ÉCOLE DES MONARQUES / ÉTABLISSEMENT MARIE-ROLLET-Gymnase","134-009"
134,"Rosemont-La Petite-Patrie","Marie-Victorin","ÉCOLE DES MONARQUES / ÉTABLISSEMENT MARIE-ROLLET-Gymnase","134-007"
133,"Rosemont-La Petite-Patrie","Vieux-Rosemont","CENTRE GABRIELLE-ET-MARCEL LAPALME-Gymnase","133-071"
133,"Rosemont-La Petite-Patrie","Vieux-Rosemont","CENTRE COMMUNAUTAIRE PETITE-CÔTE-Gymnase","133-013"
172,"Verdun","Desmarchais-Crawford","CENTRE D'ÉDUCATION DES ADULTES CHAMPLAIN-Gymnase","172-027"
172,"Verdun","Desmarchais-Crawford","CENTRE D'ÉDUCATION DES ADULTES CHAMPLAIN-Gymnase","172-025"
133,"Rosemont-La Petite-Patrie","Vieux-Rosemont","ÉCOLE SAINTE-BIBIANE-Gymnase","133-017"
133,"Rosemont-La Petite-Patrie","Vieux-Rosemont","ÉCOLE SAINTE-BIBIANE-Gymnase","133-015"
133,"Rosemont-La Petite-Patrie","Vieux-Rosemont","ÉCOLE SAINTE-BIBIANE-Gymnase","133-014"
33,"Côte-des-Neiges-Notre-Dame-de-Grâce","Snowdon","ÉCOLE DES CINQ-CONTINENTS, PAVILLON DUPUIS-Gymnase","033-033"
33,"Côte-des-Neiges-Notre-Dame-de-Grâce","Snowdon","CENTRE SPORTIF CÔTE-DES-NEIGES-Gymnase 2","033-015"
14,"Ahuntsic-Cartierville","Bordeaux-Cartierville","COLLÈGE SAINTE-MARCELLINE-Gymnase","014-051"
12,"Ahuntsic-Cartierville","Saint-Sulpice","COLLÈGE ANDRÉ-GRASSET-Salle L'Escale","012-016"
