NOM_SECTION,NOM_DISTRICT,NUM_DISTRICT,ARRONDISSEMENT,PRE_ARR 
134-013,Marie-Victorin,134,Rosemont-La Petite-Patrie,RPP
134-011,Marie-Victorin,134,Rosemont-La Petite-Patrie,RPP
134-017,Marie-Victorin,134,Rosemont-La Petite-Patrie,RPP
134-027,Marie-Victorin,134,Rosemont-La Petite-Patrie,RPP
134-018,Marie-Victorin,134,Rosemont-La Petite-Patrie,RPP
134-028,Marie-Victorin,134,Rosemont-La Petite-Patrie,RPP
134-029,Marie-Victorin,134,Rosemont-La Petite-Patrie,RPP
134-030,Marie-Victorin,134,Rosemont-La Petite-Patrie,RPP
134-031,Marie-Victorin,134,Rosemont-La Petite-Patrie,RPP
134-032,Marie-Victorin,134,Rosemont-La Petite-Patrie,RPP
134-037,Marie-Victorin,134,Rosemont-La Petite-Patrie,RPP
134-033,Marie-Victorin,134,Rosemont-La Petite-Patrie,RPP
134-034,Marie-Victorin,134,Rosemont-La Petite-Patrie,RPP
134-055,Marie-Victorin,134,Rosemont-La Petite-Patrie,RPP
134-054,Marie-Victorin,134,Rosemont-La Petite-Patrie,RPP
134-038,Marie-Victorin,134,Rosemont-La Petite-Patrie,RPP
134-036,Marie-Victorin,134,Rosemont-La Petite-Patrie,RPP
134-041,Marie-Victorin,134,Rosemont-La Petite-Patrie,RPP
134-039,Marie-Victorin,134,Rosemont-La Petite-Patrie,RPP
134-040,Marie-Victorin,134,Rosemont-La Petite-Patrie,RPP
134-043,Marie-Victorin,134,Rosemont-La Petite-Patrie,RPP
134-057,Marie-Victorin,134,Rosemont-La Petite-Patrie,RPP
134-056,Marie-Victorin,134,Rosemont-La Petite-Patrie,RPP
134-062,Marie-Victorin,134,Rosemont-La Petite-Patrie,RPP
134-061,Marie-Victorin,134,Rosemont-La Petite-Patrie,RPP
134-059,Marie-Victorin,134,Rosemont-La Petite-Patrie,RPP
134-063,Marie-Victorin,134,Rosemont-La Petite-Patrie,RPP
134-058,Marie-Victorin,134,Rosemont-La Petite-Patrie,RPP
134-049,Marie-Victorin,134,Rosemont-La Petite-Patrie,RPP
134-042,Marie-Victorin,134,Rosemont-La Petite-Patrie,RPP
134-035,Marie-Victorin,134,Rosemont-La Petite-Patrie,RPP
134-045,Marie-Victorin,134,Rosemont-La Petite-Patrie,RPP
134-050,Marie-Victorin,134,Rosemont-La Petite-Patrie,RPP
134-051,Marie-Victorin,134,Rosemont-La Petite-Patrie,RPP
134-052,Marie-Victorin,134,Rosemont-La Petite-Patrie,RPP
134-053,Marie-Victorin,134,Rosemont-La Petite-Patrie,RPP
134-046,Marie-Victorin,134,Rosemont-La Petite-Patrie,RPP
134-048,Marie-Victorin,134,Rosemont-La Petite-Patrie,RPP
162-050,Saint-Paul-Émard,162,Le Sud-Ouest,SO
162-070,Saint-Paul-Émard,162,Le Sud-Ouest,SO
162-071,Saint-Paul-Émard,162,Le Sud-Ouest,SO
162-072,Saint-Paul-Émard,162,Le Sud-Ouest,SO
162-077,Saint-Paul-Émard,162,Le Sud-Ouest,SO
162-073,Saint-Paul-Émard,162,Le Sud-Ouest,SO
162-074,Saint-Paul-Émard,162,Le Sud-Ouest,SO
161-002,Saint-Henri-Est-Petite-Bourgogne–Pointe-Saint-Charles–Griffi,161,Le Sud-Ouest,SO
162-075,Saint-Paul-Émard,162,Le Sud-Ouest,SO
161-008,Saint-Henri-Est-Petite-Bourgogne–Pointe-Saint-Charles–Griffi,161,Le Sud-Ouest,SO
161-007,Saint-Henri-Est-Petite-Bourgogne–Pointe-Saint-Charles–Griffi,161,Le Sud-Ouest,SO
161-006,Saint-Henri-Est-Petite-Bourgogne–Pointe-Saint-Charles–Griffi,161,Le Sud-Ouest,SO
161-004,Saint-Henri-Est-Petite-Bourgogne–Pointe-Saint-Charles–Griffi,161,Le Sud-Ouest,SO
161-005,Saint-Henri-Est-Petite-Bourgogne–Pointe-Saint-Charles–Griffi,161,Le Sud-Ouest,SO
161-003,Saint-Henri-Est-Petite-Bourgogne–Pointe-Saint-Charles–Griffi,161,Le Sud-Ouest,SO
161-009,Saint-Henri-Est-Petite-Bourgogne–Pointe-Saint-Charles–Griffi,161,Le Sud-Ouest,SO
161-012,Saint-Henri-Est-Petite-Bourgogne–Pointe-Saint-Charles–Griffi,161,Le Sud-Ouest,SO
161-010,Saint-Henri-Est-Petite-Bourgogne–Pointe-Saint-Charles–Griffi,161,Le Sud-Ouest,SO
161-011,Saint-Henri-Est-Petite-Bourgogne–Pointe-Saint-Charles–Griffi,161,Le Sud-Ouest,SO
161-014,Saint-Henri-Est-Petite-Bourgogne–Pointe-Saint-Charles–Griffi,161,Le Sud-Ouest,SO
161-013,Saint-Henri-Est-Petite-Bourgogne–Pointe-Saint-Charles–Griffi,161,Le Sud-Ouest,SO
161-020,Saint-Henri-Est-Petite-Bourgogne–Pointe-Saint-Charles–Griffi,161,Le Sud-Ouest,SO
161-021,Saint-Henri-Est-Petite-Bourgogne–Pointe-Saint-Charles–Griffi,161,Le Sud-Ouest,SO
161-023,Saint-Henri-Est-Petite-Bourgogne–Pointe-Saint-Charles–Griffi,161,Le Sud-Ouest,SO
161-022,Saint-Henri-Est-Petite-Bourgogne–Pointe-Saint-Charles–Griffi,161,Le Sud-Ouest,SO
161-024,Saint-Henri-Est-Petite-Bourgogne–Pointe-Saint-Charles–Griffi,161,Le Sud-Ouest,SO
161-015,Saint-Henri-Est-Petite-Bourgogne–Pointe-Saint-Charles–Griffi,161,Le Sud-Ouest,SO
161-025,Saint-Henri-Est-Petite-Bourgogne–Pointe-Saint-Charles–Griffi,161,Le Sud-Ouest,SO
161-026,Saint-Henri-Est-Petite-Bourgogne–Pointe-Saint-Charles–Griffi,161,Le Sud-Ouest,SO
161-027,Saint-Henri-Est-Petite-Bourgogne–Pointe-Saint-Charles–Griffi,161,Le Sud-Ouest,SO
161-074,Saint-Henri-Est-Petite-Bourgogne–Pointe-Saint-Charles–Griffi,161,Le Sud-Ouest,SO
161-073,Saint-Henri-Est-Petite-Bourgogne–Pointe-Saint-Charles–Griffi,161,Le Sud-Ouest,SO
161-072,Saint-Henri-Est-Petite-Bourgogne–Pointe-Saint-Charles–Griffi,161,Le Sud-Ouest,SO
161-064,Saint-Henri-Est-Petite-Bourgogne–Pointe-Saint-Charles–Griffi,161,Le Sud-Ouest,SO
161-028,Saint-Henri-Est-Petite-Bourgogne–Pointe-Saint-Charles–Griffi,161,Le Sud-Ouest,SO
161-061,Saint-Henri-Est-Petite-Bourgogne–Pointe-Saint-Charles–Griffi,161,Le Sud-Ouest,SO
161-062,Saint-Henri-Est-Petite-Bourgogne–Pointe-Saint-Charles–Griffi,161,Le Sud-Ouest,SO
161-063,Saint-Henri-Est-Petite-Bourgogne–Pointe-Saint-Charles–Griffi,161,Le Sud-Ouest,SO
161-066,Saint-Henri-Est-Petite-Bourgogne–Pointe-Saint-Charles–Griffi,161,Le Sud-Ouest,SO
161-065,Saint-Henri-Est-Petite-Bourgogne–Pointe-Saint-Charles–Griffi,161,Le Sud-Ouest,SO
161-067,Saint-Henri-Est-Petite-Bourgogne–Pointe-Saint-Charles–Griffi,161,Le Sud-Ouest,SO
161-068,Saint-Henri-Est-Petite-Bourgogne–Pointe-Saint-Charles–Griffi,161,Le Sud-Ouest,SO
161-071,Saint-Henri-Est-Petite-Bourgogne–Pointe-Saint-Charles–Griffi,161,Le Sud-Ouest,SO
161-070,Saint-Henri-Est-Petite-Bourgogne–Pointe-Saint-Charles–Griffi,161,Le Sud-Ouest,SO
161-076,Saint-Henri-Est-Petite-Bourgogne–Pointe-Saint-Charles–Griffi,161,Le Sud-Ouest,SO
161-077,Saint-Henri-Est-Petite-Bourgogne–Pointe-Saint-Charles–Griffi,161,Le Sud-Ouest,SO
161-069,Saint-Henri-Est-Petite-Bourgogne–Pointe-Saint-Charles–Griffi,161,Le Sud-Ouest,SO
161-082,Saint-Henri-Est-Petite-Bourgogne–Pointe-Saint-Charles–Griffi,161,Le Sud-Ouest,SO
161-081,Saint-Henri-Est-Petite-Bourgogne–Pointe-Saint-Charles–Griffi,161,Le Sud-Ouest,SO
161-080,Saint-Henri-Est-Petite-Bourgogne–Pointe-Saint-Charles–Griffi,161,Le Sud-Ouest,SO
161-086,Saint-Henri-Est-Petite-Bourgogne–Pointe-Saint-Charles–Griffi,161,Le Sud-Ouest,SO
161-089,Saint-Henri-Est-Petite-Bourgogne–Pointe-Saint-Charles–Griffi,161,Le Sud-Ouest,SO
161-052,Saint-Henri-Est-Petite-Bourgogne–Pointe-Saint-Charles–Griffi,161,Le Sud-Ouest,SO
161-051,Saint-Henri-Est-Petite-Bourgogne–Pointe-Saint-Charles–Griffi,161,Le Sud-Ouest,SO
161-048,Saint-Henri-Est-Petite-Bourgogne–Pointe-Saint-Charles–Griffi,161,Le Sud-Ouest,SO
161-032,Saint-Henri-Est-Petite-Bourgogne–Pointe-Saint-Charles–Griffi,161,Le Sud-Ouest,SO
161-060,Saint-Henri-Est-Petite-Bourgogne–Pointe-Saint-Charles–Griffi,161,Le Sud-Ouest,SO
161-050,Saint-Henri-Est-Petite-Bourgogne–Pointe-Saint-Charles–Griffi,161,Le Sud-Ouest,SO
161-049,Saint-Henri-Est-Petite-Bourgogne–Pointe-Saint-Charles–Griffi,161,Le Sud-Ouest,SO
161-047,Saint-Henri-Est-Petite-Bourgogne–Pointe-Saint-Charles–Griffi,161,Le Sud-Ouest,SO
161-031,Saint-Henri-Est-Petite-Bourgogne–Pointe-Saint-Charles–Griffi,161,Le Sud-Ouest,SO
161-030,Saint-Henri-Est-Petite-Bourgogne–Pointe-Saint-Charles–Griffi,161,Le Sud-Ouest,SO
161-029,Saint-Henri-Est-Petite-Bourgogne–Pointe-Saint-Charles–Griffi,161,Le Sud-Ouest,SO
161-046,Saint-Henri-Est-Petite-Bourgogne–Pointe-Saint-Charles–Griffi,161,Le Sud-Ouest,SO
161-045,Saint-Henri-Est-Petite-Bourgogne–Pointe-Saint-Charles–Griffi,161,Le Sud-Ouest,SO
161-044,Saint-Henri-Est-Petite-Bourgogne–Pointe-Saint-Charles–Griffi,161,Le Sud-Ouest,SO
161-038,Saint-Henri-Est-Petite-Bourgogne–Pointe-Saint-Charles–Griffi,161,Le Sud-Ouest,SO
161-037,Saint-Henri-Est-Petite-Bourgogne–Pointe-Saint-Charles–Griffi,161,Le Sud-Ouest,SO
161-039,Saint-Henri-Est-Petite-Bourgogne–Pointe-Saint-Charles–Griffi,161,Le Sud-Ouest,SO
161-041,Saint-Henri-Est-Petite-Bourgogne–Pointe-Saint-Charles–Griffi,161,Le Sud-Ouest,SO
161-040,Saint-Henri-Est-Petite-Bourgogne–Pointe-Saint-Charles–Griffi,161,Le Sud-Ouest,SO
161-042,Saint-Henri-Est-Petite-Bourgogne–Pointe-Saint-Charles–Griffi,161,Le Sud-Ouest,SO
161-043,Saint-Henri-Est-Petite-Bourgogne–Pointe-Saint-Charles–Griffi,161,Le Sud-Ouest,SO
161-053,Saint-Henri-Est-Petite-Bourgogne–Pointe-Saint-Charles–Griffi,161,Le Sud-Ouest,SO
161-054,Saint-Henri-Est-Petite-Bourgogne–Pointe-Saint-Charles–Griffi,161,Le Sud-Ouest,SO
161-055,Saint-Henri-Est-Petite-Bourgogne–Pointe-Saint-Charles–Griffi,161,Le Sud-Ouest,SO
161-056,Saint-Henri-Est-Petite-Bourgogne–Pointe-Saint-Charles–Griffi,161,Le Sud-Ouest,SO
161-057,Saint-Henri-Est-Petite-Bourgogne–Pointe-Saint-Charles–Griffi,161,Le Sud-Ouest,SO
161-059,Saint-Henri-Est-Petite-Bourgogne–Pointe-Saint-Charles–Griffi,161,Le Sud-Ouest,SO
162-001,Saint-Paul-Émard,162,Le Sud-Ouest,SO
162-002,Saint-Paul-Émard,162,Le Sud-Ouest,SO
162-043,Saint-Paul-Émard,162,Le Sud-Ouest,SO
162-042,Saint-Paul-Émard,162,Le Sud-Ouest,SO
162-003,Saint-Paul-Émard,162,Le Sud-Ouest,SO
162-004,Saint-Paul-Émard,162,Le Sud-Ouest,SO
162-008,Saint-Paul-Émard,162,Le Sud-Ouest,SO
162-009,Saint-Paul-Émard,162,Le Sud-Ouest,SO
162-044,Saint-Paul-Émard,162,Le Sud-Ouest,SO
162-046,Saint-Paul-Émard,162,Le Sud-Ouest,SO
162-045,Saint-Paul-Émard,162,Le Sud-Ouest,SO
162-048,Saint-Paul-Émard,162,Le Sud-Ouest,SO
162-047,Saint-Paul-Émard,162,Le Sud-Ouest,SO
162-010,Saint-Paul-Émard,162,Le Sud-Ouest,SO
162-007,Saint-Paul-Émard,162,Le Sud-Ouest,SO
162-006,Saint-Paul-Émard,162,Le Sud-Ouest,SO
162-034,Saint-Paul-Émard,162,Le Sud-Ouest,SO
162-039,Saint-Paul-Émard,162,Le Sud-Ouest,SO
162-038,Saint-Paul-Émard,162,Le Sud-Ouest,SO
162-040,Saint-Paul-Émard,162,Le Sud-Ouest,SO
162-052,Saint-Paul-Émard,162,Le Sud-Ouest,SO
162-036,Saint-Paul-Émard,162,Le Sud-Ouest,SO
162-037,Saint-Paul-Émard,162,Le Sud-Ouest,SO
162-035,Saint-Paul-Émard,162,Le Sud-Ouest,SO
162-014,Saint-Paul-Émard,162,Le Sud-Ouest,SO
162-012,Saint-Paul-Émard,162,Le Sud-Ouest,SO
162-005,Saint-Paul-Émard,162,Le Sud-Ouest,SO
162-013,Saint-Paul-Émard,162,Le Sud-Ouest,SO
162-015,Saint-Paul-Émard,162,Le Sud-Ouest,SO
162-016,Saint-Paul-Émard,162,Le Sud-Ouest,SO
162-017,Saint-Paul-Émard,162,Le Sud-Ouest,SO
162-018,Saint-Paul-Émard,162,Le Sud-Ouest,SO
162-019,Saint-Paul-Émard,162,Le Sud-Ouest,SO
162-020,Saint-Paul-Émard,162,Le Sud-Ouest,SO
162-023,Saint-Paul-Émard,162,Le Sud-Ouest,SO
162-025,Saint-Paul-Émard,162,Le Sud-Ouest,SO
162-029,Saint-Paul-Émard,162,Le Sud-Ouest,SO
162-021,Saint-Paul-Émard,162,Le Sud-Ouest,SO
162-030,Saint-Paul-Émard,162,Le Sud-Ouest,SO
162-041,Saint-Paul-Émard,162,Le Sud-Ouest,SO
162-032,Saint-Paul-Émard,162,Le Sud-Ouest,SO
162-031,Saint-Paul-Émard,162,Le Sud-Ouest,SO
162-027,Saint-Paul-Émard,162,Le Sud-Ouest,SO
162-026,Saint-Paul-Émard,162,Le Sud-Ouest,SO
162-028,Saint-Paul-Émard,162,Le Sud-Ouest,SO
162-060,Saint-Paul-Émard,162,Le Sud-Ouest,SO
162-059,Saint-Paul-Émard,162,Le Sud-Ouest,SO
162-058,Saint-Paul-Émard,162,Le Sud-Ouest,SO
162-062,Saint-Paul-Émard,162,Le Sud-Ouest,SO
162-054,Saint-Paul-Émard,162,Le Sud-Ouest,SO
162-051,Saint-Paul-Émard,162,Le Sud-Ouest,SO
162-053,Saint-Paul-Émard,162,Le Sud-Ouest,SO
162-055,Saint-Paul-Émard,162,Le Sud-Ouest,SO
162-056,Saint-Paul-Émard,162,Le Sud-Ouest,SO
162-063,Saint-Paul-Émard,162,Le Sud-Ouest,SO
162-064,Saint-Paul-Émard,162,Le Sud-Ouest,SO
162-065,Saint-Paul-Émard,162,Le Sud-Ouest,SO
162-066,Saint-Paul-Émard,162,Le Sud-Ouest,SO
162-057,Saint-Paul-Émard,162,Le Sud-Ouest,SO
162-067,Saint-Paul-Émard,162,Le Sud-Ouest,SO
151-065,Saint-Léonard-Est,151,Saint-Léonard,SLD
151-057,Saint-Léonard-Est,151,Saint-Léonard,SLD
151-056,Saint-Léonard-Est,151,Saint-Léonard,SLD
151-058,Saint-Léonard-Est,151,Saint-Léonard,SLD
151-059,Saint-Léonard-Est,151,Saint-Léonard,SLD
151-060,Saint-Léonard-Est,151,Saint-Léonard,SLD
151-062,Saint-Léonard-Est,151,Saint-Léonard,SLD
151-061,Saint-Léonard-Est,151,Saint-Léonard,SLD
151-063,Saint-Léonard-Est,151,Saint-Léonard,SLD
151-064,Saint-Léonard-Est,151,Saint-Léonard,SLD
151-053,Saint-Léonard-Est,151,Saint-Léonard,SLD
151-054,Saint-Léonard-Est,151,Saint-Léonard,SLD
151-055,Saint-Léonard-Est,151,Saint-Léonard,SLD
151-048,Saint-Léonard-Est,151,Saint-Léonard,SLD
151-049,Saint-Léonard-Est,151,Saint-Léonard,SLD
151-046,Saint-Léonard-Est,151,Saint-Léonard,SLD
151-045,Saint-Léonard-Est,151,Saint-Léonard,SLD
151-042,Saint-Léonard-Est,151,Saint-Léonard,SLD
151-043,Saint-Léonard-Est,151,Saint-Léonard,SLD
151-044,Saint-Léonard-Est,151,Saint-Léonard,SLD
151-040,Saint-Léonard-Est,151,Saint-Léonard,SLD
151-041,Saint-Léonard-Est,151,Saint-Léonard,SLD
151-038,Saint-Léonard-Est,151,Saint-Léonard,SLD
151-030,Saint-Léonard-Est,151,Saint-Léonard,SLD
151-024,Saint-Léonard-Est,151,Saint-Léonard,SLD
151-025,Saint-Léonard-Est,151,Saint-Léonard,SLD
151-027,Saint-Léonard-Est,151,Saint-Léonard,SLD
151-028,Saint-Léonard-Est,151,Saint-Léonard,SLD
151-034,Saint-Léonard-Est,151,Saint-Léonard,SLD
151-052,Saint-Léonard-Est,151,Saint-Léonard,SLD
151-051,Saint-Léonard-Est,151,Saint-Léonard,SLD
151-035,Saint-Léonard-Est,151,Saint-Léonard,SLD
151-036,Saint-Léonard-Est,151,Saint-Léonard,SLD
151-037,Saint-Léonard-Est,151,Saint-Léonard,SLD
151-039,Saint-Léonard-Est,151,Saint-Léonard,SLD
151-016,Saint-Léonard-Est,151,Saint-Léonard,SLD
151-022,Saint-Léonard-Est,151,Saint-Léonard,SLD
151-023,Saint-Léonard-Est,151,Saint-Léonard,SLD
151-021,Saint-Léonard-Est,151,Saint-Léonard,SLD
151-020,Saint-Léonard-Est,151,Saint-Léonard,SLD
151-010,Saint-Léonard-Est,151,Saint-Léonard,SLD
151-019,Saint-Léonard-Est,151,Saint-Léonard,SLD
151-018,Saint-Léonard-Est,151,Saint-Léonard,SLD
151-032,Saint-Léonard-Est,151,Saint-Léonard,SLD
151-031,Saint-Léonard-Est,151,Saint-Léonard,SLD
151-012,Saint-Léonard-Est,151,Saint-Léonard,SLD
151-015,Saint-Léonard-Est,151,Saint-Léonard,SLD
151-014,Saint-Léonard-Est,151,Saint-Léonard,SLD
151-013,Saint-Léonard-Est,151,Saint-Léonard,SLD
151-006,Saint-Léonard-Est,151,Saint-Léonard,SLD
151-005,Saint-Léonard-Est,151,Saint-Léonard,SLD
151-009,Saint-Léonard-Est,151,Saint-Léonard,SLD
151-002,Saint-Léonard-Est,151,Saint-Léonard,SLD
151-004,Saint-Léonard-Est,151,Saint-Léonard,SLD
151-007,Saint-Léonard-Est,151,Saint-Léonard,SLD
151-008,Saint-Léonard-Est,151,Saint-Léonard,SLD
151-003,Saint-Léonard-Est,151,Saint-Léonard,SLD
152-073,Saint-Léonard-Ouest,152,Saint-Léonard,SLD
152-078,Saint-Léonard-Ouest,152,Saint-Léonard,SLD
152-082,Saint-Léonard-Ouest,152,Saint-Léonard,SLD
152-080,Saint-Léonard-Ouest,152,Saint-Léonard,SLD
152-077,Saint-Léonard-Ouest,152,Saint-Léonard,SLD
152-075,Saint-Léonard-Ouest,152,Saint-Léonard,SLD
152-074,Saint-Léonard-Ouest,152,Saint-Léonard,SLD
152-072,Saint-Léonard-Ouest,152,Saint-Léonard,SLD
152-054,Saint-Léonard-Ouest,152,Saint-Léonard,SLD
152-059,Saint-Léonard-Ouest,152,Saint-Léonard,SLD
152-058,Saint-Léonard-Ouest,152,Saint-Léonard,SLD
152-060,Saint-Léonard-Ouest,152,Saint-Léonard,SLD
152-067,Saint-Léonard-Ouest,152,Saint-Léonard,SLD
152-076,Saint-Léonard-Ouest,152,Saint-Léonard,SLD
152-068,Saint-Léonard-Ouest,152,Saint-Léonard,SLD
152-066,Saint-Léonard-Ouest,152,Saint-Léonard,SLD
152-070,Saint-Léonard-Ouest,152,Saint-Léonard,SLD
152-069,Saint-Léonard-Ouest,152,Saint-Léonard,SLD
152-064,Saint-Léonard-Ouest,152,Saint-Léonard,SLD
152-063,Saint-Léonard-Ouest,152,Saint-Léonard,SLD
152-061,Saint-Léonard-Ouest,152,Saint-Léonard,SLD
152-062,Saint-Léonard-Ouest,152,Saint-Léonard,SLD
152-065,Saint-Léonard-Ouest,152,Saint-Léonard,SLD
152-056,Saint-Léonard-Ouest,152,Saint-Léonard,SLD
152-055,Saint-Léonard-Ouest,152,Saint-Léonard,SLD
152-052,Saint-Léonard-Ouest,152,Saint-Léonard,SLD
152-051,Saint-Léonard-Ouest,152,Saint-Léonard,SLD
152-050,Saint-Léonard-Ouest,152,Saint-Léonard,SLD
152-049,Saint-Léonard-Ouest,152,Saint-Léonard,SLD
152-017,Saint-Léonard-Ouest,152,Saint-Léonard,SLD
152-020,Saint-Léonard-Ouest,152,Saint-Léonard,SLD
152-019,Saint-Léonard-Ouest,152,Saint-Léonard,SLD
152-022,Saint-Léonard-Ouest,152,Saint-Léonard,SLD
152-030,Saint-Léonard-Ouest,152,Saint-Léonard,SLD
152-027,Saint-Léonard-Ouest,152,Saint-Léonard,SLD
152-028,Saint-Léonard-Ouest,152,Saint-Léonard,SLD
152-029,Saint-Léonard-Ouest,152,Saint-Léonard,SLD
152-026,Saint-Léonard-Ouest,152,Saint-Léonard,SLD
152-025,Saint-Léonard-Ouest,152,Saint-Léonard,SLD
152-024,Saint-Léonard-Ouest,152,Saint-Léonard,SLD
152-031,Saint-Léonard-Ouest,152,Saint-Léonard,SLD
152-023,Saint-Léonard-Ouest,152,Saint-Léonard,SLD
152-021,Saint-Léonard-Ouest,152,Saint-Léonard,SLD
152-016,Saint-Léonard-Ouest,152,Saint-Léonard,SLD
152-012,Saint-Léonard-Ouest,152,Saint-Léonard,SLD
152-005,Saint-Léonard-Ouest,152,Saint-Léonard,SLD
152-007,Saint-Léonard-Ouest,152,Saint-Léonard,SLD
152-006,Saint-Léonard-Ouest,152,Saint-Léonard,SLD
152-009,Saint-Léonard-Ouest,152,Saint-Léonard,SLD
152-010,Saint-Léonard-Ouest,152,Saint-Léonard,SLD
152-035,Saint-Léonard-Ouest,152,Saint-Léonard,SLD
152-036,Saint-Léonard-Ouest,152,Saint-Léonard,SLD
152-037,Saint-Léonard-Ouest,152,Saint-Léonard,SLD
152-038,Saint-Léonard-Ouest,152,Saint-Léonard,SLD
152-039,Saint-Léonard-Ouest,152,Saint-Léonard,SLD
152-044,Saint-Léonard-Ouest,152,Saint-Léonard,SLD
152-043,Saint-Léonard-Ouest,152,Saint-Léonard,SLD
152-048,Saint-Léonard-Ouest,152,Saint-Léonard,SLD
152-047,Saint-Léonard-Ouest,152,Saint-Léonard,SLD
152-046,Saint-Léonard-Ouest,152,Saint-Léonard,SLD
152-045,Saint-Léonard-Ouest,152,Saint-Léonard,SLD
152-042,Saint-Léonard-Ouest,152,Saint-Léonard,SLD
152-041,Saint-Léonard-Ouest,152,Saint-Léonard,SLD
152-040,Saint-Léonard-Ouest,152,Saint-Léonard,SLD
152-034,Saint-Léonard-Ouest,152,Saint-Léonard,SLD
152-032,Saint-Léonard-Ouest,152,Saint-Léonard,SLD
152-033,Saint-Léonard-Ouest,152,Saint-Léonard,SLD
152-011,Saint-Léonard-Ouest,152,Saint-Léonard,SLD
141-001,Côte-de-Liesse,141,Saint-Laurent,SLT
141-011,Côte-de-Liesse,141,Saint-Laurent,SLT
141-012,Côte-de-Liesse,141,Saint-Laurent,SLT
141-013,Côte-de-Liesse,141,Saint-Laurent,SLT
141-070,Côte-de-Liesse,141,Saint-Laurent,SLT
141-076,Côte-de-Liesse,141,Saint-Laurent,SLT
141-075,Côte-de-Liesse,141,Saint-Laurent,SLT
141-071,Côte-de-Liesse,141,Saint-Laurent,SLT
141-072,Côte-de-Liesse,141,Saint-Laurent,SLT
141-073,Côte-de-Liesse,141,Saint-Laurent,SLT
141-074,Côte-de-Liesse,141,Saint-Laurent,SLT
141-078,Côte-de-Liesse,141,Saint-Laurent,SLT
141-079,Côte-de-Liesse,141,Saint-Laurent,SLT
141-077,Côte-de-Liesse,141,Saint-Laurent,SLT
141-080,Côte-de-Liesse,141,Saint-Laurent,SLT
141-081,Côte-de-Liesse,141,Saint-Laurent,SLT
141-069,Côte-de-Liesse,141,Saint-Laurent,SLT
141-049,Côte-de-Liesse,141,Saint-Laurent,SLT
141-036,Côte-de-Liesse,141,Saint-Laurent,SLT
141-048,Côte-de-Liesse,141,Saint-Laurent,SLT
141-044,Côte-de-Liesse,141,Saint-Laurent,SLT
141-045,Côte-de-Liesse,141,Saint-Laurent,SLT
141-050,Côte-de-Liesse,141,Saint-Laurent,SLT
141-046,Côte-de-Liesse,141,Saint-Laurent,SLT
141-041,Côte-de-Liesse,141,Saint-Laurent,SLT
141-047,Côte-de-Liesse,141,Saint-Laurent,SLT
141-042,Côte-de-Liesse,141,Saint-Laurent,SLT
141-040,Côte-de-Liesse,141,Saint-Laurent,SLT
141-039,Côte-de-Liesse,141,Saint-Laurent,SLT
141-038,Côte-de-Liesse,141,Saint-Laurent,SLT
141-082,Côte-de-Liesse,141,Saint-Laurent,SLT
141-083,Côte-de-Liesse,141,Saint-Laurent,SLT
141-085,Côte-de-Liesse,141,Saint-Laurent,SLT
141-088,Côte-de-Liesse,141,Saint-Laurent,SLT
141-087,Côte-de-Liesse,141,Saint-Laurent,SLT
141-091,Côte-de-Liesse,141,Saint-Laurent,SLT
141-089,Côte-de-Liesse,141,Saint-Laurent,SLT
141-090,Côte-de-Liesse,141,Saint-Laurent,SLT
142-046,Norman-McLaren,142,Saint-Laurent,SLT
142-048,Norman-McLaren,142,Saint-Laurent,SLT
142-049,Norman-McLaren,142,Saint-Laurent,SLT
142-050,Norman-McLaren,142,Saint-Laurent,SLT
142-052,Norman-McLaren,142,Saint-Laurent,SLT
142-054,Norman-McLaren,142,Saint-Laurent,SLT
142-047,Norman-McLaren,142,Saint-Laurent,SLT
142-053,Norman-McLaren,142,Saint-Laurent,SLT
142-056,Norman-McLaren,142,Saint-Laurent,SLT
142-057,Norman-McLaren,142,Saint-Laurent,SLT
142-058,Norman-McLaren,142,Saint-Laurent,SLT
142-059,Norman-McLaren,142,Saint-Laurent,SLT
142-037,Norman-McLaren,142,Saint-Laurent,SLT
142-043,Norman-McLaren,142,Saint-Laurent,SLT
142-042,Norman-McLaren,142,Saint-Laurent,SLT
142-045,Norman-McLaren,142,Saint-Laurent,SLT
142-039,Norman-McLaren,142,Saint-Laurent,SLT
142-040,Norman-McLaren,142,Saint-Laurent,SLT
142-038,Norman-McLaren,142,Saint-Laurent,SLT
142-025,Norman-McLaren,142,Saint-Laurent,SLT
142-041,Norman-McLaren,142,Saint-Laurent,SLT
142-026,Norman-McLaren,142,Saint-Laurent,SLT
142-019,Norman-McLaren,142,Saint-Laurent,SLT
142-020,Norman-McLaren,142,Saint-Laurent,SLT
142-021,Norman-McLaren,142,Saint-Laurent,SLT
142-022,Norman-McLaren,142,Saint-Laurent,SLT
142-027,Norman-McLaren,142,Saint-Laurent,SLT
142-028,Norman-McLaren,142,Saint-Laurent,SLT
142-023,Norman-McLaren,142,Saint-Laurent,SLT
142-030,Norman-McLaren,142,Saint-Laurent,SLT
142-029,Norman-McLaren,142,Saint-Laurent,SLT
142-031,Norman-McLaren,142,Saint-Laurent,SLT
142-034,Norman-McLaren,142,Saint-Laurent,SLT
142-032,Norman-McLaren,142,Saint-Laurent,SLT
142-035,Norman-McLaren,142,Saint-Laurent,SLT
142-081,Norman-McLaren,142,Saint-Laurent,SLT
