TransactionID,DateChargement,IdenfiantSecteur,NomSecteur,IdentifiantArrondissement,ArrondissementCode,Arrondissement,IdentifiantDepot,NomDepot,DateDechargement,volume,TypeTransaction,IdentifiantContrat,NumeroContrat
2962199,2024-12-08T21:10:03,493,"VSP-114B",24,"VSP","Villeray–Saint-Michel–Parc-Extension",31,"St-Michel - Robert (VSP)",2024-12-08T21:25:28,30.07,"AUT",1490,"VSP-114"
2962200,2024-12-08T21:14:00,493,"VSP-114B",24,"VSP","Villeray–Saint-Michel–Parc-Extension",31,"St-Michel - Robert (VSP)",2024-12-08T21:29:41,31.02,"AUT",1490,"VSP-114"
2962201,2024-12-08T21:37:28,493,"VSP-114B",24,"VSP","Villeray–Saint-Michel–Parc-Extension",31,"St-Michel - Robert (VSP)",2024-12-08T21:37:28,29.77,"N-AUT",1490,"VSP-114"
2962202,2024-12-08T21:16:01,493,"VSP-114B",24,"VSP","Villeray–Saint-Michel–Parc-Extension",31,"St-Michel - Robert (VSP)",2024-12-08T21:38:57,40.45,"AUT",1490,"VSP-114"
2962203,2024-12-08T21:40:53,493,"VSP-114B",24,"VSP","Villeray–Saint-Michel–Parc-Extension",31,"St-Michel - Robert (VSP)",2024-12-08T21:40:53,49.36,"N-AUT",1490,"VSP-114"
2962204,2024-12-08T21:20:05,493,"VSP-114B",24,"VSP","Villeray–Saint-Michel–Parc-Extension",31,"St-Michel - Robert (VSP)",2024-12-08T21:45:20,25.29,"AUT",1490,"VSP-114"
2962205,2024-12-08T21:28:59,493,"VSP-114B",24,"VSP","Villeray–Saint-Michel–Parc-Extension",31,"St-Michel - Robert (VSP)",2024-12-08T21:48:47,30.07,"AUT",1490,"VSP-114"
2962208,2024-12-08T21:32:01,493,"VSP-114B",24,"VSP","Villeray–Saint-Michel–Parc-Extension",31,"St-Michel - Robert (VSP)",2024-12-08T21:58:54,30.26,"AUT",1490,"VSP-114"
2962209,2024-12-08T21:43:01,493,"VSP-114B",24,"VSP","Villeray–Saint-Michel–Parc-Extension",31,"St-Michel - Robert (VSP)",2024-12-08T21:59:25,29.39,"AUT",1490,"VSP-114"
2962210,2024-12-08T21:33:50,493,"VSP-114B",24,"VSP","Villeray–Saint-Michel–Parc-Extension",31,"St-Michel - Robert (VSP)",2024-12-08T22:07:39,29.78,"AUT",1490,"VSP-114"
2962211,2024-12-08T21:51:04,493,"VSP-114B",24,"VSP","Villeray–Saint-Michel–Parc-Extension",31,"St-Michel - Robert (VSP)",2024-12-08T22:08:05,49.64,"AUT",1490,"VSP-114"
2962212,2024-12-08T21:56:03,493,"VSP-114B",24,"VSP","Villeray–Saint-Michel–Parc-Extension",31,"St-Michel - Robert (VSP)",2024-12-08T22:11:48,31.91,"AUT",1490,"VSP-114"
2962213,2024-12-08T21:58:03,493,"VSP-114B",24,"VSP","Villeray–Saint-Michel–Parc-Extension",31,"St-Michel - Robert (VSP)",2024-12-08T22:13:51,31.02,"AUT",1490,"VSP-114"
2962214,2024-12-08T22:19:20,493,"VSP-114B",24,"VSP","Villeray–Saint-Michel–Parc-Extension",31,"St-Michel - Robert (VSP)",2024-12-08T22:19:20,25.56,"N-AUT",1490,"VSP-114"
2962215,2024-12-08T22:03:01,493,"VSP-114B",24,"VSP","Villeray–Saint-Michel–Parc-Extension",31,"St-Michel - Robert (VSP)",2024-12-08T22:19:39,27.74,"AUT",1490,"VSP-114"
2962216,2024-12-08T22:10:01,493,"VSP-114B",24,"VSP","Villeray–Saint-Michel–Parc-Extension",31,"St-Michel - Robert (VSP)",2024-12-08T22:23:32,25.30,"AUT",1490,"VSP-114"
2962217,2024-12-08T22:12:48,493,"VSP-114B",24,"VSP","Villeray–Saint-Michel–Parc-Extension",31,"St-Michel - Robert (VSP)",2024-12-08T22:37:29,40.45,"AUT",1490,"VSP-114"
2962218,2024-12-08T22:15:57,493,"VSP-114B",24,"VSP","Villeray–Saint-Michel–Parc-Extension",31,"St-Michel - Robert (VSP)",2024-12-08T22:37:58,49.36,"AUT",1490,"VSP-114"
2962219,2024-12-08T22:30:00,493,"VSP-114B",24,"VSP","Villeray–Saint-Michel–Parc-Extension",31,"St-Michel - Robert (VSP)",2024-12-08T22:43:55,29.39,"AUT",1490,"VSP-114"
2962220,2024-12-08T22:25:02,493,"VSP-114B",24,"VSP","Villeray–Saint-Michel–Parc-Extension",31,"St-Michel - Robert (VSP)",2024-12-08T22:45:46,29.75,"AUT",1490,"VSP-114"
2962221,2024-12-08T22:33:01,493,"VSP-114B",24,"VSP","Villeray–Saint-Michel–Parc-Extension",31,"St-Michel - Robert (VSP)",2024-12-08T22:46:20,30.26,"AUT",1490,"VSP-114"
2962222,2024-12-08T22:35:04,493,"VSP-114B",24,"VSP","Villeray–Saint-Michel–Parc-Extension",31,"St-Michel - Robert (VSP)",2024-12-08T22:46:41,25.31,"AUT",1490,"VSP-114"
2962224,2024-12-08T22:39:01,493,"VSP-114B",24,"VSP","Villeray–Saint-Michel–Parc-Extension",31,"St-Michel - Robert (VSP)",2024-12-08T22:51:46,31.91,"AUT",1490,"VSP-114"
2962225,2024-12-08T22:42:01,493,"VSP-114B",24,"VSP","Villeray–Saint-Michel–Parc-Extension",31,"St-Michel - Robert (VSP)",2024-12-08T22:52:03,27.74,"AUT",1490,"VSP-114"
2962227,2024-12-08T22:47:03,493,"VSP-114B",24,"VSP","Villeray–Saint-Michel–Parc-Extension",31,"St-Michel - Robert (VSP)",2024-12-08T22:59:35,31.02,"AUT",1490,"VSP-114"
2962228,2024-12-08T22:53:00,493,"VSP-114B",24,"VSP","Villeray–Saint-Michel–Parc-Extension",31,"St-Michel - Robert (VSP)",2024-12-08T23:05:54,49.64,"AUT",1490,"VSP-114"
2962229,2024-12-08T23:09:25,493,"VSP-114B",24,"VSP","Villeray–Saint-Michel–Parc-Extension",31,"St-Michel - Robert (VSP)",2024-12-08T23:09:25,30.07,"N-AUT",1490,"VSP-114"
2962230,2024-12-08T23:07:03,493,"VSP-114B",24,"VSP","Villeray–Saint-Michel–Parc-Extension",31,"St-Michel - Robert (VSP)",2024-12-08T23:16:45,25.30,"AUT",1490,"VSP-114"
2962232,2024-12-08T23:11:51,493,"VSP-114B",24,"VSP","Villeray–Saint-Michel–Parc-Extension",31,"St-Michel - Robert (VSP)",2024-12-08T23:25:40,40.45,"AUT",1490,"VSP-114"
2962234,2024-12-08T23:20:15,493,"VSP-114B",24,"VSP","Villeray–Saint-Michel–Parc-Extension",31,"St-Michel - Robert (VSP)",2024-12-08T23:31:17,41.96,"AUT",1490,"VSP-114"
2962235,2024-12-08T23:26:01,493,"VSP-114B",24,"VSP","Villeray–Saint-Michel–Parc-Extension",31,"St-Michel - Robert (VSP)",2024-12-08T23:42:07,31.91,"AUT",1490,"VSP-114"
2962236,2024-12-08T23:29:59,493,"VSP-114B",24,"VSP","Villeray–Saint-Michel–Parc-Extension",31,"St-Michel - Robert (VSP)",2024-12-08T23:43:31,49.64,"AUT",1490,"VSP-114"
2962237,2024-12-08T23:36:33,493,"VSP-114B",24,"VSP","Villeray–Saint-Michel–Parc-Extension",31,"St-Michel - Robert (VSP)",2024-12-08T23:48:45,27.74,"AUT",1490,"VSP-114"
2962238,2024-12-08T23:40:09,493,"VSP-114B",24,"VSP","Villeray–Saint-Michel–Parc-Extension",31,"St-Michel - Robert (VSP)",2024-12-08T23:48:59,29.39,"AUT",1490,"VSP-114"
2962239,2024-12-08T23:43:03,493,"VSP-114B",24,"VSP","Villeray–Saint-Michel–Parc-Extension",31,"St-Michel - Robert (VSP)",2024-12-08T23:55:29,29.75,"AUT",1490,"VSP-114"
2962240,2024-12-08T23:46:01,493,"VSP-114B",24,"VSP","Villeray–Saint-Michel–Parc-Extension",31,"St-Michel - Robert (VSP)",2024-12-08T23:56:15,29.78,"AUT",1490,"VSP-114"
2962241,2024-12-08T23:58:22,493,"VSP-114B",24,"VSP","Villeray–Saint-Michel–Parc-Extension",31,"St-Michel - Robert (VSP)",2024-12-08T23:58:22,30.07,"N-AUT",1490,"VSP-114"
2962242,2024-12-08T22:28:08,493,"VSP-114B",24,"VSP","Villeray–Saint-Michel–Parc-Extension",31,"St-Michel - Robert (VSP)",2024-12-09T00:03:36,30.07,"AUT",1490,"VSP-114"
2962243,2024-12-08T23:53:40,493,"VSP-114B",24,"VSP","Villeray–Saint-Michel–Parc-Extension",31,"St-Michel - Robert (VSP)",2024-12-09T00:04:04,29.77,"AUT",1490,"VSP-114"
2962244,2024-12-08T23:57:44,493,"VSP-114B",24,"VSP","Villeray–Saint-Michel–Parc-Extension",31,"St-Michel - Robert (VSP)",2024-12-09T00:11:04,40.45,"AUT",1490,"VSP-114"
2962245,2024-12-08T23:56:04,493,"VSP-114B",24,"VSP","Villeray–Saint-Michel–Parc-Extension",31,"St-Michel - Robert (VSP)",2024-12-09T00:12:32,31.02,"AUT",1490,"VSP-114"
2962246,2024-12-09T00:02:02,493,"VSP-114B",24,"VSP","Villeray–Saint-Michel–Parc-Extension",31,"St-Michel - Robert (VSP)",2024-12-09T00:18:20,49.36,"AUT",1490,"VSP-114"
2962247,2024-12-09T00:08:57,493,"VSP-114B",24,"VSP","Villeray–Saint-Michel–Parc-Extension",31,"St-Michel - Robert (VSP)",2024-12-09T00:29:18,49.64,"AUT",1490,"VSP-114"
2962248,2024-12-09T00:14:01,493,"VSP-114B",24,"VSP","Villeray–Saint-Michel–Parc-Extension",31,"St-Michel - Robert (VSP)",2024-12-09T00:29:37,29.39,"AUT",1490,"VSP-114"
2962249,2024-12-09T00:25:05,493,"VSP-114B",24,"VSP","Villeray–Saint-Michel–Parc-Extension",31,"St-Michel - Robert (VSP)",2024-12-09T00:36:56,25.30,"AUT",1490,"VSP-114"
2962250,2024-12-09T00:22:02,493,"VSP-114B",24,"VSP","Villeray–Saint-Michel–Parc-Extension",31,"St-Michel - Robert (VSP)",2024-12-09T00:41:05,29.75,"AUT",1490,"VSP-114"
2962251,2024-12-09T00:30:02,493,"VSP-114B",24,"VSP","Villeray–Saint-Michel–Parc-Extension",31,"St-Michel - Robert (VSP)",2024-12-09T00:42:22,26.37,"AUT",1490,"VSP-114"
2962252,2024-12-09T00:32:01,493,"VSP-114B",24,"VSP","Villeray–Saint-Michel–Parc-Extension",31,"St-Michel - Robert (VSP)",2024-12-09T00:44:54,40.45,"AUT",1490,"VSP-114"
2962253,2024-12-09T00:35:03,493,"VSP-114B",24,"VSP","Villeray–Saint-Michel–Parc-Extension",31,"St-Michel - Robert (VSP)",2024-12-09T00:48:02,49.36,"AUT",1490,"VSP-114"
2962254,2024-12-09T00:39:05,493,"VSP-114B",24,"VSP","Villeray–Saint-Michel–Parc-Extension",31,"St-Michel - Robert (VSP)",2024-12-09T00:49:19,29.39,"AUT",1490,"VSP-114"
2962255,2024-12-09T00:41:02,493,"VSP-114B",24,"VSP","Villeray–Saint-Michel–Parc-Extension",31,"St-Michel - Robert (VSP)",2024-12-09T00:51:10,49.64,"AUT",1490,"VSP-114"
2962256,2024-12-09T00:20:01,493,"VSP-114B",24,"VSP","Villeray–Saint-Michel–Parc-Extension",31,"St-Michel - Robert (VSP)",2024-12-09T00:58:14,29.78,"AUT",1490,"VSP-114"
2962257,2024-12-09T01:00:10,493,"VSP-114B",24,"VSP","Villeray–Saint-Michel–Parc-Extension",31,"St-Michel - Robert (VSP)",2024-12-09T01:00:10,29.77,"N-AUT",1490,"VSP-114"
2962258,2024-12-09T00:52:33,493,"VSP-114B",24,"VSP","Villeray–Saint-Michel–Parc-Extension",31,"St-Michel - Robert (VSP)",2024-12-09T01:01:52,29.75,"AUT",1490,"VSP-114"
2962259,2024-12-09T00:56:01,493,"VSP-114B",24,"VSP","Villeray–Saint-Michel–Parc-Extension",31,"St-Michel - Robert (VSP)",2024-12-09T01:04:55,31.02,"AUT",1490,"VSP-114"
2962260,2024-12-09T00:59:02,493,"VSP-114B",24,"VSP","Villeray–Saint-Michel–Parc-Extension",31,"St-Michel - Robert (VSP)",2024-12-09T01:05:41,29.39,"AUT",1490,"VSP-114"
2962261,2024-12-09T01:01:44,493,"VSP-114B",24,"VSP","Villeray–Saint-Michel–Parc-Extension",31,"St-Michel - Robert (VSP)",2024-12-09T01:09:04,41.96,"AUT",1490,"VSP-114"
2962346,2024-12-10T18:38:04,407,"SLE-111",12,"SLE","Saint-Léonard",57,"Langelier (SLE)",2024-12-10T18:57:24,30.84,"AUT",1468,"SLE-111"
2962347,2024-12-10T18:41:01,407,"SLE-111",12,"SLE","Saint-Léonard",57,"Langelier (SLE)",2024-12-10T18:57:46,29.32,"AUT",1468,"SLE-111"
2962348,2024-12-10T18:42:00,407,"SLE-111",12,"SLE","Saint-Léonard",57,"Langelier (SLE)",2024-12-10T18:58:00,29.00,"AUT",1468,"SLE-111"
2962349,2024-12-10T18:58:42,407,"SLE-111",12,"SLE","Saint-Léonard",57,"Langelier (SLE)",2024-12-10T18:58:42,30.87,"N-AUT",1468,"SLE-111"
2962350,2024-12-10T18:59:12,407,"SLE-111",12,"SLE","Saint-Léonard",57,"Langelier (SLE)",2024-12-10T18:59:12,29.00,"N-AUT",1468,"SLE-111"
2962351,2024-12-10T18:59:37,407,"SLE-111",12,"SLE","Saint-Léonard",57,"Langelier (SLE)",2024-12-10T18:59:37,29.47,"N-AUT",1468,"SLE-111"
2962352,2024-12-10T18:47:18,19,"S-O-103",19,"S-O","Le Sud-Ouest",42,"Butler (S-O)",2024-12-10T19:07:50,29.49,"AUT",1452,"S-O-103"
2962353,2024-12-10T19:00:03,407,"SLE-111",12,"SLE","Saint-Léonard",57,"Langelier (SLE)",2024-12-10T19:07:23,30.31,"AUT",1468,"SLE-111"
2962354,2024-12-10T18:49:14,407,"SLE-111",12,"SLE","Saint-Léonard",57,"Langelier (SLE)",2024-12-10T19:07:39,30.63,"AUT",1468,"SLE-111"
2962355,2024-12-10T19:03:01,407,"SLE-111",12,"SLE","Saint-Léonard",57,"Langelier (SLE)",2024-12-10T19:09:29,30.49,"AUT",1468,"SLE-111"
2962356,2024-12-10T18:55:55,19,"S-O-103",19,"S-O","Le Sud-Ouest",42,"Butler (S-O)",2024-12-10T19:09:02,30.31,"AUT",1452,"S-O-103"
2962357,2024-12-10T18:47:04,19,"S-O-103",19,"S-O","Le Sud-Ouest",42,"Butler (S-O)",2024-12-10T19:11:13,27.37,"AUT",1452,"S-O-103"
2962358,2024-12-10T18:51:00,19,"S-O-103",19,"S-O","Le Sud-Ouest",42,"Butler (S-O)",2024-12-10T19:11:50,30.23,"AUT",1452,"S-O-103"
2962359,2024-12-10T18:53:04,19,"S-O-103",19,"S-O","Le Sud-Ouest",42,"Butler (S-O)",2024-12-10T19:12:26,29.53,"AUT",1452,"S-O-103"
2962360,2024-12-10T18:57:02,19,"S-O-103",19,"S-O","Le Sud-Ouest",42,"Butler (S-O)",2024-12-10T19:13:38,30.24,"AUT",1452,"S-O-103"
2962361,2024-12-10T18:55:01,389,"RDP-107",17,"RDP","Rivière-des-Prairies–Pointe-aux-Trembles",45,"Armand-Chaput (RDP)",2024-12-10T19:13:19,61.02,"AUT",1442,"RDP-107"
2962362,2024-12-10T19:14:58,407,"SLE-111",12,"SLE","Saint-Léonard",57,"Langelier (SLE)",2024-12-10T19:14:58,30.28,"N-AUT",1468,"SLE-111"
2962363,2024-12-10T19:08:05,407,"SLE-111",12,"SLE","Saint-Léonard",57,"Langelier (SLE)",2024-12-10T19:16:04,31.78,"AUT",1468,"SLE-111"
2962364,2024-12-10T19:12:04,407,"SLE-111",12,"SLE","Saint-Léonard",57,"Langelier (SLE)",2024-12-10T19:19:32,30.50,"AUT",1468,"SLE-111"
2962365,2024-12-10T18:57:00,418,"MHM-108",21,"MHM","Mercier–Hochelaga-Maisonneuve",35,"De la Salle (MHM)",2024-12-10T19:20:14,67.39,"AUT",1419,"MHM-108"
2962366,2024-12-10T19:06:03,389,"RDP-107",17,"RDP","Rivière-des-Prairies–Pointe-aux-Trembles",45,"Armand-Chaput (RDP)",2024-12-10T19:22:59,63.00,"AUT",1442,"RDP-107"
2962367,2024-12-10T18:58:56,389,"RDP-107",17,"RDP","Rivière-des-Prairies–Pointe-aux-Trembles",45,"Armand-Chaput (RDP)",2024-12-10T19:23:42,57.09,"AUT",1442,"RDP-107"
2962368,2024-12-10T19:00:37,418,"MHM-108",21,"MHM","Mercier–Hochelaga-Maisonneuve",35,"De la Salle (MHM)",2024-12-10T19:23:58,40.01,"AUT",1419,"MHM-108"
2962369,2024-12-10T19:26:57,407,"SLE-111",12,"SLE","Saint-Léonard",57,"Langelier (SLE)",2024-12-10T19:26:57,29.36,"N-AUT",1468,"SLE-111"
2962370,2024-12-10T19:27:19,407,"SLE-111",12,"SLE","Saint-Léonard",57,"Langelier (SLE)",2024-12-10T19:27:19,31.03,"N-AUT",1468,"SLE-111"
2962371,2024-12-10T19:20:00,407,"SLE-111",12,"SLE","Saint-Léonard",57,"Langelier (SLE)",2024-12-10T19:27:33,30.84,"AUT",1468,"SLE-111"
2962372,2024-12-10T19:22:02,407,"SLE-111",12,"SLE","Saint-Léonard",57,"Langelier (SLE)",2024-12-10T19:29:07,29.32,"AUT",1468,"SLE-111"
2962373,2024-12-10T19:24:00,407,"SLE-111",12,"SLE","Saint-Léonard",57,"Langelier (SLE)",2024-12-10T19:30:48,29.00,"AUT",1468,"SLE-111"
2962374,2024-12-10T19:05:00,418,"MHM-108",21,"MHM","Mercier–Hochelaga-Maisonneuve",35,"De la Salle (MHM)",2024-12-10T19:30:36,60.14,"AUT",1419,"MHM-108"
2962375,2024-12-10T18:58:02,489,"VSP-112",24,"VSP","Villeray–Saint-Michel–Parc-Extension",31,"St-Michel - Robert (VSP)",2024-12-10T19:31:55,65.76,"AUT",1488,"VSP-112"
2962376,2024-12-10T19:16:00,493,"VSP-114B",24,"VSP","Villeray–Saint-Michel–Parc-Extension",31,"St-Michel - Robert (VSP)",2024-12-10T19:32:22,31.02,"AUT",1490,"VSP-114"
2962377,2024-12-10T19:18:01,389,"RDP-107",17,"RDP","Rivière-des-Prairies–Pointe-aux-Trembles",45,"Armand-Chaput (RDP)",2024-12-10T19:32:45,64.10,"AUT",1442,"RDP-107"
2962378,2024-12-10T19:21:27,19,"S-O-103",19,"S-O","Le Sud-Ouest",42,"Butler (S-O)",2024-12-10T19:33:29,29.49,"AUT",1452,"S-O-103"
2962379,2024-12-10T19:34:07,407,"SLE-111",12,"SLE","Saint-Léonard",57,"Langelier (SLE)",2024-12-10T19:34:07,24.65,"N-AUT",1468,"SLE-111"
2962380,2024-12-10T19:22:02,491,"VSP-114",24,"VSP","Villeray–Saint-Michel–Parc-Extension",31,"St-Michel - Robert (VSP)",2024-12-10T19:33:30,21.21,"AUT",1490,"VSP-114"
2962381,2024-12-10T19:26:49,407,"SLE-111",12,"SLE","Saint-Léonard",57,"Langelier (SLE)",2024-12-10T19:35:31,30.87,"AUT",1468,"SLE-111"
2962382,2024-12-10T19:37:48,450,"VMA-113A",18,"VMA","Ville-Marie",43,"Angrignon (LAS)",2024-12-10T19:37:48,51.24,"N-AUT",1472,"VMA-113"
2962383,2024-12-10T19:11:04,418,"MHM-108",21,"MHM","Mercier–Hochelaga-Maisonneuve",35,"De la Salle (MHM)",2024-12-10T19:37:27,44.54,"AUT",1419,"MHM-108"
2962384,2024-12-10T19:08:38,418,"MHM-108",21,"MHM","Mercier–Hochelaga-Maisonneuve",35,"De la Salle (MHM)",2024-12-10T19:39:02,55.82,"AUT",1419,"MHM-108"
2962385,2024-12-10T19:40:11,493,"VSP-114B",24,"VSP","Villeray–Saint-Michel–Parc-Extension",31,"St-Michel - Robert (VSP)",2024-12-10T19:40:11,29.39,"N-AUT",1490,"VSP-114"
2962386,2024-12-10T19:21:04,389,"RDP-107",17,"RDP","Rivière-des-Prairies–Pointe-aux-Trembles",45,"Armand-Chaput (RDP)",2024-12-10T19:40:44,50.00,"AUT",1442,"RDP-107"
2962387,2024-12-10T19:05:02,488,"VSP-111",24,"VSP","Villeray–Saint-Michel–Parc-Extension",31,"St-Michel - Robert (VSP)",2024-12-10T19:41:57,52.10,"AUT",1487,"VSP-111"
2962388,2024-12-10T19:01:04,488,"VSP-111",24,"VSP","Villeray–Saint-Michel–Parc-Extension",31,"St-Michel - Robert (VSP)",2024-12-10T19:41:32,70.59,"AUT",1487,"VSP-111"
2962389,2024-12-10T19:07:00,450,"VMA-113A",18,"VMA","Ville-Marie",43,"Angrignon (LAS)",2024-12-10T19:41:20,71.15,"AUT",1472,"VMA-113"
2962390,2024-12-10T19:12:05,488,"VSP-111",24,"VSP","Villeray–Saint-Michel–Parc-Extension",31,"St-Michel - Robert (VSP)",2024-12-10T19:43:19,71.15,"AUT",1487,"VSP-111"
2962391,2024-12-10T19:06:03,444,"MHM-109A",21,"MHM","Mercier–Hochelaga-Maisonneuve",35,"De la Salle (MHM)",2024-12-10T19:43:18,44.57,"AUT",1420,"MHM-109"
2962392,2024-12-10T19:47:08,390,"RDP-201",17,"RDP","Rivière-des-Prairies–Pointe-aux-Trembles",45,"Armand-Chaput (RDP)",2024-12-10T19:43:32,68.46,"AUT",1443,"RDP-201"
2962393,2024-12-10T19:20:01,24,"PMR-102",20,"PMR","Le Plateau-Mont-Royal",37,"Fullum (VMA)",2024-12-10T19:43:06,31.63,"AUT",1433,"PMR-102"
2962394,2024-12-10T19:08:27,488,"VSP-111",24,"VSP","Villeray–Saint-Michel–Parc-Extension",31,"St-Michel - Robert (VSP)",2024-12-10T19:43:22,60.83,"AUT",1487,"VSP-111"
2962395,2024-12-10T19:45:06,150,"LAC-RE",15,"LAC","Lachine",54,"46 ieme (LAC)",2024-12-10T19:45:06,12.75,"ID",1405,"LAC-RE"
2962396,2024-12-10T19:30:59,491,"VSP-114",24,"VSP","Villeray–Saint-Michel–Parc-Extension",31,"St-Michel - Robert (VSP)",2024-12-10T19:45:50,49.64,"AUT",1490,"VSP-114"
2962397,2024-12-10T19:15:02,488,"VSP-111",24,"VSP","Villeray–Saint-Michel–Parc-Extension",31,"St-Michel - Robert (VSP)",2024-12-10T19:46:09,67.20,"AUT",1487,"VSP-111"
2962398,2024-12-10T19:47:10,471,"OUT-101A",7,"OUT","Outremont",31,"St-Michel - Robert (VSP)",2024-12-10T19:47:10,62.59,"N-AUT",1430,"OUT-101"
2962399,2024-12-10T19:25:02,489,"VSP-112",24,"VSP","Villeray–Saint-Michel–Parc-Extension",31,"St-Michel - Robert (VSP)",2024-12-10T19:47:30,29.72,"AUT",1488,"VSP-112"
2962400,2024-12-10T19:33:08,409,"SLE-304",12,"SLE","Saint-Léonard",57,"Langelier (SLE)",2024-12-10T19:47:56,31.00,"AUT",1470,"SLE-304"
