code géographique,nom du territoire,lien,date de modification
56015,Noyan,https://mamh.gouv.qc.ca/role/RM56015.xml,2024-07-02 11:26:44
56023,Lacolle,https://mamh.gouv.qc.ca/role/RM56023.xml,2024-08-06 11:42:50
56042,Henryville,https://mamh.gouv.qc.ca/role/RM56042.xml,2024-07-17 13:56:28
56055,Saint-Alexandre,https://mamh.gouv.qc.ca/role/RM56055.xml,2024-07-17 14:46:21
56060,Sainte-Anne-de-Sabrevois,https://mamh.gouv.qc.ca/role/RM56060.xml,2024-08-01 14:34:08
56065,Saint-Blaise-sur-Richelieu,https://mamh.gouv.qc.ca/role/RM56065.xml,2024-07-02 10:41:35
56097,Mont-Saint-Grégoire,https://mamh.gouv.qc.ca/role/RM56097.xml,2024-06-19 09:29:53
