ï»¿id,municipalite,arrondissement,secteur,emplacement,nb_case,conformite,longitude,latitude,geom
3077,94068,JonquiÃ¨re,JonquiÃ¨re,"Palais des sports/2315, Rue Pelletier, JonquiÃ¨re, QC",8,Non conforme,-71.25294916561046,48.40861694700553,POINT (-71.25294916561046 48.40861694700553)
3078,94068,JonquiÃ¨re,JonquiÃ¨re,"Stationnement Rue Colbert/2554, Rue Saint-Dominique, JonquiÃ¨re, QC",1,Conforme,-71.25465530823381,48.41152879813662,POINT (-71.25465530823381 48.41152879813662)
3079,94068,JonquiÃ¨re,JonquiÃ¨re,"Stationnement Rue Saint-Simon/2497, Rue Saint-Dominique, JonquiÃ¨re, QC",1,Non conforme,-71.25543045442001,48.41020893961118,POINT (-71.25543045442001 48.41020893961118)
3080,94068,JonquiÃ¨re,JonquiÃ¨re,"Stationnement Rue Saint-Simon/2509, Rue Saint-Dominique, JonquiÃ¨re, QC",1,Non conforme,-71.25635086356705,48.409543496266515,POINT (-71.25635086356705 48.409543496266515)
3081,94068,JonquiÃ¨re,JonquiÃ¨re,"Stationnement Rue Saint-Simon/2527, Rue Saint-Dominique, JonquiÃ¨re, QC",1,Non conforme,-71.25590704206223,48.40984770974337,POINT (-71.25590704206223 48.40984770974337)
3082,94068,JonquiÃ¨re,JonquiÃ¨re,"PresbytÃ¨re Saint-Dominique/2551, Rue Saint-Dominique, JonquiÃ¨re, QC",1,Non conforme,-71.2567421152591,48.40855608759546,POINT (-71.2567421152591 48.40855608759546)
3083,94068,JonquiÃ¨re,JonquiÃ¨re,"Patro de JonquiÃ¨re/2565, Rue Saint-Dominique, JonquiÃ¨re, QC",2,Non conforme,-71.25789915675698,48.40768505382111,POINT (-71.25789915675698 48.40768505382111)
3084,94068,JonquiÃ¨re,JonquiÃ¨re,"Patro de JonquiÃ¨re/2565, Rue Saint-Dominique, JonquiÃ¨re, QC",2,Non conforme,-71.25800798493806,48.407508955091664,POINT (-71.25800798493806 48.407508955091664)
3085,94068,JonquiÃ¨re,JonquiÃ¨re,"Centre communautaire Nikitoutagan/2330, Rue de la RiviÃ¨re-Aux-Sables, JonquiÃ¨re, QC",1,Non conforme,-71.26098385947923,48.40826542281756,POINT (-71.26098385947923 48.40826542281756)
3086,94068,JonquiÃ¨re,JonquiÃ¨re,"Centre communautaire Saint-RaphaÃ«l/2435, Rue Saint-Jean-Baptiste, JonquiÃ¨re, QC",2,Non conforme,-71.26617591738106,48.40709260471353,POINT (-71.26617591738106 48.40709260471353)
3087,94068,JonquiÃ¨re,JonquiÃ¨re,"Centre Culturel Mont Jacab/4160, Rue du Vieux-Pont, JonquiÃ¨re, QC",2,Non conforme,-71.26843390357625,48.41054270572047,POINT (-71.26843390357625 48.41054270572047)
3088,94068,JonquiÃ¨re,JonquiÃ¨re,"Parc Mousseau/4135, Rue de la Loire, JonquiÃ¨re, QC",1,Non conforme,-71.2660735850757,48.421081341644424,POINT (-71.2660735850757 48.421081341644424)
3089,94068,,Lac KÃ©nogami,"Chapelle de Saint-Cyriac/5618, Rue de la Chapelle, Lac-KÃ©nogami, QC",1,Non conforme,-71.37074488737704,48.33998435603866,POINT (-71.37074488737704 48.33998435603866)
3090,94068,,Lac KÃ©nogami,"Ãdifice administratif (Lac-KÃ©nogami) et BibliothÃ¨que/3000, Chemin de l'Ãglise, Lac-KÃ©nogami, QC",2,Non conforme,-71.33372259410031,48.35365080499849,POINT (-71.33372259410031 48.35365080499849)
3091,94068,JonquiÃ¨re,Shipshaw,"Centre multiservice de Shipshaw et BibliothÃ¨que publique/4100, Rue des Ormes, Shipshaw, QC",1,Non conforme,-71.26479150924696,48.506104281710265,POINT (-71.26479150924696 48.506104281710265)
3092,94068,JonquiÃ¨re,Shipshaw,"Point de service de Shipshaw (Ãdifice Administratif)/3760, Route Saint LÃ©onard, Shipshaw, QC",1,Non conforme,-71.2646712625772,48.466137603465896,POINT (-71.2646712625772 48.466137603465896)
3093,94068,JonquiÃ¨re,Shipshaw,"Centre communautaire de Shipshaw/1983, Rue de la Montage, Shipshaw, QC",1,Non conforme,-71.25888307552275,48.459324089223266,POINT (-71.25888307552275 48.459324089223266)
3094,94068,La Baie,La Baie,"Pavillon d'accueil CroisiÃ¨res/900, Rue Mars, La Baie, QC",2,Non conforme,-70.87939784470866,48.343832594416405,POINT (-70.87939784470866 48.343832594416405)
3095,94068,La Baie,La Baie,"Parc Mars (Toilettes publiques)/798, Rue Mars, La Baie, QC",1,Non conforme,-70.878189766637,48.341330083024786,POINT (-70.878189766637 48.341330083024786)
3096,94068,La Baie,La Baie,"Parc Mars (Toilettes publiques)/798, Rue Mars, La Baie, QC",1,Conforme,-70.87862920086184,48.34229098626587,POINT (-70.87862920086184 48.34229098626587)
3097,94068,La Baie,La Baie,"HÃ´tel de ville (La Baie)/482, Rue Victoria, La Baie, QC",2,Non conforme,-70.87892575286413,48.339638462020915,POINT (-70.87892575286413 48.339638462020915)
3098,94068,La Baie,La Baie,"Cenntre communautaire Saint-Alphonse/482, Rue Albert, La Baie, QC",1,Conforme,-70.8806262254716,48.33973066365511,POINT (-70.8806262254716 48.33973066365511)
3099,94068,La Baie,La Baie,"DerriÃ¨re au 435, Rue Albert/Rue Bagot, Rue Albert, La Baie, QC",2,Non conforme,-70.8820546742264,48.339241371357375,POINT (-70.8820546742264 48.339241371357375)
3100,94068,Chicoutimi,Chicoutimi,"MarchÃ© public (Halles) Zone portuaire/341, Boulevard du Saguenay Est, Chicoutimi, QC G7H 6X2",3,Non conforme,-71.05887634078871,48.429649210407696,POINT (-71.05887634078871 48.429649210407696)
3101,94068,Chicoutimi,Chicoutimi,"Service des arts, cultures, communautaire et bibliothÃ¨que/205, Rue Price Ouest, Chicoutimi G7G 5B8",1,Non conforme,-71.07466924023244,48.426079762978034,POINT (-71.07466924023244 48.426079762978034)
3102,94068,Chicoutimi,Chicoutimi,"Promotion Saguenay/295, Rue Racine Est, Chicoutimi, QC G7H 1S6",1,Non conforme,-71.05908147633184,48.42779098093394,POINT (-71.05908147633184 48.42779098093394)
3103,94068,Chicoutimi,Chicoutimi,"Face Ã  la Banque T.D./Sur Rue La Fontaine (Coin Rue Racine Est), Chicoutimi, QC",1,Non conforme,-71.06009038302476,48.427831044014745,POINT (-71.06009038302476 48.427831044014745)
3104,94068,Chicoutimi,Chicoutimi,"BibliothÃ¨que Chicoutimi/155, Rue Racine Est, Chicoutimi, QC G7H 1T5",2,Conforme,-71.06343649206809,48.42854169916034,POINT (-71.06343649206809 48.42854169916034)
3105,94068,Chicoutimi,Chicoutimi,"Centre des arts/150, Boulevard du Saguenay Est, Chicoutimi, QC G7H 1K5",1,Non conforme,-71.06390227561637,48.42876128003247,POINT (-71.06390227561637 48.42876128003247)
3106,94068,Chicoutimi,Chicoutimi,"Face Ã  la Caisse populaire/Rue Saint-Ambroise, Chicoutimi, QC",1,Non conforme,-71.06631182722647,48.43748698088393,POINT (-71.06631182722647 48.43748698088393)
3107,94068,Chicoutimi,Chicoutimi,"Caisse populaire/2212, Rue Roussel, Chicoutimi, QC G7G 1W7",1,Non conforme,-71.06617104518638,48.43770352605783,POINT (-71.06617104518638 48.43770352605783)
3108,94068,Chicoutimi,Chicoutimi,"ArÃ©na Marina Larouche/630, Rue ArÃ©na, Chicoutimi, QC G7G 4L8",2,Non conforme,-71.07464390709723,48.44768067198223,POINT (-71.07464390709723 48.44768067198223)
3109,94068,Chicoutimi,Chicoutimi,"Village de la sÃ©curitÃ© routiÃ¨re (Parc Mille Lieu)/200, Rue Pinel, Chicoutimi, QC G7G 3B7",3,Non conforme,-71.0752121877935,48.45200804588784,POINT (-71.0752121877935 48.45200804588784)
3110,94068,Chicoutimi,Chicoutimi,"Centre d'hÃ©bergement de la colline/150, Rue Pinel, Chicoutimi, QC G7G 3N8",3,Non conforme,-71.07670845455685,48.45019311546903,POINT (-71.07670845455685 48.45019311546903)
3111,94068,Chicoutimi,Chicoutimi,"Centre d'hÃ©bergement de la colline/150, Rue Pinel, Chicoutimi, QC G7G 3N8",1,Non conforme,-71.07652648520438,48.45029745631358,POINT (-71.07652648520438 48.45029745631358)
3112,94068,Chicoutimi,Chicoutimi,"Centre d'hÃ©bergement de la colline/150, Rue Pinel, Chicoutimi, QC G7G 3N8",2,Non conforme,-71.07639150435604,48.45042854303695,POINT (-71.07639150435604 48.45042854303695)
3113,94068,Chicoutimi,LaterriÃ¨re,"BibliothÃ¨que LaterriÃ¨re/6167, Rue Lapointe, LaterriÃ¨re, QC G7N 1A1",1,Non conforme,-71.10888631530588,48.30948340679618,POINT (-71.10888631530588 48.30948340679618)
3114,94068,Chicoutimi,LaterriÃ¨re,"Ãdifice ADM LaterriÃ¨re/6166, Rue Notre-Dame, LaterriÃ¨re, QC G7N 1A1",1,Non conforme,-71.10878197243949,48.30920658685469,POINT (-71.10878197243949 48.30920658685469)
3115,94068,Chicoutimi,LaterriÃ¨re,"Ãdifice ADM LaterriÃ¨re (CLSC de Chicoutimi)/6166, Rue Notre-Dame, Chicoutimi, QC G7N 1A!",1,Non conforme,-71.10820134691588,48.30928016765715,POINT (-71.10820134691588 48.30928016765715)
3116,94068,Chicoutimi,LaterriÃ¨re,"Centre multisport Nazaire-Girard/6197, Rue notre-Dame, LaterriÃ¨re, QC G7H 5B1",5,Non conforme,-71.10646490523995,48.307400584349,POINT (-71.10646490523995 48.307400584349)
3117,94068,Chicoutimi,LaterriÃ¨re,"Centre communautaire Bassin/5673,Boulevard Talbot, LaterriÃ¨re, QC",1,Non conforme,-71.12987091599919,48.31970906518635,POINT (-71.12987091599919 48.31970906518635)
3118,94068,Chicoutimi,Chicoutimi,"Ãdifice G.U.A.T. (M.R.C.)/216, Rue Racine Est, Chicoutimi, QC",1,Non conforme,-71.06195706872435,48.427034979758446,POINT (-71.06195706872435 48.427034979758446)
3119,94068,Chicoutimi,Chicoutimi,"Parc Saint-Pierre/2294, Rang Saint-Pierre, Chicoutimi, QC G7H 5B3",1,Non conforme,-71.13181746844185,48.38954754972491,POINT (-71.13181746844185 48.38954754972491)
3120,94068,Chicoutimi,Chicoutimi,"Office du tourisme Saguenay/2555, Boulevard Talbot, Chicoutimi, QC G7H 5B1",2,Non conforme,-71.08334906998039,48.381075849347674,POINT (-71.08334906998039 48.381075849347674)
3121,94068,Chicoutimi,Chicoutimi,"Centre communautaire Ste-Jean-Baptiste/2805, Boulevard Ste-Jean-Baptiste, Chicoutimi, QC",1,Non conforme,-70.98594243528763,48.39279512310493,POINT (-70.98594243528763 48.39279512310493)
3122,94068,Chicoutimi,Chicoutimi,"Ãge d'or sÃ©rÃ©nitÃ©/2975, Boulevard Ste-Jean-Baptiste, Chicoutimi, QC",2,Non conforme,-70.98092894893651,48.39067104509975,POINT (-70.98092894893651 48.39067104509975)
3123,94068,Chicoutimi,Chicoutimi,"Centre communautaire des oiseaux (Parc RiviÃ¨re du Moulin)/1577, Rue des Roitelets, Chicoutimi, QC G7H 0A5",1,Non conforme,-71.046416897863,48.39941764603888,POINT (-71.046416897863 48.39941764603888)
3124,94068,Chicoutimi,Chicoutimi,"Centre communautaire des oiseaux (Parc RiviÃ¨re du Moulin)/1599, Rue des Roitelets, Chicoutimi, QC G7H 0A5",2,Conforme,-71.0464301837426,48.3988059971817,POINT (-71.0464301837426 48.3988059971817)
3125,94068,Chicoutimi,Chicoutimi,"Centre communautaire des oiseaux (Parc RiviÃ¨re du Moulin)/1599, Rue des Roitelets, Chicoutimi, QC G7H 0A5",2,Non conforme,-71.04631708453128,48.398796874798265,POINT (-71.04631708453128 48.398796874798265)
3126,94068,Chicoutimi,Chicoutimi,"Face au 1177, Rue d'AngoulÃ¨me, Chicoutimi, QC",2,Non conforme,-71.0708730030664,48.40960591739903,POINT (-71.0708730030664 48.40960591739903)
3127,94068,Chicoutimi,Chicoutimi,"Face au 950, Rue ThÃ©rÃ¨se-Casgrain, Chicoutimi, QC",1,Non conforme,-71.05816619821675,48.41335223190744,POINT (-71.05816619821675 48.41335223190744)
3128,94068,Chicoutimi,Chicoutimi,"Caserne de pompier Secteur Sud - Caserne #3/444, Boulevard de l'UniversitÃ© Est, Chicoutimi, QC G7H 6X3",1,Non conforme,-71.05661102038499,48.41793218154668,POINT (-71.05661102038499 48.41793218154668)
3129,94068,Chicoutimi,Chicoutimi,"Pavillon de l'Agriculture/350, Boulevard UniversitÃ© Est, Chicoutimi, QC G7H 5N1",2,Non conforme,-71.05947297651757,48.418943604224495,POINT (-71.05947297651757 48.418943604224495)
3130,94068,Chicoutimi,Chicoutimi,"Centre Georges-VÃ©zina/643, Rue BÃ©gin, Chicoutimi, QC G7H 4N7",2,Conforme,-71.06057110175728,48.419945658749874,POINT (-71.06057110175728 48.419945658749874)
3131,94068,Chicoutimi,Chicoutimi,"Centre Georges-VÃ©zina/643, Rue BÃ©gin, Chicoutimi, QC G7H 4N7",19,Non conforme,-71.05942373926705,48.420459312142036,POINT (-71.05942373926705 48.420459312142036)
3132,94068,Chicoutimi,Chicoutimi,"Centre communautaire Rosaire-Gauthier (Parc)/700, Rue BÃ©gin, Chicoutimi, QC G7H 7H6",2,Non conforme,-71.06385666287758,48.41852624741686,POINT (-71.06385666287758 48.41852624741686)
3133,94068,Chicoutimi,Chicoutimi,"Centre Communautaire St-Joachin/870, Rue Boily, Chicoutimi, QC G7J 2Y5",1,Non conforme,-71.07690940193534,48.41552077311553,POINT (-71.07690940193534 48.41552077311553)
3134,94068,Chicoutimi,Chicoutimi,"Face au 605, Rue Saint-Paul, Chicoutimi, QC",2,Non conforme,-71.07492291953393,48.421642059263455,POINT (-71.07492291953393 48.421642059263455)
3135,94068,Chicoutimi,Chicoutimi,"Face au 82, Rue racine Ouest, Chicoutimi, QC",1,Non conforme,-71.07095865506103,48.42812980245849,POINT (-71.07095865506103 48.42812980245849)
3136,94068,Chicoutimi,Chicoutimi,"Face au 40, Rue Racine Ouest, Chicoutimi, QC",1,Non conforme,-71.06972540523772,48.42806705070506,POINT (-71.06972540523772 48.42806705070506)
3137,94068,Chicoutimi,Chicoutimi,"Face au 24, Rue Racine Ouest, Chicoutimi, QC",1,Non conforme,-71.06905774321254,48.42802988199389,POINT (-71.06905774321254 48.42802988199389)
3138,94068,Chicoutimi,Chicoutimi,"Face au 55, Rue Racine Est, Chicoutimi, QC",1,Non conforme,-71.06677710550048,48.42801415611296,POINT (-71.06677710550048 48.42801415611296)
