record,SEXE,AGE,LANGU,Q0QC,Q0QCP,Q1Ar1,Q1Ar2,Q1Ar3,Q1Ar4,Q1Ar5,Q1Ar6,Q1Ar7,Q1Ar8,Q1Ar9,Q1Ar96,Q1C,Q1B,Q2,Q3,Q4r1,Q4r2,Q5,Q6,Q7,Q8r1,Q8r2,Q8r3,Q8r4,Q9r1,Q9r2,Q9r3,Q9r4,Q9r5,Q9r6,Q10,N_BARRIERES,pond
5088,1,10,2,6,21,0,0,0,0,1,0,0,0,0,0,1,,5,1,2,5,7,7,1,3,4,4,4,1,2,1,2,2,1,1,5,1.1766
5089,2,6,1,6,15,0,0,0,0,0,0,0,1,0,0,98,1,2,1,5,4,7,7,3,5,3,4,4,1,2,1,1,1,1,1,4,0.82266
5103,1,5,5,6,14,0,0,1,0,0,0,0,0,0,0,2,1,7,1,5,5,6,11,1,2,3,5,4,1,1,1,2,2,2,1,5,2.0818
5115,2,2,1,6,24,0,0,1,0,0,0,0,0,0,0,2,1,5,1,5,5,6,5,1,1,5,4,4,1,2,2,2,2,1,1,7,0.54079
5127,1,8,1,6,24,0,0,0,0,1,0,0,0,0,0,3,1,5,1,5,4,6,1,4,5,1,3,2,1,2,2,2,2,1,1,9,0.88544
5131,1,6,1,6,2,1,0,0,0,0,0,0,0,0,0,3,1,5,2,5,3,5,5,1,4,4,4,4,1,2,2,2,2,2,1,7,1.24685
5147,2,9,2,6,22,0,0,0,0,1,0,0,0,0,0,3,98,6,1,4,5,7,11,1,3,2,3,4,2,2,2,2,2,1,1,7,1.16856
5154,1,4,6,6,30,0,0,1,0,0,0,0,0,0,0,1,,6,1,1,5,4,6,3,3,3,5,5,1,2,1,2,2,1,1,6,3.26386
5158,1,3,1,6,16,0,1,1,0,1,0,0,0,0,0,1,,5,1,4,4,6,10,1,3,4,5,4,1,1,2,1,2,1,1,3,1.47857
5159,2,2,5,6,27,1,0,1,0,1,0,0,0,0,0,1,,5,1,5,5,5,8,1,4,3,2,4,1,2,1,2,2,1,1,5,1.41986
5166,2,4,6,6,19,0,0,0,0,0,0,1,0,0,0,2,1,5,1,4,5,5,6,2,2,2,4,3,1,2,2,2,2,1,1,7,1.41986
5174,1,7,1,6,24,0,0,0,0,1,0,0,0,0,0,3,2,1,1,5,1,7,8,2,1,2,1,2,1,2,2,2,1,1,1,9,0.88544
5181,1,7,4,6,23,0,0,0,0,1,0,0,0,0,0,3,2,3,1,5,5,7,8,1,5,4,5,5,1,2,1,2,2,1,1,4,1.92289
5189,1,6,1,6,2,0,0,1,0,1,0,0,0,0,0,3,2,2,1,5,5,7,5,3,3,3,1,1,1,2,2,2,2,2,2,10,1.24685
5192,2,6,4,6,29,0,0,1,0,0,0,0,0,0,0,1,,3,1,3,5,7,8,1,3,3,3,3,1,2,1,2,2,1,2,4,1.20956
5195,2,4,2,6,5,0,0,1,0,0,0,0,0,0,0,1,,5,1,3,5,4,7,3,2,3,3,2,2,2,2,2,2,2,1,11,1.82661
5209,2,4,2,6,11,0,0,0,0,1,0,1,0,0,0,1,,5,1,2,5,6,8,3,3,3,3,3,1,2,1,2,2,1,1,6,1.41986
5216,2,3,2,6,12,1,0,0,0,0,0,0,0,0,0,2,1,2,1,4,4,5,2,3,3,4,3,3,1,1,1,1,1,1,2,3,1.41986
5248,1,5,6,6,16,0,0,0,1,0,0,1,1,0,0,1,,2,1,5,5,7,2,3,1,1,3,2,1,2,2,1,1,1,1,9,1.57462
5250,2,3,1,6,30,0,0,0,1,0,0,0,0,0,0,1,,5,1,5,5,4,3,2,2,1,4,2,2,2,2,2,2,1,1,10,0.7034
5258,2,8,1,6,14,0,0,0,1,0,0,0,0,0,0,1,,4,1,5,3,6,1,2,3,4,4,4,1,2,2,2,2,1,1,6,0.77652
5260,1,9,1,6,16,0,0,1,0,0,0,0,0,0,0,2,2,6,1,5,3,7,10,1,1,2,5,3,1,2,2,1,1,1,1,5,0.53301
5275,2,9,4,6,18,0,0,0,0,1,0,0,0,0,0,3,2,4,1,5,5,7,7,2,4,3,4,4,1,1,1,1,1,1,1,1,1.16856
5285,2,2,1,6,1,1,0,0,0,0,0,0,0,0,0,2,1,3,1,5,3,4,3,1,4,3,3,4,1,2,2,1,1,1,1,4,0.7034
5288,2,10,4,6,23,0,0,0,0,1,0,0,0,0,0,3,2,3,1,5,5,7,10,1,5,4,5,5,1,1,1,1,1,1,1,1,1.16856
5291,2,8,7,6,10,0,0,0,0,0,1,0,0,0,0,3,98,2,1,4,5,7,9,1,5,5,5,5,1,1,1,1,1,1,2,1,1.56745
5294,1,6,1,6,16,0,0,0,0,1,0,0,0,0,0,3,2,7,3,5,5,4,11,1,3,5,5,3,1,2,1,2,2,1,1,5,0.94309
5302,1,9,1,6,23,0,0,0,0,1,0,0,0,0,0,3,2,3,3,5,5,6,10,3,3,4,4,5,1,2,1,1,1,1,1,4,0.7047
5317,1,7,2,6,16,0,0,1,0,0,0,0,0,0,0,1,,5,2,4,5,5,9,3,4,4,3,2,1,2,2,2,2,1,1,7,1.45442
5321,2,4,1,6,24,0,0,0,1,0,0,0,0,0,0,1,,6,1,5,5,7,4,1,3,2,3,2,1,1,2,2,2,1,1,7,0.54079
5342,1,11,1,6,23,0,0,1,0,0,0,0,0,0,0,1,,2,1,5,3,7,5,1,3,3,4,2,1,2,2,2,2,1,1,8,0.51389
5344,1,3,4,6,13,0,0,0,1,0,0,0,0,0,0,2,1,6,1,5,5,6,7,2,3,2,4,4,1,2,1,1,1,2,2,3,3.26386
5348,1,2,1,6,24,0,1,0,0,0,0,0,0,0,0,1,,2,1,5,1,7,5,2,3,2,5,1,1,2,1,1,1,1,1,6,1.50291
5356,2,2,1,6,23,0,0,1,0,0,0,0,0,0,0,1,,5,1,5,4,6,7,1,3,3,3,3,1,2,1,2,1,1,1,3,0.7034
5372,1,9,1,6,16,0,0,1,0,0,0,0,0,0,0,2,1,6,1,5,4,7,10,3,3,5,5,5,1,2,1,1,1,1,1,3,0.53301
5376,1,10,1,6,1,0,0,0,0,0,0,0,1,0,0,2,98,5,1,5,4,7,2,3,2,4,4,4,1,2,1,1,1,1,2,4,0.7047
5378,2,3,2,6,15,0,0,1,0,0,0,0,0,0,0,2,1,5,1,4,5,6,8,1,2,4,5,2,1,2,2,2,1,1,1,6,1.41986
5380,2,10,2,6,32,0,0,0,0,0,0,1,1,0,0,1,,3,1,4,5,7,4,3,1,3,3,3,1,2,2,2,2,2,1,9,1.16856
5383,1,7,1,6,24,0,0,1,0,0,0,0,0,0,0,2,1,3,1,5,2,7,4,2,3,3,3,3,2,2,2,2,2,2,1,8,0.88544
5384,2,9,1,6,5,0,0,1,0,0,0,0,0,0,0,1,,6,1,5,3,7,10,1,3,3,2,3,2,2,2,1,1,1,1,5,0.74475
5393,2,6,1,6,13,0,0,1,0,0,0,0,0,0,0,2,1,3,1,5,5,7,6,4,3,3,4,2,1,2,1,2,2,1,2,5,0.82266
5395,1,10,1,6,17,0,0,0,0,0,0,0,1,0,0,1,,3,2,5,2,7,3,2,3,4,3,4,2,2,1,1,1,2,1,5,0.7047
5401,1,13,1,6,32,0,0,0,0,0,0,0,0,1,0,1,,5,2,5,5,7,7,2,5,5,2,5,1,1,1,1,1,1,1,2,0.51389
5409,2,4,1,6,24,0,0,1,0,0,0,0,0,0,0,1,,6,2,5,4,3,9,1,3,2,3,2,1,2,2,2,2,2,1,9,0.54079
5413,1,12,2,6,14,0,0,0,0,1,0,0,0,0,0,3,2,7,1,5,5,7,11,1,3,1,4,2,2,2,2,2,1,2,2,7,0.85801
5427,1,9,1,6,1,0,0,1,0,0,0,0,0,0,0,1,,2,1,5,3,7,9,1,3,2,2,2,1,2,2,2,2,1,1,9,0.7047
5428,2,10,2,6,30,0,0,0,0,0,0,0,0,0,1,3,1,5,1,2,5,7,3,2,5,5,5,4,1,2,2,2,2,1,2,6,1.16856
5434,2,3,1,6,32,1,0,0,0,0,0,0,0,0,0,2,2,5,1,5,3,7,10,2,3,3,4,3,1,2,2,1,2,1,1,4,0.7034
5437,1,10,1,6,16,0,0,0,0,0,1,0,0,0,0,3,1,5,1,5,4,7,10,1,5,4,4,5,1,2,1,1,1,1,2,1,0.53301
5439,2,10,1,6,29,0,0,0,0,1,0,0,0,0,0,3,2,6,1,5,5,7,11,1,4,4,4,4,1,2,1,1,1,1,1,2,0.42168
5440,2,4,1,6,17,0,0,1,0,0,0,0,0,0,0,3,1,2,1,5,4,6,7,1,2,3,3,3,1,2,1,2,1,1,2,4,0.7034
5455,1,3,1,6,2,0,0,1,0,0,0,0,0,0,0,3,1,5,1,4,3,6,7,2,2,2,3,3,1,2,1,2,2,2,2,6,1.95482
5463,1,10,1,6,14,0,0,0,0,0,0,0,0,1,0,1,,6,1,4,3,7,2,3,4,5,5,4,1,2,2,2,1,1,1,6,0.7047
5469,2,12,1,6,5,0,0,0,0,1,0,0,0,1,0,3,2,5,1,5,3,7,5,1,2,1,3,1,1,2,2,2,2,1,1,9,0.99403
5480,1,5,7,6,30,0,0,1,0,0,0,0,0,0,0,3,1,6,1,5,5,7,11,1,2,2,3,3,1,2,1,1,2,1,1,5,2.0818
5488,2,4,1,6,24,0,0,0,0,0,0,0,0,0,1,1,,5,1,5,3,7,3,3,1,3,3,2,1,2,1,1,1,1,1,6,0.54079
5489,2,10,1,6,14,0,0,0,0,0,0,0,1,0,0,2,1,6,1,5,5,7,3,2,4,4,3,3,2,2,2,2,2,2,1,8,0.57891
5492,2,3,7,6,5,0,0,0,0,1,0,0,0,0,0,3,2,6,1,5,5,6,11,2,2,2,5,2,1,1,1,2,2,1,1,6,1.82661
5500,1,9,7,6,24,0,0,1,0,0,0,0,0,0,0,1,,6,2,5,4,6,10,1,5,4,5,4,1,2,1,1,2,1,1,3,0.9046
5505,2,10,1,6,24,0,0,0,0,0,0,0,0,1,0,3,1,5,1,5,3,7,5,3,4,2,3,3,1,2,2,1,2,1,2,6,0.44508
5507,2,4,1,6,30,0,0,1,0,0,0,0,0,0,0,2,1,5,1,5,3,6,10,2,1,1,1,1,2,2,2,2,2,2,2,10,0.7034
5513,1,10,1,6,27,1,0,0,0,0,0,0,0,0,0,2,1,3,1,5,5,6,10,1,1,1,4,1,2,2,2,2,2,1,2,8,0.7047
5518,2,12,1,6,16,0,0,0,0,1,0,0,0,0,0,3,2,5,1,5,2,7,4,1,5,3,4,3,1,2,2,2,2,1,1,6,0.58443
5527,2,4,1,6,14,0,0,1,0,0,0,0,0,0,0,2,2,6,2,5,3,3,9,1,3,2,1,1,2,2,2,2,2,2,2,10,0.7034
5532,2,3,1,6,22,0,0,1,0,0,0,0,0,0,0,2,98,3,1,5,4,6,4,2,3,3,3,3,1,1,1,2,2,1,2,3,0.7034
5538,2,5,1,6,24,0,0,1,0,0,0,0,0,0,0,2,98,3,2,5,5,3,10,2,3,4,4,3,1,1,2,2,1,1,2,3,0.63248
5541,1,2,1,6,32,0,0,1,0,0,0,0,0,0,0,1,,5,1,5,5,6,7,1,5,3,4,3,1,1,1,2,2,1,1,3,1.95482
5542,2,3,1,6,1,1,0,0,0,0,0,0,0,0,0,2,2,3,1,5,3,6,3,4,2,1,2,2,2,2,2,2,2,2,1,13,0.7034
5545,2,5,1,6,1,0,0,1,0,0,0,0,0,0,0,1,,5,1,5,3,7,6,2,3,4,5,3,1,2,1,2,2,1,2,3,0.82266
5566,2,3,1,6,1,0,1,1,0,1,0,0,0,0,0,1,,3,1,5,3,6,5,3,1,2,3,2,2,2,2,2,2,1,1,11,0.7034
5581,2,5,1,6,26,0,0,0,1,0,0,0,0,0,0,2,2,5,1,5,4,7,11,2,3,4,3,3,1,1,1,1,2,1,2,1,0.82266
5586,2,7,4,6,20,0,0,1,0,0,0,0,0,0,0,2,1,6,1,5,4,5,9,1,3,2,4,2,1,1,1,1,1,1,2,2,1.56745
5590,2,4,1,6,24,1,0,0,0,0,0,0,0,0,0,3,1,3,1,5,4,7,5,2,2,4,4,3,1,2,2,2,2,1,1,7,0.54079
5604,2,2,1,6,32,0,0,1,0,0,0,0,0,0,0,2,1,3,1,5,3,3,4,2,1,2,3,1,2,2,2,2,2,1,1,11,0.7034
5610,2,4,1,6,30,0,0,1,0,0,0,0,0,0,0,1,,6,1,5,5,6,10,1,4,5,4,3,1,2,1,1,2,1,1,3,0.7034
5619,2,1,1,6,17,1,0,0,0,0,0,0,0,0,0,1,,3,1,5,5,6,10,1,2,2,3,4,1,1,1,1,1,1,2,2,0.7034
5620,1,6,1,6,8,0,1,0,0,0,0,0,0,0,0,2,1,3,1,5,3,6,10,2,5,4,5,3,1,1,2,1,2,2,1,4,1.24685
5621,1,10,1,6,16,0,0,1,0,0,0,0,0,0,0,3,1,2,1,5,4,7,10,1,4,3,4,4,1,2,1,1,1,1,1,3,0.53301
5634,2,5,7,6,5,0,0,1,0,0,0,0,0,0,0,1,,5,1,5,5,7,10,1,4,4,4,4,1,1,1,1,1,1,2,0,2.13629
5646,2,4,1,6,15,0,0,1,0,0,0,0,0,0,0,2,1,6,1,5,3,7,6,1,2,2,3,3,2,1,2,1,2,1,2,5,0.7034
5647,2,9,4,6,31,0,0,0,0,1,0,0,0,0,0,3,2,3,1,4,5,7,11,1,3,4,4,4,1,1,1,1,2,1,1,2,1.16856
5648,2,5,1,6,32,0,0,0,0,1,0,0,0,0,0,3,2,6,1,5,3,7,4,2,3,3,5,3,1,2,1,2,2,1,1,5,0.82266
5654,2,13,2,6,5,0,0,0,0,1,0,0,0,0,0,3,2,6,1,3,5,7,8,1,3,3,4,3,1,2,1,1,2,1,1,4,2.0065
5656,2,6,1,6,24,0,0,1,0,0,0,0,0,0,0,1,,4,3,5,2,4,8,1,3,3,3,3,2,2,2,2,2,1,1,7,0.63248
5660,2,3,4,6,16,0,1,1,0,0,0,0,0,0,0,1,,5,1,5,5,6,3,2,2,4,4,3,1,2,1,1,2,1,1,5,1.07394
5671,2,4,7,6,5,0,0,1,0,0,0,0,0,0,0,3,1,6,1,3,5,5,10,1,3,2,4,1,1,2,2,2,2,1,1,8,1.82661
5675,2,4,6,6,22,0,0,1,0,0,0,0,0,0,0,2,1,7,1,3,5,4,11,2,4,3,4,4,1,1,1,2,1,1,2,2,1.41986
5676,1,9,1,6,23,0,0,0,1,0,0,0,0,0,0,1,,2,1,5,3,7,3,2,5,4,4,4,2,2,1,2,1,1,1,6,0.7047
5718,2,4,4,6,8,0,0,0,0,0,0,1,0,0,0,3,1,3,1,4,5,6,4,4,2,3,3,2,1,2,2,2,2,2,1,10,1.41986
5725,1,7,6,6,32,0,0,1,0,0,0,0,0,0,0,1,,4,1,4,5,7,8,2,4,4,4,5,1,2,1,1,2,1,1,3,1.92289
5727,1,11,1,6,1,0,0,0,0,0,0,0,1,0,0,2,2,3,1,5,4,6,4,2,4,3,3,3,1,2,2,2,2,1,2,5,0.51389
5767,2,6,4,6,23,0,0,0,0,1,0,0,0,0,0,3,1,5,1,5,5,7,8,3,4,5,5,5,1,1,1,1,1,1,1,2,1.66058
5772,1,11,1,6,11,0,0,0,0,0,0,0,0,1,0,2,2,6,1,5,5,7,10,1,5,5,3,5,1,2,1,1,2,1,2,2,0.51389
5794,2,3,1,6,1,1,0,0,1,0,0,0,0,0,0,3,1,5,1,5,3,6,7,2,2,3,3,4,2,2,1,1,1,1,2,3,0.7034
5796,1,3,2,6,8,0,0,1,0,0,0,0,0,0,0,1,,5,1,5,5,3,5,2,5,5,4,4,1,1,1,1,1,1,1,3,3.26386
5798,2,2,1,6,29,1,0,0,1,0,0,0,0,0,0,3,1,4,1,5,4,4,6,3,3,4,2,3,2,2,2,1,2,1,2,6,0.51236
5800,2,9,1,6,24,0,0,1,0,0,0,0,0,0,0,1,,2,1,5,1,7,7,2,1,1,3,1,2,2,1,1,1,1,2,6,0.44508
5802,2,8,2,6,10,0,0,0,0,0,1,0,0,0,0,3,2,5,1,4,5,7,8,2,4,3,4,5,1,1,1,1,1,1,2,0,1.56745
5805,1,9,1,6,11,0,0,1,0,0,0,0,0,0,0,3,1,5,1,5,4,7,4,3,4,3,2,3,1,2,1,2,1,2,1,7,0.7047
5808,2,5,1,6,14,1,0,0,0,0,0,0,0,0,0,2,1,4,2,4,2,2,5,1,4,4,4,4,1,2,2,2,2,1,1,7,0.82266
5817,2,1,1,6,26,0,0,1,0,0,0,0,0,0,0,2,2,7,1,5,4,6,11,3,4,3,3,3,2,2,2,2,2,2,2,7,0.7034
5818,1,3,2,6,9,0,0,1,0,0,0,0,0,0,0,2,1,5,2,5,4,3,6,2,5,4,5,5,1,1,1,1,1,1,1,2,3.26386
5820,1,13,1,6,20,0,0,0,0,1,0,0,0,0,0,3,1,7,1,5,4,7,11,1,4,3,5,3,1,2,2,2,2,1,1,5,0.51389
5825,1,10,2,6,26,0,0,0,0,1,0,0,0,0,0,3,2,5,1,3,5,7,7,1,3,5,3,5,1,2,1,1,1,1,1,3,1.1766
5830,2,4,1,6,32,0,0,1,0,0,0,0,0,0,0,1,,5,1,5,3,7,4,1,1,2,2,2,1,2,2,2,2,1,1,10,0.7034
5836,1,3,2,6,19,0,0,1,0,0,0,0,0,0,0,1,,5,1,5,5,6,6,2,5,4,5,5,1,1,1,1,1,1,1,1,3.26386
5840,2,3,7,6,29,0,0,1,0,0,0,0,0,0,0,3,1,3,1,5,5,4,4,3,1,2,4,3,2,1,1,2,2,1,2,7,1.03422
5857,2,5,4,6,14,0,0,0,0,1,0,0,0,0,0,3,98,5,1,5,4,7,6,1,5,3,4,3,1,2,2,1,1,1,2,2,1.66058
5866,2,2,4,6,26,0,1,1,0,0,0,0,0,0,0,1,,2,1,5,5,6,6,1,3,4,4,2,1,2,1,2,2,1,1,6,1.41986
5867,2,5,5,6,18,0,0,1,0,0,0,0,0,0,0,2,98,6,1,5,5,6,8,1,3,3,3,4,1,2,1,1,1,1,1,2,1.66058
5872,1,11,1,6,14,0,0,0,0,0,1,0,0,0,0,2,2,4,1,5,3,7,7,1,4,4,4,4,1,1,1,1,1,1,1,1,0.51389
5881,2,5,1,6,32,0,0,1,0,0,0,0,0,0,0,3,1,5,1,5,5,7,11,2,3,4,4,2,1,2,1,1,1,1,2,2,0.82266
5888,2,9,1,6,21,0,0,1,0,0,0,0,0,0,0,3,1,3,1,5,4,7,8,1,5,4,4,3,1,2,1,2,2,1,2,3,0.57891
5899,2,3,1,6,16,1,0,0,0,0,0,0,0,0,0,3,1,5,1,5,3,6,1,2,2,2,3,2,2,2,2,2,2,2,1,11,0.53204
5900,2,10,1,6,16,0,0,0,0,0,1,0,0,0,0,1,,6,1,5,4,7,3,2,4,3,3,3,2,1,1,2,2,1,2,4,0.43787
5903,2,10,5,6,1,0,0,0,0,1,0,0,0,0,0,3,2,5,1,5,5,7,8,1,3,4,4,4,1,2,1,1,1,1,2,1,1.16856
5914,2,1,4,6,14,0,1,0,0,0,0,0,0,0,0,2,98,3,2,3,4,3,3,2,3,3,4,3,1,2,1,1,2,1,1,6,1.41986
5924,2,9,4,6,5,0,0,0,1,0,0,0,0,0,0,3,1,3,1,5,5,7,11,1,5,4,5,5,1,2,1,1,1,1,1,2,1.50332
5925,1,10,1,6,1,0,0,0,0,0,0,1,0,0,0,2,1,3,1,5,4,7,3,2,2,3,2,2,1,2,1,2,2,1,1,8,0.7047
5929,1,11,1,6,23,0,0,0,0,1,0,0,0,0,0,3,2,4,1,5,3,7,7,1,5,3,3,4,1,1,1,1,1,1,1,1,0.51389
5958,2,4,2,6,27,0,0,1,0,0,0,0,0,0,0,1,,5,1,4,5,7,6,1,4,3,4,3,1,2,1,1,1,2,1,3,1.41986
5987,1,9,1,6,24,0,0,0,0,1,0,0,0,0,0,3,2,5,1,5,4,7,1,1,5,5,4,4,1,1,1,1,1,1,1,2,0.54179
5994,2,3,6,6,32,0,0,1,0,0,0,0,0,0,0,2,2,5,1,5,5,6,11,2,3,4,5,4,1,2,1,2,2,1,1,4,1.41986
6000,1,11,1,6,7,0,0,0,0,1,0,0,0,0,0,3,2,5,1,5,5,7,9,1,4,4,4,4,1,1,1,2,2,1,1,3,0.51389
6019,2,6,4,6,13,0,0,1,0,0,0,0,0,0,0,2,98,5,1,5,5,7,7,1,2,2,3,2,1,1,2,2,2,1,1,7,1.66058
6035,1,6,1,6,10,1,0,0,0,0,0,0,0,0,0,2,2,4,1,5,5,7,6,1,5,5,5,5,1,1,1,1,1,1,1,1,1.24685
6049,2,4,5,6,27,0,0,0,1,0,0,0,0,0,0,3,1,4,1,4,3,7,5,2,2,2,4,3,1,2,1,2,1,1,2,5,1.41986
6053,1,4,1,6,15,1,0,0,0,0,0,0,0,0,0,1,,3,1,5,4,7,8,2,4,3,4,3,2,2,2,2,2,1,1,6,1.95482
6058,2,2,1,6,26,1,0,0,0,0,0,0,0,0,0,1,,3,1,5,4,5,7,2,4,3,5,3,2,1,2,1,2,1,2,3,0.7034
6060,2,9,1,6,23,0,0,0,0,0,1,0,0,1,0,3,2,5,1,5,4,7,4,1,5,4,4,4,1,2,1,1,1,1,2,2,0.57891
6070,2,4,2,6,7,0,0,0,0,1,0,0,0,0,0,1,,5,2,4,5,7,4,1,1,1,3,3,1,1,1,1,2,2,1,6,1.41986
6071,2,3,1,6,24,0,0,0,0,1,0,0,1,0,0,3,1,2,1,5,4,6,1,4,1,3,3,2,1,1,1,1,1,2,1,7,0.54079
6073,2,4,5,6,32,0,0,0,0,1,0,0,0,0,0,1,,5,2,5,3,4,6,2,4,4,4,4,1,2,1,1,1,1,1,2,1.41986
6095,1,9,1,6,18,0,0,0,0,1,0,0,0,0,0,3,2,5,1,5,3,7,3,2,3,2,5,2,1,2,2,2,2,1,1,8,0.7047
6107,1,10,1,6,22,0,0,0,0,0,0,0,1,0,0,1,,6,2,5,5,7,8,2,2,2,5,2,2,2,2,2,2,1,2,8,0.7047
6119,1,7,1,6,23,0,0,0,1,0,0,0,0,0,0,2,2,2,1,5,3,7,5,3,2,2,5,1,1,2,2,2,2,1,1,11,1.15168
6141,1,8,1,6,23,0,0,1,0,0,0,0,0,0,0,3,1,3,1,5,3,7,9,1,4,4,4,4,1,1,1,1,1,1,1,1,1.15168
6150,2,4,1,6,29,0,0,0,1,0,0,0,0,0,0,1,,6,1,5,4,7,8,1,4,2,2,2,2,2,2,1,1,1,1,7,0.51236
6155,2,4,1,6,20,0,0,1,0,0,0,0,0,0,0,2,98,3,1,5,4,7,4,2,3,3,3,4,1,2,1,2,1,1,1,4,0.7034
6163,1,10,1,6,30,0,0,0,0,1,0,0,0,0,0,3,2,5,1,5,5,7,4,4,2,3,3,2,2,1,1,2,2,1,1,8,0.7047
6167,1,11,1,6,23,0,0,0,0,1,0,0,0,0,0,3,2,5,1,5,4,7,5,2,4,4,3,4,2,2,2,2,2,1,1,7,0.51389
6169,1,10,1,6,26,0,0,0,1,0,0,0,0,0,0,1,,5,1,5,3,5,7,2,2,3,4,2,2,2,1,1,1,2,1,6,0.7047
6182,2,2,1,6,20,1,0,0,1,0,0,0,0,0,0,2,1,3,1,5,5,6,9,1,1,3,1,1,1,2,2,2,2,1,1,8,0.7034
6187,2,4,1,6,2,1,0,0,0,0,0,0,0,0,0,1,,2,1,5,1,7,2,4,4,3,3,2,1,2,1,1,1,1,1,6,0.7034
6199,2,3,1,6,29,0,0,1,0,1,0,0,0,0,0,1,,6,1,5,3,6,6,2,5,3,3,3,1,1,1,2,2,1,2,2,0.51236
6200,2,3,1,6,17,1,0,0,0,0,0,0,0,0,0,1,,5,1,4,4,6,6,2,2,2,2,2,1,1,1,1,1,1,2,4,0.7034
6203,1,9,4,6,5,0,1,1,0,0,0,0,0,0,0,1,,5,1,4,5,7,8,2,4,2,4,4,1,2,1,1,2,1,1,4,1.51366
6212,2,4,4,6,12,0,0,1,0,0,0,0,0,0,0,1,,5,1,5,5,5,5,2,3,3,3,3,1,2,2,2,2,1,1,6,1.41986
6213,2,6,1,6,15,0,0,0,1,0,0,0,0,0,0,3,1,6,1,5,4,7,8,1,4,4,4,5,1,2,1,1,1,1,2,1,0.82266
6217,2,4,1,6,32,0,0,1,0,0,0,0,0,0,0,2,1,5,1,5,3,7,8,1,4,4,4,4,1,2,1,1,1,1,1,2,0.7034
6244,2,7,6,6,24,0,0,0,1,0,0,0,0,0,0,1,,6,1,5,5,7,7,1,5,5,5,5,1,1,1,1,1,1,2,0,1.20508
6246,2,10,7,6,26,0,0,0,0,1,0,0,0,0,0,3,98,3,2,4,2,7,8,1,3,1,2,3,1,2,1,2,2,1,1,6,1.16856
6257,1,5,1,6,16,0,0,1,0,0,0,0,0,0,0,2,1,6,1,5,4,7,9,2,3,2,2,3,1,2,2,2,2,2,1,8,0.94309
6266,1,9,1,6,8,0,0,1,0,0,1,0,0,0,0,3,2,3,1,5,4,7,7,1,3,3,5,3,1,2,1,2,2,1,2,3,0.7047
6269,1,12,1,6,31,0,0,0,0,0,1,0,0,0,0,3,2,4,1,5,4,7,11,1,4,3,2,4,1,2,2,2,2,2,1,7,0.51389
6275,1,9,1,6,14,0,0,0,0,1,0,0,0,0,0,3,2,5,1,5,4,7,3,4,3,1,4,1,1,2,2,2,2,1,1,9,0.7047
6288,1,9,1,6,24,0,0,1,0,0,0,0,0,0,0,1,,5,1,5,5,7,10,1,3,4,5,2,1,2,2,2,2,1,1,6,0.54179
6294,2,6,2,6,13,0,0,1,0,0,0,0,0,0,0,1,,4,1,2,5,7,8,2,3,2,5,3,1,2,1,2,2,2,1,7,1.66058
6301,2,4,6,6,13,0,0,1,0,0,0,0,0,0,0,3,1,5,1,4,5,6,9,1,3,3,4,2,2,1,1,2,1,1,2,3,1.41986
6302,1,13,7,6,16,0,0,0,0,1,0,0,0,0,0,3,2,5,3,4,5,7,6,2,3,3,5,4,1,2,1,2,2,1,1,5,0.64898
6307,1,10,1,6,24,0,0,0,0,1,0,0,0,0,0,3,2,3,1,5,5,7,8,2,3,4,5,4,1,1,1,1,1,1,1,1,0.54179
6320,1,9,1,6,32,0,0,0,0,0,1,0,0,0,0,3,2,3,2,5,5,6,8,3,4,5,3,4,1,1,1,1,1,1,1,2,0.7047
6324,1,3,1,6,24,0,0,1,0,0,0,0,0,0,0,1,,6,2,5,3,2,10,1,4,4,3,4,1,2,1,1,1,1,2,2,1.50291
6338,2,9,1,6,17,0,0,0,0,1,0,0,0,0,0,3,2,5,1,5,2,7,8,4,4,3,2,3,1,2,1,2,2,1,1,6,0.57891
6356,1,10,1,6,1,0,0,0,1,1,0,0,0,1,0,3,2,6,1,5,3,7,9,1,4,3,4,4,1,1,2,1,1,1,1,2,0.7047
6362,2,4,1,6,30,0,0,1,0,0,0,0,0,0,0,3,1,6,1,5,4,6,11,1,4,4,4,4,1,1,1,1,2,1,1,2,0.7034
6365,1,13,1,6,18,0,0,0,0,0,0,0,0,1,0,3,1,3,1,5,4,7,1,2,3,5,5,5,1,2,1,1,1,1,2,2,0.51389
6367,1,7,1,6,24,0,0,0,0,1,0,0,0,0,0,3,2,5,1,5,5,7,9,2,4,5,5,4,1,2,1,2,1,1,2,2,0.88544
6379,2,5,1,6,16,0,0,0,0,0,0,0,1,0,0,3,1,3,1,5,3,7,1,4,4,3,4,2,1,2,2,2,2,1,1,8,0.62223
6384,2,4,5,6,1,0,0,1,0,0,0,0,0,0,0,3,1,5,1,5,5,7,9,1,3,5,5,4,1,2,1,1,1,1,1,2,1.41986
6385,2,6,1,6,16,0,0,1,0,0,0,0,0,0,0,3,1,5,1,5,4,7,8,2,2,3,4,1,2,2,2,2,2,1,1,8,0.62223
6391,2,4,1,6,29,0,0,1,0,0,0,0,0,0,0,3,1,3,1,5,4,7,8,1,2,2,3,1,1,2,1,2,2,1,2,6,0.51236
