ï»¿OBJECTID,MUNICIPALITE,HYDRONYME,LONGUEUR,SHAPE.STLength()
74,86042,,24.73863375,24.738633753706
75,86042,,45.38107946,45.3810794625389
76,86042,,194.04426649,194.044266494793
77,86042,,15.8488578,15.8488578017961
78,86042,,110.33541407,110.335414068022
79,86042,,318.0922243,318.092224299879
80,86042,,199.80297915,199.802979153869
81,86042,,65.31008492,65.3100849165794
82,86042,,133.83417613,133.834176131842
83,86042,,56.25533329,56.2553332897713
84,86042,,183.81203219,183.812032192941
85,86042,,8.06225775,8.06225774829855
86,86042,,192.56387254,192.563872536358
87,86042,,47.92767719,47.927677192499
88,86042,,8.63234564,8.63234564009111
89,86042,,63.44506583,63.4450658303028
90,86042,,4.22205177,4.22205177253903
91,86042,,8.31122253,8.31122252619914
92,86042,Ruisseau Bagshaw,1347.57672886,1347.57672886216
93,86042,,36.40322788,36.4032278814327
94,86042,,108.22294889,108.22294888816
95,86042,,18.86796226,18.8679622641132
96,86042,,14.86606875,14.8660687473185
97,86042,,163.22883759,163.228837585987
98,86042,,189.77918385,189.779183845253
99,86042,,194.51163336,194.511633363031
100,86042,,163.08882718,163.088827183636
101,86042,,238.90295019,238.902950185647
102,86042,,99.00516867,99.0051686733824
103,86042,,19.12116734,19.1211673407035
104,86042,,219.71828221,219.718282212582
105,86042,,36.3892144,36.389214403835
106,86042,,113.21177576,113.211775758037
107,86042,,195.13131069,195.131310685709
108,86042,,80.97238694,80.97238694174
109,86042,,77.53640882,77.5364088206565
110,86042,,155.51457224,155.514572237192
111,86042,,189.57519462,189.575194619022
112,86042,,13,13
113,86042,,76.87848925,76.8784892536729
114,86042,,16.01531062,16.0153106198692
115,86042,,32.14213562,32.142135623731
116,86042,,5.83095189,5.8309518948453
117,86042,,25.49509757,25.4950975679639
118,86042,,50.56410117,50.5641011668989
119,86042,,21.20498598,21.2049859781475
120,86042,,297.51129684,297.511296840042
121,86042,,123.68782248,123.687822476808
122,86042,,85.86497441,85.8649744056916
123,86042,,132.55757747,132.557577465556
124,86042,,72.40235863,72.4023586317341
125,86042,,276.86738847,276.867388471134
126,86042,,10.04987562,10.0498756211209
127,86042,,33.33743005,33.3374300527971
128,86042,,16.21809837,16.2180983729065
129,86042,,229.06931951,229.069319506409
130,86042,,121.51276198,121.512761982534
131,86042,,283.70314677,283.703146765244
132,86042,,245.01625841,245.016258414817
133,86042,,10.19803903,10.1980390271856
134,86042,,108.92257352,108.922573516196
135,86042,,50.90230633,50.9023063347075
136,86042,,240.5395327,240.539532704
137,86042,,109.20373374,109.203733743203
138,86042,,10.81665383,10.816653826392
139,86042,,139.41969605,139.419696046902
140,86042,,129.34925592,129.349255920957
141,86042,,544.61328673,544.613286727863
142,86042,,286.49534594,286.495345940571
143,86042,,84.86707873,84.867078727849
144,86042,,26.01922366,26.0192236625154
145,86042,,7.21110255,7.21110255092798
146,86042,,116.77174943,116.771749428569
147,86042,,66.84626258,66.8462625802858
148,86042,,46.21604287,46.2160428686731
149,86042,,172.98184804,172.981848039992
150,86042,,59.12978242,59.1297824168236
151,86042,,7,7
152,86042,,12.04159458,12.0415945787923
153,86042,,461.94456105,461.944561054852
154,86042,,328.73967518,328.739675181666
155,86042,,15.5563492,15.5563492016317
156,86042,,166.98237985,166.982379850798
157,86042,,17.57529031,17.5752903050973
158,86042,,341.72864398,341.728643981058
159,86042,,9,9
160,86042,,39.23841193,39.2384119294899
161,86042,,72.90122097,72.9012209663562
162,86042,,93.92306102,93.9230610239646
163,86042,,137.77181939,137.771819390129
164,86042,,273.42828,273.428280004138
165,86042,,33.27069075,33.2706907538241
166,86042,,12.14955502,12.1495550207815
167,86042,,102.91255661,102.91255660966
168,86042,,643.49513766,643.495137660406
169,86042,,655.47084437,655.470844366275
170,86042,,198.64852004,198.64852003599
171,86042,,84.98853602,84.9885360186935
172,86042,,254.48907795,254.489077946706
173,86042,,841.41446731,841.414467314159
174,86042,,17.51526804,17.5152680424756
175,86042,,11.85176253,11.8517625266993
176,86042,,17,17
177,86042,,217.84866003,217.848660031714
178,86042,,16.1245155,16.1245154973129
179,86042,,137.4814391,137.481439100523
180,86042,,44.77722636,44.7772263566221
181,86042,,936.4943132,936.494313200818
182,86042,,168.06504806,168.065048059503
183,86042,,595.25547243,595.255472426364
184,86042,,546.45377646,546.453776456829
185,86042,,15.82780554,15.8278055363373
186,86042,,317.24475996,317.244759959424
187,86042,,165.35334865,165.353348648352
188,86042,,345.37055735,345.370557348378
189,86042,,168.75755432,168.757554324282
190,86042,,2,2
191,86042,,102.95140463,102.95140462781
192,86042,,110.61860046,110.618600458185
193,86042,,177.36814613,177.36814612875
194,86042,,96.4323781,96.4323780974052
195,86042,,51.03958032,51.0395803186865
196,86042,,86.96158462,86.9615846246433
197,86042,,66.04495057,66.0449505686735
198,86042,,126.65127767,126.651277672006
199,86042,,510.44781978,510.447819784176
200,86042,,1115.20828009,1115.20828008787
201,86042,,271.08109085,271.081090851983
202,86042,,47.85268247,47.8526824678206
203,86042,,4,4
204,86042,,110.50990968,110.509909681317
205,86042,,36.00571368,36.0057136759404
206,86042,,213.17441545,213.174415451166
207,86042,,223.05600106,223.056001064464
208,86042,,848.95879772,848.958797724059
209,86042,,319.5862442,319.586244203764
210,86042,,86.62441085,86.6244108509169
211,86042,,124.69245976,124.692459759679
212,86042,Cours d'eau Goulet,270.28360024,270.283600243291
213,86042,Cours d'eau Goulet,55.82561939,55.8256193944709
214,86042,,62.23428764,62.2342876381862
215,86042,,57.20776004,57.2077600429626
216,86042,,235.50475433,235.504754331276
217,86042,,18.13742432,18.1374243239981
218,86042,,478.3509687,478.350968699321
219,86042,,633.40624523,633.406245234503
220,86042,,302.52732034,302.527320339217
221,86042,,353.56414672,353.564146716518
222,86042,,12.17008733,12.1700873254583
223,86042,,31.10984678,31.1098467774679
224,86042,,27.60128151,27.6012815091143
225,86042,,235.74648843,235.746488432921
226,86042,,120.78121072,120.781210716718
227,86042,,259.22430143,259.224301427894
228,86042,,168.7985012,168.798501202487
229,86042,,99.81658053,99.8165805301906
230,86042,,453.92494485,453.924944848084
231,86042,,260.47837684,260.478376838895
232,86042,,399.19686169,399.196861691959
233,86042,,245.01178796,245.01178795741
234,86042,,426.90856948,426.908569479014
235,86042,,476.51497813,476.514978130773
236,86042,,278.78384185,278.783841850335
237,86042,,549.74489233,549.74489233281
238,86042,,432.54564358,432.545643576081
239,86042,,661.211307,661.211306999272
240,86042,,664.20080094,664.200800939495
241,86042,,423.28670861,423.286708611655
242,86042,,375.69145792,375.691457924691
243,86042,,564.12424631,564.124246313388
244,86042,,51.70285483,51.7028548345007
245,86042,,618.16835144,618.168351443916
246,86042,,328.49183873,328.491838731452
247,86042,,622.52477498,622.524774976709
248,86042,,174.90191483,174.901914826339
249,86042,,647.63120837,647.631208366819
250,86042,,641.64370702,641.643707015296
251,86042,,645.01075827,645.010758273689
252,86042,,255.48081202,255.480812019801
253,86042,,686.46523682,686.465236819632
254,86042,,529.69993113,529.699931126231
255,86042,,309.33567761,309.335677605476
256,86042,,6,6
257,86042,,75.96575845,75.9657584545573
258,86042,,75.39882278,75.398822777969
259,86042,,15.55634919,15.556349186104
260,86042,,169.39122032,169.391220315212
261,86042,,344.07197201,344.071972013653
262,86042,,221.96670006,221.966700063616
263,86042,,10.77032961,10.770329614269
264,86042,,41.90324085,41.9032408455039
265,86042,,19.19426098,19.1942609783175
266,86042,,275.78729469,275.787294685173
267,86042,,16.85309293,16.8530929287809
268,86042,,317.39914103,317.399141032265
269,86042,,54.95268662,54.9526866168228
270,86042,,74.73434928,74.7343492807321
271,86042,,53.89932002,53.8993200235488
272,86042,,67.33434778,67.3343477786536
273,86042,Ruisseau Osisko,623.88867379,623.88867379134
274,86042,,237.20141793,237.201417933754
275,86042,,7.07106781,7.07106781186548
276,86042,,5.09901951,5.09901951359278
277,86042,,22.05538514,22.0553851381374
278,86042,,160.12108786,160.1210878613
279,86042,,125.28331725,125.283317248925
280,86042,,56.90109967,56.9010996675419
281,86042,,169.11136219,169.111362191682
282,86042,,142.6487376,142.648737597703
283,86042,,14.56021978,14.560219778561
284,86042,,54.97447086,54.9744708635616
285,86042,,17.00493853,17.0049385276696
286,86042,,17.84124836,17.8412483636626
287,86042,,16.55294536,16.5529453572468
288,86042,,9.8488578,9.8488578017961
289,86042,Cours d'eau Samuel,10.08276253,10.0827625302982
290,86042,Cours d'eau Samuel,8.06225775,8.06225774829855
291,86042,,267.91949071,267.919490709222
292,86042,,7.07106781,7.07106781186548
293,86042,,15.26433752,15.2643375224737
294,86042,,229.93704399,229.937043988517
295,86042,,8.17375026,8.17375025779173
296,86042,,214.52871711,214.528717105562
297,86042,,136.09819421,136.098194209902
298,86042,,72.10678477,72.106784767624
299,86042,,400.61513239,400.615132385286
300,86042,,213.02331588,213.023315883044
301,86042,,139.36715529,139.367155294116
302,86042,,240.91446636,240.914466357124
303,86042,,30.05538514,30.0553851381374
304,86042,,171.50395291,171.503952912539
305,86042,,120.67271016,120.672710159118
306,86042,,271.09963727,271.099637265597
307,86042,,68.93476246,68.9347624598352
308,86042,,143.95201409,143.952014088489
309,86042,,85.06668575,85.0666857459894
310,86042,,145.13125166,145.131251655015
311,86042,,499.32774053,499.32774053133
312,86042,,212.76614251,212.766142514492
313,86042,,239.71892913,239.718929126524
314,86042,,55.27112012,55.2711201246758
315,86042,,329.71043044,329.710430436378
316,86042,,205.26865198,205.268651984257
317,86042,,61.27301964,61.2730196366249
318,86042,,147.66890014,147.668900138381
319,86042,,56.06495884,56.0649588397794
320,86042,,130.5711374,130.571137399392
321,86042,,83.69019041,83.6901904067106
322,86042,,201.23365543,201.23365542825
323,86042,,42.51441581,42.5144158067474
324,86042,,484.61046406,484.610464063744
325,86042,,65.7388531,65.7388531004763
326,86042,,222.64827203,222.648272032852
327,86042,,518.72024611,518.720246106876
328,86042,,1003.74194044,1003.74194044487
329,86042,,773.95880054,773.95880054183
330,86042,,543.5462067,543.546206696974
331,86042,,205.17591601,205.175916011469
332,86042,,550.3705528,550.370552795812
333,86042,,350.20750894,350.207508938879
334,86042,,623.73688516,623.736885159213
335,86042,,49.32167644,49.321676443491
336,86042,,178.72714127,178.727141271776
337,86042,,150.64988093,150.649880931828
338,86042,,43.06927039,43.0692703941325
339,86042,,402.56368717,402.563687172806
340,86042,,212.14778689,212.147786886858
341,86042,,210.84124453,210.841244527542
342,86042,,352.34788054,352.347880539973
343,86042,,421.93567667,421.935676669836
344,86042,,170.63239537,170.632395368488
345,86042,,71.14013668,71.1401366837614
346,86042,,65.64449585,65.6444958517442
347,86042,,387.90439749,387.904397490642
348,86042,,191.77560226,191.775602260176
349,86042,,388.89285606,388.892856062308
350,86042,,15.55634919,15.556349186104
351,86042,,449.04071991,449.040719906036
352,86042,,158.59767324,158.597673239433
353,86042,,21.40093456,21.4009345590327
354,86042,,70.68838221,70.6883822061424
355,86042,,125.10141352,125.101413517081
356,86042,,105.46640068,105.466400684222
357,86042,,106.02377024,106.023770239919
358,86042,,3,3
359,86042,,4.47213595,4.47213595499958
360,86042,,258.66700584,258.667005844787
361,86042,,13.29386508,13.2938650812262
362,86042,,14.18270915,14.1827091514949
363,86042,,11.18033989,11.1803398874989
364,86042,,107.85738334,107.857383340057
365,86042,,96.22694323,96.2269432275576
366,86042,,198.24493947,198.244939473264
367,86042,,21.02568753,21.0256875253945
368,86042,,326.5653984,326.565398399859
369,86042,,200.54187639,200.541876387597
370,86042,,174.78763595,174.787635947623
371,86042,,7,7
372,86042,,5,5
373,86042,,11.22453541,11.2245354084669
374,86042,,64.38636332,64.3863633177132
375,86042,,59.99316836,59.9931683617195
376,86042,,510.48998035,510.489980351462
377,86042,,589.80093574,589.800935741216
378,86042,,68.71916854,68.7191685368735
379,86042,,391.23149108,391.231491075322
380,86042,,142.06735482,142.067354823397
381,86042,,247.0959683,247.095968296121
382,86042,,131.61655282,131.616552819507
383,86042,,238.91219431,238.912194305016
384,86042,,28.15674658,28.1567465818119
385,86042,,167.4210833,167.421083298177
386,86042,,200.45436051,200.454360506775
387,86042,,141.22846591,141.228465905998
388,86042,,270.31354414,270.313544135819
389,86042,,344.31886208,344.318862080695
390,86042,,43.69829066,43.6982906583865
391,86042,,158.79002497,158.790024971888
392,86042,,141.7366884,141.736688398062
393,86042,,529.88109834,529.881098343392
394,86042,,77.80792665,77.8079266462909
395,86042,,80.52742504,80.5274250400041
396,86042,,66.3247363,66.324736301655
397,86042,,146.45872192,146.458721918818
398,86042,,11,11
399,86042,,188.24760337,188.247603373047
400,86042,,104.69676626,104.696766255272
401,86042,,56.94126646,56.9412664566175
402,86042,,12.72792206,12.7279220613579
403,86042,,71.0384457,71.038445698463
404,86042,,142.85386741,142.85386740665
405,86042,,844.16072195,844.160721952091
406,86042,,180.8128939,180.812893895734
407,86042,,22.09072203,22.0907220343745
408,86042,,132.54262467,132.54262466543
409,86042,,296.86713677,296.867136769167
410,86042,,317.05869566,317.058695659582
411,86042,,57.77448504,57.7744850368566
412,86042,,22,22
413,86042,,124.31541257,124.315412574995
414,86042,,46.94265796,46.9426579570443
415,86042,,83.39884013,83.3988401336659
416,86042,,409.33997679,409.339976790048
417,86042,,120.84491622,120.844916216664
418,86042,,42.7687508,42.7687508036075
419,86042,,113.94153617,113.941536169453
420,86042,,31.95216919,31.9521691879976
421,86042,,242.33825641,242.338256407913
422,86042,,43.2904939,43.2904938998672
423,86042,,74.30034244,74.3003424436287
424,86042,,623.42747093,623.427470934389
425,86042,,454.98140756,454.981407556301
426,86042,,88.53617117,88.5361711697123
427,86042,,257.50293971,257.502939706728
428,86042,,389.78868244,389.788682436224
429,86042,,98.27546609,98.275466092704
430,86042,,78.53746976,78.5374697554113
431,86042,,262.41193929,262.411939286362
432,86042,,8.06225775,8.06225774829855
433,86042,,21.86596238,21.8659623833784
434,86042,,322.48322772,322.483227722101
435,86042,,79.26180117,79.2618011715538
436,86042,,249.00404699,249.004046986262
437,86042,,63.74473863,63.7447386278349
438,86042,,87.26811583,87.2681158283825
439,86042,,271.02153573,271.021535725219
440,86042,,362.49912483,362.499124834348
441,86042,,14.88840561,14.8884056116714
442,86042,,127.46612512,127.466125118391
443,86042,,109.83346361,109.833463606505
444,86042,,56.54003383,56.5400338311057
445,86042,,240.44626526,240.446265261356
446,86042,,44.84917995,44.8491799547149
447,86042,,130.33642706,130.336427058158
448,86042,,4,4
449,86042,,335.15957954,335.159579541785
450,86042,,79.26225679,79.2622567862294
451,86042,,322.25309942,322.253099417781
452,86042,,342.47333268,342.473332680872
453,86042,,356.90060485,356.90060484556
454,86042,,366.23938038,366.239380382478
455,86042,,685.96956223,685.969562231046
456,86042,,3,3
457,86042,,5.83095189,5.8309518948453
458,86042,,779.64461916,779.644619161856
459,86042,,31.57793756,31.577937555718
460,86042,,230.50301489,230.503014893342
461,86042,,486.69589457,486.695894570007
462,86042,,77.13128515,77.1312851464474
463,86042,,52.75885544,52.7588554437673
464,86042,,621.45045365,621.45045364754
465,86042,Ruisseau Dune,2979.65538881,2979.65538881301
466,86042,,281.49756191,281.497561912281
467,86042,,89.08780094,89.08780093762
468,86042,,319.01364887,319.01364886527
469,86042,,339.08812563,339.088125626668
470,86042,,1219.53112119,1219.53112118922
471,86042,,189.55289891,189.552898913011
472,86042,,9.05538514,9.05538513813742
473,86042,,536.04237744,536.042377439575
474,86042,,139.16571389,139.165713892375
475,86042,,549.08704252,549.087042516044
476,86042,,199.36271097,199.362710970673
477,86042,,128.45141821,128.451418212917
478,86042,,47.5030079,47.5030079044039
479,86042,,399.00605275,399.006052754365
480,86042,,2.5755,2.5755
481,86042,,5.70449745,5.70449745061871
482,86042,,13.19803903,13.1980390271856
483,86042,,11.70469991,11.7046999107196
484,86042,,223.04090658,223.040906577615
485,86042,,235.04342568,235.04342568215
486,86042,,95.0210503,95.0210502993942
487,86042,,7,7
488,86042,,271.01264482,271.012644818934
489,86042,,270.6069561,270.606956098302
490,86042,,85.4646123,85.4646122979425
491,86042,,44.08226809,44.0822680948614
492,86042,,259.65437645,259.654376445795
493,86042,,186.6750621,186.675062098284
494,86042,,914.08992481,914.089924811356
495,86042,,178.931265,178.931265004928
496,86042,,26.00942733,26.0094273280275
497,86042,,17.11724277,17.1172427686237
498,86042,,234.31721202,234.317212015274
499,86042,,347.57774969,347.577749686724
500,86042,,528.11191006,528.111910061013
501,86042,,104.11971883,104.119718828385
502,86042,,51.18227128,51.1822712836926
503,86042,,122.81973005,122.819730048278
504,86042,,554.52840645,554.52840644685
505,86042,,185.04680357,185.04680357099
506,86042,,817.82577718,817.825777182223
507,86042,,273.60025761,273.600257611012
508,86042,,84.46494009,84.4649400939432
509,86042,,456.15542627,456.155426270187
510,86042,,651.40547861,651.405478614505
511,86042,,215.78965625,215.789656246403
512,86042,,104.94181575,104.941815746835
513,86042,,339.05605027,339.056050273851
514,86042,,39.66355137,39.6635513714431
515,86042,,254.83578354,254.835783544549
516,86042,,159.73847372,159.738473721413
517,86042,,96.52793758,96.5279375793557
518,86042,,70.92804719,70.9280471868958
519,86042,,77.12943427,77.1294342662184
520,86042,,130.65820611,130.658206108996
521,86042,,11,11
522,86042,,105.84894898,105.848948979194
523,86042,,385.4815076,385.481507600678
524,86042,,65.04009979,65.0400997870875
525,86042,,122.53032056,122.530320555444
526,86042,,634.88476109,634.884761094612
527,86042,,31.94059246,31.9405924649098
528,86042,,70.3262474,70.3262474014142
529,86042,,351.21040733,351.21040733199
530,86042,,245.88678012,245.886780115523
531,86042,,694.840239,694.840239000314
532,86042,,290.04366597,290.043665974677
533,86042,,12.44193613,12.4419361334157
534,86042,,4.47213595,4.47213595499958
535,86042,,71.22103025,71.2210302487316
536,86042,,104.00388093,104.00388092985
537,86042,,7.61577311,7.61577310586391
538,86042,,335.03786777,335.037867769586
539,86042,,50.49170078,50.4917007796032
540,86042,,389.76675471,389.766754711293
541,86042,,417.30921472,417.309214721142
542,86042,,45.34660616,45.3466061601375
543,86042,,401.90746044,401.907460444646
544,86042,,182.44822099,182.448220991535
545,86042,,130.38556599,130.385565989951
546,86042,,407.34695768,407.34695767539
547,86042,,13,13
548,86042,,97.68329856,97.6832985639371
549,86042,,251.10873024,251.1087302423
550,86042,,21.36574631,21.3657463127369
551,86042,,139.34907792,139.349077917669
552,86042,,103.97032447,103.970324466868
553,86042,,342.87337685,342.87337685206
554,86042,,113.45339617,113.453396165993
555,86042,,239.9520812,239.952081197755
556,86042,,72.56239141,72.5623914095565
557,86042,,43.9013323,43.9013322968927
558,86042,,65.28520793,65.2852079309302
559,86042,,117.28827399,117.288273986584
560,86042,,112.67024831,112.670248314841
561,86042,,246.12327668,246.123276679973
562,86042,,163.86614724,163.866147239248
563,86042,,5.83095189,5.8309518948453
564,86042,,219.6101873,219.610187295642
565,86042,Ruisseau du Chasseur,148.27395314,148.273953136471
566,86042,,4,4
567,86042,,12,12
568,86042,,304.71825886,304.718258858196
569,86042,,80.29226074,80.292260739847
570,86042,,708.10891318,708.108913178144
571,86042,,269.28172489,269.281724888485
572,86042,,285.801357,285.801357004215
573,86042,,61.96433799,61.9643379945613
574,86042,,15,15
575,86042,,4.24264069,4.24264068711929
576,86042,,40.19950248,40.1995024844836
577,86042,,94.89642115,94.8964211465651
578,86042,,105.16891939,105.168919393927
579,86042,,304.54170397,304.54170397305
580,86042,,22.2788206,22.2788205960997
581,86042,,210.70502493,210.705024927587
582,86042,,151.8999915,151.899991501944
583,86042,,9,9
584,86042,,97.66309183,97.663091831331
585,86042,,45.52012936,45.520129358878
586,86042,,238.60542557,238.605425566633
587,86042,,212.14257364,212.142573639229
588,86042,,174.02072837,174.020728371048
589,86042,,117.4557234,117.455723403749
590,86042,,289.34506046,289.345060461664
591,86042,,293.76243299,293.762432991263
592,86042,,83.56350289,83.5635028855578
593,86042,,122.50327633,122.503276325478
594,86042,,125.20349572,125.203495717746
595,86042,,168.97389099,168.973890987833
596,86042,,200.53876307,200.538763071139
597,86042,,747.93997602,747.939976020788
598,86042,,160.84050742,160.840507418154
599,86042,,124.72005436,124.720054357469
600,86042,,497.66832832,497.66832831803
601,86042,,86.71481102,86.714811017076
602,86042,,414.1061025,414.10610249598
603,86042,,191.71421052,191.714210517263
604,86042,,753.92682656,753.926826556066
605,86042,,700.75587125,700.755871250622
606,86042,,13.45362405,13.4536240470737
607,86042,,154.37975068,154.379750675946
608,86042,,145.55155969,145.551559693613
609,86042,,82.68033848,82.6803384781891
610,86042,,369.43716481,369.437164807381
611,86042,,196.22029669,196.220296693405
612,86042,,636.47062272,636.470622720501
613,86042,,347.18466754,347.184667543433
614,86042,,59.24595748,59.2459574844987
615,86042,,1239.51942211,1239.51942211069
616,86042,,15,15
617,86042,,77.86016456,77.8601645563894
618,86042,,4,4
619,86042,,292.3987499,292.398749903915
620,86042,,234.74398217,234.743982170221
621,86042,,120.53708191,120.537081908191
622,86042,,631.6726704,631.672670401108
623,86042,,609.32647862,609.326478616772
624,86042,,363.39417077,363.394170769375
625,86042,,51.97945745,51.9794574488809
626,86042,,18.79069993,18.7906999258853
627,86042,,97.70829284,97.7082928359426
628,86042,,129.42126055,129.42126055244
629,86042,,560.16509614,560.165096137508
630,86042,,545.29488631,545.294886311002
631,86042,,572.82510298,572.825102983331
632,86042,,583.6567659,583.656765898119
633,86042,,10,10
634,86042,,754.44491133,754.444911328274
635,86042,,87.40328538,87.4032853834711
636,86042,,329.26508772,329.265087722261
637,86042,,132.34560706,132.345607061169
638,86042,,11.40175425,11.4017542509914
639,86042,,20.64395609,20.6439560858693
640,86042,Ruisseau Dunn,174.47553263,174.475532627906
641,86042,,405.39437558,405.394375580189
642,86042,,46.91448495,46.9144849479179
643,86042,,124.80913582,124.809135821422
644,86042,,505.49406662,505.494066620886
645,86042,,104.88683447,104.886834467147
646,86042,,510.39003967,510.390039667332
647,86042,,526.74099685,526.740996847615
648,86042,,115.34364742,115.343647420783
649,86042,,9,9
650,86042,,301.92375935,301.923759350956
651,86042,,89.76285336,89.7628533568391
652,86042,,14.88517862,14.8851786181733
653,86042,,12.16552506,12.1655250605964
654,86042,,145.0126112,145.012611204166
655,86042,,183.26367742,183.263677416103
656,86042,,93.83099535,93.8309953473087
657,86042,,248.9185628,248.918562798266
658,86042,,9.21954446,9.21954445729289
659,86042,,530.21330273,530.213302730722
660,86042,,81.02520163,81.0252016349173
661,86042,,575.43060379,575.430603789659
662,86042,,17.69180601,17.6918060129541
663,86042,,265.8110103,265.811010301258
664,86042,,1.5504,1.5504
665,86042,,172.66818791,172.668187910697
666,86042,,192.38120742,192.38120742275
667,86042,,138.2652562,138.265256197549
668,86042,,149.00115988,149.00115988068
669,86042,,982.84478799,982.844787992287
670,86042,,31.02934859,31.0293485853026
671,86042,,70.7371157,70.73711570092
672,86042,,102.5117385,102.511738495099
673,86042,,22.16190319,22.1619031934145
674,86042,,107.15712962,107.157129621603
675,86042,,598.74120661,598.741206609948
676,86042,,76.97410051,76.974100507802
677,86042,,603.76107157,603.761071565805
678,86042,,31.62670525,31.6267052523442
679,86042,,390.81713697,390.817136967005
680,86042,,232.95031822,232.950318220141
681,86042,,258.52098537,258.520985372673
682,86042,,80.75020842,80.7502084228461
683,86042,,32.39142753,32.3914275270114
684,86042,,704.90343028,704.903430280292
685,86042,,95.44811474,95.4481147357936
686,86042,,107.82392994,107.823929941798
687,86042,,54.25398785,54.2539878450981
688,86042,,348.24356868,348.243568682282
689,86042,,17,17
690,86042,,293.09394704,293.093947035325
691,86042,,9.07106781,9.07106781186548
692,86042,,526.00565085,526.005650848756
693,86042,,383.12971855,383.129718553138
694,86042,,193.03568519,193.035685187768
695,86042,,4.12310563,4.12310562561766
696,86042,,30.21488992,30.2148899154358
697,86042,,184.68460749,184.68460748839
698,86042,,68.01785145,68.0178514522438
699,86042,,3,3
700,86042,,433.04428296,433.044282960968
701,86042,,164.34476333,164.344763328624
702,86042,,61.44083404,61.440834044449
703,86042,,19.79898987,19.7989898732233
704,86042,,26.18154611,26.1815461084316
705,86042,,146.45460305,146.454603054937
706,86042,,72.8388044,72.838804404729
707,86042,,197.97050772,197.970507720559
708,86042,,386.1186421,386.118642095744
709,86042,,114.43504333,114.435043325368
710,86042,,248.05463559,248.054635591198
711,86042,,12.04159458,12.0415945787923
712,86042,,132.61355197,132.613551969765
713,86042,,678.01507157,678.015071572562
714,86042,,13.41640786,13.4164078649987
715,86042,,247.41150423,247.411504226769
716,86042,,234.68655178,234.6865517844
717,86042,,96.37041041,96.3704104102043
718,86042,,200.65040333,200.650403334545
719,86042,,24.56906308,24.5690630767793
720,86042,,290.82678977,290.826789769959
721,86042,,280.03084251,280.030842506715
722,86042,,16.15549442,16.1554944214035
723,86042,,7.21110255,7.21110255092798
724,86042,,17.72004515,17.7200451466694
725,86042,,439.89901641,439.899016411883
726,86042,,23.1893121,23.1893121004658
727,86042,,22.35046484,22.3504648352718
