ï»¿id,municipalite,arrondissement,secteur,nom_rue,type,longueur,geom 
37284,94068,Chicoutimi,LaterriÃ¨re,Rue du Vert-Bois,Rue,129,"LINESTRING (-71.1465670521169 48.33204875387458,-71.14665943519915 48.332103508255805,-71.14675562213606 48.3321552677475,-71.14685539835098 48.33220391752388,-71.14723978424013 48.33238214850393,-71.14725192760355 48.33238829774609,-71.14726325782594 48.33239510362995,-71.14727369335563 48.33240251714747,-71.14728316204793 48.33241048653953,-71.14729159845636 48.33241895641164,-71.14729894248376 48.332427867741636,-71.14730514206855 48.332437156965085,-71.14731015324155 48.33244676047199,-71.1473139441041 48.33245660918797,-71.14731648411758 48.33246663493039,-71.14731775754558 48.332476766735034,-71.14731775539545 48.332486933599704,-71.14731778611903 48.33249532845528,-71.1473189345934 48.33250368734016,-71.14732119191827 48.332511946446814,-71.1473245410552 48.3325200384158,-71.14732895423248 48.33252790044514,-71.1473343969345 48.33253546977072,-71.14734082659855 48.332542687271356,-71.14734819396348 48.332549497461116,-71.14735620080353 48.332555677167456,-71.14736497844451 48.33256137135444,-71.14737446163332 48.332566539916044,-71.14738457836151 48.33257114188478,-71.14739525401409 48.332575143503156,-71.14740640864923 48.332578516440066,-71.14741795829009 48.33258123328657,-71.14742981636468 48.3325832747429,-71.14744189499774 48.332584625114386,-71.14745410369616 48.33258527501689,-71.14746635067492 48.33258521957059,-71.14747854420594 48.33258445839245,-71.14749058995473 48.33258299830932,-71.14750296401799 48.332580728712756,-71.14751497937786 48.33257772092543,-71.14752653654394 48.33257400069078,-71.14753754147799 48.33256959821866,-71.14754790290766 48.33256454909979,-71.14755753773309 48.33255889517471,-71.14756636427158 48.33255268367242,-71.14757431166485 48.332545964459186,-71.1475813145182 48.332538792766975,-71.14758731423775 48.33253122828646,-71.14759226304264 48.332523332446165,-71.14759611991879 48.33251516843539,-71.14759875430138 48.33250718399268,-71.14760034312184 48.33249907772132,-71.14760087500474 48.33249090994543,-71.1476003453414 48.332482742749775,-71.1475987589416 48.332474636367266,-71.14759612601023 48.3324666510004,-71.14759246756503 48.33245884858959,-71.14758780995041 48.332451285648865,-71.14758218897481 48.33244402043764,-71.14757564712212 48.33243710578142,-71.14756822680782 48.332430589109606,-71.14756005607981 48.33242456953488,-71.14755114025348 48.332419040731345,-71.14754154457047 48.332414041905295,-71.14753134101616 48.33240961222504,-71.1475206055196 48.33240578274208,-71.14750941533576 48.33240258270169,-71.14749785438367 48.33240003501583,-71.14748600788545 48.33239815899148,-71.14747396368104 48.332396967625186,-71.14746180957611 48.33239647121545,-71.14744963733162 48.33239667284334,-71.14743753730272 48.33239757110088,-71.14742559571867 48.332399158307496,-71.1474139041696 48.33240142405428)"
2773268,94068,Chicoutimi,LaterriÃ¨re,Rue des Cascades,Rue,200,"LINESTRING (-71.10648053759711 48.304792235982156,-71.10539153804282 48.30461800392222,-71.10440008706976 48.30442543711291,-71.10412668652296 48.30433663878352,-71.10403408630197 48.304187594306065)"
2778148,94068,Chicoutimi,LaterriÃ¨re,Rue des Cascades,Rue,62,"LINESTRING (-71.10628472178531 48.30533291232637,-71.10630313338565 48.305231610449354,-71.10634156707474 48.30510808120916,-71.10641659531728 48.30493023631834,-71.10648053759711 48.304792235982156)"
35392,94068,Chicoutimi,LaterriÃ¨re,Chemin de l'Ãglise,Route Rurale,1939,"LINESTRING (-71.05480766245286 48.35672280292476,-71.05490701621417 48.35654818055187,-71.05530648714222 48.35592661379907,-71.05584811022479 48.35540517769466,-71.05689702350152 48.354402183986906,-71.05820623735943 48.35319064508591,-71.05851208540841 48.35290691680529,-71.06048035807189 48.35108089798558,-71.06244838589787 48.34925479379949,-71.06324890740515 48.348511231001105,-71.06391642988655 48.34788782224052,-71.06438172630452 48.34744764624206,-71.06472429461427 48.347123866746905,-71.06544951711047 48.34650104793317,-71.0662689875191 48.34588859201065,-71.06652431830253 48.34567863724616,-71.06677737408614 48.34547055217331,-71.06696701898082 48.34527298817682,-71.06772997565392 48.3444143485038,-71.06803690396426 48.344064986808945,-71.06819442620625 48.34389692406992,-71.06832484806142 48.34375117060831,-71.0697156611584 48.342435789651255)"
2773234,94068,Chicoutimi,LaterriÃ¨re,Rue des Marguerites,Rue,226,"LINESTRING (-71.11563759177052 48.336610929998514,-71.1143176548602 48.33604991213353,-71.1130768634984 48.33550789696059)"
3682051,94068,Chicoutimi,LaterriÃ¨re,Rue Saint-Gelais,Rue,303,"LINESTRING (-71.12879918268966 48.3201154000381,-71.1286250225183 48.32023889951149,-71.1277433065094 48.321109111351255,-71.12680622509524 48.32206876875289,-71.1267796959203 48.32210488949476,-71.1266995573199 48.322168284470735,-71.12660637413887 48.32226772662627,-71.126526124929 48.32232212803914,-71.1264700247229 48.32233555412078)"
37687,94068,Chicoutimi,LaterriÃ¨re,Chemin Saint-Roch,Route Rurale,65,"LINESTRING (-71.01957368599764 48.35473607946122,-71.02008047458715 48.354254702008575)"
2773262,94068,Chicoutimi,LaterriÃ¨re,Chemin Saint-Henri,Rue,488,"LINESTRING (-71.11597354645245 48.30174197506725,-71.115726459185 48.30187923547321,-71.11558229363791 48.30196270229876,-71.11540269299509 48.30206448341001,-71.11484634542624 48.30239370726541,-71.11434552781327 48.30268185087812,-71.11417159234045 48.30276094372337,-71.11374543089741 48.30290368629643,-71.1132143560466 48.303076440492696,-71.11250227394616 48.30330566324779,-71.11234475611492 48.303338220507044,-71.11219263890436 48.303331916009725,-71.1120552949683 48.303270094148836,-71.11196842450424 48.30317596669032,-71.1119007335328 48.30305285087045,-71.11186881921242 48.30293974035501,-71.11186266809578 48.302794027774034,-71.11183420348928 48.302668262222724,-71.11179236665158 48.30255156186625,-71.1116836681805 48.30248018747043,-71.11156159763212 48.30241787814833,-71.111123115897 48.302368648619414)"
35425,94068,Chicoutimi,LaterriÃ¨re,Route 170,ArtÃ¨re Principale,1657,"LINESTRING (-71.04776028458396 48.35371969462787,-71.04349131898068 48.35190101300631,-71.03780894787606 48.349481730539374,-71.02892644494062 48.3456950329165)"
5748853,94068,Chicoutimi,LaterriÃ¨re,Chemin des Puits,Rue,240,"LINESTRING (-71.13935178724576 48.339311421345975,-71.13955599581303 48.33910113920232,-71.13980423970276 48.338900069872025,-71.1399488787772 48.33876923512906,-71.14010750429657 48.33864296688058,-71.14023147824405 48.338530822121136,-71.14051480965135 48.338296233984245,-71.14070026730322 48.33814276597178,-71.14077904786238 48.33802724414084,-71.14085271535316 48.33784520757441,-71.14105269245718 48.33766678691682,-71.14118515650905 48.337552482892015)"
3772745,94068,Chicoutimi,LaterriÃ¨re,Rue Lapointe,Rue,140,"LINESTRING (-71.11147723714026 48.307769796206685,-71.11232937340928 48.30711681041455,-71.11273432969536 48.30682658642651)"
2778127,94068,Chicoutimi,LaterriÃ¨re,Rue du Boulevard,Collectrice,23,"LINESTRING (-71.13310115348042 48.31754266604806,-71.13285783393991 48.31742168422851)"
2781812,94068,Chicoutimi,LaterriÃ¨re,Chemin du Portage-des-Roches Sud,Route Rurale,19,"LINESTRING (-71.14135661570273 48.30938844824792,-71.14117012958529 48.30927200033717)"
36930,94068,Chicoutimi,LaterriÃ¨re,Rue Lapointe,Rue,21,"LINESTRING (-71.10973916217016 48.30936862684475,-71.10991707998097 48.30921713101802)"
3772761,94068,Chicoutimi,LaterriÃ¨re,Chemin des Bouleaux,Rue,327,"LINESTRING (-71.13764545995132 48.330790478438225,-71.13822650678986 48.33086202144702,-71.14014377236474 48.33127899919772,-71.14057679719696 48.33136607996252,-71.14091438718445 48.331293682588765,-71.14132232660701 48.331099707319275,-71.14167329552095 48.33087164895031)"
2781823,94068,Chicoutimi,LaterriÃ¨re,Rue de la Fabrique,Rue,98,"LINESTRING (-71.10991707998097 48.30921713101802,-71.10980796367804 48.30916405644879,-71.109524427414 48.30903620956032,-71.10933621800544 48.30896529303855,-71.10913859788657 48.308863517963005,-71.10899335228673 48.30878725660274,-71.1088384581513 48.308713290152966)"
2772966,94068,Chicoutimi,LaterriÃ¨re,Chemin des Copains,Rue,446,"LINESTRING (-71.17351281893609 48.30379127379049,-71.17336768587754 48.30367555943166,-71.17306285735633 48.30354444362582,-71.17273183970245 48.30343467295732,-71.17256202742698 48.30340475886531,-71.17222702127108 48.30339435509182,-71.17189037994734 48.30336011658616,-71.17160182530397 48.30335915231858,-71.17142887659251 48.30339283582729,-71.17087275848056 48.30357887411964,-71.170229713541 48.303798090014034,-71.16984109470698 48.30393899511641,-71.16947033793103 48.30413012849332,-71.16883939732135 48.30446627188901,-71.16843980032426 48.30457809435822,-71.16828378830934 48.304692915497185)"
2772437,94068,Chicoutimi,LaterriÃ¨re,Chemin des Quatre-Milles,Route Rurale,3719,"LINESTRING (-71.12273673664447 48.27670691748603,-71.12259829348913 48.27659058534178,-71.12219108277361 48.2761353693642,-71.1219975124013 48.27593726615174,-71.12150900013192 48.275652095743034,-71.12119683734606 48.27546490602838,-71.12108780217395 48.275362062654516,-71.12093791358409 48.275223463317495,-71.1206252108848 48.27499130438325,-71.12020249951223 48.27457535858263,-71.12006608806165 48.27443668540929,-71.11979359370034 48.274186319146956,-71.11925013444424 48.273811494057306,-71.11874851129333 48.27355336480667,-71.11832674942065 48.273213857824345,-71.1178492617618 48.27272174779668,-71.11760405637436 48.2724982120261,-71.11738644693605 48.272328492283506,-71.11697947523609 48.27209682942821,-71.1166122732776 48.2718109871717,-71.11653025265623 48.27171249163224,-71.11615332489012 48.270617229219624,-71.11601579997031 48.27038411796487,-71.11581124390518 48.27017834878234,-71.11532799102653 48.26976270899513,-71.11517139887215 48.26962413791232,-71.11466627807333 48.269069203393606,-71.11446227178826 48.268908399453544,-71.11427162995479 48.26873852963582,-71.11409316727847 48.268460664974675,-71.11379077687464 48.26795860846131,-71.11359884887896 48.26768081487332,-71.11338008939201 48.26741215820309,-71.11303912934304 48.267063205503426,-71.11256282485988 48.26666100807395,-71.11220937179012 48.26639306656989,-71.11214105348371 48.26631248312891,-71.11150344232689 48.2659381222291,-71.11121799396356 48.265723780767004,-71.11106724909673 48.26550872285729,-71.11099721863079 48.26528424177706,-71.11100404249405 48.26472656954572,-71.1111565675607 48.263961257988626,-71.1111135853827 48.26374562729222,-71.11094798391059 48.26341372441015,-71.11090371703195 48.2630901708642,-71.11097145765892 48.26199252680828,-71.11087513727284 48.261822150005834,-71.11063195440757 48.26156659255922,-71.11047603050675 48.26141658792812,-71.10990909182343 48.26100881177192,-71.10966504686468 48.26087519391031,-71.10900811070375 48.260441298348965,-71.10854361488668 48.260017697171754,-71.10840027283753 48.259856561223316,-71.1083180738728 48.259740072331155,-71.10822251339997 48.25963264818951,-71.10808654769113 48.25952543764466,-71.10738160201959 48.25914241549299,-71.10679958496243 48.258902646573105,-71.1064884291266 48.25878736434048,-71.10616412532775 48.258699132987694,-71.1056783091351 48.25862074570017,-71.10536726369136 48.258514453988575,-71.10488134434036 48.2584270697398,-71.10471866446284 48.25833798399914,-71.10459607166824 48.258221704848346,-71.10437729401785 48.257944036661634,-71.10413147664907 48.257657515974536,-71.10394091107143 48.257487628379025,-71.10373698467446 48.2573268047538,-71.1032821568037 48.25701889408099,-71.10235920818195 48.25641662815143,-71.10189108734052 48.25612227278976,-71.10161978192068 48.25595730098183,-71.10134847824551 48.255792328521736,-71.10079262071748 48.2554804391864,-71.10047434408486 48.25532920128508,-71.09951952542687 48.25487548222453,-71.09904564683205 48.254662092533984,-71.09889635125607 48.254563934649866,-71.09877367570806 48.25443865642646,-71.09851013584796 48.25378345600287,-71.09819493824342 48.253317400694115,-71.09799073052268 48.25312958582764,-71.09778610631658 48.25290579617945,-71.09768995180322 48.25274440141145,-71.09763409334026 48.25257380298468,-71.09763032040351 48.252250033349206,-71.0977265510779 48.25184029950283,-71.09775859269317 48.25170072366378,-71.09776954339715 48.25148480630835,-71.0977930169815 48.25118787741122,-71.09783152911292 48.25102578252638,-71.09797625093111 48.25073272018509,-71.09841208679255 48.24999742967082)"
37587,94068,Chicoutimi,LaterriÃ¨re,Chemin Rosaire,Rue,70,"LINESTRING (-71.15621452724903 48.31234171695984,-71.15696597907768 48.312726802587775)"
2778095,94068,Chicoutimi,LaterriÃ¨re,Rue Daniel,Rue,194,"LINESTRING (-71.13651831430225 48.325991474665436,-71.13626003334117 48.32425637759199)"
3772740,94068,Chicoutimi,LaterriÃ¨re,Rue du Boulevard,Rue,243,"LINESTRING (-71.10954111994856 48.30505355269955,-71.11204447214516 48.30646554313022)"
36667,94068,Chicoutimi,LaterriÃ¨re,Boulevard Talbot,ArtÃ¨re Principale,298,"LINESTRING (-71.22340934644131 48.276533719840494,-71.22169793449996 48.277662502314804,-71.2205093012357 48.27839040641246)"
37731,94068,Chicoutimi,LaterriÃ¨re,Boulevard Talbot,ArtÃ¨re Principale,18,"LINESTRING (-71.22384986560478 48.27624315799144,-71.22368156223953 48.276354169661175)"
36061,94068,Chicoutimi,LaterriÃ¨re,Boulevard Talbot,ArtÃ¨re Principale,389,"LINESTRING (-71.13285783393991 48.31742168422851,-71.13244506336748 48.317846675077405,-71.1320345003421 48.31826938577459,-71.1316795939772 48.31867463316372,-71.13142325975323 48.31899163285862,-71.1310517980578 48.3194741299695,-71.13034244911195 48.320482174429856)"
3772731,94068,Chicoutimi,LaterriÃ¨re,Chemin du Portage-des-Roches Nord,Route Rurale,332,"LINESTRING (-71.15427488431874 48.3113288281296,-71.15451494944384 48.31127936016499,-71.15520700673953 48.31102813870135,-71.15576985048645 48.31075827214722,-71.15596681800882 48.31063352008929,-71.15628846458692 48.31037294923775,-71.15656898364888 48.31015720664688,-71.15699694233959 48.30992914119537,-71.15734949554853 48.30975669633992,-71.15774936606861 48.30950671265649)"
2773247,94068,Chicoutimi,LaterriÃ¨re,Rue Girard,Rue,67,"LINESTRING (-71.15774936606861 48.30950671265649,-71.15846243849047 48.30987583680746)"
35349,94068,Chicoutimi,LaterriÃ¨re,Chemin du Portage-des-Roches Nord,Route Rurale,1384,"LINESTRING (-71.15774936606861 48.30950671265649,-71.15808815182923 48.30924206420357,-71.15834929706041 48.309064840837,-71.15878165510476 48.30892284193076,-71.15949858159868 48.30877832676463,-71.15981836520821 48.30873498859111,-71.16017037127801 48.308726787887004,-71.1610786495263 48.308793539529475,-71.16158649597558 48.308757504985984,-71.16188301256804 48.30870634774513,-71.1639653338966 48.30819293124219,-71.16466168155442 48.30801899488956,-71.16492597855137 48.30793913871399,-71.16523351438462 48.307808955541795,-71.16556622179988 48.30763248448412,-71.1659421861958 48.307364372314375,-71.1661332051331 48.3071576480911,-71.16665900336716 48.30662123400827,-71.16690042933324 48.306457792577895,-71.16741332317555 48.30621310519106,-71.16832506475019 48.30597885209471,-71.16930923235692 48.305829190396025,-71.16960868569255 48.30575150403642,-71.16998278305681 48.305612450811736,-71.17063340479264 48.30526249926904,-71.17126845826196 48.30491795217991,-71.1718866009276 48.304635277079946,-71.17251933888201 48.30443730587632,-71.17278893086211 48.304304152930825,-71.17351281893609 48.30379127379049)"
37584,94068,Chicoutimi,LaterriÃ¨re,Chemin des RepÃ¨res,Rue,65,"LINESTRING (-71.15696597907768 48.312726802587775,-71.15644417343167 48.313196614330614)"
37588,94068,Chicoutimi,LaterriÃ¨re,Chemin du Portage-des-Roches Nord,Route Rurale,84,"LINESTRING (-71.15315612841032 48.31139011368898,-71.15393749488005 48.311374139702295,-71.15418030590506 48.311348316612474,-71.15427488431874 48.3113288281296)"
37586,94068,Chicoutimi,LaterriÃ¨re,Chemin Carmen,Rue,193,"LINESTRING (-71.15621452724903 48.31234171695984,-71.15782782961261 48.31098539407838)"
3772758,94068,Chicoutimi,LaterriÃ¨re,Rue du Vieux-Pont Sud,Rue,80,"LINESTRING (-71.12788339174703 48.31973343593248,-71.12854789420804 48.32003560407779,-71.12879918268966 48.3201154000381)"
35396,94068,Chicoutimi,LaterriÃ¨re,Chemin de l'Ãglise,Route Rurale,3229,"LINESTRING (-71.0697156611584 48.342435789651255,-71.07025421850493 48.341905098523085,-71.07047809396884 48.34161813029276,-71.07114145540001 48.34061650417047,-71.07140763651408 48.340291398074825,-71.07186166567445 48.33987541756273,-71.07244557865145 48.339502567241155,-71.07290847302615 48.33926464041541,-71.07349632251898 48.33887793861233,-71.07417934213133 48.338298708806576,-71.07485695983128 48.337724042043206,-71.07549452887382 48.337150954869166,-71.0761332226753 48.33660556450632,-71.07672000845893 48.33606242657088,-71.0782310586285 48.33470428693671,-71.07833151032858 48.33460855689993,-71.0797532383625 48.33329726762138,-71.08117489363067 48.33198596076373,-71.08126008344681 48.33190485305041,-71.08135923507766 48.331809763657695,-71.0814847951629 48.33164657197292,-71.08168984628374 48.331302863035454,-71.08178789576276 48.330952530333434,-71.08179196462953 48.33093849347136,-71.08226680520322 48.329300335364806,-71.08274943615382 48.32768103178171,-71.08316582169697 48.32653728623507,-71.08378167785195 48.32495027586431,-71.08466905308916 48.32255782065147,-71.08474454594902 48.32240111067052,-71.08485064379987 48.32218299024607,-71.08491871636606 48.32202858346733,-71.08504425315446 48.32180309411359,-71.08547623704773 48.3212522598299,-71.08561643814235 48.321130126592955,-71.08571664756198 48.32104867000573,-71.08589066240957 48.32093535826975,-71.08618557534433 48.32078095701543,-71.08649407426928 48.32063547976081,-71.0882233607081 48.31973623911729,-71.0896216037763 48.31905426773717,-71.0902908565136 48.31876536861166,-71.09136479106411 48.31840641763237)"
3772737,94068,Chicoutimi,LaterriÃ¨re,Chemin du Portage-des-Roches Nord,Route Rurale,873,"LINESTRING (-71.14230309505956 48.31350640085252,-71.14297451963868 48.31300269199585,-71.14336478537484 48.31276910861051,-71.14377132334964 48.31253424199384,-71.14411889271815 48.31241273345667,-71.14551988314335 48.3120233984486,-71.14633132723654 48.31180955578314,-71.14711835897822 48.31165160163047,-71.1473573568571 48.3116064223072,-71.14762152912058 48.311559899129755,-71.1479439658183 48.31150489400054,-71.14844504769601 48.311424508791454,-71.14906523757334 48.311359253655354,-71.15018379926093 48.31135558539641,-71.15315612841032 48.31139011368898)"
2781811,94068,Chicoutimi,LaterriÃ¨re,Chemin du Portage-des-Roches Sud,Route Rurale,95,"LINESTRING (-71.14135661570273 48.30938844824792,-71.14181736007974 48.30958495087803,-71.14211125290517 48.30969089387489,-71.14245355115146 48.30983111824118)"
5748872,94068,Chicoutimi,LaterriÃ¨re,Rue du Rocher,Rue,245,"LINESTRING (-71.16045420193352 48.3116812171518,-71.16099122506817 48.311143449234876,-71.16288193972724 48.31206455164984)"
34904,94068,Chicoutimi,LaterriÃ¨re,Boulevard Talbot,Rue,136,"LINESTRING (-71.130942278103 48.320643088081525,-71.13118907434769 48.3201913013575,-71.1314157391008 48.31978296779602,-71.13148433684907 48.31965543154984,-71.1314668124145 48.31958514484284,-71.131377894754 48.31950589625052)"
36894,94068,Chicoutimi,LaterriÃ¨re,Rue de la FrayÃ¨re,Rue,295,"LINESTRING (-71.10249338408215 48.304437214958696,-71.10246978096036 48.30455781411196,-71.10247126035568 48.30457183170811,-71.10247755630269 48.30458582407309,-71.1024887114133 48.30460329686961,-71.10250869010333 48.30462627547784,-71.10271322771352 48.30484989981852,-71.10272308926432 48.304869133213245,-71.10273129602692 48.30489655628078,-71.10273508170692 48.30492049663058,-71.10272838415185 48.30494682857726,-71.10271723797447 48.304967340392565,-71.10269303623663 48.304994933294914,-71.10238842148962 48.30531092928339,-71.10186222538528 48.305853656219966,-71.10145591284379 48.306255289043655,-71.10101446205118 48.30670746717263)"
35372,94068,Chicoutimi,LaterriÃ¨re,Chemin du Portage-des-Roches Sud,Route Rurale,1176,"LINESTRING (-71.14245355115146 48.30983111824118,-71.14263336316682 48.309839454020604,-71.14295669779526 48.30981965880681,-71.14326609835148 48.30976396435626,-71.14372804330709 48.309624457716865,-71.14420630598745 48.30947988589876,-71.14556460922394 48.30903620145655,-71.14674987296864 48.30857969518405,-71.14792328615894 48.30808291309241,-71.14842425313083 48.30785178523624,-71.14842561388367 48.30785107242943,-71.14949712967379 48.30723911202466,-71.14991416982622 48.307036743300756,-71.15038828714309 48.30684580644752,-71.15054263149011 48.306790969099374,-71.15134776412529 48.30649410484534,-71.15193727438466 48.30629765210824,-71.15238857050504 48.30617791018849,-71.15302305817742 48.30601597770748,-71.15380002341777 48.30585510263252,-71.15497082271068 48.30569104475616,-71.1561416157305 48.30552697498271,-71.15664849333037 48.30546633114885)"
5748875,94068,Chicoutimi,LaterriÃ¨re,Chemin Gravel,Rue,210,"LINESTRING (-71.16414406430178 48.30405997793706,-71.16452101780871 48.303823489494675,-71.16504016374175 48.30359133487152,-71.16511048249971 48.30355339863815,-71.16515089972886 48.30350898237843,-71.16517875211768 48.303460273049616,-71.16518733258381 48.30342436312759,-71.16518353083977 48.30336739592858,-71.16516488701366 48.30332986173517,-71.16512406455165 48.30328237793795,-71.1650772730972 48.303254112116726,-71.16485538341027 48.303147562325286,-71.16470404993873 48.303062338536776,-71.16446247674477 48.30292428665454,-71.16420927802172 48.30281483422505)"
36212,94068,Chicoutimi,LaterriÃ¨re,Chemin du Portage-des-Roches Sud,Route Rurale,507,"LINESTRING (-71.21329483965192 48.307633838286954,-71.21325191680779 48.307713467378605,-71.21212586055292 48.30858731468014,-71.21098468313123 48.311559190421676,-71.2108330593365 48.31160339813283,-71.21063523005012 48.311539153656184)"
3772764,94068,Chicoutimi,LaterriÃ¨re,Chemin des Bouleaux,Rue,486,"LINESTRING (-71.13764545995132 48.330790478438225,-71.13719658117833 48.33075954865687,-71.13670681256815 48.33071921446578,-71.13630625988144 48.33068218196274,-71.13578548605453 48.33056382125583,-71.13529737840683 48.33035965549048,-71.13258415803557 48.32909745753981,-71.1319166676498 48.3288408230638)"
36898,94068,Chicoutimi,LaterriÃ¨re,Chemin des Portageurs,Route Rurale,51,"LINESTRING (-71.21024451877935 48.311833979821465,-71.21029499122716 48.3116552904053,-71.21044669365425 48.31154677167252,-71.21063523005012 48.311539153656184)"
35389,94068,Chicoutimi,LaterriÃ¨re,Rue Notre-Dame,Route Rurale,987,"LINESTRING (-71.09937738236886 48.31487188710887,-71.10228285788425 48.31322495728148,-71.10475360117034 48.31184129879638,-71.10502244677716 48.31167053041907,-71.10620501744856 48.310554385751075,-71.10721860369219 48.30961815397308,-71.10755950517189 48.309373514073314,-71.10772540169279 48.309261529492616,-71.10791268420462 48.309159719938485,-71.1088384581513 48.308713290152966)"
37730,94068,Chicoutimi,LaterriÃ¨re,Boulevard Talbot,ArtÃ¨re Principale,28,"LINESTRING (-71.22368156223953 48.276354169661175,-71.22340934644131 48.276533719840494)"
37792,94068,Chicoutimi,LaterriÃ¨re,Route 170,ArtÃ¨re Principale,390,"LINESTRING (-71.05913320072648 48.3587135163671,-71.05863860230487 48.35840553364366,-71.05805901369264 48.3580968278706,-71.05480766245286 48.35672280292476)"
35423,94068,Chicoutimi,LaterriÃ¨re,Route 170,ArtÃ¨re Principale,824,"LINESTRING (-71.06353899600352 48.365717044987946,-71.06128484490426 48.361474986663175,-71.06093075473589 48.36080836465436,-71.06054596092835 48.360131129814604,-71.060288969799 48.359791977027285,-71.0599052910864 48.35937018042345,-71.05934493828038 48.35889360227285)"
36437,94068,Chicoutimi,LaterriÃ¨re,Rue de la Moisson,Rue,86,"LINESTRING (-71.11804688305313 48.31241415020149,-71.11763960085113 48.31212010263175,-71.11743599541563 48.31197275972125,-71.11728685870936 48.31183477834528)"
37793,94068,Chicoutimi,LaterriÃ¨re,Route 170,ArtÃ¨re Principale,25,"LINESTRING (-71.05934493828038 48.35889360227285,-71.05913320072648 48.3587135163671)"
2781837,94068,Chicoutimi,LaterriÃ¨re,Rue des Ãrables,Rue,94,"LINESTRING (-71.13777407286118 48.32995021294304,-71.1377160009042 48.33036432697959,-71.13764545995132 48.330790478438225)"
2783194,94068,Chicoutimi,LaterriÃ¨re,Rue CÃ´tÃ©,Rue,222,"LINESTRING (-71.15716379307727 48.30593852597838,-71.15773084077465 48.306453281103416,-71.15779916915972 48.306524842910584,-71.1578009027718 48.3066597440939,-71.15769390382258 48.306742273137594,-71.1575600966332 48.3068050262889,-71.15715277129532 48.30693578345353,-71.15671538276108 48.30710065266489,-71.15648365397803 48.307245806105996,-71.15643404825998 48.307306132768595)"
36895,94068,Chicoutimi,LaterriÃ¨re,Chemin Saint-Pierre,Route Rurale,161,"LINESTRING (-71.13551107594255 48.32573597968633,-71.13546759540418 48.3253251464492,-71.13536847239293 48.324622541781174,-71.13533554863855 48.324288490693334)"
37802,94068,Chicoutimi,LaterriÃ¨re,Boulevard Talbot,ArtÃ¨re Principale,416,"LINESTRING (-71.25279703481634 48.25158460558689,-71.2533973323564 48.25085668826201,-71.25358046793369 48.25062212605581,-71.25457681798001 48.24938588386765,-71.25519656848554 48.248637747828205,-71.25547274504538 48.248300924490366)"
36054,94068,Chicoutimi,LaterriÃ¨re,Boulevard Talbot,ArtÃ¨re Principale,378,"LINESTRING (-71.25572189442514 48.247997058313345,-71.25580996164229 48.24788965011696,-71.25625200852816 48.24734470983182,-71.25688380872505 48.24655727585399,-71.25722930851148 48.246129491367896,-71.25762489215116 48.245659640068084,-71.25814554300281 48.24501038222258)"
37800,94068,Chicoutimi,LaterriÃ¨re,Boulevard Talbot,ArtÃ¨re Principale,305,"LINESTRING (-71.25585797394947 48.24730310785416,-71.25600470096305 48.247124055621164,-71.25648882237887 48.24653129621531,-71.25711141285632 48.245765091973944,-71.25781031722644 48.244890311595704)"
36661,94068,Chicoutimi,LaterriÃ¨re,Boulevard Talbot,ArtÃ¨re Principale,480,"LINESTRING (-71.25247778257364 48.251457162020934,-71.25331959525057 48.25043461500218,-71.2542332493945 48.24930134327383,-71.2550080924009 48.24834020326668,-71.25556560030797 48.24765989148723)"
36665,94068,Chicoutimi,LaterriÃ¨re,Boulevard Talbot,ArtÃ¨re Principale,1878,"LINESTRING (-71.25173856644662 48.25233859595616,-71.25067423572709 48.25366864131176,-71.24978968679481 48.25474347733014,-71.23964374453452 48.26717206336455)"
37804,94068,Chicoutimi,LaterriÃ¨re,Boulevard Talbot,ArtÃ¨re Principale,1162,"LINESTRING (-71.23940563209774 48.267463664190345,-71.23820584992711 48.268932899567176,-71.23776765676094 48.26940567941681,-71.23744217527236 48.269713823644125,-71.23696916916302 48.27010102575345,-71.23666843007581 48.27032961244214,-71.23624760814833 48.27061147145879,-71.23568470015304 48.27095058184469,-71.23507940494603 48.271277155444764,-71.2341873164734 48.27166958476382,-71.23327153735994 48.272016058706434,-71.23238215952576 48.27233162329085,-71.23132105852412 48.272712301588705,-71.23034773575533 48.27306167870863,-71.2290388565216 48.27355659865138,-71.22781281148096 48.27409451101457)"
37806,94068,Chicoutimi,LaterriÃ¨re,Boulevard Talbot,ArtÃ¨re Principale,1160,"LINESTRING (-71.22802993003857 48.2742819820722,-71.22988455035738 48.273514301385205,-71.23116552822196 48.273057598023065,-71.23210575577194 48.27272348806658,-71.23310579199821 48.272359352511856,-71.23363573011555 48.27216332998866,-71.23477099478886 48.271722106098046,-71.23568111718629 48.271282311533945,-71.23610579243105 48.27104461190781,-71.23723632038171 48.270277382128114,-71.23765477404059 48.26993890660762,-71.23797572093736 48.26965592953514,-71.23835065733671 48.26926885829837,-71.23885567689794 48.26866769517847,-71.2396191960671 48.26774290287807,-71.23965555129571 48.267695160131616)"
