CATEG,WKT 
Axe superstructurant proposé,"LINESTRING  ( 285929.55930000 5044853.93980000, 285917.18490000 5044843.10170000, 285912.05810000 5044839.63570000, 285893.86790000 5044829.87910000, 285875.31400000 5044820.78400000, 285855.86710000 5044811.49060000, 285846.77120000 5044807.25250000)"
Axe superstructurant proposé,"LINESTRING  ( 287811.58740000 5045460.84090000, 287806.69740000 5045468.40040000)"
Axe superstructurant existant,"LINESTRING  ( 287605.16140000 5045724.45700000, 287598.37900000 5045721.68890000, 287589.58250000 5045718.46740000, 287586.40750000 5045717.93830000, 287582.96780000 5045718.07050000, 287579.12740000 5045719.08030000, 287575.68790000 5045720.53550000, 287572.64510000 5045722.38760000, 287569.99930000 5045724.37200000, 287566.16290000 5045727.54700000, 287562.85550000 5045730.58970000, 287560.34600000 5045733.81330000, 287556.24090000 5045739.45330000, 287553.24880000 5045744.02660000, 287535.21900000 5045772.02900000, 287505.86780000 5045817.18470000, 287462.97000000 5045882.94260000, 287458.81320000 5045890.11580000, 287458.46600000 5045902.14310000)"
Axe superstructurant proposé,"LINESTRING  ( 283622.32890000 5046809.93490000, 283622.39490000 5046810.47320000, 283621.54450000 5046811.99130000, 283615.30000000 5046816.00000000, 283604.30000000 5046822.20000000, 283583.90000000 5046832.50000000, 283580.44470000 5046834.24460000)"
Axe structurant existant,"LINESTRING  ( 286526.76040000 5050647.72740000, 286527.80000000 5050650.40000000, 286529.50000000 5050656.10000000, 286531.00000000 5050662.00000000, 286531.80000000 5050665.30000000, 286532.60000000 5050670.30000000, 286533.10000000 5050675.30000000, 286533.30000000 5050679.70000000, 286533.40000000 5050683.10000000, 286533.30000000 5050688.10000000, 286533.00000000 5050693.20000000, 286532.20000000 5050699.70000000, 286531.70000000 5050703.00000000, 286531.00000000 5050706.30000000, 286529.40000000 5050714.10000000, 286528.40000000 5050717.90000000, 286527.40000000 5050721.70000000, 286525.10000000 5050729.40000000, 286522.80000000 5050737.00000000, 286520.90000000 5050743.10000000, 286519.00000000 5050749.20000000, 286516.90000000 5050756.80000000, 286514.90000000 5050764.50000000, 286513.20000000 5050771.60000000, 286511.60000000 5050778.70000000, 286510.90000000 5050782.60000000, 286510.00000000 5050788.60000000, 286509.30000000 5050794.50000000, 286508.60000000 5050801.10000000, 286508.20000000 5050807.80000000, 286507.90000000 5050813.60000000, 286507.90000000 5050819.50000000, 286508.00000000 5050823.40000000, 286508.40000000 5050829.40000000, 286509.10000000 5050835.30000000, 286509.90000000 5050840.60000000, 286510.80000000 5050846.00000000, 286511.80000000 5050851.00000000, 286512.90000000 5050855.90000000, 286514.60000000 5050862.60000000, 286516.60000000 5050869.10000000, 286518.70000000 5050875.10000000, 286520.80000000 5050881.20000000, 286523.50000000 5050889.50000000, 286526.30000000 5050897.80000000, 286528.30000000 5050903.30000000, 286529.90000000 5050907.40000000, 286532.60000000 5050913.40000000, 286535.30000000 5050919.40000000, 286538.00000000 5050925.00000000, 286540.80000000 5050930.40000000, 286543.40000000 5050935.30000000, 286546.30000000 5050940.00000000, 286549.60000000 5050945.20000000, 286553.10000000 5050950.30000000, 286557.50000000 5050956.50000000, 286562.10000000 5050962.70000000, 286566.30000000 5050968.00000000, 286570.70000000 5050973.20000000, 286571.80000000 5050974.50000000)"
Axe structurant proposé,"LINESTRING  ( 285040.00000000 5047376.20000000, 285013.59820000 5047348.37120000)"
Axe structurant proposé,"LINESTRING  ( 282795.27660000 5042544.47490000, 282806.60000000 5042549.30000000, 282899.26480000 5042591.27330000, 282903.82220000 5042593.58140000, 282908.36120000 5042596.15740000, 282957.20000000 5042626.10000000, 282970.80000000 5042633.00000000, 282984.00000000 5042639.70000000, 283000.00000000 5042647.90000000, 283014.90000000 5042655.60000000, 283047.40000000 5042672.20000000, 283074.10000000 5042686.10000000, 283098.50000000 5042698.50000000, 283124.50000000 5042710.20000000, 283151.90000000 5042722.50000000, 283166.10000000 5042728.90000000, 283181.60000000 5042735.90000000, 283199.90760000 5042744.18790000, 283204.52260000 5042746.75630000, 283249.50000000 5042776.10000000, 283254.30000000 5042778.60000000, 283273.80000000 5042788.40000000, 283302.00000000 5042802.80000000, 283313.00000000 5042808.40000000, 283318.20000000 5042811.00000000, 283334.30000000 5042819.30000000, 283342.70000000 5042823.60000000, 283350.90000000 5042827.80000000, 283351.30000000 5042828.10000000, 283362.50000000 5042833.70000000, 283391.23180000 5042845.38960000, 283396.37490000 5042847.79440000, 283400.57360000 5042849.95110000, 283456.45090000 5042881.13270000, 283459.72010000 5042882.94250000)"
Axe structurant proposé,"LINESTRING  ( 285577.06620000 5045760.52280000, 285568.08160000 5045753.12870000, 285559.25860000 5045747.10360000, 285545.96380000 5045740.01990000, 285526.38050000 5045732.31740000, 285515.20100000 5045728.86850000, 285503.98630000 5045725.88740000, 285497.14020000 5045724.50270000, 285471.00230000 5045721.63090000, 285460.70000000 5045720.80000000, 285449.90000000 5045719.90000000, 285437.70000000 5045718.60000000, 285431.00000000 5045717.70000000, 285424.30000000 5045716.80000000, 285420.40000000 5045716.30000000, 285416.50000000 5045715.60000000, 285410.50000000 5045714.60000000, 285404.60000000 5045713.40000000, 285399.20000000 5045712.30000000, 285393.90000000 5045711.00000000, 285388.40000000 5045709.40000000, 285383.00000000 5045707.60000000, 285378.60000000 5045706.20000000, 285374.30000000 5045704.60000000, 285371.20000000 5045703.40000000, 285368.10000000 5045702.20000000, 285366.30000000 5045701.50000000, 285363.30000000 5045700.40000000, 285341.10000000 5045691.90000000, 285340.10000000 5045691.30000000, 285338.50000000 5045690.60000000, 285335.60000000 5045689.10000000, 285332.70000000 5045687.60000000, 285328.70000000 5045685.50000000, 285324.90000000 5045683.30000000, 285321.60000000 5045681.40000000, 285318.30000000 5045679.50000000, 285315.10000000 5045677.50000000, 285311.80000000 5045675.50000000, 285311.50000000 5045675.40000000, 285308.60000000 5045673.60000000, 285305.60000000 5045671.80000000, 285302.40000000 5045669.80000000, 285299.10000000 5045667.80000000, 285284.10000000 5045658.80000000, 285281.00000000 5045656.80000000, 285279.90000000 5045656.10000000, 285274.30000000 5045652.80000000, 285263.20000000 5045645.90000000, 285261.90000000 5045645.20000000, 285260.30000000 5045644.30000000, 285259.80000000 5045644.10000000, 285256.20000000 5045642.80000000, 285243.00000000 5045638.20000000, 285235.90000000 5045635.90000000, 285219.10000000 5045630.70000000, 285194.50000000 5045622.70000000, 285175.34640000 5045616.64360000)"
Axe structurant proposé,"LINESTRING  ( 293751.94700000 5055245.94580000, 293750.10000000 5055267.60000000, 293747.70000000 5055299.10000000, 293747.40000000 5055303.40000000, 293746.00000000 5055321.70000000, 293741.20000000 5055381.30000000, 293736.40000000 5055441.50000000, 293732.20000000 5055500.00000000, 293732.00000000 5055502.80000000, 293728.30000000 5055555.10000000, 293725.40000000 5055599.40000000, 293722.50000000 5055664.00000000, 293718.40000000 5055738.30000000, 293715.60000000 5055772.00000000, 293715.30000000 5055775.60000000, 293712.90000000 5055797.30000000, 293712.40000000 5055802.90000000, 293711.50000000 5055808.60000000, 293710.30000000 5055816.70000000, 293705.90000000 5055852.50000000, 293701.90000000 5055885.50000000, 293695.30000000 5055929.60000000, 293688.90000000 5055970.70000000, 293685.60000000 5055993.80000000, 293685.00000000 5055998.10000000, 293684.70000000 5056000.00000000, 293683.60000000 5056008.10000000, 293677.70000000 5056050.50000000, 293671.00000000 5056092.50000000, 293663.80000000 5056141.30000000, 293653.70000000 5056202.30000000, 293650.70330000 5056220.47970000, 293649.91280000 5056225.80430000, 293647.94240000 5056240.58260000)"
Axe structurant proposé,"LINESTRING  ( 293647.94240000 5056240.58260000, 293646.90000000 5056248.40000000, 293645.90000000 5056256.10000000, 293645.10000000 5056261.10000000, 293643.40000000 5056270.80000000, 293641.60000000 5056281.20000000, 293639.60000000 5056292.70000000, 293637.20000000 5056306.30000000, 293635.30000000 5056317.00000000, 293634.00000000 5056324.30000000, 293632.91690000 5056331.10790000, 293624.30900000 5056379.39730000, 293616.30000000 5056425.40000000, 293607.00000000 5056477.90000000, 293602.60000000 5056503.10000000, 293598.70000000 5056526.90000000, 293594.80000000 5056555.00000000, 293590.70000000 5056592.00000000, 293587.90000000 5056625.10000000, 293586.70000000 5056646.60000000, 293585.60000000 5056673.70000000, 293585.20000000 5056703.50000000, 293585.60000000 5056738.50000000, 293586.70000000 5056766.20000000, 293587.80000000 5056784.70000000, 293589.50000000 5056807.20000000, 293591.50000000 5056828.40000000, 293596.40000000 5056869.30000000, 293599.90000000 5056894.60000000, 293603.60000000 5056921.10000000, 293606.80000000 5056944.60000000, 293611.70000000 5056979.60000000, 293612.42050000 5056985.05530000, 293616.42240000 5057011.71050000, 293617.80000000 5057023.60000000, 293620.90000000 5057046.30000000, 293627.30000000 5057092.70000000, 293629.75860000 5057108.14600000, 293632.83420000 5057123.48110000, 293636.52190000 5057138.68070000, 293640.81570000 5057153.72020000, 293645.70870000 5057168.57560000, 293651.19320000 5057183.22300000, 293657.26020000 5057197.63880000, 293663.90000000 5057211.80000000, 293667.45550000 5057218.79020000, 293675.75130000 5057234.21840000, 293682.30930000 5057245.01940000, 293690.54380000 5057257.73470000, 293699.26560000 5057270.12090000, 293708.46150000 5057282.15920000, 293726.07730000 5057302.04060000, 293741.42310000 5057317.65100000, 293753.06480000 5057328.49900000, 293771.05650000 5057343.44790000, 293791.03260000 5057358.79380000, 293805.84930000 5057368.58340000, 293819.07850000 5057376.78550000, 293839.70000000 5057388.70000000, 293943.03280000 5057444.97510000, 293955.13780000 5057451.56750000)"
Axe structurant proposé,"LINESTRING  ( 293955.13780000 5057451.56750000, 293972.07010000 5057460.78890000)"
Axe structurant existant,"LINESTRING  ( 284642.87360000 5054316.17180000, 284653.64880000 5054322.62660000, 284681.86280000 5054340.64140000, 284695.83550000 5054349.52430000, 284708.00630000 5054356.80030000, 284717.00220000 5054362.35660000, 284726.34880000 5054367.92660000, 284735.65530000 5054373.07220000, 284744.12200000 5054377.70240000, 284748.36390000 5054379.91600000)"
Axe structurant existant,"LINESTRING  ( 288689.64800000 5048257.15250000, 288672.51370000 5048249.50670000)"
Axe structurant existant,"LINESTRING  ( 276788.21350000 5047037.73660000, 276785.36110000 5047034.54350000)"
Axe structurant existant,"LINESTRING  ( 284748.36390000 5054379.91600000, 284756.00350000 5054383.90270000, 284760.43100000 5054385.97980000)"
Axe structurant existant,"LINESTRING  ( 282845.77290000 5051358.88340000, 282843.34510000 5051371.34650000)"
Axe structurant existant,"LINESTRING  ( 275279.67580000 5044128.30200000, 275282.56970000 5044143.89000000, 275282.99990000 5044146.06600000)"
Axe structurant existant,"LINESTRING  ( 285313.44780000 5055350.02570000, 285308.03230000 5055376.07660000)"
Axe structurant existant,"LINESTRING  ( 295323.25240000 5055779.73140000, 295364.94030000 5055730.74460000)"
Axe structurant proposé,"LINESTRING  ( 283674.80410000 5044274.49990000, 283671.47390000 5044270.78480000)"
Axe structurant proposé,"LINESTRING  ( 282025.15940000 5043075.78480000, 282013.63600000 5043092.72270000)"
Axe structurant proposé,"LINESTRING  ( 288002.85770000 5047257.77460000, 288012.28210000 5047264.89390000)"
Axe structurant proposé,"LINESTRING  ( 285938.08780000 5049995.94930000, 285948.00000000 5049983.70000000, 285997.20000000 5049922.90000000, 286000.00000000 5049919.40000000, 286011.60000000 5049905.10000000, 286014.20000000 5049901.70000000, 286030.10000000 5049882.20000000, 286039.10000000 5049871.00000000, 286049.70000000 5049857.80000000, 286062.70000000 5049841.90000000, 286077.90000000 5049823.00000000, 286087.70000000 5049810.90000000, 286103.80000000 5049790.80000000, 286103.90000000 5049790.70000000, 286113.60000000 5049777.80000000, 286132.10000000 5049752.30000000, 286147.50000000 5049730.90000000, 286161.80000000 5049711.20000000, 286180.92290000 5049684.71070000, 286212.15210000 5049653.49580000, 286219.90230000 5049646.04420000, 286220.60000000 5049645.30000000, 286222.10000000 5049643.70000000, 286225.30000000 5049640.10000000, 286228.50000000 5049636.60000000, 286233.30000000 5049631.10000000, 286238.10000000 5049625.50000000, 286241.30000000 5049621.50000000, 286244.50000000 5049617.50000000, 286247.50000000 5049613.70000000, 286250.60000000 5049609.90000000, 286254.80000000 5049604.80000000, 286258.90000000 5049599.60000000, 286264.10000000 5049593.20000000, 286269.30000000 5049586.80000000, 286369.57960000 5049460.08500000, 286440.10000000 5049374.40000000, 286440.80860000 5049373.63700000, 286441.40000000 5049373.00000000, 286442.70000000 5049371.60000000, 286444.40000000 5049369.70000000, 286446.10000000 5049367.80000000, 286448.60000000 5049364.90000000, 286451.00000000 5049361.90000000, 286453.30000000 5049359.20000000, 286455.50000000 5049356.50000000, 286456.90000000 5049354.70000000, 286458.40000000 5049352.90000000, 286475.23640000 5049332.14150000)"
Axe structurant existant,"LINESTRING  ( 285666.08930000 5046523.03130000, 285650.73070000 5046543.10620000)"
Axe structurant proposé,"LINESTRING  ( 285969.40000000 5048088.40000000, 285966.50000000 5048086.00000000, 285949.62820000 5048073.21960000)"
Axe structurant existant,"LINESTRING  ( 284066.73890000 5048261.84670000, 284051.10000000 5048252.00000000, 284038.00000000 5048243.80000000, 284035.10000000 5048241.90000000, 284032.40000000 5048240.00000000, 284029.90000000 5048238.10000000, 284026.50000000 5048235.50000000, 284023.20000000 5048232.90000000, 284020.50000000 5048230.80000000, 284017.90000000 5048228.60000000, 284015.70000000 5048226.60000000, 284013.50000000 5048224.60000000, 284012.10000000 5048223.40000000, 284010.80000000 5048222.20000000, 284004.90000000 5048216.90000000, 284000.00000000 5048212.40000000, 283954.70000000 5048171.40000000, 283952.30000000 5048169.20000000, 283947.50000000 5048164.80000000, 283927.00000000 5048146.00000000, 283906.90000000 5048127.70000000, 283896.80000000 5048118.30000000, 283876.10000000 5048099.50000000, 283857.30000000 5048082.20000000, 283845.93620000 5048071.84750000, 283837.54110000 5048064.11330000, 283830.10690000 5048057.29790000, 283828.38350000 5048055.72560000)"
Axe structurant proposé,"LINESTRING  ( 288441.19470000 5047583.01770000, 288459.44810000 5047596.43960000, 288503.12090000 5047626.03880000, 288523.55680000 5047639.02230000, 288544.06760000 5047651.01790000, 288568.96000000 5047664.92600000, 288583.93270000 5047672.80220000, 288596.84640000 5047678.65490000, 288610.05070000 5047684.63910000, 288623.64790000 5047689.68970000, 288645.21740000 5047696.32640000, 288665.50000000 5047701.00000000, 288698.60000000 5047709.80000000, 288712.80000000 5047713.50000000, 288727.20000000 5047717.30000000, 288740.59590000 5047720.73740000)"
Axe structurant proposé,"LINESTRING  ( 283551.14340000 5046818.46930000, 283580.44470000 5046834.24460000)"
Axe structurant existant,"LINESTRING  ( 295903.63460000 5054702.09320000, 295818.22700000 5054817.02850000, 295735.35930000 5054928.25950000, 295664.66250000 5055023.40380000, 295588.99150000 5055125.21580000, 295504.85390000 5055238.40470000, 295503.58390000 5055240.30970000, 295502.90920000 5055241.70680000, 295501.62590000 5055245.28390000, 295500.93800000 5055246.76560000, 295500.08770000 5055248.00650000, 295436.22240000 5055333.22690000, 295435.29480000 5055334.62590000, 295434.57170000 5055336.22460000, 295433.98500000 5055337.88290000, 295432.78280000 5055339.84140000, 295427.65690000 5055346.77990000, 295426.90740000 5055347.67260000, 295425.91520000 5055348.46630000, 295424.85690000 5055349.26010000, 295423.79860000 5055350.12000000, 295422.86090000 5055351.21860000, 295358.57870000 5055437.89300000, 295305.23850000 5055509.75400000, 295267.95870000 5055560.00110000, 295266.85620000 5055562.26510000, 295266.04050000 5055564.30060000, 295265.11000000 5055565.96930000, 295261.08840000 5055571.52550000, 295259.81830000 5055572.79550000, 295258.17790000 5055574.22430000, 295256.90790000 5055575.22970000, 295255.78790000 5055576.33920000, 295254.83490000 5055577.55910000, 295189.76530000 5055664.78250000, 295186.00390000 5055670.13410000, 295184.15170000 5055673.24300000, 295182.56420000 5055676.48410000, 295180.84440000 5055680.05610000, 295179.55350000 5055683.73460000, 295178.46320000 5055687.39830000, 295177.80170000 5055690.77170000, 295177.47950000 5055694.25280000, 295177.33870000 5055698.11390000, 295177.40490000 5055702.34720000, 295177.66940000 5055706.58060000, 295178.19860000 5055711.14470000, 295178.92620000 5055715.97330000, 295179.58770000 5055719.47900000, 295180.44750000 5055723.18320000, 295181.43970000 5055726.55670000, 295182.89500000 5055730.72390000, 295184.61480000 5055734.75870000, 295186.92990000 5055739.98430000, 295188.71580000 5055743.49010000, 295190.43560000 5055746.86350000, 295192.94920000 5055750.76610000, 295195.26420000 5055754.20570000, 295197.64550000 5055757.31450000, 295200.22530000 5055760.48960000, 295203.13560000 5055763.79680000, 295206.37680000 5055767.30260000, 295209.48560000 5055770.21300000, 295213.85120000 5055773.98330000, 295217.62170000 5055776.95990000, 295221.72260000 5055779.80410000, 295225.29450000 5055782.05320000, 295229.59400000 5055784.56660000, 295233.49670000 5055786.55100000, 295237.59770000 5055788.27080000, 295242.02950000 5055790.05680000, 295246.39510000 5055791.57820000, 295250.56230000 5055792.76880000, 295255.92010000 5055794.09170000, 295260.61650000 5055794.95160000, 295266.04050000 5055795.74540000, 295270.53840000 5055796.14220000, 295274.77170000 5055796.40680000, 295278.60820000 5055796.40680000, 295282.51310000 5055796.17530000, 295286.08270000 5055795.87770000, 295290.51440000 5055795.21620000, 295294.88010000 5055794.48860000, 295299.04730000 5055793.36410000, 295301.62350000 5055792.47170000, 295305.33110000 5055790.85050000, 295309.17880000 5055789.06450000, 295317.79400000 5055783.91770000, 295320.58580000 5055781.95360000, 295323.25240000 5055779.73140000)"
Axe structurant existant,"LINESTRING  ( 282056.41040000 5051338.67780000, 282074.67600000 5051342.29530000, 282168.97380000 5051362.77410000, 282193.73880000 5051368.01270000, 282231.93730000 5051376.43120000, 282255.51320000 5051381.15160000, 282298.20300000 5051389.25530000, 282369.70210000 5051402.94490000, 282371.35840000 5051403.23160000, 282372.63010000 5051403.15080000, 282373.67530000 5051402.75860000, 282374.70210000 5051402.21780000, 282376.14020000 5051400.95530000)"
Axe structurant existant,"LINESTRING  ( 298262.39720000 5059747.78860000, 298263.92370000 5059745.39000000, 298268.55390000 5059738.77540000, 298289.72060000 5059710.99410000, 298330.86340000 5059657.68040000, 298357.45410000 5059622.88760000, 298389.44880000 5059581.82660000, 298415.66260000 5059548.01040000, 298421.08650000 5059540.86660000, 298422.93850000 5059538.08850000, 298424.39380000 5059535.31040000, 298431.80250000 5059522.34600000, 298434.05110000 5059518.77390000, 298436.39400000 5059515.46870000, 298448.64270000 5059499.41530000, 298467.24880000 5059475.22660000, 298489.08450000 5059446.54250000, 298515.14610000 5059412.67580000, 298541.14880000 5059378.32660000, 298585.39300000 5059320.73290000, 298594.84660000 5059308.31050000)"
Axe structurant proposé,"LINESTRING  ( 285961.08920000 5055001.93060000, 285969.20000000 5055011.20000000, 285976.25800000 5055018.92250000)"
Axe structurant proposé,"LINESTRING  ( 279846.33470000 5043919.43910000, 279861.66470000 5043931.43130000)"
Axe structurant proposé,"LINESTRING  ( 283808.23050000 5048037.59170000, 283799.65050000 5048030.31290000, 283793.14150000 5048024.89180000, 283766.90000000 5048004.00000000, 283763.90000000 5048001.60000000, 283761.90000000 5048000.00000000, 283740.35380000 5047983.38860000, 283726.47310000 5047972.46080000, 283711.19840000 5047961.27220000, 283707.40520000 5047958.62410000, 283675.68360000 5047936.06180000, 283626.37260000 5047901.44390000, 283602.71520000 5047884.87410000, 283587.05500000 5047873.91510000, 283567.71370000 5047861.03710000, 283547.17400000 5047849.11440000, 283539.47670000 5047845.85940000, 283537.10000000 5047844.70000000, 283533.00000000 5047842.90000000, 283526.00000000 5047840.00000000, 283515.00000000 5047835.50000000, 283504.20000000 5047831.70000000, 283500.00000000 5047830.20000000, 283497.60000000 5047829.40000000, 283478.09680000 5047822.48260000, 283451.50000000 5047813.70000000, 283448.30000000 5047812.50000000, 283445.00000000 5047811.40000000, 283440.80000000 5047810.10000000, 283436.60000000 5047809.00000000, 283430.80000000 5047807.30000000, 283425.00000000 5047805.70000000, 283418.60000000 5047804.20000000, 283411.40000000 5047802.60000000, 283407.40000000 5047801.80000000, 283401.40000000 5047800.90000000, 283395.50000000 5047800.10000000, 283391.10000000 5047799.60000000, 283378.10000000 5047798.30000000, 283361.60000000 5047797.10000000, 283340.60000000 5047795.60000000, 283316.60000000 5047794.00000000, 283305.20000000 5047793.30000000, 283293.80000000 5047792.70000000, 283280.70000000 5047791.80000000, 283267.50000000 5047790.90000000, 283256.90000000 5047790.20000000, 283246.40000000 5047789.30000000, 283237.60000000 5047788.50000000, 283232.40000000 5047788.40000000, 283224.50000000 5047787.90000000, 283215.42120000 5047786.88540000)"
Axe structurant existant,"LINESTRING  ( 287844.77020000 5047175.09120000, 287838.28260000 5047184.28490000, 287817.10000000 5047215.20000000, 287812.40000000 5047222.00000000, 287790.20000000 5047254.30000000, 287767.10000000 5047287.80000000, 287738.60000000 5047329.30000000, 287735.60000000 5047334.00000000, 287729.12080000 5047343.51050000)"
Axe structurant proposé,"LINESTRING  ( 284632.87370000 5046956.57620000, 284615.90030000 5046939.09060000, 284603.96960000 5046926.33880000, 284584.81880000 5046905.87010000, 284564.68040000 5046883.81390000, 284548.14730000 5046866.67470000, 284534.23650000 5046851.80650000, 284520.42890000 5046837.04870000, 284505.46730000 5046821.05740000, 284485.41380000 5046799.62390000, 284457.11550000 5046769.37950000, 284440.14200000 5046751.23970000, 284425.97910000 5046736.10370000, 284407.24070000 5046716.08770000, 284392.11190000 5046699.93520000, 284369.28640000 5046676.18060000, 284356.47570000 5046662.85710000, 284342.41420000 5046648.38310000, 284333.07550000 5046639.38070000, 284326.26010000 5046633.65660000)"
Axe structurant proposé,"LINESTRING  ( 283960.16810000 5046941.74650000, 283964.78590000 5046943.83120000, 283975.90000000 5046949.10000000, 283987.33930000 5046955.57610000, 283995.60090000 5046960.68770000, 284071.48670000 5047017.62580000, 284191.70000000 5047107.70000000, 284226.10000000 5047133.00000000, 284258.16730000 5047155.74580000, 284260.95280000 5047157.80100000, 284272.29610000 5047166.17040000, 284289.07070000 5047178.55300000, 284303.78150000 5047188.76590000, 284332.99160000 5047208.34510000, 284371.83250000 5047236.81430000, 284386.75510000 5047247.55640000, 284394.32170000 5047252.86400000)"
Axe structurant existant,"LINESTRING  ( 282753.64950000 5051846.58260000, 282726.92810000 5051842.05790000, 282724.03270000 5051841.70780000, 282722.24600000 5051841.81380000, 282720.22610000 5051842.25030000, 282718.37070000 5051843.03060000, 282716.41270000 5051844.30060000, 282714.87810000 5051845.46480000, 282713.44940000 5051846.89360000, 282712.54980000 5051848.11070000, 282711.54440000 5051850.06860000, 282710.96230000 5051852.18520000, 282710.75070000 5051854.61940000, 282710.59190000 5051857.37110000, 282710.74360000 5051859.63700000, 282710.85640000 5051861.39270000, 282711.12110000 5051863.35070000, 282711.43850000 5051865.30860000, 282712.01360000 5051868.20960000, 282712.64860000 5051872.33700000, 282712.86730000 5051874.09280000, 282712.92020000 5051876.10370000, 282712.81430000 5051877.58530000, 282712.49680000 5051880.60150000, 282712.28520000 5051882.50660000, 282711.80900000 5051884.62320000, 282707.94610000 5051904.62570000, 282695.08730000 5051974.95220000, 282683.76730000 5052035.03250000, 282678.51830000 5052063.66830000, 282676.61930000 5052074.06530000, 282676.24890000 5052076.23490000, 282675.87850000 5052078.72190000, 282675.56100000 5052082.47900000, 282675.29640000 5052086.23620000, 282674.87300000 5052091.31620000, 282674.60850000 5052095.12610000, 282674.18510000 5052098.51280000, 282673.60300000 5052103.06360000, 282672.74580000 5052108.51410000, 282664.70600000 5052151.02330000, 282663.77640000 5052155.34540000, 282663.14140000 5052157.96480000, 282662.18890000 5052160.42540000, 282661.31580000 5052162.09230000, 282660.68070000 5052163.60040000, 282660.12520000 5052165.42610000, 282658.26220000 5052174.25680000, 282647.10940000 5052233.87080000, 282644.11820000 5052250.65590000, 282643.40390000 5052254.50560000, 282643.04670000 5052255.81530000, 282642.37190000 5052257.79960000, 282641.30050000 5052260.06190000, 282640.59380000 5052261.20660000, 282638.80010000 5052263.83220000, 282637.68880000 5052265.61810000, 282637.13320000 5052266.84840000, 282636.65700000 5052268.19780000, 282636.26010000 5052269.50750000, 282635.38700000 5052273.43660000, 282634.75190000 5052277.56400000, 282632.92630000 5052292.68500000, 282630.74350000 5052310.78260000, 282629.23540000 5052324.23670000, 282627.49200000 5052338.91460000, 282626.17950000 5052347.57290000, 282624.82350000 5052354.79300000, 282621.09950000 5052375.83050000, 282615.46540000 5052404.43610000)"
Axe structurant existant,"LINESTRING  ( 282615.46540000 5052404.43610000, 282614.98760000 5052405.47710000, 282614.11440000 5052406.78680000, 282612.20740000 5052409.06820000, 282610.89980000 5052410.87460000, 282609.48450000 5052413.31880000, 282607.23660000 5052417.67400000, 282605.78140000 5052421.37820000, 282604.85530000 5052424.55320000, 282602.15850000 5052444.55260000, 282581.83840000 5052553.77280000, 282573.42460000 5052598.69920000, 282566.59830000 5052633.14800000, 282562.51490000 5052653.28980000, 282558.81960000 5052669.18430000, 282557.83950000 5052674.31550000, 282557.38980000 5052678.32900000, 282557.06730000 5052682.60980000, 282556.90750000 5052686.68210000, 282556.41230000 5052690.32430000, 282553.04880000 5052703.82660000, 282548.24880000 5052723.52660000, 282546.60210000 5052730.17010000, 282544.31180000 5052737.61400000, 282541.35710000 5052746.65440000, 282540.02750000 5052749.54400000, 282538.75690000 5052752.24470000, 282536.27760000 5052755.84770000, 282533.87990000 5052759.34650000, 282530.94770000 5052763.09950000, 282527.48140000 5052767.10650000, 282524.45810000 5052770.11650000, 282522.24880000 5052772.12660000, 282519.76710000 5052773.48320000, 282519.09260000 5052773.66110000)"
Axe structurant existant,"LINESTRING  ( 281921.84900000 5046148.60270000, 282078.61100000 5046211.56650000)"
Axe structurant existant,"LINESTRING  ( 283233.15590000 5053754.85710000, 283234.49000000 5053754.54950000, 283235.79180000 5053754.55940000, 283237.32230000 5053755.05000000, 283238.92120000 5053756.09780000, 283258.75300000 5053769.77890000, 283262.87530000 5053772.61910000, 283266.93510000 5053775.16430000, 283270.63710000 5053777.58650000, 283274.92950000 5053779.99980000, 283279.55790000 5053782.37160000, 283286.51690000 5053785.42680000, 283292.17170000 5053787.72950000, 283300.29310000 5053790.68330000, 283305.92590000 5053792.33980000)"
